,,,GPVeh,GPVeh,GPVeh,GPVeh,GPVeh,GPVeh,GPVeh,GPVeh,MLVeh,MLVeh,MLVeh,MLVeh,MLVeh,MLVeh,MLVeh,MLVeh,RevenuePerHour,RevenuePerHour,RevenuePerHour,RevenuePerHour,RevenuePerHour,RevenuePerHour,RevenuePerHour,RevenuePerHour,TollLights,TollLights,TollLights,TollLights,TollLights,TollLights,TollLights,TollLights,CaptureRateLights,CaptureRateLights,CaptureRateLights,CaptureRateLights,CaptureRateLights,CaptureRateLights,CaptureRateLights,CaptureRateLights
Period,,,Night,AM-Early,AM-Peak,AM-Shoulder,MD,PM-Shoulder,PM-Peak,PM-Late,Night,AM-Early,AM-Peak,AM-Shoulder,MD,PM-Shoulder,PM-Peak,PM-Late,Night,AM-Early,AM-Peak,AM-Shoulder,MD,PM-Shoulder,PM-Peak,PM-Late,Night,AM-Early,AM-Peak,AM-Shoulder,MD,PM-Shoulder,PM-Peak,PM-Late,Night,AM-Early,AM-Peak,AM-Shoulder,MD,PM-Shoulder,PM-Peak,PM-Late
Year,Direction,Segment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2032,NB,1,1599.433134,5721.125907,7367.641041,5212.752449,4881.854528,4854.251963,4848.685273,4177.606234,84.06686589,847.9740932,1308.403959,665.2475506,631.9454717,703.2480365,671.7947272,650.2937663,98.11632848,1239.826817,3854.412012,1010.281523,957.4484424,865.024659,956.4082741,570.6632195,1.142348798,1.799999648,3.599997867,1.773125485,1.686202629,1.438292142,1.706624676,1.048825768,0.0640382,0.161998877,0.188909391,0.141697427,0.143676143,0.15847599,0.152419838,0.169411205
2032,NB,10,872.8241483,5282.807691,7364.708977,5493.81146,4813.91934,5388.406095,5712.556548,3137.889091,376.9758517,620.2923092,1088.106023,768.1885398,562.38066,675.893905,906.328452,422.9109093,4635.676967,4664.176009,20893.24192,8030.840935,5179.44795,6360.9835,8914.141903,1440.072382,1.799996595,1.422226707,3.59999989,1.799998907,1.531996405,1.675095756,1.799999994,0.615380252,0.387931024,0.132148661,0.161413424,0.154024639,0.13138833,0.139646016,0.17170972,0.149234378
2032,NB,2,1358.894565,4924.748957,7630.298772,5933.505324,5962.539853,6116.376956,6018.609389,4441.781409,37.90543504,677.151043,1139.616228,892.0946761,979.4601467,1112.223044,1058.810611,696.3185912,16.77534982,644.6939587,3134.765001,1269.63671,1417.445185,1579.931949,1470.617742,530.5760265,0.500002247,1.236849293,3.599995913,1.799998462,1.799999061,1.799999994,1.799980501,0.996583562,0.034321238,0.151505385,0.162578378,0.163478833,0.176614713,0.192696372,0.187159938,0.169759902
2032,NB,3,1116.175024,3838.12389,4229.312058,3585.564323,4131.971616,4293.232064,4056.241359,2939.704089,30.42497625,565.1761099,558.8979423,525.5356771,579.5283837,660.1679362,586.6486405,508.1959109,11.21436508,301.7090317,453.8784225,304.1306647,419.9138015,424.404514,451.2273769,206.6607108,0.500087604,0.919394132,1.402220842,0.924040349,1.147375699,1.079369992,1.306446198,0.684295051,0.034281462,0.161223333,0.146293611,0.16010633,0.154235916,0.166819984,0.158182045,0.185528423
2032,NB,4,1417.979621,6293.637432,8042.096553,6193.893568,5848.935984,6153.283674,6258.230634,3439.527357,0.120378841,1018.662568,1475.523447,1206.906432,1109.564016,1156.416326,1181.439366,495.2726425,0.467090245,3334.242771,9491.264374,4199.273802,4058.561509,3963.720976,3926.686482,674.3225717,1.796811606,1.799999912,3.599999994,1.799995595,1.799999992,1.799999778,1.799994961,0.710902974,0.000119643,0.174845669,0.194274837,0.204160802,0.199948051,0.198058626,0.198815164,0.158725699
2032,NB,5,1463.838288,6584.325157,7993.13217,6834.325774,6487.188557,6858.915947,7005.190409,3608.85561,0.16171159,1134.974843,1368.03783,806.8742258,709.211443,814.1840534,826.8645913,486.64439,0.770721785,4595.729517,11085.86447,7111.380445,6519.282846,6529.543694,6465.256678,825.6071946,1.798103806,1.799998828,3.599999994,3.599994227,3.599921062,3.350900454,3.360088186,0.710910892,0.000156074,0.18448202,0.183142114,0.132447108,0.123756372,0.132915159,0.132245574,0.149897817
2032,NB,6,1496.285151,6631.43406,7881.993773,6664.243128,5911.765378,6190.020537,6852.153419,3574.250582,0.314849233,1173.36594,1241.036227,721.8568716,1096.634622,1134.479463,811.4815808,481.0494183,2.666528443,8537.518508,18059.98647,10687.181,9055.803511,8828.833935,11039.47631,1438.61249,1.797159648,1.799999502,3.599999893,3.372898539,1.799999997,1.799999996,3.22265976,0.697735727,0.000293687,0.188610572,0.170428992,0.12263391,0.196366064,0.193990283,0.132681293,0.149330512
2032,NB,7,1453.767969,6338.455142,6290.126829,5555.012195,5591.22783,6010.443799,6869.374119,3534.122007,0.232031207,974.5448582,1100.403171,733.0878049,854.1721698,996.9562012,813.4758814,476.677993,1.590248884,5804.363373,6677.91133,4827.050326,5768.408438,6314.831079,8923.026416,1144.40551,1.799084248,1.799998951,1.799999879,1.799999494,1.799999782,1.799999084,3.230005313,0.692524282,0.000226003,0.167203828,0.186494169,0.146321347,0.166406797,0.178172889,0.132659938,0.149831713
2032,NB,8,1425.697623,6287.079009,6136.12113,4969.642183,5176.595185,5498.580222,6122.131934,3312.429262,0.302377172,881.8209913,1022.35887,581.1578168,597.3048146,688.9197782,1104.388066,446.8707383,2.770094322,6803.739298,8186.153149,3991.154174,5166.347293,5485.817371,8949.776618,1307.354194,1.798972233,1.799999949,1.799999996,1.435533154,1.74744491,1.703224327,1.79999765,0.640568921,0.000292956,0.154327799,0.178908205,0.131348698,0.12989988,0.139518584,0.191608958,0.14957674
2032,NB,9,857.5275889,5674.947897,6047.480467,4890.357565,4466.739742,4812.838777,5471.581466,3020.234237,372.0724111,660.052103,948.6695327,575.0424354,532.3602576,619.2612231,762.0585338,407.2657629,3313.721695,3951.026199,6730.4317,3356.133648,2950.817785,3294.759412,5642.716368,992.8825661,1.799997261,1.553138763,1.799999206,1.369231174,1.236327105,1.252179379,1.799988433,0.585284075,0.387931031,0.130853715,0.170060384,0.132116621,0.133733167,0.142867463,0.153314263,0.149206704
2032,SB,1,1794.887213,3297.020812,4654.038012,4460.543782,5289.971151,5193.736371,4712.266412,5062.230118,312.0127874,489.5791879,593.4419877,598.8562183,868.628849,731.8636286,656.9085881,733.3698822,181.9955795,409.8565325,936.6882129,746.6064667,1414.150242,1027.507311,892.5397392,887.4023564,0.606199163,0.901620909,1.799918582,1.38561169,1.799999765,1.655787633,1.627881878,1.469050093,0.188569678,0.163397656,0.141959157,0.148531238,0.176831427,0.154594764,0.153058494,0.158991783
2032,SB,10,790.0482819,2111.749716,4494.858805,4880.626336,4951.544908,6946.775766,7940.499187,3776.561054,342.6517181,256.4502844,520.8861954,567.1736644,574.4550917,883.6242342,1596.545813,504.7389462,4318.349079,828.5948508,4640.435757,5201.710207,5646.210004,17324.3428,29920.76383,2201.999103,1.79995999,0.5000042,1.556999192,1.546302597,1.63945647,3.599999467,3.599999956,0.787602362,0.38793103,0.136417599,0.130116759,0.130764331,0.130500747,0.14147743,0.209590923,0.148329887
2032,SB,2,1475.740871,3210.901031,4861.641142,5196.039038,6915.741481,7531.302953,7970.961321,5017.74857,41.25912891,495.2989695,621.458858,679.0609623,934.7585195,1350.897047,1500.143679,753.1514299,17.97692849,308.4335024,856.7958993,874.0197221,2757.429191,3772.107437,4094.007483,699.8678129,0.500010531,0.758404562,1.700009481,1.572671827,3.599959913,3.599997167,3.599998012,1.218275521,0.034365896,0.167850396,0.141868369,0.144787257,0.14916656,0.190298985,0.198058522,0.163521161
2032,SB,3,1735.143198,3984.233472,5697.910634,5460.944324,5859.798537,5605.410558,4668.488118,4624.633973,6.656801982,567.9665281,1009.909366,904.8556759,1228.701463,820.1894422,656.6918818,703.4660274,4.921254379,376.2100504,1080.562563,1021.418308,1367.459532,865.8463065,588.1912701,469.6063992,1.144477759,1.067433205,1.799999125,1.799993763,1.799999475,1.799968119,1.542990161,1.162614791,0.005045799,0.157109024,0.188672141,0.178058987,0.217125542,0.15972481,0.15431305,0.165908321
2032,SB,4,1698.617118,3010.499841,4695.592539,4906.325904,5594.594626,5542.878606,4487.595309,4682.496721,11.28288183,398.8001585,558.9224606,589.1740957,897.7053743,717.1213936,587.9996906,642.6032791,27.59499898,612.6348884,1877.832643,1896.722943,3312.531539,2314.596649,1518.049899,1275.642175,1.157508183,0.718157428,1.682213069,1.557927098,1.799999986,1.687525973,1.37012318,1.071850476,0.008724696,0.147943119,0.13354808,0.134521223,0.173394268,0.143456944,0.145058954,0.151754714
2032,SB,5,1663.577021,3019.171733,4884.587932,5312.057876,5744.106026,6815.373242,6013.175043,5028.846029,0.222979318,375.2282674,565.1220678,685.7421239,967.6939743,813.0267583,970.899957,653.6539715,0.961084069,682.1642063,2427.860278,3232.982654,4481.620156,6057.746268,4059.067309,1760.549425,1.798144269,0.680046761,1.731858814,1.799977339,1.799999787,3.144191137,1.799964106,1.166949786,0.000190153,0.139718463,0.130554271,0.143811205,0.180911052,0.13354395,0.17425866,0.144548775
