,Year,Total Revenue,Var Total Revenue (%),Total Transactions,Var Total Transactions (%),AADT,Var AADT (%),Toll/AADT/mi,Var Toll/AADT/mi (%),Capture,Var Capture (%)
0,2032,424205768.2,,111216201.4,,28607.04739,,1.714203,,0.158674,
1,2033,452767224.5,0.06732925,114694014.4,0.031270741,29451.49472,0.029518857,1.77716,0.036726689,0.161028,0.014835449
2,2034,483251702.3,0.06732925,118280581.2,0.031270741,30320.86917,0.029518857,1.842428,0.036726012,0.163416,0.014829719
3,2035,515788677.1,0.06732925,121979302.6,0.031270741,31215.90656,0.029518857,1.910094,0.036726537,0.16584,0.014833309
4,2036,550516342,0.06732925,125793685.8,0.031270741,32137.36443,0.029518857,1.980244,0.036725941,0.1683,0.014833575
5,2037,587582194.6,0.06732925,129727347.6,0.031270741,33086.02269,0.029518857,2.052971,0.036726282,0.170796,0.01483066
6,2038,627143663.3,0.06732925,133784017.9,0.031270741,34062.68425,0.029518857,2.128369,0.036726286,0.17333,0.014836413
7,2039,669368775.9,0.06732925,137967543.3,0.031270741,35068.17575,0.029518857,2.206536,0.036726244,0.175901,0.014832978
8,2040,714436873.8,0.06732925,142281890.6,0.031270741,36103.3482,0.029518857,2.287574,0.036726344,0.17851,0.014832207
9,2041,758773983.5,0.062058821,145855246.3,0.025114621,37056.4544,0.026399385,2.36705,0.034742483,0.180818,0.012929248
10,2042,805862602,0.062058821,149518345.6,0.025114621,38034.72202,0.026399385,2.449286,0.034741978,0.183156,0.012930129
11,2043,855873484.6,0.062058821,153273442.1,0.025114621,39038.8153,0.026399385,2.53438,0.03474237,0.185524,0.012928869
12,2044,908987983.6,0.062058821,157122846.5,0.025114621,40069.41603,0.026399385,2.62243,0.034742225,0.187923,0.012930942
13,2045,965398705.8,0.062058821,161068927.3,0.025114621,41127.22399,0.026399385,2.713539,0.034742205,0.190353,0.012930828
14,2046,1025310211,0.062058821,165114112.3,0.025114621,42212.95742,0.026399385,2.807814,0.034742453,0.192814,0.012928612
15,2047,1088939753,0.062058821,169260890.7,0.025114621,43327.35355,0.026399385,2.905364,0.03474233,0.195307,0.012929559
16,2048,1156518070,0.062058821,173511813.8,0.025114621,44471.16905,0.026399385,3.006302,0.034741946,0.197832,0.012928364
17,2049,1228290217,0.062058821,177869497.2,0.025114621,45645.18058,0.026399385,3.110748,0.034742351,0.20039,0.012930163
18,2050,1304516460,0.062058821,182336622.2,0.025114621,46850.18529,0.026399385,3.218823,0.034742448,0.202981,0.012929787
