,,,GPVeh,GPVeh,GPVeh,GPVeh,GPVeh,GPVeh,GPVeh,GPVeh,MLVeh,MLVeh,MLVeh,MLVeh,MLVeh,MLVeh,MLVeh,MLVeh,RevenuePerHour,RevenuePerHour,RevenuePerHour,RevenuePerHour,RevenuePerHour,RevenuePerHour,RevenuePerHour,RevenuePerHour,TollLights,TollLights,TollLights,TollLights,TollLights,TollLights,TollLights,TollLights,TollHeavies,TollHeavies,TollHeavies,TollHeavies,TollHeavies,TollHeavies,TollHeavies,TollHeavies,CaptureRateLights,CaptureRateLights,CaptureRateLights,CaptureRateLights,CaptureRateLights,CaptureRateLights,CaptureRateLights,CaptureRateLights,CaptureRateHeavies,CaptureRateHeavies,CaptureRateHeavies,CaptureRateHeavies,CaptureRateHeavies,CaptureRateHeavies,CaptureRateHeavies,CaptureRateHeavies
Period,,,Night,AM-Early,AM-Peak,AM-Shoulder,MD,PM-Shoulder,PM-Peak,PM-Late,Night,AM-Early,AM-Peak,AM-Shoulder,MD,PM-Shoulder,PM-Peak,PM-Late,Night,AM-Early,AM-Peak,AM-Shoulder,MD,PM-Shoulder,PM-Peak,PM-Late,Night,AM-Early,AM-Peak,AM-Shoulder,MD,PM-Shoulder,PM-Peak,PM-Late,Night,AM-Early,AM-Peak,AM-Shoulder,MD,PM-Shoulder,PM-Peak,PM-Late,Night,AM-Early,AM-Peak,AM-Shoulder,MD,PM-Shoulder,PM-Peak,PM-Late,Night,AM-Early,AM-Peak,AM-Shoulder,MD,PM-Shoulder,PM-Peak,PM-Late
Year,Direction,Segment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2050,NB,1,2386.782520708644,6514.627570328554,6195.469910717607,6796.551055265858,8349.571093382061,12460.33751009277,9136.735402,6456.2711049667805,298.0174792913561,2112.772429671446,2624.4300892823935,1717.7489447341418,2022.3289066179393,1684.262489907231,2024.3645980488516,857.5288950332198,896.3090271144391,48765.31260975342,60679.58382513569,21672.09067074024,27251.85844791288,12816.94382850587,35265.411563856294,9809.619927232103,0.595429606,5.149999975,5.149999629,2.574999992,2.961945575,1.750755305,3.995578237,2.57499944,1.785994896231408,15.44999943795479,15.449994073305364,7.724999957271059,8.845242402,5.235540644,11.927457253133113,7.724996097426348,0.13536733411595364,0.2987336121657636,0.3629461785176592,0.2460886890827094,0.2377655935235924,0.14520912455902862,0.22118800952265763,0.1430448626345654,7170.472216915513,48765.31260975342,121359.16765027138,21672.09067074024,136259.2922395644,12816.94382850587,105796.23469156888,29428.85978169631
2050,NB,2,2338.275666300232,7875.3046831868005,6907.053943280437,7907.632925093676,7994.118013877768,8526.398963104117,7650.238808937357,4202.881562239922,274.1243336997679,2645.1953168131995,2768.5460567195632,1113.167074906324,823.6819861222322,948.6010368958829,950.5611910626426,489.2184377600788,597.7144466810628,48419.923212975846,50780.27112900432,19557.371095005743,7159.620855,7942.191503364751,8459.231180627685,1565.9841504340088,0.542983784,5.149999679,5.149999994,4.528344905,2.400471465,2.427688451,2.574989104,0.907791038,1.6287391594415255,15.449998400426246,15.449999943211976,13.431985687884458,7.173835098732876,7.260860442549752,7.724646468242134,2.721265534286323,0.114056389,0.27337042459334043,0.3110792321369452,0.13386665146195523,0.1015223664194237,0.10881778757041861,0.12017497802407077,0.11332897982056873,4781.715573448502,48419.923212975846,101560.54225800865,19557.371095005743,35798.104275382204,7942.191503364751,25377.693541883054,4697.952451302026
2050,NB,3,2582.860339047536,9612.126652124205,8263.548189194797,8406.444991707685,8080.308439424315,8760.145219805181,7926.751731992611,4654.090086431157,325.5396609524639,2098.7733478757955,2506.0518108052033,1634.155008292315,1735.1915605756847,1787.054780194819,1647.5482680073899,569.6099135688427,1035.2996000997057,28467.114396270495,54805.57776744891,16674.873743387518,15874.331177783213,13578.464573432617,17500.397316229966,2969.042246027715,0.663589859,3.199233358,5.149999976,2.203497547,2.116693534,1.845797621,2.57499805,1.238639335,1.9903430010751484,9.535713183,15.44999979120208,6.5924231729458045,6.329411840158932,5.524658990433973,7.724965181854123,3.7111066712031042,0.12719304657453737,0.2036311102649539,0.26465115934448413,0.18493263436418264,0.20087492893992057,0.1925367704761915,0.19561540579215528,0.12390980664130945,8282.396800797645,28467.114396270495,109611.15553489781,16674.873743387518,79371.65588891607,13578.464573432617,52501.19195,8907.126738083145
2050,NB,4,2659.8493699941364,10828.922697108892,9528.590687,8942.442810762488,8365.360316891896,8925.687009379679,8464.262171836532,4793.952263455878,335.0506300058632,1230.9773028911075,1563.2093125803717,1398.1571892375116,1742.6396831081033,1935.6129906203205,1641.1378281634682,584.1477365441224,981.7964008007068,6443.6004707720285,19483.88368753726,10019.875777793068,14366.35099277466,15288.354026073772,19440.178125472154,2871.7579866765136,0.685535082,1.383496568,3.289674057,1.734863607,2.138505748,2.151324708,3.092824394,1.309800032,2.056209692957871,4.137531892406603,9.809539846152765,5.193681883173744,6.396057135227076,6.438346536,9.251173215090958,3.9244216117725688,0.12712867811574005,0.11598207564549814,0.16013147876724007,0.15363685125783408,0.1959001411428975,0.2025118261085326,0.18454368603594665,0.12342408818432264,7854.371206405654,6443.6004707720285,38967.76737507452,10019.875777793068,71831.75496,15288.354026073772,58320.53437641646,8615.27396
2050,NB,5,2681.6678365608645,8459.496332649584,6429.762907343755,5116.353209435564,5973.760733844013,5306.905644039205,5063.886653898251,4970.636179831365,332.93216343913576,1890.3036673504168,2159.437092656245,2178.246790564436,1262.3392661559865,1580.1943559607948,1663.5133461017497,593.5638201686353,572.8875275714515,10524.54806106882,25529.050529905246,14037.13925342233,7611.713488404471,9052.308399,9570.648488613588,1838.4201925292687,0.667321362,2.429114056,5.149999226,2.574996965,2.574999995,2.574999984,2.57499962,1.362336012,2.001760363391798,7.272464914040615,15.449959812037376,7.724992722679851,7.724999850994633,7.724999754777913,7.724995238903376,4.084364882496792,0.1380496600470071,0.22829518808705196,0.3143082555809989,0.37328104626688435,0.21808838811839862,0.2868172263964061,0.30910625124152363,0.13334416409012567,4583.100220571612,10524.54806106882,51058.10105981049,14037.13925342233,38058.56744202235,9052.308399,28711.945465840763,5515.2605775878055
2050,NB,6,1899.0604452352247,6549.643106956956,5432.223335143304,4572.207417340438,4527.601186935937,4264.501609840122,4160.673327775327,3471.715693213508,213.73955476477528,706.1568930430441,590.0766648566964,542.0925827,546.2988130640629,564.3983901598782,555.8266722246732,429.28430678649204,179.1326811964877,1771.4063859967252,1608.6191071858152,1066.3698149770614,857.8263213057492,677.1350158426969,1191.5203282354187,493.97434656609335,0.50000828,1.683380424,1.826842324,1.209298915,1.031526843,0.829614092,1.476056526,0.778598706,1.5001536927119297,5.046051510414076,5.476590178507514,3.6269289341801456,3.0937058120653194,2.4884098969789257,4.426866732530129,2.335598203428026,0.12646037004458272,0.12165131436667699,0.12247523319054353,0.13249317107049466,0.1345848735949093,0.1460987589157853,0.14730853936964974,0.13755752996979423,1433.0614495719017,1771.4063859967252,3217.2382143716304,1066.3698149770614,4289.131606528746,677.1350158426969,3574.560984706256,1481.92304
2050,NB,7,2302.809337336997,9862.851561536108,7682.480956883397,6907.858735080879,7387.886169905007,6720.899461814228,5766.280085673281,5004.053780965693,264.6906626630031,1511.4484384638924,1590.7190431166023,625.7412649191205,917.9138300949924,1618.4005381857712,1838.5199143267187,565.9462190343075,102.31174874823422,1743.795978293097,2818.9232394535215,546.6344695,1658.4635760133815,2781.451874332092,3168.982541,432.0597047256472,0.504215697,1.677428168,2.574987744,1.163542216,2.574977368,2.574999899,2.574999038,1.119189586,1.5128632734419498,5.029831882601514,7.724916569364605,3.489914023611724,7.724931292278902,7.724998095051809,7.7249723970501885,3.357095025305715,0.12887267422284623,0.16610232426560748,0.21443208103090214,0.10382401988318982,0.13815470821252104,0.24259172003497226,0.3022013756488704,0.12700805443308977,818.4939899858738,1743.795978293097,5637.846478907043,546.6344695,8292.317880066908,2781.451874332092,9506.947624,1296.1791141769415
2050,NB,8,2388.2623826377726,10105.421785559322,7445.036296453632,7002.796147258662,7118.683981,6836.365314404091,6140.854143728827,5201.707559231923,297.0376173622271,1772.078214440677,2238.463703546368,874.1038527413377,1556.916018669581,1868.3346855959094,1797.4458562711732,613.9924407680763,1875.3294944625368,37837.92180405536,55672.386722193354,19984.369655864382,39481.60884846232,45040.03698763384,43461.985115365664,8935.993444829608,0.585661451,2.214445196,2.574999997,2.168372718,2.574999994,2.574999778,2.574999988,1.520654041,1.7563390980087126,6.579088345717514,7.7249999668307545,6.4719042639247855,7.724999941,7.724990378673582,7.724999742499289,4.545499601505817,0.13826841512541374,0.18645950480032272,0.28903933572514273,0.13867551480702084,0.22444272102412188,0.2683649550166976,0.28309807574062357,0.13195864006955524,15002.635955700294,37837.92180405536,111344.77344438671,19984.369655864382,197408.0442423116,45040.03698763384,130385.95534609699,26807.980334488824
