,Period,Hours/Day,Peak,4Periods,Segment,Direction,SegDir,Length,Speed GP,Capacity GP,Alpha GP,Beta GP,Speed ML,Capacity ML,Alpha ML,Beta ML,Year,MinToll,MinCapture,MaxToll,Soft Cap,MaxCapture,MaxCap_aux,B1,B2,TotalLights,TotalHeavies,TotalVeh,TotalVeh_Real,Corridor PCE pre-fix,Suppressed ratio ref,Suppressed ratio,Corridor PCE,Suppressed Demand,PCE ratio,HOV3,InScopeLights,InScopeHeavies,InScopeVeh,TollLights,TollHeavies,CaptureRateLights,CaptureRateHeavies,VOT Lights,VOT Heavies,Speed GP real,Speed ML real,Bounus Seg,Time ML,Time GP,Time Savings,BonusRel,MLVeh_Lights,GPVeh_Lights,MLVeh_Heavies,GPVeh_Heavies,MLVeh,GPVeh,GPVehDay,ML PCE,GP PCE,TollLightsPerSeg,TollHeaviesPerSeg,TollBlend,RevenuePerHour,RevenuePerDay,TransactionsDay_Lights,TransactionsDay_Heavies,TransactionsDay,TotalVeh_hours
204,MD,5,OP,MD,5,SB,5SB,2.0,70,6400.0,1,6,70,3600,1,6,2040,0.5,0,4.2,2.1,0.36,0.36,3.353,0.708,5786.4,535.9,6322.299999999999,6322.299999999999,7394.099999999999,1.25,1.1553281249999998,7394.099999999999,0.0,1.0,578.64,4166.208,428.72,5057.84,3.756303468711119,11.248365109198929,0.12907202390239783,0.12914111788504934,66.96953565336683,200.54231360627003,31.29853785170914,69.81246949092895,2.1221671840748564,1.7188906347968702,3.8340449182819283,-2.115154283485058,1.4838314427973498,1116.380898558361,4091.379101441639,55.36538005967836,480.5346199403216,1171.7462786180392,4571.91372138196,22859.5686069098,1282.477038737396,5532.982961262604,7.512606937422238,22.496730218397857,4.110305736715215,9632.470901956864,48162.354509784316,5581.904492791805,276.8269002983918,5858.731393090196,31611.499999999996
205,PM-Shoulder,1,OP,PM,5,SB,5SB,2.0,70,6400.0,1,6,70,3600,1,6,2040,0.5,0,4.2,2.1,0.36,0.36,3.502,0.592,5684.2,335.3,6019.5,6019.5,6690.1,1.25,1.0453281250000002,6690.1,0.0,1.0,568.42,4092.624,268.24,4815.6,2.3212182630467266,6.958146307765489,0.14420283768332273,0.14421854456652605,66.0311189013359,197.93665830368553,43.06841607790715,69.81414227340035,1.7678464400677651,1.7188494493002,2.786264528115686,-1.067415078815486,0.7503851696809805,1158.587994370871,3957.192005629129,38.68518239452495,296.6148176054751,1197.2731767653959,4253.806823234604,4253.806823234604,1274.6435415544458,4847.036458445555,4.642436526093453,13.916292615530978,2.471042388936572,5917.025541848085,5917.025541848085,1158.587994370871,38.68518239452495,1197.2731767653959,6019.5
206,PM-Peak,3,Peak,PM,5,SB,5SB,2.0,70,6400.0,1,6,70,3600,1,6,2040,0.5,0,4.2,2.1,0.36,0.36,3.502,0.592,5539.1,341.4,5880.5,5880.5,6563.3,1.25,1.025515625,6563.3,0.0,1.0,553.9100000000001,3988.1520000000005,273.12,4704.400000000001,2.727620762892566,8.175583989869857,0.14806787879826816,0.14808636669135108,65.34632824278783,195.86461660893258,45.280964674744276,69.82136021682658,2.671048881568109,1.7186717592918024,2.650120218550262,-0.9314484592584598,0.6550841529851835,1144.427206965071,3840.76279303493,40.445348470741806,300.9546515292582,1184.872555435813,4141.717444564189,12425.152333692566,1265.7632523772963,4743.626747622704,5.455241525785132,16.351167979739714,2.913585717655011,6904.45550951836,20713.366528555078,3433.281620895213,121.33604541222542,3554.6176663074384,17641.5
207,PM-Late,3,OP,NT,5,SB,5SB,2.0,70,8000.0,1,6,70,3600,1,6,2040,0.5,0,4.2,2.1,0.3103448275862069,0.3103448275862069,3.506,0.708,4532.3,329.7,4862.0,4862.0,5521.4,1.25,0.690175,5521.4,0.0,1.0,453.23,3263.2560000000003,263.76,3889.6000000000004,0.9843805589089183,2.9519594578599726,0.12447889099634116,0.124490318226763,79.4324007440573,238.20180570900456,66.18767830223558,69.96725943878828,1.0969968892016555,1.7150878991477934,1.8130262773690133,-0.09793837822121998,0.06911839415830942,859.4364879171563,3219.633512082844,32.83556633549101,296.86443366450897,892.2720542526473,3516.497945747353,10549.493837242058,957.9431869236294,4110.2268130763705,1.9687611178178366,5.903918915719945,1.0567873625837607,1885.8836618416988,5657.650985525096,2578.309463751469,98.50669900647303,2676.816162757942,14586.0
208,Night,8,OP,NT,6,NB,6NB,1.3,70,8000.0,1,6,70,3600,1,6,2040,0.5,0,4.2,2.1,0.3103448275862069,0.3103448275862069,3.506,0.708,1619.8,271.4,1891.1999999999998,1891.1999999999998,2434.0,1.25,0.30425,2434.0,0.0,1.0,161.98000000000002,1166.256,217.12,1512.96,6.298830037031221,18.888332259443317,0.00048199580073144435,0.0002711671875849611,773.24195857963,2318.7244210003387,69.94462930248913,69.99999940171409,0.5385803138434613,1.1142857238094492,1.1151678231458466,-0.0008820993363973795,0.0006174762020925821,162.54213049457786,1295.2778695054221,0.05887581976844675,271.34112418023153,162.6010063143463,1566.6189936856535,12532.951949485228,162.7187579538832,2109.301242046117,8.188479048140588,24.55483193727631,6.303388540576939,1332.4185158545677,10659.348126836541,1300.337043956623,0.471006558147574,1300.8080505147705,15129.599999999999
209,AM-Early,1,OP,AM,6,NB,6NB,1.3,70,9200.0,1,6,70,3600,1,6,2040,0.5,0,4.2,2.1,0.28125,0.28125,3.35,0.715,6027.7,471.5,6499.2,6499.2,7442.2,1.25,0.8089347826086957,7442.2,0.0,1.0,602.77,4339.944,377.20000000000005,5199.360000000001,1.1852886561045308,3.554288697866111,0.11217817783421692,0.11219234340875554,71.62337056439017,214.77480206107504,60.37659079364958,69.86490583674353,0.7974176062303759,1.1164403510721979,1.2918914263738797,-0.1754510753016818,0.12432399846171573,1089.6170098225427,4335.312990177457,42.31895193378259,429.1810480662174,1131.9359617563252,4764.494038243674,4764.494038243674,1216.5738656238905,5622.856134376109,1.5408752529358902,4.620575307225944,1.2738569163998241,1874.5017899464763,1874.5017899464763,1089.6170098225427,42.31895193378259,1131.9359617563252,6499.2
210,AM-Peak,2,Peak,AM,6,NB,6NB,1.3,70,9600.0,1,6,70,3600,1,6,2040,0.5,0,4.2,2.1,0.2727272727272727,0.2727272727272727,3.35,0.715,4998.7,395.6,5394.3,5394.3,6185.5,1.25,0.6443229166666666,6185.5,0.0,1.0,499.87,3599.0640000000003,316.48,4315.4400000000005,1.164887845013516,3.4936615442129737,0.10768942866185852,0.10768015443151979,72.88628750071229,218.5961685768424,67.19949324953336,69.96100434696221,0.9813017050737186,1.1149068074147344,1.1607230386449623,-0.04581623123022793,0.03250612705147372,887.4511458774632,3611.3788541225367,34.07861527448738,361.52138472551263,921.5297611519505,3972.9002388480494,7945.800477696099,989.6869917009253,4695.943008299075,1.514354198517571,4.541760007476866,1.2510070202175356,1498.692260702623,2997.384521405246,1774.9022917549264,68.15723054897477,1843.059522303901,10788.6
211,AM-Shoulder,1,OP,AM,6,NB,6NB,1.3,70,8000.0,1,6,70,3600,1,6,2040,0.5,0,4.2,2.1,0.3103448275862069,0.3103448275862069,3.35,0.715,4008.1,570.5,4578.6,4578.6,5719.6,1.25,0.7149500000000001,5719.6,0.0,1.0,400.81,2885.8320000000003,456.40000000000003,3662.8800000000006,0.9261686525682188,2.778074986162732,0.12555623670806226,0.1255612931197093,67.64067912030168,202.8905623075263,65.3738377605748,69.97233060369807,0.7742034314977149,1.1147263400695941,1.1931378464526936,-0.07841150638309946,0.05519649251688558,763.1442056917008,2844.145794308299,57.306174179835324,513.1938258201646,820.4503798715361,3357.339620128464,3357.339620128464,935.0627282312067,4383.727271768793,1.2040192483386845,3.611497482011552,1.0555191526366376,1125.8014166651346,1125.8014166651346,763.1442056917008,57.306174179835324,820.4503798715361,4578.6
212,MD,5,OP,MD,6,NB,6NB,1.3,70,8000.0,1,6,70,3600,1,6,2040,0.5,0,4.2,2.1,0.3103448275862069,0.3103448275862069,3.353,0.708,4159.1,385.1,4544.200000000001,4544.200000000001,5314.400000000001,1.25,0.6643000000000001,5314.400000000001,0.0,1.0,415.9100000000001,2994.5520000000006,308.08000000000004,3635.3600000000006,0.7989743993722507,2.3965274535782655,0.1252224086036898,0.12522418978449962,67.78618683910558,203.32498495688893,66.94613401432358,69.97662213551429,0.6954182616306174,1.1146579760444555,1.1651158225702978,-0.05045784652584229,0.03558107579920845,790.8950141289966,2952.2949858710035,38.57906838880865,346.5209316111914,829.4740825178053,3298.815917482195,16494.079587410975,906.6322192954226,3991.8577807045776,1.0386667191839258,3.115485689651745,0.8732770326093067,941.668865029719,4708.344325148595,3954.475070644983,192.89534194404325,4147.370412589026,22721.000000000004
213,PM-Shoulder,1,OP,PM,6,NB,6NB,1.3,70,8000.0,1,6,70,3600,1,6,2040,0.5,0,4.2,2.1,0.3103448275862069,0.3103448275862069,3.502,0.592,4085.1,240.9,4326.0,4326.0,4807.8,1.25,0.600975,4807.8,0.0,1.0,408.51,2941.2720000000004,192.72000000000003,3460.8,0.6477551043071211,1.9429972215108522,0.1330019100891932,0.1330155261943141,68.10893823331712,204.2986259273767,68.36019775297616,69.98049698326638,0.5854220947028984,1.1145962569921621,1.1410148385155037,-0.026418581523341533,0.018710386960852678,799.7047940918615,2876.8852059081382,25.634752208168216,215.2652477918318,825.3395463000297,3092.15045369997,3092.15045369997,876.6090507163661,3522.6809492836337,0.8420816355992575,2.525896387964108,0.6879848629233776,738.1674490144092,738.1674490144092,799.7047940918615,25.634752208168216,825.3395463000297,4326.0
214,PM-Peak,3,Peak,PM,6,NB,6NB,1.3,70,8000.0,1,6,70,3600,1,6,2040,0.5,0,4.2,2.1,0.3103448275862069,0.3103448275862069,3.502,0.592,3980.0,245.4,4225.4,4225.4,4716.2,1.25,0.589525,4716.2,0.0,1.0,398.0,2865.6000000000004,196.32000000000002,3380.3199999999997,0.9633805643251192,2.889645342731263,0.13323704931365127,0.13324717990350687,68.03888891349901,204.0816119341508,68.53701206037255,69.9828339987725,0.8985971629091339,1.114559036025436,1.1380712064204337,-0.023512170394997645,0.016649844494303602,779.8040885131991,2802.195911486801,26.159086358656474,219.24091364134352,805.9631748718556,3021.4368251281444,9064.310475384433,858.2813475891685,3459.918652410832,1.252394733622655,3.756538945550642,1.025901195861388,1074.890160397661,3224.670481192983,2339.4122655395972,78.47725907596941,2417.8895246155666,12676.199999999999
215,PM-Late,3,OP,NT,6,NB,6NB,1.3,70,8000.0,1,6,70,3600,1,6,2040,0.5,0,4.2,2.1,0.3103448275862069,0.3103448275862069,3.506,0.708,3257.4,237.0,3494.4,3494.4,3968.4,1.25,0.49605,3968.4,0.0,1.0,325.74,2345.328,189.60000000000002,2795.5200000000004,0.6280139442950339,1.8839332032102134,0.12516944028714888,0.12515501908280277,79.22117008073664,237.6498070911441,69.45058918144467,69.99540294479542,0.5106711434374572,1.1143588967052267,1.1231006233254461,-0.008741726620219437,0.0061704363278123845,619.3033930497784,2312.356606950222,23.72939161809941,213.2706083819006,643.0327846678778,2525.627215332123,7576.881645996369,690.4915679040766,2952.168432095924,0.816418127583544,2.4491131641732773,0.6743602592047848,563.7264819495459,1691.179445848638,1857.9101791493351,71.18817485429823,1929.0983540036334,10483.2
216,Night,8,OP,NT,6,SB,6SB,1.3,70,8000.0,1,6,70,3600,1,6,2040,0.5,0,4.2,2.1,0.3103448275862069,0.3103448275862069,3.506,0.708,1800.5,292.8,2093.3,2093.3,2678.9,1.25,0.3348625,2678.9,0.0,1.0,180.05,1296.3600000000001,234.24,1674.6400000000003,0.7834044364665261,2.3502192012626053,0.054945943657283836,0.05492574101390732,104.74187302712909,314.2264068287376,69.92471482514189,69.99997757372452,0.4938438536746551,1.11428607127552,1.115485421643144,-0.0011993503676239747,0.0008397951502007839,251.2797235195565,1369.1702764804436,12.865805575097651,279.9341944249024,264.14552909465414,1649.104470905346,13192.835767242768,289.87714024484944,2208.9728597551507,1.018425767406484,3.055284961641387,0.8597196942153528,295.2184475520912,2361.7475804167298,2010.237788156452,102.92644460078121,2113.164232757233,16746.4
217,AM-Early,1,OP,AM,6,SB,6SB,1.3,70,8000.0,1,6,70,3600,1,6,2040,0.5,0,4.2,2.1,0.3103448275862069,0.3103448275862069,3.35,0.715,3863.0,302.2,4165.2,4165.2,4769.6,1.25,0.5962000000000001,4769.6,0.0,1.0,386.3,2781.36,241.76,3332.16,0.6847908004556627,2.0541322760528677,0.12456355783133419,0.124557413964371,68.39439288071932,205.15919580672326,68.3644985595677,69.98684757021712,0.6187128598635403,1.1144951188399128,1.1409430573389876,-0.026447938499074786,0.01866014013729142,732.7560972097597,2743.94390279024,30.113000400026333,272.08699959997364,762.869097609786,3016.0309023902137,3016.0309023902137,823.0950984098387,3560.2049015901607,0.8902280405923615,2.6703719588687282,0.7388432984944853,732.7329365167834,732.7329365167834,732.7560972097597,30.113000400026333,762.869097609786,4165.2
218,AM-Peak,2,Peak,AM,6,SB,6SB,1.3,70,8000.0,1,6,70,3600,1,6,2040,0.5,0,4.2,2.1,0.3103448275862069,0.3103448275862069,3.35,0.715,4261.3,338.4,4599.7,4599.7,5276.5,1.25,0.6595625,5276.5,0.0,1.0,426.13000000000005,3068.1360000000004,270.71999999999997,3679.76,1.1895891016394213,3.5678022175544655,0.12457460110802505,0.1245765350628228,68.39197545740333,205.12044147308964,67.05940793322044,69.97607138374943,1.0705174806146622,1.1146667490412154,1.1631477581441592,-0.04848100910294373,0.03420343070091143,808.3418183451716,3026.8281816548283,33.72535957220739,304.6746404277926,842.067177917379,3331.5028220826207,6663.005644165241,909.5178970617937,3940.8521029382064,1.5464658321312479,4.638142882820805,1.2848381442062415,1406.4960392240582,2812.9920784481164,1616.6836366903433,67.45071914441478,1684.134355834758,9199.4
219,AM-Shoulder,1,OP,AM,6,SB,6SB,1.3,70,8000.0,1,6,70,3600,1,6,2040,0.5,0,4.2,2.1,0.3103448275862069,0.3103448275862069,3.35,0.715,3917.8,557.7,4475.5,4475.5,5590.900000000001,1.25,0.6988625,5590.900000000001,0.0,1.0,391.78000000000003,2820.8160000000003,446.1600000000001,3580.4,0.889985151803604,2.669559117616294,0.1256891515731463,0.1256947268021892,67.60848793033881,202.7953556493888,65.93270404861197,69.97577224017965,0.7562904415055152,1.1146715141960646,1.1830244356805213,-0.06835292148445671,0.048117104976364976,746.3259697839563,2779.6940302160438,56.07995931006475,501.6200406899353,802.4059290940211,3281.314070905979,3281.314070905979,914.5658477141506,4284.554152285849,1.1569806973446852,3.4704268529011824,1.0143591525100875,1058.1061376663447,1058.1061376663447,746.3259697839563,56.07995931006475,802.4059290940211,4475.5
220,MD,5,OP,MD,6,SB,6SB,1.3,70,8000.0,1,6,70,3600,1,6,2040,0.5,0,4.2,2.1,0.3103448275862069,0.3103448275862069,3.353,0.708,4748.4,429.9,5178.299999999999,5178.299999999999,6038.099999999999,1.25,0.7547624999999999,6038.099999999999,0.0,1.0,474.84,3418.848,343.92,4142.639999999999,1.0017515321140862,3.0044849736014383,0.12455939582789836,0.12456685020467778,67.96447271097655,203.84120258637006,63.72460914511279,69.94998182087483,0.7914720238212829,1.1150824913684658,1.2240169229187345,-0.10893443155026872,0.07681184604311421,900.6896413074187,3372.870358692581,42.841031122392785,387.0589688776072,943.5306724298115,3759.929327570188,18799.64663785094,1029.212734674597,4534.047265325402,1.3022769917483121,3.90583046568187,1.0926856884734801,1340.2772011197583,6701.386005598792,4503.448206537094,214.20515561196393,4717.653362149058,25891.499999999996
221,PM-Shoulder,1,OP,PM,6,SB,6SB,1.3,70,5600.0,1,6,70,3600,1,6,2040,0.5,0,4.2,2.1,0.391304347826087,0.391304347826087,3.502,0.592,3900.0,230.0,4130.0,4130.0,4590.0,1.25,0.8196428571428571,4590.0,0.0,1.0,390.0,2808.0,184.0,3304.0,1.0924731920682884,3.2768851853199363,0.16395551296950803,0.16396067049405055,62.730516832724525,188.16086542814566,61.923434144940174,69.96936007663946,0.90805650894382,1.114773665423899,1.259620062695981,-0.14484639727208193,0.1017340438871868,850.3870804183786,2659.6129195816216,30.168763370905303,199.8312366290947,880.5558437892838,2859.4441562107163,2859.4441562107163,940.8933705310944,3259.1066294689053,1.420215149688775,4.259950740915917,1.1673134296225425,1336.2500605841929,1336.2500605841929,850.3870804183786,30.168763370905303,880.5558437892838,4130.0
222,PM-Peak,3,Peak,PM,6,SB,6SB,1.3,70,5600.0,1,6,70,3600,1,6,2040,0.5,0,4.2,2.1,0.391304347826087,0.391304347826087,3.502,0.592,3563.9,226.6,3790.5,3790.5,4243.7,1.25,0.7578035714285714,4243.7,0.0,1.0,356.39000000000004,2566.0080000000003,181.28,3032.4,1.3444816967720097,4.0327183437790435,0.16905810483698003,0.1690646490830152,61.921073832483,185.7297506617491,64.8632318695211,69.97915503225916,1.2898767374830593,1.1146176309794449,1.202530274114383,-0.08791264313493818,0.061771191880068195,790.1944494765296,2417.3155505234704,30.648039585768995,195.951960414231,820.8424890622986,2613.2675109377014,7839.802532813104,882.1385682338366,3005.1714317661636,1.7478262058036127,5.242533846912757,1.4448531861517868,1541.7959513455532,4625.3878540366595,2370.583348429589,91.94411875730698,2462.527467186896,11371.5
223,PM-Late,3,OP,NT,6,SB,6SB,1.3,70,8000.0,1,6,70,3600,1,6,2040,0.5,0,4.2,2.1,0.3103448275862069,0.3103448275862069,3.506,0.708,4151.7,302.4,4454.099999999999,4454.099999999999,5058.9,1.25,0.6323624999999999,5058.9,0.0,1.0,415.17,2989.224,241.92,3563.2799999999997,0.8573776954290604,2.5717361761409214,0.12477596726341483,0.12476653842924491,79.33377388176996,237.9645952644364,67.6967437444553,69.9804879119817,0.6523799355016,1.1145964014727203,1.1521972208063342,-0.03760081933361392,0.026538054564434057,788.1533159670139,2948.376684032986,30.183520976802928,272.21647902319705,818.3368369438168,3220.5931630561827,9661.779489168548,878.7038788974227,3765.0261211025772,1.1145910040577784,3.343257028983198,0.9206100623814953,979.3798644602997,2938.139593380899,2364.4599479010417,90.55056293040879,2455.0105108314506,13362.3
224,Night,8,OP,NT,7,NB,7NB,0.6,70,9000.0,1,6,70,3600,1,6,2040,0.5,0,4.2,2.1,0.2857142857142857,0.2857142857142857,3.506,0.708,1981.9,316.4,2298.3,2298.3,2931.1,1.25,0.3256777777777778,2931.1,0.0,1.0,198.19000000000003,1426.968,253.12,1838.6400000000003,6.298611037841849,18.89461462492775,0.0002756035622222217,0.00014949925278130396,739.4876720728596,2218.3199597111648,69.91666642247995,69.99999801846715,0.25959448048064176,0.5142857288439152,0.5148986907136794,-0.0006129618697642281,0.0004290834995756103,198.58327746397714,1585.126722536023,0.03784125086400366,316.362158749136,198.62111871484115,1901.4888812851589,15211.911050281271,198.69680121656916,2534.213198783431,3.7791666227051093,11.336768774956651,6.301010825612187,750.9082915304505,6007.266332243604,1588.6662197118171,0.3027300069120293,1588.9689497187292,18386.4
225,AM-Early,1,OP,AM,7,NB,7NB,0.6,70,10800.0,1,6,70,3600,1,6,2040,0.5,0,4.2,2.1,0.25,0.25,3.35,0.715,9449.2,739.1,10188.300000000001,10188.300000000001,11666.5,1.25,1.0802314814814815,11666.5,0.0,1.0,944.9200000000001,6803.424000000001,591.2800000000001,8150.640000000001,3.0197203292137957,9.051365543328062,0.10433985329340623,0.10436930363223816,73.8993827558803,221.5073761231183,36.048852776112795,68.43103861154528,0.4387761923743813,0.5260770657648077,0.9986448174532432,-0.47256775168843546,0.33905137221727016,1654.7882620528392,6849.491737947162,61.71148185166979,677.3885181483303,1716.499743904509,7526.880256095492,7526.880256095492,1839.9227076078485,8881.657292392152,1.8118321975282774,5.430819325996837,3.236569627029497,3333.342561555146,3333.342561555146,1654.7882620528392,61.71148185166979,1716.499743904509,10188.300000000001
226,AM-Peak,2,Peak,AM,7,NB,7NB,0.6,70,9000.0,1,6,70,3600,1,6,2040,0.5,0,4.2,2.1,0.2857142857142857,0.2857142857142857,3.35,0.715,7701.0,605.2,8306.2,8306.2,9516.6,1.25,1.0574000000000001,9516.6,0.0,1.0,770.1,5544.72,484.1600000000001,6644.960000000001,3.344939435050084,10.02738692027411,0.11428425477997572,0.11431030085422074,71.05537417506933,213.00826022507783,39.18738643220464,69.37938610597536,0.7576574134639592,0.5188861133047625,0.9186629494233071,-0.39977683611854453,0.283064064596315,1403.774193163627,5527.125806836373,55.344475261579525,549.8555247384205,1459.1186684252064,6076.981331574793,12153.962663149587,1569.8076189483654,7176.692381051635,2.0069636610300505,6.016432152164465,3.5984051452324795,3150.300074379616,6300.600148759232,2807.548386327254,110.68895052315905,2918.2373368504127,16612.4
227,AM-Shoulder,1,OP,AM,7,NB,7NB,0.6,70,12600.0,1,6,70,3600,1,6,2040,0.5,0,4.2,2.1,0.2222222222222222,0.2222222222222222,3.35,0.715,5904.2,840.4,6744.599999999999,6744.599999999999,8425.4,1.25,0.6686825396825397,8425.4,0.0,1.0,590.42,4251.024,672.32,5395.68,0.8561111711271323,2.5680000134390966,0.08742132131367432,0.08742760230904371,78.80965973061966,236.39827871993515,66.17123282428467,69.9134371156109,0.2824577851070229,0.5149224739225644,0.544043060155713,-0.029120586233148615,0.020830142108999146,962.050135016141,4351.7298649838585,58.77932558441628,781.6206744155837,1020.8294606005572,5133.350539399442,5133.350539399442,1138.3881117693898,6696.59188823061,0.5136667026762793,1.5408000080634578,0.9546816723814625,584.7403059974437,584.7403059974437,962.050135016141,58.77932558441628,1020.8294606005572,6744.599999999999
228,MD,5,OP,MD,7,NB,7NB,0.6,70,9000.0,1,6,70,3600,1,6,2040,0.5,0,4.2,2.1,0.2857142857142857,0.2857142857142857,3.353,0.708,6813.7,625.1,7438.8,7438.8,8689.0,1.25,0.9654444444444444,8689.0,0.0,1.0,681.37,4905.8640000000005,500.08000000000004,5951.040000000001,1.9317199100304763,5.793159648977657,0.11509514411215094,0.115106895629688,70.32809966878533,210.91148208130144,48.15694155686627,69.66171846273026,0.4464363215496867,0.5167831169605781,0.7475557798347574,-0.2307726628741793,0.16328904588433013,1246.0111240746132,4886.318875925387,57.56265636649438,567.5373436335057,1303.5737804411076,5453.856219558893,27269.281097794465,1418.6990931740963,6588.9309068259045,1.1590319460182856,3.475895789386594,2.1022317231000276,1644.2484927868356,8221.242463934179,6230.055620373067,287.8132818324719,6517.868902205539,37194.0
229,PM-Shoulder,1,OP,PM,7,NB,7NB,0.6,70,7200.0,1,6,70,3600,1,6,2040,0.5,0,4.2,2.1,0.3333333333333333,0.3333333333333333,3.502,0.592,7054.9,416.1,7471.0,7471.0,8303.2,1.25,1.1532222222222224,8303.2,0.0,1.0,705.49,5079.528,332.88000000000005,5976.8,3.5120000593251404,10.531079309893402,0.13535913918892148,0.13537208085058045,67.62486054809919,202.77982850870507,32.072430283306524,69.45531349053262,0.5593050155979623,0.5183188757028233,1.1224593734244626,-0.6041404977216392,0.4257215613971239,1393.050537566024,4956.359462433976,45.062658273541224,371.0373417264588,1438.1131958395654,5327.396804160435,5327.396804160435,1528.2385123866477,6069.471487613352,2.107200035595084,6.3186475859360405,3.731939887829814,3220.171199260849,3220.171199260849,1393.050537566024,45.062658273541224,1438.1131958395654,7471.0
230,PM-Peak,3,Peak,PM,7,NB,7NB,0.6,70,6300.0,1,6,70,3600,1,6,2040,0.5,0,4.2,2.1,0.36363636363636365,0.36363636363636365,3.502,0.592,6422.5,390.4,6812.9,6812.9,7593.7,1.25,1.2053492063492064,7593.7,0.0,1.0,642.25,4624.2,312.32,5450.32,4.89096140266065,14.664419141054228,0.14309054665614193,0.1431073947656089,66.18631375512079,198.44438882270126,28.240469248237325,69.6185658747146,0.9712448531840913,0.517103441412245,1.274766353333417,-0.7576629119211721,0.5323364473333919,1303.9293058473315,4476.320694152669,44.69530153319497,345.704698466805,1348.6246073805264,4822.025392619474,14466.07617785842,1438.0152104469164,5513.434789553084,2.9345768415963898,8.798651484632536,5.214867431253664,4219.7391252095795,12659.217375628737,3911.787917541995,134.08590459958492,4045.8738221415797,20438.699999999997
231,PM-Late,3,OP,NT,7,NB,7NB,0.6,70,9000.0,1,6,70,3600,1,6,2040,0.5,0,4.2,2.1,0.2857142857142857,0.2857142857142857,3.506,0.708,4651.0,338.4,4989.4,4989.4,5666.2,1.25,0.6295777777777778,5666.2,0.0,1.0,465.1,3348.72,270.71999999999997,3991.52,0.8582737190269182,2.5746892277598743,0.11387224855407589,0.11385886334453572,82.54995341612606,247.63717110381805,67.62580058869078,69.97130346974349,0.2876654753004092,0.5144966324025516,0.5323412024200178,-0.0178445700174662,0.012638841694012479,846.4262761780051,3339.473723821995,30.823871484632708,307.57612851536726,877.2501476626378,3647.049852337362,10941.149557012086,938.8978906319032,4262.202109368097,0.5149642314161509,1.5448135366559246,0.9185832797564094,483.49639068404423,1450.4891720521327,2539.2788285340152,92.47161445389813,2631.750442987913,14968.199999999999
232,Night,8,OP,NT,7,SB,7SB,0.6,70,9000.0,1,6,70,3600,1,6,2040,0.5,0,4.2,2.1,0.2857142857142857,0.2857142857142857,3.506,0.708,1734.5,287.2,2021.7,2021.7,2596.1,1.25,0.2884555555555555,2596.1,0.0,1.0,173.45000000000002,1248.8400000000001,229.76,1617.3600000000001,6.299095629022406,18.8908694290557,0.00023601634180853782,0.00013025620739643939,383086.8987314044,1148870.4109481783,69.95973731347291,69.99999911163758,0.0,0.5142857208124587,0.5145816920194051,-0.0002959712069463549,0.00020718441358357346,173.7447466483042,1387.3052533516957,0.029927666211405912,287.1700723337886,173.77467431451558,1674.4753256854842,13395.802605483874,173.8345296469384,2248.8154703530618,3.7794573774134435,11.33452165743342,6.301264198204213,657.0000802875925,5256.00064230074,1389.9579731864335,0.2394213296912473,1390.1973945161246,16173.6
233,AM-Early,1,OP,AM,7,SB,7SB,0.6,70,6300.0,1,6,70,3600,1,6,2040,0.5,0,4.2,2.1,0.36363636363636365,0.36363636363636365,3.35,0.715,4429.2,346.4,4775.599999999999,4775.599999999999,5468.4,1.25,0.868,5468.4,0.0,1.0,442.92,3189.024,277.12,3820.4799999999996,1.3598226957772428,4.078973395662057,0.13994844794636563,0.1399429146848109,64.84660061218625,194.51621120725906,57.86278686120455,69.95564989266133,0.45861419372405393,0.5146117583817424,0.6221615299372495,-0.10754977155550705,0.0755130709560747,889.2189592637108,3097.061040736289,38.7809805174548,307.6190194825452,927.9999397811656,3404.6800602188346,3404.6800602188346,1005.5619008160752,4019.918099183925,0.8158936174663457,2.447384037397234,1.4734556021986844,820.4200260663602,820.4200260663602,889.2189592637108,38.7809805174548,927.9999397811656,4775.599999999999
234,AM-Peak,2,Peak,AM,7,SB,7SB,0.6,70,6300.0,1,6,70,3600,1,6,2040,0.5,0,4.2,2.1,0.36363636363636365,0.36363636363636365,3.35,0.715,5351.6,429.3,5780.900000000001,5780.900000000001,6639.5,1.25,1.0538888888888889,6639.5,0.0,1.0,535.1600000000001,3853.1520000000005,343.44000000000005,4624.72,3.181745592654321,9.541036173847779,0.13619051804214757,0.13620465836579068,65.6606091082773,196.89514087653052,41.52446198338001,69.87243164915172,0.88419253740475,0.5152246622926433,0.8669588546242658,-0.3517341923316225,0.24687119823698606,1059.9227669751372,3756.5172330248633,46.77812786914716,382.52187213085284,1106.7008948442842,4139.039105155716,8278.078210311432,1200.2571505825786,4904.082849417422,1.9090473555925924,5.724621704308667,3.4505406296421484,2291.2298415129153,4582.459683025831,2119.8455339502743,93.55625573829433,2213.4017896885684,11561.800000000001
