,Year,Total Revenue,Var Total Revenue (%),Base Revenues,Var Base Revenues (%),Dev Revenues,Var Dev Revenues (%),TDOT Revenues,Var TDOT Revenues (%),Total Transactions,Var Total Transactions (%),Transactions Lights,Var Transactions Lights (%),Transactions Medium A,Var Transactions Medium A (%),Transactions Medium B,Var Transactions Medium B (%),Transactions Heavy A,Var Transactions Heavy A (%),AADT,Var AADT (%),Toll/AADT/mi,Var Toll/AADT/mi (%),Toll Lights,Var Toll Lights (%),Toll Medium A,Var Toll Medium A (%),Toll Meadium B,Var Toll Meadium B (%),Toll Heavy A,Var Toll Heavy A (%),Capture,Var Capture (%),Corridor PCE,Var Corridor PCE (%)
10,2034.9999999999993,473268462.73,0.079,456956936.956,0.067,2353855.23,0.657,2353855.23,0.657,104707160.849,0.019,97998666.264,0.019,3100096.6,0.02,902135.19,0.022,2704646.418,0.028,35684.847,0.021,2.137,0.056,1.923,0.057,5.768,0.057,5.768,0.057,9.613,0.057,0.18,0.006,244640.15,0.014
11,2035.9999999999998,510467067.796,0.079,487591073.684,0.067,3900271.192,0.657,3900271.192,0.657,106744353.569,0.019,99876187.707,0.019,3163631.836,0.02,921810.703,0.022,2780960.975,0.028,36434.125,0.021,2.258,0.057,2.032,0.057,6.097,0.057,6.097,0.057,10.161,0.057,0.182,0.011,248008.515,0.014
12,2036.999999999999,550589459.946,0.079,520278905.753,0.067,6462638.474,0.657,6462638.474,0.657,108821182.109,0.019,101789679.913,0.019,3228469.201,0.02,941915.339,0.022,2859428.829,0.028,37199.135,0.021,2.385,0.056,2.148,0.057,6.445,0.057,6.445,0.057,10.741,0.057,0.183,0.005,251423.258,0.014
13,2038.0000000000005,593865447.016,0.079,555158111.748,0.067,10708408.208,0.657,10708408.208,0.657,110938417.628,0.019,103739832.033,0.019,3294635.383,0.02,962458.455,0.022,2940110.741,0.028,37980.209,0.021,2.52,0.057,2.271,0.057,6.812,0.057,6.812,0.057,11.354,0.057,0.184,0.005,254885.018,0.014
14,2038.999999999999,640542899.594,0.079,592375600.148,0.067,17743527.943,0.657,17743527.943,0.657,113096846.287,0.019,105727346.421,0.019,3362157.613,0.02,983449.615,0.022,3023069.18,0.028,38777.682,0.021,2.662,0.056,2.4,0.057,7.201,0.057,7.201,0.057,12.001,0.057,0.185,0.005,258394.441,0.014
15,2039.9999999999998,690889170.741,0.079,632088128.093,0.067,29400521.324,0.657,29400521.324,0.657,115297269.544,0.019,107752938.886,0.019,3431063.684,0.02,1004898.591,0.022,3108368.383,0.028,39591.901,0.021,2.812,0.056,2.537,0.057,7.612,0.057,7.612,0.057,12.686,0.057,0.187,0.011,261952.184,0.014
16,2041.0000000000002,736354358.238,0.066,668727457.51,0.058,33167479.195,0.128,33167479.199,0.128,117749520.702,0.021,110029104.967,0.021,3505153.354,0.022,1027372.673,0.022,3187625.134,0.025,40504.044,0.023,2.93,0.042,2.641,0.041,7.924,0.041,7.924,0.041,13.207,0.041,0.189,0.011,264457.14,0.01
17,2041.9999999999995,784811463.053,0.066,707490605.428,0.058,37417080.604,0.128,37417080.613,0.128,120253928.652,0.021,112353352.632,0.021,3580842.901,0.022,1050349.378,0.022,3268902.764,0.025,41437.202,0.023,3.052,0.042,2.75,0.041,8.25,0.041,8.25,0.041,13.75,0.041,0.192,0.016,266986.051,0.01
18,2043.0,836457373.612,0.066,748500680.131,0.058,42211164.518,0.128,42211164.531,0.128,122811602.715,0.021,114726697.554,0.021,3658166.871,0.022,1073839.946,0.022,3352252.8,0.025,42391.859,0.023,3.18,0.042,2.863,0.041,8.589,0.041,8.589,0.041,14.316,0.041,0.194,0.01,269539.144,0.01
19,2044.0000000000002,891501934.933,0.066,791887925.942,0.058,47619493.054,0.128,47619493.075,0.128,125423675.803,0.021,117150176.86,0.021,3737160.56,0.022,1097855.869,0.022,3437728.083,0.025,43368.51,0.023,3.313,0.042,2.981,0.041,8.942,0.041,8.942,0.041,14.904,0.041,0.197,0.015,272116.652,0.01
20,2044.9999999999993,950168801.26,0.066,837790136.869,0.058,53720766.641,0.128,53720766.671,0.128,128091304.928,0.021,119624849.585,0.021,3817860.021,0.022,1122408.897,0.022,3525382.804,0.025,44367.661,0.023,3.451,0.042,3.103,0.041,9.31,0.041,9.31,0.041,15.517,0.041,0.2,0.015,274718.808,0.01
21,2045.9999999999993,1012696344.798,0.066,886353094.221,0.058,60603769.243,0.128,60603769.283,0.128,130815671.707,0.021,122151797.136,0.021,3900302.09,0.022,1147511.042,0.022,3615272.533,0.025,45389.832,0.023,3.596,0.042,3.231,0.041,9.693,0.041,9.693,0.041,16.154,0.041,0.202,0.01,277345.847,0.01
22,2046.9999999999995,1079338624.261,0.066,937731029.601,0.058,68368660.317,0.128,68368660.37,0.128,133597982.89,0.021,124732123.763,0.021,3984524.395,0.022,1173174.584,0.022,3707454.257,0.025,46435.552,0.023,3.746,0.042,3.364,0.041,10.091,0.041,10.091,0.041,16.818,0.041,0.205,0.015,279998.008,0.01
23,2048.0,1150366417.146,0.066,992087114.727,0.058,77128432.307,0.128,77128432.375,0.128,136439470.894,0.021,127366957.042,0.021,4070565.379,0.022,1199412.079,0.022,3801986.419,0.025,47505.364,0.023,3.903,0.042,3.502,0.041,10.506,0.041,10.506,0.041,17.51,0.041,0.208,0.015,282675.53,0.01
24,2049.000000000001,1226068319.943,0.066,1049593979.659,0.058,87010554.872,0.128,87010554.959,0.128,139341394.346,0.021,130057448.368,0.021,4158464.315,0.022,1226236.364,0.022,3898928.949,0.025,48599.823,0.023,4.066,0.042,3.646,0.041,10.938,0.041,10.938,0.041,18.229,0.041,0.211,0.014,285378.657,0.01
25,2049.999999999999,1306751920.746,0.066,1110434261.047,0.058,98158829.795,0.128,98158829.904,0.128,142305038.646,0.021,132804773.458,0.021,4248261.321,0.022,1253660.561,0.022,3998343.306,0.025,49719.497,0.023,4.236,0.042,3.796,0.041,11.387,0.041,11.387,0.041,18.979,0.041,0.213,0.009,288107.632,0.01
