,Year,Total Revenue,Var Total Revenue (%),Base Revenues,Var Base Revenues (%),Dev Revenues,Var Dev Revenues (%),TDOT Revenues,Var TDOT Revenues (%),Total Transactions,Var Total Transactions (%),Transactions Lights,Var Transactions Lights (%),Transactions Medium A,Var Transactions Medium A (%),Transactions Medium B,Var Transactions Medium B (%),Transactions Heavy A,Var Transactions Heavy A (%),AADT,Var AADT (%),Toll/AADT/mi,Var Toll/AADT/mi (%),Toll Lights,Var Toll Lights (%),Toll Medium A,Var Toll Medium A (%),Toll Meadium B,Var Toll Meadium B (%),Toll Heavy A,Var Toll Heavy A (%),Capture,Var Capture (%),Corridor PCE,Var Corridor PCE (%)
0,2024.9999999999995,169485976.502,,169485976.502,,0.0,,0.0,,74865681.91,,70129958.217,,2216642.623,,644734.184,,1874346.886,,25717.338,,1.062,,0.949,,2.847,,2.847,,4.746,,0.164,,193338.133,
1,2026.0,190003405.337,0.121,189928844.274,0.121,0.0,,0.0,,77895011.2,0.04,72967740.095,0.04,2305318.975,0.04,670203.191,0.04,1951742.17,0.041,26710.432,0.039,1.146,0.079,1.025,0.08,3.075,0.08,3.075,0.08,5.126,0.08,0.166,0.012,198780.489,0.028
2,2026.9999999999995,213004608.314,0.121,212837466.744,0.121,0.0,,0.0,,81046917.828,0.04,75920351.729,0.04,2397542.807,0.04,696678.303,0.04,2032333.249,0.041,27741.875,0.039,1.237,0.079,1.107,0.08,3.322,0.08,3.322,0.08,5.536,0.08,0.168,0.012,204376.044,0.028
3,2027.999999999999,238790263.168,0.121,238509255.522,0.121,0.0,,0.0,,84326361.704,0.04,78992439.661,0.04,2493456.035,0.04,724199.264,0.04,2116252.086,0.041,28813.149,0.039,1.336,0.08,1.196,0.08,3.588,0.08,3.588,0.08,5.98,0.08,0.169,0.006,210129.111,0.028
4,2029.0,267697446.713,0.121,267277495.076,0.121,0.0,,0.0,,87738503.435,0.04,82188838.454,0.04,2593206.253,0.04,752807.39,0.04,2203636.087,0.041,29925.79,0.039,1.442,0.079,1.292,0.08,3.875,0.08,3.875,0.08,6.459,0.08,0.171,0.012,216044.124,0.028
5,2030.0,300104041.203,0.121,299515669.602,0.121,0.0,,0.0,,91288712.444,0.04,85514578.298,0.04,2696946.959,0.04,782545.625,0.04,2294628.337,0.041,31081.397,0.039,1.556,0.079,1.395,0.08,4.186,0.08,4.186,0.08,6.976,0.08,0.173,0.012,222125.64,0.028
6,2031.0000000000007,336433674.105,0.121,335642311.793,0.121,0.0,,0.0,,94982575.419,0.04,88974892.931,0.04,2804837.792,0.04,813458.613,0.04,2389377.828,0.041,32281.628,0.039,1.68,0.08,1.507,0.08,4.521,0.08,4.521,0.08,7.535,0.08,0.175,0.012,228378.348,0.028
7,2032.0000000000005,377161255.871,0.121,376126436.44,0.121,517409.715,inf,517409.715,inf,98825905.106,0.04,92575227.869,0.04,2917044.776,0.04,845592.76,0.04,2488039.701,0.041,33528.207,0.039,1.813,0.079,1.628,0.08,4.883,0.08,4.883,0.08,8.139,0.08,0.176,0.006,234807.066,0.028
8,2033.0000000000007,406805894.608,0.079,401341741.754,0.067,857333.188,0.657,857333.188,0.657,100748671.541,0.019,94348843.593,0.019,2976828.438,0.02,864035.087,0.022,2558242.462,0.028,34232.202,0.021,1.915,0.056,1.721,0.057,5.162,0.057,5.162,0.057,8.603,0.057,0.178,0.011,238040.043,0.014
9,2034.0000000000002,438780583.402,0.079,428247466.991,0.067,1420576.716,0.657,1420576.716,0.657,102708847.508,0.019,96156439.387,0.019,3037837.343,0.02,882879.639,0.022,2630426.071,0.028,34950.978,0.021,2.023,0.056,1.819,0.057,5.456,0.057,5.456,0.057,9.094,0.057,0.179,0.006,241317.533,0.014
