,index,Year,SegDir,Segment,Direction,Period,Hours/Day,Peak,4Periods,Length,Speed GP,Capacity GP,Alpha GP,Beta GP,Speed ML,Capacity ML,Alpha ML,Beta ML,MinToll,MinCapture,AADT Lights,AADT Medium A,AADT Medium B,AADT Heavy A,AADT Heavy B,GrowthFactor,MaxToll,Soft Cap,MaxCapture,MaxCap_aux,B1,B2,TotalLights,TotalMediumA,TotalMediumB,TotalHeavyA,TotalHeavyB,TotalVeh,Corridor PCE pre-fix,Suppressed ratio ref,Suppressed ratio,Corridor PCE,Suppressed Demand,PCE ratio,HOV3,InScopeLights,InScopeMediumA,InScopeMediumB,InScopeHeavyA,InScopeHeavyB,InScopeVeh,TollLights,TollMediumA,TollMediumB,TollHeavyA,TollHeavyB,CaptureRateLights,CaptureRateMediumA,CaptureRateMediumB,CaptureRateHeavyA,VOT Lights,VOT MediumA,VOT MediumB,VOT HeavyA,Speed GP Real,Speed ML Real,Bounus Seg,Time ML,Time GP,Time Savings,BonusRel,MLVeh_Lights,GPVeh_Lights,MLVeh_MediumA,GPVeh_MediumA,MLVeh_MediumB,GPVeh_MediumB,MLVeh_HeavyA,GPVeh_HeavyA,MLVeh,GPVeh,GPVehDay,ML PCE,GP PCE,TollLightsPerSeg,TollMediumAPerSeg,TollMediumBPerSeg,TollHeavyAPerSeg,TollBlend,RevenuePerHour,RevenuePerHourLights,RevenuePerHourMediumA,RevenuePerHourMediumB,RevenuePerHourHeavyA,RevenuePerDay,RevenuePerDayLights,RevenuePerDayMediumA,RevenuePerDayMediumB,RevenuePerDayHeavyA,TransactionsDay_Lights,TransactionsDay_MediumA,TransactionsDay_MediumB,TransactionsDay_HeavyA,TransactionsDay,TotalVeh_hours
36,196,2040,3NB,3,NB,MD,4,OP,MD,0.5,55,8000.0,1,6,70,3600,1,5,0.5,0,5170.7,202.1,50.5,530.5,18.5,1.6842514837954898,4.2,2.1,0.3879310344827586,0.3879310344827586,3.353,0.708,5170.7,202.1,50.5,530.5,18.5,5972.3,7575.5,1.1,0.9469375,7575.5,0.0,1.0,0.0,4136.56,161.68,40.400000000000006,424.40000000000003,14.8,4777.84,2.0999696003573436,6.29990880107203,6.29990880107203,6.29990880107203,6.29990880107203,0.14947674026250318,0.14939461814641247,0.14938643439805135,0.14941234786076907,59.660418585438116,178.98125575631434,178.98125575631434,178.98125575631434,41.11115068976447,69.93204047811099,0.4678337787165582,0.428987911619569,0.7297290272020812,-0.3007411155825122,0.12899213722327504,618.3195047002603,4552.38049529974,24.15412186191197,177.94587813808803,6.035211949681275,44.464788050318724,63.4106004321104,467.0893995678896,711.919438943964,5260.380561056037,21041.522244224147,899.1193074313712,6676.380692568629,1.0499848001786718,3.149954400536015,3.149954400536015,3.149954400536015,2.6521585300452015,944.0616063501141,649.2260815892781,76.08438245001278,19.01064243906608,199.7404998717571,3776.2464254004562,2596.9043263571125,304.33752980005113,76.04256975626431,798.9619994870284,2473.278018801041,96.61648744764788,24.1408477987251,253.6424017284416,2847.677755775856,23889.2
37,197,2040,3NB,3,NB,PM-Shoulder,2,OP,PM,0.5,55,8000.0,1,6,70,3600,1,5,0.5,0,5670.9,168.4,43.8,387.4,8.4,1.6842514837954898,4.2,2.1,0.3879310344827586,0.3879310344827586,3.502,0.592,5670.9,168.4,43.8,387.4,8.4,6278.899999999999,7494.899999999999,1.1,0.9368624999999998,7494.899999999999,0.0,1.0,0.0,4536.72,134.72,35.04,309.92,6.720000000000001,5023.119999999999,2.065379646368092,6.1961389391042765,6.1961389391042765,6.1961389391042765,6.1961389391042765,0.15175858377801538,0.1516770172102815,0.1516711142182091,0.15168739443761356,61.02883199795996,183.08649599387988,183.08649599387988,183.08649599387988,41.923472002523965,69.92910459816278,0.45731031976989844,0.42900592210340094,0.7155895866209239,-0.28658366451752293,0.11909452881646493,688.4862021973979,4982.413797802602,20.433927758569126,147.96607224143088,5.3145558422060475,38.48544415779395,47.010957284105196,340.3890427158948,761.2456430822782,5517.654356917721,11035.308713835442,906.764524852039,6588.135475147961,1.032689823184046,3.0980694695521382,3.0980694695521382,3.0980694695521382,2.460195353099203,936.4064968390177,710.9926944118862,63.30572773185697,16.46486319896851,145.643211496306,1872.8129936780354,1421.9853888237724,126.61145546371394,32.92972639793702,291.286422992612,1376.9724043947958,40.86785551713825,10.629111684412095,94.02191456821039,1522.4912861645564,12557.799999999997
38,198,2040,3NB,3,NB,PM-Peak,2,Peak,PM,0.5,55,8000.0,1,6,70,3600,1,5,0.5,0,5099.9,123.0,32.0,341.9,8.4,1.6842514837954898,4.2,2.1,0.3879310344827586,0.3879310344827586,3.502,0.592,5354.8949999999995,129.15,33.6,358.995,8.82,5885.459999999999,6615.799999999999,1.1,0.8269749999999999,6615.799999999999,0.0,1.0,0.0,4283.916,103.32000000000001,26.880000000000003,287.196,7.056000000000001,4708.3679999999995,2.0754672171800643,6.226401651540193,6.226401651540193,6.226401651540193,6.226401651540193,0.15027132341560495,0.1501927294502626,0.15018819209346748,0.150203647699653,61.25803171062005,183.77409513186015,183.77409513186015,183.77409513186015,48.126176270534565,69.95392471364167,0.6149163066037453,0.4288537079628603,0.6233613871868647,-0.19450767922400442,0.054534789212623544,643.7497267212847,4711.145273278715,15.517912806801133,113.63208719319887,4.037058603472406,29.562941396527595,43.13788680474955,315.85711319525046,706.4425849363078,5179.017415063691,10358.034830127383,831.8283013663539,6114.761698633645,1.0377336085900322,3.1132008257700967,3.1132008257700967,3.1132008257700967,2.4438396079478992,863.2161849042234,668.0407269393259,48.31037896436165,12.568174178012569,134.29690482252326,1726.4323698084468,1336.0814538786517,96.6207579287233,25.136348356025138,268.5938096450465,1287.4994534425693,31.035825613602267,8.074117206944813,86.2757736094991,1412.8851698726155,11770.919999999998
39,199,2040,3NB,3,NB,PM-Late,5,OP,PM,0.5,55,8000.0,1,6,70,3600,1,5,0.5,0,3931.0,67.4,11.8,330.1,30.3,1.6842514837954898,4.2,2.1,0.3879310344827586,0.3879310344827586,3.502,0.592,3931.0,67.4,11.8,330.1,30.3,4370.6,5249.799999999999,1.1,0.656225,5249.799999999999,0.0,1.0,0.0,3144.8,53.92000000000001,9.440000000000001,264.08000000000004,24.240000000000002,3496.4800000000005,0.9945077268854593,2.983523180656378,2.983523180656378,2.983523180656378,2.983523180656378,0.175001552449009,0.1749717392177794,0.17497040361547836,0.1749780462420384,57.705094883559994,173.11528465067997,173.11528465067997,173.11528465067997,53.25025829471953,69.97725864859613,0.29226206315535397,0.4287107065832716,0.5633775489681503,-0.1346668423848787,0.012546102459523402,550.3448821416436,3380.6551178583563,9.434476178622667,57.96552382137734,1.6517206101301158,10.148279389869884,46.20820245159751,283.8917975484025,607.6392813819938,3762.960718618006,18814.80359309003,722.2280798626944,4527.571920137305,0.49725386344272965,1.491761590328189,1.491761590328189,1.491761590328189,1.1820522932018305,359.13070299854905,273.66111887086595,14.073989188135563,2.463973364145548,68.93162157540202,1795.6535149927454,1368.3055943543297,70.36994594067781,12.319866820727741,344.6581078770101,2751.724410708218,47.172380893113335,8.25860305065058,231.04101225798755,3038.196406909969,21853.0
40,200,2040,3SB,3,SB,Night,6,OP,NT,0.5,55,8000.0,1,6,70,3600,1,5,0.5,0,1785.3,55.6,13.5,313.3,40.4,1.6842514837954898,4.2,2.1,0.3879310344827586,0.3879310344827586,3.506,0.708,1785.3,55.6,13.5,313.3,40.4,2208.1,3053.7,1.1,0.38171249999999995,3053.7,0.0,1.0,0.0,1428.24,44.480000000000004,10.8,250.64000000000001,32.32,1766.48,0.6905794074503653,2.0717382223510956,2.0717382223510956,2.0717382223510956,2.0717382223510956,0.1872247148509379,0.18721369121570897,0.18721283008753162,0.18721895969987423,62.480606042351695,187.44181812705506,187.44181812705506,187.44181812705506,54.933072758277206,69.99810766007069,0.16384258967288995,0.428583014639309,0.5461190953582632,-0.11753608071895422,0.0004651849326024471,267.40182673870356,1517.8981732612965,8.327264985274736,47.272735014725264,2.021898564945342,11.478101435054658,46.92456005917648,266.3754399408235,324.6755503481001,1883.4244496519,11300.546697911399,439.22299756689324,2614.4770024331065,0.34528970372518264,1.0358691111755478,1.0358691111755478,1.0358691111755478,0.9342198914365937,151.65917869915918,92.33109753017958,8.625956578819801,2.0944222693570467,48.60770232080275,909.9550721949552,553.9865851810774,51.755739472918805,12.56653361614228,291.6462139248165,1604.4109604322214,49.96358991164841,12.13139138967205,281.54736035505886,1948.0533020886005,13248.599999999999
41,201,2040,3SB,3,SB,AM-Early,1,OP,AM,0.5,55,8000.0,1,6,70,3600,1,5,0.5,0,5037.6,181.9,85.9,422.7,42.1,1.6842514837954898,4.2,2.1,0.3879310344827586,0.3879310344827586,3.35,0.715,5037.6,181.9,85.9,422.7,42.1,5770.2,7235.400000000001,1.1,0.904425,7235.400000000001,0.0,1.0,0.0,4030.0800000000004,145.52,68.72000000000001,338.16,33.68,4616.16,1.9808141810336872,5.942442543101062,5.942442543101062,5.942442543101062,5.942442543101062,0.14303101404761334,0.14295040612356888,0.14294523776317633,0.14296337346124469,61.13279501978338,183.39838505935015,183.39838505935015,183.39838505935015,43.388622519692646,69.95882062308853,0.46146508866911784,0.428823695608429,0.691425499539286,-0.262601803930857,0.10217966785931835,576.4264290930056,4461.173570906994,20.802143099101745,161.09785690089825,9.823196739085478,76.07680326091453,48.344494369654505,374.3555056303455,655.3962633008473,5114.803736699154,5114.803736699154,813.3359317165307,6422.064068283469,0.9904070905168436,2.971221271550531,2.971221271550531,2.971221271550531,2.4581576638449967,805.5336737441755,570.8968225350173,61.80777006988919,29.186891105796583,143.64219003347233,805.5336737441755,570.8968225350173,61.80777006988919,29.186891105796583,143.64219003347233,576.4264290930056,20.802143099101745,9.823196739085478,48.344494369654505,655.3962633008473,5770.2
42,202,2040,3SB,3,SB,AM-Peak,1,Peak,AM,0.5,55,8000.0,1,6,70,3600,1,5,0.5,0,7314.7,269.5,131.4,362.1,20.2,1.6842514837954898,4.2,2.1,0.3879310344827586,0.3879310344827586,3.35,0.715,7680.435,282.975,137.97,380.20500000000004,21.21,8502.795,9664.300000000001,1.1,1.2080375,9664.300000000001,0.0,1.0,0.0,6144.348000000001,226.38000000000002,110.376,304.16400000000004,16.968,6802.236000000001,4.199914252063591,12.599742756190773,12.599742756190773,12.599742756190773,12.599742756190773,0.1815819383078805,0.18138955471160212,0.18137731817214953,0.1813977921001226,54.6404057164342,163.9212171493026,163.9212171493026,163.9212171493026,25.4683253004045,69.2287708596987,0.7727245613335789,0.43334584201702764,1.1779337528535307,-0.7445879108365031,0.44273544517928975,1115.702619478149,6564.732380521851,41.06296739561249,241.91203260438755,20.019702870569176,117.95029712943082,55.1746780363417,325.03032196365837,1231.9599677806725,7270.835032219327,7270.835032219327,1464.474664385719,8683.040335614282,2.0999571260317955,6.2998713780953866,6.2998713780953866,6.2998713780953866,4.992587564204552,3075.334007369813,2342.9276663054798,258.6914129952832,126.1215531122728,347.59337495677727,3075.334007369813,2342.9276663054798,258.6914129952832,126.1215531122728,347.59337495677727,1115.702619478149,41.06296739561249,20.019702870569176,55.1746780363417,1231.9599677806725,8502.795
43,203,2040,3SB,3,SB,AM-Shoulder,3,OP,AM,0.5,55,8000.0,1,6,70,3600,1,5,0.5,0,7028.4,417.7,117.9,488.4,16.8,1.6842514837954898,4.2,2.1,0.3879310344827586,0.3879310344827586,3.35,0.715,7028.4,417.7,117.9,488.4,16.8,8069.199999999999,10150.800000000001,1.1,1.26885,10150.800000000001,0.0,1.0,0.0,5622.72,334.16,94.32000000000001,390.72,13.440000000000001,6455.36,4.199997085897619,12.599991257692858,12.599991257692858,12.599991257692858,12.599991257692858,0.19456868691123114,0.19440905992633603,0.1943842029830311,0.1944149290286532,52.78622764852519,158.35868294557557,158.35868294557557,158.35868294557557,21.81808848496547,68.90676189798496,0.5086160092269724,0.4353709153306954,1.3750058819622335,-0.9396349666315381,0.5806859355553816,1094.0052472695177,5934.394752730482,64.96373146498445,352.73626853501554,18.334318025359494,99.56568197464051,75.96180107007538,412.4381989299246,1253.2650978299368,6815.934902170063,20447.80470651019,1571.7847989507757,8579.015201049224,2.0999985429488097,6.299995628846429,6.299995628846429,6.299995628846429,5.26743430953443,3300.7457876257163,2297.409425244339,409.27122426295523,115.5061234176451,478.5590147007769,9902.23736287715,6892.228275733018,1227.8136727888657,346.5183702529353,1435.6770441023307,3282.015741808553,194.89119439495335,55.00295407607848,227.88540321022614,3759.795293489811,24207.6
44,204,2040,3SB,3,SB,MD,4,OP,MD,0.5,55,8000.0,1,6,70,3600,1,5,0.5,0,7905.9,288.0,107.8,665.3,18.5,1.6842514837954898,4.2,2.1,0.3879310344827586,0.3879310344827586,3.353,0.708,7905.9,288.0,107.8,665.3,18.5,8985.499999999998,11144.699999999999,1.1,1.3930874999999998,11144.699999999999,0.0,1.0,0.0,6324.72,230.4,86.24000000000001,532.24,14.8,7188.399999999999,3.6246287392676306,10.873886217802891,10.873886217802891,10.873886217802891,10.873886217802891,0.26437611607031897,0.2640839039009502,0.2640608490959742,0.26413048167464354,44.68725954375004,134.0617786312501,134.0617786312501,134.0617786312501,19.844412589151016,62.65669829570091,0.35895556693638864,0.4787995667824457,1.511760545454546,-1.0329609786721003,0.6764142000000004,1672.104908832268,6233.795091167732,60.84493145877893,227.15506854122106,22.77260762603682,85.02739237396318,140.58080756651228,524.7191924334877,1896.303255483596,7089.196744516404,28356.786978065615,2344.699948786252,8800.000051213749,1.8123143696338153,5.4369431089014455,5.4369431089014455,5.4369431089014455,4.481702383178505,4249.333409664995,3030.3797538119597,330.81043080638887,123.8133721040974,764.3298529425491,16997.33363865998,12121.519015247839,1323.2417232255555,495.2534884163896,3057.3194117701964,6688.419635329072,243.37972583511572,91.09043050414728,562.3232302660491,7585.213021934384,35941.99999999999
45,205,2040,3SB,3,SB,PM-Shoulder,2,OP,PM,0.5,55,8000.0,1,6,70,3600,1,5,0.5,0,7432.6,171.8,53.9,478.3,8.4,1.6842514837954898,4.2,2.1,0.3879310344827586,0.3879310344827586,3.502,0.592,7432.6,171.8,53.9,478.3,8.4,8145.0,9569.800000000001,1.1,1.196225,9569.800000000001,0.0,1.0,0.0,5946.080000000001,137.44000000000003,43.120000000000005,382.64000000000004,6.720000000000001,6516.0,4.199992826584676,12.599978479754029,12.599978479754029,12.599978479754029,12.599978479754029,0.16639391401766782,0.16620436144986248,0.16619466510301528,0.16622956646441164,58.900139685450256,176.70041905635074,176.70041905635074,176.70041905635074,24.47943777521086,69.61924774474734,0.5476810591191856,0.4309153139659348,1.2255183421891962,-0.7946030282232615,0.4760446577142555,989.3915242621744,6443.208475737826,22.843127437669104,148.95687256233091,7.16631395924202,46.73368604075798,63.606081311942475,414.6939186880575,1083.0070469710279,7061.992953028972,14123.985906057944,1270.2380923887351,8299.561907611267,2.099996413292338,6.299989239877014,6.299989239877014,6.299989239877014,4.926090639029803,2667.495438043645,2077.7186522924053,143.91145706245476,45.14770083280517,400.71762785598,5334.99087608729,4155.437304584811,287.8229141249095,90.29540166561034,801.43525571196,1978.7830485243487,45.68625487533821,14.33262791848404,127.21216262388495,2166.0140939420558,16290.0
46,206,2040,3SB,3,SB,PM-Peak,2,Peak,PM,0.5,55,8000.0,1,6,70,3600,1,5,0.5,0,5905.0,112.8,33.7,370.5,6.7,1.6842514837954898,4.2,2.1,0.3879310344827586,0.3879310344827586,3.502,0.592,6200.25,118.44,35.385000000000005,389.02500000000003,7.035,6750.134999999999,7476.1,1.1,0.9345125000000001,7476.1,0.0,1.0,0.0,4960.200000000001,94.75200000000001,28.308000000000007,311.22,5.628,5400.108,2.0999762629620595,6.299928788886179,6.299928788886179,6.299928788886179,6.299928788886179,0.18140115663345704,0.1813232996464921,0.1813199777117645,0.18133411966344104,56.87910885049617,170.63732655148854,170.63732655148854,170.63732655148854,44.07913551500815,69.78163666298833,0.5961805301468277,0.4299125304968919,0.6805941098773487,-0.2506815793804568,0.09459769509596232,899.7860171332737,5300.463982866726,17.180745288104422,101.25925471189558,5.132805929064631,30.252194070935374,56.43480472165613,332.5901952783439,978.5343730720989,5771.600626927901,11543.201253855803,1136.0310849497494,6713.873915050251,1.0499881314810298,3.1499643944430895,3.1499643944430895,3.1499643944430895,2.437970885878869,1192.8191561907543,944.764638862524,54.11873592752481,16.16815592013997,177.76762548056556,2385.6383123815085,1889.529277725048,108.23747185504962,32.33631184027994,355.5352509611311,1799.5720342665475,34.361490576208844,10.265611858129262,112.86960944331226,1957.0687461441978,13500.269999999999
47,207,2040,3SB,3,SB,PM-Late,5,OP,PM,0.5,55,8000.0,1,6,70,3600,1,5,0.5,0,6219.9,75.8,15.2,407.6,35.4,1.6842514837954898,4.2,2.1,0.3879310344827586,0.3879310344827586,3.502,0.592,6219.9,75.8,15.2,407.6,35.4,6753.9,7821.9,1.1,0.9777374999999999,7821.9,0.0,1.0,0.0,4975.92,60.64,12.16,326.08000000000004,28.32,5403.12,2.0999969382825237,6.299990814847571,6.299990814847571,6.299990814847571,6.299990814847571,0.1673995859362738,0.16731008532040176,0.16730736742667374,0.16732496017175427,58.74458352874114,176.23375058622344,176.23375058622344,176.23375058622344,40.04637927749999,69.86396692202604,0.4492727903878452,0.42940590581526067,0.7491313956778975,-0.3197254898626369,0.14257379515634647,832.9669476520236,5386.933052347976,10.145683573829162,65.65431642617084,2.034457587908353,13.165542412091646,54.56132301280564,353.0386769871944,899.7084118265667,5854.191588173433,29270.957940867163,1033.191340175653,6788.708659824347,1.0499984691412618,3.1499954074237855,3.1499954074237855,3.1499954074237855,2.411557591891375,1084.8493255144444,874.6140198798944,31.9588566627368,6.408532058509784,171.86791691330345,5424.246627572222,4373.070099399472,159.794283313684,32.042660292548916,859.3395845665173,4164.834738260118,50.72841786914581,10.172287939541764,272.80661506402816,4498.542059132834,33769.5
48,208,2040,4NB,4,NB,Night,6,OP,NT,1.6,65,8000.0,1,6,70,3600,1,5,0.5,0,1306.1,39.9,26.6,342.3,69.8,1.6617060744840084,4.2,2.1,0.3879310344827586,0.3879310344827586,3.506,0.708,1306.1,39.9,26.6,342.3,69.8,1784.6999999999998,2741.9,1.1,0.34273750000000003,2741.9,0.0,1.0,0.0,1044.8799999999999,31.92,21.28,273.84000000000003,55.84,1427.76,0.5272143896443994,1.5816431689331982,1.5816431689331982,1.5816431689331982,1.5816431689331982,0.16302357278168533,0.16300480979194046,0.16300417847828363,0.16301915872785416,66.77916325458058,200.3374897637418,200.3374897637418,200.3374897637418,64.95125816413643,69.99954502434554,0.5368535529588283,1.371437485295249,1.478031414840359,-0.10659392954511016,0.0007758365420975077,170.34007072812736,1135.7599292718726,5.20311352855874,34.69688647144126,3.468728918017876,23.131271081982124,44.64116642603559,297.65883357396444,223.65307960073957,1561.0469203992604,9366.281522395562,330.279097345964,2411.620902654036,0.843543023431039,2.5306290702931173,2.5306290702931173,2.5306290702931173,0.778562463930319,278.6046283512889,143.68917827346158,13.167150351406146,8.77806623690243,112.97023348951876,1671.6277701077333,862.1350696407694,79.00290210843687,52.668397421414575,677.8214009371126,1022.0404243687642,31.21868117135244,20.812373508107257,267.8469985562135,1341.9184776044374,10708.199999999999
49,209,2040,4NB,4,NB,AM-Early,1,OP,AM,1.6,65,8000.0,1,6,70,3600,1,5,0.5,0,8539.5,139.6,74.8,412.1,36.6,1.6617060744840084,4.2,2.1,0.3879310344827586,0.3879310344827586,3.35,0.715,8539.5,139.6,74.8,412.1,36.6,9202.6,10528.8,1.1,1.3160999999999998,10528.8,0.0,1.0,0.0,6831.6,111.68,59.84,329.68000000000006,29.28,7362.080000000001,3.8290486008823645,11.487145802647094,11.487145802647094,11.487145802647094,11.487145802647094,0.2075841780318245,0.20655057700985383,0.20652578402280644,0.20665460642200875,51.17874214151337,153.53622642454013,153.53622642454013,153.53622642454013,23.452487605360293,68.25676118232089,1.5866311419399175,1.4064540763013065,4.093382400000001,-2.6869283236986945,1.8315215261538471,1418.1320706422123,7121.367929357788,23.067568440460477,116.53243155953952,12.358502915924738,62.44149708407526,68.12989064520787,343.97010935479216,1521.6880326438054,7680.911967356195,7680.911967356195,1728.7999566469916,8800.000043353008,6.126477761411784,18.37943328423535,18.37943328423535,18.37943328423535,4.350207738509681,10591.45448832745,8688.154593534358,423.9688351809762,227.14227983626677,1252.1887797758482,10591.45448832745,8688.154593534358,423.9688351809762,227.14227983626677,1252.1887797758482,1418.1320706422123,23.067568440460477,12.358502915924738,68.12989064520787,1521.6880326438054,9202.6
50,210,2040,4NB,4,NB,AM-Peak,1,Peak,AM,1.6,65,8000.0,1,6,70,3600,1,5,0.5,0,10714.7,222.7,106.3,337.3,26.6,1.6617060744840084,4.2,2.1,0.3879310344827586,0.3879310344827586,3.35,0.715,11250.435000000001,233.835,111.615,354.165,27.930000000000003,11977.980000000001,12793.4,1.1,1.599175,12793.4,0.0,1.0,0.0,9000.348000000002,187.068,89.292,283.33200000000005,22.344000000000005,9582.384000000002,4.004194229137899,12.012582687413698,12.012582687413698,12.012582687413698,12.012582687413698,0.20739974139491257,0.2059939502979892,0.20594508724526922,0.20604205686588584,51.25539423169969,153.7661826950991,153.7661826950991,153.7661826950991,23.452487605360293,64.35621928953499,1.9415809478822883,1.4916973224934396,4.093382400000001,-2.601685077506562,1.8315215261538471,1866.6698476642189,9383.765152335782,38.534876294344244,195.30012370565578,18.38924873030458,93.22575126969542,58.378308055925174,295.78669194407485,1981.972280744793,9996.007719255209,9996.007719255209,2212.577146905941,11220.492853094062,6.406710766620638,19.220132299861916,19.220132299861916,19.220132299861916,4.470087058853253,14175.341829061068,11959.213810756459,740.6454205361091,353.4437934915218,1122.0388042769766,14175.341829061068,11959.213810756459,740.6454205361091,353.4437934915218,1122.0388042769766,1866.6698476642189,38.534876294344244,18.38924873030458,58.378308055925174,1981.972280744793,11977.980000000001
51,211,2040,4NB,4,NB,AM-Shoulder,3,OP,AM,1.6,65,8000.0,1,6,70,3600,1,5,0.5,0,8331.8,320.7,106.3,541.7,13.3,1.6617060744840084,4.2,2.1,0.3879310344827586,0.3879310344827586,3.35,0.715,8331.8,320.7,106.3,541.7,13.3,9313.8,11277.8,1.1,1.409725,11277.8,0.0,1.0,0.0,6665.44,256.56,85.04,433.36000000000007,10.64,7451.04,3.109938054467363,9.329814163402089,9.329814163402089,9.329814163402089,9.329814163402089,0.2573365521508122,0.2564990960257759,0.25642600531937826,0.2565744342039323,45.512126108527404,136.5363783255822,136.5363783255822,136.5363783255822,23.452487605360293,63.11005881106531,1.1721455891241557,1.5211521239014911,4.093382400000001,-2.57223027609851,1.8315215261538471,1715.2613481681094,6616.53865183189,65.80740807637306,254.89259192362692,21.80646749235993,84.49353250764007,111.1890968066161,430.5109031933839,1914.0643205434585,7399.735679456541,22199.207038369623,2311.6702652941567,8966.129734705843,4.975900887147781,14.927702661443343,14.927702661443343,14.927702661443343,3.75596120269237,11502.642123870339,8534.970464039994,982.3534206843623,325.52046282237905,1659.7977763236047,34507.926371611014,25604.911392119982,2947.0602620530867,976.5613884671371,4979.393328970814,5145.784044504328,197.4222242291192,65.41940247707979,333.5672904198483,5742.192961630375,27941.399999999998
52,212,2040,4NB,4,NB,MD,4,OP,MD,1.6,65,8000.0,1,6,70,3600,1,5,0.5,0,7550.8,372.2,141.2,666.3,26.6,1.6617060744840084,4.2,2.1,0.3879310344827586,0.3879310344827586,3.353,0.708,7550.8,372.2,141.2,666.3,26.6,8757.1,11169.699999999999,1.1,1.3962124999999999,11169.699999999999,0.0,1.0,0.0,6040.64,297.76,112.96,533.04,21.28,7005.68,3.0765124335448313,9.229537300634494,9.229537300634494,9.229537300634494,9.229537300634494,0.2611593606667002,0.26043822953075746,0.26036055890680637,0.2605371164857115,45.051459026581085,135.15437707974326,135.15437707974326,135.15437707974326,23.452487605360293,63.06421164319787,1.1697244145707377,1.5222579890976025,4.093382400000001,-2.5711244109023985,1.8315215261538471,1577.569680417696,5973.230319582304,77.54808722507833,294.65191277492164,29.410328734112845,111.78967126588714,138.87670457154363,527.4232954284563,1823.4048009484306,6933.69519905157,27734.78079620628,2315.0750420099002,8854.624957990098,4.92241989367173,14.76725968101519,14.76725968101519,14.76725968101519,3.906075681948484,11395.771442132449,7765.46037854142,1145.1727418187484,434.3099617206671,2050.8283600516143,45583.085768529796,31061.84151416568,4580.690967274993,1737.2398468826684,8203.313440206457,6310.278721670784,310.19234890031333,117.64131493645138,555.5068182861745,7293.619203793723,35028.4
53,213,2040,4NB,4,NB,PM-Shoulder,2,OP,PM,1.6,65,8000.0,1,6,70,3600,1,5,0.5,0,8311.9,275.8,106.3,491.9,13.3,1.6617060744840084,4.2,2.1,0.3879310344827586,0.3879310344827586,3.502,0.592,8311.9,275.8,106.3,491.9,13.3,9199.199999999997,10973.799999999997,1.1,1.3717249999999996,10973.799999999997,0.0,1.0,0.0,6649.52,220.64000000000001,85.04,393.52,10.64,7359.359999999998,3.4776564181704996,10.432969254511498,10.432969254511498,10.432969254511498,10.432969254511498,0.24869455365660595,0.24791908651938221,0.24786561991260656,0.24798612845055598,49.667160480517374,149.0014814415521,149.0014814415521,149.0014814415521,23.452487605360293,64.79825875421444,1.2701866731126927,1.4815212915540914,4.093382400000001,-2.61186110844591,1.8315215261538471,1653.6994084306746,6658.200591569325,54.700867249636495,221.0991327503635,21.078492317368063,85.22150768263194,97.58750126786279,394.3124987321372,1827.066269265542,7372.133730734458,14744.267461468917,2173.7999909352766,8800.000009064723,5.5642502690728,16.6927508072184,16.6927508072184,16.6927508072184,4.1376328912984395,12095.567184472064,9201.59737832591,913.107945936916,351.85801964569254,1629.0038405635432,24191.134368944127,18403.19475665182,1826.215891873832,703.7160392913851,3258.0076811270865,3307.398816861349,109.40173449927299,42.156984634736126,195.17500253572558,3654.132538531084,18398.399999999994
54,214,2040,4NB,4,NB,PM-Peak,2,Peak,PM,1.6,65,8000.0,1,6,70,3600,1,5,0.5,0,8217.1,224.3,53.2,408.8,13.3,1.6617060744840084,4.2,2.1,0.3879310344827586,0.3879310344827586,3.502,0.592,8627.955,235.51500000000001,55.86000000000001,429.24,13.965000000000002,9362.535,10315.9,1.1,1.2894875,10315.9,0.0,1.0,0.0,6902.3640000000005,188.41200000000003,44.68800000000001,343.39200000000005,11.172000000000002,7490.028,4.199999843286843,12.59999952986053,12.59999952986053,12.59999952986053,12.59999952986053,0.2005923176857925,0.2000404054491302,0.2000028458319072,0.2000809070068478,54.61226162359812,163.83678487079436,163.83678487079436,163.83678487079436,25.716290311763768,68.24807730547697,2.369820785271899,1.4066330333425512,3.7330423181638044,-2.326409284821253,1.5792834688685093,1384.5611922709775,7243.393807729022,37.69001287148153,197.8249871285185,8.93772717453627,46.922272825463736,68.70618281889548,360.5338171811045,1499.8951151358908,7862.639884864109,15725.279769728219,1730.5629608657175,9101.132039134283,6.71999974925895,20.15999924777685,20.15999924777685,20.15999924777685,4.8459149517101485,11629.382663094446,9304.25086489464,759.8306311377673,180.1845731154859,1385.1165939465516,23258.76532618889,18608.50172978928,1519.6612622755347,360.3691462309718,2770.233187893103,2769.122384541955,75.38002574296306,17.87545434907254,137.41236563779097,2999.7902302717816,18725.07
