,Year,SegDir,Segment,Direction,Period,Hours/Day,Peak,4Periods,Length,Speed GP,Capacity GP,Alpha GP,Beta GP,Speed ML,Capacity ML,Alpha ML,Beta ML,MinToll,MinCapture,AADT Lights,AADT Medium A,AADT Medium B,AADT Heavy A,AADT Heavy B,GrowthFactor,MaxToll,Soft Cap,Capture factor,MaxCapture,MaxCap_aux,B1,B2,TotalLights,TotalMediumA,TotalMediumB,TotalHeavyA,TotalHeavyB,TotalVeh,Corridor PCE pre-fix,Suppressed ratio ref,Suppressed ratio,Corridor PCE,Max VC,Suppressed Demand,PCE ratio,BonusPeak,BonusOffPeak,HOV3,InScopeLights,InScopeMediumA,InScopeMediumB,InScopeHeavyA,InScopeHeavyB,InScopeVeh,TollLights,TollMediumA,TollMediumB,TollHeavyA,TollHeavyB,CaptureRateLights,CaptureRateMediumA,CaptureRateMediumB,CaptureRateHeavyA,baseToll,devTollShare,tdotTollShare,devTollMediumA,devTollMediumB,devTollHeavyA,tdotTollMediumA,tdotTollMediumB,tdotTollHeavyA,baseTollMediumA,baseTollMediumB,baseTollHeavyA,VOT Lights,VOT MediumA,VOT MediumB,VOT HeavyA,Speed GP Real,Speed ML Real,Bonus Seg,Time ML,Time GP,Time Savings,BonusRel,Reliability %,Bonus %,Time Savings %,MLVeh_Lights,GPVeh_Lights,MLVeh_MediumA,GPVeh_MediumA,MLVeh_MediumB,GPVeh_MediumB,MLVeh_HeavyA,GPVeh_HeavyA,MLVeh,GPVeh,GPVehDay,ML PCE,ML V/C,ML Volume,ML PCE Total,GP PCE,GP Volume,GP PCE Total,Highway PCE,Highway Volume,Highway PCE Total,Highway V/C,TollLightsPerSeg,TollMediumAPerSeg,TollMediumBPerSeg,TollHeavyAPerSeg,TollBlend,RevenuePerHour,DevRevenuePerDay,TDOTRevenuePerDay,BaseRevenuePerDay,RevenuePerHourLights,RevenuePerHourMediumA,RevenuePerHourMediumB,RevenuePerHourHeavyA,RevenuePerDay,RevenuePerDayLights,RevenuePerDayMediumA,RevenuePerDayMediumB,RevenuePerDayHeavyA,TransactionsDay_Lights,TransactionsDay_MediumA,TransactionsDay_MediumB,TransactionsDay_HeavyA,TransactionsDay,GPDay_Lights,GPDay_MediumA,GPDay_MediumB,GPDay_HeavyA,GPDay_HeavyB,TransactionsLightsLength,TransactionsMediumALength,TransactionsMediumBLength,TransactionsHeavyALength,TotalVeh_hours,GPDayLength_Lights,GPDayLength_MediumA,GPDayLength_MediumB,GPDayLength_HeavyA,GPDayLength_HeavyB,Difference in Travel Time,Implied Min VOT
160,2025,11NB,11,NB,Night,7,OP,NT,2.8,60,9626.790676954803,1,6,60,3600,1.6,6.3,0.2,0.05370569280343716,1533.0,47.0,5.0,395.0,6.0,1.0,0.48,0.48,0.9,0.10741138560687433,0.10741138560687433,3.286,0.708,1456.35,44.65,4.75,375.25,5.699999999999999,1886.7,2747.4,0.9,0.2853910604472676,2747.4,1.2,0.0,1.0,2.5,1.6,0.0,1355.86185,41.56915,4.42225,349.35775,5.306699999999999,1756.5177,0.33999028013465865,1.019970840403976,1.019970840403976,1.019970840403976,1.019970840403976,0.05370570218584613,0.05370570218584613,0.053705702185941825,0.0537057022420637,0.33999028013465865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.019970840403976,1.019970840403976,1.019970840403976,25630.178897745656,76890.53669323698,76890.53669323698,76890.53669323698,59.976132017178024,59.9999998930447,0.0,2.8000000049912472,2.8011142824596025,-0.0011142774683552403,0.0007799977217215481,0.4117657908458006,0.0,0.5882342091541993,72.81751272125038,1383.5324872787496,2.2325003900187657,42.417499609981235,0.23750004149178125,4.512499958508219,18.762503297457332,356.48749670254267,94.05001645021827,1792.6499835497818,12548.549884848473,136.51502390815403,0.03792083997448723,955.6051673570782,2675.6944685998187,2610.884976091846,18276.194832642923,51173.345531400184,2747.4,19231.800000000003,53849.04,0.2853910604472676,0.9519727843770441,2.8559183531311327,2.8559183531311327,2.8559183531311327,0.4935010430932806,129.95858741914412,0.0,0.0,909.7101119340091,69.32029033665955,6.375838837227005,0.6782807273657836,53.58417751789179,909.7101119340089,485.24203235661685,44.63087186058903,4.747965091560485,375.0892426252425,509.72258904875264,15.62750273013136,1.6625002904424688,131.33752308220133,658.3501151515278,9684.727410951247,296.92249726986864,31.58749970955753,2495.412476917799,39.89999999999999,1427.2232493365073,43.7570076443678,4.655000813238912,367.7450646301637,13206.9,27117.23675066349,831.3829923556322,88.44499918676108,6987.1549353698365,111.71999999999997,-0.00039779793182048094,51260.452342210396
161,2025,11NB,11,NB,AM-Early,1,OP,AM,2.8,60,10400.0,1,6,60,3600,1.6,6.3,0.2,0.05,5888.0,178.0,73.0,402.0,17.0,1.0,3.2,1.6,0.9,0.37038408829956665,0.37038408829956665,3.13,0.715,5593.599999999999,169.1,69.35,381.9,16.15,6230.099999999999,7503.099999999999,1.0,0.7214519230769231,7503.099999999999,1.2,0.0,1.0,2.5,1.6,0.0,5207.6416,157.4321,64.56484999999999,355.5489,15.035649999999999,5800.2231,0.5312354025240298,1.5937062075720894,1.5937062075720894,1.5937062075720894,1.5937062075720894,0.17372195348836597,0.1741685303956854,0.1741948010548861,0.050000933967093396,0.5312354025240298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5937062075720894,1.5937062075720894,1.5937062075720894,44.719839097383215,134.15951729214964,134.15951729214964,134.15951729214964,56.82852384027746,59.95294678715664,1.4329004370344622,2.8021975399546104,2.9562619024238894,-0.15406436246927901,0.10938333169672236,0.06448165307867229,0.8446971530663544,0.09082119385497332,904.6816718192797,4688.91832818072,27.41971749410658,141.68028250589342,11.246861200888562,58.103138799111434,17.777777070972693,364.12222292902726,961.1260275852476,5268.973972414751,5268.973972414751,1074.0147391171831,0.2983374275325509,1074.0147391171831,3007.2412695281128,6429.085260882816,6429.085260882816,18001.438730471884,7503.099999999999,7503.099999999999,21008.679999999997,0.7214519230769231,1.4874591270672832,4.46237738120185,4.46237738120185,4.46237738120185,0.59363146546466,1597.5530263046412,0.0,0.0,1597.5530263046414,1345.6770098380762,122.35712714464587,50.18773903236179,79.33115028955741,1597.5530263046412,1345.6770098380762,122.35712714464587,50.18773903236179,79.33115028955741,904.6816718192797,27.41971749410658,11.246861200888562,17.777777070972693,961.1260275852476,4688.91832818072,141.68028250589342,58.103138799111434,364.12222292902726,16.15,2533.108681093983,76.77520898349843,31.49121136248797,49.77777579872354,6230.099999999999,13128.971318906015,396.70479101650153,162.688788637512,1019.5422242012762,45.21999999999999,-0.052114585092396255,579.2874237339169
162,2025,11NB,11,NB,AM-Peak,3,Peak,AM,2.8,60,10400.0,1,6,60,3600,1.6,6.3,0.2,0.05,3376.0,131.0,40.0,324.0,7.0,1.0,3.2,1.6,0.9,0.37038408829956665,0.37038408829956665,3.13,0.715,3207.2,124.44999999999999,38.0,307.8,6.6499999999999995,3684.1,4637.9,1.2,0.44595192307692305,4637.9,1.2,0.0,1.0,2.5,1.6,0.0,2985.9032,115.86295,35.378,286.5618,6.1911499999999995,3429.8971,0.4522771171651619,1.3568313514954857,1.3568313514954857,1.3568313514954857,1.3568313514954857,0.17501298331871137,0.1752183636287237,0.17523715318186728,0.0500005000704143,0.4522771171651619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3568313514954857,1.3568313514954857,1.3568313514954857,44.59184166152371,133.77552498457115,133.77552498457115,133.77552498457115,59.80846213813115,59.998103169070504,1.4332074934903174,2.8000885215752174,2.808967059075924,-0.008878537500706773,0.006276941353146714,0.004333817884744392,0.9895361320723877,0.006130050042867975,522.5718269328869,2684.628173067113,20.30131650419663,104.14868349580335,6.1995400052681005,31.8004599947319,14.328233301078049,293.47176669892195,563.4009167434297,3120.69908325657,9362.09724976971,645.0590963645152,0.17918308232347643,1935.1772890935456,5418.496409461927,3992.840903635484,11978.522710906453,33539.863590538065,4637.9,13913.699999999999,38958.35999999999,0.44595192307692305,1.2663759280624531,3.79912778418736,3.79912778418736,3.79912778418736,0.5178292399509299,816.8873118137403,0.0,0.0,2450.6619354412214,661.7723823114263,77.12729558667482,23.55284468319509,54.43478923244419,2450.661935441221,1985.317146934279,231.38188676002446,70.65853404958527,163.30436769733257,1567.7154807986608,60.90394951258989,18.5986200158043,42.984699903234144,1690.202750230289,8053.88451920134,312.44605048741005,95.4013799841957,880.4153000967658,19.95,4389.60334623625,170.53105863525167,52.07613604425204,120.3571597290556,11052.3,22550.87665376375,874.848941364748,267.12386395574794,2465.162840270944,55.85999999999999,-0.0031607837735297536,8558.003576343359
163,2025,11NB,11,NB,AM-Shoulder,1,OP,AM,2.8,60,10400.0,1,6,60,3600,1.6,6.3,0.2,0.05,2751.0,142.0,47.0,502.0,8.0,1.0,3.2,1.6,0.9,0.37038408829956665,0.37038408829956665,3.13,0.715,2613.45,134.9,44.65,476.9,7.6,3277.5,4605.599999999999,1.05,0.4428461538461538,4605.599999999999,1.2,0.0,1.0,2.5,1.6,0.0,2433.1219499999997,125.59190000000001,41.56915,443.9939,7.0756,3051.3525,0.31941717402642844,0.9582515220792853,0.9582515220792853,0.9582515220792853,0.9582515220792853,0.17569346525724375,0.17578909647546562,0.17580081371518666,0.05000000187807982,0.31941717402642844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9582515220792853,0.9582515220792853,0.9582515220792853,44.52261495676932,133.56784487030797,133.56784487030797,133.56784487030797,59.799538250070306,59.99900528535346,1.0085752881252794,2.800046420786429,2.809386241369556,-0.00933982058312699,0.006570368958688976,0.006413335378506952,0.9844700682550955,0.009116596366397639,427.4836267889621,2185.9663732110375,22.077686625637032,112.82231337436298,7.307890395448652,37.34210960455135,22.199695833855984,454.700304166144,479.06889964390376,2798.431100356096,2798.431100356096,582.2394453537871,0.16173317926494088,582.2394453537871,1630.270446990604,4023.3605546462127,4023.3605546462127,11265.409553009395,4605.599999999999,4605.599999999999,12895.679999999998,0.4428461538461538,0.8943680872739995,2.683104261821999,2.683104261821999,2.683104261821999,0.3882057014760515,520.736379076541,0.0,0.0,520.736379076541,382.3277136321963,59.23673507641727,19.60783186495633,59.56409850297106,520.736379076541,382.3277136321963,59.23673507641727,19.60783186495633,59.56409850297106,427.4836267889621,22.077686625637032,7.307890395448652,22.199695833855984,479.06889964390376,2185.9663732110375,112.82231337436298,37.34210960455135,454.700304166144,7.6,1196.954155009094,61.81752255178368,20.462093107256223,62.15914833479675,3277.5,6120.705844990905,315.9024774482163,104.55790689274376,1273.1608516652032,21.279999999999998,-0.0033245057036279547,5745.515640138111
164,2025,11NB,11,NB,MD,5,OP,MD,2.8,60,10400.0,1,6,60,3600,1.6,6.3,0.2,0.05,4161.0,198.0,64.0,675.0,15.0,1.0,3.2,1.6,0.9,0.37038408829956665,0.37038408829956665,3.133,0.708,3952.95,188.1,60.8,641.25,14.25,4857.35,6666.15,1.02,0.6409759615384615,6666.15,1.2,0.0,1.0,2.5,1.6,0.0,3680.19645,175.1211,56.6048,597.0037500000001,13.26675,4522.19285,0.48518350519881115,1.4555505155964334,1.4555505155964334,1.4555505155964334,1.4555505155964334,0.1769164835417435,0.177147246206053,0.17717329298190984,0.050000260052634346,0.48518350519881115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4555505155964334,1.4555505155964334,1.4555505155964334,44.19932739838095,132.59798219514286,132.59798219514286,132.59798219514286,58.24339578568053,59.98806408044247,1.424536670759207,2.8005571204084245,2.8844472018457368,-0.08389008143731225,0.059113041292015764,0.0377107117392284,0.9087722536146423,0.053517034646129266,651.0874146768078,3301.862585323192,31.022220617574828,157.07777938242518,10.02885881458241,50.77114118541759,29.850342752397907,611.3996572476021,721.988836861363,4135.361163138637,20676.805815693184,863.7916812304733,0.23994213367513145,4318.9584061523665,12093.083537226625,5802.358318769527,29011.791593847633,81233.01646277336,6666.15,33330.75,93326.09999999999,0.6409759615384615,1.358513814556671,4.075541443670013,4.075541443670013,4.075541443670013,0.5804763927969855,1173.4729318507302,0.0,0.0,5867.3646592536525,884.5112473224314,126.43234580160056,40.873029731545934,121.65630899515247,5867.364659253652,4422.556236612157,632.1617290080028,204.36514865772966,608.2815449757624,3255.437073384039,155.11110308787414,50.14429407291205,149.25171376198955,3609.9441843068153,16509.31292661596,785.3888969121259,253.85570592708797,3056.9982862380107,71.25,9115.223805475309,434.31108864604755,140.40402340415372,417.9047985335707,24286.75,46226.076194524685,2199.0889113539524,710.7959765958462,8559.595201466429,199.5,-0.029083590569323508,971.6384520893582
165,2025,11NB,11,NB,PM-Shoulder,1,OP,PM,2.8,60,7999.999999999998,1,6,60,3600,1.6,6.3,0.2,0.05,4659.0,137.0,48.0,700.0,6.0,1.0,3.2,1.6,0.9,0.37038408829956665,0.37038408829956665,3.283,0.592,4658.906808919222,136.99725967416472,47.99903988583874,699.9859983351482,5.999879985729843,5549.888986800103,7331.853342561867,1.05,0.9164816678202335,7331.853342561867,1.2,0.0,1.0,2.5,1.6,0.0,4337.442239103796,127.54444875664737,44.68710613371587,651.6869644500231,5.585888266714484,5166.946646710897,0.9137906974460358,2.7413720923381075,2.7413720923381075,2.7413720923381075,2.7413720923381075,0.21460203948794698,0.2151612162672157,0.21519635727633527,0.05000000849779307,0.9137906974460358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7413720923381075,2.7413720923381075,2.7413720923381075,42.511105029413294,127.5333150882399,127.5333150882399,127.5333150882399,49.38173104366586,59.93161179973853,2.049214420944201,2.8031950911210592,3.4020678588898754,-0.5988727677688161,0.42144750122291275,0.13730012649953457,0.6675977397039856,0.1951021337964799,930.823950672842,3728.0828582463805,27.442618722611815,109.55464095155291,9.616502457196633,38.38253742864211,32.584353760402124,667.4016445747461,1000.4674256130525,4549.421561187051,4549.421561187051,1139.7543754934736,0.316598437637076,1139.7543754934736,3191.312251381726,6192.098967068393,6192.098967068393,17337.8771077915,7331.853342561866,7331.853342561866,20529.189359173226,0.9164816678202334,2.5586139528489,7.6758418585467005,7.6758418585467005,7.6758418585467005,1.0410103507979365,2916.1914479581865,0.0,0.0,2916.191447958186,2381.61914783747,210.64520149916115,73.81475209376711,250.11234652778822,2916.1914479581865,2381.61914783747,210.64520149916115,73.81475209376711,250.11234652778822,930.823950672842,27.442618722611815,9.616502457196633,32.584353760402124,1000.4674256130525,3728.0828582463805,109.55464095155291,38.38253742864211,667.4016445747461,5.999879985729843,2606.3070618839574,76.83933242331308,26.92620688015057,91.23619052912593,5549.888986800103,10438.632003089864,306.75299466434814,107.4711048001979,1868.724604809289,16.79966396004356,-0.17603198778175858,256.3429920897595
166,2025,11NB,11,NB,PM-Peak,3,Peak,PM,2.8,60,10400.0,1,6,60,3600,1.6,6.3,0.2,0.05,2378.0,59.0,8.0,334.0,6.0,1.0,3.2,1.6,0.9,0.37038408829956665,0.37038408829956665,3.283,0.592,2259.1,56.05,7.6,317.3,5.699999999999999,2645.75,3419.05,1.2,0.3287548076923077,3419.05,1.2,0.0,1.0,2.5,1.6,0.0,2103.2221,52.18255,7.0756,295.40630000000004,5.306699999999999,2463.1932500000003,0.5721016255763732,1.7163048767291196,1.7163048767291196,1.7163048767291196,1.7163048767291196,0.11142162577769163,0.1136866673080121,0.1222426102757418,0.0500027315999969,0.5721016255763732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7163048767291196,1.7163048767291196,1.7163048767291196,53.677405428374854,161.03221628512455,161.03221628512455,161.03221628512455,59.95629186252552,59.99998504621007,1.5185139108961776,2.800000697843704,2.8020412000330035,-0.00204050218929952,0.0014288400231024566,0.0009388014094006079,0.9977205122294769,0.0013406863611224958,234.3444257535707,2024.7555742464292,5.932460201133706,50.11753979886629,0.8649398132670387,6.7350601867329605,14.771121931848167,302.52887806815187,255.9129476998196,2389.83705230018,7169.51115690054,299.04999159231744,0.08306944210897707,897.1499747769524,2512.0199293754663,3120.000008407683,9360.00002522305,26208.000070624537,3419.05,10257.150000000001,28720.020000000004,0.3287548076923077,1.601884551613845,4.805653654841534,4.805653654841534,4.805653654841534,0.6685358746258002,479.04356169198354,0.0,0.0,1437.1306850759504,375.3927153714626,28.509349047780137,4.156601174844699,70.9848960978961,1437.1306850759506,1126.1781461143878,85.52804714334042,12.469803524534097,212.9546882936883,703.0332772607121,17.797380603401116,2.594819439801116,44.3133657955445,767.7388430994589,6074.266722739288,150.35261939659887,20.205180560198883,907.5866342044555,17.099999999999998,1968.4931763299937,49.832665689523125,7.265494431443125,124.07742422752459,7937.25,17007.946823670005,420.9873343104768,56.574505568556866,2541.2425757724754,47.87999999999999,-0.0007282199095700257,47102.65619946487
167,2025,11NB,11,NB,PM-Late,3,OP,PM,2.8,60,10400.0,1,6,60,3600,1.6,6.3,0.2,0.05,2311.0,51.0,6.0,500.0,12.0,1.0,3.2,1.6,0.9,0.37038408829956665,0.37038408829956665,3.283,0.592,2195.45,48.449999999999996,5.699999999999999,475.0,11.399999999999999,2735.9999999999995,3817.0999999999995,0.95,0.3670288461538461,3817.0999999999995,1.2,0.0,1.0,2.5,1.6,0.0,2043.9639499999998,45.10695,5.306699999999999,442.225,10.613399999999999,2547.216,0.21977963527239366,0.659338905817181,0.659338905817181,0.659338905817181,0.659338905817181,0.2167475964771145,0.21682592990496496,0.21683082314449637,0.05000025961339663,0.21977963527239366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.659338905817181,0.659338905817181,0.659338905817181,42.372512317525334,127.11753695257602,127.11753695257602,127.11753695257602,59.94155398747435,59.999365370014075,0.7360697824147192,2.800029616379267,2.8027301400144884,-0.00270052363522133,0.0019110980101420564,0.0025801889984901414,0.9937738120329678,0.0036459989685420384,443.024273448369,1752.4257265516308,9.78035637892676,38.669643621073234,1.1506561291808988,4.549343870819101,22.111364807534326,452.8886351924657,476.06665076401094,2259.9333492359888,6779.800047707966,542.151405395295,0.15059761260980417,1626.454216185885,4554.071805320477,3274.948594604705,9824.845783814115,27509.56819467952,3817.1,11451.3,32063.639999999996,0.3670288461538461,0.6153829787627022,1.8461489362881067,1.8461489362881067,1.8461489362881067,0.2502881433701997,333.63074679254197,0.0,0.0,1000.892240377626,272.62959705883924,18.055994525474237,2.1242825889207064,40.82087261930777,1000.892240377626,817.8887911765178,54.167983576422714,6.372847766762119,122.4626178579233,1329.072820345107,29.341069136780277,3.4519683875426965,66.33409442260297,1428.1999522920328,5257.277179654892,116.0089308632197,13.648031612457302,1358.665905577397,34.199999999999996,3721.4038969662993,82.15499358298477,9.66551148511955,185.7354643832883,8207.999999999998,14720.376103033697,324.8250064170152,38.21448851488044,3804.264535616712,95.75999999999998,-0.0009635332337801776,13672.525670280234
168,2025,11SB,11,SB,Night,7,OP,NT,2.8,60,8000.0,1,6,60,3600,1.6,6.3,0.2,0.05186721991701245,997.0,57.0,9.0,374.0,12.0,1.0,0.48,0.48,0.9,0.1037344398340249,0.1037344398340249,3.286,0.708,966.1442436067036,55.23592967460593,8.721462580200935,362.4252227772389,11.628616773601248,1404.1554754123504,2280.1779390236447,0.9,0.2850222423779556,2280.1779390236447,1.2,0.0,1.0,2.5,1.6,0.0,931.3630508368623,53.24743620632011,8.407489927313701,349.3779147572583,11.209986569751603,1353.6058782975058,0.33999501677535493,1.0199850503260648,1.0199850503260648,1.0199850503260648,1.0199850503260648,0.05186722949730224,0.05186722949730224,0.05186722949736116,0.051867229555219364,0.33999501677535493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0199850503260648,1.0199850503260648,1.0199850503260648,25756.247443462373,77268.7423303871,77268.7423303871,77268.7423303871,59.976248510488645,59.99999996880421,0.0,2.8000000014558033,2.8011088417879315,-0.0011088403321282136,0.0007761892515522422,0.4117650238871897,0.0,0.5882349761128103,48.307221103063114,917.8370225036406,2.7617969938561657,52.47413268074976,0.43607320955673207,8.285389370644204,18.121264506238578,344.30395827100034,69.62635581271459,1334.529119599636,9341.703837197452,112.26462523201755,0.031184618120004875,785.8523766241228,2200.386654547544,2167.913313791628,15175.393196541394,42491.1009503159,2280.177939023645,15961.245573165517,44691.48760486345,0.28502224237795565,0.9519860469709938,2.855958140912981,2.855958140912981,2.855958140912981,0.54820351709501,106.87435678930845,0.0,0.0,748.1204975251593,45.98780045805882,7.887576608152515,1.2454068328676013,51.75357289022952,748.1204975251592,321.91460320641175,55.21303625706761,8.71784783007321,362.27501023160664,338.1505477214418,19.33257895699316,3.0525124668971246,126.84885154367005,487.38449068900206,6424.859157525484,367.3189287652483,57.997725594509426,2410.1277078970024,81.40031741520873,946.8215336200369,54.13122107958085,8.547034907311948,355.17678432227615,9829.088327886453,17989.605641071354,1028.4930005426952,162.39363166462638,6748.3575821116065,227.92088876258444,-0.0003958576387986578,51512.5227350181
169,2025,11SB,11,SB,AM-Early,1,OP,AM,2.8,60,4825.131542923442,1,6,60,3600,1.6,6.3,0.2,0.05,3589.0,145.0,138.0,462.0,12.0,1.0,3.2,1.6,0.9,0.35770496494491344,0.35770496494491344,3.13,0.715,2955.187219718811,119.39318664230359,113.62937763198549,380.4113946809949,9.880815446259607,3578.501994120354,5860.0,1.0,1.2144746620626956,4825.131542923442,1.2,1034.8684570765581,0.8234012871883006,2.5,1.6,0.0,2848.8004798089337,115.09503192318066,109.53872003723401,366.71658447247904,9.52510609019426,3449.6759223320214,1.543682370848232,4.631047112544696,4.631047112544696,4.631047112544696,4.631047112544696,0.1753339861922456,0.17571978864415572,0.17572235822301166,0.05000013803491107,1.543682370848232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.631047112544696,4.631047112544696,4.631047112544696,44.526754756000756,133.58026426800228,133.58026426800228,133.58026426800228,42.671494505945674,59.99752424127274,3.01780575081569,2.8001155401747653,3.937054512505803,-1.1369389723310377,0.795938158754062,0.16077340798053008,0.6095736331342272,0.22965295888524287,499.49154399128224,2455.6956757275284,20.22447468353366,99.16871195876993,19.24840220167302,94.38097543031247,18.335879843315077,362.0755148376798,557.300300719804,3021.20169340055,3021.20169340055,672.9178141768475,0.1869216150491243,672.9178141768475,1884.169879695173,4152.213728746593,4152.213728746593,11626.19844049046,4825.13154292344,4825.13154292344,13510.368320185633,0.9999999999999997,4.322310638375049,12.966931915125148,12.966931915125148,12.966931915125148,1.8639346963080021,2908.559826968672,0.0,0.0,2908.559826968673,2158.9576143718978,262.2493862405532,249.59272082403905,237.76010553218217,2908.559826968672,2158.9576143718978,262.2493862405532,249.59272082403905,237.76010553218217,499.49154399128224,20.22447468353366,19.24840220167302,18.335879843315077,557.300300719804,2455.6956757275284,99.16871195876993,94.38097543031247,362.0755148376798,9.880815446259607,1398.5763231755902,56.628529113894245,53.895526164684455,51.34046356128221,3578.501994120354,6875.947892037079,277.6723934845558,264.26673120487493,1013.8114415455034,27.6662832495269,-0.2887790780441631,228.10251439511075
