Year,Direction,Segment,Night,AM-Early,AM-Peak,AM-Shoulder,MD,PM-Shoulder,PM-Peak,PM-Late
2032,NB,1,101.11080948677687,822.5739792294042,6244.709041832272,7434.881186156868,9139.736557032242,5620.272720748612,5979.580632047464,1731.4501588340445
2032,NB,10,9030.755264699865,2741.74570495721,7667.145070278924,9762.53482739297,9407.497488617273,6254.455120119198,9082.713711311299,12452.49838816437
2032,NB,2,2149.603997655823,379.94623707334483,1220.0180257022823,1787.8811962360492,2644.192084604553,6346.415866568766,6218.806409541436,1631.997490985886
2032,NB,3,1482.866856612563,747.8964311741779,1737.2032929217783,2879.101706395575,4129.3414759421485,3137.2156064338233,3070.503107764577,3350.370864090791
2032,NB,4,2571.1961834512936,1376.8576421424352,5066.935548111169,5746.48154164834,6334.699225565925,11268.434421354577,11514.052718539016,1989.755456110251
2032,NB,5,4008.898754010792,1870.5423502853546,8724.513810092642,7141.40943199858,8631.667859964859,5207.403400662979,6469.272281048739,5526.833331108209
2032,NB,6,7664.723488109458,3451.5944828873794,14888.994580118773,19982.478680308326,24945.31609819094,6906.571445505007,16032.150724941206,11781.877209782811
2032,NB,7,8008.837275752312,3245.5365137852336,12923.518609426832,12762.850305471671,14266.96118548661,6318.4509076950835,9913.817814776261,11855.431133446269
2032,NB,8,9855.546153865142,3750.8425401409086,31937.496013402288,12770.389817633008,11847.237983503588,7669.34453742511,11523.505642750226,14720.328027806427
2032,NB,9,7882.219193445856,2920.548709280156,16039.753762343953,7374.271641022995,8564.88086489198,9949.202328322615,11027.293776428292,11813.109697638862
2032,SB,1,129.49825459111136,260.5140668142423,541.6396835992016,2128.9404457674436,3129.0848688973156,2799.2315767127398,5825.024620852677,6004.337449943785
2032,SB,10,5823.22373118419,2020.190370313138,3998.8730988804723,7163.365884335031,9941.19481587948,10643.253246106913,20233.119343292143,9778.598050298873
2032,SB,2,122.44916271864557,1856.96215005887,3139.3312659365047,6938.91512404777,6465.146623365534,5339.398442586669,6856.794795882001,2004.9673174570476
2032,SB,3,80.51098852464726,1751.4133752594023,4535.436610775625,7075.045051200002,8483.920981650463,4468.799235482114,4125.358796331607,1356.6859320471408
2032,SB,4,5.616643442027884,1174.8197169835541,2633.691261606931,5332.644460818456,7102.562077394668,9931.127851067293,13772.44091423818,3908.9177820764617
2032,SB,5,3618.5826749178036,806.3685512139176,2039.1884187813077,5672.341669581021,7062.500068646702,17168.058282918777,39364.98257222635,7032.536670851622
2032,SB,6,11837.91366294849,3243.8387798844415,6900.011654360932,13843.865242476539,19189.68216522222,24662.028418969356,61444.24212125377,19345.899850617046
2032,SB,7,7060.460441482676,2142.8801718058967,3976.4859479443166,7406.499011236159,10672.213262369587,8560.40120522151,26048.618167245724,12208.832288245912
2032,SB,8,8596.33924912702,3166.5436510812588,5199.674164537627,8850.533032641808,12268.698137151321,8250.94747563179,26218.415033020498,14726.254788851293
2032,SB,9,5662.313743289181,1809.159563037509,4094.515986491511,6868.0747331515995,8648.386994400906,6320.735402776495,16023.98372756057,10963.330438431587
2040,NB,1,729.753536517724,1286.22442219699,9525.801339108895,11275.619468570047,14020.26233875989,13328.708434413458,14292.776819290599,2347.654228152656
2040,NB,10,13660.772356433781,4171.91896223689,11838.818713820474,15166.072155070935,14017.58983133716,9659.821046788058,13530.74762722827,18900.90030088638
2040,NB,2,3599.065264397512,555.0586931583498,1949.90723659543,2814.37821899141,4288.887084644607,16714.11489342665,16098.402869735544,2336.1586284448813
2040,NB,3,2473.0725684820677,1281.4409206542298,2634.828696568112,4830.3512202011,6989.691132614193,4999.587596640687,4703.661698190692,5745.913127894011
2040,NB,4,3742.116003937101,2226.186056043506,7940.602448918322,10008.3179480602,10600.750246509835,18177.478520015015,17834.19165922123,2822.4504592572894
2040,NB,5,5829.315808517154,2941.623477554374,20640.099543024047,11738.9708965374,13987.646587841231,8691.199448200703,9832.88511681827,8171.162150890804
2040,NB,6,11292.067525045892,5483.77363998852,34929.90789954386,33025.84773641216,41561.74837149638,10972.466646107801,24429.045177384698,17917.80597858498
2040,NB,7,12817.11126016861,5518.3399969217735,31706.084624984105,21953.79183136946,24713.076352743275,10647.267263660564,15492.155375376036,19375.98875760824
2040,NB,8,15517.255213734054,6183.790889909846,49427.35040665061,21779.637122843153,18846.824122112346,12767.119569891987,17918.087600450508,23795.269635623357
2040,NB,9,12037.816505229155,4595.28429309311,38971.98449372929,11310.86532231171,12905.46890770117,16713.42597767095,16765.677319432467,18296.091673638643
2040,SB,1,865.0019162186356,349.28528053770515,746.6747835249231,3276.3146176485734,4850.658441131727,4487.572340919516,13870.982278581774,9704.057861755871
2040,SB,10,8358.829375778238,3068.321741914701,5949.443344752081,10672.826098752295,14917.356243023627,17968.000656185635,31481.87998586412,14378.811932896097
2040,SB,2,1012.9119732856939,2986.1798057462347,8257.852575845938,11418.624406086104,11270.287014352773,13614.620801708093,17974.514233382684,2932.6758326623462
2040,SB,3,665.0767091723715,2731.39621212538,7101.124831168598,18304.932694501113,21504.810565501477,11457.859628980652,10409.787324523046,1935.9675033487915
2040,SB,4,324.1180903727284,1924.5395010361913,4175.237269428822,9327.40091586472,12347.174772236342,16277.036061243669,35025.70478164719,5802.757904393328
2040,SB,5,5155.915484798,1159.98645637389,3013.849634817616,9069.386281869289,11066.662828470615,41045.31499191301,58065.966935225995,10714.063420876084
2040,SB,6,18940.470091524156,5359.71990138033,10512.202507361193,23287.82126925416,32399.65000033682,38348.97425164381,94774.66292977738,31903.148754351623
2040,SB,7,10933.275705433954,3459.5504013916416,6159.001067698664,12102.25028856369,17544.275639365485,14964.703683811502,63591.57056235507,19838.832113360982
2040,SB,8,13184.191616507078,5130.532805096895,8009.8391790077985,14160.10853693154,19700.63739207114,13832.678342091376,39834.25926346642,23479.66764853596
2040,SB,9,8259.855125541912,2753.2808894224827,6157.344127052532,10490.354303091324,13078.04145566326,9966.305304879692,24247.465072117502,16588.872403785314
2050,NB,1,1116.6029134740606,2321.6339342118863,12939.579702870207,30279.685134509866,37256.93538097163,22710.104450137256,23404.501107468648,3490.0862504561583
2050,NB,10,23906.898969395745,7344.981725874546,19129.414528251677,27657.883688430637,23768.968021191016,17473.51997360082,22957.483680370184,33229.5378408376
2050,NB,2,6667.3850822958575,896.3132714931451,3428.504437596756,5215.442432525347,8272.009877377477,29105.111652871055,27653.84338607225,3642.5741681924565
2050,NB,3,4505.939917197718,2330.082614539131,7313.30199029022,8506.067843241231,12392.580045557017,13890.450630423149,12776.690644863413,10383.238032747886
2050,NB,4,5940.421032249484,4233.531896998732,19567.351381137305,19310.303758884755,20727.407259984608,50222.51855207953,49021.90122357298,4283.963376585308
2050,NB,5,9512.291071969836,5411.229382735754,30282.47586532544,20614.176795408435,25419.901757568365,16200.852312185014,16476.365510097105,13728.80291743563
2050,NB,6,18775.318343241554,10159.116452223969,54204.38108344638,58399.00956680512,74181.36681414873,20486.69389017125,40411.993181556245,31393.157917714543
2050,NB,7,23740.272300597622,10457.3279257828,53252.837681145036,40327.2808162226,46572.94310327158,20607.97149356747,26453.074355564924,37178.983733163725
2050,NB,8,28331.097579343124,11702.098866633494,79437.56930243416,40709.07409511333,35007.950564836094,24455.923195760784,30465.801518517746,45069.6355610031
2050,NB,9,21349.100227865354,8423.956161568942,63261.197320540006,20086.88756815981,22285.651045749386,30214.40462543909,27952.04558738828,33113.674023548
2050,SB,1,1311.4025990805167,506.3152827620652,1129.435874461051,5920.73282148181,8828.373210248117,7828.726342806954,22753.894672833096,17187.091301365548
2050,SB,10,13199.715285676793,5395.678853351523,10017.63015746302,18096.035344861077,25628.287410731227,31011.678630821378,41058.47105025709,23853.003364386055
2050,SB,2,1507.5616217858055,5002.987441829303,13760.180820116311,32846.42469028613,30936.445866100643,25182.64010285791,27231.988024335915,4768.3826165570845
2050,SB,3,988.2512175529436,7693.257307202878,11352.970008274495,30911.305073286156,34665.29745665327,19546.512697796,17374.42574835858,3035.6664037582177
2050,SB,4,766.8014520658462,3710.526857701051,7208.682951223036,17883.118657119117,23985.822070378505,45026.356470369785,57249.08921072833,9612.259189820777
2050,SB,5,8085.5141801663685,1850.8540062241982,4970.535421334722,16882.14282065273,20329.154553087414,59274.73789645916,89642.91474165741,18914.93788519264
2050,SB,6,33985.40371600496,9901.585042348992,17485.246662471473,42501.0634702566,59454.46522609521,102395.68979384737,136464.19088409565,59780.16778211416
2050,SB,7,19627.135397247934,6544.032692551405,10457.671938670534,23106.72726818031,33706.57027357977,25458.786415502414,92486.68635597205,37963.17681164018
