,Year,Total Revenue,Var Total Revenue (%),Total Transactions,Var Total Transactions (%),AADT,Var AADT (%),Toll/AADT/mi,Var Toll/AADT/mi (%),Capture,Var Capture (%)
0,2032.0000000000005,448042757.259764,,104397678.540672,,26704.582383,,1.939512,,0.148122,
1,2033.0000000000007,478174421.46451,0.06725176049944803,107701520.237892,0.03164669697068856,27515.266064,0.03035747458518867,2.008961,0.035807460845821204,0.150441,0.015656013286345027
2,2034.0000000000002,510332493.133802,0.06725176049944515,111109917.612142,0.03164669697067879,28350.560054,0.03035747457637239,2.080896,0.03580706643882081,0.152797,0.01566062443083993
3,2034.9999999999993,544653251.737122,0.06725176049944692,114626179.505251,0.03164669697068301,29211.211461,0.03035747460934446,2.155407,0.03580717152611168,0.15519,0.015661302250698617
4,2035.9999999999998,581282141.778192,0.06725176049944714,118253719.472961,0.031646696970684784,30097.99007,0.03035747456704918,2.232586,0.03580715846241578,0.15762,0.015658225401121273
5,2036.999999999999,620374389.159664,0.06725176049944603,121996059.098778,0.03164669697068345,31011.689039,0.03035747459797067,2.312529,0.035807355237379435,0.160088,0.015657911432559235
6,2038.0000000000005,662095658.99942,0.06725176049944626,125856831.412695,0.03164669697068678,31953.125601,0.03035747459017979,2.395335,0.035807550953955714,0.162595,0.01566013692469137
7,2038.999999999999,706622757.686173,0.06725176049944759,129839784.418103,0.031646696970683674,32923.1418,0.03035747460554039,2.481105,0.035807100050723406,0.165142,0.015664688336049837
8,2039.9999999999998,754144382.149542,0.0672517604994467,133948784.730322,0.03164669697068678,33922.60524,0.030357474571275578,2.569947,0.035807432575404974,0.167728,0.015659250826561166
9,2041.0000000000002,800983878.49893,0.0621094547119494,137597761.939012,0.02724158502846019,34869.580498,0.02791575857161388,2.655436,0.03326488834205521,0.170147,0.014422159687112579
10,2041.9999999999995,850732550.42556,0.062109454711948286,141346143.070601,0.027241585028471738,35842.991288,0.027915758552238046,2.743769,0.03326497042293619,0.172602,0.014428699888919594
11,2043.0,903571085.238198,0.06210945471195006,145196636.045504,0.027241585028462634,36843.575579,0.02791575856379458,2.835041,0.0332651910565358,0.175092,0.014426252302986109
12,2044.0000000000002,959691392.635826,0.06210945471194851,149152022.552185,0.027241585028467075,37872.091939,0.027915758550487446,2.929349,0.03326512738263765,0.177618,0.01442670139126867
13,2044.9999999999993,1019297301.724189,0.06210945471195006,153215160.056708,0.027241585028465964,38929.320113,0.027915758540691726,3.026794,0.03326507015722613,0.18018,0.014424213762118665
14,2045.9999999999993,1082605301.323636,0.062109454711945844,157388983.867043,0.027241585028466853,40016.061615,0.027915758581077643,3.12748,0.033264900089004845,0.182779,0.014424464424464434
15,2046.9999999999995,1149845326.257112,0.06210945471194873,161676509.253601,0.02724158502846663,41133.140329,0.02791575854584516,3.231516,0.03326512080013311,0.185416,0.014427259149026872
16,2048.0,1221261592.474025,0.06210945471194962,166080833.627539,0.02724158502846885,42281.403143,0.027915758554190484,3.339013,0.03326519194087241,0.188091,0.014427018164559824
17,2049.000000000001,1297113484.043233,0.06210945471194873,170605138.778402,0.0272415850284653,43461.720585,0.02791575856666917,3.450085,0.03326491990297731,0.190804,0.014423869297308212
18,2049.999999999999,1377676495.236675,0.0621094547119494,175252693.172727,0.02724158502846552,44674.987483,0.027915758549575953,3.564853,0.033265267377470265,0.193557,0.014428418691432077
