,,,GPVeh,GPVeh,GPVeh,GPVeh,GPVeh,GPVeh,GPVeh,GPVeh,MLVeh,MLVeh,MLVeh,MLVeh,MLVeh,MLVeh,MLVeh,MLVeh,RevenuePerHour,RevenuePerHour,RevenuePerHour,RevenuePerHour,RevenuePerHour,RevenuePerHour,RevenuePerHour,RevenuePerHour,TollLights,TollLights,TollLights,TollLights,TollLights,TollLights,TollLights,TollLights,TollHeavies,TollHeavies,TollHeavies,TollHeavies,TollHeavies,TollHeavies,TollHeavies,TollHeavies,CaptureRateLights,CaptureRateLights,CaptureRateLights,CaptureRateLights,CaptureRateLights,CaptureRateLights,CaptureRateLights,CaptureRateLights
Period,,,Night,AM-Early,AM-Peak,AM-Shoulder,MD,PM-Shoulder,PM-Peak,PM-Late,Night,AM-Early,AM-Peak,AM-Shoulder,MD,PM-Shoulder,PM-Peak,PM-Late,Night,AM-Early,AM-Peak,AM-Shoulder,MD,PM-Shoulder,PM-Peak,PM-Late,Night,AM-Early,AM-Peak,AM-Shoulder,MD,PM-Shoulder,PM-Peak,PM-Late,Night,AM-Early,AM-Peak,AM-Shoulder,MD,PM-Shoulder,PM-Peak,PM-Late,Night,AM-Early,AM-Peak,AM-Shoulder,MD,PM-Shoulder,PM-Peak,PM-Late
Year,Direction,Segment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2032,NB,1,1323.8235238192897,5158.894940940267,6179.965868980444,4974.994203575376,4509.955005769692,4557.138959145798,4342.1755473521325,3773.5587708262724,0.17647618071041218,616.6050590597331,1910.7041310195555,575.6057964246248,535.8449942303084,535.9610408542026,551.6644526478681,465.7412291737279,0.7768249584963762,1408.333045539486,7019.847133014772,869.5126733109233,640.1044047496507,401.19473967864724,582.2632711252423,339.65472455039935,5.394443780867818,2.864534822578286,4.197533291033172,1.6312173108192654,1.2829912308064464,0.8415379256485369,1.2752955215694184,0.8857767108477813,16.183331342603456,8.593604467734858,12.592599873099516,4.8936519324577965,3.848973692419339,2.5246137769456105,3.825886564708255,2.657330132543344,0.00017490712986923925,0.1302082900405195,0.28803852197828295,0.12647177405584237,0.12951213995406566,0.12833541767838827,0.13747493425689833,0.13398168538918132
2032,NB,10,988.9172728423047,4614.997549166982,7090.5219599324255,5370.810222215302,4418.665571332777,5006.7375984962755,5391.096755801137,2727.478152627248,0.582727157695286,554.6024508330177,741.9530400675758,594.0897777846978,520.0344286672224,629.4624015037244,661.5232441988634,339.1218473727515,18.08171738267081,2884.416201531305,19864.18347783855,9358.017821533726,4382.3909505850315,5921.297319197982,7724.56965149968,1070.5528337699234,5.399760978418479,1.0048300314469272,4.743694706134536,2.4926511571788703,1.3471524622019113,1.5825730508115117,2.057313173358321,0.5975340431679579,16.19928293525544,3.0144900943407817,14.231084118403608,7.477953471536611,4.0414573866057335,4.747719152434535,6.171939520074964,1.7926021295038737,0.0007809932632120385,0.13412373092395702,0.11859033901193154,0.1245419164292973,0.13164472209583875,0.13963693047406875,0.13667098238806571,0.13824032376196096
2032,NB,2,890.9108590058242,4396.202607302905,6784.774242891096,5863.692824366901,5891.638170663531,6083.244949589533,5830.0779679380485,4116.145255458429,317.6891409941757,572.997392697095,1218.9557571089051,653.2071756330988,659.061829336468,732.7550504104677,686.852032061953,480.05474454157036,1477.0725279230273,460.25334121988925,5226.711398554045,953.8360344589079,962.6123583776568,1057.5805884058445,946.5870793430063,303.88331993847504,5.399951657213607,1.0504939312806276,5.39999998011204,1.6664218848502643,1.6685470293406581,1.676201389571314,1.6952864055336563,0.8222276304730763,16.19985497164082,3.151481793841883,16.19999994033612,4.999265654550793,5.005641088021974,5.028604168713942,5.085859216600969,2.466682891419229,0.28571428403884613,0.12533947598798692,0.16556357290987664,0.10895782484346607,0.10936711725050248,0.11686147069496976,0.11456663101508033,0.11353030298621043
2032,NB,3,644.175725497895,3498.814040080067,3924.0278490624464,3519.27953375939,3898.3485618815803,4087.3112245883362,3783.6227374641444,2669.6703627133747,242.02427450210513,436.18595991993317,494.2671509375536,411.02046624061074,455.7514381184196,500.08877541166396,442.94226253585595,336.72963728662546,845.9061316669294,180.8150507145029,429.394634979739,220.07011054706396,257.8676300641458,241.3964093516321,262.1223386865845,115.67933218671757,5.399901638411252,0.7075393378795567,1.4211235144425658,0.7809566819281701,0.8527488298440299,0.7671089689916362,0.9740278999304605,0.5933381040159244,16.199704915233756,2.12261801363867,4.263370543327698,2.3428700457845104,2.5582464895320896,2.3013269069749085,2.9220836997913815,1.780014312047773,0.3103448258017513,0.125964873748243,0.1271267917891271,0.1188393095380545,0.1189471726092028,0.1238807703597068,0.1190924052533809,0.12727849626997573
2032,NB,4,1067.792339221096,5950.33713754834,7983.220642980541,6372.869176017892,6022.289637563961,6141.0601502224745,6228.1448075506805,3045.1235057562644,0.30766077890400806,603.1628624516599,828.0643570194584,675.7308239821091,655.2103624360385,734.4398497775248,728.9451924493206,383.3764942437355,3.0050539484864327,1100.2537712911699,6819.753961667943,2914.9187492135106,3904.4195492937424,3134.434374606053,3296.0409905451716,495.71050552183635,5.392759157215942,0.9906153189239028,4.335845610335616,2.038798233819838,2.6694415875115873,2.0768669392627306,2.279231618186956,0.6915813226840065,16.178277471647828,2.971845956771708,13.007536831006847,6.116394701459514,8.008324762534762,6.230600817788192,6.837694854560868,2.0747439680520197,0.000352405278722142,0.10459716497047018,0.1068586902195118,0.10896439221314322,0.11152400561364446,0.12140817820964507,0.11908984976982334,0.12707275088877862
2032,NB,5,1145.4429996083609,6200.241655383965,6714.485940711584,5594.460049865416,5815.913653769161,5214.668311446381,5720.188115991258,3207.93838842091,0.35700039163905395,695.6583446160345,1988.649059288416,1839.339950134584,1085.486346230839,2048.2316885536184,1606.8168840087426,397.3616115790903,4.5591223807691925,2676.607031305645,20223.577362648615,18227.379602015943,15762.04019641077,19201.070859783867,19926.072443808516,680.3139899427906,5.395187768219045,1.698658406177957,4.224261937780189,3.602529598571332,5.176707949831791,3.5995874533860492,4.958955051269821,0.7229432671516428,16.185563304657133,5.095975218533871,12.672785813340568,10.807588795713997,15.530123849495375,10.798762360158147,14.876865153809462,2.1688298014549283,0.00041857100431811484,0.12611992212945547,0.2857295033848235,0.3093494771344426,0.1966624161931955,0.35258642632644943,0.27421476940368894,0.13777532921391064
2032,NB,6,1171.4152019636497,6296.7666567180395,7742.848491808904,6441.84148744943,6069.450092595887,6222.361482822414,6458.784921121856,3143.724335574123,0.6847980363504695,684.4333432819603,775.8015081910962,680.3585125505703,650.4499074041122,738.1385171775866,759.2300788781448,389.8756644258772,15.179516484465665,3921.7875920057827,10385.644534099727,14938.602808233016,12865.303616119916,11337.943024951635,11863.181539178295,1120.919031028632,5.39854493138465,1.4052945749474026,3.079253735740596,4.497643181284237,3.928504929852597,3.2516747404224007,3.415395165463691,0.6891085557822967,16.19563479415395,4.215883724842207,9.237761207221787,13.49292954385271,11.78551478955779,9.755024221267202,10.246185496391073,2.06732566734689,0.0007867143165956301,0.12257922489785393,0.11393643506830768,0.11950954314007793,0.12105868364025019,0.13262856557282993,0.13156255748376797,0.13792573472762823
2032,NB,7,1163.0735522607956,5950.182017045787,6278.846185156306,5588.218755728153,5529.93049465062,5970.815949456744,6128.469046481882,3118.550637124235,0.5264477392043566,595.7179829542129,661.0238148436936,503.5812442718472,600.0695053493796,710.6840505432561,1026.2309535181191,358.2493628757655,10.076936694320327,1917.9699963516439,5585.430558229489,1955.3576170668437,4540.028478192944,12369.765020706662,20083.41487654554,730.9570566649729,5.397830389779684,0.9634282035028781,2.3203256380858504,0.9536665041548765,1.8567419085378927,4.515204801226573,5.3999991305317305,0.6081216976884211,16.19349116933905,2.890284610508634,6.960976914257551,2.8609995124646295,5.570225725613678,13.545614403679718,16.19999739159519,1.8243650930652633,0.0006052699176845148,0.11377424751016958,0.11911280475297849,0.1033425284265014,0.12238495806545113,0.1330296421318967,0.17937801093492048,0.12880569405548642
