,Year,SegDir,Segment,Direction,Period,Hours/Day,Peak,4Periods,Length,Speed GP,Capacity GP,Alpha GP,Beta GP,Speed ML,Capacity ML,Alpha ML,Beta ML,MinToll,MinCapture,AADT Lights,AADT Medium A,AADT Medium B,AADT Heavy A,AADT Heavy B,GrowthFactor,MaxToll,Soft Cap,MaxCapture,MaxCap_aux,B1,B2,TotalLights,TotalMediumA,TotalMediumB,TotalHeavyA,TotalHeavyB,TotalVeh,Corridor PCE pre-fix,Suppressed ratio ref,Suppressed ratio,Corridor PCE,Suppressed Demand,PCE ratio,HOV3,InScopeLights,InScopeMediumA,InScopeMediumB,InScopeHeavyA,InScopeHeavyB,InScopeVeh,TollLights,TollMediumA,TollMediumB,TollHeavyA,TollHeavyB,CaptureRateLights,CaptureRateMediumA,CaptureRateMediumB,CaptureRateHeavyA,VOT Lights,VOT MediumA,VOT MediumB,VOT HeavyA,Speed GP Real,Speed ML Real,Bounus Seg,Time ML,Time GP,Time Savings,BonusRel,MLVeh_Lights,GPVeh_Lights,MLVeh_MediumA,GPVeh_MediumA,MLVeh_MediumB,GPVeh_MediumB,MLVeh_HeavyA,GPVeh_HeavyA,MLVeh,GPVeh,GPVehDay,ML PCE,GP PCE,TollLightsPerSeg,TollMediumAPerSeg,TollMediumBPerSeg,TollHeavyAPerSeg,TollBlend,RevenuePerHour,RevenuePerHourLights,RevenuePerHourMediumA,RevenuePerHourMediumB,RevenuePerHourHeavyA,RevenuePerDay,RevenuePerDayLights,RevenuePerDayMediumA,RevenuePerDayMediumB,RevenuePerDayHeavyA,TransactionsDay_Lights,TransactionsDay_MediumA,TransactionsDay_MediumB,TransactionsDay_HeavyA,TransactionsDay,TotalVeh_hours,SegDir,RevenuePerDay
84,2032,6NB,6,NB,MD,4,OP,MD,3.6,70,8000,1,6,70,3600,1,5,0.5,0,6023.2,300.6,96.3,562.6,25.7,1.284538135,3.6,1.8,0.387931034,0.387931034,3.249,0.708,6023.2,300.6,96.3,562.6,25.7,7008.4,8978.8,1.1,1.12235,8978.8,0,1,0,4818.56,240.48,77.04,450.08,20.56,5606.72,1.799999997,5.39999999,5.39999999,5.39999999,5.39999999,0.196366064,0.195945527,0.195895197,0.196010076,47.24629574,141.7388872,141.7388872,141.7388872,40.59604651,69.38830671,3.222534737,3.11291643,5.320715157,-2.207798728,1.56450061,946.2016606,5076.998339,47.12098036,253.4790196,15.09176601,81.20823399,88.22021493,474.3797851,1096.634622,5911.765378,23647.06151,1397.500544,7581.299456,6.479999988,19.43999996,19.43999996,19.43999996,2.293836913,9055.803511,6131.386749,916.0318564,293.3839306,1715.000975,36223.21404,24525.54699,3664.127426,1173.535722,6860.0039,3784.806642,188.4839214,60.36706403,352.8808597,4386.538487,28033.6,6NB,36223.21404
85,2032,6NB,6,NB,PM-Shoulder,2,OP,PM,3.6,70,8000,1,6,70,3600,1,5,0.5,0,6575.6,244.1,65.5,426.5,12.8,1.284538135,3.6,1.8,0.387931034,0.387931034,3.399,0.592,6575.6,244.1,65.5,426.5,12.8,7324.5,8822.3,1.1,1.1027875,8822.3,0,1,0,5260.48,195.28,52.4,341.2,10.24,5859.6,1.799999996,5.399999988,5.399999988,5.399999988,5.399999988,0.193990283,0.193563847,0.193524736,0.193603788,49.95384122,149.8615237,149.8615237,149.8615237,42.23473177,69.46065324,3.191115448,3.109674181,5.114274223,-2.004600041,1.419991956,1020.482006,5555.117994,37.79914799,206.300852,10.14069617,55.35930383,66.05761245,360.4423876,1134.479463,6190.020537,12380.04107,1362.474376,7459.825624,6.479999986,19.43999996,19.43999996,19.43999996,2.161743735,8828.833935,6612.723384,734.8154353,197.1351332,1284.159983,17657.66787,13225.44677,1469.630871,394.2702663,2568.319966,2040.964012,75.59829598,20.28139235,132.1152249,2268.958925,14649,6NB,17657.66787
86,2032,6NB,6,NB,PM-Peak,2,Peak,PM,3.6,70,8000,1,6,70,3600,1,5,0.5,0,6652.6,209.4,45,378.9,12.8,1.284538135,3.6,1.8,0.387931034,0.387931034,3.399,0.592,6985.23,219.87,47.25,397.845,13.44,7663.635,8590.9,1.1,1.0738625,8590.9,0,1,0,5588.184,175.896,37.8,318.276,10.752,6130.908,3.22265976,9.667979279,9.667979279,9.667979279,9.667979279,0.132681293,0.131601742,0.131513371,0.131692858,58.0713571,174.2140713,174.2140713,174.2140713,39.81285973,69.90980486,6.215394535,3.089695365,5.42538269,-2.335687325,1.637767883,741.4474794,6243.782521,23.14822001,196.72178,4.971205422,42.27879458,41.91467594,355.9303241,811.4815808,6852.153419,13704.30684,951.5497835,8068.895216,11.60157514,34.80472541,34.80472541,34.80472541,3.778916576,11039.47631,8601.958641,805.6674411,173.0214396,1458.828787,22078.95262,17203.91728,1611.334882,346.0428793,2917.657573,1482.894959,46.29644002,9.942410844,83.82935188,1622.963162,15327.27,6NB,22078.95262
87,2032,6NB,6,NB,PM-Late,5,OP,PM,3.6,70,8000,1,6,70,3600,1,5,0.5,0,3643,62.9,14.1,307,28.3,1.284538135,3.6,1.8,0.387931034,0.387931034,3.399,0.592,3643,62.9,14.1,307,28.3,4055.3,4879.9,1.1,0.6099875,4879.9,0,1,0,2914.4,50.32,11.28,245.6,22.64,3244.24,0.697735727,2.093207182,2.093207182,2.093207182,2.093207182,0.149330512,0.149198458,0.149192855,0.14922644,55.40255602,166.2076681,166.2076681,166.2076681,68.33559582,69.99286666,2.184793079,3.086028767,3.160870955,-0.074842188,0.052609668,435.2088428,3207.791157,7.507666428,55.39233357,1.682895401,12.4171046,36.65001372,270.3499863,481.0494183,3574.250582,17871.25291,572.7305694,4307.169431,2.511848619,7.535545856,7.535545856,7.535545856,0.830714195,1438.61249,1093.178731,56.57436464,12.68153547,276.1778591,7193.062449,5465.893653,282.8718232,63.40767734,1380.889295,2176.044214,37.53833214,8.414477007,183.2500686,2405.247092,20276.5,6NB,7193.062449
88,2032,6SB,6,SB,Night,6,OP,NT,3.6,70,8000,1,6,70,3600,1,5,0.5,0,1302.5,33.4,7.7,249.2,42.4,1.284538135,3.6,1.8,0.387931034,0.387931034,3.402,0.708,1302.5,33.4,7.7,249.2,42.4,1635.2,2300.6,1.1,0.287575,2300.6,0,1,0,1042,26.72,6.16,199.36,33.92,1308.16,1.799103235,5.397309706,5.397309706,5.397309706,5.397309706,0.000337538,2.85E-05,9.63E-06,0.000193886,111467.9234,334403.7702,334403.7702,334403.7702,69.96047908,70,0,3.085714286,3.087457416,-0.001743131,0.001220191,0.351714341,1302.148286,0.000761487,33.39923851,5.93E-05,7.699940677,0.038653088,249.1613469,0.391188238,1634.808812,9808.852871,0.470136033,2300.129864,6.476771647,19.43031494,19.43031494,19.43031494,2.162189899,3.044963725,2.277973471,0.014795929,0.001152658,0.751041668,18.26978235,13.66784083,0.088775572,0.006915945,4.506250008,2.110286046,0.004568921,0.000355936,0.231918526,2.347129429,9811.2,6SB,18.26978235
89,2032,6SB,6,SB,AM-Early,1,OP,AM,3.6,70,8000,1,6,70,3600,1,5,0.5,0,2859.4,110.5,66.8,355.8,29.5,1.284538135,3.6,1.8,0.387931034,0.387931034,3.246,0.715,2859.4,110.5,66.8,355.8,29.5,3422,4547.2,1.1,0.5684,4547.2,0,1,0,2287.52,88.4,53.44,284.64,23.6,2737.6,0.671526959,2.014580877,2.014580877,2.014580877,2.014580877,0.139213801,0.139104018,0.139098323,0.13913598,55.77687087,167.3306126,167.3306126,167.3306126,68.83986406,69.99650886,2.12220613,3.085868189,3.137716829,-0.051848641,0.036401781,318.4543533,2540.945647,12.2967952,98.2032048,7.433414403,59.3665856,39.60366541,316.1963346,377.7882283,3044.211772,3044.211772,496.4559783,4050.744022,2.417497052,7.252491156,7.252491156,7.252491156,0.882461518,1200.180864,769.8624603,89.1823984,53.91077222,287.2252331,1200.180864,769.8624603,89.1823984,53.91077222,287.2252331,318.4543533,12.2967952,7.433414403,39.60366541,377.7882283,3422,6SB,1200.180864
90,2032,6SB,6,SB,AM-Peak,1,Peak,AM,3.6,70,8000,1,6,70,3600,1,5,0.5,0,4585.8,244.1,74.5,331.4,28.3,1.284538135,3.6,1.8,0.387931034,0.387931034,3.246,0.715,4815.09,256.305,78.225,347.97,29.715,5527.305,6620.7,1.1,0.8275875,6620.7,0,1,0,3852.072,205.044,62.58,278.376,23.772,4421.844,1.79415804,5.382474119,5.382474119,5.382474119,5.382474119,0.129840217,0.129380226,0.129319488,0.12941149,57.61393019,172.8417906,172.8417906,172.8417906,60.22440781,69.97880962,4.866948992,3.086648675,3.586585703,-0.499937028,0.350609992,500.1538649,4314.936135,26.52863899,229.776361,8.092813529,70.13218647,36.02505303,311.944947,570.8003705,4956.50463,4956.50463,712.0933816,6239.641618,6.458968943,19.37690683,19.37690683,19.37690683,2.238274766,4599.389036,3230.47828,514.042966,156.8136937,698.054096,4599.389036,3230.47828,514.042966,156.8136937,698.054096,500.1538649,26.52863899,8.092813529,36.02505303,570.8003705,5527.305,6SB,4599.389036
91,2032,6SB,6,SB,AM-Shoulder,3,OP,AM,3.6,70,8000,1,6,70,3600,1,5,0.5,0,4701.4,327.6,87.3,490.7,36,1.284538135,3.6,1.8,0.387931034,0.387931034,3.246,0.715,4701.4,327.6,87.3,490.7,36,5643,7526.2,1.1,0.940775,7526.2,0,1,0,3761.12,262.08,69.84,392.56,28.8,4514.4,1.73461389,5.203841671,5.203841671,5.203841671,5.203841671,0.130007788,0.129598984,0.129519729,0.129652777,57.57523659,172.7257098,172.7257098,172.7257098,51.37305853,69.96853633,3.630846373,3.087101879,4.204538452,-1.117436573,0.783176917,488.9748916,4212.425108,33.96530182,293.6346982,9.045657891,78.25434211,50.89649414,439.8035059,582.8823455,5060.117655,15180.35296,770.6972531,6755.502747,6.244610006,18.73383002,18.73383002,18.73383002,2.293536888,4812.703778,3053.457501,636.3001907,169.4598173,953.4862696,14438.11134,9160.372502,1908.900572,508.379452,2860.458809,1466.924675,101.8959055,27.13697367,152.6894824,1748.647036,16929,6SB,14438.11134
92,2032,6SB,6,SB,MD,4,OP,MD,3.6,70,8000,1,6,70,3600,1,5,0.5,0,5646.8,285.2,88.6,599.9,23.1,1.284538135,3.6,1.8,0.387931034,0.387931034,3.249,0.708,5646.8,285.2,88.6,599.9,23.1,6643.6,8637.2,1.1,1.07965,8637.2,0,1,0,4517.44,228.16,70.88,479.92,18.48,5314.88,1.799999995,5.399999985,5.399999985,5.399999985,5.399999985,0.178888071,0.178462016,0.178409565,0.178545975,49.4739291,148.4217873,148.4217873,148.4217873,42.87950412,69.68175187,3.376157199,3.099807255,5.037371687,-1.937564432,1.366160181,808.1161286,4838.683871,40.71789366,244.4821063,12.64566995,75.95433005,85.68778452,514.2122155,947.1674768,5696.432523,22785.73009,1225.270173,7411.929827,6.479999982,19.43999995,19.43999995,19.43999995,2.328507217,7939.750699,5236.592499,791.5558506,245.8318232,1665.770527,31759.0028,20946.37,3166.223402,983.3272929,6663.082106,3232.464514,162.8715746,50.58267982,342.7511381,3788.669907,26574.4,6SB,31759.0028
93,2032,6SB,6,SB,PM-Shoulder,2,OP,PM,3.6,70,8000,1,6,70,3600,1,5,0.5,0,7555.7,204.2,59.1,427.8,15.4,1.284538135,3.6,1.8,0.387931034,0.387931034,3.399,0.592,7555.7,204.2,59.1,427.8,15.4,8262.2,9675.2,1.1,1.2094,9675.2,0,1,0,6044.56,163.36,47.28,342.24,12.32,6609.76,3.599999935,10.79999981,10.79999981,10.79999981,10.79999981,0.150309272,0.14909491,0.149018771,0.149212239,55.43130338,166.2939101,166.2939101,166.2939101,28.47422427,69.76186918,4.284321774,3.096247313,7.58580806,-4.489560747,3.150065642,908.5534104,6647.14659,24.35614448,179.8438555,7.045607483,52.05439252,51.06639662,376.7336034,991.021559,7271.178441,14542.35688,1155.957856,8519.242144,12.95999977,38.8799993,38.8799993,38.8799993,4.199150028,14981.21355,11774.85199,946.9668804,273.933214,1985.461465,29962.42709,23549.70397,1893.933761,547.866428,3970.922929,1817.106821,48.71228896,14.09121497,102.1327932,1982.043118,16524.4,6SB,29962.42709
94,2032,6SB,6,SB,PM-Peak,2,Peak,PM,3.6,70,8000,1,6,70,3600,1,5,0.5,0,7256.4,177.3,37.3,366.1,16.7,1.284538135,3.6,1.8,0.387931034,0.387931034,3.399,0.592,7619.22,186.165,39.165,384.405,17.535,8246.49,9048.6,1.1,1.131075,9048.6,0,1,0,6095.376,148.932,31.332,307.524,14.028,6597.192,3.599999271,10.79999781,10.79999781,10.79999781,10.79999781,0.139472523,0.138184519,0.138104069,0.138293011,57.03543263,171.1062979,171.1062979,171.1062979,35.05046787,69.85083923,6.364564596,3.092303577,6.162542561,-3.070238984,2.153779793,850.1374689,6769.082531,20.58009682,165.5849032,4.327076699,34.8379233,42.52842001,341.87658,917.5730624,7328.916938,14657.83388,1052.444249,8448.585751,12.95999738,38.87999213,38.87999213,38.87999213,4.129151875,13639.67471,11017.77937,800.1540025,168.236708,1653.504635,27279.34942,22035.55873,1600.308005,336.473416,3307.009271,1700.274938,41.16019365,8.654153399,85.05684003,1835.146125,16492.98,6SB,27279.34942
95,2032,6SB,6,SB,PM-Late,5,OP,PM,3.6,70,8000,1,6,70,3600,1,5,0.5,0,5469.6,75.8,12.8,353.2,24.4,1.284538135,3.6,1.8,0.387931034,0.387931034,3.399,0.592,5469.6,75.8,12.8,353.2,24.4,5935.8,6868.2,1.1,0.858525,6868.2,0,1,0,4375.68,60.64,10.24,282.56,19.52,4748.64,1.275356322,3.826068966,3.826068966,3.826068966,3.826068966,0.143269214,0.142907539,0.142894536,0.142965003,56.31216613,168.9364984,168.9364984,168.9364984,58.59915644,69.96691683,3.139039056,3.087173335,3.686059888,-0.598886552,0.420241921,626.9002358,4842.699764,8.665913157,67.13408684,1.463240049,11.33675995,40.39619111,312.8038089,677.4255802,5258.37442,26291.8721,778.4762688,6089.723731,4.591282759,13.77384828,13.77384828,13.77384828,1.465599558,3574.204672,2878.276245,119.362973,20.15444643,556.4110074,17871.02336,14391.38122,596.8148651,100.7722321,2782.055037,3134.501179,43.32956579,7.316200244,201.9809556,3387.127901,29679,6SB,17871.02336
96,2032,7NB,7,NB,Night,6,OP,NT,2.9,70,8000,1,6,70,3600,1,5,0.5,0,1082.1,44.2,7.8,265.3,54.6,1.300555644,3.6,1.8,0.387931034,0.387931034,3.402,0.708,1082.1,44.2,7.8,265.3,54.6,1454,2197.8,1.1,0.274725,2197.8,0,1,0,865.68,35.36,6.24,212.24,43.68,1163.2,1.799084248,5.397252743,5.397252743,5.397252743,5.397252743,0.000226003,2.91E-05,9.02E-06,0.00016631,146585.785,439757.355,439757.355,439757.355,69.96994344,70,0,2.485714286,2.486782059,-0.001067773,0.000747441,0.195646587,1081.904353,0.001030616,44.19896938,5.63E-05,7.799943688,0.035297692,265.2647023,0.232031207,1453.767969,8722.607813,0.304800448,2197.4952,5.217344318,15.65203295,15.65203295,15.65203295,2.363310052,1.590248884,1.020755608,0.016131233,0.000881398,0.552480645,9.541493302,6.124533648,0.096787396,0.00528839,3.314883868,1.173879521,0.006183695,0.000337872,0.211786154,1.392187243,8724,7NB,9.541493302
97,2032,7NB,7,NB,AM-Early,1,OP,AM,2.9,70,8000,1,6,70,3600,1,5,0.5,0,6772,111.8,45.5,357.7,26,1.300555644,3.6,1.8,0.387931034,0.387931034,3.246,0.715,6772,111.8,45.5,357.7,26,7313,8395,1.1,1.049375,8395,0,1,0,5417.6,89.44,36.4,286.16,20.8,5850.4,1.799998951,5.399996854,5.399996854,5.399996854,5.399996854,0.167203828,0.166713248,0.166698094,0.16676948,51.29771777,153.8931533,153.8931533,153.8931533,44.60589451,69.80375978,2.790993384,2.492702407,3.900829743,-1.408127336,0.99058082,905.8434602,5866.15654,14.91083286,96.88916714,6.06781062,39.43218938,47.72275449,309.9772455,974.5448582,6338.455142,6338.455142,1111.947654,7283.052346,5.219996959,15.65999088,15.65999088,15.65999088,2.053783974,5804.363373,4728.500108,233.5035066,95.02185894,747.3378998,5804.363373,4728.500108,233.5035066,95.02185894,747.3378998,905.8434602,14.91083286,6.06781062,47.72275449,974.5448582,7313,7NB,5804.363373
98,2032,7NB,7,NB,AM-Peak,1,Peak,AM,2.9,70,8000,1,6,70,3600,1,5,0.5,0,6453.4,189.9,66.3,316,13,1.300555644,3.6,1.8,0.387931034,0.387931034,3.246,0.715,6776.07,199.395,69.615,331.8,13.65,7390.53,8209,1.1,1.026125,8209,0,1,0,5420.856,159.516,55.692,265.44,10.92,5912.424,1.799999879,5.399999637,5.399999637,5.399999637,5.399999637,0.186494169,0.186081164,0.186055132,0.186107713,48.62775325,145.8832598,145.8832598,145.8832598,49.21174923,69.60555878,3.703691713,2.499800347,3.535741011,-1.035940664,0.735018708,1010.958034,5765.111966,29.682923,169.712077,10.36178242,59.25321758,49.40043137,282.3995686,1100.403171,6290.126829,6290.126829,1279.293444,7340.156556,5.219999649,15.65999895,15.65999895,15.65999895,2.092622146,6677.91133,5277.200582,464.834543,162.2655018,773.6107033,6677.91133,5277.200582,464.834543,162.2655018,773.6107033,1010.958034,29.682923,10.36178242,49.40043137,1100.403171,7390.53,7NB,6677.91133
99,2032,7NB,7,NB,AM-Shoulder,3,OP,AM,2.9,70,8000,1,6,70,3600,1,5,0.5,0,5444.1,275.7,75.4,469.5,23.4,1.300555644,3.6,1.8,0.387931034,0.387931034,3.246,0.715,5444.1,275.7,75.4,469.5,23.4,6288.1,7976.1,1.1,0.9970125,7976.1,0,1,0,4355.28,220.56,60.32,375.6,18.72,5030.48,1.799999494,5.399998483,5.399998483,5.399998483,5.399998483,0.146321347,0.145932925,0.145882369,0.14598184,54.59018076,163.7705423,163.7705423,163.7705423,47.65388017,69.92180889,2.897934312,2.488493973,3.651329113,-1.16283514,0.815930379,637.2704351,4806.829565,32.18696604,243.513034,8.79962452,66.60037548,54.83077918,414.6692208,733.0878049,5555.012195,16665.03659,924.7225443,7051.377456,5.219998534,15.6599956,15.6599956,15.6599956,2.270533081,4827.050326,3326.550737,504.0477466,137.8020813,858.6497608,14481.15098,9979.652211,1512.14324,413.4062439,2575.949282,1911.811305,96.56089812,26.39887356,164.4923375,2199.263415,18864.3,7NB,14481.15098
100,2032,7NB,7,NB,MD,4,OP,MD,2.9,70,8000,1,6,70,3600,1,5,0.5,0,5474,278.3,101.4,564.4,27.3,1.300555644,3.6,1.8,0.387931034,0.387931034,3.249,0.708,5474,278.3,101.4,564.4,27.3,6445.4,8388.2,1.1,1.048525,8388.2,0,1,0,4379.2,222.64,81.12,451.52,21.84,5156.32,1.799999782,5.399999347,5.399999347,5.399999347,5.399999347,0.166406797,0.16605409,0.166013737,0.16611935,51.20579489,153.6173847,153.6173847,153.6173847,44.6047156,69.80974708,2.7999231,2.492488618,3.900932842,-1.408444225,0.990652989,728.7286441,4745.271356,36.97028253,241.3297175,13.46703438,87.93296562,75.00620883,489.3937912,854.1721698,5591.22783,22364.91132,1105.059221,7283.140779,5.219999369,15.65999811,15.65999811,15.65999811,2.328694879,5768.408438,3803.963062,578.9545544,210.8937328,1174.597088,23073.63375,15215.85225,2315.818217,843.5749313,4698.388353,2914.914576,147.8811301,53.86813751,300.0248353,3416.688679,25781.6,7NB,23073.63375
101,2032,7NB,7,NB,PM-Shoulder,2,OP,PM,2.9,70,8000,1,6,70,3600,1,5,0.5,0,6247.9,247.1,70.2,430.5,11.7,1.300555644,3.6,1.8,0.387931034,0.387931034,3.399,0.592,6247.9,247.1,70.2,430.5,11.7,7007.4,8526.4,1.1,1.0658,8526.4,0,1,0,4998.32,197.68,56.16,344.4,9.36,5605.92,1.799999084,5.399997251,5.399997251,5.399997251,5.399997251,0.178172889,0.177823185,0.177789475,0.177858131,51.7245788,155.1737364,155.1737364,155.1737364,44.15720511,69.70133395,2.684445401,2.496365423,3.940466784,-1.444101361,1.018326749,890.5651166,5357.334883,35.15208716,211.9479128,9.984656923,60.21534308,61.25434049,369.2456595,996.9562012,6010.443799,12020.8876,1209.73837,7316.66163,5.219997343,15.65999203,15.65999203,15.65999203,2.184176151,6314.831079,4648.747542,550.4814047,156.3596478,959.2424837,12629.66216,9297.495085,1100.962809,312.7192956,1918.484967,1781.130233,70.30417432,19.96931385,122.508681,1993.912402,14014.8,7NB,12629.66216
102,2032,7NB,7,NB,PM-Peak,2,Peak,PM,2.9,70,8000,1,6,70,3600,1,5,0.5,0,6675.8,191.2,50.7,386.3,13,1.300555644,3.6,1.8,0.387931034,0.387931034,3.399,0.592,7009.59,200.76,53.235,405.615,13.65,7682.85,8599.4,1.1,1.074925,8599.4,0,1,0,5607.672,160.608,42.588,324.492,10.92,6146.28,3.230005313,9.69001594,9.69001594,9.69001594,9.69001594,0.132659938,0.131777866,0.131716941,0.131862483,58.03820462,174.1146139,174.1146139,174.1146139,39.71242113,69.90930628,5.011479595,2.488939016,4.381500675,-1.892561659,1.327050473,743.9134198,6265.67658,21.16457958,179.5954204,5.609561087,47.62543891,42.78832093,362.8266791,813.4758814,6869.374119,13738.74824,952.6008047,8076.769195,9.367015409,28.10104623,28.10104623,28.10104623,3.782417808,8923.026416,6968.248467,594.7468292,157.6345354,1202.396585,17846.05283,13936.49693,1189.493658,315.2690708,2404.793169,1487.82684,42.32915916,11.21912217,85.57664187,1626.951763,15365.7,7NB,17846.05283
103,2032,7NB,7,NB,PM-Late,5,OP,PM,2.9,70,8000,1,6,70,3600,1,5,0.5,0,3588.2,61.1,13,314.7,33.8,1.300555644,3.6,1.8,0.387931034,0.387931034,3.399,0.592,3588.2,61.1,13,314.7,33.8,4010.8,4856,1.1,0.607,4856,0,1,0,2870.56,48.88,10.4,251.76,27.04,3208.64,0.692524282,2.077572846,2.077572846,2.077572846,2.077572846,0.149831713,0.149727543,0.149723126,0.149750826,55.32777313,165.9833194,165.9833194,165.9833194,68.38258798,69.99304532,1.751527055,2.485961272,2.544507383,-0.058546111,0.041155168,430.1009223,3158.099078,7.318682299,53.7813177,1.557120515,11.44287949,37.70126796,276.998732,476.677993,3534.122007,17670.61003,569.8321346,4286.167865,2.008320418,6.024961253,6.024961253,6.024961253,0.827859888,1144.40551,863.7804638,44.09477728,9.381590768,227.1486786,5722.027552,4318.902319,220.4738864,46.90795384,1135.743393,2150.504611,36.5934115,7.785602574,188.5063398,2383.389965,20054,7NB,5722.027552
104,2032,7SB,7,SB,Night,6,OP,NT,2.9,70,8000,1,6,70,3600,1,5,0.5,0,1164,31.2,5.2,266.6,33.8,1.300555644,3.6,1.8,0.387931034,0.387931034,3.402,0.708,1164,31.2,5.2,266.6,33.8,1500.8,2174.4,1.1,0.2718,2174.4,0,1,0,931.2,24.96,4.16,213.28,27.04,1200.64,1.799943279,5.399829838,5.399829838,5.399829838,5.399829838,0.387931032,0.387931019,0.387931033,0.387931025,-1084697.016,-3254091.049,-3254091.049,-3254091.049,69.99656061,69.98724368,0,2.486167348,2.485836425,0.000330923,8.55E-05,361.2413774,802.7586226,9.682758226,21.51724177,1.613793097,3.586206903,82.73792902,183.862071,455.2758577,1045.524142,6273.144854,643.3448184,1531.055182,5.21983551,15.65950653,15.65950653,15.65950653,2.543478119,3358.154128,1885.620569,151.6272157,25.27120354,1295.63514,20148.92477,11313.72342,909.763294,151.6272213,7773.810839,2167.448264,58.09654936,9.682758583,496.4275741,2731.655146,9004.8,7SB,20148.92477
105,2032,7SB,7,SB,AM-Early,1,OP,AM,2.9,70,8000,1,6,70,3600,1,5,0.5,0,3170.8,98.8,70.2,359,33.8,1.300555644,3.6,1.8,0.387931034,0.387931034,3.246,0.715,3170.8,98.8,70.2,359,33.8,3732.6,4856.2,1.1,0.607025,4856.2,0,1,0,2536.64,79.04,56.16,287.2,27.04,2986.08,0.730191144,2.190573433,2.190573433,2.190573433,2.190573433,0.138963325,0.138854045,0.138850782,0.138883725,55.82134067,167.464022,167.464022,167.464022,68.28855692,69.99522798,1.828924108,2.485883753,2.548011085,-0.062127332,0.043607759,352.4999298,2818.30007,10.97502369,87.82497631,7.797859924,62.40214008,39.88740588,319.1125941,411.1602193,3321.439781,3321.439781,528.4807983,4327.719202,2.117554319,6.352662956,6.352662956,6.352662956,0.938544102,1119.086797,746.4377488,69.72062642,49.53717588,253.3912458,1119.086797,746.4377488,69.72062642,49.53717588,253.3912458,352.4999298,10.97502369,7.797859924,39.88740588,411.1602193,3732.6,7SB,1119.086797
106,2032,7SB,7,SB,AM-Peak,1,Peak,AM,2.9,70,8000,1,6,70,3600,1,5,0.5,0,5303.7,208.1,75.4,336.8,32.5,1.300555644,3.6,1.8,0.387931034,0.387931034,3.246,0.715,5568.885,218.505,79.17,353.64,34.125,6254.325,7262.1,1.1,0.9077625,7262.1,0,1,0,4455.108,174.804,63.336,282.912,27.3,5003.46,1.799999985,5.399999954,5.399999954,5.399999954,5.399999954,0.152024477,0.151624575,0.15159055,0.151657573,53.63749194,160.9124758,160.9124758,160.9124758,56.0192976,69.92610456,3.911337121,2.488341101,3.106072505,-0.617731404,0.434250753,677.2854625,4891.599537,26.50458215,192.0004178,9.601139084,69.56886092,42.90574735,310.7342527,756.2969311,5498.028069,5498.028069,914.3198683,6710.885132,5.219999956,15.65999987,15.65999987,15.65999987,2.176097352,4772.749672,3535.430084,415.061753,150.3538368,671.9039978,4772.749672,3535.430084,415.061753,150.3538368,671.9039978,677.2854625,26.50458215,9.601139084,42.90574735,756.2969311,6254.325,7SB,4772.749672
107,2032,7SB,7,SB,AM-Shoulder,3,OP,AM,2.9,70,8000,1,6,70,3600,1,5,0.5,0,4644.3,279.6,85.8,500.7,36.4,1.300555644,3.6,1.8,0.387931034,0.387931034,3.246,0.715,4644.3,279.6,85.8,500.7,36.4,5546.8,7351.8,1.1,0.918975,7351.8,0,1,0,3715.44,223.68,68.64,400.56,29.12,4437.44,1.619547804,4.858643411,4.858643411,4.858643411,4.858643411,0.130806062,0.130490951,0.130442805,0.130545877,57.39439435,172.1831831,172.1831831,172.1831831,53.28355963,69.97117616,2.848730942,2.486738248,3.265547595,-0.778809347,0.545883316,486.0020753,4158.297925,29.18821587,250.4117841,8.953594102,76.8464059,52.29145636,448.4085436,576.4353417,4970.364658,14911.09398,757.3018743,6594.498126,4.696688631,14.09006589,14.09006589,14.09006589,2.127708866,3556.811103,2282.600422,411.2638849,126.1567309,736.7900657,10670.43331,6847.801265,1233.791655,378.4701926,2210.370197,1458.006226,87.56464761,26.86078231,156.8743691,1729.306025,16640.4,7SB,10670.43331
108,2032,7SB,7,SB,MD,4,OP,MD,2.9,70,8000,1,6,70,3600,1,5,0.5,0,5423.3,248.4,92.3,593.1,23.4,1.300555644,3.6,1.8,0.387931034,0.387931034,3.249,0.708,5423.3,248.4,92.3,593.1,23.4,6380.5,8294.9,1.1,1.0368625,8294.9,0,1,0,4338.64,198.72,73.84,474.48,18.72,5104.4,1.799997671,5.399993013,5.399993013,5.399993013,5.399993013,0.16156892,0.161205513,0.161169134,0.16128585,51.92210213,155.7663064,155.7663064,155.7663064,45.27789674,69.8436827,2.825578222,2.491277569,3.842934689,-1.35165712,0.950054282,700.9893804,4722.31062,32.03475945,216.3652406,11.90072885,80.39927115,76.5269101,516.5730899,821.4517787,5559.048221,22236.19289,1062.376576,7232.523424,5.219993246,15.65997974,15.65997974,15.65997974,2.327921627,5545.598549,3659.159831,501.6636838,186.3651726,1198.409861,22182.39419,14636.63932,2006.654735,745.4606904,4793.639446,2803.957521,128.1390378,47.60291539,306.1076404,3285.807115,25522,7SB,22182.39419
