,Year,SegDir,Segment,Direction,Period,Hours/Day,Peak,4Periods,Length,Speed GP,Capacity GP,Alpha GP,Beta GP,Speed ML,Capacity ML,Alpha ML,Beta ML,MinToll,MinCapture,AADT lights,AADT mediumA,MaxToll,Soft Cap,MaxCapture,MaxCap_aux,B1,B2,TotalLights,TotalHeavies,TotalVeh,Corridor PCE pre-fix,Suppressed ratio ref,Suppressed ratio,Corridor PCE,Suppressed Demand,PCE ratio,HOV3,InScopeLights,InScopeHeavies,InScopeVeh,TollLights,TollHeavies,CaptureRateLights,CaptureRateHeavies,VOT Lights,VOT Heavies,Speed GP real,Speed ML real,Bounus Seg,Time ML,Time GP,Time Savings,BonusRel,MLVeh_Lights,GPVeh_Lights,MLVeh_Heavies,GPVeh_Heavies,MLVeh,GPVeh,GPVehDay,ML PCE,GP PCE,TollLightsPerSeg,TollHeaviesPerSeg,TollBlend,RevenuePerHour,RevenuePerDay,TransactionsDay_Lights,TransactionsDay_Heavies,TransactionsDay,TotalVeh_hours
31,2032,2SB,2,SB,PM-Late,3,OP,NT,2,70,9000.0,1,6,70,3600,1,5,0.5,0,4930.6,39.8,3.6,1.8,0.2857142857142857,0.2857142857142857,3.402,0.708,4930.6,39.8,4970.400000000001,5089.8,1.1,0.5655333333333333,5089.8,0.0,1.0,0.0,4536.152000000001,36.616,4572.768000000001,0.8395097773146113,3.916121024008138,0.11066193814037514,0.19261793218502515,71.41358659264775,333.1280414027717,68.83607057407983,69.99515027560304,1.1499134659782748,1.7144044912755372,1.7432720810357516,-0.028867589760214418,0.02029045672502606,501.9793720193391,4428.620627980661,7.052898204886881,32.74710179511312,509.032270224226,4461.367729775774,13384.103189327321,523.1380666339998,4526.861933366001,1.6790195546292226,7.832242048016276,0.882137774021738,898.0731875216611,2694.2195625649833,1505.9381160580174,21.158694614660643,1527.096810672678,14911.2
176,2040,2NB,2,NB,Night,8,OP,NT,2,70,9000.0,1,6,70,3600,1,5,0.5,0,2362.1,37.5,4.2,2.1,0.2857142857142857,0.2857142857142857,3.506,0.708,2362.1,37.5,2399.6,2512.1,1.15,0.2791222222222222,2512.1,0.0,1.0,0.0,2173.132,34.5,2207.632,2.0999230309473886,8.32769028400313,0.00045635044877788026,2.8853683383843214e-05,155789.4193244154,617815.9935095868,69.96699143364539,70.0,0.0,1.7142857142857142,1.715094468708211,-0.0008087544224968379,0.000566128095747874,0.9917097634535725,2361.1082902365465,0.0009954520767425908,37.499004547923256,0.9927052155303151,2398.6072947844696,19188.858358275756,0.9946961196838003,2473.605303880316,4.199846061894777,16.65538056800626,2.1061680307202693,4.181607977758448,33.452863822067584,7.93367810762858,0.007963616613940726,7.941641724242521,19196.8
177,2040,2NB,2,NB,AM-Early,1,OP,AM,2,70,7200.0,1,6,70,3600,1,5,0.5,0,9593.4,138.5,4.2,2.1,0.3333333333333333,0.3333333333333333,3.35,0.715,9593.4,138.5,9731.9,10147.4,1.15,1.409361111111111,10147.4,0.0,1.0,0.0,8825.928,127.42,8953.348,3.6245407303038166,16.799996314871546,0.2167147136059629,0.3333329244692338,50.11032852958287,232.26482947080274,23.529447007752776,65.74056587634058,1.7331534438617848,1.8253569679598223,5.099992361081028,-3.2746353931212053,2.36999465275672,1912.7084588268488,7680.691541173151,42.47328123586977,96.02671876413024,1955.1817400627185,7776.718259937281,7776.718259937281,2040.128302534458,7968.771697465541,7.249081460607633,33.59999262974309,3.91075700318907,15292.481364915337,15292.481364915337,1912.7084588268488,42.47328123586977,1955.1817400627185,9731.9
178,2040,2NB,2,NB,AM-Peak,2,Peak,AM,2,70,6300.0,1,6,70,3600,1,5,0.5,0,7868.2,179.2,4.2,2.1,0.36363636363636365,0.36363636363636365,3.35,0.715,8261.61,188.16,8449.77,8585.0,1.15,1.3626984126984127,8585.0,0.0,1.0,0.0,7600.681200000001,173.1072,7773.7884,1.7999999843097445,8.399999998548475,0.2800158353530103,0.36363636353411266,45.195348600156414,210.91162860276057,36.59603437531083,62.14938880337246,1.618821974327318,1.9308315384991903,3.2790438103030333,-1.348212271803843,1.0953306672121232,2128.311095469921,6133.29890453008,62.94807270957235,125.21192729042764,2191.2591681794934,6258.5108318205075,12517.021663641015,2317.155313598638,6508.934686401363,3.599999968619489,16.79999999709695,1.9895974937292449,8719.4474982423,17438.8949964846,4256.622190939842,125.8961454191447,4382.518336358987,16899.54
179,2040,2NB,2,NB,AM-Shoulder,1,OP,AM,2,70,9000.0,1,6,70,3600,1,5,0.5,0,7324.1,307.9,4.2,2.1,0.2857142857142857,0.2857142857142857,3.35,0.715,7324.1,307.9,7632.0,8555.7,1.15,0.9506333333333334,8555.7,0.0,1.0,0.0,6738.1720000000005,283.268,7021.4400000000005,2.099896797931916,8.399988686599611,0.09795794899453471,0.23292847612728093,72.02726457222234,288.12282971679696,51.028822310129925,69.92212102692224,1.8921820971085788,1.7161950787190248,2.351612178519322,-0.635417099800297,0.4461285249635251,660.0575090924019,6664.042490907598,65.98118357562261,241.91881642437738,726.0386926680245,6905.961307331976,6905.961307331976,858.0010598192698,7389.79894018073,4.199793595863832,16.799977373199223,2.6724386247619965,3880.587690715466,3880.587690715466,660.0575090924019,65.98118357562261,726.0386926680245,7632.0
180,2040,2NB,2,NB,MD,5,OP,MD,2,70,9000.0,1,6,70,3600,1,5,0.5,0,7876.4,228.1,4.2,2.1,0.2857142857142857,0.2857142857142857,3.353,0.708,7876.4,228.1,8104.5,8788.8,1.15,0.9765333333333333,8788.8,0.0,1.0,0.0,7246.288,209.852,7456.14,2.0999699012024964,8.399921044325517,0.10803565632725477,0.2522913696119058,68.7898346203273,275.16069593763206,49.23146084936423,69.88748744959021,1.8871413123561767,1.7170455596440766,2.4374657572557012,-0.7204201976116247,0.5062260300789909,782.8574800163103,7093.542519983689,52.94384849579765,175.15615150420234,835.801328512108,7268.698671487891,36343.49335743945,941.6890255037033,7619.010974496296,4.199939802404993,16.799842088651033,2.49904040692448,4177.402584225838,20887.01292112919,3914.287400081552,264.71924247898824,4179.00664256054,40522.5
181,2040,2NB,2,NB,PM-Shoulder,1,OP,PM,2,70,9000.0,1,6,70,3600,1,5,0.5,0,7821.0,174.3,4.2,2.1,0.2857142857142857,0.2857142857142857,3.502,0.592,7821.0,174.3,7995.3,8518.2,1.15,0.9464666666666668,8518.2,0.0,1.0,0.0,7195.320000000001,160.35600000000002,7355.676,1.973151995419881,8.399989036844742,0.10737439662318339,0.2535236378670522,69.27021646881383,294.89317613064986,51.55561875078535,69.91727894318227,1.8648773287392502,1.7163139328908532,2.3275833538157666,-0.6112694209249134,0.4293083476710368,772.593143510724,7048.406856489276,40.65403647380902,133.645963526191,813.247179984533,7182.052820015467,7182.052820015467,894.555252932151,7449.344747067849,3.946303990839762,16.799978073689484,2.2944280771866596,3731.874326898771,3731.874326898771,772.593143510724,40.65403647380902,813.247179984533,7995.3
182,2040,2NB,2,NB,PM-Peak,3,Peak,PM,2,70,9000.0,1,6,70,3600,1,5,0.5,0,7633.6,128.7,4.2,2.1,0.2857142857142857,0.2857142857142857,3.502,0.592,8015.280000000001,135.135,8150.415000000001,8148.400000000001,1.15,0.9053777777777778,8148.400000000001,0.0,1.0,0.0,7374.057600000001,124.32419999999999,7498.381800000001,1.961172144916468,8.399968575828924,0.12868187632545897,0.28571423862290585,64.9754672900596,278.298814742521,56.795299318140096,69.82152174046412,2.405514885341298,1.71866778335276,2.112850912675315,-0.3941831293225553,0.27899563887272066,948.9075681000108,7066.37243189999,35.52119414540187,99.61380585459813,984.4287622454127,7165.986237754589,21497.958713263768,1055.4711505362166,7365.213849463785,3.922344289832936,16.799937151657847,2.1935035708730624,4318.696010510924,12956.08803153277,2846.7227043000325,106.56358243620562,2953.2862867362383,24451.245000000003
183,2040,2NB,2,NB,PM-Late,3,OP,NT,2,70,9000.0,1,6,70,3600,1,5,0.5,0,6037.2,57.0,4.2,2.1,0.2857142857142857,0.2857142857142857,3.506,0.708,6037.2,57.0,6094.2,6265.2,1.15,0.6961333333333333,6265.2,0.0,1.0,0.0,5554.224,52.440000000000005,5606.664,1.246941521072194,5.807224340263961,0.10918088261330089,0.19091333630516605,79.72323102741359,371.2850040543952,66.08713390179119,69.98693178410765,1.4231417920306753,1.7146058119845897,1.815784600045238,-0.10117878806064828,0.07104922003166661,606.4150785519786,5430.784921448021,10.011495355842909,46.98850464415709,616.4265739078215,5477.773426092178,16433.320278276533,636.4495646195073,5571.7504353804925,2.493883042144388,11.614448680527921,1.3210058982391908,1628.6062799272174,4885.818839781652,1819.2452356559356,30.034486067528725,1849.2797217234643,18282.6
184,2040,2SB,2,SB,Night,8,OP,NT,2,70,9000.0,1,6,70,3600,1,5,0.5,0,2228.5,40.7,4.2,2.1,0.2857142857142857,0.2857142857142857,3.506,0.708,2228.5,40.7,2269.2,2391.3,1.15,0.26570000000000005,2391.3,0.0,1.0,0.0,2050.2200000000003,37.444,2087.6639999999998,2.099878822867175,8.375356218884669,0.0004305324462721638,3.163927383639459e-05,209353.46150671158,835005.2377694645,69.97543437968446,70.0,0.0,1.7142857142857142,1.7148875325143944,-0.0006018182286802176,0.0004212727600760649,0.8826862319961158,2227.617313768004,0.0011847009695299593,40.69881529903047,0.8838709329656458,2268.3161290670346,18146.529032536277,0.8862403349047058,2349.7137596650955,4.19975764573435,16.750712437769337,2.1082901914030545,3.726912836875475,29.8153026950038,7.061489855968927,0.009477607756239674,7.070967463725166,18153.6
