,Year,Total Revenue,Var Total Revenue (%),Base Revenues,Var Base Revenues (%),Dev Revenues,Var Dev Revenues (%),TDOT Revenues,Var TDOT Revenues (%),Total Transactions,Var Total Transactions (%),AADT,Var AADT (%),Toll/AADT/mi,Var Toll/AADT/mi (%),Capture,Var Capture (%),Corridor PCE,Var Corridor PCE (%)
0,2025,41382356.63,,41382356.63,,0,,0,,16593653.96,,21716.111,,0.87,,0.13,,195948.306,
1,2026,47167562.32,0.14,47167562.32,0.14,0,,0,,17437023.16,0.051,22815.436,0.051,0.944,0.085,0.133,0.023,201259.486,0.027
2,2027,53761533.09,0.14,53761533.09,0.14,0,,0,,18323256.43,0.051,23970.412,0.051,1.024,0.085,0.136,0.023,206714.625,0.027
3,2028,61277333.36,0.14,61277333.36,0.14,0,,0,,19254532.33,0.051,25183.855,0.051,1.111,0.085,0.139,0.022,212317.626,0.027
4,2029,69843833.84,0.14,69843833.84,0.14,0,,0,,20233140.14,0.051,26458.726,0.051,1.205,0.085,0.142,0.022,218072.496,0.027
5,2030,79607921.19,0.14,79607921.19,0.14,0,,0,,21261485.5,0.051,27798.134,0.051,1.308,0.085,0.146,0.028,223983.352,0.027
6,2031,90737016.69,0.14,90737016.69,0.14,0,,0,,22342096.32,0.051,29205.347,0.051,1.419,0.085,0.149,0.021,230054.422,0.027
7,2032,103421946.9,0.14,103421946.9,0.14,0,,0,,23477628.96,0.051,30683.796,0.051,1.539,0.085,0.152,0.02,236290.048,0.027
8,2033,113398780.2,0.096,112375104.1,0.087,0,,0,,23776922.59,0.013,31012.68,0.011,1.67,0.085,0.152,0,239489.15,0.014
9,2034,124338051.5,0.096,122103329,0.087,0,,0,,24080031.62,0.013,31345.09,0.011,1.811,0.084,0.152,0,242731.564,0.014
10,2035,136332604.5,0.096,132673718.9,0.087,0,,0,,24387004.7,0.013,31681.063,0.011,1.965,0.085,0.151,-0.007,246017.877,0.014
11,2036,149484239.3,0.096,144159179.1,0.087,0,,0,,24697891.09,0.013,32020.637,0.011,2.132,0.085,0.151,0,249348.683,0.014
12,2037,163904576.4,0.096,156638926.6,0.087,0,,0,,25012740.66,0.013,32363.85,0.011,2.313,0.085,0.15,-0.007,252724.584,0.014
13,2038,179716004.2,0.096,170199036.2,0.087,0,,0,,25331603.95,0.013,32710.743,0.011,2.509,0.085,0.15,0,256146.191,0.014
14,2039,197052717.3,0.096,184933033.8,0.087,0,,0,,25654532.11,0.013,33061.353,0.011,2.722,0.085,0.15,0,259614.123,0.014
15,2040,216061855.9,0.096,200942542.1,0.087,7559656.929,inf,7559656.929,inf,25981576.98,0.013,33415.722,0.011,2.952,0.084,0.149,-0.007,263129.007,0.014
16,2041,234267703.9,0.084,215455826.7,0.072,8948000.07,0.184,8948000.092,0.184,26988960.48,0.039,34783.642,0.041,3.075,0.042,0.153,0.027,266426.3,0.013
17,2042,254007616.7,0.084,231017348.5,0.072,10591314.66,0.184,10591314.71,0.184,28035403.25,0.039,36207.561,0.041,3.203,0.042,0.158,0.033,269764.911,0.013
18,2043,275410858,0.084,247702817.5,0.072,12536426.61,0.184,12536426.7,0.184,29122419.74,0.039,37689.769,0.041,3.337,0.042,0.162,0.025,273145.358,0.013
19,2044,298617583.6,0.084,265593411.8,0.072,14838761.5,0.184,14838761.65,0.184,30251583.11,0.039,39232.654,0.041,3.476,0.042,0.167,0.031,276568.167,0.013
20,2045,323779759,0.084,284776173,0.072,17563923.9,0.184,17563924.11,0.184,31424527.53,0.039,40838.699,0.041,3.62,0.041,0.171,0.024,280033.867,0.013
21,2046,351062154.8,0.084,305344429.1,0.072,20789566.74,0.184,20789567.04,0.184,32642950.51,0.039,42510.489,0.041,3.771,0.042,0.176,0.029,283542.995,0.013
22,2047,380643425.3,0.084,327398249,0.072,24607604.07,0.184,24607604.49,0.184,33908615.4,0.039,44250.717,0.041,3.928,0.042,0.181,0.028,287096.097,0.013
23,2048,412717278.8,0.084,351044929,0.072,29126830.1,0.184,29126830.66,0.184,35223353.9,0.039,46062.184,0.041,4.091,0.041,0.186,0.028,290693.724,0.013
24,2049,447493745.9,0.084,376399515.1,0.072,34476019.24,0.184,34476019.99,0.184,36589068.75,0.039,47947.806,0.041,4.262,0.042,0.191,0.027,294336.432,0.013
25,2050,485200554.7,0.084,403585362.6,0.072,40807595.57,0.184,40807596.55,0.184,38007736.45,0.039,49910.618,0.041,4.439,0.042,0.197,0.031,298024.788,0.013
