Year,Direction,Segment,Night,AM-Early,AM-Peak,AM-Shoulder,MD,PM-Shoulder,PM-Peak,PM-Late
2032,NB,1,69.99999989077739,69.97508115194358,69.9804089880873,69.96577235357313,69.96626033352817,69.91288700947592,62.574565309368616,69.97340633403576
2032,NB,10,69.99979481328829,69.9854724793053,69.98224975581843,69.98684136159231,69.9925665792718,69.98693408371386,69.97840809956655,69.99449708832378
2032,NB,2,69.99999997967062,68.93356277779422,54.08797401849735,68.84419413606948,69.7977714900673,68.3856316494242,62.13748866747506,69.99020168446268
2032,NB,3,69.99999998480473,69.83177639536322,64.1963396925593,69.82467266122406,69.38293105743126,68.75936230303687,65.9593289149471,69.99991325538087
2032,NB,4,70.0,69.96879903268199,69.91753122306206,69.95597679737439,69.95797641351612,68.92993981781791,58.286263703770544,69.9924951054668
2032,NB,5,69.99961199267698,69.98046853114562,69.97727744618948,69.96087620440599,69.9696543975868,66.21700708996381,50.59837871608868,69.9898245373162
2032,NB,6,69.99960764847441,69.96109448953996,69.85203273582763,69.95541071497559,69.95590095079861,68.5785733999599,63.95523039504056,69.98921077442469
2032,NB,7,69.99964421533772,69.9723083070782,69.97290855980893,69.97491214042442,69.97107110819825,69.94566643204162,61.008899149648094,69.98978306725034
2032,NB,8,69.99967940606307,69.97364788175668,69.97665297336174,69.98242921882888,69.9784751860643,69.96338144676352,67.29194681378105,69.99151470789343
2032,NB,9,69.99984641371996,69.98148528662276,69.98102921861131,69.98426596538177,69.98617786675425,69.9748428100702,69.59660651986235,69.99334400706738
2032,SB,1,69.9999997424439,69.98731035780729,63.571046898957064,69.2986246486922,68.76056050316849,67.42736702057297,63.1259942982547,69.97691951023984
2032,SB,10,69.99987995670038,69.99785890204635,69.9818317049131,69.99080210034393,69.991050742506,69.95909960655831,69.97097073514406,69.98914932145628
2032,SB,2,69.9994774639733,69.99837204569967,69.99756305405958,69.98502444478967,69.94905430637792,62.697934677203236,55.44115063786102,69.98477179523877
2032,SB,3,69.99872586156205,69.97881623216229,59.987575092776,69.68435328249713,69.62362220912021,68.38684396132707,67.54194598538753,69.95317509962184
2032,SB,4,69.99928659142782,69.99424376503367,69.23328636211967,69.97683835435963,69.97724822896444,69.1749173249909,68.91758113587335,69.99332941295545
2032,SB,5,69.99948938735335,69.99511881325974,66.99452428126787,69.97244956628347,69.96744250540895,69.93867650857955,69.964418057712,69.98296310033759
2032,SB,6,69.99953779084942,69.99469091964569,67.32052256496902,69.94213381701314,69.91954275135305,69.94601587497299,69.70011020939735,69.97828570540818
