,Year,Total Revenue,Var Total Revenue (%),Base Revenues,Var Base Revenues (%),Dev Revenues,Var Dev Revenues (%),TDOT Revenues,Var TDOT Revenues (%),Total Transactions,Var Total Transactions (%),AADT,Var AADT (%),Toll/AADT/mi,Var Toll/AADT/mi (%),Capture,Var Capture (%)
0,2024.9999999999995,168436318.221,,168436318.221,,0.0,,0.0,,73295440.77,,24809.503,,1.094,,0.158,
1,2026.0,188400525.138,0.119,187245386.732,0.112,0.0,,0.0,,76273828.712,0.041,25878.045,0.043,1.173,0.072,0.161,0.019
2,2026.9999999999995,210731024.324,0.119,208154839.899,0.112,0.0,,0.0,,79373244.574,0.041,26992.609,0.043,1.258,0.072,0.163,0.012
3,2027.999999999999,235708284.679,0.119,231399224.993,0.112,0.0,,0.0,,82598606.372,0.041,28155.177,0.043,1.349,0.072,0.166,0.018
4,2029.0,263646018.162,0.119,257239280.88,0.112,0.0,,0.0,,85955031.965,0.041,29367.817,0.043,1.447,0.073,0.168,0.012
5,2030.0,294895119.988,0.119,285964862.803,0.112,0.0,,0.0,,89447847.181,0.041,30632.685,0.043,1.551,0.072,0.171,0.018
6,2031.0000000000007,329848075.837,0.119,317898193.767,0.112,0.0,,0.0,,93082594.264,0.041,31952.03,0.043,1.664,0.073,0.173,0.012
7,2032.0000000000005,368943891.435,0.119,353397479.012,0.112,7773206.211,inf,7773206.211,inf,96865040.668,0.041,33328.2,0.043,1.784,0.072,0.176,0.017
8,2033.0000000000007,402091612.121,0.09,382352156.046,0.082,9394612.54,0.209,9394612.54,0.209,100057423.714,0.033,34486.324,0.035,1.879,0.053,0.18,0.023
9,2034.0000000000002,438217485.887,0.09,413679157.083,0.082,11354226.607,0.209,11354226.607,0.209,103355018.19,0.033,35684.692,0.035,1.979,0.053,0.184,0.022
10,2034.9999999999993,477589084.548,0.09,447572852.144,0.082,13722594.868,0.209,13722594.868,0.209,106761291.552,0.033,36924.702,0.035,2.084,0.053,0.188,0.022
11,2035.9999999999998,520498019.876,0.09,484243536.438,0.082,16584979.008,0.209,16584979.008,0.209,110279825.532,0.033,38207.802,0.035,2.195,0.053,0.192,0.021
12,2036.999999999999,567262103.47,0.09,523918735.148,0.082,20044425.367,0.209,20044425.367,0.209,113914319.906,0.033,39535.488,0.035,2.312,0.053,0.196,0.021
13,2038.0000000000005,618227700.673,0.09,566844615.125,0.082,24225474.637,0.209,24225474.637,0.209,117668596.382,0.033,40909.309,0.035,2.435,0.053,0.201,0.026
14,2038.999999999999,673772295.985,0.09,613287512.243,0.082,29278645.34,0.209,29278645.34,0.209,121546602.621,0.033,42330.87,0.035,2.565,0.053,0.205,0.02
15,2039.9999999999998,734307288.952,0.09,663535583.893,0.082,35385852.53,0.209,35385852.53,0.209,125552416.388,0.033,43801.829,0.035,2.702,0.053,0.21,0.024
16,2041.0000000000002,777381020.336,0.059,695607608.161,0.048,39892463.268,0.127,39892463.268,0.127,127237701.266,0.013,44351.248,0.013,2.825,0.046,0.21,0.0
17,2041.9999999999995,822981413.735,0.059,729229835.261,0.048,44973019.211,0.127,44973019.211,0.127,128945607.653,0.013,44907.559,0.013,2.953,0.045,0.21,0.0
18,2043.0,871256680.619,0.059,764477194.32,0.048,50700615.887,0.127,50700615.887,0.127,130676439.196,0.013,45470.848,0.013,3.088,0.046,0.21,0.0
19,2044.0000000000002,922363726.391,0.059,801428236.17,0.048,57157658.001,0.127,57157658.001,0.127,132430503.619,0.013,46041.202,0.013,3.229,0.046,0.21,0.0
20,2044.9999999999993,976468660.369,0.059,840165308.399,0.048,64437045.014,0.127,64437045.014,0.127,134208112.776,0.013,46618.71,0.013,3.376,0.046,0.21,0.0
21,2045.9999999999993,1033747335.678,0.059,880774738.872,0.048,72643507.718,0.127,72643507.718,0.127,136009582.707,0.013,47203.463,0.013,3.529,0.045,0.211,0.005
22,2046.9999999999995,1094385920.812,0.059,923347028.115,0.048,81895115.029,0.127,81895115.029,0.127,137835233.694,0.013,47795.549,0.013,3.69,0.046,0.211,0.0
23,2048.0,1158581504.721,0.059,967977051.0,0.048,92324972.682,0.127,92324972.682,0.127,139685390.319,0.013,48395.063,0.013,3.858,0.046,0.211,0.0
24,2049.000000000001,1226542737.397,0.059,1014764268.181,0.048,104083138.265,0.127,104083138.265,0.127,141560381.519,0.013,49002.097,0.013,4.034,0.046,0.211,0.0
25,2049.999999999999,1298490508.032,0.059,1063812947.749,0.048,117338780.142,0.127,117338780.142,0.127,143460540.649,0.013,49616.744,0.013,4.218,0.046,0.211,0.0
