,Year,Total Revenue,Var Total Revenue (%),Total Transactions,Var Total Transactions (%),AADT,Var AADT (%),Toll/AADT/mi,Var Toll/AADT/mi (%),Capture,Var Capture (%),Segment 8 Revenue,Var Segment 8 Revenue (%),Segment 8 Transactions,Var Segment 8 Transactions (%),Segment 8 AADT,Var Segment 8 AADT (%),Segment 8 Toll/AADT/mi,Var Segment 8 Toll/AADT/mi (%)
0,2032.0000000000005,1129563198.750284,,195124422.144804,,52962.618013,,2.465471,,0.294159,,48998850377.74575,,19347675.220969,,53007.329373,,666.459105,
1,2033.0000000000007,1194282185.161032,0.05729558689797187,196460513.07321,0.006847379296347045,53236.176856,0.005165130676373586,2.593337,0.05186270696349715,0.288095,-0.02061470157295886,52095153681.69967,0.06319134592105025,19363312.606083,0.0008082307013843604,53050.171524,0.0008082307014285472,708.001324,0.062332735329649225
2,2034.0000000000002,1262709283.881622,0.057295586897968986,197805752.722978,0.006847379296351042,53511.148665,0.005165130654362748,2.727834,0.051862523073553435,0.282156,-0.020614727780766673,55387116558.810036,0.06319134592104647,19378962.629812,0.0008082307013979051,53093.048301,0.0008082306949865892,752.132984,0.06233273654160576
3,2034.9999999999993,1335056953.383138,0.05729558689797232,199160203.738872,0.006847379296348821,53787.54074,0.005165130667074802,2.869306,0.051862393386107764,0.276339,-0.020616254837749426,58887103000.84712,0.06319134592104647,19394625.30237,0.0008082307013641543,53135.959733,0.0008082307076573425,799.015491,0.0623327363608881
4,2035.9999999999998,1411549825.069444,0.05729558689797254,200523929.194611,0.00684737929635304,54065.360416,0.005165130663677964,3.018116,0.05186271523497332,0.270641,-0.020619601286825162,62608258296.862175,0.06319134592105025,19410300.633982,0.0008082307014243284,53178.905847,0.0008082307013139722,848.820312,0.06233273517346616
5,2036.999999999999,1492425400.732522,0.0572955868979681,201896992.5958,0.006847379296345268,54344.615067,0.005165130665019113,3.174643,0.051862486398799756,0.265062,-0.02061402374363086,66564558404.413666,0.06319134592105047,19425988.634877,0.0008082307013594914,53221.886671,0.0008082306943970607,901.729605,0.062332736684086454
6,2038.0000000000005,1577934789.968934,0.05729558689797276,203279457.882895,0.0068473792963459346,54625.312105,0.005165130669412932,3.339288,0.05186252438463157,0.259597,-0.02061781771811877,70770862440.62868,0.06319134592104647,19441689.315297,0.00080823070141256,53264.902234,0.0008082307052719173,957.936878,0.06233273554326746
7,2038.999999999999,1668343489.846927,0.05729558689796854,204671389.434176,0.006847379296352152,54907.45898,0.005165130671613616,3.512472,0.051862552735792766,0.254245,-0.02061657106977366,75242968490.24524,0.06319134592104647,19457402.685488,0.0008082307013639323,53307.952563,0.0008082306959069641,1017.647705,0.06233273649999305
8,2039.9999999999998,1763932209.245118,0.05729558689797232,206072852.068742,0.006847379296346379,55191.06318,0.005165130662908579,3.694638,0.05186261983013685,0.249004,-0.020613974709433824,79997672940.23901,0.06319134592105025,19473128.755708,0.0008082307014045664,53351.037687,0.0008082307034598113,1081.08047,0.062332735276006135
9,2041.0000000000002,1842128150.074334,0.044330468268211076,207448281.836857,0.006674483098123796,55641.256534,0.008156997311897118,3.827205,0.03588091715615982,0.245105,-0.015658382997863596,83769161148.96652,0.04714497397374218,19765416.099831,0.015009778232854432,54151.824931,0.01500977822958327,1115.307463,0.03165998642080736
10,2041.9999999999995,1923790553.577182,0.044330468268210854,208832891.887712,0.00667448309812424,56095.122113,0.00815699729431274,3.964528,0.03588075370929955,0.241267,-0.01565859529589353,87718456071.13646,0.047144973973738624,20062090.612169,0.015009778232826454,54964.631814,0.015009778230663073,1150.618082,0.031659986301014964
11,2043.0,2009073089.667212,0.04433046826820708,210226743.494948,0.006674483098119799,56552.689873,0.008156997306793645,4.106778,0.035880689958552425,0.237489,-0.01565900019480493,91853940399.62703,0.04714497397374218,20363218.143145,0.01500977823284999,55789.638748,0.015009778229604365,1187.046635,0.03165998654973334
12,2044.0000000000002,2098136240.517221,0.044330468268211076,211629898.341177,0.006674483098116024,57013.990012,0.008156997307041225,4.254133,0.03588092660474951,0.23377,-0.015659672658523083,96184392029.1531,0.04714497397374218,20668865.531581,0.015009778232862203,56627.028854,0.015009778245427707,1224.628515,0.0316599861301996
13,2044.9999999999993,2191147602.549853,0.044330468268210854,213042418.520712,0.006674483098119799,57479.052974,0.008156997289649581,4.406774,0.03588063654803464,0.230109,-0.015660692133293352,100719002688.0474,0.047144973973738624,20979100.619535,0.015009778232867976,57476.987999,0.015009778231371174,1263.400238,0.031659987110458365
14,2045.9999999999993,2288282201.815655,0.044330468268210854,214464366.542312,0.00667448309812424,57947.909455,0.008156997318868209,4.564893,0.03588089609315093,0.226506,-0.01565779695709424,105467397448.43666,0.04714497397374218,21293992.267358,0.015009778232808912,58339.704842,0.01500977822663585,1303.399472,0.031659986120724515
15,2046.9999999999995,2389722823.351956,0.044330468268210854,215895805.331948,0.006674483098121575,58420.590396,0.008156997300602598,4.728685,0.035880797205980475,0.222959,-0.015659629325492586,110439655156.22153,0.04714497397374218,21613610.368984,0.015009778232893733,59215.370874,0.015009778235449467,1344.665081,0.03165998597243558
16,2048.0,2495660355.14237,0.04433046826820708,217336798.235591,0.006674483098119577,58897.126994,0.008156997297867452,4.898354,0.03588079984181669,0.219468,-0.015657587269408246,115646329824.23065,0.04714497397374218,21938025.867433,0.015009778232818682,60104.180459,0.015009778236316995,1387.23716,0.031659987012037094
