,Year,Total Revenue,Var Total Revenue (%),Base Revenues,Var Base Revenues (%),Dev Revenues,Var Dev Revenues (%),TDOT Revenues,Var TDOT Revenues (%),Total Transactions,Var Total Transactions (%),AADT,Var AADT (%),Toll/AADT/mi,Var Toll/AADT/mi (%),Capture,Var Capture (%)
0,2024.9999999999995,327220420.582,,327220420.582,,0.0,,0.0,,138872994.202,,22028.783,,0.938,,0.16,
1,2026.0,366326819.342,0.12,365922065.392,0.118,0.0,,0.0,,144565322.703,0.041,22889.132,0.039,1.01,0.077,0.161,0.006
2,2026.9999999999995,410106858.033,0.12,409201105.794,0.118,0.0,,0.0,,150490976.653,0.041,23783.084,0.039,1.089,0.078,0.163,0.012
3,2027.999999999999,459119087.453,0.12,457598928.351,0.118,0.0,,0.0,,156659519.935,0.041,24711.949,0.039,1.173,0.077,0.165,0.012
4,2029.0,513988811.294,0.12,511720951.539,0.118,0.0,,0.0,,163080908.451,0.041,25677.091,0.039,1.264,0.078,0.167,0.012
5,2030.0,575416063.838,0.12,572244199.058,0.118,0.0,,0.0,,169765506.19,0.041,26679.928,0.039,1.361,0.077,0.168,0.006
6,2031.0000000000007,644184541.078,0.12,639925768.861,0.118,0.0,,0.0,,176724101.955,0.041,27721.931,0.039,1.467,0.078,0.17,0.012
7,2032.0000000000005,721171599.202,0.12,715612303.849,0.118,2779647.673,inf,2779647.68,inf,183967926.776,0.041,28804.631,0.039,1.58,0.077,0.172,0.012
8,2033.0000000000007,802922103.112,0.113,786281597.064,0.099,4284988.154,0.542,4315587.618,0.553,190472123.186,0.035,29860.522,0.037,1.697,0.074,0.176,0.023
9,2034.0000000000002,893939673.137,0.113,863929737.593,0.099,6605557.84,0.542,6700236.373,0.553,197206275.826,0.035,30955.12,0.037,1.823,0.074,0.18,0.023
10,2034.9999999999993,995274804.506,0.113,949245911.75,0.099,10182850.642,0.542,10402561.929,0.553,204178514.812,0.035,32089.842,0.037,1.958,0.074,0.183,0.017
11,2035.9999999999998,1108097074.39,0.113,1042987365.482,0.099,15697455.04,0.542,16150668.224,0.553,211397257.7,0.035,33266.159,0.037,2.103,0.074,0.188,0.027
12,2036.999999999999,1233708640.782,0.113,1145986125.502,0.099,24198537.657,0.542,25074984.976,0.553,218871219.65,0.035,34485.597,0.037,2.258,0.074,0.192,0.021
13,2038.0000000000005,1373559271.581,0.113,1259156384.159,0.099,37303449.716,0.542,38930579.393,0.553,226609423.945,0.035,35749.736,0.037,2.425,0.074,0.196,0.021
14,2038.999999999999,1529263077.343,0.113,1383502613.588,0.099,57505431.957,0.542,60442309.87,0.553,234621212.888,0.035,37060.214,0.037,2.605,0.074,0.2,0.02
15,2039.9999999999998,1702617140.818,0.113,1520128481.168,0.099,88647959.631,0.542,93840700.018,0.553,242916259.081,0.035,38418.73,0.037,2.798,0.074,0.205,0.025
16,2041.0000000000002,1788945100.26,0.051,1587829235.451,0.045,96767721.758,0.092,102588275.291,0.093,246131395.942,0.013,38971.811,0.014,2.898,0.036,0.205,0.0
17,2041.9999999999995,1879650154.471,0.051,1658545124.434,0.045,105631218.284,0.092,112151275.78,0.093,249389086.995,0.013,39532.853,0.014,3.001,0.036,0.205,0.0
18,2043.0,1974954235.706,0.051,1732410430.773,0.045,115306572.0,0.092,122605713.211,0.093,252689895.469,0.013,40101.973,0.014,3.109,0.036,0.206,0.005
19,2044.0000000000002,2075090528.871,0.051,1809565417.568,0.045,125868145.443,0.092,134034684.915,0.093,256034392.047,0.013,40679.285,0.014,3.22,0.036,0.206,0.0
20,2044.9999999999993,2180304042.068,0.051,1890156594.703,0.045,137397112.433,0.092,146529034.33,0.093,259423154.968,0.013,41264.909,0.014,3.335,0.036,0.206,0.0
21,2045.9999999999993,2290852206.069,0.051,1974336997.057,0.045,149982081.952,0.092,160188073.075,0.093,262856770.121,0.013,41858.963,0.014,3.455,0.036,0.206,0.0
22,2046.9999999999995,2407005504.184,0.051,2062266475.101,0.045,163719779.173,0.092,175120370.327,0.093,266335831.153,0.013,42461.569,0.014,3.578,0.036,0.207,0.005
23,2048.0,2529048134.063,0.051,2154111998.442,0.045,178715788.871,0.092,191444615.787,0.093,269860939.564,0.013,43072.851,0.014,3.707,0.036,0.207,0.0
24,2049.000000000001,2657278703.056,0.051,2250047972.875,0.045,195085366.918,0.092,209290563.087,0.093,273432704.82,0.013,43692.932,0.014,3.839,0.036,0.207,0.0
25,2049.999999999999,2792010958.831,0.051,2350256571.572,0.045,212954326.118,0.092,228800061.141,0.093,277051744.45,0.013,44321.94,0.014,3.977,0.036,0.208,0.005
