,Period,Hours/Day,Peak,4Periods,Segment,Direction,SegDir,Length,Speed GP,Capacity GP,Alpha GP,Beta GP,Speed ML,Capacity ML,Alpha ML,Beta ML,Year,MinToll,MinCapture,MaxToll,Soft Cap,MaxCapture,MaxCap_aux,B1,B2,TotalLights,TotalHeavies,TotalVeh,HOV3,Corridor PCE,InScopeLights,InScopeHeavies,InScopeVeh,CaptureRateLights,CaptureRateHeavies,TollLights,TollHeavies,VOT Lights,VOT Heavies,Speed GP real,Speed ML real,MLVeh_Lights,GPVeh_Lights,MLVeh_Heavies,GPVeh_Heavies,MLVeh,GPVeh,ML PCE,GP PCE,TollLightsPerSeg,TollHeaviesPerSeg,TollBlend,RevenuePerHour,RevenuePerDay,TransactionsDay_Lights,TransactionsDay_Heavies,TransactionsDay,TotalVeh_hours
44,MD,5,OP,MD,3,SB,3SB,3.7,65,8800,1,6,70,3600,1,6,2032,0.5,0,3.9,1.95,0.296920821,0.296920821,3.249,0.708,7213,697.6,7910.6,432.78,9305.8,5966.5936,613.888,6961.328,0.128276635,0.120925675,1.949998257,5.849968512,59.63842666,178.9144769,38.50018234,69.67739463,765.37455,6014.84545,74.2348206,623.3651794,839.6093706,6638.210629,988.0790118,7884.940988,7.21499355,21.64488349,2.294817648,7128.976485,35644.88242,3826.87275,371.174103,4198.046853,39553
45,PM-Shoulder,1,OP,PM,3,SB,3SB,3.7,65,8800,1,6,70,3600,1,6,2032,0.5,0,3.9,1.95,0.296920821,0.296920821,3.399,0.592,8257.3,528.3,8785.6,495.438,9842.2,6830.43856,464.904,7731.328,0.153099386,0.145731608,1.949999884,5.849996366,56.15188821,168.4555701,35.56960959,68.88297778,1045.735953,6716.126047,67.75120755,460.5487925,1113.48716,7176.67484,1248.989575,8097.772425,7.214999569,21.64498655,2.187298957,9011.458425,9011.458425,1045.735953,67.75120755,1113.48716,8785.6
46,PM-Peak,3,Peak,PM,3,SB,3SB,3.7,65,7200,1,6,70,3600,1,6,2032,0.5,0,3.9,1.95,0.3,0.340909091,3.399,0.592,7818.615,521.325,8339.94,469.1169,9382.59,6467.558328,458.766,7339.1472,0.165424913,0.151226923,3.899999906,11.69999375,55.61755521,166.8525806,22.15823426,68.86737755,1069.895274,6279.602826,69.37777044,451.9472296,1139.273044,6731.550056,1278.028585,7635.444515,14.42999965,43.28997689,4.374992433,18441.95051,55325.85153,3209.685822,208.1333113,3417.819133,25019.82
47,PM-Late,3,OP,NT,3,SB,3SB,3.7,65,8000,1,6,70,3600,1,6,2032,0.5,0,3.9,1.95,0.3,0.317398119,3.402,0.708,5711.9,451.2,6163.1,342.714,7065.5,4724.88368,397.056,5423.528,0.127838574,0.129150474,1.673379153,4.890751073,69.02665853,201.7428051,52.77811707,69.92980775,604.0223937,4765.163606,51.2799705,399.9200295,655.3023642,5165.083636,757.8623052,5964.923695,6.191502865,18.09577897,1.925151077,4667.757393,14003.27218,1812.067181,153.8399115,1965.907093,18489.3
48,Night,8,OP,NT,4,NB,4NB,3.3,65,8000,1,6,70,3600,1,6,2032,0.5,0,3.9,1.95,0.3,0.317398119,3.402,0.708,1997.2,370,2367.2,119.832,3107.2,1652.08384,325.6,2083.136,0.150311444,0.150370536,0.602640605,1.805370093,62.65298395,187.6936643,64.90489738,69.99928003,248.3271069,1629.040893,48.9606465,321.0393535,297.2877534,1950.080247,395.2090464,2592.158954,1.988713997,5.957721306,0.800719445,785.5454802,6284.363842,1986.616855,391.685172,2378.302027,18937.6
49,AM-Early,1,OP,AM,4,NB,4NB,3.3,65,10800,1,6,70,3600,1,6,2032,0.5,0,3.9,1.95,0.255681818,0.255681818,3.246,0.715,8742.2,741.8,9484,524.532,10967.6,7231.54784,652.784,8345.92,0.111193633,0.102641851,1.949999616,5.849969901,64.29304606,192.8781838,40.6932233,69.50143902,804.1020775,7413.565922,67.00295816,674.7970418,871.1050357,8088.362964,1005.110952,9437.957048,6.434998731,19.30490067,2.249974401,6467.881301,6467.881301,804.1020775,67.00295816,871.1050357,9484
50,AM-Peak,2,Peak,AM,4,NB,4NB,3.3,65,8800,1,6,70,3600,1,6,2032,0.5,0,3.9,1.95,0.296920821,0.296920821,3.246,0.715,8432.55,726.915,9159.465,505.953,10613.295,6975.40536,639.6852,8060.3292,0.127953152,0.111445768,3.899999624,11.69999268,62.77784771,188.3334434,25.65650641,69.31099522,892.5251005,7034.0719,71.2902082,655.6247918,963.8153087,7689.696691,1106.395725,9000.946275,12.86999876,38.60997584,4.476939131,14239.31015,28478.6203,1785.050201,142.5804164,1927.630617,18318.93
51,AM-Shoulder,1,OP,AM,4,NB,4NB,3.3,65,9600,1,6,70,3600,1,6,2032,0.5,0,3.9,1.95,0.27892562,0.27892562,3.246,0.715,7069.7,1091.7,8161.4,424.182,10344.8,5848.05584,960.696,7182.032,0.134594292,0.130040289,1.949999967,5.849999671,58.24493909,174.7348104,37.32985121,69.38808839,787.1149332,5858.403067,124.9291855,966.7708145,912.0441187,6825.173881,1161.90249,8758.71551,6.434999892,19.30499891,2.484210732,7476.8423,7476.8423,787.1149332,124.9291855,912.0441187,8161.4
52,MD,5,OP,MD,4,NB,4NB,3.3,65,8800,1,6,70,3600,1,6,2032,0.5,0,3.9,1.95,0.296920821,0.296920821,3.249,0.708,7241.1,713.8,7954.9,434.466,9382.5,5989.83792,628.144,7000.312,0.130285103,0.123871737,1.949999993,5.849999538,58.95257337,176.8577068,37.93052022,69.63836934,780.3866527,6026.247347,77.80928825,635.9907117,858.1959409,6662.238059,1013.814517,7934.219483,6.434999977,19.30499848,2.303597784,6523.896283,32619.48142,3901.933263,389.0464413,4290.979705,39774.5
53,PM-Shoulder,1,OP,PM,4,NB,4NB,3.3,65,8800,1,6,70,3600,1,6,2032,0.5,0,3.9,1.95,0.296920821,0.296920821,3.399,0.592,8018.4,513,8531.4,481.104,9557.4,6632.82048,451.44,7507.632,0.14281514,0.13595995,1.949999868,5.849987034,57.61834414,172.854661,37.39893881,69.30199737,947.2671838,6590.028816,61.37775978,451.6222402,1008.644944,7041.651056,1131.400463,7944.895537,6.434999564,19.30495721,2.187320718,7280.558941,7280.558941,947.2671838,61.37775978,1008.644944,8531.4
54,PM-Peak,3,Peak,PM,4,NB,4NB,3.3,65,8000,1,6,70,3600,1,6,2032,0.5,0,3.9,1.95,0.3,0.317398119,3.399,0.592,7632.66,500.325,8132.985,457.9596,9133.635,6313.736352,440.286,7157.0268,0.189638755,0.18470427,1.949999998,5.84999989,51.06276421,153.1882899,37.26263057,68.13842955,1197.329104,5977.371296,81.32270408,419.0022959,1278.651808,6396.373592,1441.297216,7234.378184,6.434999992,19.30499964,2.198041361,9274.747545,27824.24264,3591.987311,243.9681123,3835.955423,24398.955
55,PM-Late,3,OP,NT,4,NB,4NB,3.3,65,8000,1,6,70,3600,1,6,2032,0.5,0,3.9,1.95,0.3,0.317398119,3.402,0.708,3918.5,309.5,4228,235.11,4847,3241.3832,272.36,3720.64,0.144559546,0.1449066,0.960296354,2.858221616,64.16075426,190.9677716,63.60973211,69.98770241,468.572883,3214.817117,39.46676155,270.0332384,508.0396445,3484.850355,586.9731676,4024.916832,3.168977967,9.432131333,1.107735563,1857.15282,5571.458461,1405.718649,118.4002847,1524.118934,12684
56,Night,8,OP,NT,4,SB,4SB,3.3,65,8000,1,6,70,3600,1,6,2032,0.5,0,3.9,1.95,0.3,0.317398119,3.402,0.708,1901.6,322.5,2224.1,114.096,2869.1,1573.00352,283.8,1957.208,0.152713831,0.1527711,0.562493958,1.685162746,62.18058381,186.2853848,64.94187714,69.99949924,240.219394,1547.284606,43.35643816,279.1435618,283.5758322,1826.428168,370.2887085,2384.715292,1.85623006,5.561037063,0.734140884,687.0092197,5496.073758,1921.755152,346.8515053,2268.606657,17792.8
57,AM-Early,1,OP,AM,4,SB,4SB,3.3,65,8800,1,6,70,3600,1,6,2032,0.5,0,3.9,1.95,0.296920821,0.296920821,3.246,0.715,5163.8,438.1,5601.9,309.828,6478.1,4271.49536,385.528,4929.672,0.124988328,0.125540728,1.048605459,3.106910026,59.29222568,175.6767608,60.23848417,69.96316283,533.8870651,4320.084935,48.39946596,389.700534,582.2865311,4709.785469,679.085463,5489.186537,3.460398016,10.25280309,1.219691062,2343.691935,2343.691935,533.8870651,48.39946596,582.2865311,5601.9
58,AM-Peak,2,Peak,AM,4,SB,4SB,3.3,65,9600,1,6,70,3600,1,6,2032,0.5,0,3.9,1.95,0.27892562,0.27892562,3.246,0.715,6230.7,535.71,6766.41,373.842,7837.83,5154.03504,471.4248,5954.4408,0.10851405,0.110025803,1.823250235,5.303573068,64.15646159,186.6219322,55.94306324,69.93506462,559.285216,5297.572784,51.86889198,483.841108,611.154108,5781.413892,714.8918919,6749.096108,6.016725775,17.50179112,2.118626617,4272.864288,8545.728576,1118.570432,103.737784,1222.308216,13532.82
59,AM-Shoulder,1,OP,AM,4,SB,4SB,3.3,65,8800,1,6,70,3600,1,6,2032,0.5,0,3.9,1.95,0.296920821,0.296920821,3.246,0.715,5225.6,807,6032.6,313.536,7646.6,4322.61632,710.16,5308.688,0.120823531,0.121434428,1.397549565,4.138879451,60.4916327,179.1475465,53.32124262,69.9338692,522.2737685,4389.790231,86.23787352,720.7621265,608.511642,5110.552358,780.9873891,6552.076611,4.611913563,13.65830219,1.78604905,3586.544413,3586.544413,522.2737685,86.23787352,608.511642,6032.6
60,MD,5,OP,MD,4,SB,4SB,3.3,65,8000,1,6,70,3600,1,6,2032,0.5,0,3.9,1.95,0.3,0.317398119,3.249,0.708,6974.1,674.5,7648.6,418.446,8997.6,5768.97552,593.56,6730.768,0.152013269,0.146298995,1.949999991,5.849999926,54.67344199,164.0203247,34.91216541,69.44047723,876.9608264,5678.693174,86.83723163,587.6627684,963.798058,6266.355942,1137.472521,7441.681479,6.43499997,19.30499976,2.301386046,7319.635627,36598.17813,4384.804132,434.1861582,4818.99029,38243
61,PM-Shoulder,1,OP,PM,4,SB,4SB,3.3,65,6400,1,6,70,3600,1,6,2032,0.5,0,3.9,1.95,0.3,0.368181818,3.399,0.592,7983.2,510.8,8494,478.992,9515.6,6603.70304,449.504,7474.72,0.225736428,0.185206241,3.711382539,11.68685895,48.99865591,154.2930093,16.30714024,65.38164286,1490.696334,6013.511666,83.25094635,427.5490536,1573.94728,6441.06072,1740.449173,7296.158827,12.24756238,38.56663455,4.133230188,21468.10516,21468.10516,1490.696334,83.25094635,1573.94728,8494
62,PM-Peak,3,Peak,PM,4,SB,4SB,3.3,65,4000,1,6,70,3600,1,6,2032,0.5,0,3.9,1.95,0.3,0.484449761,3.399,0.592,7558.95,504.105,8063.055,453.537,9071.265,6252.76344,443.6124,7095.4884,0.266655026,0.267607963,3.648568913,10.55584604,45.15215792,130.6318282,16.30714022,61.58854748,1667.330797,5438.082203,118.7142109,385.3907891,1786.045008,5823.472992,2023.473429,6594.254571,12.04027741,34.83429193,4.107679377,24210.45081,72631.35243,5001.992391,356.1426326,5358.135023,24189.165
63,PM-Late,3,OP,NT,4,SB,4SB,3.3,65,8000,1,6,70,3600,1,6,2032,0.5,0,3.9,1.95,0.3,0.317398119,3.402,0.708,5523.6,436.2,5959.8,331.416,6832.2,4569.12192,383.856,5244.624,0.129947173,0.130910575,1.553262269,4.56699159,68.1280191,200.3139434,54.75857748,69.93865595,593.744476,4598.439524,50.2508098,385.9491902,643.9952858,4984.388714,744.4969054,5756.287095,5.125765488,15.07107225,1.788422902,3800.728529,11402.18559,1781.233428,150.7524294,1931.985858,17879.4
64,Night,8,OP,NT,5,NB,5NB,2,65,8000,1,6,70,3600,1,6,2032,0.5,0,3.12,1.56,0.3,0.349137931,3.402,0.708,2134.4,387,2521.4,128.064,3295.4,1605.0688,309.6,2017.12,0.160883557,0.160922185,0.614573123,1.84201154,60.66036525,181.8125274,64.86137285,69.99908789,258.229177,1748.106823,49.82150857,337.1784914,308.0506856,2085.285314,407.6937027,2759.642297,1.229146247,3.684023081,0.813088616,500.9450112,4007.560089,2065.833416,398.5720685,2464.405485,20171.2
65,AM-Early,1,OP,AM,5,NB,5NB,2,65,8400,1,6,70,3600,1,6,2032,0.5,0,3.12,1.56,0.3,0.3375,3.246,0.715,7940.1,672.4,8612.5,476.406,9957.3,5970.9552,537.92,6890,0.127105584,0.11965528,3.119999734,9.33822958,60.31338994,180.5193366,26.31831013,69.667877,758.9417452,6704.752255,64.36496833,608.0350317,823.3067135,7312.787286,952.0366502,8528.85735,6.239999467,18.67645916,3.606132253,5937.905788,5937.905788,758.9417452,64.36496833,823.3067135,8612.5
66,AM-Peak,2,Peak,AM,5,NB,5NB,2,65,6000,1,6,70,3600,1,6,2032,0.5,0,3.12,1.56,0.3,0.421875,3.246,0.715,6912.885,592.41,7505.295,414.7731,8690.115,5198.48952,473.928,6004.236,0.252644786,0.248110301,3.119999932,9.359998474,41.93294404,125.7988143,19.14577244,66.84025151,1313.371275,5184.740625,117.5864186,474.8235814,1430.957693,5659.564207,1666.13053,6609.21137,6.239999865,18.71999695,3.632760781,10396.65397,20793.30795,2626.742549,235.1728371,2861.915386,15010.59
67,AM-Shoulder,1,OP,AM,5,NB,5NB,2,65,5600,1,6,70,3600,1,6,2032,0.5,0,3.12,1.56,0.3,0.440217391,3.246,0.715,5279.3,813.7,6093,316.758,7720.4,3970.0336,650.96,4874.4,0.299994816,0.299986976,1.559967025,4.679783584,37.37907501,112.1344098,27.97910033,66.79931419,1190.989499,3771.552501,195.2795217,618.4204783,1386.269021,4389.972979,1776.828064,5626.813936,3.119934049,9.359567168,1.999446142,5543.540491,5543.540491,1190.989499,195.2795217,1386.269021,6093
68,MD,5,OP,MD,5,NB,5NB,2,65,6800,1,6,70,3600,1,6,2032,0.5,0,3.12,1.56,0.3,0.389423077,3.249,0.708,5477.5,549.2,6026.7,328.65,7125.1,4119.08,439.36,4821.36,0.170999177,0.168637533,1.559999981,4.679999803,50.96981503,152.9094405,41.95882233,69.84494939,704.3592889,4444.490711,74.0925867,475.1074133,778.4518756,4919.598124,926.637049,5869.812951,3.119999962,9.359999606,1.856959709,2891.107537,14455.53769,3521.796444,370.4629335,3892.259378,30133.5
69,PM-Shoulder,1,OP,PM,5,NB,5NB,2,65,5600,1,6,70,3600,1,6,2032,0.5,0,3.12,1.56,0.3,0.440217391,3.399,0.592,5380.4,343.6,5724,322.824,6411.2,4046.0608,274.88,4579.2,0.230648469,0.228542682,1.559999969,4.679999081,46.5357514,139.6072295,39.07366675,69.62966482,933.2177309,4124.358269,62.82181255,280.7781874,996.0395434,4405.136457,1121.683169,4966.692831,3.119999938,9.359998163,1.756783321,3499.651313,3499.651313,933.2177309,62.82181255,996.0395434,5724
70,PM-Peak,3,Peak,PM,5,NB,5NB,2,65,4800,1,6,70,3600,1,6,2032,0.5,0,3.12,1.56,0.3,0.482142857,3.399,0.592,5504.415,367.395,5871.81,330.2649,6606.6,4139.32008,293.916,4697.448,0.299999977,0.299999915,1.559999411,4.679998381,28.92625439,86.7787659,28.13738897,68.44512739,1241.795928,3932.354172,88.17477506,279.2202249,1329.970703,4211.574397,1506.320253,4770.014847,3.119998822,9.359996761,1.766849988,4699.717441,14099.15232,3725.387784,264.5243252,3989.912109,17615.43
71,PM-Late,3,OP,NT,5,NB,5NB,2,65,8000,1,6,70,3600,1,6,2032,0.5,0,3.12,1.56,0.3,0.349137931,3.402,0.708,4290.7,337.9,4628.6,257.442,5304.4,3226.6064,270.32,3702.88,0.153404894,0.153639403,1.023689901,3.054556765,62.28021014,185.8360008,62.5767301,69.98191024,494.9772142,3538.280786,41.53180331,296.3681967,536.5090175,3834.648983,619.5726241,4427.385376,2.047379801,6.109113531,1.180901728,1267.128852,3801.386556,1484.931642,124.5954099,1609.527052,13885.8
72,Night,8,OP,NT,5,SB,5SB,2,65,8000,1,6,70,3600,1,6,2032,0.5,0,3.12,1.56,0.3,0.349137931,3.402,0.708,2082.4,377.6,2460,124.944,3215.2,1565.9648,302.08,1968,0.161707683,0.161744438,0.601616501,1.803256915,60.51081253,181.3722545,64.88092862,69.99919452,253.228539,1704.227461,48.85975989,328.7402401,302.0882989,2032.967701,399.8078187,2690.448181,1.203233002,3.606513831,0.795969815,480.906335,3847.25068,2025.828312,390.8780792,2416.706391,19680
73,AM-Early,1,OP,AM,5,SB,5SB,2,65,8000,1,6,70,3600,1,6,2032,0.5,0,3.12,1.56,0.3,0.349137931,3.246,0.715,7745.9,656,8401.9,464.754,9713.9,5824.9168,524.8,6721.52,0.138587312,0.131065548,3.119999945,9.359999723,57.76873837,173.306213,25.0331561,69.59008461,807.2595642,6473.886436,68.78319935,587.2168007,876.0427636,7061.103236,1013.609162,8235.536838,6.239999891,18.71999945,3.609938527,6324.921046,6324.921046,807.2595642,68.78319935,876.0427636,8401.9
74,AM-Peak,2,Peak,AM,5,SB,5SB,2,65,8000,1,6,70,3600,1,6,2032,0.5,0,3.12,1.56,0.3,0.349137931,3.246,0.715,6744.885,577.92,7322.805,404.6931,8478.645,5072.15352,462.336,5858.244,0.200591731,0.198180415,1.559999853,4.679998239,47.20805767,141.6241331,43.40379722,69.05090622,1017.432056,5322.759844,91.62594017,486.2940598,1109.057996,5809.053904,1292.309876,6781.642024,3.119999705,9.359996478,1.817761653,4032.006191,8064.012383,2034.864111,183.2518803,2218.115992,14645.61
75,AM-Shoulder,1,OP,AM,5,SB,5SB,2,65,7200,1,6,70,3600,1,6,2032,0.5,0,3.12,1.56,0.3,0.375,3.246,0.715,5150.7,793.8,5944.5,309.042,7532.1,3873.3264,635.04,4755.6,0.173774331,0.172077818,1.559999625,4.679997042,50.72820721,152.184562,42.33147531,69.80335134,673.084703,4168.573297,109.2762974,684.5237026,782.3610004,4853.097,1000.913595,6222.144405,3.11999925,9.359994084,1.995785363,3122.849266,3122.849266,673.084703,109.2762974,782.3610004,5944.5
76,MD,5,OP,MD,5,SB,5SB,2,65,6400,1,6,70,3600,1,6,2032,0.5,0,3.12,1.56,0.3,0.405,3.249,0.708,5343.5,535.8,5879.3,320.61,6950.9,4018.312,428.64,4703.44,0.187108995,0.184908425,1.559999935,4.679999387,48.73815317,146.2144464,40.07059991,69.79867711,751.8623193,4271.027681,79.25914742,456.5408526,831.1214667,4727.568533,989.6397615,5640.650238,3.11999987,9.359998774,1.857535863,3087.675861,15438.37931,3759.311596,396.2957371,4155.607333,29396.5
77,PM-Shoulder,1,OP,PM,5,SB,5SB,2,65,6400,1,6,70,3600,1,6,2032,0.5,0,3.12,1.56,0.3,0.405,3.399,0.592,5249.2,335.2,5584.4,314.952,6254.8,3947.3984,268.16,4467.52,0.164232701,0.164387072,1.554419447,4.632009758,53.80284892,160.326945,47.30031146,69.93063856,648.2919027,4285.956097,44.08203718,291.1179628,692.3739399,4577.07406,780.5380143,5159.309986,3.108838894,9.264019515,1.750363348,2423.811935,2423.811935,648.2919027,44.08203718,692.3739399,5584.4
78,PM-Peak,3,Peak,PM,5,SB,5SB,2,65,6400,1,6,70,3600,1,6,2032,0.5,0,3.12,1.56,0.3,0.405,3.399,0.592,5370.96,358.47,5729.43,322.2576,6446.37,4038.96192,286.776,4583.544,0.216845608,0.21475731,1.559999933,4.679999514,47.83483395,143.5044931,48.74038441,69.71592219,875.8311517,4172.871248,61.58724223,296.8827578,937.418394,4469.754006,1060.592878,5063.519522,3.119999866,9.359999028,1.76498009,3309.049603,9927.14881,2627.493455,184.7617267,2812.255182,17188.29
79,PM-Late,3,OP,NT,5,SB,5SB,2,65,8000,1,6,70,3600,1,6,2032,0.5,0,3.12,1.56,0.3,0.349137931,3.402,0.708,4185.4,329.7,4515.1,251.124,5174.5,3147.4208,263.76,3612.08,0.154417648,0.154638503,0.995095206,2.970128193,62.07151962,185.2690771,62.91207863,69.98396521,486.0173168,3448.258683,40.78745148,288.9125485,526.8047683,3737.171232,608.3796712,4314.996329,1.990190412,5.940256386,1.148010607,1209.554923,3628.664769,1458.05195,122.3623544,1580.414305,13545.3
80,Night,8,OP,NT,6,NB,6NB,1.3,65,8000,1,6,70,3600,1,6,2032,0.5,0,3.9,1.95,0.3,0.349137931,3.402,0.708,1495.9,271.3,1767.2,89.754,2309.8,1124.9168,217.04,1413.76,0.15564965,0.175843907,0.500000995,1.415645247,61.53375661,174.2195935,64.98369991,69.99988594,175.0929065,1231.053093,38.16516161,233.1348384,213.2580681,1464.187932,289.5883913,1930.457609,0.650001293,1.840338821,0.663866827,184.0474442,1472.379554,1400.743252,305.3212929,1706.064545,14137.6
81,AM-Early,1,OP,AM,6,NB,6NB,1.3,65,9200,1,6,70,3600,1,6,2032,0.5,0,3.9,1.95,0.3,0.31640625,3.246,0.715,5566.4,471.4,6037.8,333.984,6980.6,4185.9328,377.12,4830.24,0.131531123,0.131739338,1.056537252,3.153823886,57.50914521,171.6680747,59.20354664,69.95210958,550.5804406,4681.835559,49.68153925,421.7184607,600.2619799,5103.55402,699.6250584,5946.990942,1.373498427,4.099971051,1.230122172,959.9142419,959.9142419,550.5804406,49.68153925,600.2619799,6037.8
82,AM-Peak,2,Peak,AM,6,NB,6NB,1.3,65,9600,1,6,70,3600,1,6,2032,0.5,0,3.9,1.95,0.3,0.306818182,3.246,0.715,4846.905,415.275,5262.18,290.8143,6092.73,3644.87256,332.22,4209.744,0.124726473,0.12494077,1.23732076,3.692689995,58.87519789,175.7085642,62.81576233,69.98303155,454.6120998,4101.4786,41.5078227,373.7671773,496.1199225,4475.245778,579.1355679,5222.780132,1.608516988,4.800496994,1.442748977,930.5094637,1861.018927,909.2241995,83.0156454,992.2398449,10524.36
83,AM-Shoulder,1,OP,AM,6,NB,6NB,1.3,65,8000,1,6,70,3600,1,6,2032,0.5,0,3.9,1.95,0.3,0.349137931,3.246,0.715,3701.4,570.5,4271.9,222.084,5412.9,2783.4528,456.4,3417.52,0.150035084,0.150116565,0.892414197,2.672169474,54.05439582,161.8559038,62.22809406,69.98587521,417.6155747,3061.700425,68.51320032,501.9867997,486.128775,3563.687225,623.1551757,4567.660824,1.160138457,3.473820316,1.143246356,722.4944355,722.4944355,417.6155747,68.51320032,486.128775,4271.9
84,MD,5,OP,MD,6,NB,6NB,1.3,65,8000,1,6,70,3600,1,6,2032,0.5,0,3.9,1.95,0.3,0.349137931,3.249,0.708,3840.8,385.1,4225.9,230.448,4996.1,2888.2816,308.08,3380.72,0.146705961,0.146795802,0.778678564,2.33093017,54.35829101,162.7184648,63.2266857,69.99044506,423.7281266,3186.623873,45.22485065,339.8751494,468.9529772,3526.499023,559.4026785,4206.249321,1.012282133,3.030209222,0.928374483,565.9731714,2829.865857,2118.640633,226.1242532,2344.764886,21129.5
85,PM-Shoulder,1,OP,PM,6,NB,6NB,1.3,65,8000,1,6,70,3600,1,6,2032,0.5,0,3.9,1.95,0.3,0.349137931,3.399,0.592,3772.5,240.9,4013.4,226.35,4495.2,2836.92,192.72,3210.72,0.172375055,0.172397909,0.706247231,2.115868604,52.45446484,157.1500041,64.17085805,69.98819118,489.0142423,3057.135758,33.22452512,207.6754749,522.2387674,3264.811233,588.6878177,3680.162182,0.918121401,2.750629186,0.795926519,540.3627897,540.3627897,489.0142423,33.22452512,522.2387674,4013.4
86,PM-Peak,3,Peak,PM,6,NB,6NB,1.3,65,8000,1,6,70,3600,1,6,2032,0.5,0,3.9,1.95,0.3,0.349137931,3.399,0.592,3859.17,257.565,4116.735,231.5502,4631.865,2902.09584,206.052,3293.388,0.158048904,0.158091235,1.052640064,3.151206,54.32650007,162.6329823,63.92985808,69.99042201,458.6730673,3168.946733,32.57501519,224.9899848,491.2480825,3393.936717,556.3981129,3843.916687,1.368432084,4.0965678,1.191797487,761.1086996,2283.326099,1376.019202,97.72504558,1473.744248,12350.205
87,PM-Late,3,OP,NT,6,NB,6NB,1.3,65,8000,1,6,70,3600,1,6,2032,0.5,0,3.9,1.95,0.3,0.349137931,3.402,0.708,3008.1,236.9,3245,180.486,3718.8,2262.0912,189.52,2596,0.168109734,0.168177711,0.723638419,2.167353927,59.42724499,177.9892683,64.72548868,69.99680231,380.2795496,2447.33445,31.87303974,205.0269603,412.1525894,2652.361411,475.8986689,3062.415331,0.940729945,2.817560105,0.835285423,447.544565,1342.633695,1140.838649,95.61911923,1236.457768,9735
88,Night,8,OP,NT,6,SB,6SB,1.3,65,8000,1,6,70,3600,1,6,2032,0.5,0,3.9,1.95,0.3,0.349137931,3.402,0.708,1662.7,292.8,1955.5,99.762,2541.1,1250.3504,234.24,1564.4,0.16771646,0.17054739,0.500101307,1.487897646,59.42407224,176.7980526,64.97203942,69.99975794,209.7043424,1353.233658,39.94902068,252.8509793,249.6533631,1606.084637,329.5514045,2111.786596,0.650131699,1.93426694,0.658166457,213.6075105,1708.860084,1677.63474,319.5921654,1997.226905,15644
89,AM-Early,1,OP,AM,6,SB,6SB,1.3,65,8000,1,6,70,3600,1,6,2032,0.5,0,3.9,1.95,0.3,0.349137931,3.246,0.715,3567.4,302.1,3869.5,214.044,4473.7,2682.6848,241.68,3095.6,0.154952246,0.155037281,0.720817222,2.158114825,53.21666093,159.3298015,64.11384372,69.99336725,415.6880346,2937.667965,37.46941006,264.6305899,453.1574447,3202.298555,528.0962648,3731.559735,0.937062388,2.805549272,0.839660449,494.6478987,494.6478987,415.6880346,37.46941006,453.1574447,3869.5
90,AM-Peak,2,Peak,AM,6,SB,6SB,1.3,65,8000,1,6,70,3600,1,6,2032,0.5,0,3.9,1.95,0.3,0.349137931,3.246,0.715,4131.96,355.215,4487.175,247.9176,5197.605,3107.23392,284.172,3589.74,0.141153034,0.141330604,1.234227119,3.687291069,55.67671647,166.3358844,62.70253529,69.98910269,438.5954966,3445.446903,40.16220038,315.0527996,478.757697,3760.499703,559.0820978,4390.605302,1.604495255,4.79347839,1.440010643,896.2410328,1792.482066,877.1909932,80.32440076,957.515394,8974.35
91,AM-Shoulder,1,OP,AM,6,SB,6SB,1.3,65,8000,1,6,70,3600,1,6,2032,0.5,0,3.9,1.95,0.3,0.349137931,3.246,0.715,3618,557.7,4175.7,217.08,5291.1,2720.736,446.16,3340.56,0.150846759,0.150923913,0.868591259,2.601091289,53.91195054,161.4452178,62.57899314,69.98737788,410.4142066,2990.505793,67.33621287,490.3637871,477.7504194,3480.869581,612.4228452,4461.597155,1.129168636,3.381418676,1.112777315,691.1187776,691.1187776,410.4142066,67.33621287,477.7504194,4175.7
92,MD,5,OP,MD,6,SB,6SB,1.3,65,8000,1,6,70,3600,1,6,2032,0.5,0,3.9,1.95,0.3,0.349137931,3.249,0.708,4385,429.9,4814.9,263.1,5674.7,3297.52,343.92,3851.92,0.142871898,0.142993902,0.909504629,2.720374299,55.06255708,164.6948904,61.23488428,69.98152214,471.1229401,3650.77706,49.17846267,380.7215373,520.3014027,4031.498597,618.6583281,4792.941672,1.182356017,3.536486589,1.080666548,730.9540167,3654.770084,2355.6147,245.8923134,2601.507014,24074.5
93,PM-Shoulder,1,OP,PM,6,SB,6SB,1.3,65,4800,1,6,70,3600,1,6,2032,0.5,0,3.9,1.95,0.3,0.482142857,3.399,0.592,3601.5,230,3831.5,216.09,4291.5,2708.328,184,3065.2,0.198396903,0.198424826,1.212333137,3.629264298,49.56049673,148.3652768,55.03482747,69.98322604,537.3238875,2848.086113,36.51016794,193.4898321,573.8340554,3041.575945,646.8543913,3428.555609,1.576033078,4.718043587,1.366110281,1019.096784,1019.096784,537.3238875,36.51016794,573.8340554,3831.5
