,Period,Hours/Day,Peak,4Periods,Segment,Direction,SegDir,Length,Speed GP,Capacity GP,Alpha GP,Beta GP,Speed ML,Capacity ML,Alpha ML,Beta ML,Year,MinToll,MinCapture,MaxToll,Soft Cap,MaxCapture,MaxCap_aux,B1,B2,TotalLights,TotalHeavies,TotalVeh,HOV3,Corridor PCE,InScopeLights,InScopeHeavies,InScopeVeh,CaptureRateLights,CaptureRateHeavies,TollLights,TollHeavies,VOT Lights,VOT Heavies,Speed GP real,Speed ML real,MLVeh_Lights,GPVeh_Lights,MLVeh_Heavies,GPVeh_Heavies,MLVeh,GPVeh,ML PCE,GP PCE,TollLightsPerSeg,TollHeaviesPerSeg,TollBlend,RevenuePerHour,RevenuePerDay,TransactionsDay_Lights,TransactionsDay_Heavies,TransactionsDay,TotalVeh_hours
94,PM-Peak,3,Peak,PM,6,SB,6SB,1.3,65,4000,1,6,70,3600,1,6,2032,0.5,0,3.9,1.95,0.3,0.532894737,3.399,0.592,3455.76,237.825,3693.585,207.3456,4169.235,2598.73152,190.26,2954.868,0.224202141,0.222841282,1.949999839,5.849996655,47.04864782,141.1458744,46.68951574,69.9757097,582.6411701,2665.77323,42.39778234,195.4272177,625.0389524,2861.200448,709.8345171,3252.054883,2.534999791,7.604995651,2.214545298,1799.430195,5398.290584,1747.92351,127.193347,1875.116857,11080.755
95,PM-Late,3,OP,NT,6,SB,6SB,1.3,65,8000,1,6,70,3600,1,6,2032,0.5,0,3.9,1.95,0.3,0.349137931,3.402,0.708,3834,302.3,4136.3,230.04,4740.9,2883.168,241.84,3309.04,0.158116083,0.158229443,0.904047258,2.704849588,61.23157459,183.2008203,63.77309946,69.98950223,455.8752316,3148.084768,38.26620843,264.0337916,494.14144,3412.11856,570.6738569,3940.186143,1.175261436,3.516304465,1.043501009,670.3282189,2010.984657,1367.625695,114.7986253,1482.42432,12408.9
96,Night,8,OP,NT,7,NB,7NB,0.6,65,9000,1,6,70,3600,1,6,2032,0.5,0,3.9,1.95,0.3,0.321428571,3.402,0.708,1830.2,316.3,2146.5,109.812,2779.1,1376.3104,253.04,1717.2,0.155631735,0.159250579,0.500009483,1.483864231,61.51528935,182.5572126,64.97480629,69.99970096,214.197575,1506.190425,40.29676639,276.0032336,254.4943414,1782.193659,335.0878741,2334.200126,0.30000569,0.890318538,0.655793556,100.1374494,801.0995951,1713.5806,322.3741311,2035.954731,17172
97,AM-Early,1,OP,AM,7,NB,7NB,0.6,65,10800,1,6,70,3600,1,6,2032,0.5,0,3.9,1.95,0.28125,0.28125,3.246,0.715,8726,739,9465,523.56,10943,6561.952,591.2,7572,0.111915973,0.111354782,1.949991525,5.826561368,61.79999545,184.6579646,40.20365773,69.63223258,734.3872443,7468.052756,65.8329474,673.1670526,800.2201917,8141.219808,931.8860865,9487.553914,1.169994915,3.495936821,2.268911269,1089.377166,1089.377166,734.3872443,65.8329474,800.2201917,9465
98,AM-Peak,2,Peak,AM,7,NB,7NB,0.6,65,9000,1,6,70,3600,1,6,2032,0.5,0,3.9,1.95,0.3,0.321428571,3.246,0.715,7467.18,635.46,8102.64,448.0308,9373.56,5615.31936,508.368,6482.112,0.158853638,0.157712176,1.949999829,5.849998147,52.71785572,158.1535309,41.5226284,69.38545178,892.0139076,6127.135292,80.17582332,555.2841767,972.189731,6682.419469,1132.541378,7792.987822,1.169999897,3.509998888,2.271630027,1325.073231,2650.146462,1784.027815,160.3516466,1944.379462,16205.28
99,AM-Shoulder,1,OP,AM,7,NB,7NB,0.6,65,12600,1,6,70,3600,1,6,2032,0.5,0,3.9,1.95,0.25,0.25,3.246,0.715,5452.3,840.3,6292.6,327.138,7973.2,4100.1296,672.24,5034.08,0.11062097,0.110674829,0.887667197,2.659129506,61.73978482,184.95004,62.69169599,69.96098225,453.5603145,4671.601685,74.40004713,765.8999529,527.9603616,5437.501638,676.7604559,6969.301544,0.532600318,1.595477703,1.137301239,360.269984,360.269984,453.5603145,74.40004713,527.9603616,6292.6
100,MD,5,OP,MD,7,NB,7NB,0.6,65,9000,1,6,70,3600,1,6,2032,0.5,0,3.9,1.95,0.3,0.321428571,3.249,0.708,6292.3,625,6917.3,377.538,8167.3,4731.8096,500,5533.84,0.125562426,0.12568751,1.407549141,4.209069396,58.29263526,174.3155815,50.15933836,69.90500126,594.1374939,5320.624506,62.84375505,562.1562449,656.981249,5882.780751,782.6687591,7007.093241,0.844529485,2.525441638,1.675529473,660.4748674,3302.374337,2970.68747,314.2187753,3284.906245,34586.5
101,PM-Shoulder,1,OP,PM,7,NB,7NB,0.6,65,7200,1,6,70,3600,1,6,2032,0.5,0,3.9,1.95,0.3,0.375,3.399,0.592,6515,416,6931,390.9,7763,4899.28,332.8,5544.8,0.157010644,0.155877725,1.949999852,5.849995638,54.51634267,163.5489185,38.17167893,69.79272892,769.2391095,5354.86089,51.87610697,364.123893,821.1152165,5718.984783,924.8674304,6447.23257,1.169999911,3.509997383,2.196392312,1082.094689,1082.094689,769.2391095,51.87610697,821.1152165,6931
102,PM-Peak,3,Peak,PM,7,NB,7NB,0.6,65,6300,1,6,70,3600,1,6,2032,0.5,0,3.9,1.95,0.3,0.409090909,3.399,0.592,6227.55,409.815,6637.365,373.653,7456.995,4683.1176,327.852,5309.892,0.235032284,0.234231963,1.949999664,5.849990239,45.99673511,137.9899989,36.33850269,69.00862132,1100.683825,4753.213175,76.79341769,333.0215823,1177.477242,5086.234758,1331.064078,5752.277922,1.169999798,3.509994144,2.20435159,1557.344299,4672.032897,3302.051474,230.3802531,3532.431727,19912.095
103,PM-Late,3,OP,NT,7,NB,7NB,0.6,65,9000,1,6,70,3600,1,6,2032,0.5,0,3.9,1.95,0.3,0.321428571,3.402,0.708,4295,338.4,4633.4,257.7,5310.2,3229.84,270.72,3706.72,0.146528605,0.146585499,0.914087975,2.73832976,63.31147146,189.6619266,63.72761485,69.98504636,473.2639497,3564.03605,39.6836264,298.7163736,512.9475761,3862.752424,592.3148289,4460.185171,0.548452785,1.642997856,1.055218439,324.7630444,974.2891331,1419.791849,119.0508792,1538.842728,13900.2
104,Night,8,OP,NT,7,SB,7SB,0.6,65,9000,1,6,70,3600,1,6,2032,0.5,0,3.9,1.95,0.3,0.321428571,3.402,0.708,1601.8,287.2,1889,96.108,2463.4,1204.5536,229.76,1511.2,0.141636087,0.166086269,0.500001699,1.393950659,64.20419296,178.994346,64.98732248,69.99988317,170.6082587,1335.083741,38.15998124,249.0400188,208.7682399,1584.12376,285.0882024,2082.203798,0.300001019,0.836370395,0.663403352,83.09853012,664.7882409,1364.86607,305.2798499,1670.145919,15112
105,AM-Early,1,OP,AM,7,SB,7SB,0.6,65,4500,1,6,70,3600,1,6,2032,0.5,0,3.9,1.95,0.3,0.5,3.246,0.715,4090.2,346.4,4436.6,245.412,5129.4,3075.8304,277.12,3549.28,0.191483031,0.190734064,1.949995935,5.849987891,48.0592607,144.1777842,35.92123488,69.96150159,588.9693275,3255.818672,52.85622378,293.5437762,641.8255513,3549.362449,747.5379988,4136.450001,1.169997561,3.509992734,2.271171755,874.6176382,874.6176382,588.9693275,52.85622378,641.8255513,4436.6
106,AM-Peak,2,Peak,AM,7,SB,7SB,0.6,65,4500,1,6,70,3600,1,6,2032,0.5,0,3.9,1.95,0.3,0.5,3.246,0.715,5189.1,450.66,5639.76,311.346,6541.08,3902.2032,360.528,4511.808,0.299999916,0.299999812,1.949999012,5.849994098,29.67163687,89.01486591,23.06910024,68.60316407,1170.660631,3707.093369,108.1583321,342.5016679,1278.818963,4049.595037,1495.135628,4734.598372,1.169999407,3.509996459,2.279847861,1749.307607,3498.615215,2341.321263,216.3166642,2557.637927,11279.52
107,AM-Shoulder,1,OP,AM,7,SB,7SB,0.6,65,6300,1,6,70,3600,1,6,2032,0.5,0,3.9,1.95,0.3,0.409090909,3.246,0.715,4828.3,744.1,5572.4,289.698,7060.6,3630.8816,595.28,4457.92,0.172913652,0.172301106,1.949999717,5.84999656,50.56360993,151.6907626,35.87337647,69.86828564,627.8289984,3910.773002,102.5674025,641.5325975,730.3964009,4552.305599,935.531206,5835.370794,1.16999983,3.509997936,2.497664719,1094.571193,1094.571193,627.8289984,102.5674025,730.3964009,5572.4
108,MD,5,OP,MD,7,SB,7SB,0.6,65,9000,1,6,70,3600,1,6,2032,0.5,0,3.9,1.95,0.3,0.321428571,3.249,0.708,6344.2,613.8,6958,380.652,8185.6,4770.8384,491.04,5566.4,0.125423625,0.125558104,1.41419141,4.228502269,58.32353251,174.3902472,49.99653635,69.90305905,598.3758465,5365.172153,61.65405144,552.1459486,660.029898,5917.318102,783.3380008,7021.609999,0.848514846,2.537101361,1.677078996,664.153367,3320.766835,2991.879233,308.2702572,3300.14949,34790
109,PM-Shoulder,1,OP,PM,7,SB,7SB,0.6,65,9000,1,6,70,3600,1,6,2032,0.5,0,3.9,1.95,0.3,0.321428571,3.399,0.592,7624.1,486.8,8110.9,457.446,9084.5,5733.3232,389.44,6488.72,0.135266378,0.135350009,1.769062421,5.288345392,57.70778922,172.5087354,42.4290607,69.71373122,775.5258627,6391.128137,52.71070757,434.0892924,828.2365703,6825.21743,933.6579854,7693.396015,1.061437453,3.173007235,1.99303695,990.4236528,990.4236528,775.5258627,52.71070757,828.2365703,8110.9
110,PM-Peak,3,Peak,PM,7,SB,7SB,0.6,65,8100,1,6,70,3600,1,6,2032,0.5,0,3.9,1.95,0.3,0.346153846,3.399,0.592,8117.235,540.96,8658.195,487.0341,9740.115,6104.16072,432.768,6926.556,0.133372028,0.133587967,3.790002931,11.2760258,58.32499706,173.5286709,25.63126676,69.59537629,814.1242948,6816.076605,57.81259749,483.1474025,871.9368923,7299.224008,987.5620873,8265.518813,2.274001759,6.765615477,4.286353562,2242.457883,6727.373648,2442.372884,173.4377925,2615.810677,25974.585
111,PM-Late,3,OP,NT,7,SB,7SB,0.6,65,9000,1,6,70,3600,1,6,2032,0.5,0,3.9,1.95,0.3,0.321428571,3.402,0.708,4452.1,351,4803.1,267.126,5505.1,3347.9792,280.8,3842.48,0.145225791,0.145287448,0.948299337,2.840489163,63.57544602,190.430762,63.41694928,69.98212946,486.2129288,3698.761071,40.79671528,310.2032847,527.0096441,4008.964356,608.6030747,4629.370925,0.568979602,1.704293498,1.094776979,346.1748156,1038.524447,1458.638787,122.3901458,1581.028932,14409.3
112,Night,8,OP,NT,1,NB,1NB,3.9,65,8000,1,6,70,3600,1,6,2040,0.5,0,4.75,2.375,0.3,0.340622372,3.506,0.708,1841,343.9,2184.9,110.46,2872.7,1419.0428,281.998,1791.618,0.162249431,0.162314132,0.613169129,1.836736545,67.12446469,201.0700661,64.94089238,69.99953992,230.2388872,1500.301113,45.77226061,298.1277394,276.0111478,1798.428852,367.5556691,2394.684331,2.391359605,7.163272526,0.816079219,878.4631512,7027.705209,1841.911098,366.1780848,2208.089183,17479.2
113,AM-Early,1,OP,AM,1,NB,1NB,3.9,65,6000,1,6,70,3600,1,6,2040,0.5,0,4.75,2.375,0.3,0.411585366,3.35,0.715,6420.7,560.4,6981.1,385.242,8101.9,4949.07556,459.528,5724.502,0.162144661,0.144342954,4.749999139,14.24998105,62.10299411,186.3087684,17.90679907,69.71690748,802.4661785,5232.991821,66.32962876,494.0703712,868.7958073,5727.062193,1001.455065,6715.202935,18.52499664,55.57492611,5.475290708,18551.94748,18551.94748,802.4661785,66.32962876,868.7958073,6981.1
114,AM-Peak,2,Peak,AM,1,NB,1NB,3.9,65,5600,1,6,70,3600,1,6,2040,0.5,0,4.75,2.375,0.3,0.429480382,3.35,0.715,6885.375,608.895,7494.27,413.1225,8712.06,5307.24705,499.2939,6145.3014,0.267196708,0.273237362,4.054963522,11.31725596,47.97866499,133.9067119,16.30714022,65.19548189,1418.078941,5054.173559,136.4257482,472.4692518,1554.504689,5526.642811,1827.356186,6471.581314,15.81435774,44.13729823,4.692313596,28447.4716,56894.94321,2836.157882,272.8514965,3109.009378,14988.54
115,AM-Shoulder,1,OP,AM,1,NB,1NB,3.9,65,8000,1,6,70,3600,1,6,2040,0.5,0,4.75,2.375,0.3,0.340622372,3.35,0.715,5970.1,948.3,6918.4,358.206,8815,4601.75308,777.606,5673.088,0.146903063,0.140940327,2.374999974,7.124998779,62.61499884,187.8449664,35.37370199,69.75229006,676.0116211,4935.882379,109.5960441,838.7039559,785.6076652,5774.586335,1004.799753,7451.994247,9.262499899,27.78749524,3.037647631,9306.957126,9306.957126,676.0116211,109.5960441,785.6076652,6918.4
116,MD,5,OP,MD,1,NB,1NB,3.9,65,8000,1,6,70,3600,1,6,2040,0.5,0,4.75,2.375,0.3,0.340622372,3.353,0.708,7644.5,754,8398.5,458.67,9906.5,5892.3806,618.28,6886.77,0.117451635,0.113723452,4.749999906,12.9377085,76.39327684,208.0745193,21.86402722,69.7526082,692.069734,6493.760266,70.31293572,683.6870643,762.3826698,7177.44733,903.0085412,8544.821459,18.52499963,50.45706316,5.505134894,16368.37581,81841.87904,3460.34867,351.5646786,3811.913349,41992.5
117,PM-Shoulder,1,OP,PM,1,NB,1NB,3.9,65,9600,1,6,70,3600,1,6,2040,0.5,0,4.75,2.375,0.299334812,0.299334812,3.502,0.592,10724.1,705.8,11429.9,643.446,12841.5,8266.13628,578.756,9372.518,0.15043266,0.123585131,4.749999975,14.24999922,67.12856773,201.3856932,17.73293653,66.7028823,1243.496866,8837.157134,71.52563601,634.274364,1315.022502,9471.431498,1458.073774,10739.98023,18.5249999,55.57499695,5.266716219,27010.81633,27010.81633,1243.496866,71.52563601,1315.022502,11429.9
118,PM-Peak,3,Peak,PM,1,NB,1NB,3.9,65,8000,1,6,70,3600,1,6,2040,0.5,0,4.75,2.375,0.3,0.340622372,3.502,0.592,8867.355,603.96,9471.315,532.0413,10679.235,6834.957234,495.2472,7766.4783,0.17079584,0.150022713,4.749999914,14.24999729,62.12938189,186.3881136,19.49063191,68.01908717,1167.382263,7167.931437,74.29832837,529.6616716,1241.680591,7697.593109,1390.277248,8756.916452,18.52499967,55.57498945,5.318450392,25754.88484,77264.65453,3502.146788,222.8949851,3725.041773,28413.945
119,PM-Late,3,OP,NT,1,NB,1NB,3.9,65,8000,1,6,70,3600,1,6,2040,0.5,0,4.75,2.375,0.3,0.340622372,3.506,0.708,5472,443.8,5915.8,328.32,6803.4,4217.8176,363.916,4850.956,0.13768058,0.139002016,1.691761853,4.947474041,74.1227017,216.7681827,54.89439559,69.94373996,580.7115727,4562.968427,50.58505762,393.2149424,631.2966303,4956.18337,732.4667455,5742.613254,6.597871228,19.29514876,1.952638248,4807.506389,14422.51917,1742.134718,151.7551729,1893.889891,17747.4
120,Night,8,OP,NT,1,SB,1SB,3.9,65,9600,1,6,70,3600,1,6,2040,0.5,0,4.75,2.375,0.299334812,0.299334812,3.506,0.708,2365.5,450.8,2816.3,141.93,3717.9,1823.3274,369.656,2309.366,0.141352465,0.141445347,0.674619281,2.019387427,71.5943176,214.3085274,64.89546222,69.99886218,257.7318234,1965.838177,52.28612115,398.5138789,310.0179445,2364.352055,414.5901868,3161.379813,2.631015197,7.875610963,0.901421347,1089.881493,8719.051944,2061.854587,418.2889692,2480.143556,22530.4
121,AM-Early,1,OP,AM,1,SB,1SB,3.9,65,10400,1,6,70,3600,1,6,2040,0.5,0,4.75,2.375,0.282229965,0.282229965,3.35,0.715,10355.3,903.8,11259.1,621.318,13066.7,7981.86524,741.116,9232.462,0.125416777,0.098245308,4.749999863,13.87110612,77.2446776,225.5724528,20.86373184,68.49744345,1001.059812,8732.922188,72.81116963,830.9888304,1073.870982,9563.911018,1219.493321,11225.88868,18.52499947,54.09731385,5.368433945,22483.52118,22483.52118,1001.059812,72.81116963,1073.870982,11259.1
122,AM-Peak,2,Peak,AM,1,SB,1SB,3.9,65,10400,1,6,70,3600,1,6,2040,0.5,0,4.75,2.375,0.282229965,0.282229965,3.35,0.715,9988.125,885.675,10873.8,599.2875,12645.15,7698.84675,726.2535,8916.516,0.128577313,0.09917577,4.749999996,14.24999803,74.82843092,224.4852619,23.9595077,68.65796337,989.8970266,8398.940473,72.0267504,813.6482496,1061.923777,9212.588723,1205.977278,10839.88522,18.52499999,55.57499233,5.3943532,22340.7285,44681.45701,1979.794053,144.0535008,2123.847554,21747.6
123,AM-Shoulder,1,OP,AM,1,SB,1SB,3.9,65,10400,1,6,70,3600,1,6,2040,0.5,0,4.75,2.375,0.282229965,0.282229965,3.35,0.715,8374.2,1330.2,9704.4,502.452,12364.8,6454.83336,1090.764,7957.608,0.102615648,0.104606212,4.749999984,12.32278232,86.0154632,223.1473332,24.4263995,69.55790832,662.3669051,7209.381095,114.1006904,1216.09931,776.4675954,8425.480405,1004.668976,10857.67902,18.52499994,48.05885105,5.862808423,17753.89496,17753.89496,662.3669051,114.1006904,776.4675954,9704.4
124,MD,5,OP,MD,1,SB,1SB,3.9,65,8000,1,6,70,3600,1,6,2040,0.5,0,4.75,2.375,0.3,0.340622372,3.353,0.708,8577.4,869.7,9447.1,514.644,11186.5,6611.45992,713.154,7746.622,0.176152728,0.162440591,4.749950865,13.58474682,62.20241902,177.8974432,16.30714055,67.33816441,1164.626698,6898.129302,115.8451571,753.8548429,1280.471855,7651.984145,1512.16217,9159.69383,18.52480837,52.98051261,5.549240846,27712.02222,138560.1111,5823.133492,579.2257853,6402.359277,47235.5
125,PM-Shoulder,1,OP,PM,1,SB,1SB,3.9,65,8000,1,6,70,3600,1,6,2040,0.5,0,4.75,2.375,0.3,0.340622372,3.502,0.592,9498,625.1,10123.1,569.88,11373.3,7321.0584,512.582,8300.942,0.198382755,0.148414399,4.538397225,14.24702157,60.18718792,188.9407476,16.30714022,65.0535898,1452.371733,7475.748267,76.07454943,549.0254506,1528.446283,8024.773717,1680.595382,9122.824618,17.69974918,55.56338414,5.021619456,29933.57481,29933.57481,1452.371733,76.07454943,1528.446283,10123.1
126,PM-Peak,3,Peak,PM,1,SB,1SB,3.9,65,8000,1,6,70,3600,1,6,2040,0.5,0,4.75,2.375,0.3,0.340622372,3.502,0.592,9040.185,609.63,9649.815,542.4111,10869.075,6968.174598,499.8966,7912.8483,0.178398268,0.158190606,4.749999606,14.24999101,60.81507967,182.4451391,18.66182713,67.33112552,1243.110281,7254.663619,79.07894623,530.5510538,1322.189227,7785.214673,1480.34712,8846.31678,18.52499846,55.57496494,5.318185531,27423.42571,82270.27714,3729.330843,237.2368387,3966.567682,28949.445
127,PM-Late,3,OP,NT,1,SB,1SB,3.9,65,8000,1,6,70,3600,1,6,2040,0.5,0,4.75,2.375,0.3,0.340622372,3.506,0.708,4642.1,377.1,5019.2,278.526,5773.4,3578.13068,309.222,4115.744,0.145879802,0.146613372,1.291724809,3.816405765,71.4776527,211.1809914,60.99145454,69.97325222,521.9769934,3841.597007,45.33608009,331.7639199,567.3130735,4173.360927,657.9852337,4836.888766,5.037726756,14.88398248,1.493481376,3304.358887,9913.076662,1565.93098,136.0082403,1701.93922,15057.6
128,Night,8,OP,NT,2,NB,2NB,3.1,65,9000,1,6,70,3600,1,6,2040,0.5,0,4.75,2.375,0.279503106,0.279503106,3.506,0.708,2025.2,365.7,2390.9,121.512,3122.3,1751.39296,336.444,2199.628,0.137208686,0.137269415,0.628357197,1.882243559,72.43134202,216.9680361,64.94961658,69.99939508,240.3063263,1663.381674,46.1834711,319.5165289,286.4897974,1982.898203,378.8567395,2621.93126,1.947907311,5.834955034,0.830489438,737.5729271,5900.583417,1922.45061,369.4677688,2291.918379,19127.2
129,AM-Early,1,OP,AM,2,NB,2NB,3.1,65,7200,1,6,70,3600,1,6,2040,0.5,0,4.75,2.375,0.3,0.326086957,3.35,0.715,8865.6,733.3,9598.9,531.936,11065.5,7666.97088,674.636,8830.988,0.205529627,0.212771838,3.935549803,10.86564161,55.65503652,153.657738,16.30714022,60.59802321,1575.789665,6757.874335,143.5435415,589.7564585,1719.333206,7347.630794,2006.420289,8527.143711,12.20020439,33.68348899,4.514128706,24060.00329,24060.00329,1575.789665,143.5435415,1719.333206,9598.9
130,AM-Peak,2,Peak,AM,2,NB,2NB,3.1,65,6300,1,6,70,3600,1,6,2040,0.5,0,4.75,2.375,0.3,0.355731225,3.35,0.715,8551.2,718.515,9269.715,513.072,10706.745,7395.07776,661.0338,8528.1378,0.197700129,0.207867515,4.733707089,12.77532374,57.78583978,155.952364,16.30714022,63.23164889,1462.00783,6576.12017,137.4074536,581.1075464,1599.415283,7157.227717,1874.23019,8319.44281,14.67449197,39.6035036,5.424570855,26896.03875,53792.07749,2924.015659,274.8149072,3198.830566,18539.43
131,AM-Shoulder,1,OP,AM,2,NB,2NB,3.1,65,9000,1,6,70,3600,1,6,2040,0.5,0,4.75,2.375,0.279503106,0.279503106,3.35,0.715,7169.5,1079.2,8248.7,430.17,10407.1,6200.1836,992.864,7588.804,0.096406451,0.103763882,3.99589329,10.87845564,79.89168566,217.4978398,27.65419646,69.78322893,597.7376983,6141.592302,103.0234232,976.1765768,700.7611215,7117.768879,906.8079679,9070.122032,12.3872692,33.72321249,5.00774328,10878.61857,10878.61857,597.7376983,103.0234232,700.7611215,8248.7
132,MD,5,OP,MD,2,NB,2NB,3.1,65,9000,1,6,70,3600,1,6,2040,0.5,0,4.75,2.375,0.279503106,0.279503106,3.353,0.708,7343.4,705.6,8049,440.604,9460.2,6350.57232,649.152,7405.08,0.112774866,0.104887332,2.374999823,7.120145285,70.42008598,211.1163287,38.08537719,69.75164594,716.1849422,6186.611058,68.08782151,637.5121785,784.2727637,6824.123236,920.4484067,8099.147593,7.362499451,22.07245038,2.786956775,6775.776306,33878.88153,3580.924711,340.4391076,3921.363819,40245
133,PM-Shoulder,1,OP,PM,2,NB,2NB,3.1,65,9000,1,6,70,3600,1,6,2040,0.5,0,4.75,2.375,0.279503106,0.279503106,3.502,0.592,8131.6,507.1,8638.7,487.896,9652.9,7032.20768,466.532,7947.604,0.123474593,0.114891429,2.37499997,7.123684098,67.98131616,203.906285,37.25734678,69.51728699,868.2989796,6775.40502,53.60052824,453.4994718,921.8995079,7228.904492,1029.100564,8135.903436,7.362499908,22.0834207,2.651095115,7576.534173,7576.534173,868.2989796,53.60052824,921.8995079,8638.7
134,PM-Peak,3,Peak,PM,2,NB,2NB,3.1,65,9000,1,6,70,3600,1,6,2040,0.5,0,4.75,2.375,0.279503106,0.279503106,3.502,0.592,7739.655,494.55,8234.205,464.3793,9223.305,6693.253644,454.986,7575.4686,0.137252177,0.130016757,2.374999949,7.124998888,64.94887731,194.8466057,42.78639525,69.42532418,918.6636329,6356.612067,59.15580438,435.3941956,977.8194372,6792.006263,1096.131046,7662.794654,7.362499841,22.08749655,2.66236385,8070.264476,24210.79343,2755.990899,177.4674131,2933.458312,24702.615
135,PM-Late,3,OP,NT,2,NB,2NB,3.1,65,9000,1,6,70,3600,1,6,2040,0.5,0,4.75,2.375,0.279503106,0.279503106,3.506,0.708,3974.3,305.9,4280.2,238.458,4892,3436.97464,281.428,3937.784,0.13198094,0.132325245,0.989465314,2.944372133,74.13630823,220.6089256,64.23833806,69.9892775,453.6151424,3282.226858,37.24002893,268.6599711,490.8551713,3550.886829,565.3352292,4088.206771,3.067342475,9.127553611,1.137779503,1731.303354,5193.910062,1360.845427,111.7200868,1472.565514,12840.6
136,Night,8,OP,NT,2,SB,2SB,3.1,65,9000,1,6,70,3600,1,6,2040,0.5,0,4.75,2.375,0.279503106,0.279503106,3.506,0.708,2233.5,369.1,2602.6,134.01,3340.8,1931.5308,339.572,2394.392,0.134756204,0.134834794,0.664024114,1.988202081,73.04617762,218.7127836,64.92325083,69.99912656,260.2857582,1839.204242,45.78612077,323.3138792,306.0718789,2162.518121,397.6441205,2809.14588,2.058474753,6.163426451,0.86211148,817.9910497,6543.928397,2082.286065,366.2889662,2448.575031,20820.8
137,AM-Early,1,OP,AM,2,SB,2SB,3.1,65,9000,1,6,70,3600,1,6,2040,0.5,0,4.75,2.375,0.279503106,0.279503106,3.35,0.715,6063.4,501.5,6564.9,363.804,7567.9,5243.62832,461.38,6039.708,0.113736072,0.114727878,1.481766677,4.350821393,69.1374961,203.0042258,54.99559032,69.92292011,596.3896855,5103.206314,52.93314848,448.5668515,649.322834,5551.773166,755.189131,6448.906869,4.593476699,13.48754632,1.715653569,3453.440416,3453.440416,596.3896855,52.93314848,649.322834,6564.9
138,AM-Peak,2,Peak,AM,2,SB,2SB,3.1,65,9000,1,6,70,3600,1,6,2040,0.5,0,4.75,2.375,0.279503106,0.279503106,3.35,0.715,7315.245,613.2,7928.445,438.9147,9154.845,6326.223876,564.144,7294.1694,0.133466246,0.126112187,2.37499833,7.124986084,65.18555939,195.5564337,43.06173174,69.55589288,844.3373549,6031.992945,71.14543365,542.0545664,915.4827886,6574.047511,1057.773656,7658.156644,7.362494822,22.08745686,2.744136824,7787.8511,15575.7022,1688.67471,142.2908673,1830.965577,15856.89
139,AM-Shoulder,1,OP,AM,2,SB,2SB,3.1,65,9000,1,6,70,3600,1,6,2040,0.5,0,4.75,2.375,0.279503106,0.279503106,3.35,0.715,6136.9,923.7,7060.6,368.214,8908,5307.19112,849.804,6495.752,0.108793829,0.110206772,2.179255785,6.364913629,71.38119083,208.4817751,43.39055,69.86945494,577.3896456,5191.296354,93.65415594,830.0458441,671.0438016,6021.342198,858.3521134,7681.433887,6.755692932,19.73123225,2.763426671,5748.57905,5748.57905,577.3896456,93.65415594,671.0438016,7060.6
140,MD,5,OP,MD,2,SB,2SB,3.1,65,9000,1,6,70,3600,1,6,2040,0.5,0,4.75,2.375,0.279503106,0.279503106,3.353,0.708,8189.1,772,8961.1,491.346,10505.1,7081.93368,710.24,8244.212,0.08534652,0.106220476,4.749999996,11.15154463,90.32433329,212.05386,25.93631231,69.79651316,604.4183958,7093.335604,75.44203095,696.557969,679.8604268,7789.893573,830.7444887,9183.009511,14.72499999,34.56978837,5.460359813,11508.07591,57540.37957,3022.091979,377.2101548,3399.302134,44805.5
141,PM-Shoulder,1,OP,PM,2,SB,2SB,3.1,65,9000,1,6,70,3600,1,6,2040,0.5,0,4.75,2.375,0.279503106,0.279503106,3.502,0.592,9375.3,584.7,9960,562.518,11129.4,8107.75944,537.924,9163.2,0.104479632,0.110708471,4.749999553,12.70053819,77.79104492,207.9975221,22.12128523,69.3745871,847.0957248,7965.686275,59.55274362,525.1472564,906.6484684,8490.833532,1025.753956,9541.128044,14.72499861,39.3716684,5.27222664,14818.17425,14818.17425,847.0957248,59.55274362,906.6484684,9960
142,PM-Peak,3,Peak,PM,2,SB,2SB,3.1,65,9000,1,6,70,3600,1,6,2040,0.5,0,4.75,2.375,0.279503106,0.279503106,3.502,0.592,8876.49,576.975,9453.465,532.5894,10607.415,7676.388552,530.817,8697.1878,0.106098114,0.110775792,4.749997557,12.89529116,76.6017191,207.9583114,26.63297009,69.5117531,814.450351,7529.450249,58.80167336,518.1733266,873.2520244,8047.623576,990.8553711,9083.970229,14.72499243,39.97540258,5.298472545,14343.39582,43030.18745,2443.351053,176.4050201,2619.756073,28360.395
143,PM-Late,3,OP,NT,2,SB,2SB,3.1,65,9000,1,6,70,3600,1,6,2040,0.5,0,4.75,2.375,0.279503106,0.279503106,3.506,0.708,6484.9,499.3,6984.2,389.094,7982.8,5608.14152,459.356,6425.464,0.113832683,0.115406012,1.951090938,5.670372023,80.87810258,235.0525653,51.98846772,69.89029124,638.3897961,5457.416204,53.01244416,446.2875558,691.4022402,5903.70376,797.4271285,6796.278871,6.048381908,17.57815327,2.23626239,4793.086161,14379.25848,1915.169388,159.0373325,2074.206721,20952.6
