,Year,SegDir,Segment,Direction,Period,Hours/Day,Peak,4Periods,Length,Speed GP,Capacity GP,Alpha GP,Beta GP,Speed ML,Capacity ML,Alpha ML,Beta ML,MinToll,MinCapture,AADT Lights,AADT Medium A,AADT Medium B,AADT Heavy A,AADT Heavy B,GrowthFactor,MaxToll,Soft Cap,MaxCapture,MaxCap_aux,B1,B2,TotalLights,TotalMediumA,TotalMediumB,TotalHeavyA,TotalHeavyB,TotalVeh,Corridor PCE pre-fix,Suppressed ratio ref,Suppressed ratio,Corridor PCE,Suppressed Demand,PCE ratio,HOV3,InScopeLights,InScopeMediumA,InScopeMediumB,InScopeHeavyA,InScopeHeavyB,InScopeVeh,TollLights,TollMediumA,TollMediumB,TollHeavyA,TollHeavyB,CaptureRateLights,CaptureRateMediumA,CaptureRateMediumB,CaptureRateHeavyA,CaptureRateHeavyB,VOT Lights,VOT MediumA,VOT MediumB,VOT HeavyA,VOT HeavyB,Speed GP Real,Speed ML Real,Bounus Seg,Time ML,Time GP,Time Savings,BonusRel,MLVeh_Lights,GPVeh_Lights,MLVeh_MediumA,GPVeh_MediumA,MLVeh_MediumB,GPVeh_MediumB,MLVeh_HeavyA,GPVeh_HeavyA,MLVeh_HeavyB,GPVeh_HeavyB,MLVeh,GPVeh,GPVehDay,ML PCE,GP PCE,TollLightsPerSeg,TollMediumAPerSeg,TollMediumBPerSeg,TollHeavyAPerSeg,TollHeavyBPerSeg,TollBlend,RevenuePerHour,RevenuePerHourLights,RevenuePerHourMediumA,RevenuePerHourMediumB,RevenuePerHourHeavyA,RevenuePerHourHeavyB,RevenuePerDay,RevenuePerDayLights,RevenuePerDayMediumA,RevenuePerDayMediumB,RevenuePerDayHeavyA,RevenuePerDayHeavyB,TransactionsDay_Lights,TransactionsDay_MediumA,TransactionsDay_MediumB,TransactionsDay_HeavyA,TransactionsDay_HeavyB,TransactionsDay,TotalVeh_hours
0,2032,1NB,1,NB,Night,6,OP,NT,0.7,55,8000.0,1,6,70,3600,1,5,0.5,0,1263.9,43.8,6.4,326.9,42.5,1.2870655091820147,3.6,1.8,0.3103448275862069,0.3103448275862069,3.402,0.708,1263.9,43.8,6.4,326.9,42.5,1683.5,2522.7000000000003,1.2,0.31533750000000005,2522.7000000000003,0.0,1.0,0.0,1011.1200000000001,35.04,5.120000000000001,261.52,34.0,1346.8000000000002,1.1638332319240179,3.4914996957720534,3.4914996957720534,3.4914996957720534,3.4914996957720534,0.06080283660275236,0.06077527219248287,0.060774730309335924,0.06079809120522911,0.060775010672121176,89.85294607133794,269.5588382140138,269.5588382140138,269.5588382140138,269.5588382140138,54.959934204173,69.99999678035744,0.2978266837454035,0.6000000275969375,0.7641930545981444,-0.16419302700120686,0.0003896836732464867,61.478964145774974,1202.421035854225,2.1295655376245994,41.6704344623754,0.3111666191838,6.0888333808162,15.899916811991515,311.0000831880085,2.06635036285212,40.43364963714788,81.88596347742701,1601.6140365225729,9609.684219135437,122.69996214073106,2400.000037859269,0.8146832623468124,2.4440497870404374,2.4440497870404374,2.4440497870404374,2.4440497870404374,1.7439166302850801,99.96160544664117,50.08588307598267,5.204764198720057,0.7605067093502593,38.860188298308536,5.050263164279654,599.7696326798471,300.515298455896,31.228585192320345,4.563040256101556,233.1611297898512,30.301578985677924,368.87378487464986,12.777393225747597,1.8669997151028,95.39950087194909,12.398102177112719,491.31578086456204,10101.0
1,2032,1NB,1,NB,AM-Early,1,OP,AM,0.7,55,8000.0,1,6,70,3600,1,5,0.5,0,6018.3,90.1,59.2,375.8,25.7,1.2870655091820147,3.6,1.8,0.3103448275862069,0.3103448275862069,3.246,0.715,6018.3,90.1,59.2,375.8,25.7,6569.1,7670.700000000001,1.2,0.9588375000000001,7670.700000000001,0.0,1.0,0.0,4814.64,72.08,47.36000000000001,300.64000000000004,20.560000000000002,5255.280000000001,1.7999913696677698,5.39997410900331,5.39997410900331,5.39997410900331,5.39997410900331,0.1610359854589394,0.16091772856972533,0.16091581521169995,0.1609353679186456,0.16091375672010377,52.162396326645315,156.48718897993595,156.48718897993595,156.48718897993595,156.48718897993595,41.052755223185365,69.89114721166192,0.6281704248767387,0.6009344770490754,1.0230738417352232,-0.42213936468614777,0.18160623466920164,775.3302970300281,5242.969702969972,11.598949875305802,78.50105012469419,7.620973008426111,51.57902699157389,48.38360901106162,327.41639098893836,3.308386838165334,22.391613161834666,846.2422157629869,5722.857784237013,5722.857784237013,988.0660532289047,6682.633946771096,1.259993958767439,3.7799818763023167,3.7799818763023167,3.7799818763023167,3.7799818763023167,2.1016563997226108,1244.9572579316068,976.9114903071994,43.843820312794946,28.807139851639842,182.8891651719104,12.505642288062088,1244.9572579316068,976.9114903071994,43.843820312794946,28.807139851639842,182.8891651719104,12.505642288062088,775.3302970300281,11.598949875305802,7.620973008426111,48.38360901106162,3.308386838165334,846.2422157629869,6569.1
2,2032,1NB,1,NB,AM-Peak,1,Peak,AM,0.7,55,8000.0,1,6,70,3600,1,5,0.5,0,7548.6,216.2,113.3,368.1,16.7,1.2870655091820147,3.6,1.8,0.3103448275862069,0.3103448275862069,3.246,0.715,7926.030000000001,227.01,118.965,386.50500000000005,17.535,8676.045,9691.500000000002,1.2,1.2114375000000002,9691.500000000002,0.0,1.0,0.0,6340.8240000000005,181.608,95.17200000000001,309.20400000000006,14.028,6940.836,1.7999998310589267,5.3999994931767805,5.3999994931767805,5.3999994931767805,5.3999994931767805,0.26664690660204887,0.2665671501400782,0.26656357063820535,0.26657243241517364,0.26656020940867836,40.10996526426357,120.32989579279075,120.32989579279075,120.32989579279075,120.32989579279075,32.53729400803105,64.83366881265961,0.5900475105963524,0.6478115579323649,1.2908264586979272,-0.6430149007655623,0.3690330665430944,1690.7611049080301,6235.268895091971,48.41072700263933,178.59927299736066,25.369388144779283,93.59561185522072,82.42526239250137,304.0797376074987,3.73930661758494,13.79569338241506,1850.705789065535,6825.339210934466,6825.339210934466,2170.5951573805446,8005.479842619457,1.2599998817412486,3.779999645223746,3.779999645223746,3.779999645223746,3.779999645223746,2.1111248150118325,2734.949641607613,2130.3587922368206,182.99253089500027,95.8962781868092,311.56746260112936,14.134577687853879,2734.949641607613,2130.3587922368206,182.99253089500027,95.8962781868092,311.56746260112936,14.134577687853879,1690.7611049080301,48.41072700263933,25.369388144779283,82.42526239250137,3.73930661758494,1850.705789065535,8676.045
3,2032,1NB,1,NB,AM-Shoulder,3,OP,AM,0.7,55,8000.0,1,6,70,3600,1,5,0.5,0,5212.6,200.8,50.2,405.4,9.0,1.2870655091820147,3.6,1.8,0.3103448275862069,0.3103448275862069,3.246,0.715,5212.6,200.8,50.2,405.4,9.0,5878.0,7208.8,1.2,0.9011,7208.8,0.0,1.0,0.0,4170.080000000001,160.64000000000001,40.160000000000004,324.32,7.2,4702.400000000001,1.7751567985295742,5.325470395588723,5.325470395588723,5.325470395588723,5.325470395588723,0.1412444926179872,0.14114113431719477,0.1411309999050252,0.14115489598174916,0.1411282296269893,55.41308884450907,166.2392665335272,166.2392665335272,166.2392665335272,166.2392665335272,43.624188642674845,69.95854829881999,0.6418428393372431,0.6003555108176598,0.9627686223352243,-0.3624131115175645,0.13939258108920255,589.0008337764161,4623.599166223585,22.67291181671417,178.12708818328585,5.667820956185812,44.53217904381419,45.779355864800884,359.6206441351991,1.016123253314323,7.983876746685677,664.1370456674313,5213.862954332569,15641.588862997705,814.4094694494617,6394.390530550539,1.242609758970702,3.7278292769121055,3.7278292769121055,3.7278292769121055,3.7278292769121055,2.1768165409703957,1011.9931545360529,731.8981840924549,84.52074446319351,21.128668896765436,170.65762307098262,3.787934012656309,3035.9794636081588,2195.694552277365,253.5622333895805,63.38600669029631,511.9728692129479,11.363802037968927,1767.0025013292484,68.01873545014251,17.003462868557435,137.33806759440264,3.048369759942969,1992.4111370022938,17634.0
4,2032,1NB,1,NB,MD,4,OP,MD,0.7,55,8000.0,1,6,70,3600,1,5,0.5,0,4718.4,186.6,52.8,540.6,15.4,1.2870655091820147,3.6,1.8,0.3103448275862069,0.3103448275862069,3.249,0.708,4718.4,186.6,52.8,540.6,15.4,5513.8,7104.599999999999,1.2,0.888075,7104.599999999999,0.0,1.0,0.0,3774.72,149.28,42.24,432.48,12.32,4411.04,1.6893243730704632,5.0679731192113895,5.0679731192113895,5.0679731192113895,5.0679731192113895,0.14289628130485563,0.14280807420397656,0.14279955827339993,0.14283060332615582,0.14279717764771221,54.873534282034285,164.62060284610283,164.62060284610283,164.62060284610283,164.62060284610283,44.46873267577281,69.95914843526721,0.628325492392244,0.600350360737486,0.9444838535477803,-0.34413349281029426,0.12659324293799165,539.3934509670646,4179.006549032935,21.318389317169622,165.28161068283038,6.0318533414684135,46.768146658531585,61.771379326495875,478.82862067350413,1.7592612286198146,13.640738771380185,630.2743341808183,4883.525665819181,19534.102663276724,812.0361006083257,6292.563899391674,1.1825270611493242,3.5475811834479725,3.5475811834479725,3.5475811834479725,3.5475811834479725,2.17650045730276,960.2546635995204,637.847352375275,75.62871680300923,21.398489415511122,219.13898297430384,6.241122031421216,3841.0186543980817,2551.3894095011,302.5148672120369,85.59395766204449,876.5559318972154,24.964488125684863,2157.5738038682584,85.27355726867849,24.127413365873654,247.0855173059835,7.037044914479258,2521.097336723273,22055.2
5,2032,1NB,1,NB,PM-Shoulder,2,OP,PM,0.7,55,8000.0,1,6,70,3600,1,5,0.5,0,4932.0,154.4,41.2,419.6,10.3,1.2870655091820147,3.6,1.8,0.3103448275862069,0.3103448275862069,3.399,0.592,4932.0,154.4,41.2,419.6,10.3,5557.5,6808.5,1.2,0.8510625,6808.5,0.0,1.0,0.0,3945.6000000000004,123.52000000000001,32.96,335.68000000000006,8.24,4446.0,1.4397717797330563,4.319315339199169,4.319315339199169,4.319315339199169,4.319315339199169,0.15787312273675752,0.15780332304230557,0.15779800791662202,0.15781575449771013,0.1577965763303876,54.223032050192245,162.66909615057673,162.66909615057673,162.66909615057673,162.66909615057673,47.04717396425969,69.9456422405116,0.5653199894312888,0.600466285742018,0.8927209959923655,-0.29225471025034755,0.09035924264920131,622.9041930701505,4309.0958069298495,19.491866462185587,134.90813353781442,5.201022340931861,35.99897765906814,52.975592469791344,366.62440753020866,1.300243788962394,8.999756211037607,701.8729181320217,4855.627081867978,9711.254163735955,859.810368255764,5948.689631744236,1.0078402458131392,3.023520737439418,3.023520737439418,3.023520737439418,3.023520737439418,1.763753340748905,866.551492895575,627.7879150618556,58.93406245981803,15.72539890369319,160.1728024105536,3.9313140596546003,1733.10298579115,1255.5758301237113,117.86812491963606,31.45079780738638,320.3456048211072,7.862628119309201,1245.808386140301,38.983732924371175,10.402044681863723,105.95118493958269,2.600487577924788,1403.7458362640434,11115.0
6,2032,1NB,1,NB,PM-Peak,2,Peak,PM,0.7,55,8000.0,1,6,70,3600,1,5,0.5,0,4744.1,95.2,28.3,379.7,10.3,1.2870655091820147,3.6,1.8,0.3103448275862069,0.3103448275862069,3.399,0.592,4981.305,99.96000000000001,29.715000000000003,398.685,10.815000000000001,5520.4800000000005,6284.6,1.2,0.785575,6284.6,0.0,1.0,0.0,3985.0440000000003,79.96800000000002,23.772000000000006,318.94800000000004,8.652000000000001,4416.384000000001,1.7088267643617192,5.126480293085158,5.126480293085158,5.126480293085158,5.126480293085158,0.15176127964276395,0.15167562864139067,0.151671773315976,0.15169203335690237,0.15167073616343787,55.055601793206826,165.16680537962048,165.16680537962048,165.16680537962048,165.16680537962048,49.83188085929514,69.96183377129466,0.8101188206977119,0.6003273175671475,0.8428339303224542,-0.24250661275530672,0.05543829668026344,604.7753768727187,4376.529623127281,12.129196671194732,87.83080332880527,3.6055413952673825,26.10945860473262,48.381870655117304,350.3031293448827,1.3122552092860646,9.502744790713937,670.2042408035841,4850.275759196416,9700.551518392833,801.0619686653151,5797.768031334685,1.1961787350532034,3.58853620515961,3.58853620515961,3.58853620515961,3.58853620515961,2.0424760821063708,958.2132923773056,723.4194452989329,43.52606139408372,12.938615836118698,173.62009451923774,4.709075328932345,1916.4265847546112,1446.8388905978659,87.05212278816744,25.877231672237397,347.2401890384755,9.41815065786469,1209.5507537454373,24.258393342389464,7.211082790534765,96.76374131023461,2.6245104185721293,1340.4084816071681,11040.960000000001
7,2032,1NB,1,NB,PM-Late,5,OP,PM,0.7,55,8000.0,1,6,70,3600,1,5,0.5,0,4329.7,83.7,12.9,372.0,29.6,1.2870655091820147,3.6,1.8,0.3103448275862069,0.3103448275862069,3.399,0.592,4329.7,83.7,12.9,372.0,29.6,4827.9,5824.3,1.2,0.7280375,5824.3,0.0,1.0,0.0,3463.76,66.96000000000001,10.32,297.6,23.680000000000003,3862.3199999999997,1.0530945441983468,3.1592836325950406,3.1592836325950406,3.1592836325950406,3.1592836325950406,0.16716742092002423,0.16711986782089844,0.16711738895020817,0.16712995897044972,0.16711797378288626,53.018854840322945,159.05656452096886,159.05656452096886,159.05656452096886,159.05656452096886,51.743783267382426,69.96683556759936,0.4640502732733831,0.600284401306404,0.8116917115041221,-0.21140731019771808,0.03363874350743099,579.0278258859432,3750.6721741140564,11.190346349287362,72.50965365071264,1.7246514539661484,11.175348546033852,49.73787578960584,322.2621242103942,3.9573536191787473,25.642646380821255,645.6380530979814,4182.261946902018,20911.30973451009,778.8585075220575,5045.441492477942,0.7371661809388427,2.2114985428165284,2.2114985428165284,2.2114985428165284,2.2114985428165284,1.2703892545340283,574.148151481762,426.8397310656619,24.747434645061258,3.814064177312544,109.9952398315028,8.751681762223514,2870.74075740881,2134.1986553283095,123.7371732253063,19.07032088656272,549.976199157514,43.75840881111757,2895.1391294297164,55.951731746436806,8.623257269830741,248.68937894802917,19.786768095893738,3228.1902654899072,24139.5
8,2032,1SB,1,SB,Night,6,OP,NT,0.7,55,8000.0,1,6,70,3600,1,5,0.5,0,1680.9,41.2,16.7,329.5,38.6,1.2870655091820147,3.6,1.8,0.3103448275862069,0.3103448275862069,3.402,0.708,1680.9,41.2,16.7,329.5,38.6,2106.9,2958.9,1.2,0.36986250000000004,2958.9,0.0,1.0,0.0,1344.7200000000003,32.96,13.36,263.6,30.880000000000003,1685.5200000000002,0.6134039592896514,1.8402118778689542,1.8402118778689542,1.8402118778689542,1.8402118778689542,0.18260924595189693,0.18259618121110271,0.18259556403404423,0.18260343995472003,0.18259611571408763,57.00321762169246,171.00965286507738,171.00965286507738,171.00965286507738,171.00965286507738,54.94546665970901,69.99825316667783,0.21925306419934482,0.6000149732307006,0.7643942722357148,-0.16437929900501413,0.0005305360195458367,245.5583052164349,1435.3416947835651,6.018370132717946,35.181629867282055,2.439476735494831,14.260523264505169,48.1342667720642,281.3657332279358,5.638568053251026,32.961431946748974,307.7889869099629,1799.111013090037,10794.666078540222,432.25035029701894,2526.6496497029807,0.42938277150275594,1.288148314508268,1.288148314508268,1.288148314508268,1.288148314508268,0.8614475746466276,185.60085339357107,105.43850565935246,7.752553342547523,3.142407845109798,62.00407461252583,7.263311934035475,1113.6051203614265,632.6310339561147,46.51532005528514,18.85444707065879,372.024447675155,43.57987160421285,1473.3498312986094,36.11022079630767,14.636860412968986,288.8056006323852,33.83140831950615,1846.7339214597773,12641.400000000001
9,2032,1SB,1,SB,AM-Early,1,OP,AM,0.7,55,8000.0,1,6,70,3600,1,5,0.5,0,3134.0,127.4,54.1,429.9,41.2,1.2870655091820147,3.6,1.8,0.3103448275862069,0.3103448275862069,3.246,0.715,3134.0,127.4,54.1,429.9,41.2,3786.6,5091.8,1.2,0.636475,5091.8,0.0,1.0,0.0,2507.2000000000003,101.92000000000002,43.28,343.92,32.96,3029.28,0.9082436886239865,2.7247310658719597,2.7247310658719597,2.7247310658719597,2.7247310658719597,0.16011594192801393,0.1600830202264053,0.1600803884007107,0.1600938804645896,0.16007992514583563,52.29009063601138,156.87027190803414,156.87027190803414,156.87027190803414,156.87027190803414,53.439037337333964,69.98634336306228,0.4186455992213784,0.6001170797296856,0.785942301596396,-0.18582522186671036,0.015614156572022742,401.4426896019166,2732.5573103980832,16.31566142147523,111.08433857852478,6.92827920998276,47.17172079001724,55.059487369381664,374.8405126306183,5.276234332806743,35.92376566719326,485.02235193556294,3301.5776480644367,3301.5776480644367,652.1816766028558,4439.618323397144,0.6357705820367905,1.9073117461103717,1.9073117461103717,1.9073117461103717,1.9073117461103717,1.2212630804475755,414.63792412752747,255.22545242262512,31.11905267473955,13.214388317532404,105.01560699443729,10.063423718193121,414.63792412752747,255.22545242262512,31.11905267473955,13.214388317532404,105.01560699443729,10.063423718193121,401.4426896019166,16.31566142147523,6.92827920998276,55.059487369381664,5.276234332806743,485.02235193556294,3786.6
