,Year,Total Revenue,Var Total Revenue (%),Base Revenues,Var Base Revenues (%),Dev Revenues,Var Dev Revenues (%),Dev Revenues 2x,Var Dev Revenues 2x (%),Dev Revenues 3x,Var Dev Revenues 3x (%),Dev Revenues 4x,Var Dev Revenues 4x (%),TDOT Revenues,Var TDOT Revenues (%),TDOT Revenues 2x,Var TDOT Revenues 2x (%),TDOT Revenues 3x,Var TDOT Revenues 3x (%),TDOT Revenues 4x,Var TDOT Revenues 4x (%),Total Transactions,Var Total Transactions (%),Transactions Lights,Var Transactions Lights (%),Transactions Medium A,Var Transactions Medium A (%),Transactions Medium B,Var Transactions Medium B (%),Transactions Heavy A,Var Transactions Heavy A (%),AADT,Var AADT (%),Toll/AADT/mi,Var Toll/AADT/mi (%),Toll Lights,Var Toll Lights (%),Toll Medium A,Var Toll Medium A (%),Toll Meadium B,Var Toll Meadium B (%),Toll Heavy A,Var Toll Heavy A (%),Capture,Var Capture (%),Corridor PCE,Var Corridor PCE (%)
0,2025,216774673.9,,216774673.9,,0,,0,,0,,0,,0,,0,,0,,0,,83827894.8,,79382683.78,,1301903.269,,379241.883,,2764065.863,,21228.076,,1.124,,0.898,,3.591,,3.591,,6.283,,0.143,,181797.189,
1,2026,241354528.7,0.113,241322930.6,0.113,0,,0,,0,,0,,0,,0,,0,,0,,89241453.63,0.065,84442172.06,0.064,1394081.65,0.071,406796.76,0.073,2995128.031,0.084,22756.935,0.072,1.167,0.038,0.932,0.038,3.728,0.038,3.728,0.038,6.524,0.038,0.149,0.042,187012.734,0.029
2,2027,268721467.7,0.113,268651110.3,0.113,0,,0,,0,,0,,0,,0,,0,,0,,95004617.09,0.065,89824128.91,0.064,1492786.517,0.071,436353.712,0.073,3245505.848,0.084,24395.903,0.072,1.212,0.039,0.968,0.039,3.871,0.038,3.871,0.038,6.774,0.038,0.156,0.047,192377.907,0.029
3,2028,299191515.4,0.113,299074020.3,0.113,0,,0,,0,,0,,0,,0,,0,,0,,101139962.4,0.065,95549107.03,0.064,1598479.963,0.071,468058.208,0.073,3516814.006,0.084,26152.911,0.072,1.259,0.039,1.005,0.038,4.02,0.038,4.02,0.038,7.034,0.038,0.162,0.038,197896.999,0.029
4,2029,333116530.1,0.113,332942117.9,0.113,0,,0,,0,,0,,0,,0,,0,,0,,107671525,0.065,101638969,0.064,1711656.8,0.071,502066.281,0.073,3810802.177,0.084,28036.46,0.072,1.307,0.038,1.043,0.038,4.174,0.038,4.174,0.038,7.304,0.038,0.169,0.043,203574.429,0.029
5,2030,370888267,0.113,370645547.1,0.113,0,,0,,0,,0,,0,,0,,0,,0,,114624892.2,0.065,108116970.8,0.064,1832846.873,0.071,538545.307,0.073,4129366.299,0.084,30055.662,0.072,1.358,0.039,1.083,0.038,4.334,0.038,4.334,0.038,7.584,0.038,0.176,0.041,209414.736,0.029
6,2031,412942901.8,0.113,412618633,0.113,0,,0,,0,,0,,0,,0,,0,,0,,122027304,0.065,115007850.8,0.064,1962617.541,0.071,577674.817,0.073,4474560.797,0.084,32220.29,0.072,1.41,0.038,1.125,0.039,4.5,0.038,4.5,0.038,7.875,0.038,0.184,0.045,215422.596,0.029
7,2032,459766067.9,0.113,459344885.4,0.113,210591.287,inf,210591.287,inf,0,,0,,210591.287,inf,210591.287,inf,0,,0,,129907759.4,0.065,122337923.9,0.064,2101576.334,0.071,619647.391,0.073,4848611.841,0.084,34540.814,0.072,1.465,0.039,1.168,0.038,4.672,0.038,4.672,0.038,8.177,0.038,0.192,0.043,221602.813,0.029
8,2033,499728773.9,0.087,492809703.9,0.073,411415.165,0.954,411415.165,0.954,0,,0,,411415.165,0.954,411415.165,0.954,0,,0,,133141003.8,0.025,125304670,0.024,2152728.547,0.024,635289.646,0.025,5044082.184,0.04,35489.708,0.027,1.549,0.057,1.236,0.058,4.944,0.058,4.944,0.058,8.652,0.058,0.194,0.01,225038.282,0.016
9,2034,543165024.2,0.087,528712547,0.073,803748.533,0.954,803748.533,0.954,0,,0,,803748.534,0.954,803748.533,0.954,0,,0,,136454719.7,0.025,128343360.9,0.024,2205125.802,0.024,651326.771,0.025,5247432.856,0.04,36464.669,0.027,1.639,0.058,1.308,0.058,5.232,0.058,5.232,0.058,9.156,0.058,0.196,0.01,228527.009,0.016
10,2035,590376738.3,0.087,567231032.8,0.073,1570218.502,0.954,1570218.502,0.954,0,,0,,1570218.503,0.954,1570218.502,0.954,0,,0,,139850909.9,0.025,131455741.4,0.024,2258798.402,0.024,667768.733,0.025,5458981.55,0.04,37466.415,0.027,1.734,0.058,1.384,0.058,5.536,0.058,5.536,0.058,9.689,0.058,0.198,0.01,232069.822,0.016
11,2036,641692078.1,0.087,608555719.8,0.073,3067608.889,0.954,3067608.888,0.954,0,,0,,3067608.892,0.954,3067608.888,0.954,0,,0,,143331627,0.025,134643598.4,0.024,2313777.39,0.024,684625.753,0.025,5679058.767,0.04,38495.679,0.027,1.834,0.058,1.465,0.059,5.859,0.058,5.859,0.058,10.253,0.058,0.201,0.015,235667.558,0.016
12,2037,697467729.2,0.087,652891049.1,0.073,5992939.379,0.954,5992939.376,0.954,0,,0,,5992939.386,0.954,5992939.376,0.954,0,,0,,146898975,0.025,137908762.3,0.024,2370094.562,0.024,701908.309,0.025,5908008.331,0.04,39553.22,0.027,1.94,0.058,1.55,0.058,6.2,0.058,6.2,0.058,10.849,0.058,0.203,0.01,239321.07,0.016
13,2038,758091380.5,0.087,700456356.2,0.073,11707920.96,0.954,11707920.95,0.954,0,,0,,11707920.97,0.954,11707920.95,0.954,0,,0,,150555109.8,0.025,141253107.8,0.024,2427782.489,0.024,719627.142,0.025,6146187.929,0.04,40639.812,0.027,2.052,0.058,1.64,0.058,6.56,0.058,6.56,0.058,11.48,0.058,0.206,0.015,243031.221,0.016
14,2039,823984418.4,0.087,751486955.7,0.073,22872818.24,0.954,22872818.22,0.954,0,,0,,22872818.28,0.954,22872818.22,0.954,0,,0,,154302241.4,0.025,144678555.1,0.024,2486874.537,0.024,737793.265,0.025,6393969.666,0.04,41756.256,0.027,2.171,0.058,1.736,0.059,6.942,0.058,6.942,0.058,12.149,0.058,0.208,0.01,246798.89,0.016
