,,,GPVeh,GPVeh,GPVeh,GPVeh,GPVeh,GPVeh,GPVeh,GPVeh,MLVeh,MLVeh,MLVeh,MLVeh,MLVeh,MLVeh,MLVeh,MLVeh,RevenuePerHour,RevenuePerHour,RevenuePerHour,RevenuePerHour,RevenuePerHour,RevenuePerHour,RevenuePerHour,RevenuePerHour,TollLights,TollLights,TollLights,TollLights,TollLights,TollLights,TollLights,TollLights,TollHeavies,TollHeavies,TollHeavies,TollHeavies,TollHeavies,TollHeavies,TollHeavies,TollHeavies,CaptureRateLights,CaptureRateLights,CaptureRateLights,CaptureRateLights,CaptureRateLights,CaptureRateLights,CaptureRateLights,CaptureRateLights
Period,,,Night,AM-Early,AM-Peak,AM-Shoulder,MD,PM-Shoulder,PM-Peak,PM-Late,Night,AM-Early,AM-Peak,AM-Shoulder,MD,PM-Shoulder,PM-Peak,PM-Late,Night,AM-Early,AM-Peak,AM-Shoulder,MD,PM-Shoulder,PM-Peak,PM-Late,Night,AM-Early,AM-Peak,AM-Shoulder,MD,PM-Shoulder,PM-Peak,PM-Late,Night,AM-Early,AM-Peak,AM-Shoulder,MD,PM-Shoulder,PM-Peak,PM-Late,Night,AM-Early,AM-Peak,AM-Shoulder,MD,PM-Shoulder,PM-Peak,PM-Late
Year,Direction,Segment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2032,NB,1,1323.8235238192897,5162.821513045958,7324.739466703478,4974.994203575376,4509.955005769692,4507.631429278243,4342.1755473521325,3773.5587708262724,0.17647618071041218,612.6784869540417,765.9305332965217,575.6057964246248,535.8449942303084,585.468570721757,551.6644526478681,465.7412291737279,0.7768249584963762,604.8934312413128,3520.893463034555,869.5126733109233,640.1044047496507,585.5912367804747,582.2632711252423,339.65472455039935,5.394443780867818,1.2381398516246902,5.253108502319668,1.6312173108192654,1.2829912308064464,1.124465022219932,1.2752955215694184,0.8857767108477813,16.183331342603456,3.7144195548740706,15.759325506959003,4.8936519324577965,3.848973692419339,3.373395066659796,3.825886564708255,2.657330132543344,0.00017490712986923925,0.12937321713234232,0.11548163309788195,0.12647177405584237,0.12951213995406566,0.14019073252959788,0.13747493425689833,0.13398168538918132
2032,NB,10,988.9172728423047,4614.997549166982,7090.5219599324255,5370.810222215302,4418.665571332777,5006.7375984962755,5391.096755801137,2727.478152627248,0.582727157695286,554.6024508330177,741.9530400675758,594.0897777846978,520.0344286672224,629.4624015037244,661.5232441988634,339.1218473727515,18.08171738267081,2884.416201531305,19864.18347783855,9358.017821533726,4382.3909505850315,5921.297319197982,7724.56965149968,1070.5528337699234,5.399760978418479,1.0048300314469272,4.743694706134536,2.4926511571788703,1.3471524622019113,1.5825730508115117,2.057313173358321,0.5975340431679579,16.19928293525544,3.0144900943407817,14.231084118403608,7.477953471536611,4.0414573866057335,4.747719152434535,6.171939520074964,1.7926021295038737,0.0007809932632120385,0.13412373092395702,0.11859033901193154,0.1245419164292973,0.13164472209583875,0.13963693047406875,0.13667098238806571,0.13824032376196096
2032,NB,2,890.9108590058242,4453.374060890831,7231.580959835621,5863.692824366901,5891.638170663531,6083.244949589533,5830.0779679380485,4116.145255458429,317.6891409941757,515.8259391091693,772.1490401643799,653.2071756330988,659.061829336468,732.7550504104677,686.852032061953,480.05474454157036,1477.0725279230273,307.45550253380327,1633.0845850872172,953.8360344589079,962.6123583776568,1057.5805884058445,946.5870793430063,303.88331993847504,5.399951657213607,0.779515926329602,2.663556070021075,1.6664218848502643,1.6685470293406581,1.676201389571314,1.6952864055336563,0.8222276304730763,16.19985497164082,2.338547778988806,7.990668210063225,4.999265654550793,5.005641088021974,5.028604168713942,5.085859216600969,2.466682891419229,0.28571428403884613,0.1128330926583817,0.10487661549365904,0.10895782484346607,0.10936711725050248,0.11686147069496976,0.11456663101508033,0.11353030298621043
2032,NB,3,644.175725497895,3498.814040080067,3949.190733830844,3498.5997744031492,3876.9181650318765,4048.6815555654393,3744.367528339864,2669.6703627133747,242.02427450210513,436.18595991993317,469.10426616915663,431.7002255968509,477.1818349681232,538.7184444345609,482.19747166013644,336.72963728662546,845.9061316669294,180.8150507145029,360.8971625683507,259.4416514358677,307.6778427471331,312.8486871827856,326.5610256428716,115.67933218671757,5.399901638411252,0.7075393378795567,1.2584893323829454,0.8765713288220024,0.9717747305884918,0.9228838630035541,1.114691608995726,0.5933381040159244,16.199704915233756,2.12261801363867,3.7754679971488363,2.6297139864660073,2.9153241917654755,2.768651589010662,3.344074826987178,1.780014312047773,0.3103448258017513,0.125964873748243,0.12065454479197951,0.12481861918200012,0.12454053226402532,0.13345028387804758,0.12964699014578213,0.12727849626997573
2032,NB,4,1067.792339221096,5871.618679376223,7863.790228385938,6357.331814869622,6019.2996464775615,6130.936129554843,6206.270982148218,3045.1235057562644,0.30766077890400806,681.8813206237772,947.4947716140629,691.2681851303784,658.2003535224385,744.5638704451568,750.8190178517827,383.3764942437355,3.0050539484864327,2261.8141574024935,9718.435995630054,5720.044311280182,5671.956309677154,4423.343259914659,4286.823542559336,495.71050552183635,5.392759157215942,1.8015201811172548,5.399999966230332,3.9118601007032976,3.860667165293585,2.891307527071905,2.8782031406909283,0.6915813226840065,16.178277471647828,5.4045605433517645,16.199999898690997,11.735580302109893,11.582001495880755,8.673922581215715,8.634609422072785,2.0747439680520197,0.000352405278722142,0.11825558095239559,0.12227167336973213,0.111491899289674,0.11204255472981625,0.12309021129298901,0.12266948077384815,0.12707275088877862
2032,NB,5,1145.4429996083609,6194.791005829215,7797.881014662358,6679.5636171974365,6237.965700139958,6499.217984765828,6555.646321043605,3207.93838842091,0.35700039163905395,701.108994170786,905.2539853376413,754.2363828025636,663.4342998600416,763.6820152341718,771.3586789563956,397.3616115790903,4.5591223807691925,3103.0297097721414,11762.512097575393,11199.785969132517,8299.798850056139,7476.886177930954,6539.964865229301,680.3139899427906,5.395187768219045,1.9540432556175178,5.399999834870708,5.399999989346812,4.460288092456441,3.76017056816618,3.390522765838131,0.7229432671516428,16.185563304657133,5.862129766852553,16.199999504612123,16.199999968040437,13.380864277369323,11.28051170449854,10.171568297514392,2.1688298014549283,0.00041857100431811484,0.12711100227902983,0.13010983410983712,0.1268874255666573,0.12020408146746259,0.13148323118117877,0.13164062925340428,0.13777532921391064
2032,NB,6,1171.4152019636497,6274.266784255768,7682.979256240144,6441.84148744943,6069.450092595887,6222.361482822414,6458.784921121856,3143.724335574123,0.6847980363504695,706.9332157442323,835.6707437598559,680.3585125505703,650.4499074041122,738.1385171775866,759.2300788781448,389.8756644258772,15.179516484465665,5876.927185617426,19603.400280358663,14938.602808233016,12865.303616119916,11337.943024951635,11863.181539178295,1120.919031028632,5.39854493138465,2.039199267431753,5.399999955054517,4.497643181284237,3.928504929852597,3.2516747404224007,3.415395165463691,0.6891085557822967,16.19563479415395,6.1175978022952595,16.199999865163548,13.49292954385271,11.78551478955779,9.755024221267202,10.246185496391073,2.06732566734689,0.0007867143165956301,0.12662181736741918,0.12279274445119527,0.11950954314007793,0.12105868364025019,0.13262856557282993,0.13156255748376797,0.13792573472762823
2032,NB,7,1163.0735522607956,5894.867291845415,6278.846185156306,5497.528317238128,5529.93049465062,5980.015810202691,6422.146129122688,3118.550637124235,0.5264477392043566,651.032708154584,661.0238148436936,594.2716827618727,600.0695053493796,701.4841897973092,732.5538708773131,358.2493628757655,10.076936694320327,2863.8536603331772,5585.430558229489,4439.803387880809,4540.028478192944,5225.523492409889,6136.169061018873,730.9570566649729,5.397830389779684,1.3164208876403434,2.3203256380858504,1.8350803415680128,1.8567419085378927,1.9316827118398163,2.3108828597188653,0.6081216976884211,16.19349116933905,3.94926266292103,6.960976914257551,5.505241024704039,5.570225725613678,5.795048135519449,6.932648579156596,1.8243650930652633,0.0006052699176845148,0.12434371531902165,0.11911280475297849,0.12196260200816302,0.12238495806545113,0.13126697492573294,0.12802824111170455,0.12880569405548642
