,Unnamed: 0,Period,Hours/Day,Peak,4Periods,Segment,Direction,SegDir,Length,Speed GP,Capacity GP,Alpha GP,Beta GP,Speed ML,Capacity ML,Alpha ML,Beta ML,Year,MinToll,MinCapture,MaxToll,Soft Cap,MaxCapture,MaxCap_aux,B1,B2,TotalLights,TotalHeavies,TotalVeh,TotalVeh_Real,Corridor PCE pre-fix,Suppressed ratio ref,Suppressed ratio,Corridor PCE,Suppressed Demand,PCE ratio,HOV3,InScopeLights,InScopeHeavies,InScopeVeh,TollLights,TollHeavies,CaptureRateLights,CaptureRateHeavies,VOT Lights,VOT Heavies,Speed GP real,Speed ML real,Bounus Seg,Time ML,Time GP,Time Savings,BonusRel,MLVeh_Lights,GPVeh_Lights,MLVeh_Heavies,GPVeh_Heavies,MLVeh,GPVeh,GPVehDay,ML PCE,GP PCE,TollLightsPerSeg,TollHeaviesPerSeg,TollBlend,RevenuePerHour,RevenuePerDay,TransactionsDay_Lights,TransactionsDay_Heavies,TransactionsDay,TotalVeh_hours,SegDir,RevenuePerDay
208,208,Night,8,OP,NT,6,NB,6NB,1.3,70,8000,1,6,70,3600,1,6,2040,0.5,0,4.2,2.1,0.310344828,0.310344828,3.506,0.708,1619.8,271.4,1891.2,1891.2,2434,1.15,0.30425,2434,0,1,161.98,1166.256,217.12,1512.96,1.799119722,5.397486405,0.0037583,0.003700252,223.1114622,669.350166,69.9455074,69.99999924,0.533152239,1.114285726,1.115153823,-0.000868097,0.000607676,166.3631398,1291.45686,0.803398748,270.5966013,167.1665386,1562.053461,12496.42769,168.773336,2103.246664,2.338855638,7.016732327,1.816413394,394.7366015,3157.892812,1330.905118,6.427189986,1337.332308,15129.6,6NB,3157.892812
209,209,AM-Early,1,OP,AM,6,NB,6NB,1.3,70,9200,1,6,70,3600,1,6,2040,0.5,0,4.2,2.1,0.28125,0.28125,3.35,0.715,6027.7,471.5,6499.2,6499.2,7442.2,1.15,0.808934783,7442.2,0,1,602.77,4339.944,377.2,5199.36,1.185306312,3.554389322,0.112176938,0.112187522,71.62363022,214.7784618,60.37650673,69.86491312,0.797426798,1.116440235,1.291893225,-0.17545299,0.124325258,1089.611629,4335.318371,42.31713343,429.1828666,1131.928762,4764.501238,4764.501238,1216.563029,5622.866971,1.540898205,4.620706119,1.273874431,1874.515641,1874.515641,1089.611629,42.31713343,1131.928762,6499.2,6NB,1874.515641
210,210,AM-Peak,2,Peak,AM,6,NB,6NB,1.3,70,9600,1,6,70,3600,1,6,2040,0.5,0,4.2,2.1,0.272727273,0.272727273,3.35,0.715,4998.7,395.6,5394.3,5394.3,6185.5,1.15,0.644322917,6185.5,0,1,499.87,3599.064,316.48,4315.44,1.164924024,3.493497308,0.10768362,0.107694559,72.88767805,218.5832738,67.19946599,69.96100651,0.981313564,1.114906773,1.16072351,-0.045816737,0.032506457,887.4302392,3611.399761,34.083174,361.516826,921.5134132,3972.916587,7945.833174,989.6797612,4695.950239,1.514401232,4.5415465,1.251048835,1498.715767,2997.431534,1774.860478,68.166348,1843.026826,10788.6,6NB,2997.431534
211,211,AM-Shoulder,1,OP,AM,6,NB,6NB,1.3,70,8000,1,6,70,3600,1,6,2040,0.5,0,4.2,2.1,0.310344828,0.310344828,3.35,0.715,4008.1,570.5,4578.6,4578.6,5719.6,1.15,0.71495,5719.6,0,1,400.81,2885.832,456.4,3662.88,0.926160698,2.778040915,0.125557114,0.125563239,67.64050502,202.8892943,65.37386536,69.97232967,0.774198842,1.114726355,1.193137343,-0.078410988,0.05519614,763.1467382,2844.143262,57.3070621,513.1929379,820.4538003,3357.3362,3357.3362,935.0679245,4383.722076,1.204008908,3.611453189,1.055510839,1125.797243,1125.797243,763.1467382,57.3070621,820.4538003,4578.6,6NB,1125.797243
212,212,MD,5,OP,MD,6,NB,6NB,1.3,70,8000,1,6,70,3600,1,6,2040,0.5,0,4.2,2.1,0.310344828,0.310344828,3.353,0.708,4159.1,385.1,4544.2,4544.2,5314.4,1.15,0.6643,5314.4,0,1,415.91,2994.552,308.08,3635.36,0.798963895,2.396490483,0.125223966,0.125226412,67.78589098,203.323634,66.94616053,69.97662107,0.6954122,1.114657993,1.165115361,-0.050457368,0.035580753,790.8996776,2952.290322,38.57975297,346.520247,829.4794305,3298.810569,16494.05285,906.6389365,3991.851064,1.038653064,3.115437628,0.873266137,941.6631874,4708.315937,3954.498388,192.8987648,4147.397153,22721,6NB,4708.315937
213,213,PM-Shoulder,1,OP,PM,6,NB,6NB,1.3,70,8000,1,6,70,3600,1,6,2040,0.5,0,4.2,2.1,0.310344828,0.310344828,3.502,0.592,4085.1,240.9,4326,4326,4807.8,1.15,0.600975,4807.8,0,1,408.51,2941.272,192.72,3460.8,0.647718494,1.943086409,0.133013298,0.132989743,68.1072655,204.3145334,68.36024765,69.98049415,0.585403404,1.114596302,1.141014006,-0.026417704,0.018709804,799.7382892,2876.851711,25.62978334,215.2702167,825.3680725,3092.121927,3092.121927,876.6276392,3522.662361,0.842034043,2.526012331,0.687942971,738.1480136,738.1480136,799.7382892,25.62978334,825.3680725,4326,6NB,738.1480136
214,214,PM-Peak,3,Peak,PM,6,NB,6NB,1.3,70,8000,1,6,70,3600,1,6,2040,0.5,0,4.2,2.1,0.310344828,0.310344828,3.502,0.592,3980,245.4,4225.4,4225.4,4716.2,1.15,0.589525,4716.2,0,1,398,2865.6,196.32,3380.32,0.963367863,2.889566872,0.133238257,0.133253466,68.03874031,204.0783148,68.53702745,69.98283314,0.898587285,1.11455905,1.138070951,-0.023511901,0.016649666,779.8075484,2802.192452,26.16032037,219.2396796,805.9678687,3021.432131,9064.296394,858.2885095,3459.911491,1.252378222,3.756436933,1.025888945,1074.883584,3224.650753,2339.422645,78.48096111,2417.903606,12676.2,6NB,3224.650753
215,215,PM-Late,3,OP,NT,6,NB,6NB,1.3,70,8000,1,6,70,3600,1,6,2040,0.5,0,4.2,2.1,0.310344828,0.310344828,3.506,0.708,3257.4,237,3494.4,3494.4,3968.4,1.15,0.49605,3968.4,0,1,325.74,2345.328,189.6,2795.52,0.628016364,1.883960146,0.125169296,0.125151835,79.22119068,237.6523518,69.45058718,69.99540303,0.510672976,1.114358895,1.123100656,-0.00874176,0.006170459,619.3030549,2312.356945,23.72878782,213.2712122,643.0318427,2525.628157,7576.884472,690.4894183,2952.170582,0.816421274,2.44914819,0.674362473,563.7275066,1691.18252,1857.909165,71.18636346,1929.095528,10483.2,6NB,1691.18252
216,216,Night,8,OP,NT,6,SB,6SB,1.3,70,8000,1,6,70,3600,1,6,2040,0.5,0,4.2,2.1,0.310344828,0.310344828,3.506,0.708,1800.5,292.8,2093.3,2093.3,2678.9,1.15,0.3348625,2678.9,0,1,180.05,1296.36,234.24,1674.64,0.82655174,2.479671977,0.049565465,0.049542882,108.3866937,325.1622783,69.92266004,69.99998231,0.503505681,1.114285996,1.115518202,-0.001232206,0.000862741,244.3046857,1376.145314,11.60492461,281.1950754,255.9096103,1657.34039,13258.72312,279.1194596,2219.73054,1.074517263,3.22357357,0.901517021,299.9189304,2399.351443,1954.437486,92.83939691,2047.276883,16746.4,6SB,2399.351443
217,217,AM-Early,1,OP,AM,6,SB,6SB,1.3,70,8000,1,6,70,3600,1,6,2040,0.5,0,4.2,2.1,0.310344828,0.310344828,3.35,0.715,3863,302.2,4165.2,4165.2,4769.6,1.15,0.5962,4769.6,0,1,386.3,2781.36,241.76,3332.16,0.684765217,2.054079334,0.124568601,0.124559133,68.39340275,205.1586029,68.36453612,69.98684603,0.618698759,1.114495143,1.14094243,-0.026447287,0.018659701,732.770123,2743.929877,30.11341589,272.0865841,762.8835389,3016.016461,3016.016461,823.1103707,3560.189629,0.890194782,2.670303134,0.738816357,732.7200885,732.7200885,732.770123,30.11341589,762.8835389,4165.2,6SB,732.7200885
218,218,AM-Peak,2,Peak,AM,6,SB,6SB,1.3,70,8000,1,6,70,3600,1,6,2040,0.5,0,4.2,2.1,0.310344828,0.310344828,3.35,0.715,4261.3,338.4,4599.7,4599.7,5276.5,1.15,0.6595625,5276.5,0,1,426.13,3068.136,270.72,3679.76,1.189595922,3.567889069,0.12457452,0.124571119,68.39197502,205.1242573,67.05939131,69.97607209,1.070523598,1.114666738,1.163148047,-0.048481309,0.034203633,808.3415707,3026.828429,33.72389344,304.6761066,842.0654641,3331.504536,6663.009072,909.513251,3940.856749,1.546474699,4.638255789,1.284844223,1406.499831,2812.999662,1616.683141,67.44778689,1684.130928,9199.4,6SB,2812.999662
219,219,AM-Shoulder,1,OP,AM,6,SB,6SB,1.3,70,8000,1,6,70,3600,1,6,2040,0.5,0,4.2,2.1,0.310344828,0.310344828,3.35,0.715,3917.8,557.7,4475.5,4475.5,5590.9,1.15,0.6988625,5590.9,0,1,391.78,2820.816,446.16,3580.4,0.889985349,2.669562293,0.125689175,0.12569447,67.60848237,202.7955353,65.93270281,69.97577228,0.756290668,1.114671514,1.183024458,-0.068352944,0.048117121,746.326035,2779.693965,56.0798449,501.6201551,802.4058799,3281.31412,3281.31412,914.5655697,4284.55443,1.156980954,3.470430981,1.014359312,1058.106239,1058.106239,746.326035,56.0798449,802.4058799,4475.5,6SB,1058.106239
220,220,MD,5,OP,MD,6,SB,6SB,1.3,70,8000,1,6,70,3600,1,6,2040,0.5,0,4.2,2.1,0.310344828,0.310344828,3.353,0.708,4748.4,429.9,5178.3,5178.3,6038.1,1.15,0.7547625,6038.1,0,1,474.84,3418.848,343.92,4142.64,1.001751289,3.004483647,0.124559418,0.124566928,67.96446835,203.8411489,63.72461019,69.94998177,0.791471885,1.115082492,1.224016903,-0.108934411,0.076811832,900.6897183,3372.870282,42.84105796,387.058942,943.5307762,3759.929224,18799.64612,1029.212892,4534.047108,1.302276676,3.905828741,1.092685444,1340.277048,6701.385241,4503.448591,214.2052898,4717.653881,25891.5,6SB,6701.385241
221,221,PM-Shoulder,1,OP,PM,6,SB,6SB,1.3,70,5600,1,6,70,3600,1,6,2040,0.5,0,4.2,2.1,0.391304348,0.391304348,3.502,0.592,3900,230,4130,4130,4590,1.15,0.819642857,4590,0,1,390,2808,184,3304,1.092470943,3.27687399,0.163955793,0.16396152,62.73048434,188.1605125,61.92344859,69.96935983,0.908055234,1.114773669,1.259619769,-0.1448461,0.101733838,850.3878677,2659.612132,30.16891964,199.8310804,880.5567873,2859.443213,2859.443213,940.8946266,3259.105373,1.420212226,4.259936187,1.167311182,1336.248919,1336.248919,850.3878677,30.16891964,880.5567873,4130,6SB,1336.248919
222,222,PM-Peak,3,Peak,PM,6,SB,6SB,1.3,70,5600,1,6,70,3600,1,6,2040,0.5,0,4.2,2.1,0.391304348,0.391304348,3.502,0.592,3563.9,226.6,3790.5,3790.5,4243.7,1.15,0.757803571,4243.7,0,1,356.39,2566.008,181.28,3032.4,1.344467012,4.032662135,0.169059808,0.169067656,61.92088075,185.7286114,64.86328239,69.97915416,1.289867109,1.114617645,1.202529337,-0.087911693,0.061770536,790.1988204,2417.31118,30.64858473,195.9514153,820.8474052,2613.262595,7839.787785,882.1445746,3005.165425,1.747807115,5.242460775,1.444838135,1541.789124,4625.367372,2370.596461,91.94575418,2462.542215,11371.5,6SB,4625.367372
223,223,PM-Late,3,OP,NT,6,SB,6SB,1.3,70,8000,1,6,70,3600,1,6,2040,0.5,0,4.2,2.1,0.310344828,0.310344828,3.506,0.708,4151.7,302.4,4454.1,4454.1,5058.9,1.15,0.6323625,5058.9,0,1,415.17,2989.224,241.92,3563.28,0.857375962,2.571652641,0.124775234,0.124774654,79.33396724,237.9579267,67.69675388,69.98048747,0.652377041,1.114596408,1.152197048,-0.03760064,0.026537934,788.1511246,2948.378875,30.18548422,272.2145158,818.3366088,3220.593391,9661.780174,878.7075772,3765.022423,1.114588751,3.343148434,0.920609442,979.3789318,2938.136795,2364.453374,90.55645265,2455.009826,13362.3,6SB,2938.136795
224,224,Night,8,OP,NT,7,NB,7NB,0.6,70,9000,1,6,70,3600,1,6,2040,0.5,0,4.2,2.1,0.285714286,0.285714286,3.506,0.708,1981.9,316.4,2298.3,2298.3,2931.1,1.15,0.325677778,2931.1,0,1,198.19,1426.968,253.12,1838.64,1.794313597,5.3825311,0.004424123,0.004391515,213.6772782,640.983046,69.91832241,69.99999736,0.25593627,0.514285734,0.514886496,-0.000600762,0.000420547,204.5030816,1579.206918,1.1115803,315.2884197,205.6146619,1894.495338,15155.9627,207.8378225,2525.072178,1.076588158,3.22951866,1.81371198,223.7554653,1790.043722,1636.024653,8.892642404,1644.917295,18386.4,7NB,1790.043722
225,225,AM-Early,1,OP,AM,7,NB,7NB,0.6,70,10800,1,6,70,3600,1,6,2040,0.5,0,4.2,2.1,0.25,0.25,3.35,0.715,9449.2,739.1,10188.3,10188.3,11666.5,1.15,1.080231481,11666.5,0,1,944.92,6803.424,591.28,8150.64,3.019717278,9.051355959,0.104339957,0.104369422,73.89935822,221.5072918,36.04886252,68.43103385,0.438775839,0.526077102,0.998644548,-0.472567445,0.339051183,1654.788967,6849.491033,61.7115516,677.3884484,1716.500519,7526.879481,7526.879481,1839.923622,8881.656378,1.811830367,5.430813575,3.236566488,3333.340834,3333.340834,1654.788967,61.7115516,1716.500519,10188.3,7NB,3333.340834
226,226,AM-Peak,2,Peak,AM,7,NB,7NB,0.6,70,9000,1,6,70,3600,1,6,2040,0.5,0,4.2,2.1,0.285714286,0.285714286,3.35,0.715,7701,605.2,8306.2,8306.2,9516.6,1.15,1.0574,9516.6,0,1,770.1,5544.72,484.16,6644.96,3.344875112,10.02716971,0.114286373,0.114313082,71.05491572,213.0063679,39.18759097,69.37934766,0.757647446,0.518886401,0.918658155,-0.399771754,0.283060708,1403.785936,5527.114064,55.34582187,549.8541781,1459.131758,6076.968242,12153.93648,1569.823402,7176.676598,2.006925067,6.016301827,3.598338916,3150.270354,6300.540707,2807.571872,110.6916437,2918.263516,16612.4,7NB,6300.540707
227,227,AM-Shoulder,1,OP,AM,7,NB,7NB,0.6,70,12600,1,6,70,3600,1,6,2040,0.5,0,4.2,2.1,0.222222222,0.222222222,3.35,0.715,5904.2,840.4,6744.6,6744.6,8425.4,1.15,0.66868254,8425.4,0,1,590.42,4251.024,672.32,5395.68,0.856095289,2.567958342,0.087423045,0.087428802,78.80916132,236.3973332,66.17126209,69.91343247,0.282454164,0.514922508,0.54404282,-0.029120311,0.020829974,962.0574638,4351.722536,58.78013185,781.6198682,1020.837596,5133.342404,5133.342404,1138.397859,6696.582141,0.513657173,1.540775005,0.954664872,584.7346754,584.7346754,962.0574638,58.78013185,1020.837596,6744.6,7NB,584.7346754
228,228,MD,5,OP,MD,7,NB,7NB,0.6,70,9000,1,6,70,3600,1,6,2040,0.5,0,4.2,2.1,0.285714286,0.285714286,3.353,0.708,6813.7,625.1,7438.8,7438.8,8689,1.15,0.965444444,8689,0,1,681.37,4905.864,500.08,5951.04,1.931594143,5.792445712,0.115100472,0.115128162,70.32701445,210.8959662,48.15763813,69.66163535,0.446413568,0.516783734,0.747544967,-0.230761233,0.163281477,1246.037264,4886.292736,57.57329113,567.5267089,1303.610555,5453.819445,27269.09723,1418.757137,6588.872863,1.158956486,3.475467427,2.102106672,1644.197066,8220.985332,6230.186318,287.8664557,6518.052774,37194,7NB,8220.985332
229,229,PM-Shoulder,1,OP,PM,7,NB,7NB,0.6,70,7200,1,6,70,3600,1,6,2040,0.5,0,4.2,2.1,0.333333333,0.333333333,3.502,0.592,7035.187879,414.9373735,7450.125253,7471,8303.2,1.15,1.153222222,8280,23.2,0.997205897,705.49,5063.758303,331.9498988,5960.100202,3.509145713,10.52289495,0.135731986,0.13573266,67.56698082,202.6134847,32.07165886,69.45542418,0.559326928,0.51831805,1.122486372,-0.604168323,0.425740461,1392.803972,4936.893907,45.05644266,369.8809309,1437.860415,5306.774838,5306.774838,1527.9733,6046.5367,2.105487428,6.313736969,3.728926845,3217.00578,3217.00578,1392.803972,45.05644266,1437.860415,7450.125253,7NB,3217.00578
230,230,PM-Peak,3,Peak,PM,7,NB,7NB,0.6,70,6300,1,6,70,3600,1,6,2040,0.5,0,4.2,2.1,0.363636364,0.363636364,3.502,0.592,6127.581087,372.472971,6500.054058,6812.9,7593.7,1.15,1.205349206,7245,348.7,0.954080356,642.25,4388.26487,297.9783768,5200.043246,2.099999706,6.29977969,0.271043236,0.271010135,55.80727412,167.4159911,39.6968653,66.41444636,0.511829936,0.542050743,0.906872614,-0.364821871,0.27481083,1831.659512,3653.671575,80.75516002,291.717811,1912.414672,3945.389386,11836.16816,2073.924992,4528.825008,1.259999824,3.779867814,2.277342993,2613.134492,7839.403476,5494.978536,242.2654801,5737.244016,19500.16217,7NB,7839.403476
231,231,PM-Late,3,OP,NT,7,NB,7NB,0.6,70,9000,1,6,70,3600,1,6,2040,0.5,0,4.2,2.1,0.285714286,0.285714286,3.506,0.708,4651,338.4,4989.4,4989.4,5666.2,1.15,0.629577778,5666.2,0,1,465.1,3348.72,270.72,3991.52,0.858253948,2.574583946,0.113874317,0.113865799,82.54947127,247.631303,67.62583621,69.97130113,0.287660499,0.51449665,0.532340922,-0.017844272,0.012638645,846.4332041,3339.466796,30.82574904,307.574251,877.2589532,3647.041047,10941.12314,938.9104512,4262.189549,0.514952369,1.544750368,0.918563572,483.4908708,1450.472612,2539.299612,92.47724712,2631.776859,14968.2,7NB,1450.472612
232,232,Night,8,OP,NT,7,SB,7SB,0.6,70,9000,1,6,70,3600,1,6,2040,0.5,0,4.2,2.1,0.285714286,0.285714286,3.506,0.708,1734.5,287.2,2021.7,2021.7,2596.1,1.15,0.288455556,2596.1,0,1,173.45,1248.84,229.76,1617.36,2.098989927,6.295263119,7.87E-05,4.34E-05,127570.4773,382607.706,69.95971143,69.99999912,0,0.514285721,0.514581882,-0.000296162,0.000207318,173.5483157,1387.501684,0.009963547,287.1900365,173.5582792,1674.691721,13397.53377,173.5782063,2249.071794,1.259393956,3.777157872,2.099230825,218.6033338,1748.826671,1388.386526,0.079708373,1388.466234,16173.6,7SB,1748.826671
233,233,AM-Early,1,OP,AM,7,SB,7SB,0.6,70,6300,1,6,70,3600,1,6,2040,0.5,0,4.2,2.1,0.363636364,0.363636364,3.35,0.715,4429.2,346.4,4775.6,4775.6,5468.4,1.15,0.868,5468.4,0,1,442.92,3189.024,277.12,3820.48,1.359819992,4.078959306,0.139948674,0.139943599,64.8465613,194.5158081,57.86280384,69.95564955,0.45861362,0.514611761,0.622161347,-0.107549586,0.075512943,889.2196797,3097.06032,38.7811702,307.6188298,928.0008499,3404.67915,3404.67915,1005.56319,4019.91681,0.815891995,2.447375583,1.473452867,820.4193078,820.4193078,889.2196797,38.7811702,928.0008499,4775.6,7SB,820.4193078
234,234,AM-Peak,2,Peak,AM,7,SB,7SB,0.6,70,6300,1,6,70,3600,1,6,2040,0.5,0,4.2,2.1,0.363636364,0.363636364,3.35,0.715,5351.6,429.3,5780.9,5780.9,6639.5,1.15,1.053888889,6639.5,0,1,535.16,3853.152,343.44,4624.72,2.099993878,6.299931216,0.193413583,0.193353177,57.43981748,172.3180734,46.67390458,69.53527167,0.685230545,0.517722864,0.771308943,-0.253586079,0.17991626,1280.411933,3536.028067,66.40521526,362.8947847,1346.817148,3898.922852,7797.845704,1479.627579,4624.712421,1.259996327,3.779958729,2.307073023,1864.323305,3728.646611,2560.823866,132.8104305,2693.634296,11561.8,7SB,3728.646611
235,235,AM-Shoulder,1,OP,AM,7,SB,7SB,0.6,70,6300,1,6,70,3600,1,6,2040,0.5,0,4.2,2.1,0.363636364,0.363636364,3.35,0.715,5077.034982,722.655006,5799.689988,5972.6,7461,1.15,1.184285714,7245,216,0.971049457,522.84,3643.355986,578.1240048,4639.75199,2.099934534,6.299571127,0.22550914,0.22548623,53.52778967,160.5774432,37.45811065,68.81327006,0.449790338,0.523154908,0.961073566,-0.437918658,0.312751497,1344.450074,3209.744908,130.3590023,592.2960037,1474.809076,3802.040912,3802.040912,1735.52708,4986.63292,1.25996072,3.779742676,2.471142201,2186.677767,2186.677767,1344.450074,130.3590023,1474.809076,5799.689988,7SB,2186.677767
236,236,MD,5,OP,MD,7,SB,7SB,0.6,70,9000,1,6,70,3600,1,6,2040,0.5,0,4.2,2.1,0.285714286,0.285714286,3.353,0.708,6870,613.8,7483.8,7483.8,8711.4,1.15,0.967933333,8711.4,0,1,687,4946.4,491.04,5987.04,1.947201094,5.838892907,0.115060558,0.115102569,70.36028222,210.9829098,47.92187639,69.65136972,0.446627784,0.5168599,0.751222671,-0.234362771,0.16585587,1256.135542,4926.864458,56.51996552,557.2800345,1312.655508,5484.144492,27420.72246,1425.695439,6598.704561,1.168320656,3.503335744,2.114768507,1665.577517,8327.887583,6280.67771,282.5998276,6563.277538,37419,7SB,8327.887583
237,237,PM-Shoulder,1,OP,PM,7,SB,7SB,0.6,70,9000,1,6,70,3600,1,6,2040,0.5,0,4.2,2.1,0.285714286,0.285714286,3.502,0.592,8255.9,486.9,8742.8,8742.8,9716.6,1.15,1.079622222,9716.6,0,1,825.59,5944.248,389.52,6994.24,2.729178479,8.183905988,0.123402298,0.123414809,70.02766583,209.9898699,37.86342756,68.97556677,0.458158046,0.521923946,0.950785555,-0.428861609,0.305549889,1559.123864,5871.186136,48.07253622,438.8274638,1607.1964,6310.0136,6310.0136,1703.341473,7187.668527,1.637507088,4.910343593,2.892333764,2789.129048,2789.129048,1559.123864,48.07253622,1607.1964,8742.8,7SB,2789.129048
238,238,PM-Peak,3,Peak,PM,7,SB,7SB,0.6,70,8100,1,6,70,3600,1,6,2040,0.5,0,4.2,2.1,0.307692308,0.307692308,3.502,0.592,7862.985994,484.0046686,8346.990663,8886.7,9917.3,1.15,1.224358025,9315,602.3,0.939267744,837.14,5620.676795,387.2037349,6677.59253,4.199988176,12.59963258,0.168874167,0.168705072,63.77172842,191.3101451,28.08441283,67.37994932,0.730446281,0.534283572,1.281849837,-0.747566265,0.537294886,1786.327114,5239.51888,65.32323392,418.6814347,1851.650348,5658.200315,16974.60095,1982.296816,6495.563184,2.519992906,7.559779551,4.496314066,4995.360902,14986.08271,5358.981341,195.9697018,5554.951043,25040.97199,7SB,14986.08271
239,239,PM-Late,3,OP,NT,7,SB,7SB,0.6,70,9000,1,6,70,3600,1,6,2040,0.5,0,4.2,2.1,0.285714286,0.285714286,3.506,0.708,4821.1,351,5172.1,5172.1,5874.1,1.15,0.652677778,5874.1,0,1,482.11,3471.192,280.8,4137.68,0.906281556,2.718602362,0.113911562,0.113905918,82.53734757,247.5899753,67.07730404,69.96435229,0.298163573,0.514547749,0.5366942,-0.02214645,0.01568594,877.5189033,3461.471097,31.98478174,319.0152183,909.503685,3780.486315,11341.45894,973.4732485,4418.516752,0.543768934,1.631161417,0.970015971,529.3398602,1588.019581,2632.55671,95.95434522,2728.511055,15516.3,7SB,1588.019581
240,240,Night,8,OP,NT,8,NB,8NB,8.4,70,8000,1,6,70,3600,1,6,2040,0.5,0,4.2,2.1,0.310344828,0.310344828,3.506,0.708,1854,300.3,2154.3,2154.3,2754.9,1.15,0.3443625,2754.9,0,1,185.4,1334.88,240.24,1723.44,1.800003741,5.40002333,0.006782211,0.006347301,198.9158273,596.7488196,69.88712089,69.99999794,3.856853271,7.200000212,7.211629175,-0.011628963,0.008140423,194.4534375,1474.146562,1.524875542,298.7751245,195.9783131,1772.921687,14183.3735,199.0280641,2370.471936,15.12003143,45.36019597,1.828014911,3009.310739,24074.48592,1555.6275,12.19900434,1567.826504,17234.4,8NB,24074.48592
241,241,AM-Early,1,OP,AM,8,NB,8NB,8.4,70,8800,1,6,70,3600,1,6,2040,0.5,0,4.2,2.1,0.290322581,0.290322581,3.35,0.715,8174.176924,648.6076921,8822.784616,9540.9,10943.7,1.15,1.243602273,10120,823.7,0.924732951,883.95,5832.181539,518.8861537,7058.227693,4.199999991,12.59999997,0.156605884,0.153729842,63.96018538,191.8805561,25.25356551,66.9830238,6.767662653,7.524294536,19.95757786,-12.43328333,8.930304505,1797.303943,5492.922981,79.76828657,568.8394055,1877.072229,6061.762386,6061.762386,2036.608803,7199.441197,35.27999992,105.8399997,4.556967397,71851.55839,71851.55839,1797.303943,79.76828657,1877.072229,8822.784616,8NB,71851.55839
242,242,AM-Peak,2,Peak,AM,8,NB,8NB,8.4,70,8000,1,6,70,3600,1,6,2040,0.5,0,4.2,2.1,0.310344828,0.310344828,3.35,0.715,7204.1,574.4,7778.5,7778.5,8927.3,1.15,1.1159125,8927.3,0,1,720.41,5186.952,459.52,6222.8,4.080165457,12.0888059,0.119958867,0.120507274,70.41651267,208.631626,34.08783452,69.50718934,11.9788934,7.251048486,14.78533345,-7.534284966,5.309733416,1342.630885,5141.059115,55.37550276,519.0244972,1398.006387,5660.083613,11320.16723,1508.757393,6698.132607,34.27338984,101.5459695,4.397390396,51639.67083,103279.3417,2685.261769,110.7510055,2796.012775,15557,8NB,103279.3417
243,243,AM-Shoulder,1,OP,AM,8,NB,8NB,8.4,70,9600,1,6,70,3600,1,6,2040,0.5,0,4.2,2.1,0.272727273,0.272727273,3.35,0.715,5523.2,797.6,6320.8,6320.8,7916,1.15,0.824583333,7916,0,1,552.32,3976.704,638.08,5056.64,1.275568469,3.818774117,0.110537886,0.110615567,71.70523158,214.6698425,59.30492906,69.87607908,5.426235146,7.212768756,8.498450432,-1.285681677,0.908915303,991.8964518,3978.983548,70.58158126,727.0184187,1062.478033,4706.001967,4706.001967,1203.641196,6160.038804,10.71477514,32.07770258,1.444516411,12892.04242,12892.04242,991.8964518,70.58158126,1062.478033,6320.8,8NB,12892.04242
244,244,MD,5,OP,MD,8,NB,8NB,8.4,70,8000,1,6,70,3600,1,6,2040,0.5,0,4.2,2.1,0.310344828,0.310344828,3.353,0.708,6374.1,593.2,6967.3,6967.3,8153.7,1.15,1.0192125,8153.7,0,1,637.41,4589.352,474.56,5573.84,2.099999067,6.299957635,0.13406397,0.132935415,66.59338006,199.7788855,44.63574723,69.62042623,6.593322561,7.239254732,11.29139829,-4.05214356,2.863978804,1252.676748,4484.013252,63.08583044,530.1141696,1315.762579,5014.127421,25070.63711,1441.93424,6074.35576,17.63999216,52.91964414,2.301371167,25435.68772,127178.4386,6263.383742,315.4291522,6578.812894,34836.5,8NB,127178.4386
245,245,PM-Shoulder,1,OP,PM,8,NB,8NB,8.4,70,7200,1,6,70,3600,1,6,2040,0.5,0,4.2,2.1,0.333333333,0.333333333,3.502,0.592,6599.7,394.9,6994.6,6994.6,7784.4,1.15,1.081166667,7784.4,0,1,659.97,4751.784,315.92,5595.68,2.099999425,6.299991071,0.170309057,0.16924204,63.47309054,190.4190539,42.07054045,69.17839666,6.133278009,7.285511436,11.97987938,-4.694367944,3.345915566,1469.241854,4470.488146,53.46694513,341.4330549,1522.708799,4811.921201,4811.921201,1629.642689,5494.787311,17.63999517,52.919925,2.247473927,28746.88593,28746.88593,1469.241854,53.46694513,1522.708799,6994.6,8NB,28746.88593
246,246,PM-Peak,3,Peak,PM,8,NB,8NB,8.4,70,6800,1,6,70,3600,1,6,2040,0.5,0,4.2,2.1,0.346153846,0.346153846,3.502,0.592,6008.1,370.5,6378.6,6378.6,7119.6,1.15,1.047,7119.6,0,1,600.81,4325.832,296.4,5102.88,2.099999958,6.299997612,0.190680563,0.189762805,61.19294731,183.578776,47.03184559,69.26895285,8.800237206,7.275986994,10.71614336,-3.44015637,2.461300355,1425.662083,3981.627917,56.24569541,314.2543046,1481.907779,4295.882221,12887.64666,1594.39917,4924.39083,17.63999965,52.91997994,2.259410545,28125.19972,84375.59917,4276.98625,168.7370862,4445.723336,19135.8,8NB,84375.59917
