,Unnamed: 0,Period,Hours/Day,Peak,4Periods,Segment,Direction,SegDir,Length,Speed GP,Capacity GP,Alpha GP,Beta GP,Speed ML,Capacity ML,Alpha ML,Beta ML,Year,MinToll,MinCapture,MaxToll,Soft Cap,MaxCapture,MaxCap_aux,B1,B2,TotalLights,TotalHeavies,TotalVeh,TotalVeh_Real,Corridor PCE pre-fix,Suppressed ratio ref,Suppressed ratio,Corridor PCE,Suppressed Demand,PCE ratio,HOV3,InScopeLights,InScopeHeavies,InScopeVeh,TollLights,TollHeavies,CaptureRateLights,CaptureRateHeavies,VOT Lights,VOT Heavies,Speed GP real,Speed ML real,Bounus Seg,Time ML,Time GP,Time Savings,BonusRel,MLVeh_Lights,GPVeh_Lights,MLVeh_Heavies,GPVeh_Heavies,MLVeh,GPVeh,GPVehDay,ML PCE,GP PCE,TollLightsPerSeg,TollHeaviesPerSeg,TollBlend,RevenuePerHour,RevenuePerDay,TransactionsDay_Lights,TransactionsDay_Heavies,TransactionsDay,TotalVeh_hours,SegDir,RevenuePerDay
88,88,Night,8,OP,NT,6,SB,6SB,1.3,70,8000,1,6,70,3600,1,6,2032,0.5,0,3.6,1.8,0.310344828,0.310344828,3.402,0.708,1649.6,266.2,1915.8,1915.8,2448.2,1.1,0.306025,2448.2,0,1,164.96,1187.712,212.96,1532.64,0.826540909,3.385573235,0.034203538,0.011858306,40135.39631,164397.578,69.94957949,69.99999658,0,1.114285769,1.115088905,-0.000803136,0.000562234,205.5839527,1279.056047,2.525344792,263.6746552,208.1092975,1542.730703,12341.84562,213.159987,2070.080013,1.074503181,4.401245206,0.857594009,232.0152728,1856.122183,1644.671621,20.20275834,1664.87438,15326.4,6SB,1856.122183
89,89,AM-Early,1,OP,AM,6,SB,6SB,1.3,70,8000,1,6,70,3600,1,6,2032,0.5,0,3.6,1.8,0.310344828,0.310344828,3.246,0.715,3539.3,274.7,3814,3814,4363.4,1.1,0.545425,4363.4,0,1,353.93,2548.296,219.76,3051.2,0.549904649,1.649753109,0.124702456,0.124666337,61.61177118,184.8397014,69.03255972,69.99223069,0.565325257,1.114409403,1.129901605,-0.015492202,0.010931123,671.7087701,2513.66123,27.39667422,247.3033258,699.1054443,2760.964556,2760.964556,753.8987927,3255.571207,0.714876043,2.144679042,0.593005715,538.945581,538.945581,671.7087701,27.39667422,699.1054443,3814,6SB,538.945581
90,90,AM-Peak,2,Peak,AM,6,SB,6SB,1.3,70,8000,1,6,70,3600,1,6,2032,0.5,0,3.6,1.8,0.310344828,0.310344828,3.246,0.715,3904.2,307.6,4211.8,4211.8,4827,1.1,0.603375,4827,0,1,390.42,2811.024,246.08,3369.44,0.953744508,2.860657325,0.124726286,0.124728378,61.60431181,184.7757177,68.24734014,69.98585877,0.978020129,1.114510865,1.142901684,-0.028390819,0.020031179,741.0285835,2772.751416,30.69315915,276.9068409,771.7217427,3049.658257,6099.316515,833.108061,3603.471939,1.23986786,3.718854523,1.029586842,1032.920918,2065.841835,1482.057167,61.38631829,1543.443485,8423.6,6SB,2065.841835
91,91,AM-Shoulder,1,OP,AM,6,SB,6SB,1.3,70,8000,1,6,70,3600,1,6,2032,0.5,0,3.6,1.8,0.310344828,0.310344828,3.246,0.715,3589.5,507,4096.5,4096.5,5110.5,1.1,0.6388125,5110.5,0,1,358.95,2584.44,405.6,3277.2,0.695043829,2.084933178,0.126079825,0.126080459,60.85100866,182.5356639,67.5735602,69.98562854,0.689491102,1.114514532,1.154297624,-0.039783093,0.028008337,684.7957431,2545.754257,51.13823416,455.8617658,735.9339773,3001.616023,3001.616023,838.2104456,3913.339554,0.903556978,2.710413131,0.791623807,757.3577138,757.3577138,684.7957431,51.13823416,735.9339773,4096.5,6SB,757.3577138
92,92,MD,5,OP,MD,6,SB,6SB,1.3,70,8000,1,6,70,3600,1,6,2032,0.5,0,3.6,1.8,0.310344828,0.310344828,3.249,0.708,4350.5,390.8,4741.3,4741.3,5522.9,1.1,0.6903625,5522.9,0,1,435.05,3132.36,312.64,3793.04,0.766071873,2.297919731,0.124993288,0.124983712,61.16080309,183.4587866,66.19161002,69.97022878,0.72192786,1.114759825,1.17839708,-0.063637255,0.044877956,826.5739746,3088.876025,39.07490757,351.7250924,865.6488822,3440.601118,17203.00559,943.7986974,4144.051303,0.995893434,2.98729565,0.83521863,939.9078958,4699.539479,4132.869873,195.3745379,4328.244411,23706.5,6SB,4699.539479
93,93,PM-Shoulder,1,OP,PM,6,SB,6SB,1.3,70,5600,1,6,70,3600,1,6,2032,0.5,0,3.6,1.8,0.391304348,0.391304348,3.399,0.592,3573.2,209.1,3782.3,3782.3,4200.5,1.1,0.750089286,4200.5,0,1,357.32,2572.704,167.28,3025.84,0.816558767,2.449599406,0.166963505,0.166933323,56.18223603,168.5414175,65.09504509,69.98071291,0.821182872,1.114592818,1.198247883,-0.083655066,0.058773518,786.8676764,2429.012324,27.9246062,181.1753938,814.7922826,2610.187717,2610.187717,870.641495,2972.538505,1.061526397,3.184479228,0.872526426,924.2061378,924.2061378,786.8676764,27.9246062,814.7922826,3782.3,6SB,924.2061378
94,94,PM-Peak,3,Peak,PM,6,SB,6SB,1.3,70,5600,1,6,70,3600,1,6,2032,0.5,0,3.6,1.8,0.391304348,0.391304348,3.399,0.592,3265.3,206,3471.3,3471.3,3883.3,1.1,0.693446429,3883.3,0,1,326.53,2351.016,164.8,2777.04,1.057372716,3.171679084,0.170654763,0.170663236,55.65089975,166.9295908,66.91605403,69.98728934,1.172607522,1.114488084,1.165639563,-0.051151479,0.035947694,727.7420786,2211.027921,28.12530127,177.8746987,755.8673799,2388.90262,7166.70786,812.1179824,2744.652018,1.37458453,4.123182809,1.13604459,1116.308762,3348.926286,2183.226236,84.3759038,2267.60214,10413.9,6SB,3348.926286
95,95,PM-Late,3,OP,NT,6,SB,6SB,1.3,70,8000,1,6,70,3600,1,6,2032,0.5,0,3.6,1.8,0.310344828,0.310344828,3.402,0.708,3803.8,274.8,4078.6,4078.6,4628.2,1.1,0.578525,4628.2,0,1,380.38,2738.736,219.84,3262.88,0.682804582,2.048206342,0.124953967,0.124943711,71.4562572,214.3470666,68.6321876,69.9884589,0.595965034,1.11446946,1.136492989,-0.022023528,0.015545092,722.5959287,2700.824071,27.46762551,247.3323745,750.0635542,2948.156446,8844.469337,804.9988052,3442.821195,0.887645956,2.662668245,0.732806137,714.5465284,2143.639585,2167.787786,82.40287652,2250.190663,12235.8,6SB,2143.639585
96,96,Night,8,OP,NT,7,NB,7NB,0.6,70,9000,1,6,70,3600,1,6,2032,0.5,0,3.6,1.8,0.285714286,0.285714286,3.402,0.708,1815.8,287.6,2103.4,2103.4,2678.6,1.1,0.297622222,2678.6,0,1,181.58,1307.376,230.08,1682.72,1.794114655,5.397133881,7.04E-05,3.74E-05,90376.75786,271875.301,69.9513969,69.99999884,0,0.514285723,0.514643046,-0.000357324,0.000250132,181.6719955,1452.548004,0.008610478,287.5913895,181.680606,1740.139394,13921.11515,181.697827,2315.322173,1.076468793,3.238280329,1.794285415,195.5921169,1564.736935,1453.375964,0.068883825,1453.444848,16827.2,7NB,1564.736935
97,97,AM-Early,1,OP,AM,7,NB,7NB,0.6,70,10800,1,6,70,3600,1,6,2032,0.5,0,3.6,1.8,0.25,0.25,3.246,0.715,8657.4,671.8,9329.2,9329.2,10672.8,1.1,0.988222222,10672.8,0,1,865.74,6233.328,537.44,7463.36,1.941016599,5.820788983,0.102721018,0.102707571,67.02494388,200.9967639,44.96445904,69.11043722,0.405994657,0.520905401,0.800632339,-0.279726938,0.200442637,1506.0338,6285.6262,55.19915704,616.600843,1561.232957,6902.227043,6902.227043,1671.631272,8135.428728,1.164609959,3.49247339,2.07819034,1946.72355,1946.72355,1506.0338,55.19915704,1561.232957,9329.2,7NB,1946.72355
98,98,AM-Peak,2,Peak,AM,7,NB,7NB,0.6,70,9000,1,6,70,3600,1,6,2032,0.5,0,3.6,1.8,0.285714286,0.285714286,3.246,0.715,7055.7,550.1,7605.8,7605.8,8706,1.1,0.967333333,8706,0,1,705.57,5080.104,440.08,6084.64,1.799980131,5.399957606,0.141545762,0.141471806,59.55839735,178.6757616,50.05664744,69.25530612,0.581997335,0.519815766,0.7191852,-0.199369434,0.14342964,1424.637191,4925.492809,62.25891245,487.8410876,1486.896103,5413.333897,10826.66779,1611.413928,6389.016072,1.079988078,3.239974564,1.950717416,1740.308475,3480.616949,2849.274382,124.5178249,2973.792206,15211.6,7NB,3480.616949
99,99,AM-Shoulder,1,OP,AM,7,NB,7NB,0.6,70,12600,1,6,70,3600,1,6,2032,0.5,0,3.6,1.8,0.222222222,0.222222222,3.246,0.715,5409.4,763.9,6173.3,6173.3,7701.1,1.1,0.611198413,7701.1,0,1,540.94,3894.768,611.12,4938.64,0.67251276,2.017323265,0.086657084,0.086664282,71.28092648,213.8199897,67.70646655,69.9504514,0.259449378,0.514650003,0.531706967,-0.017056965,0.012194877,878.4492366,3990.010763,52.96227606,710.9377239,931.4115127,4700.948487,4700.948487,1037.336065,6122.823935,0.403507656,1.210393959,0.748981887,418.5662112,418.5662112,878.4492366,52.96227606,931.4115127,6173.3,7NB,418.5662112
100,100,MD,5,OP,MD,7,NB,7NB,0.6,70,9000,1,6,70,3600,1,6,2032,0.5,0,3.6,1.8,0.285714286,0.285714286,3.249,0.708,6242.8,568.2,6811,6811,7947.4,1.1,0.883044444,7947.4,0,1,624.28,4494.816,454.56,5448.8,1.325280712,3.974809726,0.114920486,0.114939387,63.42455164,190.2242464,55.30022728,69.80156832,0.408460415,0.515747724,0.650991899,-0.135244175,0.09569433,1140.82644,4477.69356,52.24684771,515.9531523,1193.073288,4993.646712,24968.23356,1297.566984,6025.553016,0.795168427,2.384885836,1.441308403,1031.751934,5158.759668,5704.132202,261.2342386,5965.366441,34055,7NB,5158.759668
101,101,PM-Shoulder,1,OP,PM,7,NB,7NB,0.6,70,7200,1,6,70,3600,1,6,2032,0.5,0,3.6,1.8,0.333333333,0.333333333,3.399,0.592,6463.7,378.2,6841.9,6841.9,7598.3,1.1,1.055319444,7598.3,0,1,646.37,4653.864,302.56,5473.52,1.799998356,5.399960804,0.164302174,0.164238811,57.66821247,173.0035396,43.93978452,69.36843857,0.441270831,0.518968002,0.819303062,-0.30033506,0.213512143,1411.009975,4406.320025,49.69209475,328.5079053,1460.702069,4734.827931,4734.827931,1560.086259,5391.843741,1.079999014,3.239976483,1.92246664,1684.8906,1684.8906,1411.009975,49.69209475,1460.702069,6841.9,7NB,1684.8906
102,102,PM-Peak,3,Peak,PM,7,NB,7NB,0.6,70,6300,1,6,70,3600,1,6,2032,0.5,0,3.6,1.8,0.363636364,0.363636364,3.399,0.592,5868.21111,353.9296302,6222.14074,6239.2,6949,1.1,1.103015873,6930,19,0.997265794,588.43,4223.824888,283.1437041,4977.712592,1.799981259,5.399746829,0.22683923,0.226808338,52.36414848,157.086716,45.34833582,68.75017383,0.585935418,0.52363504,0.793854931,-0.270219891,0.195698452,1546.559187,3733.221923,64.21935298,289.7102772,1610.77854,4022.9322,12068.7966,1739.217246,4602.352754,1.079988755,3.239848097,1.943498577,1878.327479,5634.982438,4639.67756,192.658059,4832.335619,18666.42222,7NB,5634.982438
103,103,PM-Late,3,OP,NT,7,NB,7NB,0.6,70,9000,1,6,70,3600,1,6,2032,0.5,0,3.6,1.8,0.285714286,0.285714286,3.402,0.708,4261.3,307.6,4568.9,4568.9,5184.1,1.1,0.576011111,5184.1,0,1,426.13,3068.136,246.08,3655.12,0.68360838,2.05098005,0.113783627,0.113743096,74.4263328,223.2958639,68.58697597,69.98314165,0.263173948,0.514409601,0.524880992,-0.010471391,0.007416695,775.2336426,3059.936357,27.98990116,279.6100988,803.2235437,3339.546456,10018.63937,859.203346,3898.766654,0.410165028,1.23058803,0.73125713,352.4177659,1057.253298,2325.700928,83.96970347,2409.670631,13706.7,7NB,1057.253298
104,104,Night,8,OP,NT,7,SB,7SB,0.6,70,9000,1,6,70,3600,1,6,2032,0.5,0,3.6,1.8,0.285714286,0.285714286,3.402,0.708,1589.2,261.1,1850.3,1850.3,2372.5,1.1,0.263611111,2372.5,0,1,158.92,1144.224,208.88,1480.24,1.794001492,5.37003408,6.17E-05,3.37E-05,187164.5591,560244.8299,69.97652394,69.99999948,0,0.514285718,0.514458249,-0.000172531,0.000120775,158.9906524,1271.289348,0.007029277,261.0929707,158.9976816,1532.382318,12259.05855,159.0117402,2054.56826,1.076400895,3.222020448,1.794159588,171.160329,1369.282632,1271.925219,0.056234214,1271.981453,14802.4,7SB,1369.282632
105,105,AM-Early,1,OP,AM,7,SB,7SB,0.6,70,6300,1,6,70,3600,1,6,2032,0.5,0,3.6,1.8,0.363636364,0.363636364,3.246,0.715,4058,314.9,4372.9,4372.9,5002.7,1.1,0.794079365,5002.7,0,1,405.8,2921.76,251.92,3498.32,0.986440945,2.959236192,0.142541698,0.142521914,57.95249337,173.8523899,62.43009435,69.97217068,0.415053066,0.514490256,0.576644972,-0.062154716,0.04365148,822.2726311,2829.927369,35.90412063,278.9958794,858.1767518,3108.923248,3108.923248,929.984993,3666.915007,0.591864567,1.775541715,1.068978113,550.4232987,550.4232987,822.2726311,35.90412063,858.1767518,4372.9,7SB,550.4232987
106,106,AM-Peak,2,Peak,AM,7,SB,7SB,0.6,70,6300,1,6,70,3600,1,6,2032,0.5,0,3.6,1.8,0.363636364,0.363636364,3.246,0.715,4903.1,390.2,5293.3,5293.3,6073.7,1.1,0.964079365,6073.7,0,1,490.31,3530.232,312.16,4234.64,1.799999878,5.399998655,0.166732947,0.166676588,54.66242486,163.9872449,52.23340145,69.84483529,0.711403251,0.515428232,0.689214162,-0.173785929,0.122449913,1078.915987,3333.874013,52.02976384,338.1702362,1130.94575,3672.04425,7344.088499,1235.005278,4348.384722,1.079999927,3.239999193,1.965619746,1333.805579,2667.611158,2157.831973,104.0595277,2261.891501,10586.6,7SB,2667.611158
107,107,AM-Shoulder,1,OP,AM,7,SB,7SB,0.6,70,6300,1,6,70,3600,1,6,2032,0.5,0,3.6,1.8,0.363636364,0.363636364,3.246,0.715,4790.3,676.5,5466.8,5466.8,6819.8,1.1,1.082507937,6819.8,0,1,479.03,3449.016,541.2,4373.44,1.799991498,5.399945762,0.180834253,0.180799952,52.62642141,157.8784242,42.94168929,69.68277865,0.498056089,0.51662693,0.838346153,-0.321719223,0.226842307,1102.730234,3208.539766,97.84893393,578.6510661,1200.579168,3787.190832,3787.190832,1396.277035,4944.492965,1.079994899,3.239967457,2.093392963,1507.970388,1507.970388,1102.730234,97.84893393,1200.579168,5466.8,7SB,1507.970388
108,108,MD,5,OP,MD,7,SB,7SB,0.6,70,9000,1,6,70,3600,1,6,2032,0.5,0,3.6,1.8,0.285714286,0.285714286,3.249,0.708,6294.3,558,6852.3,6852.3,7968.3,1.1,0.885366667,7968.3,0,1,629.43,4531.896,446.4,5481.84,1.33411758,4.000858773,0.114871764,0.114920397,63.45647713,190.2983718,55.1137585,69.79553522,0.408700326,0.515792305,0.653194429,-0.137402124,0.0972361,1150.016888,4514.853112,51.30046518,506.6995348,1201.317353,5021.552647,25107.76324,1303.918283,6034.951717,0.800470548,2.400515264,1.447996784,1043.702198,5218.51099,5750.084438,256.5023259,6006.586764,34261.5,7SB,5218.51099
109,109,PM-Shoulder,1,OP,PM,7,SB,7SB,0.6,70,9000,1,6,70,3600,1,6,2032,0.5,0,3.6,1.8,0.285714286,0.285714286,3.399,0.592,7564.1,442.6,8006.7,8006.7,8891.9,1.1,0.987988889,8891.9,0,1,756.41,5446.152,354.08,6405.36,1.764601283,5.289653533,0.122816926,0.123003298,63.28654398,189.7107829,46.66721487,69.40143888,0.420519444,0.518721234,0.771419509,-0.252698276,0.179993657,1425.289648,5382.400352,43.55300772,399.0469923,1468.842656,5781.447344,5781.447344,1555.948671,6579.541329,1.05876077,3.17379212,1.869123458,1647.268958,1647.268958,1425.289648,43.55300772,1468.842656,8006.7,7SB,1647.268958
110,110,PM-Peak,3,Peak,PM,7,SB,7SB,0.6,70,8100,1,6,70,3600,1,6,2032,0.5,0,3.6,1.8,0.307692308,0.307692308,3.399,0.592,7530.364294,459.8785688,7990.242862,8138.3,9075.1,1.1,1.120382716,8910,165.1,0.981807363,766.99,5410.699435,367.9028551,6392.19429,3.383070339,10.14400828,0.13247711,0.132502454,61.57902656,184.6423788,34.60183554,69.20149083,0.792651269,0.520220006,1.040407234,-0.520187228,0.368285064,1483.783827,5279.590467,48.74803101,411.1305378,1532.531858,5690.721005,17072.16301,1630.02792,6512.98208,2.029842203,6.086404966,3.598127801,3308.547289,9925.641868,4451.35148,146.244093,4597.595573,23970.72859,7SB,9925.641868
111,111,PM-Late,3,OP,NT,7,SB,7SB,0.6,70,9000,1,6,70,3600,1,6,2032,0.5,0,3.6,1.8,0.285714286,0.285714286,3.402,0.708,4417.1,319.1,4736.2,4736.2,5374.4,1.1,0.597155556,5374.4,0,1,441.71,3180.312,255.28,3788.96,0.717463207,2.152327183,0.113807119,0.113793273,74.41900956,223.2505524,68.2545225,69.97906397,0.272805991,0.514439576,0.527437578,-0.012998002,0.009206304,803.6521459,3171.737854,29.04914682,290.0508532,832.7012927,3461.788707,10385.36612,890.7995864,4041.890414,0.430477924,1.29139631,0.767519061,383.4684684,1150.405405,2410.956438,87.14744045,2498.103878,14208.6,7SB,1150.405405
112,112,Night,8,OP,NT,8,NB,8NB,8.4,70,8000,1,6,70,3600,1,6,2032,0.5,0,3.6,1.8,0.310344828,0.310344828,3.402,0.708,1553.2,247.6,1800.8,1800.8,2296,1.1,0.287,2296,0,1,155.32,1118.304,198.08,1440.64,1.799999403,5.399994764,0.000845432,0.00044924,113122.1806,339366.3254,69.96103704,69.99999953,0,7.200000049,7.204009851,-0.004009802,0.002806896,156.2654497,1241.61455,0.088985444,247.5110146,156.3544351,1489.125565,11913.00452,156.532406,1984.147594,15.11999499,45.35995602,1.802048256,2366.769192,18934.15353,1250.123598,0.711883555,1250.835481,14406.4,8NB,18934.15353
113,113,AM-Early,1,OP,AM,8,NB,8NB,8.4,70,8800,1,6,70,3600,1,6,2032,0.5,0,3.6,1.8,0.290322581,0.290322581,3.246,0.715,7405.3,578.5,7983.8,7983.8,9140.8,1.1,1.038727273,9140.8,0,1,740.53,5331.816,462.8,6387.04,1.799997741,5.399965334,0.143325418,0.142228956,59.34140459,178.0232943,43.59843133,68.96790972,5.690283783,7.307746488,11.56004894,-4.252302454,3.052034259,1504.714757,5160.055243,65.82356086,512.6764391,1570.538318,5672.731682,5672.731682,1702.18544,6698.08456,15.11998103,45.3597088,1.950877655,25736.99613,25736.99613,1504.714757,65.82356086,1570.538318,7983.8,8NB,25736.99613
114,114,AM-Peak,2,Peak,AM,8,NB,8NB,8.4,70,8000,1,6,70,3600,1,6,2032,0.5,0,3.6,1.8,0.310344828,0.310344828,3.246,0.715,6035.3,473.7,6509,6509,7456.4,1.1,0.93205,7456.4,0,1,603.53,4345.416,378.96,5207.2,1.799999082,5.399964918,0.139344573,0.138380435,59.52380479,178.5703453,52.91362788,69.72190276,9.031102873,7.228718381,9.524956429,-2.296238048,1.6274695,1209.040138,4222.729862,52.44064951,421.2593505,1261.480787,4643.989213,9287.978426,1366.362086,5486.507914,15.11999229,45.35970531,1.94965221,20659.36996,41318.73993,2418.080275,104.881299,2522.961574,13018,8NB,41318.73993
115,115,AM-Shoulder,1,OP,AM,8,NB,8NB,8.4,70,9600,1,6,70,3600,1,6,2032,0.5,0,3.6,1.8,0.272727273,0.272727273,3.246,0.715,4627.1,657.8,5284.9,5284.9,6600.5,1.1,0.687552083,6600.5,0,1,462.71,3331.512,526.24,4227.92,0.795470392,2.383809757,0.110040159,0.110080173,64.66763893,193.7914349,65.98984977,69.95842792,4.530170643,7.204278526,7.637538224,-0.433259697,0.306276756,829.3101089,3335.079891,57.9285904,599.8714096,887.2386993,3934.951301,3934.951301,1003.09588,5134.69412,6.681951289,20.02400196,0.899174457,6701.371959,6701.371959,829.3101089,57.9285904,887.2386993,5284.9,8NB,6701.371959
116,116,MD,5,OP,MD,8,NB,8NB,8.4,70,8000,1,6,70,3600,1,6,2032,0.5,0,3.6,1.8,0.310344828,0.310344828,3.249,0.708,5339.9,489.3,5829.2,5829.2,6807.8,1.1,0.850975,6807.8,0,1,533.99,3844.728,391.44,4663.36,1.190810507,3.564163324,0.123527576,0.123617642,61.6092369,184.3999371,58.1692413,69.90077959,5.801090194,7.210220014,8.664372935,-1.454152921,1.025061054,1008.919929,3796.990071,48.38888961,440.9111104,1057.308819,4237.901181,21189.50591,1154.086598,5119.723402,10.00280826,29.93897192,1.299429583,11540.7462,57703.73102,5044.599645,241.944448,5286.544093,29146,8NB,57703.73102
117,117,PM-Shoulder,1,OP,PM,8,NB,8NB,8.4,70,7200,1,6,70,3600,1,6,2032,0.5,0,3.6,1.8,0.333333333,0.333333333,3.399,0.592,5528.9,325.7,5854.6,5854.6,6506,1.1,0.903611111,6506,0,1,552.89,3980.808,260.56,4683.68,1.3041544,3.905209081,0.139909348,0.139949446,60.35963873,180.7431768,55.24715574,69.85811261,6.002314154,7.214623773,9.122641577,-1.908017803,1.345849104,1109.842254,3866.167746,36.46522763,289.2347724,1146.307481,4155.402519,4155.402519,1219.237936,4733.872064,10.95489696,32.80375628,1.386896642,13354.40397,13354.40397,1109.842254,36.46522763,1146.307481,5854.6,8NB,13354.40397
118,118,PM-Peak,3,Peak,PM,8,NB,8NB,8.4,70,6800,1,6,70,3600,1,6,2032,0.5,0,3.6,1.8,0.346153846,0.346153846,3.399,0.592,5033.3,305.6,5338.9,5338.9,5950.1,1.1,0.875014706,5950.1,0,1,503.33,3623.976,244.48,4271.12,1.628421157,4.875215924,0.146996229,0.147042057,59.2219562,177.3004623,57.76178817,69.90262669,9.196372525,7.210029492,8.725491644,-1.515462151,1.06784415,1036.040805,3493.929195,35.94884202,269.651158,1071.989647,3763.580353,11290.74106,1143.887331,4302.882669,13.67873772,40.95181376,1.737301417,15643.90072,46931.70215,3108.122414,107.846526,3215.96894,16016.7,8NB,46931.70215
119,119,PM-Late,3,OP,NT,8,NB,8NB,8.4,70,8000,1,6,70,3600,1,6,2032,0.5,0,3.6,1.8,0.310344828,0.310344828,3.402,0.708,3645,264.9,3909.9,3909.9,4439.7,1.1,0.5549625,4439.7,0,1,364.5,2624.4,211.92,3127.92,0.648218386,1.942879734,0.124992389,0.125024373,71.50348758,214.3146199,68.92984047,69.9910218,3.694574654,7.20092359,7.311782482,-0.110858892,0.078247737,692.5300266,2587.969973,26.49516516,238.4048348,719.0251918,2826.374808,8479.124425,772.0155221,3303.184478,5.445034439,16.32018976,0.695925012,4203.255968,12609.7679,2077.59008,79.48549549,2157.075575,11729.7,8NB,12609.7679
120,120,Night,8,OP,NT,8,SB,8SB,8.4,70,8000,1,6,70,3600,1,6,2032,0.5,0,3.6,1.8,0.310344828,0.310344828,3.402,0.708,1390.3,229.9,1620.2,1620.2,2080,1.1,0.26,2080,0,1,139.03,1001.016,183.92,1296.16,1.799911443,5.398308624,0.000756818,0.000417216,204562.1372,613524.3786,69.97844931,69.99999976,0,7.200000025,7.202217325,-0.0022173,0.001552127,139.7875867,1111.482413,0.076734418,229.8232656,139.8643211,1341.305679,10730.44543,140.0177899,1800.95221,15.11925612,45.34579244,1.801885648,2116.963908,16935.71127,1118.300693,0.613875347,1118.914569,12961.6,8SB,16935.71127
121,121,AM-Early,1,OP,AM,8,SB,8SB,8.4,70,6000,1,6,70,3600,1,6,2032,0.5,0,3.6,1.8,0.375,0.375,3.246,0.715,3550.2,277.3,3827.5,3827.5,4382.1,1.1,0.73035,4382.1,0,1,355.02,2556.144,221.84,3062,0.829715135,2.486488516,0.148575102,0.148617871,56.89951272,170.5163362,65.35770188,69.98548104,5.379074916,7.201493689,7.711409451,-0.509915762,0.357986616,734.7993544,2460.380646,32.96938853,244.3306115,767.768743,2704.711257,2704.711257,833.70752,3193.37248,6.969607137,20.88650353,0.900860003,5809.878075,5809.878075,734.7993544,32.96938853,767.768743,3827.5,8SB,5809.878075
122,122,AM-Peak,2,Peak,AM,8,SB,8SB,8.4,70,6000,1,6,70,3600,1,6,2032,0.5,0,3.6,1.8,0.375,0.375,3.246,0.715,4289.5,343.6,4633.1,4633.1,5320.3,1.1,0.886716667,5320.3,0,1,428.95,3088.44,274.88,3706.48,1.768049339,5.289332952,0.145537843,0.145658151,57.54402741,172.149902,56.85236272,69.95730159,10.33643848,7.204394517,8.865066919,-1.660672402,1.165546843,878.4348953,2982.115105,40.03851247,303.5614875,918.4734077,3285.676592,6571.353185,998.5504327,3892.799567,14.85161445,44.4303968,1.921550743,14825.10338,29650.20675,1756.869791,80.07702494,1836.946815,9266.2,8SB,29650.20675
123,123,AM-Shoulder,1,OP,AM,8,SB,8SB,8.4,70,6800,1,6,70,3600,1,6,2032,0.5,0,3.6,1.8,0.346153846,0.346153846,3.246,0.715,4190.8,595.8,4786.6,4786.6,5978.2,1.1,0.879147059,5978.2,0,1,419.08,3017.376,476.64,3829.28,1.299633332,3.893127463,0.134827252,0.134887937,59.14741446,177.1795304,56.78287605,69.95337599,6.568883199,7.204798809,8.87591533,-1.671116521,1.173140731,825.9045155,2945.815484,64.29298615,531.5070138,890.1975017,3477.322498,3477.322498,1018.783474,4540.336526,10.91691999,32.70227069,1.486943993,11118.86015,11118.86015,825.9045155,64.29298615,890.1975017,4786.6,8SB,11118.86015
124,124,MD,5,OP,MD,8,SB,8SB,8.4,70,8000,1,6,70,3600,1,6,2032,0.5,0,3.6,1.8,0.310344828,0.310344828,3.249,0.708,5506.6,491.4,5998,5998,6980.8,1.1,0.8726,6980.8,0,1,550.66,3964.752,393.12,4798.4,1.272232272,3.806840313,0.123234088,0.123334092,61.70850295,184.6474278,56.59760065,69.88386016,5.945754695,7.211965665,8.904971133,-1.693005469,1.193479793,1039.252595,3916.687405,48.48509806,442.9149019,1087.737693,4359.602307,21798.01153,1184.707889,5245.432111,10.68675109,31.97745863,1.385210539,12656.66402,63283.32009,5196.262975,242.4254903,5438.688465,29990,8SB,63283.32009
125,125,PM-Shoulder,1,OP,PM,8,SB,8SB,8.4,70,8000,1,6,70,3600,1,6,2032,0.5,0,3.6,1.8,0.310344828,0.310344828,3.399,0.592,6617.5,389.8,7007.3,7007.3,7786.9,1.1,0.9733625,7786.9,0,1,661.75,4764.6,311.84,5605.84,1.665397297,4.981508854,0.13100679,0.131075269,61.95549679,185.3202574,48.69052321,69.66648101,6.193239559,7.23446904,10.35109025,-3.116621208,2.205763173,1285.94495,4669.80505,40.87451191,348.9254881,1326.819462,5018.730538,5018.730538,1408.568486,5716.581514,13.9893373,41.84467438,1.767554708,19699.89829,19699.89829,1285.94495,40.87451191,1326.819462,7007.3,8SB,19699.89829
126,126,PM-Peak,3,Peak,PM,8,SB,8SB,8.4,70,7200,1,6,70,3600,1,6,2032,0.5,0,3.6,1.8,0.333333333,0.333333333,3.399,0.592,6686.797524,411.0674921,7097.865016,7122.6,7947.6,1.1,1.103833333,7920,27.6,0.996527254,671.01,4812.630019,328.8539937,5678.292013,1.799999998,5.399999846,0.21532893,0.214587871,54.08653682,162.259606,44.17188698,67.79080591,7.334836268,7.4346365,11.40997214,-3.975335644,2.946980501,1707.308471,4308.479053,70.56807834,340.4994137,1777.876549,4648.978467,13946.9354,1919.012706,5329.977294,15.11999998,45.35999871,1.942892411,29015.47199,87046.41596,5121.925412,211.704235,5333.629647,21293.59505,8SB,87046.41596
