,Year,Total Revenue,Var Total Revenue (%),Base Revenues,Var Base Revenues (%),Dev Revenues,Var Dev Revenues (%),TDOT Revenues,Var TDOT Revenues (%),Total Transactions,Var Total Transactions (%),Transactions Lights,Var Transactions Lights (%),Transactions Medium A,Var Transactions Medium A (%),Transactions Medium B,Var Transactions Medium B (%),Transactions Heavy A,Var Transactions Heavy A (%),AADT,Var AADT (%),Toll/AADT/mi,Var Toll/AADT/mi (%),Toll Lights,Var Toll Lights (%),Toll Medium A,Var Toll Medium A (%),Toll Meadium B,Var Toll Meadium B (%),Toll Heavy A,Var Toll Heavy A (%),Capture,Var Capture (%),Corridor PCE,Var Corridor PCE (%)
0,2024.9999999999995,177017881.126,,177017881.126,,0.0,,0.0,,76325917.872,,71524047.133,,2246804.34,,650322.665,,1904743.735,,25947.922,,1.099,,0.982,,2.945,,2.945,,4.908,,0.164,,195108.949,
1,2026.0,199099080.255,0.125,198351489.383,0.121,0.0,,0.0,,79371940.932,0.04,74379165.033,0.04,2335884.764,0.04,675978.499,0.039,1980911.748,0.04,26941.814,0.038,1.191,0.084,1.064,0.084,3.192,0.084,3.192,0.084,5.32,0.084,0.166,0.012,200575.968,0.028
2,2026.9999999999995,223934686.746,0.125,222256153.39,0.121,0.0,,0.0,,82539525.013,0.04,77348254.367,0.04,2428497.015,0.04,702646.479,0.039,2060125.612,0.04,27973.776,0.038,1.29,0.083,1.153,0.084,3.46,0.084,3.46,0.084,5.767,0.084,0.168,0.012,206196.175,0.028
3,2027.999999999999,251868285.196,0.125,249041728.264,0.121,0.0,,0.0,,85833521.385,0.04,80435864.681,0.04,2524781.12,0.04,730366.535,0.039,2142507.127,0.04,29045.265,0.038,1.398,0.084,1.25,0.084,3.751,0.084,3.751,0.084,6.251,0.084,0.169,0.006,211973.861,0.028
4,2029.0,283286318.923,0.125,279055411.834,0.121,0.0,,0.0,,89258974.923,0.04,83646727.129,0.04,2624882.66,0.04,759180.174,0.039,2228182.963,0.04,30157.796,0.038,1.514,0.083,1.355,0.084,4.065,0.084,4.065,0.084,6.776,0.084,0.171,0.012,217913.441,0.028
5,2030.0,318623436.162,0.125,312686245.058,0.121,0.0,,0.0,,92821131.835,0.04,86985761.727,0.04,2728952.987,0.04,789130.537,0.039,2317284.854,0.04,31312.941,0.038,1.64,0.083,1.469,0.084,4.407,0.084,4.407,0.084,7.344,0.084,0.173,0.012,224019.449,0.028
6,2031.0000000000007,358368503.136,0.125,350370154.824,0.121,0.0,,0.0,,96525447.694,0.04,90458084.887,0.04,2837149.453,0.04,820262.47,0.039,2409949.804,0.04,32512.331,0.038,1.776,0.083,1.592,0.084,4.777,0.084,4.777,0.084,7.961,0.084,0.174,0.006,230296.55,0.028
7,2032.0000000000005,403071367.213,0.125,392595604.481,0.121,5237881.366,inf,5237881.366,inf,100377595.795,0.04,94069017.262,0.04,2949635.651,0.04,852622.587,0.039,2506320.294,0.04,33757.662,0.038,1.924,0.083,1.726,0.084,5.178,0.084,5.178,0.084,8.629,0.084,0.176,0.011,236749.537,0.028
8,2033.0000000000007,435148780.75,0.08,419220027.837,0.068,6754761.279,0.29,6754761.282,0.29,102459552.271,0.021,95989440.559,0.02,3014345.902,0.022,872516.937,0.023,2582372.708,0.03,34492.997,0.022,2.033,0.057,1.825,0.057,5.474,0.057,5.474,0.057,9.123,0.057,0.178,0.011,239990.903,0.014
9,2034.0000000000002,469778993.971,0.08,447650023.927,0.068,8710926.564,0.29,8710926.573,0.29,104584691.12,0.021,97949069.385,0.02,3080475.792,0.022,892875.485,0.023,2660732.876,0.03,35244.348,0.022,2.148,0.057,1.929,0.057,5.787,0.057,5.787,0.057,9.645,0.057,0.179,0.006,243276.647,0.014
10,2034.9999999999993,507165164.973,0.08,478008040.207,0.068,11233593.384,0.29,11233593.4,0.29,106753907.998,0.021,99948704.124,0.02,3148056.464,0.022,913709.061,0.023,2741470.824,0.03,36012.067,0.022,2.27,0.057,2.039,0.057,6.118,0.057,6.118,0.057,10.196,0.057,0.18,0.006,246607.377,0.014
11,2035.9999999999998,547526619.672,0.08,510424828.08,0.068,14486819.442,0.29,14486819.469,0.29,108968117.139,0.021,101989161.498,0.02,3217119.748,0.022,935028.749,0.023,2824658.705,0.03,36796.508,0.022,2.398,0.056,2.156,0.057,6.468,0.057,6.468,0.057,10.779,0.057,0.182,0.011,249983.708,0.014
12,2036.999999999999,591100138.484,0.08,545040006.037,0.068,18682173.225,0.29,18682173.27,0.29,111228251.737,0.021,104071274.902,0.02,3287698.169,0.022,956845.892,0.023,2910370.861,0.03,37598.037,0.022,2.534,0.057,2.279,0.057,6.838,0.057,6.838,0.057,11.396,0.057,0.183,0.005,253406.265,0.014
13,2038.0000000000005,638141345.392,0.08,582002660.996,0.068,24092493.03,0.29,24092493.098,0.29,113535264.345,0.021,106195894.747,0.02,3359824.967,0.022,979172.098,0.023,2998683.887,0.03,38417.025,0.022,2.677,0.056,2.41,0.057,7.229,0.057,7.229,0.057,12.048,0.057,0.185,0.011,256875.681,0.014
14,2038.999999999999,688926207.568,0.08,621471990.412,0.068,31069630.572,0.29,31069630.675,0.29,115890127.271,0.021,108363888.804,0.02,3433534.11,0.022,1002019.243,0.023,3089676.706,0.03,39253.853,0.022,2.828,0.056,2.547,0.057,7.642,0.057,7.642,0.057,12.737,0.057,0.186,0.005,260392.597,0.014
