,index,Year,SegDir,Segment,Direction,Period,Hours/Day,Peak,4Periods,Length,Speed GP,Capacity GP,Alpha GP,Beta GP,Speed ML,Capacity ML,Alpha ML,Beta ML,MinToll,MinCapture,AADT Lights,AADT Medium A,AADT Medium B,AADT Heavy A,AADT Heavy B,GrowthFactor,MaxToll,Soft Cap,MaxCapture,MaxCap_aux,B1,B2,TotalLights,TotalMediumA,TotalMediumB,TotalHeavyA,TotalHeavyB,TotalVeh,Corridor PCE pre-fix,Suppressed ratio ref,Suppressed ratio,Corridor PCE,Suppressed Demand,PCE ratio,HOV3,InScopeLights,InScopeMediumA,InScopeMediumB,InScopeHeavyA,InScopeHeavyB,InScopeVeh,TollLights,TollMediumA,TollMediumB,TollHeavyA,TollHeavyB,CaptureRateLights,CaptureRateMediumA,CaptureRateMediumB,CaptureRateHeavyA,VOT Lights,VOT MediumA,VOT MediumB,VOT HeavyA,Speed GP Real,Speed ML Real,Bounus Seg,Time ML,Time GP,Time Savings,BonusRel,MLVeh_Lights,GPVeh_Lights,MLVeh_MediumA,GPVeh_MediumA,MLVeh_MediumB,GPVeh_MediumB,MLVeh_HeavyA,GPVeh_HeavyA,MLVeh,GPVeh,GPVehDay,ML PCE,GP PCE,TollLightsPerSeg,TollMediumAPerSeg,TollMediumBPerSeg,TollHeavyAPerSeg,TollBlend,RevenuePerHour,RevenuePerHourLights,RevenuePerHourMediumA,RevenuePerHourMediumB,RevenuePerHourHeavyA,RevenuePerDay,RevenuePerDayLights,RevenuePerDayMediumA,RevenuePerDayMediumB,RevenuePerDayHeavyA,TransactionsDay_Lights,TransactionsDay_MediumA,TransactionsDay_MediumB,TransactionsDay_HeavyA,TransactionsDay,TotalVeh_hours
0,320,2050,1NB,1,NB,Night,6,OP,NT,0.7,55,8000.0,1,6,70,3600,1,5,0.5,0,1950.0,67.5,9.9,504.4,65.5,1.9857243936703266,5.15,2.575,0.3879310344827586,0.3879310344827586,3.635,0.708,1950.0,67.5,9.9,504.4,65.5,2597.3,3891.8999999999996,1.4,0.48648749999999996,3891.8999999999996,0.0,1.0,0.0,1560.0,54.0,7.920000000000001,403.52,52.400000000000006,2077.84,0.9709354168387525,2.9128062505162573,2.9128062505162573,2.9128062505162573,2.9128062505162573,0.17895747272629225,0.17893444107958434,0.1789321628106227,0.17895171723189363,72.67272317993009,218.01816953979028,218.01816953979028,218.01816953979028,54.69822535939906,69.99520249111825,0.30620825789015194,0.6000411243231908,0.7678494087154683,-0.16780828439227746,0.0029491315553732463,279.1736574530159,1670.826342546984,9.662459818297554,57.837540181702444,1.417142729460132,8.482857270539869,72.21059693741371,432.1894030625863,362.4638569381873,2234.8361430618124,13409.016858370875,529.0442559085301,3362.85574409147,0.6796547917871267,2.03896437536138,2.03896437536138,2.03896437536138,1.4171559323894038,359.5674635956874,189.74171402868015,19.70141134786951,2.8895035401715994,147.23483467896614,2157.404781574124,1138.450284172081,118.20846808721706,17.337021241029596,883.4090080737968,1675.0419447180952,57.97475890978532,8.502856376760793,433.2635816244823,2174.7831416291237,15583.800000000001
1,321,2050,1NB,1,NB,AM-Early,1,OP,AM,0.7,55,8000.0,1,6,70,3600,1,5,0.5,0,9285.2,139.0,91.3,579.8,39.7,1.9857243936703266,5.15,2.575,0.3879310344827586,0.3879310344827586,3.479,0.715,9285.2,139.0,91.3,579.8,39.7,10135.0,11834.6,1.4,1.479325,11834.6,0.0,1.0,0.0,7428.160000000001,111.2,73.04,463.84,31.760000000000005,8108.0,5.149996256594141,15.449988769782424,15.449988769782424,15.449988769782424,15.449988769782424,0.27402211652965275,0.273717110499998,0.27371218353441545,0.2737626183478477,49.858125376112596,149.57437612833778,149.57437612833778,149.57437612833778,16.101593158361105,59.09190655337837,0.49851962781955067,0.7107572330918268,2.6084375370141917,-1.8976803039223649,1.2913608213644796,2035.4801251209055,7249.719874879095,30.437342687599774,108.56265731240023,19.991937885353707,71.30806211464629,126.98205289446567,452.8179471055343,2212.891458588325,7922.108541411676,7922.108541411676,2567.7141255231636,9266.885874476839,3.6049973796158987,10.814992138847696,10.814992138847696,10.814992138847696,5.975764461074844,9256.602694113732,7337.900517321106,329.17962189380495,216.21265107043178,1373.3099038283885,9256.602694113732,7337.900517321106,329.17962189380495,216.21265107043178,1373.3099038283885,2035.4801251209055,30.437342687599774,19.991937885353707,126.98205289446567,2212.891458588325,10135.0
2,322,2050,1NB,1,NB,AM-Peak,1,Peak,AM,0.7,55,8000.0,1,6,70,3600,1,5,0.5,0,11646.3,333.6,174.7,567.9,25.8,1.9857243936703266,5.15,2.575,0.3879310344827586,0.3879310344827586,3.479,0.715,12228.615,350.28000000000003,183.435,596.295,27.090000000000003,13385.715,14952.299999999997,1.4,1.8690374999999997,14952.299999999997,0.0,1.0,0.0,9782.892,280.22400000000005,146.74800000000002,477.036,21.672000000000004,10708.572,5.149998552795251,15.449995658385754,15.449995658385754,15.449995658385754,15.449995658385754,0.36580920360844255,0.3656571201067674,0.3656502443019901,0.3656672481932513,41.452266982576326,124.35680094772896,124.35680094772896,124.35680094772896,9.520922795985697,16.28704264692445,0.049350625953431704,2.5787370310552378,4.411337104603814,-1.8326000735485763,2.5533905186772157,3578.6719315074038,8649.943068492596,102.4659008247988,247.81409917520125,53.658442050828455,129.77655794917155,174.43644140911584,421.8585585908841,3909.232715792147,9476.482284207852,9476.482284207852,4570.354284361632,11129.560715638367,3.6049989869566756,10.814996960870028,10.814996960870028,10.814996960870028,6.020955942361827,16476.122565156787,12901.10868773448,1108.1684060130087,580.3158877047302,1886.5295837045705,16476.122565156787,12901.10868773448,1108.1684060130087,580.3158877047302,1886.5295837045705,3578.6719315074038,102.4659008247988,53.658442050828455,174.43644140911584,3909.232715792147,13385.715
3,323,2050,1NB,1,NB,AM-Shoulder,3,OP,AM,0.7,55,8000.0,1,6,70,3600,1,5,0.5,0,8042.2,309.8,77.4,625.5,13.9,1.9857243936703266,5.15,2.575,0.3879310344827586,0.3879310344827586,3.479,0.715,8042.2,309.8,77.4,625.5,13.9,9068.8,11122.000000000002,1.4,1.3902500000000002,11122.000000000002,0.0,1.0,0.0,6433.76,247.84000000000003,61.92000000000001,500.40000000000003,11.120000000000001,7255.04,5.149994526488967,15.449983579466899,15.449983579466899,15.449983579466899,15.449983579466899,0.23726248051344817,0.23697880984044473,0.23695099506710063,0.2370165915828529,54.11248416017689,162.33745248053066,162.33745248053066,162.33745248053066,18.010549748469263,65.54621497951942,0.6086127242531811,0.6407692650616565,2.331966574400075,-1.6911973093384185,1.097831147534598,1526.4898566282025,6515.710143371797,58.73282823085583,251.06717176914418,14.672005614554873,62.72799438544513,118.6031024280596,506.89689757194037,1718.4977929016727,7350.302207098326,22050.906621294977,2102.513665448613,9019.486334551388,3.6049961685422764,10.814988505626829,10.814988505626829,10.814988505626829,6.300813369475277,7579.553708250029,5502.990084463318,635.1948622196608,158.67757207590324,1282.691189491146,22738.661124750084,16508.970253389954,1905.5845866589823,476.0327162277097,3848.0735684734377,4579.469569884607,176.1984846925675,44.016016843664616,355.8093072841788,5155.493378705018,27206.399999999998
4,324,2050,1NB,1,NB,MD,4,OP,MD,0.7,55,8000.0,1,6,70,3600,1,5,0.5,0,7279.7,287.9,81.4,834.0,23.8,1.9857243936703266,5.15,2.575,0.3879310344827586,0.3879310344827586,3.482,0.708,7279.7,287.9,81.4,834.0,23.8,8506.8,10961.0,1.4,1.370125,10961.0,0.0,1.0,0.0,5823.76,230.32,65.12,667.2,19.040000000000003,6805.44,5.149999990208386,15.449999970625157,15.449999970625157,15.449999970625157,15.449999970625157,0.22903248098628198,0.22876898424108646,0.22874353458627386,0.22883628001467626,55.04005225215804,165.1201567564741,165.1201567564741,165.1201567564741,18.442377238181514,66.52632713459114,0.6347418441683323,0.6313290062598632,2.277363674843762,-1.6460346685838987,1.0596091178451787,1333.8302014686697,5945.86979853133,52.69007245040703,235.20992754959295,14.895778972258155,66.50422102774185,152.679566025792,681.320433974208,1554.0956189171268,6952.704381082873,27810.81752433149,1994.6264538140413,8966.373546185958,3.60499999314587,10.814999979437609,10.814999979437609,10.814999979437609,6.609841822197092,7190.62835232819,4808.457867152309,569.8431324677181,161.09784927867912,1651.2295034294837,28762.51340931276,19233.831468609234,2279.3725298708723,644.3913971147165,6604.918013717935,5335.320805874679,210.76028980162812,59.58311588903262,610.718264103168,6216.382475668507,34027.2
5,325,2050,1NB,1,NB,PM-Shoulder,2,OP,PM,0.7,55,8000.0,1,6,70,3600,1,5,0.5,0,7609.3,238.3,63.5,647.3,15.9,1.9857243936703266,5.15,2.575,0.3879310344827586,0.3879310344827586,3.632,0.592,7609.3,238.3,63.5,647.3,15.9,8574.3,10504.300000000001,1.4,1.3130375,10504.300000000001,0.0,1.0,0.0,6087.4400000000005,190.64000000000001,50.800000000000004,517.84,12.72,6859.44,5.14999998631852,15.449999958955562,15.449999958955562,15.449999958955562,15.449999958955562,0.21123402890538132,0.21096665111088858,0.2109463060693363,0.2110142504465142,60.79303610154362,182.37910830463088,182.37910830463088,182.37910830463088,20.38733481277639,68.06374011878458,0.6737171095941886,0.6170686466347832,2.060102528638482,-1.4430338820036988,0.907526315501483,1285.8744769197745,6323.4255230802255,40.2186823677798,198.08131763222022,10.716072348322284,52.783927651677715,109.27161945122292,538.028380548777,1446.0808510870995,7128.2191489129,14256.4382978258,1766.4935994217496,8737.80640057825,3.604999990422964,10.814999971268893,10.814999971268893,10.814999971268893,6.291101915923104,6368.2094089976345,4635.57747698092,434.96504865201126,115.89432213922088,1181.7725612254812,12736.418817995269,9271.15495396184,869.9300973040225,231.78864427844175,2363.5451224509625,2571.748953839549,80.4373647355596,21.432144696644567,218.54323890244584,2892.161702174199,17148.6
6,326,2050,1NB,1,NB,PM-Peak,2,Peak,PM,0.7,55,8000.0,1,6,70,3600,1,5,0.5,0,7319.4,146.9,43.7,585.8,15.9,1.9857243936703266,5.15,2.575,0.3879310344827586,0.3879310344827586,3.632,0.592,7685.37,154.245,45.885000000000005,615.09,16.695,8517.285,9696.300000000001,1.4,1.2120375,9696.300000000001,0.0,1.0,0.0,6148.296,123.39600000000002,36.708000000000006,492.07200000000006,13.356000000000002,6813.828,5.149997022691011,15.449991068073032,15.449991068073032,15.449991068073032,15.449991068073032,0.1786105059877719,0.17830040003507214,0.17828643870866637,0.17835977223127794,65.2213664292743,195.66409928782292,195.66409928782292,195.66409928782292,24.97632009693519,69.27301833681048,1.1010709133951613,0.6062966651141564,1.6815927981782137,-1.0752961330640574,0.642569504179295,1098.150259522594,6587.219740477406,22.001556162727763,132.24344383727225,6.544538592117726,39.34046140788228,87.76584984138941,527.3241501586106,1214.462204118829,7302.822795881171,14605.645591762343,1447.086093311299,8734.028906688702,3.604997915883707,10.814993747651123,10.814993747651123,10.814993747651123,6.136452041780928,5216.742350491528,3958.8293969061037,237.94669233849578,70.77914395501469,949.1871172919138,10433.484700983056,7917.6587938122075,475.89338467699156,141.55828791002938,1898.3742345838275,2196.300519045188,44.003112325455525,13.089077184235451,175.53169968277882,2428.924408237658,17034.57
7,327,2050,1NB,1,NB,PM-Late,5,OP,PM,0.7,55,8000.0,1,6,70,3600,1,5,0.5,0,6680.0,129.1,19.9,573.9,45.7,1.9857243936703266,5.15,2.575,0.3879310344827586,0.3879310344827586,3.632,0.592,6680.0,129.1,19.9,573.9,45.7,7448.599999999999,8985.800000000001,1.4,1.1232250000000001,8985.800000000001,0.0,1.0,0.0,5344.0,103.28,15.92,459.12,36.56,5958.88,3.8624996935041613,11.587499080512483,11.587499080512483,11.587499080512483,11.587499080512483,0.1632472270760593,0.16301471682805993,0.1630026090512949,0.16306403064395955,67.5902005074591,202.77060152237732,202.77060152237732,202.77060152237732,29.264163119322593,69.76255954861475,0.7368503078663519,0.6020421307898239,1.4352024976332969,-0.8331603668434729,0.4700962937978534,872.3931814944608,5807.606818505539,16.83615995400203,112.26384004599797,2.595001536096615,17.304998463903384,74.8659577492547,499.0340422507453,966.6903007338141,6481.909699266186,32409.54849633093,1155.2845392125207,7830.515460787479,2.7037497854529127,8.111249356358737,8.111249356358737,8.111249356358737,4.616045257960217,3123.6003250329204,2358.7328772962323,136.56229159045174,21.048704539413603,607.2564516068227,15618.001625164601,11793.664386481161,682.8114579522587,105.24352269706802,3036.2822580341135,4361.965907472304,84.18079977001015,12.975007680483074,374.3297887462735,4833.45150366907,37243.0
8,328,2050,1SB,1,SB,Night,6,OP,NT,0.7,55,8000.0,1,6,70,3600,1,5,0.5,0,2593.4,63.5,25.8,508.3,59.6,1.9857243936703266,5.15,2.575,0.3879310344827586,0.3879310344827586,3.635,0.708,2593.4,63.5,25.8,508.3,59.6,3250.6000000000004,4565.000000000001,1.4,0.5706250000000002,4565.000000000001,0.0,1.0,0.0,2074.7200000000003,50.800000000000004,20.64,406.64000000000004,47.68000000000001,2600.4800000000005,1.1474366739639072,3.4423100218917217,3.4423100218917217,3.4423100218917217,3.4423100218917217,0.1709295183826309,0.17089271619062207,0.1708909835926802,0.17091315594829154,74.29648510215773,222.8894553064732,222.8894553064732,222.8894553064732,54.19638266686094,69.99101731808133,0.3685430042029855,0.6000770042979473,0.774959470231976,-0.17488246593402867,0.00792617461692863,354.630890378812,2238.769109621188,8.681349982483603,54.8186500175164,3.5271899013529198,22.27281009864708,69.50012573481328,438.79987426518676,436.33955599746184,2814.260444002538,16885.562664015226,599.7568872347614,3965.243112765239,0.803205671774735,2.409617015324205,2.409617015324205,2.409617015324205,1.5771731863787386,481.7281335129205,284.8415425387861,20.91872863377698,8.499176802579699,167.46868553777773,2890.368801077523,1709.0492552327164,125.51237180266187,50.9950608154782,1004.8121132266664,2127.785342272872,52.08809989490162,21.16313940811752,417.0007544088797,2618.037335984771,19503.600000000002
9,329,2050,1SB,1,SB,AM-Early,1,OP,AM,0.7,55,8000.0,1,6,70,3600,1,5,0.5,0,4835.2,196.6,83.4,663.2,63.5,1.9857243936703266,5.15,2.575,0.3879310344827586,0.3879310344827586,3.479,0.715,4835.2,196.6,83.4,663.2,63.5,5841.9,7855.3,1.4,0.9819125000000001,7855.3,0.0,1.0,0.0,3868.16,157.28,66.72000000000001,530.5600000000001,50.800000000000004,4673.5199999999995,2.904414006669865,8.713242020009595,8.713242020009595,8.713242020009595,8.713242020009595,0.13819679849670452,0.1380420887139641,0.13802971006193582,0.13809310047278778,70.65562635930999,211.96687907792995,211.96687907792995,211.96687907792995,37.88015287536648,69.94953149230409,0.7175926233153741,0.600432899320003,1.1087600448231736,-0.5083271455031706,0.2415865768307669,534.5673280730125,4300.632671926987,21.71125971293227,174.88874028706772,9.20934225533236,74.19065774466765,73.2666753868423,589.9333246131578,638.7546054281194,5203.14539457188,5203.14539457188,847.1291601383334,7008.1708398616665,2.0330898046689057,6.0992694140067165,6.0992694140067165,6.0992694140067165,3.8518920681835,1722.2896587149783,1086.8233846143398,132.42282230664404,56.17025954106829,446.87319225292595,1722.2896587149783,1086.8233846143398,132.42282230664404,56.17025954106829,446.87319225292595,534.5673280730125,21.71125971293227,9.20934225533236,73.2666753868423,638.7546054281194,5841.9
