,index,Year,SegDir,Segment,Direction,Period,Hours/Day,Peak,4Periods,Length,Speed GP,Capacity GP,Alpha GP,Beta GP,Speed ML,Capacity ML,Alpha ML,Beta ML,MinToll,MinCapture,AADT Lights,AADT Medium A,AADT Medium B,AADT Heavy A,AADT Heavy B,GrowthFactor,MaxToll,Soft Cap,Capture factor,MaxCapture,MaxCap_aux,B1,B2,TotalLights,TotalMediumA,TotalMediumB,TotalHeavyA,TotalHeavyB,TotalVeh,Corridor PCE pre-fix,Suppressed ratio ref,Suppressed ratio,Corridor PCE,Max VC,Suppressed Demand,PCE ratio,BonusPeak,BonusOffPeak,HOV3,InScopeLights,InScopeMediumA,InScopeMediumB,InScopeHeavyA,InScopeHeavyB,InScopeVeh,TollLights,TollMediumA,TollMediumB,TollHeavyA,TollHeavyB,CaptureRateLights,CaptureRateMediumA,CaptureRateMediumB,CaptureRateHeavyA,baseToll,devTollShare,tdotTollShare,devTollMediumA,devTollMediumB,devTollHeavyA,tdotTollMediumA,tdotTollMediumB,tdotTollHeavyA,baseTollMediumA,baseTollMediumB,baseTollHeavyA,VOT Lights,VOT MediumA,VOT MediumB,VOT HeavyA,Speed GP Real,Speed ML Real,Bonus Seg,Time ML,Time GP,Time Savings,BonusRel,GP Supp Coef,Reliability %,Bonus %,Time Savings %,MLVeh_Lights,GPVeh_Lights,MLVeh_MediumA,GPVeh_MediumA,MLVeh_MediumB,GPVeh_MediumB,MLVeh_HeavyA,GPVeh_HeavyA,MLVeh,GPVeh,GPVehDay,ML PCE,ML V/C,ML Volume,ML PCE Total,GP PCE,GP Volume,GP PCE Total,Highway PCE,Highway Volume,Highway PCE Total,Highway V/C,TollLightsPerSeg,TollMediumAPerSeg,TollMediumBPerSeg,TollHeavyAPerSeg,TollBlend,RevenuePerHour,DevRevenuePerDay,TDOTRevenuePerDay,BaseRevenuePerDay,RevenuePerHourLights,RevenuePerHourMediumA,RevenuePerHourMediumB,RevenuePerHourHeavyA,RevenuePerDay,RevenuePerDayLights,RevenuePerDayMediumA,RevenuePerDayMediumB,RevenuePerDayHeavyA,TransactionsDay_Lights,TransactionsDay_MediumA,TransactionsDay_MediumB,TransactionsDay_HeavyA,TransactionsDay,GPDay_Lights,GPDay_MediumA,GPDay_MediumB,GPDay_HeavyA,GPDay_HeavyB,TransactionsLightsLength,TransactionsMediumALength,TransactionsMediumBLength,TransactionsHeavyALength,TotalVeh_hours,GPDayLength_Lights,GPDayLength_MediumA,GPDayLength_MediumB,GPDayLength_HeavyA,GPDayLength_HeavyB,Difference in Travel Time,Implied Min VOT,GP V/C normal,GP V/C capacity factors
0,480,2050,1NB,1,NB,Night,7,OP,NT,1.3,55,8800.0,1,6,60,3600,1.6,6.3,0.2,0.053191489361702135,2656.1,70.3,19.0,471.5,57.0,1.9012586647805254,1.2875,1.2875,0.9,0.1595744680851064,0.1595744680851064,4.366728861968131,0.535,2523.2949999999996,66.785,18.05,447.92499999999995,54.15,3110.2049999999995,4284.025,1.8,0.4868210227272727,4284.025,1.2,0.0,1.0,2.5,1.6,0.0,2371.8972999999996,62.777899999999995,16.967,421.0494999999999,50.900999999999996,2923.5926999999992,1.2874999998764365,3.8624999996293097,3.8624999996293097,3.8624999996293097,3.8624999996293097,0.14999999994604185,0.15957446790853685,0.1595744678894001,0.11286551636911253,1.2874999998764365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8624999996293097,3.8624999996293097,3.8624999996293097,120.51097605988626,361.5329281796588,361.5329281796588,361.5329281796588,54.67391328558669,59.99940572928065,0.575779485312192,1.3000128759931162,1.4266401527282409,-0.12662727673512464,0.005920834182495985,1.0,0.008358892430579544,0.8128717395409564,0.17876936802846402,355.7845948720168,2167.5104051279827,10.017749988915336,56.76725001108466,2.7074999966794513,15.342500003320549,47.521969234456634,400.40303076554335,416.0318140920682,2694.173185907932,18859.212301355525,536.526252532171,0.1490350701478253,3755.6837677251974,4882.388898042756,3747.4987474678283,26232.4912322748,34102.23860195724,4284.025,29988.174999999996,38984.627499999995,0.4868210227272727,1.6737499998393675,5.021249999518103,5.021249999518103,5.021249999518103,1.6603959761500486,898.0108150895377,0.0,0.0,6286.075705626764,595.4944656098875,50.3016271270136,13.595034357021959,238.61968799561467,6286.075705626764,4168.461259269212,352.1113898890952,95.16524049915371,1670.3378159693027,2490.4921641041174,70.12424992240734,18.952499976756158,332.65378464119647,2912.2226986444775,15172.572835895879,397.3707500775926,107.39750002324384,2802.8212153588033,379.05,3237.6398133353528,91.16152489912955,24.638249969783008,432.44992003355543,21771.434999999998,19724.344686664645,516.5819751008704,139.616750030217,3643.6675799664445,492.76500000000004,-0.08875908651033582,793.0755724963448,0.17737255913062788,0.1612477810278435
1,481,2050,1NB,1,NB,AM-Early,1,OP,AM,1.3,55,8800.0,1,6,60,3600,1.6,6.3,0.2,0.05,10034.8,287.1,150.2,488.6,22.8,1.9012586647805254,5.15,2.575,0.9,0.36683785766691124,0.36683785766691124,4.159422196579504,0.66,9533.06,272.745,142.68999999999997,464.17,21.66,10434.325,12236.855,1.8,1.3905517045454545,12236.855,1.2,0.0,1.0,2.5,1.6,0.0,8961.0764,256.3803,134.12859999999998,436.3198,20.3604,9808.2655,7.724999976910989,23.174999930732966,23.174999930732966,23.174999930732966,23.174999930732966,0.22608449343976283,0.24336539665847778,0.24349300308805433,0.07051004127828964,5.15,1.2874999884554943,1.2874999884554943,3.862499965366483,3.862499965366483,3.862499965366483,3.862499965366483,3.862499965366483,3.862499965366483,15.450000000000001,15.450000000000001,15.450000000000001,91.71421348327313,275.1426404498194,275.1426404498194,275.1426404498194,18.663879376630057,53.30974381182043,0.9356273644416149,1.4631471551492425,4.179195462314634,-2.716048307165391,1.9327095508929706,1.0,0.3460917314776056,0.16754348548017253,0.48636478304222186,2025.9604185690137,7507.099581430986,62.39409340491952,210.3509065950805,32.659375613996396,110.03062438600358,30.764927108535076,433.40507289146495,2151.778814696465,8282.546185303534,8282.546185303534,2403.4156069513665,0.6676154463753796,2403.4156069513665,3124.4402890367764,9833.439393048633,9833.439393048633,12783.471210963224,12236.855,12236.855,15907.9115,1.3905517045454545,10.042499969984286,30.127499909952856,30.127499909952856,30.127499909952856,8.62838939643796,24136.301160668863,4022.716836064731,4022.716836064731,16090.867488539401,20345.70744266867,1879.778043438303,983.945335869793,926.8703386920967,24136.301160668863,20345.70744266867,1879.778043438303,983.945335869793,926.8703386920967,2025.9604185690137,62.39409340491952,32.659375613996396,30.764927108535076,2151.778814696465,7507.099581430986,210.3509065950805,110.03062438600358,433.40507289146495,21.66,2633.748544139718,81.11232142639538,42.45718829819532,39.9944052410956,10434.325,9759.229455860283,273.45617857360463,143.03981170180467,563.4265947589045,28.158,-0.6498974100773733,221.84804173380465,1.1153600100495753,1.013963645499614
2,482,2050,1NB,1,NB,AM-Peak,3,Peak,AM,1.3,55,7592.330916271331,1,6,60,3600,1.6,6.3,0.2,0.05,10415.1,406.9,100.8,821.3,19.0,1.9012586647805254,5.15,2.575,0.9,0.36683785766691124,0.36683785766691124,4.159422196579504,0.66,10935.855000000001,427.245,105.84,862.365,19.95,12351.255000000003,15182.055000000002,1.8,1.999656649246271,15182.055000000002,1.2,0.0,1.0,2.5,1.6,0.0,10279.7037,401.6103,99.4896,810.6230999999999,18.752999999999997,11610.179700000002,8.359678749867271,25.079036249601813,25.079036249601813,25.079036249601813,25.079036249601813,0.26741674594431364,0.287917822790685,0.2882605417721372,0.09049058560446836,5.15,1.4461696874668177,1.763509062400453,4.338509062400453,4.338509062400453,4.338509062400453,5.290527187201359,5.290527187201359,5.290527187201359,15.450000000000001,15.450000000000001,15.450000000000001,82.85176400526258,248.55529201578773,248.55529201578773,248.55529201578773,13.79834941635491,28.29891328322648,0.8287903926744085,2.7562895867889274,5.652850036363636,-2.896560449574708,2.9642677527272725,0.7734057689287792,0.4431146126855883,0.12389202477055923,0.4329933625438524,2748.9649127257208,6331.788023083765,115.63076318631384,241.00424843204362,28.678925996693224,59.676819770897914,73.35375902350951,610.225845520873,2966.6283609322372,7258.124381897709,21774.373145693127,3401.9552573452706,0.9449875714847974,10205.865772035811,13267.625503646555,9124.35876425521,27373.076292765632,35584.999180595325,12526.314021600481,37578.94206480144,48852.62468424188,1.649864074648669,10.867582374827453,32.602747124482356,32.602747124482356,32.602747124482356,9.586388860616067,36971.02899467706,19187.237828035322,23397.577812216074,68328.27134377976,29874.60263455713,3769.8805319742937,935.0117720719322,2391.5340560736963,110913.08698403116,89623.80790367139,11309.641595922882,2805.0353162157967,7174.6021682210885,8246.894738177161,346.8922895589415,86.03677799007967,220.06127707052855,8899.88508279671,18995.364069251296,723.0127452961309,179.03045931269375,1830.677536562619,59.849999999999994,10720.96315963031,450.959976426624,111.84781138710358,286.07966019168714,37053.76500000001,24693.973290026686,939.9165688849702,232.7395971065019,2379.880797531405,77.80499999999999,-0.5124070921644345,225.1135282142605,1.4505792371451998,1.5284678743772075
3,483,2050,1NB,1,NB,AM-Shoulder,1,OP,AM,1.3,55,7711.430327663038,1,6,60,3600,1.6,6.3,0.2,0.05,9742.0,431.6,119.8,1138.9,34.2,1.9012586647805254,5.15,2.575,0.9,0.36683785766691124,0.36683785766691124,4.159422196579504,0.66,10229.1,453.18000000000006,125.79,1195.8450000000003,35.910000000000004,12039.825,15661.275000000001,1.8,2.030917006903203,15661.275000000001,1.2,0.0,1.0,2.5,1.6,0.0,9615.354,425.98920000000004,118.2426,1124.0943000000002,33.7554,11317.4355,7.725000000772003,23.17500000231601,23.17500000231601,23.17500000231601,23.17500000231601,0.27473539201686653,0.295440173423995,0.2957913011650017,0.09379361591325706,5.15,1.2875000001930008,1.2875000005790023,3.8625000005790024,3.8625000005790024,3.8625000005790024,3.862500001737007,3.862500001737007,3.862500001737007,15.450000000000001,15.450000000000001,15.450000000000001,81.79000206831081,245.37000620493248,245.37000620493248,245.37000620493248,13.79834941635491,27.241182692399782,0.508175763599091,2.863311805539258,5.652850036363636,-2.7895382308243777,2.9642677527272725,0.7572097440167712,0.47337534225104394,0.08115254628940999,0.44547211145954596,2641.6780505709453,5745.269832074407,125.85432312474889,247.85419199682534,34.97513250713283,68.76590256719095,105.43286902448158,825.6706905687545,2907.940375227309,6914.75201911482,6914.75201911482,3440.465024540035,0.9556847290388986,3440.465024540035,4472.604531902046,9279.87218747272,9279.87218747272,12063.833843714536,12720.337212012755,12720.337212012755,16536.43837561658,1.6495431679362231,10.042500001003605,30.127500003010816,30.127500003010816,30.127500003010816,9.139662058975436,34550.87001239617,5758.4783356871,5758.478337413531,23033.913339295537,26529.05182550992,3791.676120319796,1053.713304713948,3176.4287618525077,34550.87001239617,26529.05182550992,3791.676120319796,1053.713304713948,3176.4287618525077,2641.6780505709453,125.85432312474889,34.97513250713283,105.43286902448158,2907.940375227309,5745.269832074407,247.85419199682534,68.76590256719095,825.6706905687545,35.910000000000004,3434.181465742229,163.61062006217355,45.467672259272675,137.06272973182607,12039.825,7468.8507816967285,322.21044959587294,89.39567333734824,1073.3718977393808,46.68300000000001,-0.4934746566563495,216.0034924067514,1.5065240284438977,1.5628997106174487
4,484,2050,1NB,1,NB,MD,5,OP,MD,1.3,55,5441.8710361140875,1,6,60,3600,1.6,6.3,0.2,0.05,7099.3,251.0,68.4,722.5,20.9,1.9012586647805254,5.15,2.575,0.9,0.36683785766691124,0.36683785766691124,4.163408863221593,0.653,7099.3,251.0,68.4,722.5,20.9,8162.099999999999,10287.7,1.8,1.8904711140207773,10287.7,1.2,0.0,1.0,2.5,1.6,0.0,6673.342,235.94,64.296,679.15,19.645999999999997,7672.373999999999,8.857464778822923,26.57239433646877,26.57239433646877,26.57239433646877,26.57239433646877,0.34482742931619,0.3668378238171321,0.3668378107597558,0.13115341119613722,5.15,1.5706161947057307,2.1368485841171916,4.711848584117192,4.711848584117192,4.711848584117192,6.410545752351575,6.410545752351575,6.410545752351575,15.450000000000001,15.450000000000001,15.450000000000001,77.19869508109659,231.59608524328976,231.59608524328976,231.59608524328976,13.79834941635491,42.59333906555499,0.8211472275959899,1.8312722531556158,5.652850036363636,-3.8215777832080198,2.9642677527272725,0.8837893040318676,0.3896766889194744,0.10794636633975195,0.5023769447407735,2301.151366807762,4240.5524411704255,86.55171615141414,145.3376343317767,23.58620388060926,39.60595368338235,89.07283921385658,559.8161495860676,2500.362126053642,5003.7833752259185,25018.91687612959,2898.783644545402,0.8052176790403894,14493.918222727008,18842.093689545112,6537.531653974106,32687.65826987053,42493.955750831694,9436.315298519508,47181.57649259754,61336.04944037681,1.7340203830441672,11.5147042124698,34.5441126374094,34.5441126374094,34.5441126374094,10.268862164183172,33378.6362428855,29593.697490962204,40262.701222307944,97036.78250115731,26497.077336911974,2989.8522316955364,814.764483540669,3076.9421907373185,166893.1812144275,132485.38668455987,14949.261158477682,4073.822417703345,15384.710953686592,11505.75683403881,432.7585807570707,117.9310194030463,445.3641960692829,12501.810630268208,21202.762205852126,726.6881716588836,198.02976841691176,2799.080747930338,104.5,14957.483884250452,562.5861549841919,153.3103252239602,578.9734548900678,40810.5,27563.590867607767,944.6946231565487,257.4386989419853,3638.8049723094396,135.85,-0.6760444304420932,180.78455861448606,0.9052542941647415,1.3307985994628235
5,485,2050,1NB,1,NB,PM-Shoulder,1,OP,PM,1.3,55,6222.354095429336,1,6,60,3600,1.6,6.3,0.2,0.05,8975.8,220.5,74.1,806.1,20.9,1.9012586647805254,5.15,2.575,0.9,0.36683785766691124,0.36683785766691124,4.362742195326042,0.541,9424.59,231.525,77.80499999999999,846.4050000000001,21.945,10602.27,12957.630000000001,1.8,2.0824321151247402,12957.630000000001,1.2,0.0,1.0,2.5,1.6,0.0,8859.114599999999,217.6335,73.13669999999999,795.6207,20.6283,9966.1338,8.125124067756246,24.37537220326874,24.37537220326874,24.37537220326874,24.37537220326874,0.3277304867913729,0.3518116160561617,0.35197863213640235,0.09183501698327709,5.15,1.3875310169390616,1.5875930508171845,4.1625930508171844,4.1625930508171844,4.1625930508171844,4.762779152451554,4.762779152451554,4.762779152451554,15.450000000000001,15.450000000000001,15.450000000000001,85.51598475326801,256.5479542598041,256.5479542598041,256.5479542598041,13.79834941635491,27.539870825623066,0.5144966038087277,2.832257293212461,5.652850036363636,-2.820592743151175,2.9642677527272725,0.7836631732933196,0.4705667111449322,0.08167446227715486,0.44775882657791305,2903.4019403985585,5110.414928429771,76.56599334295866,121.43566688723766,25.742555624970414,40.799420368342616,73.06584049674682,606.0374197683082,3078.7763298632344,5895.884923791581,5895.884923791581,3429.5251087925863,0.9526458635534962,3429.5251087925863,4458.382641430362,7481.067449501436,7481.067449501436,9725.387684351868,10910.592558294022,10910.592558294022,14183.77032578223,1.7534509272476886,10.56266128808312,31.68798386424936,31.68798386424936,31.68798386424936,9.050776677779265,36224.9121031525,6186.144200367331,7078.097299418807,22960.670603366365,30667.65127959327,2426.2219616018983,815.7296872686042,2315.3091746887308,36224.9121031525,30667.65127959327,2426.2219616018983,815.7296872686042,2315.3091746887308,2903.4019403985585,76.56599334295866,25.742555624970414,73.06584049674682,3078.7763298632344,5110.414928429771,121.43566688723766,40.799420368342616,606.0374197683082,21.945,3774.4225225181262,99.53579134584626,33.46532231246154,94.98559264577086,10602.27,6643.539406958703,157.86636695340897,53.039246478845406,787.8486456988006,28.5285,-0.4989682593748065,224.69024598600825,1.1678476703871083,1.5014866109853275
6,486,2050,1NB,1,NB,PM-Peak,3,Peak,PM,1.3,55,6903.664776832447,1,6,60,3600,1.6,6.3,0.2,0.05,10726.9,199.6,43.7,781.4,26.6,1.9012586647805254,5.15,2.575,0.9,0.36683785766691124,0.36683785766691124,4.362742195326042,0.541,11263.245,209.58,45.885000000000005,820.47,27.930000000000003,12367.11,14574.840000000002,1.8,2.1111743503118436,14574.840000000002,1.2,0.0,1.0,2.5,1.6,0.0,10587.4503,197.0052,43.1319,771.2418,26.2542,11625.0834,9.630340409512005,28.891021228536015,28.891021228536015,28.891021228536015,28.891021228536015,0.28037026214932986,0.30224752181625497,0.30243134953070927,0.07101807970216953,5.15,1.7638351023780012,2.7165053071340033,5.2915053071340035,5.2915053071340035,5.2915053071340035,8.14951592140201,8.14951592140201,8.14951592140201,15.450000000000001,15.450000000000001,15.450000000000001,92.94674987929196,278.8402496378759,278.8402496378759,278.8402496378759,13.79834941635491,29.737658525186365,0.8752531056394727,2.622936837274453,5.652850036363636,-3.0299131990891826,2.9642677527272725,0.7380736431422634,0.4315155699776932,0.1274126948914362,0.44107173513087056,2968.406216104001,6122.201880507863,59.544333484915676,110.737370986066,13.0444387248236,24.238752703206185,54.77211162204469,565.1414300214557,3095.7670999357847,6842.933831071554,20528.80149321466,3350.4888675993534,0.9306913521109315,10051.46660279806,13066.90658363748,8306.344541640048,24919.033624920143,32394.743712396186,11656.833409239402,34970.50022771821,45461.650296033666,1.6884993385480997,12.519442532365607,37.55832759709682,37.55832759709682,37.55832759709682,10.42273119768327,41946.25283324081,23047.868511713983,35496.32108227545,67294.56890573303,37162.79103523088,2236.3855835772447,489.92730294718064,2057.1489114855085,125838.75849972243,111488.37310569265,6709.156750731734,1469.781908841542,6171.4467344565255,8905.218648312002,178.63300045474702,39.1333161744708,164.31633486613407,9287.301299807355,18366.60564152359,332.21211295819796,72.71625810961855,1695.4242900643671,83.79,11576.784242805603,232.22290059117114,50.87331102681204,213.6112353259743,37101.33,23876.587333980668,431.8757468456574,94.53113554250412,2204.0515770836773,108.927,-0.535997449003311,247.9168552312797,1.3793597994003153,1.5984087802515763
7,487,2050,1NB,1,NB,PM-Late,3,OP,PM,1.3,55,6705.849787444774,1,6,60,3600,1.6,6.3,0.2,0.05,5184.7,97.0,9.5,503.8,55.1,1.9012586647805254,5.15,2.575,0.9,0.36683785766691124,0.36683785766691124,4.362742195326042,0.541,5184.7,97.0,9.5,503.8,55.1,5850.1,7180.900000000001,1.8,1.0708411651935081,7180.900000000001,1.2,0.0,1.0,2.5,1.6,0.0,4873.6179999999995,91.17999999999999,8.93,473.572,51.794,5499.094,2.574999867582641,7.724999602747923,7.724999602747923,7.724999602747923,7.724999602747923,0.28039423213442316,0.29894689678850705,0.2989820249696263,0.0703696963791338,2.574999867582641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.724999602747923,7.724999602747923,7.724999602747923,95.24068328710315,285.7220498613094,285.7220498613094,285.7220498613094,40.795104562923285,59.51668613493241,0.8454315554366633,1.3105568381808659,1.9119941187965592,-0.6014372806156933,0.3456686104303189,1.0,0.19283759516912255,0.47163955045713135,0.33552285437374607,1366.534376826503,3818.165623173497,27.25797804917607,69.74202195082393,2.6699094829787624,6.830090517021238,33.32511785365915,470.47488214634086,1429.7873822123167,4420.312617787684,13260.937853363052,1556.293392983945,0.4323037202733181,4668.880178951835,6069.544232637385,5624.606607016055,16873.819821048164,21935.965767362613,7180.9,21542.699999999997,28005.51,1.070841165193508,3.3474998278574333,10.0424994835723,10.0424994835723,10.0424994835723,2.8028330160898767,5209.6918651094165,0.0,0.0,15629.07559532825,4574.473591187983,273.7382304820758,26.812564603999007,334.66747883535805,15629.07559532825,13723.42077356395,821.2146914462273,80.43769381199702,1004.0024365060742,4099.603130479509,81.77393414752821,8.009728448936286,99.97535356097745,4289.3621466369505,11454.496869520492,209.22606585247178,20.490271551063714,1411.4246464390226,165.3,5329.484069623361,106.30611439178668,10.412646983617172,129.9679596292707,17550.300000000003,14890.84593037664,271.9938856082133,26.63735301638283,1834.8520403707294,214.89000000000001,-0.3145602147533006,333.95001631065367,0.48274753730942765,0.5759121395331771
8,488,2050,1SB,1,SB,Night,7,OP,NT,1.3,55,8800.0,1,6,60,3600,1.6,6.3,0.2,0.053191489361702135,2580.0,74.1,30.4,475.3,53.2,1.9012586647805254,1.2875,1.2875,0.9,0.1595744680851064,0.1595744680851064,4.366728861968131,0.535,2451.0,70.395,28.88,451.53499999999997,50.54,3052.35,4255.05,1.8,0.4835284090909091,4255.05,1.2,0.0,1.0,2.5,1.6,0.0,2303.94,66.17129999999999,27.147199999999998,424.44289999999995,47.5076,2869.209,1.2874999996050092,3.8624999988150277,3.8624999988150277,3.8624999988150277,3.8624999988150277,0.14999999992118632,0.15957446778380305,0.159574468077879,0.11010495678287063,1.2874999996050092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8624999988150277,3.8624999988150277,3.8624999988150277,120.92619912160549,362.7785973648165,362.7785973648165,362.7785973648165,54.685627304527856,59.999446781637836,0.5738659310091156,1.3000119865083661,1.4263345570791643,-0.1263225705707982,0.005706917228142348,1.0,0.008084649759845157,0.8129616876932284,0.17895366254692646,345.590999818418,2105.409000181582,10.559249980062365,59.835750019937635,4.331999999803797,24.548000000196204,46.733267161296276,404.8017328387037,407.21551695958044,2645.1344830404196,18515.941381282937,530.4645512419053,0.14735126423386258,3713.251858693337,4827.227416301338,3724.5854487580946,26072.098141306662,33893.72758369866,4255.05,29785.35,38720.954999999994,0.4835284090909091,1.673749999486512,5.0212499984595365,5.0212499984595365,5.0212499984595365,1.6771784990261442,887.8650423687518,0.0,0.0,6215.055296581263,578.4329357686203,53.02063394612201,21.752054992341527,234.65941766166802,6215.055296581262,4049.030550380342,371.14443762285407,152.2643849463907,1642.6159236316762,2419.1369987289263,73.91474986043656,30.323999998626576,327.1328701290739,2850.5086187170637,14737.863001271075,418.85025013956346,171.83600000137343,2833.612129870926,353.78,3144.8780983476045,96.08917481856753,39.42119999821455,425.2727311677961,21366.45,19159.221901652396,544.5053251814326,223.38680000178547,3683.6957688322036,459.914,-0.08856447454339218,794.9885718396378,0.17457898015715664,0.15870816377923333
9,489,2050,1SB,1,SB,AM-Early,1,OP,AM,1.3,55,8800.0,1,6,60,3600,1.6,6.3,0.2,0.05,5779.8,226.2,100.8,509.5,26.6,1.9012586647805254,5.15,2.575,0.9,0.36683785766691124,0.36683785766691124,4.159422196579504,0.66,5490.8099999999995,214.89,95.75999999999999,484.025,25.27,6310.755,7950.6449999999995,1.8,0.9034823863636363,7950.6449999999995,1.2,0.0,1.0,2.5,1.6,0.0,5161.361399999999,201.99659999999997,90.01439999999998,454.98349999999994,23.7538,5932.1097,2.5749985016536887,7.724995504961067,7.724995504961067,7.724995504961067,7.724995504961067,0.1780149871498753,0.19009127040878232,0.19014389201602264,0.050000009950666766,2.5749985016536887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.724995504961067,7.724995504961067,7.724995504961067,108.8394534841684,326.51836045250525,326.51836045250525,326.51836045250525,45.36685233298802,59.92621809161737,0.9400598765169077,1.3016005762411167,1.719316990023642,-0.41771641378252533,0.2107946202892768,1.0,0.13438641432548448,0.5993097731004638,0.26630381257405167,918.7996832968621,4572.0103167031375,38.397790312254635,176.49220968774534,17.115688353487066,78.64431164651293,22.749179527389188,461.2758204726108,997.062341489993,5313.692658510006,5313.692658510006,1153.5876578762548,0.3204410160767374,1153.5876578762548,1499.6639552391312,6797.057342123745,6797.057342123745,8836.174544760868,7950.6449999999995,7950.6449999999995,10335.8385,0.9034823863636363,3.3474980521497955,10.042494156449386,10.042494156449386,10.042494156449386,2.979238475819375,3861.632437724808,0.0,0.0,3861.632437724807,3075.680150152095,385.60958483138603,171.88420027350267,228.45850246782393,3861.632437724808,3075.680150152095,385.60958483138603,171.88420027350267,228.45850246782393,918.7996832968621,38.397790312254635,17.115688353487066,22.749179527389188,997.062341489993,4572.0103167031375,176.49220968774534,78.64431164651293,461.2758204726108,25.27,1194.4395882859208,49.917127405931026,22.250394859533188,29.573933385605944,6310.755,5943.613411714079,229.43987259406896,102.23760514046681,599.6585666143941,32.851,-0.24295485719406598,480.82832395845406,0.5409078064377077,0.49173436948882526
