,Year,SegDir,Segment,Direction,Period,Hours/Day,Peak,4Periods,Length,Speed GP,Capacity GP,Alpha GP,Beta GP,Speed ML,Capacity ML,Alpha ML,Beta ML,MinToll,MinCapture,AADT Lights,AADT Medium A,AADT Medium B,AADT Heavy A,AADT Heavy B,GrowthFactor,MaxToll,Soft Cap,MaxCapture,MaxCap_aux,B1,B2,TotalLights,TotalMediumA,TotalMediumB,TotalHeavyA,TotalHeavyB,TotalVeh,Corridor PCE pre-fix,Suppressed ratio ref,Suppressed ratio,Max VC,Corridor PCE,Suppressed Demand,PCE ratio,BonusPeak,BonusOffPeak,HOV3,InScopeLights,InScopeMediumA,InScopeMediumB,InScopeHeavyA,InScopeHeavyB,InScopeVeh,TollLights,TollMediumA,TollMediumB,TollHeavyA,TollHeavyB,CaptureRateLights,CaptureRateMediumA,CaptureRateMediumB,CaptureRateHeavyA,VOT Lights,VOT MediumA,VOT MediumB,VOT HeavyA,Speed GP Real,Speed ML Real,Bonus Seg,Time ML,Time GP,Time Savings,BonusRel,Reliability %,Bonus %,Time Savings %,MLVeh_Lights,GPVeh_Lights,MLVeh_MediumA,GPVeh_MediumA,MLVeh_MediumB,GPVeh_MediumB,MLVeh_HeavyA,GPVeh_HeavyA,MLVeh,GPVeh,GPVehDay,ML PCE,ML V/C,ML Volume,ML PCE Total,GP PCE,GP Volume,GP PCE Total,Highway PCE,Highway Volume,Highway PCE Total,Highway V/C,TollLightsPerSeg,TollMediumAPerSeg,TollMediumBPerSeg,TollHeavyAPerSeg,TollBlend,RevenuePerHour,RevenuePerHourLights,RevenuePerHourMediumA,RevenuePerHourMediumB,RevenuePerHourHeavyA,RevenuePerDay,RevenuePerDayLights,RevenuePerDayMediumA,RevenuePerDayMediumB,RevenuePerDayHeavyA,TransactionsDay_Lights,TransactionsDay_MediumA,TransactionsDay_MediumB,TransactionsDay_HeavyA,TransactionsDay,GPDay_Lights,GPDay_MediumA,GPDay_MediumB,GPDay_HeavyA,GPDay_HeavyB,TransactionsLightsLength,TransactionsMediumALength,TransactionsMediumBLength,TransactionsHeavyALength,TotalVeh_hours,GPDayLength_Lights,GPDayLength_MediumA,GPDayLength_MediumB,GPDayLength_HeavyA,GPDayLength_HeavyB,Difference in Travel Time,Implied Min VOT
0,2025,1NB,1,NB,Night,6,OP,NT,0.7,55,7818.563956451466,2,8,72,3600,2,8,0.2,0.053191489361702135,982.0,34.0,5.0,254.0,33.0,1.0,3.2,1.6,0.1595744680851064,0.1595744680851064,3.286,0.708,982.0,34.0,5.0,254.0,33.0,1308.0,1960.0,1.2,0.245,1.1,1960.0,0.0,1.0,2.5,1.6,0.0,923.0799999999999,31.959999999999997,4.699999999999999,238.76,31.02,1229.52,0.2724097778333903,0.817229333500171,0.817229333500171,0.817229333500171,0.817229333500171,0.15957446677150935,0.15957446680182646,0.1595744668086838,0.05319148951214397,53.93208400737959,161.79625202213882,161.79625202213882,161.79625202213882,54.999284443295714,71.99999998530889,0.0,0.5833333334523585,0.7636462987677961,-0.1803129653154376,6.9545920027253015e-06,3.8568073933790284e-05,0.0,0.9999614319260662,147.29999878744485,834.7000012125552,5.099999958986373,28.900000041013627,0.7499999940008139,4.250000005999186,12.700000035919492,241.2999999640805,165.8499987763515,1142.1500012236486,6852.900007341892,202.94999875416488,0.056374999653934686,1217.6999925249893,852.3899947674925,1757.0500012458351,10542.30000747501,7379.610005232507,1960.0,11760.0,8232.0,0.2506854213787829,0.19068684448337322,0.5720605334501196,0.5720605334501196,0.5720605334501196,0.3333467861308905,38.69989485033623,28.08817196118256,2.917508697133333,0.4290453966556921,7.2651687953646436,232.19936910201739,168.52903176709538,17.5050521828,2.5742723799341523,43.59101277218786,883.7999927246691,30.59999975391824,4.499999964004883,76.20000021551695,995.0999926581093,5008.200007275331,173.40000024608176,25.500000035995114,1447.7999997844831,198.0,618.6599949072684,21.419999827742767,3.1499999748034178,53.34000015086186,7848.0,3505.7400050927313,121.38000017225723,17.85000002519658,1013.4599998491382,138.6,-0.23612104924280639,63.4519578167175
1,2025,1NB,1,NB,AM-Early,1,OP,AM,0.7,55,8708.363426651984,2,8,72,3600,2,8,0.2,0.0,4676.0,70.0,46.0,292.0,20.0,1.0,3.2,1.6,0.3475306020002317,0.3475306020002317,3.13,0.715,4676.0,70.0,46.0,292.0,20.0,5104.0,5960.0,1.2,0.745,1.1,5960.0,0.0,1.0,2.5,1.6,0.0,4395.44,65.8,43.239999999999995,274.47999999999996,18.799999999999997,4797.759999999999,0.8993680284574185,2.6981040853722553,2.6981040853722553,2.6981040853722553,2.6981040853722553,0.14888121110319827,0.14895728728443333,0.1489584857037978,0.039585497480753816,48.146280106196876,144.43884031859062,144.43884031859062,144.43884031859062,53.214427813830916,71.99956182385864,0.44301362959598145,0.5833368833931205,0.7892596373851043,-0.2059227539919838,0.0179362916241185,0.026896126188427603,0.6643151624934865,0.30878871131808594,654.3984305314417,4021.6015694685584,9.801389503315713,60.19861049668429,6.440964921832216,39.55903507816778,10.865427348517306,281.1345726514827,681.5062123051069,4422.493787694893,4422.493787694893,735.7217758524374,0.2043671599590104,735.7217758524374,515.0052430967062,5224.2782241475625,5224.2782241475625,3656.9947569032934,5960.0,5960.0,4172.0,0.6843995488014882,0.6295576199201929,1.8886728597605786,1.8886728597605786,1.8886728597605786,0.9709150571108287,463.1792501291181,411.9815184048841,18.511618342854604,12.164875638534424,20.52123774284498,463.1792501291181,411.9815184048841,18.511618342854604,12.164875638534424,20.52123774284498,654.3984305314417,9.801389503315713,6.440964921832216,10.865427348517306,681.5062123051069,4021.6015694685584,60.19861049668429,39.55903507816778,281.1345726514827,20.0,458.07890137200917,6.860972652320998,4.508675445282551,7.6057991439621135,5104.0,2815.1210986279907,42.139027347679,27.691324554717447,196.7942008560379,14.0,-0.26090622684599246,183.43508166505012
2,2025,1NB,1,NB,AM-Peak,1,Peak,AM,0.7,55,6739.387687237572,2,8,72,3600,2,8,0.2,0.0,5865.0,168.0,88.0,286.0,13.0,1.0,3.2,1.6,0.3475306020002317,0.3475306020002317,3.13,0.715,5865.0,168.0,88.0,286.0,13.0,6420.0,7530.0,1.2,0.94125,1.1,7530.0,0.0,1.0,2.5,1.6,0.0,5513.099999999999,157.92,82.72,268.84,12.219999999999999,6034.799999999999,1.59999995775456,4.79999987326368,4.79999987326368,4.79999987326368,4.79999987326368,0.26743604305395763,0.26766414850834697,0.26767435238451504,0.09102133579212636,35.629604311075845,106.88881293322754,106.88881293322754,106.88881293322754,34.53161234665045,71.57161486738562,0.656860843415112,0.5868248198370458,1.2162768300065776,-0.6294520101695318,0.31684832645914973,0.19763971982561004,0.4097285111389539,0.392631769035436,1474.4016489607736,4390.598351039226,42.26952233243815,125.73047766756184,22.142022429247085,65.85797757075292,24.47017591435525,261.52982408564475,1563.283369636814,4856.716630363186,4856.716630363186,1741.0468109888952,0.48362411416358203,1741.0468109888952,1218.7327676922266,5788.953189011105,5788.953189011105,4052.267232307773,7530.0,7530.0,5271.0,1.11731218761307,1.119999970428192,3.3599999112845755,3.3599999112845755,3.3599999112845755,1.7819385008094333,1949.9723768216604,1651.329803235344,142.02559128703356,74.39719339793129,82.21978890135159,1949.9723768216604,1651.329803235344,142.02559128703356,74.39719339793129,82.21978890135159,1474.4016489607736,42.26952233243815,22.142022429247085,24.47017591435525,1563.283369636814,4390.598351039226,125.73047766756184,65.85797757075292,261.52982408564475,13.0,1032.0811542725414,29.588665632706704,15.499415700472959,17.129123140048673,6420.0,3073.418845727458,88.01133436729329,46.10058429952704,183.0708768599513,9.1,-0.5175236382379559,106.75952596861575
3,2025,1NB,1,NB,AM-Shoulder,3,OP,AM,0.7,55,5464.149844877925,2,8,72,3600,2,8,0.2,0.0,4050.0,156.0,39.0,315.0,7.0,1.0,3.2,1.6,0.3475306020002317,0.3475306020002317,3.13,0.715,4050.0,156.0,39.0,315.0,7.0,4567.0,5601.0,1.2,0.700125,1.1,5601.0,0.0,1.0,2.5,1.6,0.0,3807.0,146.64,36.66,296.09999999999997,6.58,4292.98,1.5999972522190549,4.799991756657165,4.799991756657165,4.799991756657165,4.799991756657165,0.2198326217732108,0.2199699779503391,0.21998343122184688,0.0685140516516554,39.731618787729566,119.1948563631887,119.1948563631887,119.1948563631887,36.93228577483113,71.99407936072397,0.6223023893094763,0.5833813054204136,1.137216370956992,-0.5538350655365785,0.26150600512443994,0.18189906774925052,0.43286281100756935,0.38523812124318013,836.9027910906135,3213.0972089093866,32.25639756663772,123.74360243336227,8.064592588592905,30.935407411407095,20.287010694055162,294.71298930594486,897.5107919398993,3669.489208060101,11008.467624180303,1018.7267936384708,0.2829796648995752,3056.1803809154126,2139.3262666407886,4582.273206361529,13746.819619084588,9622.77373335921,5601.0,16803.0,11762.099999999999,1.0250450955788406,1.1199980765533384,3.3599942296600154,3.3599942296600154,3.3599942296600154,1.8160896617860722,1140.972049408437,937.3295162836075,108.38130969352211,27.09698456223109,68.16423886907637,3422.916148225311,2811.9885488508226,325.14392908056635,81.29095368669327,204.4927166072291,2510.7083732718406,96.76919269991316,24.193777765778716,60.86103208216549,2692.532375819698,9639.29162672816,371.2308073000868,92.80622223422128,884.1389679178346,21.0,1757.4958612902883,67.73843488993921,16.9356444360451,42.60272245751584,13701.0,6747.504138709712,259.8615651100607,64.9643555639549,618.8972775424842,14.7,-0.48700940267902965,121.33555416556058
4,2025,1NB,1,NB,MD,4,OP,MD,0.7,55,5524.99136908484,2,8,72,3600,2,8,0.2,0.0,3666.0,145.0,41.0,420.0,12.0,1.0,3.2,1.6,0.3475306020002317,0.3475306020002317,3.133,0.708,3666.0,145.0,41.0,420.0,12.0,4284.0,5520.0,1.2,0.69,1.1,5520.0,0.0,1.0,2.5,1.6,0.0,3446.04,136.29999999999998,38.54,394.79999999999995,11.28,4026.9599999999996,1.5999819807980875,4.799945942394262,4.799945942394262,4.799945942394262,4.799945942394262,0.21348210031226375,0.21360446385806742,0.21361626691339974,0.06478465571545639,40.24941741415611,120.74825224246834,120.74825224246834,120.74825224246834,37.716925890466676,71.99727757562216,0.6439865428567892,0.583355390846347,1.1135584093457604,-0.5302030184994134,0.24494543199657773,0.17260192521775633,0.4537880792688633,0.3736099955133804,735.6678569600733,2930.3321430399265,29.114288423854585,115.88571157614541,8.232770926842425,32.76722907315757,25.576982076462176,394.4230179235378,798.5918983872325,3485.408101612767,13941.632406451068,924.4399812415509,0.25678888367820857,3697.7599249662035,2588.4319474763424,4595.560018758449,18382.240075033795,12867.568052523655,5520.0,22080.0,15455.999999999996,0.9990965833697463,1.1199873865586611,3.3599621596759834,3.3599621596759834,3.3599621596759834,1.852119105268712,1035.3611186210624,823.9387204919235,97.82290741004394,27.661798783471124,85.93769193562377,4141.444474484249,3295.754881967694,391.29162964017576,110.6471951338845,343.7507677424951,2942.6714278402933,116.45715369541834,32.9310837073697,102.3079283058487,3194.36759354893,11721.328572159706,463.54284630458164,131.0689162926303,1577.6920716941513,48.0,2059.8699994882054,81.52000758679283,23.05175859515879,71.6155498140941,17136.0,8204.930000511793,324.4799924132071,91.7482414048412,1104.3844501859057,33.599999999999994,-0.47613399894390734,126.7424757099794
5,2025,1NB,1,NB,PM-Shoulder,2,OP,PM,0.7,55,4761.139852406509,2,8,72,3600,2,8,0.2,0.0,3832.0,120.0,32.0,326.0,8.0,1.0,3.2,1.6,0.3475306020002317,0.3475306020002317,3.283,0.592,3832.0,120.0,32.0,326.0,8.0,4318.0,5290.0,1.2,0.66125,1.1,5290.0,0.0,1.0,2.5,1.6,0.0,3602.08,112.8,30.08,306.44,7.52,4058.9199999999996,1.5999911146589818,4.799973343976945,4.799973343976945,4.799973343976945,4.799973343976945,0.28233671427376666,0.2824858890456429,0.28249724314955565,0.07513136756467459,37.47419781632711,112.42259344898133,112.42259344898133,112.42259344898133,34.70356563263058,71.97699046158544,0.5848800997601912,0.5835198127992813,1.2102502793116114,-0.6267304665123301,0.31262974097267354,0.20510528391530244,0.38371908745627026,0.41117562862842727,1016.9994317512494,2815.000568248751,31.86440828434852,88.13559171565149,8.497517073938633,23.50248292606137,23.023256276518882,302.9767437234811,1080.3846133860552,3237.615386613945,6475.23077322789,1207.1549766556673,0.33532082684879644,2414.3099533113345,1690.0169673179341,4082.8450233443327,8165.6900466886655,5715.983032682066,5290.0,10580.0,7406.0,1.1110784736403363,1.1199937802612872,3.3599813407838615,3.3599813407838615,3.3599813407838615,1.787731158639961,1352.0060656658068,1139.0330380906628,107.06381727052973,28.551498811426082,77.35771149318836,2704.0121313316135,2278.0660761813256,214.12763454105945,57.102997622852165,154.71542298637672,2033.9988635024988,63.72881656869704,16.995034147877266,46.046512553037765,2160.7692267721104,5630.001136497502,176.27118343130297,47.00496585212274,605.9534874469622,16.0,1423.7992044517491,44.61017159808792,11.896523903514085,32.232558787126436,8636.0,3941.000795548251,123.38982840191207,32.90347609648592,424.1674412128735,11.2,-0.5178519494899959,107.22253090652195
6,2025,1NB,1,NB,PM-Peak,2,Peak,PM,0.7,55,4358.782672790078,2,8,72,3600,2,8,0.2,0.0,3686.0,74.0,22.0,295.0,8.0,1.0,3.2,1.6,0.3475306020002317,0.3475306020002317,3.283,0.592,3686.0,74.0,22.0,295.0,8.0,4085.0,4883.0,1.2,0.610375,1.1,4883.0,0.0,1.0,2.5,1.6,0.0,3464.8399999999997,69.56,20.68,277.3,7.52,3839.8999999999996,1.5999983855828264,4.799995156748479,4.799995156748479,4.799995156748479,4.799995156748479,0.3168395800227949,0.31698890251455025,0.31699561927313724,0.09024888051910383,35.33437740400563,106.00313221201688,106.00313221201688,106.00313221201688,37.748997647322845,71.96785564379816,0.8432527568328537,0.5835938784653695,1.112612323971962,-0.5290184455065926,0.2442831722349189,0.15111348933081084,0.521635875721706,0.32725063494748324,1097.7984504461806,2588.2015495538194,22.049748058912115,51.950251941087885,6.555469406568478,15.444530593431523,25.026014567947495,269.97398543205253,1151.4296824796088,2933.570317520391,5867.140635040782,1258.692146546465,0.34963670737401803,2517.38429309293,1762.169005165051,3624.3078534535352,7248.6157069070705,5074.030994834949,4883.0,9766.0,6836.2,1.1202669108699488,1.1199988699079784,3.359996609723935,3.359996609723935,3.359996609723935,1.7490476692273313,1409.7337816940883,1229.5330238864522,74.08707872321163,22.02635498121906,84.08732410320539,2819.4675633881766,2459.0660477729043,148.17415744642327,44.05270996243812,168.17464820641078,2195.596900892361,44.09949611782423,13.110938813136956,50.05202913589499,2302.8593649592176,5176.403099107639,103.90050388217577,30.889061186863046,539.9479708641051,16.0,1536.9178306246527,30.869647282476958,9.177657169195868,35.03642039512649,8170.0,3623.482169375347,72.73035271752303,21.62234283080413,377.96357960487353,11.2,-0.4754741917813989,127.0275786511139
7,2025,1NB,1,NB,PM-Late,5,OP,PM,0.7,55,10400.0,2,8,72,3600,2,8,0.2,0.0,3364.0,65.0,10.0,289.0,23.0,1.0,3.2,1.6,0.3475306020002317,0.3475306020002317,3.283,0.592,3364.0,65.0,10.0,289.0,23.0,3751.0,4525.0,1.2,0.565625,1.1,4525.0,0.0,1.0,2.5,1.6,0.0,3162.16,61.099999999999994,9.399999999999999,271.65999999999997,21.619999999999997,3525.9399999999996,0.5393534026213045,1.6180602078639135,1.6180602078639135,1.6180602078639135,1.6180602078639135,0.17242211269867994,0.1724582469392282,0.17246013070448699,0.03534259579376341,46.62496754815632,139.87490264446896,139.87490264446896,139.87490264446896,54.95572257740688,71.99990149585814,0.23162619949492977,0.5833341314003894,0.7642516198534496,-0.18091748845306022,0.0004306793519602121,0.0010428718730802061,0.5608730658256468,0.4380840623012731,545.2263078912578,2818.773692108742,10.537198887986841,54.46280111201316,1.6211252286221773,8.378874771377824,9.601169573333767,279.3988304266662,566.9858015812006,3184.0141984187994,15920.070992093997,610.5047889610862,0.16958466360030172,3052.523944805431,2136.7667613638014,3914.4952110389136,19572.47605519457,13700.733238636198,4525.0,22625.0,15837.5,0.43509615384615385,0.3775473818349131,1.1326421455047393,1.1326421455047393,1.1326421455047393,0.5807514656001591,230.49448466993422,205.8487650518606,11.93487555609957,1.836154757078484,10.874689304895579,1152.472423349671,1029.2438252593029,59.67437778049785,9.18077378539242,54.3734465244779,2726.131539456289,52.685994439934206,8.105626143110886,48.00584786666883,2834.929007906003,14093.86846054371,272.3140055600658,41.89437385688912,1396.9941521333312,115.0,1908.292077619402,36.88019610795394,5.673938300177619,33.60409350666818,18755.0,9865.707922380596,190.61980389204606,29.32606169982238,977.8959064933318,80.5,-0.23672503106732357,125.21090749041743
8,2025,1SB,1,SB,Night,6,OP,NT,0.7,55,9280.60600741606,2,8,72,3600,2,8,0.2,0.053191489361702135,1306.0,32.0,13.0,256.0,30.0,1.0,3.2,1.6,0.1595744680851064,0.1595744680851064,3.286,0.708,1306.0,32.0,13.0,256.0,30.0,1637.0,2299.0,1.2,0.287375,1.1,2299.0,0.0,1.0,2.5,1.6,0.0,1227.6399999999999,30.08,12.219999999999999,240.64,28.2,1538.78,0.27240559715880636,0.817216791476419,0.817216791476419,0.817216791476419,0.817216791476419,0.15957446726214636,0.15957446749195028,0.15957446728938393,0.053191489434430604,53.93200110421017,161.7960033126305,161.7960033126305,161.7960033126305,54.99938991670614,71.99999991002387,0.0,0.5833333340623066,0.7636448343082882,-0.18031150024598164,5.9294703472025085e-06,3.288351190747679e-05,0.0,0.9999671164880926,195.89999898970134,1110.1000010102987,4.799999982157864,27.200000017842136,1.9499999902762715,11.050000009723728,12.80000001750138,243.1999999824986,215.44999897963686,1421.5500010203632,8529.30000612218,254.5499989595079,0.07070833304430775,1527.2999937570473,1069.109995629933,2044.4500010404922,12266.700006242954,8586.690004370068,2299.0,13794.000000000002,9655.800000000001,0.24772089216618906,0.19068391801116444,0.5720517540334933,0.5720517540334933,0.5720517540334933,0.32184193456362936,48.5385911313368,37.35497934573941,2.7458484091541426,1.1155009148028359,7.32226246164041,291.2315467880208,224.12987607443645,16.475090454924857,6.693005488817015,43.93357476984246,1175.3999939382081,28.799999892947184,11.699999941657628,76.80000010500828,1292.6999938778213,6660.600006061792,163.2000001070528,66.30000005834236,1459.1999998949916,180.0,822.7799957567456,20.159999925063026,8.189999959160339,53.76000007350579,9822.0,4662.420004243254,114.24000007493696,46.41000004083965,1021.439999926494,125.99999999999999,-0.23611958353559523,63.45149957191839
9,2025,1SB,1,SB,AM-Early,1,OP,AM,0.7,55,10400.0,2,8,72,3600,2,8,0.2,0.0,2435.0,99.0,42.0,334.0,32.0,1.0,3.2,1.6,0.3475306020002317,0.3475306020002317,3.13,0.715,2435.0,99.0,42.0,334.0,32.0,2942.0,3956.0,1.2,0.4945,1.1,3956.0,0.0,1.0,2.5,1.6,0.0,2288.9,93.05999999999999,39.48,313.96,30.08,2765.48,0.49004078142937757,1.4701223442881326,1.4701223442881326,1.4701223442881326,1.4701223442881326,0.17422806871189553,0.17424825372573538,0.17424986692957614,0.04926392586077021,44.71511213624322,134.14533640872963,134.14533640872963,134.14533640872963,54.98418725033545,71.99997494675016,0.21056641351063424,0.5833335363111226,0.7638559756967902,-0.1805224393856676,0.00015372844229866525,0.00039292359684545977,0.5381991213487056,0.46140795505444904,398.7906264746577,2036.2093735253422,16.21554249171693,82.78445750828307,6.879384746379666,35.120615253620336,15.466902163247415,318.5330978367526,437.3524558760017,2504.6475441239977,2504.6475441239977,514.4761146786898,0.1429100318551916,514.4761146786898,360.1332802750828,3441.52388532131,3441.52388532131,2409.0667197249168,3956.0,3956.0,2769.2,0.3803846153846154,0.3430285470005643,1.0290856410016929,1.0290856410016929,1.0290856410016929,0.5764556112047413,176.47999408472663,136.7965691570466,16.687181939278705,7.079476061425386,15.916766926975935,176.47999408472663,136.7965691570466,16.687181939278705,7.079476061425386,15.916766926975935,398.7906264746577,16.21554249171693,6.879384746379666,15.466902163247415,437.3524558760017,2036.2093735253422,82.78445750828307,35.120615253620336,318.5330978367526,32.0,279.1534385322604,11.350879744201851,4.815569322465765,10.82683151427319,2942.0,1425.3465614677395,57.94912025579814,24.584430677534233,222.9731684857268,22.4,-0.23633046690640186,114.01193607883366
