,index,Year,SegDir,Segment,Direction,Period,Hours/Day,Peak,4Periods,Length,Speed GP,Capacity GP,Alpha GP,Beta GP,Speed ML,Capacity ML,Alpha ML,Beta ML,MinToll,MinCapture,AADT Lights,AADT Medium A,AADT Medium B,AADT Heavy A,AADT Heavy B,GrowthFactor,MaxToll,Soft Cap,MaxCapture,MaxCap_aux,B1,B2,TotalLights,TotalMediumA,TotalMediumB,TotalHeavyA,TotalHeavyB,TotalVeh,Corridor PCE pre-fix,Suppressed ratio ref,Suppressed ratio,Corridor PCE,Suppressed Demand,PCE ratio,HOV3,InScopeLights,InScopeMediumA,InScopeMediumB,InScopeHeavyA,InScopeHeavyB,InScopeVeh,TollLights,TollMediumA,TollMediumB,TollHeavyA,TollHeavyB,CaptureRateLights,CaptureRateMediumA,CaptureRateMediumB,CaptureRateHeavyA,VOT Lights,VOT MediumA,VOT MediumB,VOT HeavyA,Speed GP Real,Speed ML Real,Bounus Seg,Time ML,Time GP,Time Savings,BonusRel,MLVeh_Lights,GPVeh_Lights,MLVeh_MediumA,GPVeh_MediumA,MLVeh_MediumB,GPVeh_MediumB,MLVeh_HeavyA,GPVeh_HeavyA,MLVeh,GPVeh,GPVehDay,ML PCE,ML V/C,ML Volume,ML PCE Total,GP PCE,GP Volume,GP PCE Total,Highway PCE,Highway Volume,Highway PCE Total,Highway V/C,TollLightsPerSeg,TollMediumAPerSeg,TollMediumBPerSeg,TollHeavyAPerSeg,TollBlend,RevenuePerHour,RevenuePerHourLights,RevenuePerHourMediumA,RevenuePerHourMediumB,RevenuePerHourHeavyA,RevenuePerDay,RevenuePerDayLights,RevenuePerDayMediumA,RevenuePerDayMediumB,RevenuePerDayHeavyA,TransactionsDay_Lights,TransactionsDay_MediumA,TransactionsDay_MediumB,TransactionsDay_HeavyA,TransactionsDay,TransactionsLightsLength,TransactionsMediumALength,TransactionsMediumBLength,TransactionsHeavyALength,TotalVeh_hours,Difference in Travel Time,Implied Min VOT
0,160,2032,1NB,1,NB,Night,6,OP,NT,0.7,55,6254.8511651611725,1,6,70,3600,1,5,0.5,0,1187.7,41.1,6.0,307.2,39.9,1.2094222272955006,4.2,2.1,0.45662790077524257,0.45662790077524257,3.402,0.708,1187.7,41.1,6.0,307.2,39.9,1581.9,2370.2999999999997,2.0,0.2962875,2370.2999999999997,0.0,1.0,0.0,950.1600000000001,32.88,4.800000000000001,245.76,31.92,1265.5200000000002,0.5877597826932344,1.763279348079703,1.763279348079703,1.763279348079703,1.763279348079703,0.21496566868807407,0.2149565409034043,0.21495563727284428,0.21496338762117068,52.502224911849595,157.50667473554878,157.50667473554878,157.50667473554878,54.94416591787997,69.99899457185465,0.23471276125845364,0.6000086180793153,0.7644123684173051,-0.16440375033798982,0.0005432033466590422,204.25177976066047,983.4482202393395,7.067771064903934,34.032228935096065,1.0317870589096527,4.968212941090347,52.82940214177891,254.3705978582211,265.180740026253,1316.719259973747,7900.315559842482,387.038660557438,0.10751073904373278,2322.2319633446277,1625.5623743412393,1983.2613394425618,11899.568036655372,8329.69762565876,2370.2999999999997,14221.8,9955.26,0.3789538611569701,0.41143184788526405,1.234295543655792,1.234295543655792,1.234295543655792,0.8578517391594845,159.24003131618417,84.03568718078252,8.723718328990278,1.2735301688139007,65.20709563759746,955.440187897105,504.2141230846951,52.34230997394167,7.641181012883404,391.24257382558477,1225.5106785639628,42.40662638942361,6.190722353457916,316.97641285067346,1591.0844401575177,857.8574749947738,29.68463847259652,4.333505647420541,221.8834889954714,9491.400000000001,-0.2150720699069578,214.50597622677844
1,161,2032,1NB,1,NB,AM-Early,1,OP,AM,0.7,55,10400.0,1,6,70,3600,1,5,0.5,0,5655.3,84.7,55.6,353.2,24.2,1.2094222272955006,4.2,2.1,0.3214285714285714,0.3214285714285714,3.246,0.715,5655.3,84.7,55.6,353.2,24.2,6173.0,7208.4000000000015,2.0,0.9010500000000001,7208.4000000000015,0.0,1.0,0.0,4524.240000000001,67.76,44.480000000000004,282.56,19.36,4938.400000000001,1.0821732763982193,3.246519829194658,3.246519829194658,3.246519829194658,3.246519829194658,0.13632426048683616,0.13625124693529608,0.13625006628239447,0.13626213896337103,56.294308922518674,168.88292676755603,168.88292676755603,168.88292676755603,52.089815973361844,69.96698633698263,0.4503978845930341,0.6002831077747871,0.8062996425535144,-0.20601653477872728,0.02986429524200552,616.7636722649637,5038.536327735036,9.232384492335663,75.46761550766433,6.060402948240907,49.539597051759095,38.50222998549012,314.69777001450984,670.5586896910304,5502.441310308969,5502.441310308969,778.1487245431638,0.21615242348421215,778.1487245431638,544.7041071802146,6430.251275456836,6430.251275456836,4501.175892819785,7208.4,7208.4,5045.879999999999,0.6931153846153846,0.7575212934787534,2.2725638804362602,2.2725638804362602,2.2725638804362602,1.2558061922245418,589.4642283347796,467.21161478486124,20.981183527581887,13.772652841061708,87.49877718127476,589.4642283347796,467.21161478486124,20.981183527581887,13.772652841061708,87.49877718127476,616.7636722649637,9.232384492335663,6.060402948240907,38.50222998549012,670.5586896910304,431.73457058547456,6.4626691446349644,4.242282063768634,26.95156098984308,6173.0,-0.25550865200222866,315.1708024486086
2,162,2032,1NB,1,NB,AM-Peak,1,Peak,AM,0.7,55,10400.0,1,6,70,3600,1,5,0.5,0,7093.3,203.2,106.4,345.9,15.7,1.2094222272955006,4.2,2.1,0.3214285714285714,0.3214285714285714,3.246,0.715,7447.965,213.35999999999999,111.72000000000001,363.195,16.485,8152.724999999999,9106.9,2.0,1.1383625,9106.9,0.0,1.0,0.0,5958.372,170.688,89.37600000000002,290.556,13.188,6522.18,2.0999999130837947,6.299999739251384,6.299999739251384,6.299999739251384,6.299999739251384,0.13342819783006843,0.13326915003072273,0.13326202564555492,0.13327965295985905,56.852749841884524,170.5582495256536,170.5582495256536,170.5582495256536,45.01388294636913,69.8754071788455,0.8681076524225703,0.6010698426772865,0.9330454795477218,-0.3319756368704353,0.11858638113795071,795.0148379611405,6652.95016203886,22.747444680444,190.61255531955598,11.910426804097119,99.8095731959029,38.7252028454048,324.4697971545952,868.3979122910865,7284.3270877089135,7284.3270877089135,1015.1640609509783,0.2819900169308273,1015.1640609509783,710.6148426656848,8547.080939049023,8547.080939049023,5982.956657334315,9562.245,9562.245,6693.5715,0.9194466346153847,1.4699999391586562,4.409999817475969,4.409999817475969,4.409999817475969,2.45491658787896,1492.2911078339926,1168.6717634331055,100.31622688880275,52.52498003212918,170.77813747995503,1492.2911078339926,1168.6717634331055,100.31622688880275,52.52498003212918,170.77813747995503,795.0148379611405,22.747444680444,11.910426804097119,38.7252028454048,868.3979122910865,556.5103865727983,15.9232112763108,8.337298762867983,27.10764199178336,8152.724999999999,-0.35579791569362185,379.54590876861073
3,163,2032,1NB,1,NB,AM-Shoulder,3,OP,AM,0.7,55,6722.4641675502235,1,6,70,3600,1,5,0.5,0,4898.2,188.7,47.2,381.0,8.5,1.2094222272955006,4.2,2.1,0.4359424190733675,0.4359424190733675,3.246,0.715,4898.2,188.7,47.2,381.0,8.5,5523.599999999999,6774.4,2.0,0.8468,6774.4,0.0,1.0,0.0,3918.56,150.96,37.760000000000005,304.8,6.800000000000001,4418.88,2.099989116740633,6.299967350221899,6.299967350221899,6.299967350221899,6.299967350221899,0.16458666797777427,0.16447997889336358,0.16446952240542176,0.16449418936561475,51.62628951671502,154.87886855014506,154.87886855014506,154.87886855014506,37.91737149564789,69.93596475643604,0.7042125021840266,0.6005493760795635,1.1076717172977222,-0.5071223412181587,0.240824747562951,644.9427336709871,4253.257266329013,24.829897613742165,163.87010238625783,6.210369166028727,40.989630833971276,50.13782891863938,330.8621710813606,726.1208293693974,4797.479170630602,14392.437511891807,888.477020766218,0.24679917243506055,2665.431062298654,1865.8017436090577,5885.922979233781,17657.768937701345,12360.43825639094,6774.399999999999,20323.199999999997,14226.239999999998,1.0077257135412447,1.469992381718443,4.409977145155329,4.409977145155329,4.409977145155329,2.5695338828161063,1306.054451858239,948.0609051410178,109.4992809931498,27.387586085164045,221.1066796389076,3918.1633555747167,2844.182715423053,328.4978429794494,82.16275825549214,663.3200389167228,1934.8282010129612,74.4896928412265,18.63110749808618,150.41348675591814,2178.3624881081923,1354.3797407090728,52.142784988858544,13.041775248660326,105.2894407291427,16570.8,-0.45782729061218175,248.45946779188415
4,164,2032,1NB,1,NB,MD,4,OP,MD,0.7,55,6606.808870043984,1,6,70,3600,1,5,0.5,0,4433.7,175.4,49.6,508.0,14.5,1.2094222272955006,4.2,2.1,0.44088216574791295,0.44088216574791295,3.249,0.708,4433.7,175.4,49.6,508.0,14.5,5181.2,6676.2,2.0,0.834525,6676.2,0.0,1.0,0.0,3546.96,140.32000000000002,39.68000000000001,406.40000000000003,11.600000000000001,4144.96,2.099988805036447,6.299966415109341,6.299966415109341,6.299966415109341,6.299966415109341,0.16593936341912624,0.16584355823863905,0.16583430205423674,0.16586802717688523,51.22907924401161,153.68723773203482,153.68723773203482,153.68723773203482,37.7806475772628,69.93883403017335,0.7086326083457352,0.6005247382574345,1.111680256779836,-0.5111555185224016,0.24363072520043072,588.580284473104,3845.1197155268956,23.271168092045837,152.12883190795418,6.580305105512115,43.019694894487884,67.40876624468616,440.59123375531385,685.8405239153482,4495.359476084651,17981.437904338603,880.3610027998363,0.24454472299995453,3521.4440111993454,2465.0108078395415,5795.838997200164,23183.355988800657,16228.349192160458,6676.200000000001,26704.800000000003,18693.36,1.0105029722095706,1.4699921635255129,4.409976490576539,4.409976490576539,4.409976490576539,2.695594946353015,1294.1237751892215,865.20840578108,102.62530419417703,29.018990816129197,297.2710743978353,5176.495100756886,3460.83362312432,410.50121677670813,116.07596326451679,1189.0842975913413,2354.321137892416,93.08467236818335,26.32122042204846,269.63506497874465,2743.3620956613927,1648.0247965246913,65.15927065772834,18.42485429543392,188.74454548512125,20724.8,-0.45980444053494957,246.4990081030786
5,165,2032,1NB,1,NB,PM-Shoulder,2,OP,PM,0.7,55,5600.0,1,6,70,3600,1,5,0.5,0,4634.5,145.1,38.7,394.3,9.7,1.2094222272955006,4.2,2.1,0.4891304347826087,0.4891304347826087,3.399,0.592,4634.5,145.1,38.7,394.3,9.7,5222.3,6397.9000000000015,2.0,0.7997375000000002,6397.9000000000015,0.0,1.0,0.0,3707.6000000000004,116.08,30.960000000000004,315.44000000000005,7.76,4177.84,2.0999994619070277,6.299998385721083,6.299998385721083,6.299998385721083,6.299998385721083,0.2377188779495358,0.23764593481729246,0.23764038406146346,0.23765893194096283,45.67908565441323,137.03725696323968,137.03725696323968,137.03725696323968,33.71441474978056,69.69965930834519,0.6605744723074026,0.6025854418340222,1.2457579439451303,-0.6431725021111081,0.3374851062161366,881.3665118856991,3753.133488114301,27.58594011359131,117.51405988640869,7.3573462905429095,31.342653709457093,74.96713349145733,319.3328665085427,991.2769317812906,4231.023068218709,8462.046136437419,1211.0977715724737,0.33641604765902045,2422.1955431449474,1695.536880201463,5186.802228427528,10373.604456855055,7261.523119798538,6397.9000000000015,12795.800000000003,8957.060000000001,1.1424821428571432,1.4699996233349193,4.409998870004758,4.409998870004758,4.409998870004758,2.565685316663996,1780.3132680332965,1295.6084404919893,121.6539647289566,32.44588882752793,330.60497398482266,3560.626536066593,2591.2168809839786,243.3079294579132,64.89177765505586,661.2099479696453,1762.7330237713982,55.17188022718262,14.714692581085819,149.93426698291466,1982.5538635625812,1233.9131166399786,38.62031615902783,10.300284806760073,104.95398688804026,10444.6,-0.5162901069482859,195.90384741394797
6,166,2032,1NB,1,NB,PM-Peak,2,Peak,PM,0.7,55,5600.0,1,6,70,3600,1,5,0.5,0,4457.9,89.5,26.6,356.8,9.7,1.2094222272955006,4.2,2.1,0.4891304347826087,0.4891304347826087,3.399,0.592,4680.795,93.97500000000001,27.930000000000003,374.64000000000004,10.185,5187.5250000000015,5905.700000000001,2.0,0.7382125,5905.700000000001,0.0,1.0,0.0,3744.6360000000004,75.18,22.344000000000005,299.71200000000005,8.148000000000001,4150.020000000001,2.099996623863972,6.299989871591916,6.299989871591916,6.299989871591916,6.299989871591916,0.22802646181123432,0.22794684611563693,0.2279432555416022,0.22796209766381187,46.54503203125595,139.63509609376783,139.63509609376783,139.63509609376783,39.658569562702155,69.79150945479522,0.9466659735794661,0.6017924003664643,1.0590397097806548,-0.45724730941419045,0.2067823423010038,853.8760978509733,3826.9189021490265,17.137043890973587,76.83795610902642,5.093164101821561,22.836835898178443,68.3229762150164,306.31702378498363,944.4292820587849,4243.095717941215,8486.19143588243,1125.535650474408,0.3126487917984466,2251.071300948816,1575.749910664171,5075.449349525592,10150.898699051184,7105.629089335828,6200.985,12401.97,8681.378999999999,1.10731875,1.4699976367047802,4.409992910114341,4.409992910114341,4.409992910114341,2.502697778368625,1654.5347462243574,1255.1958458796305,75.5742420595118,22.460817579081958,301.3038407061331,3309.0694924487148,2510.391691759261,151.1484841190236,44.921635158163916,602.6076814122662,1707.7521957019467,34.27408778194717,10.186328203643122,136.6459524300328,1888.8585641175698,1195.4265369913626,23.99186144736302,7.130429742550184,95.65216670102295,10375.050000000003,-0.43175652923240637,275.56159399442924
7,167,2032,1NB,1,NB,PM-Late,5,OP,PM,0.7,55,5600.0,1,6,70,3600,1,5,0.5,0,4068.5,78.6,12.1,349.5,27.8,1.2094222272955006,4.2,2.1,0.4891304347826087,0.4891304347826087,3.399,0.592,4068.5,78.6,12.1,349.5,27.8,4536.500000000001,5472.5,2.0,0.6840625,5472.5,0.0,1.0,0.0,3254.8,62.879999999999995,9.68,279.6,22.240000000000002,3629.2000000000007,2.0058686437312137,6.017605931193641,6.017605931193641,6.017605931193641,6.017605931193641,0.17012590449043985,0.17004025336377812,0.17003579846617234,0.17005842687646783,52.65619976494486,157.96859929483458,157.96859929483458,157.96859929483458,40.22440615619468,69.97544763106,0.7196587596939173,0.6002105227170774,1.0441422015507336,-0.44393167883365614,0.19635408654005898,553.7257939354837,3514.7742060645164,10.692131131514367,67.90786886848562,1.6459465291525481,10.454053470847452,47.54833615466041,301.95166384533957,613.612207750811,3922.8877922491897,19614.43896124595,733.3850353814657,0.2037180653837405,3666.925176907329,2566.84762383513,4739.114964618534,23695.57482309267,16586.902376164868,5472.5,27362.5,19153.749999999996,0.9772321428571429,1.4041080506118495,4.212324151835548,4.212324151835548,4.212324151835548,2.3974002271656145,1029.751832377372,777.4908450962507,45.03872219987072,6.933260317379172,200.28900476387145,5148.75916188686,3887.4542254812536,225.1936109993536,34.666301586895855,1001.4450238193572,2768.6289696774184,53.460655657571834,8.229732645762741,237.74168077330205,3068.061038754055,1938.0402787741928,37.42245896030028,5.760812852033919,166.41917654131143,22682.500000000004,-0.4251640036906276,271.1050469299117
8,168,2032,1SB,1,SB,Night,6,OP,NT,0.7,55,7424.484805932848,1,6,70,3600,1,5,0.5,0,1579.5,38.7,15.7,309.6,36.3,1.2094222272955006,4.2,2.1,0.4081823395119849,0.4081823395119849,3.402,0.708,1579.5,38.7,15.7,309.6,36.3,1979.8,2780.4,2.0,0.34755,2780.4,0.0,1.0,0.0,1263.6000000000001,30.960000000000004,12.56,247.68000000000004,29.04,1583.8400000000001,0.6033533957513055,1.8100601872539166,1.8100601872539166,1.8100601872539166,1.8100601872539166,0.19577391212657871,0.1957615098029815,0.19576092459405506,0.19576839961920148,55.07293582804585,165.21880748413756,165.21880748413756,165.21880748413756,54.94303716653907,69.99851561528025,0.22614300228618628,0.6000127235674074,0.7644280725270585,-0.16441534895965104,0.000554196223486475,247.3799153631449,1332.1200846368552,6.060776343500308,32.639223656499695,2.4587572129013315,13.241242787098667,48.48791721768383,261.1120827823162,304.3873661372304,1675.4126338627696,10052.475803176618,418.4022676854013,0.11622285213483369,2510.4136061124077,1757.2895242786853,2361.997732314599,14171.986393887593,9920.390475721315,2780.4000000000005,16682.4,11677.68,0.3744906310237452,0.42234737702591385,1.2670421310777416,1.2670421310777416,1.2670421310777416,0.8293525194610779,176.71110029862353,104.48025838251682,7.679258974254192,3.1153489788372712,61.43623396301523,1060.2666017917413,626.881550295101,46.07555384552515,18.692093873023627,368.6174037780914,1484.2794921788695,36.36465806100185,14.75254327740799,290.92750330610295,1826.3241968233824,1038.9956445252087,25.45526064270129,10.326780294185593,203.64925231427205,11878.8,-0.21508282449141902,220.18141234467362
9,169,2032,1SB,1,SB,AM-Early,1,OP,AM,0.7,55,5600.0,1,6,70,3600,1,5,0.5,0,2944.9,119.7,50.8,403.9,38.7,1.2094222272955006,4.2,2.1,0.4891304347826087,0.4891304347826087,3.246,0.715,2944.9,119.7,50.8,403.9,38.7,3558.0,4784.200000000001,2.0,0.5980250000000001,4784.200000000001,0.0,1.0,0.0,2355.92,95.76,40.64,323.12,30.960000000000004,2846.4,1.4336942199647296,4.301082659894188,4.301082659894188,4.301082659894188,4.301082659894188,0.1706280081236524,0.17057808321944146,0.17057409166622053,0.17059454308211464,50.73500507863721,152.2050152359116,152.2050152359116,152.2050152359116,47.2130512075723,69.98784568232239,0.631183752261521,0.6001041979580236,0.8895845306702779,-0.28948033271225426,0.08816371692373998,401.98593689867516,2542.914063101325,16.334557249093713,103.36544275090628,6.932131085315203,43.86786891468479,55.12250876069288,348.7774912393071,480.37513399377696,3077.6248660062233,3077.6248660062233,637.1535281839806,0.17698709116221684,637.1535281839806,446.0074697287864,4147.04647181602,4147.04647181602,2902.932530271214,4784.200000000001,4784.200000000001,3348.9400000000005,0.8543214285714287,1.0035859539753107,3.0107578619259314,3.0107578619259314,3.0107578619259314,1.9016041130041943,639.4383314112551,403.42743996711596,49.179396658788114,20.87096816501389,165.96052662033713,639.4383314112551,403.42743996711596,49.179396658788114,20.87096816501389,165.96052662033713,401.98593689867516,16.334557249093713,6.932131085315203,55.12250876069288,480.37513399377696,281.39015582907257,11.434190074365599,4.852491759720642,38.58575613248502,3558.0,-0.3254107088554459,297.1588860352388
