,Period,Hours/Day,Peak,4Periods,Segment,Direction,SegDir,Length,Speed GP,Capacity GP,Alpha GP,Beta GP,Speed ML,Capacity ML,Alpha ML,Beta ML,Year,MinToll,MinCapture,MaxToll,Soft Cap,MaxCapture,MaxCap_aux,B1,B2,TotalLights,TotalHeavies,TotalVeh,TotalVeh_Real,Corridor PCE pre-fix,Suppressed ratio ref,Suppressed ratio,Corridor PCE,Suppressed Demand,PCE ratio,HOV3,InScopeLights,InScopeHeavies,InScopeVeh,TollLights,TollHeavies,CaptureRateLights,CaptureRateHeavies,VOT Lights,VOT Heavies,Speed GP real,Speed ML real,Bounus Seg,Time ML,Time GP,Time Savings,BonusRel,MLVeh_Lights,GPVeh_Lights,MLVeh_Heavies,GPVeh_Heavies,MLVeh,GPVeh,GPVehDay,ML PCE,GP PCE,TollLightsPerSeg,TollHeaviesPerSeg,TollBlend,RevenuePerHour,RevenuePerDay,TransactionsDay_Lights,TransactionsDay_Heavies,TransactionsDay,TotalVeh_hours
207,PM-Late,3,OP,NT,5,SB,5SB,2.0,70,8000.0,1,6,70,3600,1,6,2040,0.5,0,4.2,2.1,0.3103448275862069,0.3103448275862069,3.506,0.708,4532.3,329.7,4862.0,4862.0,5521.4,1.2,0.690175,5521.4,0.0,1.0,453.23,3263.2560000000003,263.76,3889.6000000000004,0.9843825790324621,2.9519778369912344,0.1244787723761909,0.12448898820920967,79.43242436033609,238.20287075850635,66.18767185272257,69.96725972898801,1.0969987999974455,1.7150878920342083,1.813026454035396,-0.09793856200118767,0.06911851782477721,406.20610082923923,3672.8638991707608,32.83521553006114,296.86478446993885,439.04131635930037,3969.7286836406997,11909.186050922099,504.71174741942264,4563.458252580577,1.9687651580649241,5.903955673982469,1.1315359606475315,993.5820753411555,2980.7462260234665,1218.6183024877178,98.50564659018343,1770.3539490779012,14586.0
208,Night,8,OP,NT,6,NB,6NB,1.3,70,8000.0,1,6,70,3600,1,6,2040,0.5,0,4.2,2.1,0.3103448275862069,0.3103448275862069,3.506,0.708,1619.8,271.4,1891.1999999999998,1891.1999999999998,2434.0,1.2,0.30425,2434.0,0.0,1.0,161.98000000000002,1166.256,217.12,1512.96,1.799119721597732,5.397486405147193,0.003758299896253586,0.0037002521566022835,223.1114622462978,669.3501660008825,69.94550739847047,69.99999924383867,0.5331522387855073,1.1142857263225683,1.115153823327696,-0.0008680970051277992,0.0006076763293873443,4.383139803805123,1453.4368601961949,0.8033987482414878,270.5966012517585,5.186538552046611,1724.0334614479534,13792.267691583627,6.793336048529586,2265.22666395147,2.3388556380770518,7.016732326691351,2.3565094450649857,15.888765210618967,127.11012168495174,35.06511843044098,6.427189985931903,203.4723084163729,15129.599999999999
209,AM-Early,1,OP,AM,6,NB,6NB,1.3,70,9200.0,1,6,70,3600,1,6,2040,0.5,0,4.2,2.1,0.28125,0.28125,3.35,0.715,6027.7,471.5,6499.2,6499.2,7442.2,1.2,0.8089347826086957,7442.2,0.0,1.0,602.77,4339.944,377.20000000000005,5199.360000000001,1.1853063118559162,3.5543893222128387,0.11217693794788416,0.11218752234428678,71.62363021508182,214.7784618273034,60.37650673109523,69.86491311659005,0.7974267979789397,1.1164402347403508,1.2918932250816737,-0.1754529903413229,0.12432525755717169,486.84162878529224,4938.088371214708,42.31713342826498,429.182866571735,529.1587622135572,5367.271237786443,5367.271237786443,613.7930290700872,6225.636970929912,1.5408982054126912,4.62070611887669,1.3747632556142237,945.7084294807538,945.7084294807538,486.84162878529224,42.31713342826498,1131.928762213557,6499.2
210,AM-Peak,2,Peak,AM,6,NB,6NB,1.3,70,9600.0,1,6,70,3600,1,6,2040,0.5,0,4.2,2.1,0.2727272727272727,0.2727272727272727,3.35,0.715,4998.7,395.6,5394.3,5394.3,6185.5,1.2,0.6443229166666666,6185.5,0.0,1.0,499.87,3599.0640000000003,316.48,4315.4400000000005,1.1649240243190078,3.49349730755671,0.10768361973372313,0.10769455890057722,72.88767804650774,218.58327383915753,67.19946598676385,69.96100651008764,0.9813135640092929,1.1149067729429138,1.160723509549369,-0.045816736606455244,0.03250645668455843,387.56023917333255,4111.269760826667,34.08317400085468,361.51682599914534,421.64341317418723,4472.786586825812,8945.573173651625,489.8097611758966,5195.820238824103,1.5144012316147102,4.541546499823723,1.353152195106405,741.712023115451,1483.424046230902,775.1204783466651,68.16634800170937,1343.1568263483746,10788.6
211,AM-Shoulder,1,OP,AM,6,NB,6NB,1.3,70,8000.0,1,6,70,3600,1,6,2040,0.5,0,4.2,2.1,0.3103448275862069,0.3103448275862069,3.35,0.715,4008.1,570.5,4578.6,4578.6,5719.6,1.2,0.7149500000000001,5719.6,0.0,1.0,400.81,2885.8320000000003,456.40000000000003,3662.8800000000006,0.9261606982040917,2.778040914975795,0.12555711426316993,0.12556323860451898,67.64050502343848,202.88929429753222,65.37386535848736,69.9723296716695,0.7741988424688147,1.1147263549177033,1.1931373427634322,-0.07841098784572886,0.055196139934402505,362.33673816831225,3244.9532618316875,57.30706209910247,513.1929379008975,419.6438002674147,3758.146199732585,3758.146199732585,534.2579244656197,4784.53207553438,1.2040089076653193,3.6114531894685338,1.179055687990686,643.2184325259194,643.2184325259194,362.33673816831225,57.30706209910247,820.4538002674146,4578.6
212,MD,5,OP,MD,6,NB,6NB,1.3,70,8000.0,1,6,70,3600,1,6,2040,0.5,0,4.2,2.1,0.3103448275862069,0.3103448275862069,3.353,0.708,4159.1,385.1,4544.200000000001,4544.200000000001,5314.400000000001,1.2,0.6643000000000001,5314.400000000001,0.0,1.0,415.9100000000001,2994.5520000000006,308.08000000000004,3635.3600000000006,0.7989638952736601,2.396490482916367,0.12522396591327972,0.12522641187092975,67.78589098189869,203.32363399035074,66.94616052835714,69.97662106563656,0.6954122000183443,1.1146579930865435,1.1651153611260598,-0.05045736803951639,0.035580752788241896,374.9896775735437,3368.2003224264563,38.57975296919604,346.520247030804,413.5694305427397,3714.7205694572604,18573.602847286304,490.7289364811318,4407.7610635188685,1.038653063855758,3.115437627791277,0.9479888873580521,509.6769915971696,2548.384957985848,1874.9483878677186,192.89876484598022,2483.757152713699,22721.000000000004
213,PM-Shoulder,1,OP,PM,6,NB,6NB,1.3,70,8000.0,1,6,70,3600,1,6,2040,0.5,0,4.2,2.1,0.3103448275862069,0.3103448275862069,3.502,0.592,4085.1,240.9,4326.0,4326.0,4807.8,1.2,0.600975,4807.8,0.0,1.0,408.51,2941.2720000000004,192.72000000000003,3460.8,0.6477184944453659,1.9430864087681041,0.13301329805224038,0.13298974333832042,68.10726550247412,204.31453335223665,68.36024764800901,69.98049414640778,0.5854034037480945,1.1145963021754952,1.1410140057073324,-0.026417703531837144,0.018709803995132616,391.2282891887092,3285.3617108112903,25.629783336161115,215.27021666383888,416.8580725248703,3500.631927475129,3500.631927475129,468.11763919719255,3931.172360802807,0.8420340427789756,2.5260123313985354,0.7273619058914185,394.1686867532867,394.1686867532867,391.2282891887092,25.629783336161115,825.3680725248703,4326.0
214,PM-Peak,3,Peak,PM,6,NB,6NB,1.3,70,8000.0,1,6,70,3600,1,6,2040,0.5,0,4.2,2.1,0.3103448275862069,0.3103448275862069,3.502,0.592,3980.0,245.4,4225.4,4225.4,4716.2,1.2,0.589525,4716.2,0.0,1.0,398.0,2865.6000000000004,196.32000000000002,3380.3199999999997,0.9633678627553205,2.889566871568349,0.1332382566859973,0.13325346562058926,68.03874030617436,204.07831480869876,68.53702745287761,69.98283313604136,0.8985872845804014,1.1145590497654456,1.138070950824773,-0.023511901059327434,0.016649665577341252,381.80754835939393,3200.192451640606,26.160320370634086,219.23967962936592,407.96786873002804,3419.432131269972,10258.296393809916,460.2885094712962,3857.911490528704,1.2523782215819166,3.7564369330388536,1.0868824506198176,576.437052021268,1729.311156063804,1145.4226450781819,78.48096111190226,1621.903606190084,12676.199999999999
215,PM-Late,3,OP,NT,6,NB,6NB,1.3,70,8000.0,1,6,70,3600,1,6,2040,0.5,0,4.2,2.1,0.3103448275862069,0.3103448275862069,3.506,0.708,3257.4,237.0,3494.4,3494.4,3968.4,1.2,0.49605,3968.4,0.0,1.0,325.74,2345.328,189.60000000000002,2795.5200000000004,0.6280163644506467,1.8839601458889896,0.12516929608726726,0.12515183450205697,79.22119068074444,237.65235175511688,69.45058717828945,69.99540302821654,0.5106729757939176,1.1143588953771242,1.123100655718907,-0.008741760341782756,0.006170459003234966,293.56305485375833,2638.0969451462415,23.728787821590004,213.27121217841,317.29184267534833,2851.3681573246513,8554.104471973955,364.74941831852834,3277.9105816814717,0.8164212737858407,2.449148189655687,0.7219425847225279,297.7864409161391,893.3593227484173,880.689164561275,71.18636346477001,1277.615528026045,10483.2
216,Night,8,OP,NT,6,SB,6SB,1.3,70,8000.0,1,6,70,3600,1,6,2040,0.5,0,4.2,2.1,0.3103448275862069,0.3103448275862069,3.506,0.708,1800.5,292.8,2093.3,2093.3,2678.9,1.2,0.3348625,2678.9,0.0,1.0,180.05,1296.3600000000001,234.24,1674.6400000000003,0.8265517404461038,2.4796719772762676,0.04956546462764794,0.049542881720329605,108.38669369508054,325.1622783109275,69.92266004488515,69.99998230556771,0.5035056807827787,1.1142859959522586,1.1155182018236978,-0.0012322058714391293,0.000862741276588476,64.25468572469768,1556.1953142753023,11.604924614170008,281.19507538583,75.85961033886768,1837.3903896611323,14699.123117289058,99.0694595672077,2399.7805404327923,1.074517262579935,3.223573570459148,1.079444361972576,106.45209728624545,851.6167782899636,514.0374857975814,92.83939691336006,786.9268827109415,16746.4
217,AM-Early,1,OP,AM,6,SB,6SB,1.3,70,8000.0,1,6,70,3600,1,6,2040,0.5,0,4.2,2.1,0.3103448275862069,0.3103448275862069,3.35,0.715,3863.0,302.2,4165.2,4165.2,4769.6,1.2,0.5962000000000001,4769.6,0.0,1.0,386.3,2781.36,241.76,3332.16,0.6847652166436303,2.054079333811715,0.12456860061851217,0.12455913257715538,68.39340274968356,205.15860289425098,68.36453612078812,69.98684602887737,0.618698759472928,1.1144951433847485,1.1409424304757618,-0.026447287091013294,0.01865970133303327,346.470123016305,3130.229876983695,30.113415891853084,272.0865841081469,376.5835389081581,3402.3164610918416,3402.3164610918416,436.81037069186425,3946.4896293081356,0.8901947816367195,2.6703031339552297,0.794262104416318,388.8378443322595,388.8378443322595,346.470123016305,30.113415891853084,762.8835389081581,4165.2
218,AM-Peak,2,Peak,AM,6,SB,6SB,1.3,70,8000.0,1,6,70,3600,1,6,2040,0.5,0,4.2,2.1,0.3103448275862069,0.3103448275862069,3.35,0.715,4261.3,338.4,4599.7,4599.7,5276.5,1.2,0.6595625,5276.5,0.0,1.0,426.13000000000005,3068.1360000000004,270.71999999999997,3679.76,1.1895959222388115,3.567889068677893,0.12457452038381785,0.12457111940189373,68.39197501846269,205.12425731455937,67.05939130501406,69.97607208833503,1.0705235984544614,1.114666737817691,1.1631480465610475,-0.04848130874335643,0.0342036325927333,382.2115706723254,3452.958429327675,33.723893444480666,304.6761065555193,415.9354641168061,3757.634535883194,7515.269071766388,483.3832510057674,4366.986748994233,1.546474698910455,4.638255789281261,1.382427050069081,747.5005676815433,1495.0011353630866,764.4231413446508,67.44778688896133,1258.0009282336123,9199.4
219,AM-Shoulder,1,OP,AM,6,SB,6SB,1.3,70,8000.0,1,6,70,3600,1,6,2040,0.5,0,4.2,2.1,0.3103448275862069,0.3103448275862069,3.35,0.715,3917.8,557.7,4475.5,4475.5,5590.900000000001,1.2,0.6988625,5590.900000000001,0.0,1.0,391.78000000000003,2820.8160000000003,446.1600000000001,3580.4,0.8899853490411602,2.6695622931631986,0.12568917470026236,0.1256944703798834,67.60848236870957,202.79553525678196,65.93270281112922,69.97577228141982,0.7562906683172568,1.1146715135391339,1.1830244578845608,-0.06835294434542694,0.04811712051919255,354.5460350212953,3171.4739649787048,56.07984490468879,501.62015509531125,410.6258799259841,3673.0941200740162,3673.0941200740162,522.7855697353617,4676.334430264638,1.1569809537535083,3.470430981112158,1.1330250693829778,604.8242409216598,604.8242409216598,354.5460350212953,56.07984490468879,802.4058799259842,4475.5
220,MD,5,OP,MD,6,SB,6SB,1.3,70,8000.0,1,6,70,3600,1,6,2040,0.5,0,4.2,2.1,0.3103448275862069,0.3103448275862069,3.353,0.708,4748.4,429.9,5178.299999999999,5178.299999999999,6038.099999999999,1.2,0.7547624999999999,6038.099999999999,0.0,1.0,474.84,3418.848,343.92,4142.639999999999,1.001751289399016,3.0044836471674614,0.12455941834087968,0.12456692823919743,67.96446834669722,203.8411488929429,63.724610191962576,69.94998177462197,0.791471884722183,1.1150824921057891,1.2240169028109322,-0.10893441070514309,0.07681183196765266,425.8497182758798,3847.7102817241193,42.841057960024784,387.0589420399752,468.6907762359046,4234.769223764095,21173.846118820475,554.3728921559541,5008.887107844045,1.3022766762187208,3.9058287413177,1.1848126538803816,721.9039911737136,3609.519955868568,2129.248591379399,214.20528980012392,2818.293881179523,25891.499999999996
221,PM-Shoulder,1,OP,PM,6,SB,6SB,1.3,70,5600.0,1,6,70,3600,1,6,2040,0.5,0,4.2,2.1,0.391304347826087,0.391304347826087,3.502,0.592,3900.0,230.0,4130.0,4130.0,4590.0,1.2,0.8196428571428571,4590.0,0.0,1.0,390.0,2808.0,184.0,3304.0,1.0924709432945208,3.2768739902744155,0.16395579334335544,0.16396151978845558,62.7304843438381,188.16051246520183,61.92344858760303,69.969359827765,0.9080552336120812,1.1147736693890447,1.2596197689095672,-0.14484609952052252,0.10173383823669707,460.3878677081421,3049.612132291858,30.168919641075828,199.83108035892417,490.5567873492179,3249.4432126507822,3249.4432126507822,550.8946266313695,3649.1053733686304,1.4202122262828771,4.2599361873567405,1.2268102933709146,782.3661510638836,782.3661510638836,460.3878677081421,30.168919641075828,880.556787349218,4130.0
222,PM-Peak,3,Peak,PM,6,SB,6SB,1.3,70,5600.0,1,6,70,3600,1,6,2040,0.5,0,4.2,2.1,0.391304347826087,0.391304347826087,3.502,0.592,3563.9,226.6,3790.5,3790.5,4243.7,1.2,0.7578035714285714,4243.7,0.0,1.0,356.39000000000004,2566.0080000000003,181.28,3032.4,1.3444670117316928,4.03266213451022,0.16905980824365668,0.16906765625777956,61.9208807525842,185.72861138842234,64.86328239200438,69.97915415974889,1.289867108913657,1.1146176448766596,1.2025293374547905,-0.08791169257813092,0.06177053621835333,433.80882043168907,2773.701179568311,30.648584726410277,195.9514152735897,464.45740515809933,2969.6525948419007,8908.957784525703,525.7545746109199,3361.5554253890805,1.7478071152512007,5.242460774863286,1.5218554548195053,918.8881462425165,2756.6644387275496,1301.4264612950672,91.94575417923083,1749.762215474298,11371.5
223,PM-Late,3,OP,NT,6,SB,6SB,1.3,70,8000.0,1,6,70,3600,1,6,2040,0.5,0,4.2,2.1,0.3103448275862069,0.3103448275862069,3.506,0.708,4151.7,302.4,4454.099999999999,4454.099999999999,5058.9,1.2,0.6323624999999999,5058.9,0.0,1.0,415.17,2989.224,241.92,3563.2799999999997,0.8573759622619489,2.5716526413059886,0.1247752341677671,0.12477465367444425,79.33396723895224,237.95792671523662,67.69675388369582,69.98048747253148,0.652377041108567,1.1145964084719517,1.15219704823669,-0.03760063976473815,0.026537933765682958,372.9811245799095,3363.54887542009,30.18548421692155,272.2145157830784,403.16660879683104,3635.7633912031683,10907.290173609505,463.5375772306741,4180.192422769325,1.1145887509405337,3.3431484336977855,0.9857255589538645,516.6351200501274,1549.9053601503822,1118.9433737397285,90.55645265076465,1624.6698263904932,13362.3
224,Night,8,OP,NT,7,NB,7NB,0.6,70,9000.0,1,6,70,3600,1,6,2040,0.5,0,4.2,2.1,0.2857142857142857,0.2857142857142857,3.506,0.708,1981.9,316.4,2298.3,2298.3,2931.1,1.2,0.3256777777777778,2931.1,0.0,1.0,198.19000000000003,1426.968,253.12,1838.6400000000003,1.794313597313818,5.382531100265012,0.004424122741681199,0.00439151509355993,213.67727816255723,640.9830460248081,69.9183224126109,69.99999735509434,0.25593627029675453,0.5142857337176749,0.514886495524767,-0.0006007618070920095,0.00042054686733688715,6.313081580451337,1777.3969184195487,1.1115803004818896,315.2884196995181,7.424661880933227,2092.6853381190667,16741.482704952534,9.647822481897006,2723.2621775181033,1.0765881583882908,3.2295186601590067,2.331522153620967,10.386458195124563,83.0916655609965,50.5046526436107,8.892642403855117,257.58729504746583,18386.4
225,AM-Early,1,OP,AM,7,NB,7NB,0.6,70,10800.0,1,6,70,3600,1,6,2040,0.5,0,4.2,2.1,0.25,0.25,3.35,0.715,9449.2,739.1,10188.300000000001,10188.300000000001,11666.5,1.2,1.0802314814814815,11666.5,0.0,1.0,944.9200000000001,6803.424000000001,591.2800000000001,8150.640000000001,3.0197205974457755,9.051363054783867,0.1043398334870248,0.10436937526913523,73.8993881762408,221.50731179412332,36.048852553881325,68.43103872018288,0.438776200428132,0.5260770649296348,0.9986448236096196,-0.4725677586799848,0.3390513765267337,709.8681273016283,7794.4118726983725,61.71152420913429,677.3884757908658,771.5796515107626,8471.800348489238,8471.800348489238,895.0026999290312,9826.57730007097,1.8118323584674652,5.43081783287032,3.5021359239749903,1621.306089458367,1621.306089458367,709.8681273016283,61.71152420913429,1716.4996515107628,10188.300000000001
226,AM-Peak,2,Peak,AM,7,NB,7NB,0.6,70,9000.0,1,6,70,3600,1,6,2040,0.5,0,4.2,2.1,0.2857142857142857,0.2857142857142857,3.35,0.715,7701.0,605.2,8306.2,8306.2,9516.6,1.2,1.0574000000000001,9516.6,0.0,1.0,770.1,5544.72,484.1600000000001,6644.960000000001,3.3448751119756563,10.027169711201969,0.11428637266324909,0.11431308217415778,71.0549157225762,213.00636792522792,39.1875909689719,69.37934765582978,0.7576474456582949,0.5188864008722776,0.9186581545291779,-0.3997717536569003,0.2830607081704245,633.6859362333705,6297.214063766629,55.34582186544024,549.8541781345598,689.0317580988108,6847.068241901188,13694.136483802376,799.7234018296913,7946.776598170309,2.0069250671853935,6.016301826721182,3.8816240820980705,1604.7373593400293,3209.4747186800587,1267.371872466741,110.69164373088049,2148.1635161976214,16612.4
227,AM-Shoulder,1,OP,AM,7,NB,7NB,0.6,70,12600.0,1,6,70,3600,1,6,2040,0.5,0,4.2,2.1,0.2222222222222222,0.2222222222222222,3.35,0.715,5904.2,840.4,6744.599999999999,6744.599999999999,8425.4,1.2,0.6686825396825397,8425.4,0.0,1.0,590.42,4251.024,672.32,5395.68,0.8560952888072157,2.567958342456757,0.08742304531416284,0.08742880153671795,78.8091613153047,236.39733322633754,66.17126209401631,69.91343247118849,0.2824541638947266,0.5149225081294027,0.5440428195075243,-0.029120311378121655,0.02082997365526702,371.6374637835938,4942.142536216406,58.78013184916622,781.6198681508338,430.41759563275997,5723.76240436724,5723.76240436724,547.9778593310924,7287.0021406689075,0.5136571732843295,1.5407750054740543,1.0898764748512226,281.46120710530283,281.46120710530283,371.6374637835938,58.78013184916622,1020.83759563276,6744.599999999999
228,MD,5,OP,MD,7,NB,7NB,0.6,70,9000.0,1,6,70,3600,1,6,2040,0.5,0,4.2,2.1,0.2857142857142857,0.2857142857142857,3.353,0.708,6813.7,625.1,7438.8,7438.8,8689.0,1.2,0.9654444444444444,8689.0,0.0,1.0,681.37,4905.8640000000005,500.08000000000004,5951.040000000001,1.9315941434138222,5.79244571160979,0.11510047233082576,0.11512816175572423,70.32701444869912,210.89596623736165,48.15763812894712,69.6616353538298,0.44641356755509765,0.5167837335018984,0.7475449668774501,-0.23076123337555166,0.16328147681421504,564.6672635907943,5567.6627364092055,57.57329113080257,567.5267088691975,622.2405547215968,6135.189445278403,30675.947226392014,737.387136983202,7270.242863016798,1.1589564860482933,3.475467426965874,2.2888224366548755,854.5188855860199,4272.594427930099,2823.3363179539715,287.86645565401284,3792.5727736079843,37194.0
229,PM-Shoulder,1,OP,PM,7,NB,7NB,0.6,70,7200.0,1,6,70,3600,1,6,2040,0.5,0,4.2,2.1,0.3333333333333333,0.3333333333333333,3.502,0.592,7054.9,416.1,7471.0,7471.0,8303.2,1.2,1.1532222222222224,8303.2,0.0,1.0,705.49,5079.528,332.88000000000005,5976.8,3.511758806583863,10.529349223193856,0.13536479051242736,0.1354128504699109,67.62408630581676,202.75812202091277,32.07345279619153,69.45516674236875,0.5592759716817984,0.5183199708314778,1.1224235890273315,-0.6041036181958537,0.425696512319132,687.5892436220091,5661.820756377991,45.07622966442394,371.0237703355761,732.6654732864331,6032.844526713567,6032.844526713567,822.8179326152809,6774.892067384719,2.107055283950318,6.317609533916314,3.9435063487343935,1733.562567242123,1733.562567242123,687.5892436220091,45.07622966442394,1438.155473286433,7471.0
230,PM-Peak,3,Peak,PM,7,NB,7NB,0.6,70,6300.0,1,6,70,3600,1,6,2040,0.5,0,4.2,2.1,0.36363636363636365,0.36363636363636365,3.502,0.592,6422.5,390.4,6812.9,6812.9,7593.7,1.2,1.2053492063492064,7593.7,0.0,1.0,642.25,4624.2,312.32,5450.32,2.0999999859338914,6.299999691040826,0.2605812873326509,0.2605277210746136,56.631499951039615,169.89449265927738,39.9029187561136,66.30213489012336,0.5039507270008613,0.5429689414927529,0.9021896423174401,-0.35922070082468727,0.2715327496222081,1204.9799888836442,4575.270011116356,81.3680178460233,309.0319821539767,1286.3480067296675,4884.301993270333,14652.905979811,1449.084042421714,5502.365957578286,1.2599999915603348,3.7799998146244955,2.3656712111159997,1825.8458681980946,5477.537604594284,3614.9399666509325,244.10405353806993,4501.294020189002,20438.699999999997
231,PM-Late,3,OP,NT,7,NB,7NB,0.6,70,9000.0,1,6,70,3600,1,6,2040,0.5,0,4.2,2.1,0.2857142857142857,0.2857142857142857,3.506,0.708,4651.0,338.4,4989.4,4989.4,5666.2,1.2,0.6295777777777778,5666.2,0.0,1.0,465.1,3348.72,270.71999999999997,3991.52,0.8582539482031589,2.5745839459490267,0.11387431738527448,0.11386579875382548,82.54947126557654,247.63130296328723,67.62583621021062,69.97130113159511,0.28766049862926657,0.5144966495948783,0.5323409220123546,-0.017844272417476326,0.012638645408648229,381.33320411441633,3804.5667958855834,30.82574903863563,307.5742509613643,412.158953153052,4112.141046846948,12336.423140540843,473.8104512303232,4727.289548769676,0.5149523689218953,1.544750367569416,0.9866198550292798,243.9865239653303,731.9595718959908,1143.999612343249,92.47724711590689,1701.576859459156,14968.199999999999
232,Night,8,OP,NT,7,SB,7SB,0.6,70,9000.0,1,6,70,3600,1,6,2040,0.5,0,4.2,2.1,0.2857142857142857,0.2857142857142857,3.506,0.708,1734.5,287.2,2021.7,2021.7,2596.1,1.2,0.2884555555555555,2596.1,0.0,1.0,173.45000000000002,1248.8400000000001,229.76,1617.3600000000001,2.0989899273858676,6.295263119245273,7.872561265154175e-05,4.336501840402553e-05,127570.47733735868,382607.70602485747,69.9597114345514,69.99999912013064,0.0,0.5142857207500607,0.5145818823692357,-0.00029616161917500605,0.00020731765846502686,0.0983156941037514,1560.9516843058962,0.009963546628508907,287.1900364533715,0.1082792407322603,1848.1417207592676,14785.133766074141,0.1282063339892781,2422.5217936660106,1.2593939564315206,3.777157871547163,2.4851190074413436,0.1614520795530342,1.2916166364242736,0.7865255528300112,0.07970837302807125,174.31623392585809,16173.6
233,AM-Early,1,OP,AM,7,SB,7SB,0.6,70,6300.0,1,6,70,3600,1,6,2040,0.5,0,4.2,2.1,0.36363636363636365,0.36363636363636365,3.35,0.715,4429.2,346.4,4775.599999999999,4775.599999999999,5468.4,1.2,0.868,5468.4,0.0,1.0,442.92,3189.024,277.12,3820.4799999999996,1.3598199922758796,4.0789593057920035,0.13994867385823276,0.13994359916141458,64.84656130238338,194.51580810359593,57.862803837784725,69.95564954749352,0.45861361982428356,0.5146117609208857,0.622161347398997,-0.1075495864781113,0.07551294317929794,446.29967970207684,3539.980320297923,38.78117019961121,307.61882980038877,485.08084990168805,3847.599150098312,3847.599150098312,562.6431903009104,4462.836809699089,0.8158919953655277,2.447375583475202,1.5772093296106657,459.044425248248,459.044425248248,446.29967970207684,38.78117019961121,928.0008499016881,4775.599999999999
234,AM-Peak,2,Peak,AM,7,SB,7SB,0.6,70,6300.0,1,6,70,3600,1,6,2040,0.5,0,4.2,2.1,0.36363636363636365,0.36363636363636365,3.35,0.715,5351.6,429.3,5780.900000000001,5780.900000000001,6639.5,1.2,1.0538888888888889,6639.5,0.0,1.0,535.1600000000001,3853.1520000000005,343.44000000000005,4624.72,2.099993878094581,6.299931215794334,0.19341358268876005,0.193353177433599,57.43981747578243,172.31807336197988,46.67390457577023,69.53527166606688,0.685230545253671,0.5177228640578959,0.7713089429138662,-0.2535860788559703,0.17991626003970632,745.2519329643612,4071.1880670356395,66.40521525779525,362.89478474220476,811.6571482221565,4434.082851777845,8868.16570355569,944.467578737747,5159.872421262254,1.2599963268567487,3.7799587294766006,2.4436090899979046,1190.0236712144629,2380.0473424289257,1490.5038659287225,132.8104305155905,2158.474296444313,11561.800000000001
235,AM-Shoulder,1,OP,AM,7,SB,7SB,0.6,70,6300.0,1,6,70,3600,1,6,2040,0.5,0,4.2,2.1,0.36363636363636365,0.36363636363636365,3.35,0.715,5228.4,744.2,5972.599999999999,5972.599999999999,7461.0,1.2,1.1842857142857144,7461.0,0.0,1.0,522.84,3764.448,595.36,4778.08,2.0999918837192006,6.299987550160453,0.22068894469235845,0.22064903506209038,54.07231902511661,162.21726346066646,37.630783687761834,68.77386223539752,0.4455304455557898,0.523454679290514,0.9566635735972676,-0.4332088943067536,0.30966450151808733,830.7720564692594,3874.7879435307404,131.36560951456613,612.8343904854339,962.1376659838255,4487.622334016174,4487.622334016174,1224.868885012958,5713.291114987042,1.2599951302315204,3.779992530096272,2.673438917534699,1543.3297681602962,1543.3297681602962,830.7720564692594,131.36560951456613,1484.9776659838255,5972.599999999999
236,MD,5,OP,MD,7,SB,7SB,0.6,70,9000.0,1,6,70,3600,1,6,2040,0.5,0,4.2,2.1,0.2857142857142857,0.2857142857142857,3.353,0.708,6870.0,613.8,7483.8,7483.8,8711.4,1.2,0.9679333333333333,8711.4,0.0,1.0,687.0,4946.400000000001,491.03999999999996,5987.040000000001,1.9472010941109483,5.838892906813014,0.11506055758766041,0.11510256907939567,70.36028222451968,210.9829098004305,47.921876394964286,69.65136972235861,0.4466277841360987,0.5168599001498707,0.7512226713180818,-0.23436277116821114,0.16585586992265727,569.1355420516036,5613.864457948396,56.519965520746446,557.2800344792535,625.6555075723501,6171.144492427649,30855.72246213825,738.695438613843,7285.7045613861565,1.168320656466569,3.5033357440878086,2.298765628282105,862.9412255716276,4314.706127858138,2845.677710258018,282.59982760373225,3815.2775378617503,37419.0
237,PM-Shoulder,1,OP,PM,7,SB,7SB,0.6,70,9000.0,1,6,70,3600,1,6,2040,0.5,0,4.2,2.1,0.2857142857142857,0.2857142857142857,3.502,0.592,8255.9,486.9,8742.8,8742.8,9716.599999999999,1.2,1.079622222222222,9716.599999999999,0.0,1.0,825.59,5944.248,389.52,6994.24,2.72917847932444,8.183905988059903,0.12340229812939679,0.1234148085390792,70.02766583197996,209.98986987251178,37.86342756007485,68.97556676805505,0.4581580455374231,0.5219239462150072,0.9507855553457675,-0.4288616091307603,0.30554988874203726,733.5338638510706,6696.776136148929,48.072536222142126,438.8274637778579,781.6064000732127,7135.603599926787,7135.603599926787,877.751472517497,8013.258527482503,1.6375070875946638,4.910343592835942,3.064670340344307,1437.2195712765965,1437.2195712765965,733.5338638510706,48.072536222142126,1607.1964000732128,8742.8
