Seg/Dir,Class,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
5SB,Heavy B,42.0,44.0,35.0,27.0,34.0,29.0,26.36415064172096,21.834231672829464,19.476983712144563,33.18792675427017,13.49410097018082,23.0,18.0,15.470817934716685,11.700000000000001,12.0,22.4,18.2,32.199999999999996,35.0,19.0,23.0,24.0,37.0
5NB,Lights,634.0,439.0,435.0,720.0,1775.0,5062.5,5851.8,5934.832166075127,5840.863408792898,5838.957315808311,5029.529416438117,4419.9304195284,4448.648225060836,4439.7,4782.007361523634,4975.573568374162,4192.511701661412,4418.8082504140375,5153.970231810567,3909.8830308291913,2703.0,2325.0,1728.0,1073.0
5NB,Medium A,28.0,33.0,24.0,31.0,42.0,72.0,133.20000000000002,213.5361449332242,300.75832649138385,304.9425779175854,236.34061444970152,236.025055096874,250.69419081706272,202.5,189.29718113477156,159.24019284299166,127.50463262988518,119.40514613371266,125.821312982827,79.11239771516543,47.0,34.0,37.0,29.0
5NB,Medium B,10.0,11.0,6.0,7.0,31.0,39.6,56.7,44.17989205514983,92.2781229007655,80.85598656905674,109.62181691496794,79.95950846138997,82.62580071873228,72.9,64.00047552651802,50.95686170975733,28.688542341724165,30.260208266762795,28.221602912035962,22.250361857390278,2.0,12.0,5.0,10.0
5NB,Heavy A,180.0,185.0,174.0,241.0,274.0,225.9,203.4,254.56033041300617,444.3020732259079,519.7884850867933,485.7553905498121,414.2480558843095,399.045060289332,395.1,314.59388674302517,289.3621789946934,237.47737827316115,226.54264026738633,290.44732996970345,306.560541146266,238.0,245.0,201.0,221.0
5NB,Heavy B,41.0,47.0,48.0,44.0,34.0,19.8,14.4,7.363315342524972,26.20242995947662,23.101710448301922,29.165437527835508,16.377248721007586,25.35109794779286,13.5,13.521227223912256,5.459663754616857,9.562847447241388,7.360591200023383,12.934901334683149,23.486493071689736,27.0,43.0,44.0,33.0
6SB,Lights,1112.0,806.0,644.5,587.5,892.0,2226.0,3360.977670593213,3551.2773451673143,3444.632122176856,3197.5657907318296,3327.39998466037,3598.65,4198.95,4626.0,5309.1,5278.95,6001.797012753873,6996.138711046293,6963.687877830405,6532.879966416568,4124.0,3570.0,2859.5,2040.5
6SB,Medium A,18.0,25.0,19.0,32.5,46.5,86.0,178.37985396370644,215.7052758530251,243.80033820217724,254.62187776948437,204.22137471989572,199.8,191.25,199.8,153.45000000000002,133.20000000000002,158.42581303935899,156.40289220066956,149.17821265940466,111.39638685671159,32.0,22.0,31.0,16.5
6SB,Medium B,4.5,2.5,6.0,6.0,7.5,52.5,55.067131698558455,60.694399480911926,58.569221872788674,70.80913172256137,55.89679868410939,64.8,61.65,66.15,46.800000000000004,36.0,31.36074114772294,35.2971507690227,26.28960305063279,18.134295534813514,6.5,7.0,3.0,12.0
6SB,Heavy A,178.5,173.5,174.0,185.0,257.0,277.0,242.38951132271455,252.38390575515893,381.41420097645306,443.7695583982442,441.01253764943,436.95,410.85,381.6,330.75,268.65000000000003,291.43861170039077,365.75151055487316,414.5197876355588,408.02164953330407,272.5,228.0,221.5,195.0
6SB,Heavy B,36.0,37.0,28.0,29.0,33.5,23.0,21.179666037907097,23.579119222800315,22.38010917090299,33.46458964970366,14.084232739303154,17.55,18.900000000000002,15.75,9.9,11.25,14.05826327311718,16.43143225454505,24.455444698263058,33.67797742179653,16.5,14.5,18.0,36.5
6NB,Lights,622.0,464.5,475.5,845.5,1832.0,5113.8,5700.6,6371.372139774878,6411.568584433982,6078.057557387103,5125.211146597689,4418.149786839471,4145.400000000001,4335.75,4540.05,4674.150000000001,4405.908114838926,4677.746611241119,4939.312630990159,4362.4,2621.0,2339.0,1708.5,1055.5
6NB,Medium A,31.5,26.0,24.0,23.5,44.0,72.9,133.65,224.81430394167677,311.8870105181256,284.35713076535535,255.04854975871697,231.77989373911768,231.75,183.6,194.85,147.15,150.7559540876452,134.97316954641985,114.04463877286196,86.1,32.0,31.5,19.0,21.5
6NB,Medium B,5.5,5.0,3.5,7.5,10.0,28.8,45.45,48.39326978581053,79.69748558511459,85.85515083065333,103.28412345600935,62.76342538351374,68.4,57.6,50.4,41.85,33.54973544725052,27.788593730145266,24.719035004955302,16.799999999999997,5.5,13.0,1.5,4.5
6NB,Heavy A,202.0,181.5,160.5,249.0,278.0,234.45000000000002,197.55,290.9721917501266,492.61831641192873,527.9178423416769,500.08486305996365,416.1165682906974,385.65000000000003,385.2,305.55,291.6,269.70501612789707,247.00972204573569,288.7632725578869,338.79999999999995,238.0,236.0,222.0,221.0
6NB,Heavy B,19.0,40.5,53.0,41.5,15.0,18.900000000000002,10.35,10.413741599478215,27.61172728933104,23.13826759975054,26.874950491104475,14.826005996105607,23.400000000000002,13.05,11.25,6.75,10.021349549178728,7.939598208612933,12.359517502477651,26.599999999999998,25.5,37.0,17.5,32.5
7SB,Lights,934.0,691.5,539.0,561.0,907.0,2438.5,3742.514319412776,3736.8564412380697,3415.5280107448575,3219.705543091392,3370.5893120896835,3399.3,3982.9500000000003,4440.6,5160.6,5287.05,5549.157631736084,6495.36070329598,6243.0635628732625,5753.860005502367,3670.0,3058.0,2396.5,1736.5
7SB,Medium A,22.5,24.5,18.5,26.5,34.5,76.0,146.3604349506774,200.29513857733798,222.9249051302005,202.99017468928253,171.16831038965807,186.3,175.05,165.6,157.5,129.15,126.48849509634778,126.85826017334144,129.62365579184402,76.75011262029001,40.0,34.0,27.5,18.0
7SB,Medium B,1.0,2.0,5.5,6.0,7.0,53.5,53.221976345700874,55.91763594149939,62.69762956786889,73.86028633496171,57.531570992079516,71.10000000000001,61.2,68.4,53.1,43.65,27.538085648282358,34.84518734375044,27.9804367127769,19.187528155072503,4.0,7.0,2.0,3.0
7SB,Heavy A,181.0,204.0,189.0,191.0,272.0,276.5,237.66365299200908,251.62936173674726,410.0225933644759,471.80142087434723,451.69415241715325,427.5,405.0,380.7,327.15000000000003,273.15000000000003,253.44373740707323,332.66264792236746,401.43361243024816,369.3599169851457,286.0,223.5,212.0,195.5
7SB,Heavy B,36.0,21.0,15.0,31.5,17.5,26.0,22.94050704556072,25.208770301495626,21.396810090621923,33.66421213906418,15.214960923525162,15.75,20.25,15.3,10.35,11.700000000000001,13.068922002574679,14.700313410644716,25.696319430101234,32.37895376168485,12.5,24.0,27.5,36.5
7NB,Lights,567.5,477.0,474.5,842.0,1680.5,4888.940878716492,4483.78507880865,5455.799999999999,5798.099999999999,6135.541261634288,4946.749111549401,3984.738731029186,3762.0,3875.85,4137.75,4508.55,4335.980142742605,4658.6752145671635,4903.271384781907,4200.0,2566.5,2330.0,1610.0,951.5
7NB,Medium A,25.0,36.0,22.5,41.5,54.0,80.27740448055697,132.38099839690994,211.39999999999998,329.0,341.3535288797751,264.3388594441027,201.97770987618503,203.4,175.95000000000002,194.4,147.15,138.23619861020978,119.23564822559744,111.48996269035352,65.1,39.5,33.5,17.5,28.0
7NB,Medium B,4.0,3.5,5.0,5.0,12.5,32.86209540139759,46.08485268424852,62.3,81.89999999999999,94.33029923317842,110.66681100371329,69.1366244074961,65.7,63.9,50.4,47.25,37.7788368872623,30.367131383298226,21.726249139658634,15.399999999999999,5.5,7.5,7.0,6.5
7NB,Heavy A,173.0,170.5,164.5,246.0,262.5,258.2021781538382,219.58076867200765,360.5,520.8,616.2008036239281,531.5447347173172,417.28891160238715,385.65000000000003,378.90000000000003,297.90000000000003,297.90000000000003,270.89143268025583,248.2959566046149,292.7326199869795,352.09999999999997,239.5,256.0,204.5,210.5
7NB,Heavy B,46.5,43.5,52.0,42.5,32.0,19.2477987351043,9.036245624362454,18.9,28.0,28.502680343838083,32.11057728605152,14.81499094446345,22.5,15.3,11.25,5.4,9.444709221815575,8.038358307343648,13.150098163477594,29.4,21.0,43.5,32.5,38.0
8SB,Lights,687.0,480.0,470.5,664.5,1305.5,3588.9216426498315,3901.5,3552.269100383663,3619.1710256933,3292.4989347742726,3196.7266429535416,3286.4359649358157,3335.85,3707.55,4161.150000000001,4438.8,5344.342774455245,5190.359184610828,5394.961375262008,5026.0,2896.5,2399.0,1711.0,1218.0
8SB,Medium A,23.0,34.0,23.0,28.5,34.0,55.6231169413566,126.0,161.17192294197542,202.30424251402997,186.28858124999076,175.67969754110962,169.24838780834284,162.45000000000002,157.95000000000002,152.1,132.75,150.73261470547217,138.83574072181375,134.17335132463268,80.5,35.0,28.0,21.5,20.5
8SB,Medium B,3.0,1.0,0.5,2.5,0.5,34.94903807819751,44.550000000000004,52.89233384473497,58.61635744637279,57.89419567668886,71.74354140422277,63.64493691957182,65.7,59.85,49.050000000000004,45.9,36.40141375540314,35.957458028671184,26.834670264926537,18.2,5.5,0.5,0.0,0.0
8SB,Heavy A,254.5,171.5,175.5,204.0,224.0,253.50358606016502,233.55,258.47385784502563,361.5539923904587,390.31893214283775,406.54673462392907,391.7699450382532,363.15000000000003,366.75,292.05,292.05,284.5462624542077,297.14843787582436,357.7956035323538,378.0,260.0,237.0,200.5,196.5
8SB,Heavy B,41.0,22.5,28.0,26.0,23.0,20.67407886315909,12.6,13.472575601960795,18.674237770525842,20.0762130169163,13.796834885427456,13.200431361096378,17.1,12.6,9.0,6.75,13.330095178034954,10.987001064316196,14.90815014718141,23.799999999999997,12.5,20.5,20.5,20.5
8NB,Lights,542.0,418.5,472.0,853.0,1716.5,4641.3,4319.55,4886.0,5054.0,5658.799999999999,4147.479291152971,3575.0,3403.8178963517685,3533.961731304656,3800.6535460156583,3997.35,4261.475669990913,4856.976814809086,5166.23891146226,3902.4999999999995,2502.5,2238.5,1535.0,954.0
8NB,Medium A,30.0,35.0,19.5,22.5,43.0,58.5,126.0,184.79999999999998,276.5,303.79999999999995,225.13653533074577,178.5,184.42090274548045,160.40805909499272,164.56142989149123,140.4,139.93305546655014,129.38564979047436,117.0216278529418,67.89999999999999,28.0,26.5,16.5,18.0
8NB,Medium B,3.0,1.0,3.0,2.5,0.5,29.7,47.7,61.599999999999994,70.0,84.0,102.04030018587758,58.0,67.39331754649656,64.34447568217222,53.89983066011162,48.6,37.106848574197,34.603138897452446,31.914989414438672,14.0,5.5,5.5,1.5,0.5
8NB,Heavy A,258.0,188.5,170.5,243.5,219.5,230.85,229.95000000000002,350.0,447.29999999999995,551.5999999999999,453.512445270567,389.5,369.75252599834596,372.92608089033615,295.25659450096543,317.7,278.07782907410285,307.9177867106638,345.0808230436181,349.29999999999995,238.0,256.5,198.5,205.0
8NB,Heavy B,52.0,24.0,28.5,26.0,23.0,17.1,9.0,17.5,16.099999999999998,24.5,21.055934958990612,16.0,17.759049894009227,14.953293644448474,10.016782689047291,8.1,14.306254871979567,14.041853465632876,13.962807868816919,16.099999999999998,13.0,31.0,27.5,29.5
9SB,Lights,619.5,461.0,402.0,434.0,618.5,1565.0,2893.221617311845,3132.0572332001193,2785.091184450388,2578.3684325819772,2886.5195427199424,2887.9306598272383,3057.4232274589126,3327.3,4084.2000000000003,4750.2,5337.684237996112,4690.89292125081,4424.776839064243,4247.717166903198,2535.0,1880.5,1638.5,1139.5
9SB,Medium A,9.5,16.5,13.0,24.5,52.5,66.0,118.15739615494702,178.58019198848586,203.24832546491464,215.55648886609518,146.8891433966091,128.23594379226265,111.03661811597317,131.85,118.35000000000001,110.7,111.99584313171776,93.32482163149133,94.09919681641999,55.280687138455974,28.0,24.0,19.5,22.0
9SB,Medium B,2.5,0.5,0.5,1.5,0.0,42.0,48.57062924946439,45.105306223895916,61.367248026846205,64.03151936838655,52.74207497797709,62.449474486194816,56.20940834086609,54.9,45.0,24.75,20.70511385628396,24.651839676242997,21.674534098164155,10.801973348893695,2.0,2.5,0.0,2.5
9SB,Heavy A,150.0,173.0,176.0,186.5,217.5,263.5,247.0563737785256,254.98305763304424,383.91350365594985,439.422411543355,451.51159513857027,436.6696078576676,363.5182227946176,335.7,309.15000000000003,265.5,245.1673708891805,244.31733964847967,336.7482492812333,351.381838937542,280.5,214.0,176.0,188.0
9SB,Heavy B,23.0,22.0,36.5,26.0,24.5,15.5,7.005379218672748,9.665422762263411,24.54689921073848,22.973140536749373,17.744997188852107,11.441125096707449,18.89004706537303,14.4,15.3,6.3,8.470273850297982,7.043382764640856,17.445356713156514,33.67674044066858,17.5,32.5,20.0,10.5
9NB,Lights,447.0,330.5,400.0,753.5,1581.0,4134.6,4294.35,4559.680828468712,3916.418368483427,3611.6667981472137,3306.229052938382,3109.0,3140.7837231380095,3280.045164206609,3508.0,3672.685281185649,3983.6982307513226,4081.3337016353967,4234.214916710696,3563.7,2350.0,2164.5,1329.0,825.0
9NB,Medium A,27.5,25.0,32.5,16.0,54.0,59.4,108.45,160.1377109030337,212.6413982609685,184.31599625612293,170.0632190618835,150.5,175.0444383282687,167.61851777754276,171.5,143.79576518120962,143.24183679088532,127.0585657587724,116.58895968215641,56.0,34.0,50.5,18.5,38.0
9NB,Medium B,2.0,1.0,1.5,1.0,0.5,21.6,38.7,32.81974287058642,47.98062319734673,60.75219988330309,76.52844857784757,57.5,70.59012771821192,59.619414486472934,56.0,47.61761404361367,42.332639051601845,32.36853196136027,32.69425853520788,11.2,0.5,0.0,6.5,0.0
9NB,Heavy A,160.0,178.0,184.5,218.5,169.5,215.55,225.9,291.98254002107916,360.9451426891311,393.85960093836326,375.63963975139563,360.5,386.81482148290445,386.0601429861772,271.5,336.62352898158576,304.20431318476676,300.4959235815834,342.36440541585614,356.29999999999995,257.0,239.5,191.0,169.0
9NB,Heavy B,36.0,19.5,12.0,22.0,19.5,20.25,13.950000000000001,22.068447792290865,14.721327571913202,20.079116910583224,18.506879721440264,14.5,20.032333541654733,15.149195484267713,10.0,10.372153554054464,14.767199669163436,12.077810433343386,14.188074458675118,9.1,5.0,20.5,17.0,33.5
10SB,Lights,639.0,476.0,441.0,474.0,612.0,1413.0,2850.3,2772.7081473090325,2550.4865629286955,2427.3167926513506,2698.926250025724,3093.3,3139.2000000000003,3466.8,4289.400000000001,5381.1,3700.2,4033.7108926414126,4056.505786173759,3441.4942230130982,2648.0,1898.0,1617.0,1036.0
10SB,Medium A,15.0,5.0,18.0,30.0,55.0,66.0,117.0,110.10754375595437,148.76560228748255,171.09545244643905,131.10226461894072,133.20000000000002,129.6,137.70000000000002,151.20000000000002,153.0,99.6,88.09600453637191,121.86210797970553,41.01780905335379,35.0,28.0,14.0,35.0
10SB,Medium B,1.0,0.0,0.0,0.0,0.0,25.0,48.6,37.3698330323239,46.776813090394,43.9731303016549,56.649126687196606,52.2,45.9,45.0,62.1,37.800000000000004,25.2,16.291726866315354,20.032127339129676,12.005212405859645,3.0,8.0,3.0,0.0
10SB,Heavy A,213.0,218.0,210.0,181.0,229.0,303.0,283.5,207.53603701879882,340.47385265794975,396.5576841749242,410.3015318629811,482.40000000000003,441.0,404.1,383.40000000000003,358.2,204.0,229.89436800245,333.8687889854946,344.14942230130987,339.0,266.0,227.0,211.0
10SB,Heavy B,16.0,15.0,35.0,30.0,22.0,14.0,6.3,6.005866023052056,13.03616102519177,21.586809420812404,15.376191529381936,11.700000000000001,15.3,15.3,14.4,8.1,9.0,1.2067945826900262,13.354751559419784,26.011293546029233,17.0,27.0,17.0,15.0
