Seg/Dir,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
10NB,0.007640014574863805,0.0013846169610621266,0.0033912674696034524,0.10700818127654216,6.98765969558428,103244.82194589404,1009233.4052552802,154041.1078907887,33097.568838058534,14701.373245086475,8569.932011485309,10389.63747368469,18652.803774378997,19766.049065357853,11399.409752838887,29082.022508238257,18755.433561533482,10106.077004699157,1474.233786798474,251.4056209402771,115.80792745829987,136.1762470911915,1.30200252035767,0.18519578636346687
10SB,0.09138739074167317,0.013617338378537595,0.011922853331034435,0.008756028918686026,0.11361502955846207,34.65222574869416,67457.80505457804,79688.59599986846,25923.32738693662,18331.545310541096,18004.26891865272,27943.02760173355,50485.32745440359,496771.88288287865,788768.2825765235,1727925.0301946457,241456.9835926965,248642.32231089316,19295.97924447405,3851.2746590216334,933.5581484865091,374.9661248182314,13.701795903752833,5.453895924029441
1NB,506.118916735264,199.7167429535917,66.13087015898526,832.4409560804938,28318.805332649412,42310515.502269,414907.4922676282,916.6361944031054,79.97642754598259,168.17363526831147,206.29579906827797,285.81194007871204,279.65686569249203,211.23006227967528,262.0818621345676,62.9842664167383,32.71763703071815,61.58659078331861,76.62742912809833,129.12772450237426,232.80775746810798,2252456.0063852402,223975.91462914727,16754.732254455204
1SB,6629.958385758912,1476.5226545918076,626.437151028129,847.7248521181647,18010.722084149245,918883.6094236209,6642578.411756374,10635322.50909466,5209.56789701205,54359.257556349236,76310.15345889916,4549.857723848778,4013.6046327988097,3985.899125870503,3146.527402868456,318.9483206733832,39.06710579151249,37.52318409991441,149.084710651269,499.343376994797,821.8680042198093,64767.75381560018,8864.64384013559,249916.79611666905
2NB,25.60885414154815,3.1607351559382026,0.5275642510067436,7.061448274385729,1107.751107408214,4154605.634807041,139097451.21861854,517.2904211477656,64.17021808469345,95.27691508826624,154.8237858470691,406.9268857980823,7998.863081061696,4737.43190192125,3998.659604070378,1089.8371100183126,636.4736732774609,2707.5711443261753,197.0305042143787,3931.627546152638,1538821.7671634145,818944.1906105718,40882.38725881265,3187.735067199746
2SB,55.84632893266948,3.4819794651003773,1.0046577064840518,29.761578627217645,1646.1843282243974,172887.7382040778,3286280.833567266,5510585.9653814845,4649509.758652215,12128071.35524123,46371171.89946997,123353846.899082,172753525.4327335,255641627.59068984,262764249.11906824,10668.09516232481,3210.8759210362637,2209.951768819802,924.6721292760895,1584.4076562610733,2514800.135229636,1151800.8647627106,113392.32468347155,4792.801887343783
3NB,11.009715748725203,2.9835200176774115,2.2094852875383184,34.6554025994309,1507.619272909696,888383.0171752631,2336.4420985517877,12.39821226146686,17.25694474891164,18.303173595143836,31.0927971109962,69.67535572356165,116.98669498337195,711.2860878510622,173.34683921067204,42.98001746390458,6.404523430890155,8.497000480657809,6.330737410170568,20.75506881526935,78659.53635204589,42737.80561045506,12434.805018477788,304.68644805528544
3SB,1055.6391402978509,141.963269053814,61.67582189554732,45.67044275352309,2705.6869446764113,2069517.5479433017,29418219.45147465,254.25055154662647,115.91100074715729,211.36930530876893,442.3998045674694,667.9129639749752,779.5477819394054,591.0661172916823,575.0223117654749,44.83081427588246,21.146139841165727,30.107311768758564,80.90961424940264,172.6698060080661,5971231.562321697,2097436.075815059,449846.763638972,43541.05467357242
4NB,0.30126546096919377,25.82859323912765,0.06494847422552305,1.2926929396374847,32633.023417989934,93581994.32216018,548497.9398833872,6482.094615567156,1948.9466935518258,1298.7119648759654,5309.435813591731,34193.9536706601,120599.16373656133,134094.6978147113,149719.24269736384,36183.73205096954,18084.322715755567,3759.192218822655,571.1052481532491,4911.693928972149,295367.0933410728,770.3678315594218,22340.42234777021,1425.8916356878124
4SB,0.2274629403083659,0.032293983952073904,0.01360827381557485,0.012431612892126884,0.2978900906323475,80.52113392519834,1821.5023222369746,5386.957081670526,2310.592612482129,2701.840290732276,3554.778143693792,3227.674749819798,17855.91539026707,14944.00959570903,13238.96689126292,28.46187234987057,5.609339448137366,4.479155552239596,12.64455019405572,52.5376922947245,33.84589958061618,396.5301487022251,110.46430526087885,10.964463794181652
