Seg/Dir,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
5NB,0.03835814151714162,0.01298102388553678,0.006183283598404894,0.1888476101162987,78.78153123841471,787893.3180327979,125831.41767961938,4305.839433376206,2362.9271803919223,2135.6226302696386,5628.3583148069,6964.07811229622,8619.270034245084,32993.74418849944,12303.905899934678,11660.316532915678,28255.83071359505,23993.561977652782,1534.9964970930976,796.3472686801672,328.32536160274054,139.40861228511253,19.181010158445062,0.6401143202665752
5SB,0.36990206610097937,0.055687854529182526,0.027975433120706487,0.016091954363076394,0.37169291864113585,168.24363465847986,6171.027826928234,16669.766989443884,11011.587737727707,7833.473455977916,9846.15621404754,4680.107310462198,35611.1151314803,11250.554317543498,14912.290792911193,1237.5073649766705,256.22399805789325,360.86370518279966,338.69308567327636,348.23443295319663,74.47379497188322,141.7407651592244,170.86468978776082,14.890613287715544
6NB,0.008291116229036907,0.002353426719084014,0.0019923584982046846,0.08781049794365332,7.919795816812246,60595.07401789361,54410.27942667442,1368.4522866973596,1189.4456394614315,1446.8993121789922,3948.6707667894193,5646.858448489675,14510.100213173597,20195.456988034563,19083.848742834096,17183.21581365063,14645.245704283478,13891.050019123077,2117.614807171009,231.7835886910211,63.49104381000756,31.696398245156264,2.507181640844421,0.19145657356933504
6SB,0.2193114443448472,0.03964653146284303,0.011067798509870328,0.011989844674220488,0.29020859413832983,121.75928851198222,6258.479172274749,12129.942593361746,6134.464835754124,5104.506890890238,11213.900334809743,15011.409902622016,32666.793748697557,49160.90016639817,45455.161806248696,20395.215122432157,3473.8549821755823,1571.679206564658,1516.3433603604055,896.4549435259198,528.0499081459202,119.3193620385979,23.9658277790807,7.594079608163855
7NB,0.004145138530622165,0.0025452579600516653,0.002268315399636375,0.11847493254655088,5.1610727316428235,8741.332280729266,11002.255272783577,76.30738578584202,100.12484272350382,626.5575471604795,1967.2342330450044,5177.290881258698,14396.140669789476,14310.199179549156,15338.151751032543,18643.36523482365,16224.808649738705,12506.834271771533,1827.6151653220013,180.59881202445285,55.43021117658826,24.44766882912721,1.16316049677973,0.078409228687399
7SB,0.08421507401703246,0.02290663887937135,0.004163449522350739,0.009134615489013426,0.2914855180014051,260.3893900554767,8360.34981539966,8563.80389344801,4294.727726616173,3848.4889984742836,6081.0935708144625,12156.176730996738,24053.155396060414,42125.57035668868,50497.24367842475,48622.24293821041,10352.814592359575,3543.480248409702,2359.24695956536,1461.4851028800101,476.588508915446,90.33726722080208,34.62808167062365,4.148318250562501
8NB,0.04411203471289459,0.002647720797561437,0.002273654633028504,0.1274545473365566,8.528204958105249,42668.177127234005,12563.745434411123,45.268091415361916,44.15316212917398,412.1695331306699,2678.0445806291063,4165.424536964081,8543.547692969954,9113.141977489075,6303.954190846046,10983.51640836109,11579.663381027925,5216.844480713185,580.2810681547995,118.93031573455417,46.86824980805869,29.17479280258207,1.2970426564883852,0.09352599212649955
8SB,0.15781294765956916,0.005001457605844052,0.0037004886778461985,0.030614581829570522,1.8246263738383994,4480.697110034322,25693.15039001662,4104.511897140775,3174.5280850715176,6828.556414214514,7543.743498330426,6281.761782637278,9458.285065413129,21055.323294905054,18262.446901528314,22009.89743471814,4769.811132791712,5727.208127458869,1448.2633735213233,296.20744022651047,122.37512464167347,58.35656064058499,6.906111724965784,1.213529826991008
9NB,0.0021976685712902797,0.0007188986685280956,0.001762814915381348,0.04863101847389839,4.739388004091857,31381.226938040236,12821.569817805565,1882.8982864954278,2277.0052064315614,3379.2195990174164,3935.2445803273044,2259.95020652636,5532.421383668533,4694.034780488486,2971.1063717004163,6738.836994814412,5086.527257271734,5993.824079386839,883.0352288711999,83.49867382649222,33.73006197839102,34.1750186196849,0.8002859726812632,0.057026772028939
9SB,0.012101794765702409,0.004294735646115053,0.0024614645672817897,0.0043411820076893065,0.06305731071442998,24.727840537949668,5719.932542092375,7022.682873125484,4003.0677142332993,3980.742351324702,3985.308340294832,5165.0188919714265,6939.401967366977,15906.561027144307,39582.82882111263,80523.71823248638,9299.547574375785,14016.508894970113,3134.4599081088486,690.7469128715346,179.5067106114817,30.44884206986145,4.854500980329278,0.9730609281544863
