Year,Direction,Segment,Night,AM-Early,AM-Peak,AM-Shoulder,MD,PM-Shoulder,PM-Peak,PM-Late
2032,NB,1,22.53700357378512,411.80096042147005,1220.7215573704314,967.392701093277,890.7975868980704,1101.5642240517057,1173.7581468226513,342.52735009029556
2032,NB,10,192.7916216088676,328.00189308013734,461.3178218278084,357.560456766996,320.4304866594159,371.1736134378206,369.7925940893462,326.4003444922022
2032,NB,2,191.40967718393776,328.6906469053092,471.7620444389963,390.26413531024485,405.45501787534215,1245.7692894575493,1221.4154910924872,328.2575742164924
2032,NB,3,182.18400520801168,403.90401026947944,950.9114552902145,520.5240249380587,560.0030171629329,858.624762396586,840.6797622336856,362.87934016925095
2032,NB,4,205.43812116573952,380.23245560613566,864.953630548437,414.19761932832955,402.98161659363905,964.5631279117521,986.6933835741651,242.54763534808697
2032,NB,5,208.71185709141463,385.173261094474,1196.959636775993,414.8865573649051,408.56506368908765,447.8978844064608,438.9643708204158,328.8794260673594
2032,NB,6,209.9378167050652,388.02415398303793,1133.986662981261,501.13890677211043,468.7566157542936,416.6568365653664,606.9400134575973,348.7327280695218
2032,NB,7,203.81850190587943,391.6390555794101,1223.1136437462003,398.169853390054,399.69185720803466,422.1600227009981,464.24097953588955,360.51198468683515
2032,NB,8,202.28551933088306,379.5646749325759,1150.0935523706714,376.3471695134785,359.04872561526037,400.762032376809,418.0060828172729,349.1401670311112
2032,NB,9,182.39949259177993,356.08194921678796,1295.849766551696,341.0211914012801,330.3189121975537,429.4021988365679,440.1271508722067,334.7587354781651
2032,SB,1,28.865925337412655,287.42229496425824,319.23348697247104,388.08044869367103,421.6752164539891,543.1239013442134,1143.1354542625293,465.2021462156824
2032,SB,10,178.31293171469724,269.9878108498923,318.64210639732994,318.9607114079213,328.139159852686,445.18373956353867,612.7041842672014,301.9495133969276
2032,SB,2,27.296086452428938,724.3201875633878,1231.356908415063,902.3116679249274,626.8714625217424,1045.5348807465068,1348.3898586898342,358.6896836370688
2032,SB,3,25.124305599318784,958.2321683972907,1242.6912324076816,1294.2629638685596,1161.8063307057375,1227.8442777716884,1133.5489279285973,354.2388681057643
2032,SB,4,0.14394515612319597,331.53991937994505,445.43267280577464,380.74936834385,402.01209088354875,848.7783051460731,1183.614960759241,325.81309342843866
2032,SB,5,210.0684394952452,275.41725599875804,333.28089442543734,375.95709727296514,384.8455222573352,1178.7850998264657,1352.359588784548,357.9466840170888
2032,SB,6,208.2855619261995,325.6414437331341,519.8662918503338,388.1491858646793,409.5312613032021,938.0542357165215,1169.931345280908,400.213634300698
2032,SB,7,206.5216341980574,331.14472373501326,370.23446641131835,358.9974347444156,382.3669101573422,464.6992352518702,1235.1527763177178,375.8796046381142
2032,SB,8,198.80312155515054,348.89737628257643,369.4709325015512,345.39325301892654,360.10580364106363,418.0793628807776,945.5731601947438,367.70867209082076
2032,SB,9,174.41044217174237,277.044278982989,353.7217328628898,330.6394736140338,331.35519045011563,405.2623314776212,642.8309433861244,344.74079603610164
2040,NB,1,86.37653465299296,440.03691621551013,1602.0174948721624,1262.0598250130736,1175.6036584045137,1118.222961032685,1200.7931593178805,372.8292483377045
2040,NB,10,204.3918619967914,364.866254142946,612.6879867599719,399.04857657959525,358.33941247729837,413.9725290085863,413.5317948776406,360.45346114458357
2040,NB,2,197.69547037965853,366.9854550212332,648.9739851045196,433.7482945935516,449.2323386728111,1405.440440376168,1353.9275726821868,366.47905098982517
2040,NB,3,190.19032970563154,596.5115930533865,1240.088022116687,752.2401962713773,816.6569685465497,1177.0637692497864,1107.3155708401748,536.2739363050568
2040,NB,4,227.8809477608483,425.4334169237708,1166.43403035513,483.32477647688495,450.44561324124027,1339.17160724685,1314.4738849693463,273.27685778816635
2040,NB,5,224.79885313553206,426.5264984280078,1210.3289111261222,458.51536897677363,452.08898877146316,505.59258994533695,573.6792290430781,362.1898995695327
2040,NB,6,224.9707254743196,430.03208221911785,1136.965085327644,713.2263272022642,672.6248433382818,462.8424766216241,795.2441882975371,383.3221621767554
2040,NB,7,210.7257902722796,440.7816114684923,1283.442654129139,587.1083135834053,494.3488121217606,468.72412686233275,624.0268045351152,393.2653868203542
2040,NB,8,210.0094653457756,419.36274693546846,1530.893718256389,442.77265968205927,397.70706818527657,440.8378380242006,549.8727326052132,379.14721914278965
2040,NB,9,187.81609854702253,389.2700519358992,1346.7410761046985,374.0220651932302,363.1705574736879,573.2334290951087,575.4363974166451,361.46010192536346
2040,SB,1,101.44192006546429,312.8576688931584,350.24112262142705,412.70253565063445,452.80187233822227,749.5109292883783,1165.127422397159,647.0182326173191
2040,SB,10,196.50578477897264,293.8613618533876,353.38136551124165,356.68302871511236,366.82466768116046,496.7033104849082,819.9481174518183,335.9387095293614
2040,SB,2,158.26171361216214,1001.8150365664669,1387.8630671923386,1278.6301775216011,941.9940380070178,1141.6589851060505,1513.3901413432498,400.4278430760513
2040,SB,3,136.39615829613325,1285.2251925409362,1673.650651209324,1434.1160594459193,1260.818489147426,1348.3327073857338,1225.144954028243,392.3058717213316
2040,SB,4,8.433006411313494,361.2111534293824,607.733413281663,450.33973096813577,446.83400560530555,1197.3867880871621,1289.304367756213,365.3911813951464
2040,SB,5,229.8604749020095,304.3378633432342,366.6958024052413,412.3567306905262,426.27213263860517,1205.3700174133348,1714.161121229602,393.10271046416835
2040,SB,6,212.95162288381772,346.91593217519306,681.2169420115239,500.54419525813967,522.4307322095196,1254.687184012359,1551.9939974709641,435.94761127063447
