,Period,Hours/Day,Peak,4Periods,Segment,Direction,SegDir,Length,Speed GP,Capacity GP,Alpha GP,Beta GP,Speed ML,Capacity ML,Alpha ML,Beta ML,Year,MinToll,MinCapture,MaxToll,Soft Cap,MaxCapture,MaxCap_aux,B1,B2,TotalLights,TotalHeavies,TotalVeh,HOV3,Corridor PCE,InScopeLights,InScopeHeavies,InScopeVeh,CaptureRateLights,CaptureRateHeavies,TollLights,TollHeavies,VOT Lights,VOT Heavies,Speed GP real,Speed ML real,MLVeh_Lights,GPVeh_Lights,MLVeh_Heavies,GPVeh_Heavies,MLVeh,GPVeh,ML PCE,GP PCE,TollLightsPerSeg,TollHeaviesPerSeg,TollBlend,RevenuePerHour,RevenuePerDay,TransactionsDay_Lights,TransactionsDay_Heavies,TransactionsDay,TotalVeh_hours
10,AM-Peak,2,Peak,AM,1,SB,1SB,3.9,65,10400.0,1,6,70,3600,1,6,2032,0.5,0,3.9,1.95,0.2,0.28222996515679444,3.246,0.715,8367.66,730.4850000000001,9098.145,502.0596,10559.115,6449.7923279999995,598.9977000000001,7460.4789,0.1437016268232105,0.13562173181691262,1.9499992633678773,5.849992928821301,56.947350659810255,170.84191001160815,42.732215565243926,69.1431869288044,926.845650205462,6938.754749794538,81.23710542834749,649.2478945716526,1008.0827556338095,7588.002644366191,1170.5569664905045,8886.498433509496,7.604997127134721,22.814972422403073,2.2642831798417102,8902.08082713345,17804.1616542669,1853.691300410924,162.47421085669498,2016.165511267619,18196.29
11,AM-Shoulder,1,OP,AM,1,SB,1SB,3.9,65,10400.0,1,6,70,3600,1,6,2032,0.5,0,3.9,1.95,0.2,0.28222996515679444,3.246,0.715,7015.5,1097.1,8112.6,420.93,10306.8,5407.5473999999995,899.6219999999998,6652.332,0.11270811193437284,0.11159214283286326,1.9499998991928162,5.723844403484341,64.01684940329817,187.9089764760732,42.4696400664373,69.78757870563037,609.4744576496267,5985.095542350373,100.39074671958609,996.7092532804138,709.8652043692128,6981.804795630786,910.6466978083849,8975.223302191614,7.604999606851983,22.32299317358893,2.4837055456416897,6876.074964524552,6876.074964524552,609.4744576496267,100.39074671958609,709.8652043692128,8112.6
12,MD,5,OP,MD,1,SB,1SB,3.9,65,8000.0,1,6,70,3600,1,6,2032,0.5,0,3.9,1.95,0.2,0.34062237174095883,3.249,0.708,7185.8,717.3,7903.1,431.14799999999997,9337.7,5538.81464,588.1859999999999,6480.5419999999995,0.173973582247589,0.16741069675887774,1.949999494357504,5.8499950722745435,51.40833778484018,154.22492343477717,32.29084815126463,69.08321279067825,963.60742432619,5791.04457567381,98.46862808381725,618.8313719161827,1062.0760524100072,6409.875947589992,1259.0133085776417,7647.538691422358,7.604998027994266,22.81498078187072,2.3115811468380683,9574.792419110774,47873.96209555387,4818.0371216309495,492.34314041908624,5310.3802620500355,39515.5
13,PM-Shoulder,1,OP,PM,1,SB,1SB,3.9,65,8000.0,1,6,70,3600,1,6,2032,0.5,0,3.9,1.95,0.2,0.34062237174095883,3.399,0.592,7957.0,515.6,8472.6,477.41999999999996,9503.8,6133.2555999999995,422.792,6947.532,0.12632970867683557,0.13011825129184226,3.280105053212469,9.226552369647399,62.77787279657035,176.58682317059922,26.492849091043556,69.68128863717496,774.8123931885704,6704.76760681143,55.01295570018057,460.58704429981947,829.8253488887509,7165.354651111249,939.8512602891121,8086.528739710888,12.792409707528629,35.98355424162485,3.6743225150320753,11891.27925556851,11891.27925556851,774.8123931885704,55.01295570018057,829.8253488887509,8472.6
14,PM-Peak,3,Peak,PM,1,SB,1SB,3.9,65,8000.0,1,6,70,3600,1,6,2032,0.5,0,3.9,1.95,0.2,0.34062237174095883,3.399,0.592,7573.545,502.74,8076.285,454.4127,9081.765,5837.688486,412.2468,6622.5536999999995,0.19864779839736052,0.19255073537077594,1.9499998610248537,5.84999944043223,50.22240877944725,150.66722266457663,37.33712817430242,68.39514984088075,1159.6439654735207,5959.48833452648,79.3784244942492,423.3615755057508,1239.0223899677699,6382.849910032231,1397.7792389562683,7229.573061043732,7.60499945799693,22.814997817685697,2.1998547665117876,10630.11031050316,31890.33093150948,3478.931896420562,238.1352734827476,3717.06716990331,24228.855
15,PM-Late,3,OP,NT,1,SB,1SB,3.9,65,8000.0,1,6,70,3600,1,6,2032,0.5,0,3.9,1.95,0.2,0.34062237174095883,3.402,0.708,3888.9,311.0,4199.9,233.334,4821.9,2997.56412,255.01999999999998,3443.9179999999997,0.15357540724993862,0.15397670284977022,0.9369340472635991,2.7860782209038684,62.48883053709986,185.81752933158717,63.63986958287024,69.98863443548186,460.3521304868039,3195.213869513196,39.267138760748395,271.73286123925163,499.6192692475523,3466.946730752448,578.1535467690491,4010.412453230951,3.6540427843280363,10.865705061525086,1.0822659135951689,2108.8115290396163,6326.434587118849,1381.0563914604118,117.80141628224519,1498.8578077426569,12599.699999999999
16,Night,8,OP,NT,2,NB,2NB,3.1,65,9000.0,1,6,70,3600,1,6,2032,0.5,0,3.9,1.95,0.2,0.2795031055900621,3.402,0.708,1742.1,322.8,2064.9,104.526,2710.5,1506.56808,296.976,1899.708,0.1422365433667345,0.14228001816441402,0.5045409573009385,1.5121158513125321,64.18166222972104,192.35328156572533,64.97910136922849,69.99969828241883,214.28903604585793,1423.2849639541419,42.253750674395015,280.546249325605,256.54278672025293,1703.8312132797469,341.05028806904295,2264.923711930957,1.5640769676329094,4.68755913906885,0.6704930735214989,533.2315008292817,4265.8520066342535,1714.3122883668634,338.0300053951601,2052.3422937620235,16519.2
17,AM-Early,1,OP,AM,2,NB,2NB,3.1,65,7200.0,1,6,70,3600,1,6,2032,0.5,0,3.9,1.95,0.2,0.3260869565217391,3.246,0.715,7626.3,647.1,8273.4,457.578,9567.6,6595.2242400000005,595.332,7611.528,0.14703888598773418,0.13433360517909984,3.899999995630446,11.699999722662474,57.47709090593168,172.4312688236652,19.46075986970702,69.15085866745171,969.7544250889009,6198.967574911099,79.97309383848386,567.1269061615162,1049.7275189273848,6766.094481072616,1209.6737066043524,7900.3482933956475,12.089999986454382,36.26999914025367,4.494240023506891,14624.955030954123,14624.955030954123,969.7544250889009,79.97309383848386,1049.7275189273848,8273.4
18,AM-Peak,2,Peak,AM,2,NB,2NB,3.1,65,6300.0,1,6,70,3600,1,6,2032,0.5,0,3.9,1.95,0.2,0.3557312252964427,3.246,0.715,7355.880000000001,634.095,7989.975000000001,441.35280000000006,9258.165,6361.3650240000015,583.3674000000001,7350.777000000002,0.1999996572351335,0.19999903939400826,3.8999884425685045,11.699943145319068,44.689999244411815,134.06974354508898,16.358921283058976,67.00316208984631,1272.270824347567,5642.256375652434,116.6729196137802,517.4220803862198,1388.943743961347,6159.678456038654,1622.2895831889075,7194.522616811093,12.089964171962365,36.26982375048911,4.555193876180702,19613.414914241897,39226.829828483795,2544.541648695134,233.3458392275604,2777.887487922694,15979.950000000003
19,AM-Shoulder,1,OP,AM,2,NB,2NB,3.1,65,9000.0,1,6,70,3600,1,6,2032,0.5,0,3.9,1.95,0.2,0.2795031055900621,3.246,0.715,6167.3,952.3,7119.6,370.038,9024.2,5333.481040000001,876.116,6550.032000000001,0.11337863423539134,0.10964502764945457,1.9499978279967733,5.836620358068544,62.855893201382436,188.13661257287202,42.52314879023827,69.8440348120132,604.7027960355547,5192.559203964445,96.06176304412953,856.2382369558704,700.7645590796842,6048.797440920316,892.8880851679432,7761.273914832056,6.044993266789998,18.093523110012487,2.482781353773332,5393.520060071514,5393.520060071514,604.7027960355547,96.06176304412953,700.7645590796842,7119.6
20,MD,5,OP,MD,2,NB,2NB,3.1,65,9000.0,1,6,70,3600,1,6,2032,0.5,0,3.9,1.95,0.2,0.2795031055900621,3.249,0.708,6316.9,622.7,6939.599999999999,379.01399999999995,8185.0,5462.85512,572.884,6384.432,0.10937613856114439,0.11037682393666043,1.5265510863601812,4.480578644150914,63.09813601957616,185.19927912084117,50.037991578421575,69.90200401229043,597.5059985445771,5340.380001455423,63.233116404129774,559.4668835958703,660.7391149487069,5899.846885051293,787.2053477569664,7018.780652243034,4.732308367716562,13.889793796867835,1.8092532364172265,3705.8775846600456,18529.38792330023,2987.5299927228853,316.16558202064886,3303.695574743534,34698.0
21,PM-Shoulder,1,OP,PM,2,NB,2NB,3.1,65,9000.0,1,6,70,3600,1,6,2032,0.5,0,3.9,1.95,0.2,0.2795031055900621,3.399,0.592,6994.9,447.5,7442.4,419.69399999999996,8337.4,6049.189520000001,411.70000000000005,6847.008,0.12144172248704609,0.1219558674260998,1.5222552968811476,4.492257157368095,60.85974172650692,179.60036724892433,49.606848586308395,69.8042903338463,734.6239949593876,5840.582005040613,50.2092306193253,397.2907693806747,784.8332255787129,6237.872774421287,885.2516868173634,7032.454313182637,4.718991420331558,13.925997187841094,1.7122593684379503,4165.8979337914325,4165.8979337914325,734.6239949593876,50.2092306193253,784.8332255787129,7442.4
22,PM-Peak,3,Peak,PM,2,NB,2NB,3.1,65,9000.0,1,6,70,3600,1,6,2032,0.5,0,3.9,1.95,0.2,0.2795031055900621,3.399,0.592,6657.84,436.485,7094.325,399.4704,7967.295,5757.700032000001,401.56620000000004,6526.779,0.11761980193797895,0.118316648808759,1.9328314760286107,5.680147910507179,61.82653285206717,181.69398405863626,52.33818309651889,69.87005290050013,677.2195373821352,5581.150062617865,47.51196705886788,388.97303294113215,724.731504441003,5970.123095558997,819.7554385587389,6748.069161441261,5.991777575688693,17.608458522572256,2.1784981455511767,4894.361339186443,14683.08401755933,2031.6586121464056,142.53590117660366,2174.1945133230092,21282.975
23,PM-Late,3,OP,NT,2,NB,2NB,3.1,65,9000.0,1,6,70,3600,1,6,2032,0.5,0,3.9,1.95,0.2,0.2795031055900621,3.402,0.708,3418.7,270.0,3688.7,205.12199999999999,4228.7,2956.49176,248.4,3393.604,0.1373924351777719,0.1376129657084596,0.7804502534533989,2.328981030043761,65.44398007645833,195.29468720677946,64.69069655887819,69.99472854235731,406.1996024894167,2807.3783975105835,34.18306068198137,235.81693931801863,440.38266317139806,3043.195336828602,508.74878453536076,3514.829215464639,2.419395785705537,7.219841193135659,0.9006491757336392,1229.553876037384,3688.6616281121524,1218.59880746825,102.5491820459441,1321.147989514194,11066.099999999999
24,Night,8,OP,NT,2,SB,2SB,3.1,65,9000.0,1,6,70,3600,1,6,2032,0.5,0,3.9,1.95,0.2,0.2795031055900621,3.402,0.708,1921.3,325.7,2247.0,115.27799999999999,2898.3999999999996,1661.54024,299.644,2067.2400000000002,0.13954119190838993,0.13959343894472062,0.5318209617219065,1.5934209160841695,64.75332059905709,194.01133624814653,64.96822271262674,69.99956880256245,231.85330549335225,1574.1686945066476,41.82833641915187,283.8716635808481,273.6816419125041,1858.0403580874959,357.33831475080785,2425.783685249192,1.6486449813379103,4.939604839860926,0.6940713769244624,588.8592415275941,4710.873932220753,1854.826443946818,334.62669135321494,2189.453135300033,17976.0
25,AM-Early,1,OP,AM,2,SB,2SB,3.1,65,9000.0,1,6,70,3600,1,6,2032,0.5,0,3.9,1.95,0.2,0.2795031055900621,3.246,0.715,5215.8,442.6,5658.400000000001,312.948,6543.6,4510.62384,407.19200000000006,5205.728000000001,0.11882059696386897,0.11933972404227894,1.047827646607439,3.1058301294571553,60.571910332792584,179.53913004630277,60.537948813098645,69.96186937771361,535.955017348259,4366.8969826517405,48.594180912223656,394.0058190877764,584.5491982604827,4760.902801739517,681.73756008493,5548.91443991507,3.248265704483061,9.628073401317181,1.218911526744488,2208.7926426977497,2208.7926426977497,535.955017348259,48.594180912223656,584.5491982604827,5658.400000000001
26,AM-Peak,2,Peak,AM,2,SB,2SB,3.1,65,9000.0,1,6,70,3600,1,6,2032,0.5,0,3.9,1.95,0.2,0.2795031055900621,3.246,0.715,6292.650000000001,541.17,6833.820000000001,377.559,7916.16,5441.883720000001,497.8764,6287.114400000001,0.11457782843987001,0.10864372787845604,1.9499986793008033,5.849633298728787,62.56465773668533,187.6823349189708,52.45622577474927,69.902591114612,623.5192192598817,5291.571780740119,54.09114811870533,487.0788518812946,677.610367378587,5778.650632621413,785.7926636159976,6752.808336384002,6.04499590583249,18.13386322605924,2.2612921954025995,4750.052609358969,9500.105218717938,1247.0384385197633,108.18229623741065,1355.220734757174,13667.640000000001
27,AM-Shoulder,1,OP,AM,2,SB,2SB,3.1,65,9000.0,1,6,70,3600,1,6,2032,0.5,0,3.9,1.95,0.2,0.2795031055900621,3.246,0.715,5279.0,815.1,6094.1,316.74,7724.3,4565.2792,749.892,5606.572000000001,0.11510377265435202,0.1156713756111049,1.3866852210679734,4.108839216665272,61.708822481757316,182.8472864461655,53.988448230248814,69.9309615895986,525.4808591404421,4436.7791408595585,86.74103919976268,728.3589608002374,612.2218983402048,5165.138101659796,785.7039767397303,6621.85602326027,4.298724185310718,12.737401571662344,1.7723664047695817,3363.7527271355557,3363.7527271355557,525.4808591404421,86.74103919976268,612.2218983402048,6094.1
28,MD,5,OP,MD,2,SB,2SB,3.1,65,9000.0,1,6,70,3600,1,6,2032,0.5,0,3.9,1.95,0.2,0.2795031055900621,3.249,0.708,7044.4,681.3,7725.7,422.664,9088.3,6091.99712,626.7959999999999,7107.644,0.10982035461546327,0.10673367174979612,1.9499999206792602,5.7709600061222615,63.64386932759334,188.35191767416714,41.61288275405646,69.81835428274329,669.025284034781,5952.710715965219,66.9002385180852,614.3997614819148,735.9255225528661,6567.110477447133,869.7259995890365,7795.910000410963,6.044999754105707,17.88997601897901,2.2973491200893905,5241.101340233271,26205.506701166356,3345.126420173905,334.501192590426,3679.627612764331,38628.5
29,PM-Shoulder,1,OP,PM,2,SB,2SB,3.1,65,9000.0,1,6,70,3600,1,6,2032,0.5,0,3.9,1.95,0.2,0.2795031055900621,3.399,0.592,8064.7,516.0,8580.7,483.88199999999995,9612.7,6974.35256,474.72,7894.244000000001,0.13198959491273463,0.1254389406857851,1.949999993719255,5.849999936075478,59.33679768517647,178.01039168371477,38.522913118232566,69.37575194143349,920.5419691729937,6660.276030827006,59.5483739223559,456.4516260776441,980.0903430953497,7116.727656904651,1099.1870909400614,8029.630909059939,6.04499998052969,18.13499980183398,2.1869563687113107,6644.5859350089695,6644.5859350089695,920.5419691729937,59.5483739223559,980.0903430953497,8580.7
30,PM-Peak,3,Peak,PM,2,SB,2SB,3.1,65,9000.0,1,6,70,3600,1,6,2032,0.5,0,3.9,1.95,0.2,0.2795031055900621,3.399,0.592,7635.6,509.145,8144.745000000001,458.136,9163.035,6603.26688,468.4134,7493.165400000001,0.1454469193175059,0.1400235562929687,1.9499999964938648,5.84999973472969,56.94609308818778,170.8382718250117,44.12449012776052,69.29287056601021,960.4248251273189,6217.0391748726815,65.58891008328087,443.5560899167191,1026.0137352105996,6660.595264789401,1157.1915553771614,7547.707444622839,6.044999989130981,18.13499917766204,2.199311212686759,6995.222887879815,20985.668663639444,2881.2744753819566,196.7667302498426,3078.041205631799,24434.235
31,PM-Late,3,OP,NT,2,SB,2SB,3.1,65,9000.0,1,6,70,3600,1,6,2032,0.5,0,3.9,1.95,0.2,0.2795031055900621,3.402,0.708,5578.4,440.6,6019.0,334.70399999999995,6900.2,4824.20032,405.35200000000003,5537.4800000000005,0.12015262615739011,0.12089841867282129,1.3364759515759612,3.9429211162792765,70.21222126005725,207.14270952702412,59.065040546482486,69.94358356444819,579.6403375573218,4664.055662442678,49.00641580586546,391.59358419413456,628.6467533631873,5055.649246636813,726.6595849749182,5838.836415025082,4.14307544988548,12.223055460465758,1.5396624547007827,3000.5017906108114,9001.505371832434,1738.9210126719654,147.01924741759638,1885.940260089562,18057.0
32,Night,8,OP,NT,3,NB,3NB,3.7,65,8000.0,1,6,70,3600,1,6,2032,0.5,0,3.9,1.95,0.2,0.31739811912225707,3.402,0.708,1939.6,359.3,2298.9,116.37599999999999,3017.5,1604.43712,316.184,2023.0320000000002,0.15124900666757654,0.1513119765938522,0.5880630965335558,1.7615470960311361,62.48595670172219,187.1771179308565,64.92066152795682,69.99937831365521,242.66952066058732,1580.5544793394126,47.84242600735057,311.45757399264943,290.5119466679379,1892.0120533320621,386.19679868263904,2514.927201317361,2.1758334571741567,6.517724255315204,0.7813161522536526,839.8322025109529,6718.657620087623,1941.3561652846986,382.73940805880454,2324.095573343503,18391.2
33,AM-Early,1,OP,AM,3,NB,3NB,3.7,65,8000.0,1,6,70,3600,1,6,2032,0.5,0,3.9,1.95,0.2,0.31739811912225707,3.246,0.715,8489.2,720.3,9209.5,509.35200000000003,10650.1,7022.266240000001,633.8639999999999,8104.36,0.15156548031187886,0.13473737689382584,3.899999981039805,11.699999079884728,57.67297953489188,173.01892583920983,19.075128821562814,68.52900018883302,1064.3331555434918,6915.514844456509,85.405172667428,634.8948273325719,1149.7383282109197,7550.409671789082,1320.5486735457757,8820.199326454225,14.42999992984728,43.2899965955735,4.479401618349079,19055.516993844045,19055.516993844045,1064.3331555434918,85.405172667428,1149.7383282109197,9209.5
34,AM-Peak,2,Peak,AM,3,NB,3NB,3.7,65,7200.0,1,6,70,3600,1,6,2032,0.5,0,3.9,1.95,0.2,0.34090909090909094,3.246,0.715,8187.585,705.8100000000001,8893.395,491.25509999999997,10305.015,6772.770312,621.1128000000001,7826.1876,0.19999999590429166,0.18893806326147763,3.8999999812115895,11.699999797004669,48.87851621345651,146.63554680266137,17.425830583642647,65.71086054221597,1354.554034660708,6341.775865339292,117.35184949891352,588.4581505010865,1471.9058841596216,6930.234015840379,1706.6095831574487,8107.150316842552,14.429999930482882,43.289999248917276,4.521876973704975,24626.376102656348,49252.752205312696,2709.108069321416,234.70369899782705,2943.811768319243,17786.79
35,AM-Shoulder,1,OP,AM,3,NB,3NB,3.7,65,8800.0,1,6,70,3600,1,6,2032,0.5,0,3.9,1.95,0.2,0.29692082111436957,3.246,0.715,6864.4,1060.1,7924.5,411.864,10044.699999999999,5678.23168,932.8879999999999,6973.56,0.1576977336940046,0.15319869568299554,1.9499998677761623,5.849999054532321,54.009187667179944,162.02754780152083,34.02479994438763,68.94683862129777,895.4442673255004,5557.091732674499,142.91722481831835,917.1827751816816,1038.3614921438189,6474.274507856181,1324.1959417804555,8308.640058219544,7.214999510771801,21.64499650176959,2.4867850478718903,9554.072781912018,9554.072781912018,895.4442673255004,142.91722481831835,1038.3614921438189,7924.5
36,MD,5,OP,MD,3,NB,3NB,3.7,65,8800.0,1,6,70,3600,1,6,2032,0.5,0,3.9,1.95,0.2,0.29692082111436957,3.249,0.708,7031.7,693.1,7724.8,421.902,9111.0,5816.62224,609.928,6797.8240000000005,0.1220267106388763,0.11460623779868766,1.9499994218256749,5.8499805924013994,61.056537075828906,183.16905786486257,39.89518525011951,69.77209548003164,709.7832789761325,5900.014721023867,69.90155340807796,623.1984465919221,779.6848323842104,6523.21316761579,919.4879392003663,7769.610060799634,7.214997860754997,21.644928191885178,2.299646780299822,6634.098943431537,33170.494717157686,3548.916394880662,349.5077670403898,3898.424161921052,38624.0
37,PM-Shoulder,1,OP,PM,3,NB,3NB,3.7,65,9200.0,1,6,70,3600,1,6,2032,0.5,0,3.9,1.95,0.2,0.28764204545454547,3.399,0.592,7786.5,498.2,8284.7,467.19,9281.1,6440.9928,438.416,7290.536000000001,0.12036752496521863,0.12152848618004404,1.9003320352143422,5.534627122349078,61.87557890540707,180.209695397936,42.26757232877879,69.70017717097775,775.2863616547935,6544.023638345207,53.28003279711019,444.9199672028898,828.5663944519036,6988.9436055480965,935.1264600461241,7878.783539953876,7.031228530293067,20.47812035269159,2.1340313051020683,6542.29050922887,6542.29050922887,775.2863616547935,53.28003279711019,828.5663944519036,8284.7
38,PM-Peak,3,Peak,PM,3,NB,3NB,3.7,65,9200.0,1,6,70,3600,1,6,2032,0.5,0,3.9,1.95,0.2,0.28764204545454547,3.399,0.592,7411.32,485.83500000000004,7897.155,444.6792,8868.825,6130.6439040000005,427.5348,6949.4964,0.13676796955891948,0.12968688241584353,1.9499998218955443,5.849994391999681,58.649755605111736,175.949114215065,47.29313466631716,69.63122367056027,838.4757188388473,6128.165081161153,55.445655336281185,430.3893446637189,893.9213741751286,6558.554425824871,1004.8126848476909,7419.333115152309,7.214999341013514,21.644979250398823,2.191897779584381,7249.721818156687,21749.16545447006,2515.427156516542,166.33696600884355,2681.7641225253856,23691.465
