,Year,SegDir,Segment,Direction,Period,Hours/Day,Peak,4Periods,Length,Speed GP,Capacity GP,Alpha GP,Beta GP,Speed ML,Capacity ML,Alpha ML,Beta ML,MinToll,MinCapture,AADT Lights,AADT Medium A,AADT Medium B,AADT Heavy A,AADT Heavy B,GrowthFactor,MaxToll,Soft Cap,MaxCapture,MaxCap_aux,B1,B2,TotalLights,TotalHeavies,TotalVeh,Corridor PCE pre-fix,Suppressed ratio ref,Suppressed ratio,Corridor PCE,Suppressed Demand,PCE ratio,HOV3,InScopeLights,InScopeHeavies,InScopeVeh,TollLights,TollHeavies,CaptureRateLights,CaptureRateHeavies,VOT Lights,VOT Heavies,Speed GP real,Speed ML real,Bounus Seg,Time ML,Time GP,Time Savings,BonusRel,MLVeh_Lights,GPVeh_Lights,MLVeh_Heavies,GPVeh_Heavies,MLVeh,GPVeh,GPVehDay,ML PCE,GP PCE,TollLightsPerSeg,TollHeaviesPerSeg,TollBlend,RevenuePerHour,RevenuePerHourLights,RevenuePerHourHeavies,RevenuePerDay,RevenuePerDayLights,RevenuePerDayHeavies,TransactionsDay_Lights,TransactionsDay_Heavies,TransactionsDay,TotalVeh_hours
0,2032,1NB,1,NB,Night,6,OP,NT,0.7,55,8000.0,1,6,70,3600,1,5,0.5,0,1128.5,39.1,5.7,291.9,37.9,1.1491656331982272,3.6,1.8,0.3879310344827586,0.3879310344827586,3.402,0.708,1128.5,374.59999999999997,1503.1,2252.3,1.2,0.2815375,2252.3,0.0,1.0,0.0,902.8000000000001,299.68,1202.48,0.5000323733576088,1.5000971200728261,0.03454267738635685,0.07902943162283498,108.76523047524509,326.2956914257353,54.97928104898834,69.99999870699723,0.0,0.600000011082881,0.7639241401242883,-0.1639241290414073,0.00020144354154737058,31.185129144402968,1097.314870855597,23.683540068731187,350.9164599312688,54.868669213134154,1448.2313307868658,8689.387984721194,102.23574935059652,2150.064250649403,0.3500226613503261,1.0500679840509781,0.931700825314263,35.784829072840665,10.915501897677546,24.86932717516312,214.708974437044,65.49301138606528,149.21596305097873,187.1107748664178,142.1012404123871,329.2120152788049,9018.599999999999
1,2032,1NB,1,NB,AM-Early,1,OP,AM,0.7,55,8000.0,1,6,70,3600,1,5,0.5,0,5373.5,80.4,52.9,335.6,23.0,1.1491656331982272,3.6,1.8,0.3879310344827586,0.3879310344827586,3.246,0.715,5373.5,491.90000000000003,5865.4,6849.2,1.2,0.85615,6849.2,0.0,1.0,0.0,4298.8,393.52000000000004,4692.32,1.68137040164195,5.04411120492585,0.1216537414350048,0.22217252873969792,59.18366850065029,177.55100550195087,46.231413573933615,69.96545227519333,0.6046515996564966,0.6002962695760541,0.9084731950242727,-0.3081769254482186,0.10138578197153635,522.9651036807987,4850.534896319201,87.42933350964593,404.4706664903541,610.3944371904447,5255.005562809555,5255.005562809555,785.2531042097365,6063.946895790263,1.176959281149365,3.5308778434480943,2.16302975055419,924.2109290509989,615.508632494356,308.7022965566428,924.2109290509989,615.508632494356,308.7022965566428,522.9651036807987,87.42933350964593,610.3944371904447,5865.4
2,2032,1NB,1,NB,AM-Peak,1,Peak,AM,0.7,55,8000.0,1,6,70,3600,1,5,0.5,0,6739.9,193.1,101.1,328.7,14.9,1.1491656331982272,3.6,1.8,0.3879310344827586,0.3879310344827586,3.246,0.715,7076.8949999999995,669.6899999999999,7746.584999999999,8653.3,1.2,1.0816625,8653.3,0.0,1.0,0.0,5661.516,535.752,6197.268,4.412059263144266,13.236177789432798,0.1042039895808983,0.19562771546123964,63.24182151080023,189.72546453240068,30.122730929727055,69.93003235346146,1.2554496393588739,0.6006003227298814,1.3942958922941375,-0.7936955695642561,0.4414616700604417,589.952554276089,6486.94244572391,104.80793981379004,564.8820601862099,694.7604940898791,7051.82450591012,7051.82450591012,904.3763737174592,8181.58862628254,3.088441484200986,9.265324452602957,5.743219700849514,2793.113509920255,1822.0339423366072,971.079567583648,2793.113509920255,1822.0339423366072,971.079567583648,589.952554276089,104.80793981379004,694.7604940898791,7746.584999999999
3,2032,1NB,1,NB,AM-Shoulder,3,OP,AM,0.7,55,8000.0,1,6,70,3600,1,5,0.5,0,4654.1,179.3,44.8,362.0,8.0,1.1491656331982272,3.6,1.8,0.3879310344827586,0.3879310344827586,3.246,0.715,4654.1,594.1,5248.200000000001,6436.400000000001,1.2,0.8045500000000001,6436.400000000001,0.0,1.0,0.0,3723.2800000000007,475.28000000000003,4198.56,1.486232873709282,4.458698621127846,0.11939880506884437,0.21888032023189527,59.65580940437472,178.96742821312418,48.75595467832381,69.97130118460987,0.5597657105701267,0.6002460907392396,0.8614332398391655,-0.2611871490999259,0.0684578133419614,444.55518293672696,4209.5448170632735,104.0294385998152,490.07056140018483,548.5846215365422,4699.615378463458,14098.846135390373,756.6434987361725,5679.756501263828,1.0403630115964975,3.121089034789492,2.0499087968422005,787.183909050075,462.4987689408851,324.68514010918994,2361.551727150225,1387.4963068226552,974.0554203275699,1333.665548810181,312.0883157994456,1645.7538646096266,15744.600000000002
4,2032,1NB,1,NB,MD,4,OP,MD,0.7,55,8000.0,1,6,70,3600,1,5,0.5,0,4212.8,166.6,47.1,482.6,13.8,1.1491656331982272,3.6,1.8,0.3879310344827586,0.3879310344827586,3.249,0.708,4212.8,710.0999999999999,4922.9,6343.1,1.2,0.7928875000000001,6343.1,0.0,1.0,0.0,3370.2400000000002,568.0799999999999,3938.3199999999997,1.4554358876740772,4.366307663022232,0.11529098737256673,0.2139467626887196,60.224736314202154,180.67420894260644,49.26617016470323,69.97195271913168,0.5482684213115335,0.6002405016276814,0.8525119744357745,-0.25227147280809314,0.062212927559587655,388.55829728251933,3824.2417027174806,121.53887694820781,588.561123051792,510.09717423072715,4412.802825769273,17651.211303077092,753.1749281271427,5589.925071872856,1.0188051213718539,3.056415364115562,2.148998025220887,767.3384740648111,395.86518322295797,371.4732908418531,3069.3538962592443,1583.4607328918319,1485.8931633674124,1554.2331891300773,486.15550779283126,2040.3886969229086,19691.6
5,2032,1NB,1,NB,PM-Shoulder,2,OP,PM,0.7,55,8000.0,1,6,70,3600,1,5,0.5,0,4403.6,137.9,36.8,374.6,9.2,1.1491656331982272,3.6,1.8,0.3879310344827586,0.3879310344827586,3.399,0.592,4403.6,558.5,4962.1,6079.1,1.2,0.7598875,6079.1,0.0,1.0,0.0,3522.8800000000006,446.8,3969.6800000000003,1.2581309843765331,3.7743929531295994,0.1274297018173418,0.2569098493843296,58.74719797751982,176.24159393255945,50.775388222716806,69.96365065263748,0.49321589657607656,0.6003117277073747,0.8271724051773824,-0.2268606774700077,0.044475229078713194,448.9195479382772,3954.6804520617234,114.78732070491847,443.71267929508156,563.7068686431957,4398.393131356805,8796.78626271361,793.2815100530327,5285.818489946968,0.8806916890635731,2.6420750671907194,1.770516029958919,698.6364329915071,395.35971492741703,303.2767180640901,1397.2728659830143,790.7194298548341,606.5534361281802,897.8390958765544,229.57464140983694,1127.4137372863913,9924.2
6,2032,1NB,1,NB,PM-Peak,2,Peak,PM,0.7,55,8000.0,1,6,70,3600,1,5,0.5,0,4235.8,85.0,25.3,339.0,9.2,1.1491656331982272,3.6,1.8,0.3879310344827586,0.3879310344827586,3.399,0.592,4447.59,481.425,4929.015,5611.3,1.2,0.7014125,5611.3,0.0,1.0,0.0,3558.072,385.14000000000004,3943.2120000000004,1.5771358528026989,4.731407558408097,0.12297952611811175,0.24997374164201677,59.505917213380506,178.5177516401415,52.289725082823615,69.97659527484967,0.7154645214878658,0.6002006790275383,0.8032170743578142,-0.20301639533027593,0.02770649750501543,437.5700084541221,4010.019991545878,96.27488685600635,385.1501131439937,533.8448953101284,4395.170104689872,8790.340209379743,726.3946690221412,5165.470330977859,1.103995096961889,3.3119852908856675,2.145984884118893,801.936153059698,483.07514391092315,318.8610091487749,1603.872306119396,966.1502878218463,637.7220182975498,875.1400169082442,192.5497737120127,1067.6897906202569,9858.03
7,2032,1NB,1,NB,PM-Late,5,OP,PM,0.7,55,8000.0,1,6,70,3600,1,5,0.5,0,3865.8,74.7,11.5,332.1,26.4,1.1491656331982272,3.6,1.8,0.3879310344827586,0.3879310344827586,3.399,0.592,3865.8,444.7,4310.5,5199.9,1.2,0.6499874999999999,5199.9,0.0,1.0,0.0,3092.6400000000003,355.76,3448.4,0.9793083947250041,2.937925184175012,0.13670787106759483,0.27111847687625357,57.253775522390214,171.7613265671706,53.337854746888084,69.97880155791694,0.40672832366459594,0.6001817559741904,0.7874332441623072,-0.18725148818811677,0.01665781636816052,422.7882303784865,3443.011769621514,96.45310933349597,348.246890666504,519.2413397119825,3791.258660288018,18956.293301440088,712.1475583789745,4487.752441621025,0.6855158763075028,2.0565476289225084,1.3431366666419347,488.18845754241113,289.82804424040654,198.36041330200462,2440.9422877120555,1449.1402212020328,991.8020665100231,2113.9411518924326,482.26554666747984,2596.206698559912,21552.5
8,2032,1SB,1,SB,Night,6,OP,NT,0.7,55,8000.0,1,6,70,3600,1,5,0.5,0,1500.8,36.8,14.9,294.2,34.5,1.1491656331982272,3.6,1.8,0.3879310344827586,0.3879310344827586,3.402,0.708,1500.8,380.4,1881.1999999999998,2642.0,1.2,0.33025,2642.0,0.0,1.0,0.0,1200.64,304.32,1504.96,0.9658787128785224,2.8976361386355673,0.08031438939967915,0.15944982818739456,81.07790949921225,243.2337284976368,54.95993420632398,69.9999039136662,0.26071111849544165,0.6000008235982773,0.7641930545682359,-0.1641922309699586,0.0003896836523106295,96.42866848883078,1404.3713315111693,48.52377171398791,331.87622828601206,144.9524402028187,1736.2475597971813,10417.485358783088,241.99998363079453,2400.0000163692057,0.6761150990149657,2.028345297044897,1.612547069775994,163.61984289415471,65.19687874320712,98.42296415094758,981.7190573649283,391.18127245924273,590.5377849056855,578.5720109329847,291.1426302839275,869.7146412169121,11287.199999999999
9,2032,1SB,1,SB,AM-Early,1,OP,AM,0.7,55,8000.0,1,6,70,3600,1,5,0.5,0,2798.2,113.8,48.3,383.8,36.8,1.1491656331982272,3.6,1.8,0.3879310344827586,0.3879310344827586,3.246,0.715,2798.2,582.6999999999999,3380.8999999999996,4546.299999999999,1.2,0.5682875,4546.299999999999,0.0,1.0,0.0,2238.56,466.15999999999997,2704.72,0.9063615132839922,2.7190845398519765,0.12397435118257218,0.2256979549595968,58.685478514836866,176.0564355445106,54.21077628327537,69.99150066148388,0.36890179060902967,0.6000728603196313,0.7747537091247569,-0.1746808488051257,0.007782141841875367,277.5240235832588,2520.675976416741,105.21135868396564,477.4886413160343,382.7353822672244,2998.1646177327752,2998.1646177327752,593.1580996351557,3953.141900364844,0.6344530592987945,1.9033591778963834,1.404666769027943,376.3309709613837,176.07596579130933,200.25500517007436,376.3309709613837,176.07596579130933,200.25500517007436,277.5240235832588,105.21135868396564,382.7353822672244,3380.8999999999996
