,index,Year,SegDir,Segment,Direction,Period,Hours/Day,Peak,4Periods,Length,Speed GP,Capacity GP,Alpha GP,Beta GP,Speed ML,Capacity ML,Alpha ML,Beta ML,MinToll,MinCapture,AADT Lights,AADT Medium A,AADT Medium B,AADT Heavy A,AADT Heavy B,GrowthFactor,MaxToll,Soft Cap,Capture factor,MaxCapture,MaxCap_aux,B1,B2,TotalLights,TotalMediumA,TotalMediumB,TotalHeavyA,TotalHeavyB,TotalVeh,Corridor PCE pre-fix,Suppressed ratio ref,Suppressed ratio,Corridor PCE,Max VC,Suppressed Demand,PCE ratio,BonusPeak,BonusOffPeak,HOV3,InScopeLights,InScopeMediumA,InScopeMediumB,InScopeHeavyA,InScopeHeavyB,InScopeVeh,TollLights,TollMediumA,TollMediumB,TollHeavyA,TollHeavyB,CaptureRateLights,CaptureRateMediumA,CaptureRateMediumB,CaptureRateHeavyA,baseToll,devTollShare,tdotTollShare,devTollShare2x,devTollShare3x,devTollShare4x,tdotTollShare2x,tdotTollShare3x,tdotTollShare4x,devTollMediumA,devTollMediumB,devTollHeavyA,tdotTollMediumA,tdotTollMediumB,tdotTollHeavyA,devTollMediumA2x,devTollMediumB2x,devTollHeavyA2x,tdotTollMediumA2x,tdotTollMediumB2x,tdotTollHeavyA2x,devTollMediumA3x,devTollMediumB3x,devTollHeavyA3x,tdotTollMediumA3x,tdotTollMediumB3x,tdotTollHeavyA3x,devTollMediumA4x,devTollMediumB4x,devTollHeavyA4x,tdotTollMediumA4x,tdotTollMediumB4x,tdotTollHeavyA4x,baseTollMediumA,baseTollMediumB,baseTollHeavyA,VOT Lights,VOT MediumA,VOT MediumB,VOT HeavyA,Speed GP Real,Speed ML Real,Bonus Seg,Time ML,Time GP,Time Savings,BonusRel,Reliability %,Bonus %,Time Savings %,MLVeh_Lights,GPVeh_Lights,MLVeh_MediumA,GPVeh_MediumA,MLVeh_MediumB,GPVeh_MediumB,MLVeh_HeavyA,GPVeh_HeavyA,MLVeh,GPVeh,GPVehDay,ML PCE,ML V/C,ML Volume,ML PCE Total,GP PCE,GP Volume,GP PCE Total,Highway PCE,Highway Volume,Highway PCE Total,Highway V/C,TollLightsPerSeg,TollMediumAPerSeg,TollMediumBPerSeg,TollHeavyAPerSeg,TollBlend,RevenuePerHour,DevRevenuePerDay,TDOTRevenuePerDay,DevRevenuePerDay2x,TDOTRevenuePerDay2x,DevRevenuePerDay3x,TDOTRevenuePerDay3x,DevRevenuePerDay4x,TDOTRevenuePerDay4x,BaseRevenuePerDay,RevenuePerHourLights,RevenuePerHourMediumA,RevenuePerHourMediumB,RevenuePerHourHeavyA,RevenuePerDay,RevenuePerDayLights,RevenuePerDayMediumA,RevenuePerDayMediumB,RevenuePerDayHeavyA,TransactionsDay_Lights,TransactionsDay_MediumA,TransactionsDay_MediumB,TransactionsDay_HeavyA,TransactionsDay,GPDay_Lights,GPDay_MediumA,GPDay_MediumB,GPDay_HeavyA,GPDay_HeavyB,TransactionsLightsLength,TransactionsMediumALength,TransactionsMediumBLength,TransactionsHeavyALength,TotalVeh_hours,GPDayLength_Lights,GPDayLength_MediumA,GPDayLength_MediumB,GPDayLength_HeavyA,GPDayLength_HeavyB,Difference in Travel Time,Implied Min VOT
0,160,2032,1NB,1,NB,Night,7,OP,NT,1.3,55,8000.0,1,6,60,3600,1.6,6.3,0.2,0.01,1725.1,45.7,12.3,306.2,37.0,1.2348449699773276,3.6,1.8,0.9,0.36683785766691124,0.36683785766691124,3.621873218950784,0.708,1725.1,45.7,12.3,306.2,37.0,2126.2999999999997,2928.7,0.93,0.36608749999999995,2928.7,1.2,0.0,1.0,2.5,1.6,0.0,1621.5939999999998,42.958,11.562,287.828,34.78,1998.7219999999995,0.2,0.6000000000000001,0.6000000000000001,1.2000000000000002,0.6000000000000001,0.22106487173273334,0.14881739503119015,0.14399299509849173,0.16913955327766358,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6000000000000001,0.6000000000000001,1.2000000000000002,110.56667780201374,331.70003340604126,331.70003340604126,663.4000668120825,54.95993420812556,59.99945827332506,0.0,1.3000117375172657,1.4192156727230594,-0.11920393520579364,0.0007236981788688049,0.006034457267638859,0.0,0.9939655427323612,358.47746961256996,1366.6225303874298,6.3928976557498665,39.30710234425014,1.6648470093287613,10.635152990671239,48.68309934080335,257.5169006591966,415.21831361845193,1711.0816863815478,11977.571804670835,528.7000016302159,0.14686111156394885,3700.900011411511,4811.170014834965,2399.999998369784,16799.999988588486,21839.999985165032,2928.7,20500.899999999998,26651.17,0.36608749999999995,0.26,0.7800000000000001,0.7800000000000001,1.5600000000000003,0.3250094119271722,175.43481790968278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1228.0437253677794,93.2041420992682,4.986460171484897,1.298580667276434,75.94563497165325,1228.0437253677794,652.4289946948774,34.90522120039428,9.090064670935037,531.6194448015727,2509.3422872879896,44.75028359024907,11.653929065301329,340.7816953856235,2906.5281953291637,9566.357712712008,275.14971640975097,74.44607093469867,1802.6183046143763,259.0,3262.1449734743865,58.17536866732379,15.150107784891727,443.01620400131054,14884.099999999999,12436.26502652561,357.6946313326763,96.77989221510828,2343.403795998689,336.7,-0.08399282610589848,130.86816280912342
1,161,2032,1NB,1,NB,AM-Early,1,OP,AM,1.3,55,10400.0,1,6,60,3600,1.6,6.3,0.2,0.05,6517.5,186.5,97.6,317.4,14.8,1.2348449699773276,3.6,1.8,0.9,0.36683785766691124,0.36683785766691124,3.449927929189274,0.715,6517.5,186.5,97.6,317.4,14.8,7133.8,8366.4,1.03,0.8044615384615385,8366.4,1.2,0.0,1.0,2.5,1.6,0.0,6126.45,175.31,91.74399999999999,298.35599999999994,13.911999999999999,6705.772,1.6934418640947313,5.0803255922841934,5.0803255922841934,10.160651184568387,5.0803255922841934,0.11111485779650541,0.11150732706175735,0.11152490019519089,0.0702653421084579,1.6934418640947313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0803255922841934,5.0803255922841934,10.160651184568387,75.26785134314711,225.80355402944133,225.80355402944133,451.60710805888266,48.057485333168266,59.9905055725475,1.0254127725101194,1.3002057451520113,1.6230562098547017,-0.3228504647026904,0.14341207417101842,0.0961416154551589,0.6874235731359281,0.21643481140891296,680.7396205474006,5836.760379452599,19.548349507196683,166.9516504928033,10.231740443507592,87.3682595564924,20.96408641011106,296.4359135898889,731.4837969082159,6402.316203091784,6402.316203091784,832.9721496298466,0.2313811526749574,832.9721496298466,1082.8637945188007,7533.427850370153,7533.427850370153,9793.4562054812,8366.4,8366.4,10876.32,0.8044615384615385,2.201474423323151,6.604423269969452,6.604423269969452,13.208846539938904,2.073995761667797,1972.2225828711998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1972.2225828711996,1498.6308635778094,129.10557437482564,67.5747446773891,276.91140024117567,1972.2225828711998,1498.6308635778094,129.10557437482564,67.5747446773891,276.91140024117567,680.7396205474006,19.548349507196683,10.231740443507592,20.96408641011106,731.4837969082159,5836.760379452599,166.9516504928033,87.3682595564924,296.4359135898889,14.8,884.9615067116208,25.412854359355688,13.30126257655987,27.253312333144383,7133.8,7587.78849328838,217.0371456406443,113.57873742344013,385.3666876668556,19.240000000000002,-0.19891514708020644,409.132028107898
2,162,2032,1NB,1,NB,AM-Peak,3,Peak,AM,1.3,55,7592.330916271331,1,6,60,3600,1.6,6.3,0.2,0.05,6764.5,264.3,65.4,533.5,12.3,1.2348449699773276,3.6,1.8,0.9,0.36683785766691124,0.36683785766691124,3.449927929189274,0.715,6945.487121026422,271.37146072692485,67.14980526500526,547.7740230715642,12.629091815895482,7844.411501905812,10390.010771387837,1.27,1.3684876075568204,9642.260263664592,1.2,747.7505077232454,0.9280317870523858,2.5,1.6,0.0,6528.757893764836,255.08917308330933,63.120816949104935,514.9075816872703,11.871346306941753,7373.746811791462,3.86635022023834,11.59905066071502,11.59905066071502,23.19810132143004,11.59905066071502,0.21410895752291537,0.21528295241337464,0.2154002484556806,0.14823226591563524,3.6,0.13317511011917005,0.13317511011917005,0.13317511011917005,0.0,0.0,0.13317511011917005,0.0,0.0,0.39952533035751014,0.39952533035751014,0.7990506607150203,0.39952533035751014,0.39952533035751014,0.7990506607150203,0.39952533035751014,0.39952533035751014,0.7990506607150203,0.39952533035751014,0.39952533035751014,0.7990506607150203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.8,10.8,21.6,55.319571752528965,165.95871525758687,165.95871525758687,331.91743051517375,25.174869522788526,58.66706759687505,1.6888915750477067,1.329536368443865,3.098327875320016,-1.7687915068761508,1.1761022399967387,0.2538102562570317,0.3644734181055458,0.38171632563742247,1397.8655465534937,5547.621574472928,54.91635031006117,216.45511041686368,13.596239653562737,53.55356561144252,76.32591757064412,471.44810550092006,1542.7040540877617,6301.70744781805,18905.12234345415,1832.3810691562978,0.5089947414323049,5497.143207468894,7146.286169709562,7809.879194508293,23429.63758352488,30458.528858582344,9642.260263664592,28926.780790993773,37604.81502829191,1.27,5.026255286309842,15.078765858929527,15.078765858929527,30.157531717859055,5.166211311756287,10360.91567539662,1070.6345835799546,1070.6345835799546,1070.6345835799546,1070.6345835799546,0.0,0.0,0.0,0.0,28941.477859029954,7026.029092914895,828.0707881523643,205.01451429796563,2301.801280031396,31082.74702618986,21078.087278744686,2484.212364457093,615.0435428938969,6905.403840094188,4193.596639660481,164.7490509301835,40.788718960688215,228.97775271193237,4628.1121622632845,16642.864723418785,649.365331250591,160.66069683432755,1414.3443165027602,37.88727544768645,5451.675631558625,214.17376620923855,53.02533464889468,297.6710785255121,23533.234505717435,21635.72414044442,844.1749306257683,208.8589058846258,1838.6476114535883,49.253458081992385,-0.5708858384438924,170.4979450693996
3,163,2032,1NB,1,NB,AM-Shoulder,1,OP,AM,1.3,55,7711.430327663038,1,6,60,3600,1.6,6.3,0.2,0.05,6327.3,280.3,77.8,739.7,22.2,1.2348449699773276,3.6,1.8,0.9,0.36683785766691124,0.36683785766691124,3.449927929189274,0.715,5590.795345923714,247.67277281975203,68.7439947391249,653.5981093641477,19.615895671061345,6580.4261185178,10552.299189955895,1.11,1.368397137960499,8559.687663705972,1.2,1992.6115262499225,0.8111680222120151,2.5,1.6,0.0,5255.347625168291,232.8124064505669,64.6193550547774,614.3822228022988,18.438941930797665,6185.600551406732,1.7999999949593357,5.399999984878007,5.399999984878007,10.799999969756014,5.399999984878007,0.22535087539480625,0.22582228610394187,0.22587447491161936,0.15667322105646625,1.7999999949593357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.399999984878007,5.399999984878007,10.799999969756014,53.94254385115429,161.82763155346285,161.82763155346285,323.6552631069257,36.506325548333194,59.23684631421595,0.8895820015273469,1.316748018391404,2.136616020057415,-0.8198680016660109,0.5029039413129179,0.22731622241627775,0.4020975051195401,0.3705862724641822,1184.2971878356905,4406.498158088024,52.57422985802712,195.09854296172492,14.595862892125341,54.14813184699956,96.25724180626766,557.3408675578801,1347.7245223921107,5232.70159612569,5232.70159612569,1674.579191504951,0.46516088652915305,1674.579191504951,2176.9529489564366,6885.108472201022,6885.108472201022,8950.641013861328,8559.687663705972,8559.687663705972,11127.593962817766,1.11,2.3399999934471367,7.019999980341409,7.019999980341409,14.039999960682819,2.62222107103425,4594.241132736013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4594.241132736013,2771.2554117749783,369.0710925698151,102.46295721578579,1351.4516711754345,4594.241132736013,2771.2554117749783,369.0710925698151,102.46295721578579,1351.4516711754345,1184.2971878356905,52.57422985802712,14.595862892125341,96.25724180626766,1347.7245223921107,4406.498158088024,195.09854296172492,54.14813184699956,557.3408675578801,19.615895671061345,1539.5863441863976,68.34649881543525,18.974621759762943,125.13441434814796,6580.4261185178,5728.447605514431,253.6281058502424,70.39257140109943,724.5431278252441,25.50066437237975,-0.38372266891642026,171.24707797051317
4,164,2032,1NB,1,NB,MD,5,OP,MD,1.3,55,5441.8710361140875,1,6,60,3600,1.6,6.3,0.2,0.05,4610.9,163.0,44.5,469.2,13.6,1.2348449699773276,3.6,1.8,0.9,0.36683785766691124,0.36683785766691124,3.4532345693769955,0.708,4018.1325064575017,142.04506680964082,38.77917468115961,408.8806463011256,11.851612936264509,4619.6890071856915,6681.8,1.07,1.227849751612511,5822.802008642074,1.2,858.9979913579264,0.8714421276665081,2.5,1.6,0.0,3777.0445560700514,133.52236280106237,36.45242420029003,384.347807523058,11.140516160088637,4342.50766675455,1.799999952403586,5.399999857210758,5.399999857210758,10.799999714421515,5.399999857210758,0.22520031662986104,0.2255202710986958,0.22554786088758777,0.15588188959675298,1.799999952403586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.399999857210758,5.399999857210758,10.799999714421515,53.879578497749996,161.63873549324998,161.63873549324998,323.27747098649996,39.19466193076088,59.9294785302518,1.1260825962458942,1.301529763197028,1.9900669161987028,-0.6885371530016748,0.40031956861181933,0.18073613366469343,0.5084033621897093,0.3108605041455973,850.5916299520685,3167.540876505433,30.111999456634003,111.9330673530068,8.221766302542354,30.557408378617254,59.912862499063394,348.9677838020622,948.8382582103083,3670.850748975384,18354.253744876918,1145.3315147267876,0.31814764297966325,5726.657573633938,7444.65484572412,4677.470493915285,23387.352469576428,30403.55821044936,5822.802008642073,29114.010043210365,37848.21305617348,1.0699999999999998,2.3399999381246617,7.0199998143739855,7.0199998143739855,14.039999628747971,2.5137330839013408,3100.663957214948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15503.319786074737,1990.3843614571954,211.38623059600025,57.71679791767362,841.1765672440782,15503.319786074739,9951.921807285977,1056.9311529800011,288.58398958836807,4205.882836220391,4252.958149760342,150.55999728317002,41.108831512711774,299.564312495317,4744.19129105154,15837.704382527165,559.665336765034,152.78704189308627,1744.8389190103107,59.258064681322544,5528.845594688445,195.72799646812103,53.441480966525305,389.4336062439121,23098.445035928456,20589.015697285315,727.5649377945442,198.62315446101215,2268.290594713404,77.0354840857193,-0.3459869351111439,203.91055976486743
5,165,2032,1NB,1,NB,PM-Shoulder,1,OP,PM,1.3,55,6222.354095429336,1,6,60,3600,1.6,6.3,0.2,0.05,5829.7,143.2,48.2,523.6,13.6,1.2348449699773276,3.6,1.8,0.9,0.36683785766691124,0.36683785766691124,3.6185665787630628,0.592,5023.348264467355,123.39287981743918,41.53307826257381,451.17675888555283,11.718876854170203,5651.169858287091,9217.824999999999,1.11,1.4814047639575836,6906.813045926563,1.2,2311.011954073436,0.7492888014175322,2.5,1.6,0.0,4721.947368599313,115.98930702839283,39.04109356681938,424.10615335241965,11.01574424291999,5312.099666789865,1.7999807543133797,5.399942262940139,5.399942262940139,10.799884525880278,5.399942262940139,0.2458615239527261,0.24631566543031108,0.2463396186781629,0.1599816064453327,1.7999807543133797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.399942262940139,5.399942262940139,10.799884525880278,55.962817243105114,167.88845172931534,167.88845172931534,335.77690345863067,38.179876728554945,59.648508639924046,0.959818609597705,1.3076605229286973,2.0429610224923374,-0.7353004995636401,0.4373454430173634,0.20508919717822918,0.4500982717940479,0.34481253102772286,1160.9451760683921,3862.4030883989626,28.56998334349924,94.82289647393995,9.617368102028763,31.915710160545046,67.84918371667072,383.3275751688821,1266.981711230591,4384.1881470565,4384.1881470565,1479.0547815549885,0.41084855043194124,1479.0547815549885,1922.771216021485,5427.758264371576,5427.758264371576,7056.085743683049,6906.813045926565,6906.813045926565,8978.856959704535,1.1100000000000003,2.3399749806073937,7.019924941822182,7.019924941822182,14.039849883644363,2.39044635702763,3937.2473608413393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3937.2473608413384,2716.582665856883,200.5591386604746,67.51320221411677,952.5923541098645,3937.2473608413393,2716.582665856883,200.5591386604746,67.51320221411677,952.5923541098645,1160.9451760683921,28.56998334349924,9.617368102028763,67.84918371667072,1266.981711230591,3862.4030883989626,94.82289647393995,31.915710160545046,383.3275751688821,11.718876854170203,1509.22872888891,37.14097834654901,12.502578532637392,88.20393883167195,5651.169858287091,5021.1240149186515,123.26976541612194,41.49042320870856,498.32584771954674,15.234539910421264,-0.35991900553570055,190.9403011690626
6,166,2032,1NB,1,NB,PM-Peak,3,Peak,PM,1.3,55,6903.664776832447,1,6,60,3600,1.6,6.3,0.2,0.05,6967.0,129.7,28.4,507.5,17.3,1.2348449699773276,3.6,1.8,0.9,0.36683785766691124,0.36683785766691124,3.6185665787630628,0.592,6775.319417820404,126.13161023271226,27.6186409453279,493.5373337941518,16.824031280076504,7439.4310340726715,10368.054999999998,1.27,1.501819009925492,8767.654266577209,1.2,1600.40073342279,0.8456411801998746,2.5,1.6,0.0,6368.800252751179,118.56371361874952,25.961522488608225,463.92509376650264,15.814589403271913,6993.065172028311,3.6000000000026726,10.800000000008017,10.800000000008017,21.600000000016035,10.800000000008017,0.23693788756821937,0.23818477419822698,0.2382423634955691,0.15360149527950784,3.6,1.3362644324388384e-12,1.3362644324388384e-12,1.3362644324388384e-12,0.0,0.0,1.3362644324388384e-12,0.0,0.0,4.008793297316515e-12,4.008793297316515e-12,8.01758659463303e-12,4.008793297316515e-12,4.008793297316515e-12,8.01758659463303e-12,4.008793297316515e-12,4.008793297316515e-12,8.01758659463303e-12,4.008793297316515e-12,4.008793297316515e-12,8.01758659463303e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.8,10.8,21.6,56.827511623197466,170.4825348695924,170.4825348695924,340.9650697391848,27.048070269072312,58.69512851350269,1.6193233407108283,1.3289007448387522,2.883754708711618,-1.5548539638728658,1.02590102337086,0.2442575931364775,0.38554598611484514,0.3701964207486775,1509.010078230806,5266.309339589598,28.2400713563851,97.89153887632716,6.185134477629393,21.433506467698507,71.25958810022068,422.2777456939311,1614.6948721650413,5824.736161907631,17474.20848572289,1826.0644600335113,0.5072401277870865,5478.193380100534,7121.651394130695,6941.589806543698,20824.76941963109,27072.20024552042,8767.654266577209,26302.962799731627,34193.85163965111,1.27,4.680000000003474,14.040000000010423,14.040000000010423,28.080000000020846,4.547878199279924,9546.46628989102,1.0630502798873543e-08,1.0630502798873543e-08,1.0630502798873543e-08,1.0630502798873543e-08,0.0,0.0,0.0,0.0,28639.3988696518,7062.167166125414,396.49060184394114,86.83928806598114,2000.9692338556822,28639.39886967306,21186.50149837624,1189.4718055318235,260.5178641979434,6002.907701567046,4527.030234692418,84.7202140691553,18.555403432888177,213.77876430066203,4844.084616495124,15798.928018768793,293.6746166289815,64.30051940309552,1266.8332370817932,50.47209384022951,5885.139305100144,110.1362782899019,24.12202446275463,277.91239359086063,22318.293102218013,20538.60642439943,381.7770016176759,83.59067522402418,1646.8832082063311,65.61372199229837,-0.5391769137561397,180.59573858678368
7,167,2032,1NB,1,NB,PM-Late,3,OP,PM,1.3,55,6705.849787444774,1,6,60,3600,1.6,6.3,0.2,0.05,3367.4,63.0,6.2,327.2,35.8,1.2348449699773276,3.6,1.8,0.9,0.36683785766691124,0.36683785766691124,3.6185665787630628,0.592,3367.4,63.0,6.2,327.2,35.8,3799.6,4664.0,0.98,0.6955121495164285,4664.0,1.2,0.0,1.0,2.5,1.6,0.0,3165.3559999999998,59.22,5.827999999999999,307.568,33.651999999999994,3571.624,1.0887421053638662,3.2662263160915987,3.2662263160915987,6.5324526321831975,3.2662263160915987,0.1670433228128838,0.16719589639720153,0.1672040839312824,0.10141846263149791,1.0887421053638662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2662263160915987,3.2662263160915987,6.5324526321831975,66.02318769531256,198.06956308593766,198.06956308593766,396.1391261718753,52.598440066089324,59.99791216561481,0.8650920224602812,1.3000452379858363,1.4829337125206359,-0.18288847453479962,0.045326326037172474,0.041458010763585365,0.7912618893760992,0.16728009986031553,528.7515841256986,2838.6484158743015,9.901340984642275,53.098659015357725,0.9744654011515137,5.225534598848487,31.193073714644548,296.00692628535546,570.820464226137,3228.7795357738632,9686.33860732159,654.9582244270136,0.1819328401186149,1964.874673281041,2554.337075265353,4009.0417755729864,12027.125326718959,15635.262924734647,4664.0,13992.0,18189.6,0.6955121495164285,1.415364736973026,4.246094210919079,4.246094210919079,8.492188421838158,1.4277067580950396,1059.4535047649847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3178.360514294954,748.3763467901402,42.042026635225376,4.13767189857038,264.8974594410486,3178.360514294954,2245.1290403704206,126.12607990567614,12.41301569571114,794.6923783231459,1586.2547523770959,29.704022953926824,2.923396203454541,93.57922114393364,1712.461392678411,8515.945247622905,159.29597704607318,15.67660379654546,888.0207788560664,107.39999999999999,2062.1311780902247,38.615229840104874,3.8004150644909034,121.65298748711373,11398.8,11070.728821909777,207.08477015989513,20.3795849355091,1154.4270125128864,139.62,-0.1233288264948354,464.3369924452118
8,168,2032,1SB,1,SB,Night,7,OP,NT,1.3,55,8000.0,1,6,60,3600,1.6,6.3,0.2,0.01,1675.7,48.2,19.8,308.7,34.6,1.2348449699773276,3.6,1.8,0.9,0.36683785766691124,0.36683785766691124,3.621873218950784,0.708,1675.7,48.2,19.8,308.7,34.6,2087.0,2909.6000000000004,0.93,0.3637,2909.6000000000004,1.2,0.0,1.0,2.5,1.6,0.0,1575.158,45.308,18.612,290.178,32.524,1961.78,0.2,0.6000000000000001,0.6000000000000001,1.2000000000000002,0.6000000000000001,0.21342899983675423,0.14358639283938,0.13950190915259894,0.16783898313648246,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6000000000000001,0.6000000000000001,1.2000000000000002,110.56443889318328,331.6933166795498,331.6933166795498,663.3866333590996,54.959934208295735,59.99957035701229,0.0,1.3000093089980596,1.419215672718665,-0.11920636372060534,0.0007236981757928112,0.006034335047854637,0.0,0.9939656649521454,336.1843965248621,1339.515603475138,6.505612286766628,41.694387713233375,2.5964095331481714,17.20359046685183,48.70318044857821,259.99681955142177,393.9895987933551,1693.0104012066452,11851.072808446515,509.6000033303411,0.1415555564806503,3567.2000233123877,4637.360030306104,2399.999996669659,16799.999976687614,21839.999969693898,2909.6000000000004,20367.2,26477.36,0.3637,0.26,0.7800000000000001,0.7800000000000001,1.5600000000000003,0.33285627168040594,170.4844816157797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1193.391371310458,87.40794309646415,5.074377583677971,2.025199435855574,75.97696149978202,1193.391371310458,611.8556016752491,35.520643085745796,14.176396050989018,531.8387304984742,2353.2907756740346,45.5392860073664,18.1748667320372,340.92226314004745,2757.927191553486,9376.609224325966,291.86071399263363,120.42513326796279,1819.9777368599523,242.20000000000002,3059.278008376245,59.20107180957632,23.627326751648358,443.1989420820617,14609.0,12189.591991623756,379.41892819042374,156.55267324835162,2365.971057917938,314.86,-0.08399453727300822,130.86549671595657
9,169,2032,1SB,1,SB,AM-Early,1,OP,AM,1.3,55,10400.0,1,6,60,3600,1.6,6.3,0.2,0.05,3753.9,146.9,65.4,330.9,17.3,1.2348449699773276,3.6,1.8,0.9,0.36683785766691124,0.36683785766691124,3.449927929189274,0.715,3753.9,146.9,65.4,330.9,17.3,4314.400000000001,5435.4,1.03,0.5226346153846153,5435.4,1.2,0.0,1.0,2.5,1.6,0.0,3528.6659999999997,138.08599999999998,61.476,311.04599999999994,16.262,4055.536,0.8614388484811402,2.5843165454434205,2.5843165454434205,5.168633090886841,2.5843165454434205,0.12102122078859814,0.12113684751400472,0.12114537191003107,0.07715366915482433,0.8614388484811402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5843165454434205,2.5843165454434205,5.168633090886841,72.67074805010873,218.01224415032618,218.01224415032618,436.02448830065237,54.430470624184004,59.99911475614965,0.6425310043313718,1.3000191805664154,1.4330208632321437,-0.13300168266572832,0.010387331535227824,0.013216779430845548,0.8175526633502362,0.1692305572189181,427.04346707521944,3326.856532924781,16.727302725818856,130.17269727418116,7.4475328835410695,57.952467116458934,23.99834017593148,306.9016598240685,475.21664286051083,3839.18335713949,3839.18335713949,571.5629944310937,0.15876749845308158,571.5629944310937,743.0318927604218,4863.8370055689065,4863.8370055689065,6322.988107239578,5435.400000000001,5435.400000000001,7066.02,0.5226346153846154,1.1198705030254823,3.359611509076447,3.359611509076447,6.719223018152894,1.1665960855241353,720.7016379380909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,720.7016379380909,478.233382287272,56.19723875346685,25.020817189769875,161.25019970758217,720.7016379380909,478.233382287272,56.19723875346685,25.020817189769875,161.25019970758217,427.04346707521944,16.727302725818856,7.4475328835410695,23.99834017593148,475.21664286051083,3326.856532924781,130.17269727418116,57.952467116458934,306.9016598240685,17.3,555.1565071977853,21.745493543564514,9.68179274860339,31.197842228710925,4314.400000000001,4324.913492802215,169.2245064564355,75.33820725139661,398.972157771289,22.490000000000002,-0.09281210488851241,505.19834662845915
