,index,Year,SegDir,Segment,Direction,Period,Hours/Day,Peak,4Periods,Length,Speed GP,Capacity GP,Alpha GP,Beta GP,Speed ML,Capacity ML,Alpha ML,Beta ML,MinToll,MinCapture,AADT Lights,AADT Medium A,AADT Medium B,AADT Heavy A,AADT Heavy B,GrowthFactor,MaxToll,Soft Cap,MaxCapture,MaxCap_aux,B1,B2,TotalLights,TotalHeavies,TotalVeh,Corridor PCE pre-fix,Suppressed ratio ref,Suppressed ratio,Corridor PCE,Suppressed Demand,PCE ratio,HOV3,InScopeLights,InScopeHeavies,InScopeVeh,TollLights,TollHeavies,CaptureRateLights,CaptureRateHeavies,VOT Lights,VOT Heavies,Speed GP real,Speed ML real,Bounus Seg,Time ML,Time GP,Time Savings,BonusRel,MLVeh_Lights,GPVeh_Lights,MLVeh_Heavies,GPVeh_Heavies,MLVeh,GPVeh,GPVehDay,ML PCE,GP PCE,TollLightsPerSeg,TollHeaviesPerSeg,TollBlend,RevenuePerHour,RevenuePerHourLights,RevenuePerHourHeavies,RevenuePerDay,RevenuePerDayLights,RevenuePerDayHeavies,TransactionsDay_Lights,TransactionsDay_Heavies,TransactionsDay,TotalVeh_hours
10,10,2032,1SB,1,SB,AM-Peak,1,Peak,AM,0.7,55,8000.0,1,6,70,3600,1,5,0.5,0,3881.9,151.7,67.8,342.5,18.4,1.1491656331982272,3.6,1.8,0.3879310344827586,0.3879310344827586,3.246,0.715,4075.9950000000003,609.42,4685.415,5623.1,1.2,0.7028875,5623.1,0.0,1.0,0.0,3260.7960000000003,487.536,3748.3320000000003,1.6987093077464124,5.096127923239237,0.11271184643590253,0.20891064249176292,61.134708626080716,183.40412587824213,52.07753233202481,69.98401049701893,0.7556218849100949,0.6001370841956686,0.8064898262119136,-0.20635274201624498,0.029997423802884983,367.5303380108052,3708.464661989195,101.85145899786413,507.5685410021358,469.38179700866937,4216.033202991331,4216.033202991331,673.0847150043976,5231.170284995603,1.1890965154224886,3.5672895462674656,2.435917365280132,800.3626891958679,437.0290442406979,363.3336449551701,800.3626891958679,437.0290442406979,363.3336449551701,367.5303380108052,101.85145899786413,469.38179700866937,4685.415
11,11,2032,1SB,1,SB,AM-Shoulder,3,OP,AM,0.7,55,8000.0,1,6,70,3600,1,5,0.5,0,3857.7,175.8,62.1,404.5,17.2,1.1491656331982272,3.6,1.8,0.3879310344827586,0.3879310344827586,3.246,0.715,3857.7,659.6,4517.3,5836.5,1.2,0.7295625,5836.5,0.0,1.0,0.0,3086.16,527.6800000000001,3613.84,1.2562005268025729,3.7686015804077186,0.11862020207950513,0.2177628427426018,59.81748509940001,179.45245529820005,51.44133400309262,69.97900009083811,0.4964565170549741,0.6001800532371251,0.8164640519912447,-0.21628399875411963,0.036979381848416835,366.0809228496855,3491.6190771503143,114.90909685841613,544.6909031415839,480.99001970810167,4036.3099802918982,12108.929940875694,710.8082134249339,5125.691786575066,0.879340368761801,2.638021106285403,1.8564161740858625,625.0423565119984,321.90973369530286,303.13262281669546,1875.1270695359951,965.7292010859086,909.3978684500864,1098.2427685490566,344.7272905752484,1442.970059124305,13551.900000000001
12,12,2032,1SB,1,SB,MD,4,OP,MD,0.7,55,8000.0,1,6,70,3600,1,5,0.5,0,4681.7,183.9,63.2,553.9,16.1,1.1491656331982272,3.6,1.8,0.3879310344827586,0.3879310344827586,3.249,0.708,4681.7,817.1,5498.8,7133.0,1.2,0.891625,7133.0,0.0,1.0,0.0,3745.36,653.6800000000001,4399.04,1.7999990967373163,5.399997290211949,0.11700162122495908,0.2164844416834728,59.85774515568559,179.57323546705678,44.649008822201345,69.94470806799136,0.6094248625715903,0.6004743054924604,0.9406703778632562,-0.34019607237079585,0.12392380995882481,438.21319207111276,4243.486807928887,141.51154983965253,675.5884501603475,579.7247419107653,4919.075258089235,19676.30103235694,862.7478415900704,6270.2521584099295,1.2599993677161214,3.7799981031483636,2.678763253153053,1087.0617349019371,552.1483449344654,534.9133899674716,4348.246939607749,2208.5933797378616,2139.6535598698865,1752.852768284451,566.0461993586101,2318.898967643061,21995.2
13,13,2032,1SB,1,SB,PM-Shoulder,2,OP,PM,0.7,55,8000.0,1,6,70,3600,1,5,0.5,0,4725.4,117.2,32.2,409.1,6.9,1.1491656331982272,3.6,1.8,0.3879310344827586,0.3879310344827586,3.399,0.592,4725.4,565.4,5290.799999999999,6421.599999999999,1.2,0.8027,6421.599999999999,0.0,1.0,0.0,3780.3199999999997,452.32,4232.639999999999,1.3953259322766214,4.185977796829864,0.12595764313081725,0.2546159410014056,58.99609018686771,176.98827056060315,49.21079518441887,69.95667011740782,0.5283623100207636,0.6003716290313943,0.8534712727685824,-0.2530996437371881,0.06288443639255319,476.16019748029106,4249.239802519709,115.16788243375578,450.2321175662442,591.3280799140468,4699.471920085954,9398.943840171907,821.6638447815584,5599.936155218442,0.9767281525936349,2.9301844577809044,1.938837185618634,802.5422091664747,465.07907002354506,337.4631391429296,1605.0844183329493,930.1581400470901,674.9262782858592,952.3203949605821,230.33576486751156,1182.6561598280937,10581.599999999999
14,14,2032,1SB,1,SB,PM-Peak,2,Peak,PM,0.7,55,8000.0,1,6,70,3600,1,5,0.5,0,4123.2,96.5,16.1,326.4,3.4,1.1491656331982272,3.6,1.8,0.3879310344827586,0.3879310344827586,3.399,0.592,4329.36,464.52,4793.879999999999,5450.4,1.2,0.6812999999999999,5450.4,0.0,1.0,0.0,3463.488,371.616,3835.1039999999994,1.5154152390826727,4.546245717248018,0.12394851502681604,0.2514912870973094,59.337978401975725,178.01393520592717,52.717116545380264,69.97916782156507,0.6920570943445665,0.6001786146856279,0.796705183293652,-0.1965265686080241,0.023148173760101934,429.29419441319703,3900.0658055868025,93.45818614595372,371.06181385404625,522.7523805591508,4271.127619440849,8542.255238881698,709.6687528510581,5013.251247148941,1.0607906673578709,3.1823720020736124,2.0572701010389745,752.8099899399019,455.39127498443486,297.41871495546707,1505.6199798798039,910.7825499688697,594.8374299109341,858.5883888263941,186.91637229190744,1045.5047611183015,9587.759999999998
15,15,2032,1SB,1,SB,PM-Late,5,OP,PM,0.7,55,8000.0,1,6,70,3600,1,5,0.5,0,4693.2,70.1,14.9,370.0,26.4,1.1491656331982272,3.6,1.8,0.3879310344827586,0.3879310344827586,3.399,0.592,4693.2,481.4,5174.599999999999,6137.4,1.2,0.7671749999999999,6137.4,0.0,1.0,0.0,3754.56,385.12,4139.679999999999,1.263069949386778,3.7892098481603345,0.13170139050177773,0.2634698551573723,58.04789526341254,174.14368579023764,50.53731838968448,69.96234968545143,0.498850864824164,0.6003228906523396,0.8310690265784445,-0.23074613592610493,0.04720286405945663,494.4807727223546,4198.719227277646,101.46751061820723,379.9324893817927,595.9482833405618,4578.6517166594385,22893.258583297193,798.8833045769762,5338.5166954230235,0.8841489645707445,2.652446893712234,1.6931762760047289,706.3318465545883,437.1946632026115,269.1371833519769,3531.6592327729413,2185.9733160130572,1345.6859167598845,2472.403863611773,507.33755309103617,2979.741416702809,25872.999999999996
16,16,2032,2NB,2,NB,Night,6,OP,NT,0.7,55,8000.0,1,6,70,3600,1,5,0.5,0,1069.6,27.8,3.6,131.6,14.5,1.2072707514969094,3.6,1.8,0.3879310344827586,0.3879310344827586,3.402,0.708,1069.6,177.5,1247.1,1602.1,1.2,0.20026249999999998,1602.1,0.0,1.0,0.0,855.68,142.0,997.68,0.5000004039345032,1.5000012118035095,0.034270935989073985,0.07849857203524045,109.03951871961986,327.1185561588596,54.99720874827178,69.99999988723218,0.0,0.6000000009665813,0.7636751201727088,-0.16367511920612743,2.712957544158054e-05,29.324954507130826,1040.2750454928691,11.146797229004145,166.35320277099586,40.47175173613497,1206.628248263865,7239.76948958319,62.76534619414326,1539.3346538058568,0.3500002827541522,1.0500008482624565,0.77542229095413,21.96788891511239,10.263742369248439,11.704146545863953,131.80733349067435,61.58245421549063,70.22487927518372,175.94972704278496,66.88078337402487,242.83051041680983,7482.599999999999
17,17,2032,2NB,2,NB,AM-Early,1,OP,AM,0.7,55,8000.0,1,6,70,3600,1,5,0.5,0,4739.7,45.9,37.4,165.4,13.3,1.2072707514969094,3.6,1.8,0.3879310344827586,0.3879310344827586,3.246,0.715,4739.7,262.0,5001.7,5525.7,1.2,0.6907125,5525.7,0.0,1.0,0.0,3791.76,209.60000000000002,4001.36,1.0758692477917877,3.227607743375363,0.14001818185271062,0.2488375850762911,55.62240410060806,166.86721230182417,52.434103810690964,69.98223874159575,0.46351125291618966,0.6001522779955911,0.8010053943448249,-0.20085311634923375,0.02615832149592289,530.9153412218341,4208.784658778166,52.156357831990626,209.84364216800938,583.0716990538247,4418.628300946175,4418.628300946175,687.384414717806,4838.315585282194,0.7531084734542514,2.259325420362754,1.2683444495871097,517.6750272443709,399.8368421610184,117.83818508335243,517.6750272443709,399.8368421610184,117.83818508335243,530.9153412218341,52.156357831990626,583.0716990538247,5001.7
18,18,2032,2NB,2,NB,AM-Peak,1,Peak,AM,0.7,55,8000.0,1,6,70,3600,1,5,0.5,0,7109.6,102.6,68.8,170.2,6.0,1.2072707514969094,3.6,1.8,0.3879310344827586,0.3879310344827586,3.246,0.715,7465.080000000001,364.97999999999996,7830.06,8152.400000000001,1.2,1.01905,8152.400000000001,0.0,1.0,0.0,5972.064000000001,291.984,6264.048000000001,1.799999997052803,5.399999991158409,0.19648760879228258,0.3255449885042124,47.326627574227324,141.97988272268196,40.94820081605516,69.24395445121228,0.7552282402326477,0.6065511470693409,1.0256860903039344,-0.41913494323459355,0.18343480866729966,1173.4365749144745,6291.643425085526,95.05392792341394,269.926072076586,1268.4905028378885,6561.569497162112,6561.569497162112,1458.5983586847162,7101.421641315284,1.259999997936962,3.779999993810886,2.069764838964068,1837.8339289335988,1478.5300819713937,359.3038469622051,1837.8339289335988,1478.5300819713937,359.3038469622051,1173.4365749144745,95.05392792341394,1268.4905028378885,7830.06
19,19,2032,2NB,2,NB,AM-Shoulder,3,OP,AM,0.7,55,8000.0,1,6,70,3600,1,5,0.5,0,5695.9,164.2,42.3,188.3,3.6,1.2072707514969094,3.6,1.8,0.3879310344827586,0.3879310344827586,3.246,0.715,5695.9,398.40000000000003,6094.299999999999,6891.099999999999,1.2,0.8613875,6891.099999999999,0.0,1.0,0.0,4556.72,318.72,4875.44,1.6822112858027,5.0466338574081,0.12535499139916265,0.2275963532085803,58.422164942593845,175.26649482778151,45.949178488256855,69.96465950323422,0.6089057700556919,0.6003030715536962,0.914053338532132,-0.3137502669784358,0.10529188242703785,571.2075964083924,5124.692403591607,72.53950969463872,325.8604903053613,643.7471061030311,5450.552893896968,16351.658681690904,788.8261254923086,6102.273874507691,1.17754790006189,3.5326437001856696,2.061325322100629,928.8805475874249,672.6243056501021,256.2562419373228,2786.6416427622744,2017.8729169503063,768.7687258119684,1713.6227892251773,217.61852908391617,1931.2413183090935,18282.899999999998
20,20,2032,2NB,2,NB,MD,4,OP,MD,0.7,55,8000.0,1,6,70,3600,1,5,0.5,0,5729.7,164.2,43.5,252.3,8.5,1.2072707514969094,3.6,1.8,0.3879310344827586,0.3879310344827586,3.249,0.708,5729.7,468.5,6198.2,7135.2,1.2,0.8919,7135.2,0.0,1.0,0.0,4583.76,374.8,4958.56,1.7999857361413747,5.399957208424124,0.12441951125737907,0.2274203703376593,58.31701851455785,174.95105554367353,44.3333534744882,69.95550984410964,0.6263009097872355,0.6003815867198123,0.9473679906522087,-0.3469864039323963,0.1286121389110916,570.3091789211239,5159.390821078876,85.23715480255471,383.2628451974453,655.5463337236787,5542.653666276321,22170.614665105284,826.0206433287881,6309.179356671211,1.2599900152989623,3.7799700458968863,2.268070614176994,1040.7777630250982,718.5838710739655,322.19389195113274,4163.111052100393,2874.335484295862,1288.775567804531,2281.2367156844957,340.94861921021885,2622.1853348947147,24792.8
21,21,2032,2NB,2,NB,PM-Shoulder,2,OP,PM,0.7,55,8000.0,1,6,70,3600,1,5,0.5,0,6031.5,156.9,41.0,212.5,12.1,1.2072707514969094,3.6,1.8,0.3879310344827586,0.3879310344827586,3.399,0.592,6031.5,422.5,6454.0,7299.0,1.2,0.912375,7299.0,0.0,1.0,0.0,4825.2,338.0,5163.200000000001,1.7999900305363876,5.399970091609163,0.13296093956478433,0.2653223208298989,57.85405583802647,173.56216751407942,43.674846685531506,69.92759405699366,0.6110782407585965,0.600621264986872,0.9616519160882059,-0.3610306511013339,0.13861088671628957,641.5631255879973,5389.936874412003,89.67894444050583,332.8210555594942,731.2420700285031,5722.757929971497,11445.515859942994,910.5999589095148,6388.4000410904855,1.2599930213754713,3.7799790641264135,2.241488714920466,1147.3495934907796,808.3650610127117,338.9845324780679,2294.6991869815593,1616.7301220254235,677.9690649561358,1283.1262511759946,179.35788888101166,1462.4841400570062,12908.0
22,22,2032,2NB,2,NB,PM-Peak,2,Peak,PM,0.7,55,8000.0,1,6,70,3600,1,5,0.5,0,5705.6,100.2,29.0,178.7,4.8,1.2072707514969094,3.6,1.8,0.3879310344827586,0.3879310344827586,3.399,0.592,5990.880000000001,328.335,6319.215000000001,6643.700000000001,1.2,0.8304625000000001,6643.700000000001,0.0,1.0,0.0,4792.704000000001,262.668,5055.372000000001,1.799962544014673,5.399887632044019,0.14456154378510072,0.2828072494134229,56.08286988443629,168.24860965330888,48.469460248510785,69.9255482244073,0.8078723320100838,0.6006388375420707,0.8665250197683074,-0.2658861822262367,0.07202205929236065,692.8406891450275,5298.039310854973,74.28441458892496,254.05058541107502,767.1251037339524,5552.0898962660485,11104.179792532097,915.6939329118023,6060.191067088199,1.259973780810271,3.779921342430813,2.148560610257839,1153.7503467159102,872.9611026012539,280.7892441146563,2307.5006934318203,1745.9222052025077,561.5784882293126,1385.681378290055,148.56882917784992,1534.2502074679048,12638.430000000002
23,23,2032,2NB,2,NB,PM-Late,5,OP,PM,0.7,55,8000.0,1,6,70,3600,1,5,0.5,0,4366.7,45.9,7.2,158.2,9.7,1.2072707514969094,3.6,1.8,0.3879310344827586,0.3879310344827586,3.399,0.592,4366.7,220.99999999999997,4587.7,5029.7,1.2,0.6287125,5029.7,0.0,1.0,0.0,3493.36,176.79999999999998,3670.16,0.8971148500817521,2.6913445502452564,0.15447465057649987,0.2974849035994883,54.67624163543841,164.02872490631526,53.646982096416146,69.98090393504053,0.389543385964357,0.6001637252211878,0.7828958565556623,-0.18273213133447452,0.013481645043509106,539.6355653379215,3827.0644346620784,52.59533095638953,168.40466904361045,592.230896294311,3995.4691037056887,19977.345518528444,697.4215582070901,4332.27844179291,0.6279803950572264,1.8839411851716794,1.0564582843442338,437.96706564431486,338.88055550783764,99.08651013647722,2189.8353282215744,1694.4027775391883,495.4325506823861,2698.1778266896076,262.9766547819477,2961.1544814715553,22938.5
24,24,2032,2SB,2,SB,Night,6,OP,NT,0.7,55,8000.0,1,6,70,3600,1,5,0.5,0,1175.9,24.1,7.2,132.8,14.5,1.2072707514969094,3.6,1.8,0.3879310344827586,0.3879310344827586,3.402,0.708,1175.9,178.60000000000002,1354.5,1711.7000000000003,1.2,0.21396250000000003,1711.7000000000003,0.0,1.0,0.0,940.7200000000001,142.88000000000002,1083.6000000000001,0.5002313923268356,1.5006941769805067,0.03424425082841272,0.07844419825597254,109.06820571329948,327.20461713989846,54.99582987147181,69.99999985678531,0.0,0.6000000012275545,0.7636942673318367,-0.16369426610428217,4.053258683113653e-05,32.214251639304415,1143.6857483606957,11.208107046813359,167.39189295318667,43.422358686117775,1311.0776413138824,7866.465847883294,65.83857277974448,1645.8614272202558,0.35016197462878484,1.0504859238863546,0.7584691833185129,23.054164651296297,11.280205965207402,11.773958686088893,138.32498790777777,67.68123579124442,70.64375211653336,193.28550983582647,67.24864228088015,260.53415211670665,8127.0
25,25,2032,2SB,2,SB,AM-Early,1,OP,AM,0.7,55,8000.0,1,6,70,3600,1,5,0.5,0,3008.5,65.2,22.9,196.8,15.7,1.2072707514969094,3.6,1.8,0.3879310344827586,0.3879310344827586,3.246,0.715,3008.5,300.59999999999997,3309.1,3910.3,1.2,0.48878750000000004,3910.3,0.0,1.0,0.0,2406.8,240.48,2647.28,0.7387952396869526,2.216385719060858,0.14366327211561628,0.2540632440751719,54.97393326182808,164.92179978548424,54.688247491306065,69.99520177045981,0.30877708782868485,0.60004113050111,0.7679895028027155,-0.16794837230160553,0.003047197416446376,345.76876332786526,2662.731236672135,61.09712893519733,239.50287106480263,406.8658922630626,2902.2341077369374,2902.2341077369374,529.0601501334572,3381.2398498665425,0.5171566677808668,1.5514700033426003,0.9606780215775477,273.60698429866386,178.81662146534995,94.79036283331389,273.60698429866386,178.81662146534995,94.79036283331389,345.76876332786526,61.09712893519733,406.8658922630626,3309.1
26,26,2032,2SB,2,SB,AM-Peak,1,Peak,AM,0.7,55,8000.0,1,6,70,3600,1,5,0.5,0,4287.0,112.3,50.7,206.4,6.0,1.2072707514969094,3.6,1.8,0.3879310344827586,0.3879310344827586,3.246,0.715,4501.35,394.17,4895.52,5413.2,1.2,0.67665,5413.2,0.0,1.0,0.0,3601.0800000000004,315.336,3916.4160000000006,1.5588244872724748,4.676473461817425,0.1228020053872903,0.22389440738610533,58.93883016297427,176.81649048892282,52.66559238903868,69.9861492331381,0.7231401859068631,0.6001187443545359,0.7974846212636827,-0.19736587690914675,0.023693780339123394,442.2198455600634,4059.130154439937,70.60196684750491,323.5680331524951,512.8218124075684,4382.698187592432,4382.698187592432,654.0257461025781,5029.834253897422,1.0911771410907323,3.273531423272197,1.988042091160284,713.6579438319444,482.54018681181515,231.11775702012923,713.6579438319444,482.54018681181515,231.11775702012923,442.2198455600634,70.60196684750491,512.8218124075684,4895.52
27,27,2032,2SB,2,SB,AM-Shoulder,3,OP,AM,0.7,55,8000.0,1,6,70,3600,1,5,0.5,0,4791.7,160.6,45.9,236.6,10.9,1.2072707514969094,3.6,1.8,0.3879310344827586,0.3879310344827586,3.246,0.715,4791.7,454.0,5245.7,6153.7,1.2,0.7692125,6153.7,0.0,1.0,0.0,3833.36,363.20000000000005,4196.56,1.3308766193432007,3.992629858029602,0.12687567949556475,0.229875947059534,58.10812820245069,174.32438460735207,50.1654725839269,69.9748652327574,0.5291244526812469,0.6002155182478079,0.8372292303184017,-0.23701371207059374,0.05151500667742669,486.3601547511181,4305.339845248882,83.49094397202276,370.50905602797724,569.8510987231409,4675.848901276859,14027.546703830576,736.8329866671863,5416.867013332813,0.9316136335402404,2.7948409006207213,1.7208597061819728,686.4436560213251,453.0997509768828,233.3439050444423,2059.330968063975,1359.2992529306484,700.0317151333269,1459.0804642533544,250.4728319160683,1709.5532961694228,15737.099999999999
28,28,2032,2SB,2,SB,MD,4,OP,MD,0.7,55,8000.0,1,6,70,3600,1,5,0.5,0,6397.3,219.7,45.9,332.0,14.5,1.2072707514969094,3.6,1.8,0.3879310344827586,0.3879310344827586,3.249,0.708,6397.3,612.0999999999999,7009.4,8233.6,1.2,1.0292000000000001,8233.6,0.0,1.0,0.0,5117.84,489.67999999999995,5607.52,1.7999999782935923,5.399999934880777,0.17086823790822364,0.2929605452578015,50.523352336725885,151.57005701017766,38.67585467957521,69.56481373191701,0.5640729919852132,0.6037535033423082,1.0859488522739815,-0.4821953489316734,0.22561874204633256,874.4763026962233,5522.8236973037765,143.45691980184023,468.6430801981597,1017.9332224980635,5991.466777501936,23965.867110007744,1304.847062101744,6928.752937898255,1.2599999848055146,3.7799999544165432,2.30734652484934,1644.1072784217176,1101.840128110024,542.2671503116937,6576.429113686871,4407.360512440096,2169.068601246775,3497.9052107848934,573.8276792073609,4071.732889992254,28037.6
29,29,2032,2SB,2,SB,PM-Shoulder,2,OP,PM,0.7,55,8000.0,1,6,70,3600,1,5,0.5,0,7494.7,176.3,33.8,218.5,7.2,1.2072707514969094,3.6,1.8,0.3879310344827586,0.3879310344827586,3.399,0.592,7494.7,435.8,7930.5,8802.1,1.2,1.1002625000000001,8802.1,0.0,1.0,0.0,5995.76,348.64000000000004,6344.400000000001,1.7999981519663568,5.399994455899071,0.20715505227443715,0.37044215901270816,48.54412152702321,145.63236458106965,36.1980422105521,68.69476293510326,0.49720626143678043,0.6114003194053947,1.1602837456152966,-0.5488834262099018,0.27765316738525303,1242.0519762249794,6252.64802377502,129.1509543181906,306.6490456818094,1371.20293054317,6559.297069456829,13118.594138913659,1629.5048391795513,7172.595160820449,1.2599987063764497,3.779996119129349,2.139074847208463,2053.173989400399,1564.9838832957869,488.1901061046123,4106.347978800798,3129.9677665915738,976.3802122092246,2484.103952449959,258.3019086363812,2742.40586108634,15861.0
30,30,2032,2SB,2,SB,PM-Peak,2,Peak,PM,0.7,55,8000.0,1,6,70,3600,1,5,0.5,0,7716.9,137.6,21.7,175.1,2.4,1.2072707514969094,3.6,1.8,0.3879310344827586,0.3879310344827586,3.399,0.592,8102.745,353.64,8456.385,8727.3,1.2,1.0909125,8727.3,0.0,1.0,0.0,6482.196,282.912,6765.108,3.5999905665083003,10.799971699524901,0.13693416899721808,0.2711198715887076,57.25589904027925,171.76769712083777,31.597293053409285,69.79860686528882,1.1212430780292695,0.6017312076308331,1.329227789513706,-0.7274965818828728,0.3959139981141396,887.634122537091,7215.110877462909,76.70306511090443,276.93693488909554,964.3371876479954,7492.047812352005,14984.09562470401,1117.7433178698043,8045.921682130196,2.51999339655581,7.559980189667431,4.172674715493586,2816.7057800762886,2236.83212735108,579.8736527252086,5633.411560152577,4473.66425470216,1159.7473054504171,1775.268245074182,153.40613022180887,1928.6743752959908,16912.77
31,31,2032,2SB,2,SB,PM-Late,5,OP,PM,0.7,55,8000.0,1,6,70,3600,1,5,0.5,0,4910.0,54.3,9.7,166.6,12.1,1.2072707514969094,3.6,1.8,0.3879310344827586,0.3879310344827586,3.399,0.592,4910.0,242.7,5152.7,5638.1,1.2,0.7047625000000001,5638.1,0.0,1.0,0.0,3928.0,194.16,4122.16,1.051352265535122,3.154056796605366,0.14966433314405775,0.29042301390753195,55.34406358896733,166.03219076690198,52.30189651280067,69.97122459365359,0.447821642579254,0.6002467477725038,0.8030301537865013,-0.20278340601399758,0.027575653105096406,587.8815005898589,4322.118499410141,56.3885323802864,186.3114676197136,644.2700329701453,4508.429967029855,22542.149835149277,757.0470977307181,4881.052902269283,0.7359465858745853,2.207839757623756,1.2353875558152205,557.1462269211854,432.64938325793463,124.49684366325084,2785.731134605927,2163.246916289673,622.4842183162542,2939.407502949294,281.942661901432,3221.3501648507263,25763.5
32,32,2032,3NB,3,NB,Night,6,OP,NT,0.5,55,8000.0,1,6,70,3600,1,5,0.5,0,755.7,26.1,4.7,204.1,33.2,1.1863453637211232,3.6,1.8,0.3879310344827586,0.3879310344827586,3.402,0.708,755.7,268.1,1023.8000000000001,1560.0,1.2,0.195,1560.0,0.0,1.0,0.0,604.5600000000001,214.48000000000002,819.0400000000001,0.5000126952587105,1.5000380857761315,0.0342530457955887,0.07847895185823274,109.05016635331955,327.15049905995863,54.997715374709784,69.99999978810374,0.0,0.42857142986875263,0.5454772038366386,-0.11690577396788593,1.5860867465161688e-05,20.708021366181107,734.9919786338189,16.83216559455376,251.26783440544625,37.54018696073487,986.2598130392652,5917.558878235591,71.20451814984239,1488.7954818501576,0.25000634762935525,0.7500190428880658,0.9484013244776741,17.801581517350233,5.17713678838959,12.624444728960642,106.8094891041014,31.062820730337542,75.74666837376385,124.24812819708664,100.99299356732257,225.24112176440923,6142.8
33,33,2032,3NB,3,NB,AM-Early,1,OP,AM,0.5,55,8000.0,1,6,70,3600,1,5,0.5,0,3597.0,67.6,21.4,226.6,19.0,1.1863453637211232,3.6,1.8,0.3879310344827586,0.3879310344827586,3.246,0.715,3597.0,334.6,3931.6,4600.8,1.2,0.5751000000000001,4600.8,0.0,1.0,0.0,2877.6000000000004,267.68,3145.28,0.8704358753641672,2.6113076260925014,0.13927782515101977,0.24783252663082397,55.748435496866634,167.2453064905999,54.1526023309438,69.99101369238409,0.2668094027403828,0.42862645384523673,0.553989996947154,-0.12536354310191727,0.005974816044826029,400.7858696545745,3196.2141303454255,66.33981072853896,268.26018927146106,467.1256803831135,3464.4743196168865,3464.4743196168865,599.8053018401914,4000.9946981598086,0.4352179376820836,1.3056538130462507,1.1176693444195602,261.04602647766774,174.4291996431843,86.61682683448348,261.04602647766774,174.4291996431843,86.61682683448348,400.7858696545745,66.33981072853896,467.1256803831135,3931.6
34,34,2032,3NB,3,NB,AM-Peak,1,Peak,AM,0.5,55,8000.0,1,6,70,3600,1,5,0.5,0,3739.4,93.7,36.8,191.0,10.7,1.1863453637211232,3.6,1.8,0.3879310344827586,0.3879310344827586,3.246,0.715,3926.3700000000003,348.81,4275.18,4736.0,1.2,0.592,4736.0,0.0,1.0,0.0,3141.0960000000005,279.048,3420.1440000000002,1.3267378087556811,3.9802134262670434,0.12570067430569765,0.22819897068545544,58.3371014321705,175.01130429651147,53.94850399404841,69.99200985915684,0.4450290755753714,0.4286203533855971,0.5560858555653294,-0.1274655021797323,0.007441917077548779,394.8378852589297,3531.5321147410705,63.67846637183497,285.131533628165,458.5163516307647,3816.6636483692355,3816.6636483692355,585.8732843744347,4386.9267156255655,0.6633689043778406,1.9901067131335217,1.695250855841621,388.6501187597157,261.92317535107975,126.72694340863599,388.6501187597157,261.92317535107975,126.72694340863599,394.8378852589297,63.67846637183497,458.5163516307647,4275.18
35,35,2032,3NB,3,NB,AM-Shoulder,3,OP,AM,0.5,55,8000.0,1,6,70,3600,1,5,0.5,0,3200.8,145.9,27.3,289.5,7.1,1.1863453637211232,3.6,1.8,0.3879310344827586,0.3879310344827586,3.246,0.715,3200.8,469.80000000000007,3670.6000000000004,4610.200000000001,1.2,0.5762750000000001,4610.200000000001,0.0,1.0,0.0,2560.6400000000003,375.8400000000001,2936.4800000000005,0.8982064297863741,2.6946192893591223,0.1306092225943594,0.2353765473832618,57.36344280677044,172.09032842031132,54.14081186056583,69.9910114704175,0.26773984478846374,0.4286264674526077,0.5541106416590493,-0.12548417420644165,0.006059267343152697,334.4431997440205,2866.3568002559796,88.46392156852514,381.3360784314749,422.90712131254566,3247.6928786874546,9743.078636062364,599.8349644495959,4010.365035550404,0.44910321489318705,1.3473096446795612,1.2739809634965473,269.38781093965406,150.19951620420392,119.18829473545017,808.1634328189622,450.59854861261175,357.5648842063505,1003.3295992320615,265.3917647055754,1268.7213639376369,11011.800000000001
36,36,2032,3NB,3,NB,MD,4,OP,MD,0.5,55,8000.0,1,6,70,3600,1,5,0.5,0,3642.1,142.4,35.6,373.7,13.0,1.1863453637211232,3.6,1.8,0.3879310344827586,0.3879310344827586,3.249,0.708,3642.1,564.7,4206.8,5336.2,1.2,0.667025,5336.2,0.0,1.0,0.0,2913.6800000000003,451.76000000000005,3365.4400000000005,1.0752469212390672,3.2257407637172015,0.12453001816242115,0.2277044591249427,58.2761780864461,174.8285342593383,52.920045097433935,69.98420439508179,0.31726584713569195,0.42866815818382414,0.5668929409407227,-0.1382247827568986,0.015006876840324129,362.8406233194833,3279.2593766805167,102.86776645428412,461.8322335457159,465.7083897737674,3741.0916102262327,14964.36644090493,671.4439226823356,4664.756077317665,0.5376234606195336,1.6128703818586008,1.5502576859299926,360.98400532443185,195.07163156236925,165.9123737620626,1443.9360212977274,780.286526249477,663.6494950482504,1451.3624932779333,411.4710658171365,1862.8335590950696,16827.2
