,Year,Total Revenue,Var Total Revenue (%),Total Revenues Heavies,Var Total Revenues Heavies (%),Total Transactions,Var Total Transactions (%),AADT,Var AADT (%),Toll/AADT/mi,Var Toll/AADT/mi (%),Capture,Var Capture (%),Segment 8 Revenue,Var Segment 8 Revenue (%),Segment 8 Transactions,Var Segment 8 Transactions (%),Segment 8 AADT,Var Segment 8 AADT (%),Segment 8 Toll/AADT/mi,Var Segment 8 Toll/AADT/mi (%)
0,2032.0000000000005,299369616.924649,,124806193.62568,,53973448.490391,,14068.671266,,2.459877,,0.087515,,0.0,,0.0,,13401.251271,,0.0,
1,2033.0000000000007,336123111.952005,0.12276962306634753,139871338.686761,0.12070831281229943,55437018.476589,0.02711648092040231,14435.744589,0.02609154169996941,2.691646,0.09421975163798835,0.087496,-0.00021710563903321045,0.0,,0.0,,13683.95622,0.021095414396995027,0.0,
2,2034.0000000000002,377388819.710241,0.12276962306634931,156754971.990439,0.1207083128123092,56940275.330394,0.027116480920412744,14812.395421,0.026091541705926646,2.945252,0.09421967078880367,0.087476,-0.00022858187802876628,0.0,,0.0,,13972.624947,0.02109541439325069,0.0,
3,2034.9999999999993,423720702.855523,0.12276962306635264,175676600.184345,0.12070831281230499,58484295.219994,0.027116480920418518,15198.873654,0.026091541713238353,3.222753,0.09421978153312516,0.087456,-0.00022863413964968604,0.0,,0.0,,14267.38326,0.021095414363303755,0.0,
4,2035.9999999999998,475740733.830504,0.12276962306634887,196882226.1932,0.12070831281230965,60070183.49547,0.027116480920399866,15595.435699,0.02609154165155081,3.5264,0.09421975559405271,0.087436,-0.00022868642517381854,0.0,,0.0,,14568.359622,0.021095414380842836,0.0,
5,2036.999999999999,534147244.400184,0.12276962306635064,220647547.539712,0.12070831281230632,61699075.480111,0.027116480920419406,16002.34466,0.026091541708327615,3.858657,0.09421988430127026,0.087416,-0.00022873873461737304,0.0,,0.0,,14875.685206,0.021095414444320948,0.0,
6,2038.0000000000005,599724300.257125,0.12276962306635175,247281540.729403,0.12070831281230254,63372137.283174,0.027116480920404085,16419.870503,0.02609154170036465,4.222219,0.09421982829777309,0.087397,-0.00021735151459678637,0.0,,0.0,,15189.493949,0.021095414339194818,0.0,
7,2038.999999999999,673352226.543422,0.12276962306634864,277130478.300478,0.12070831281231098,65090566.634699,0.02711648092041341,16848.290239,0.026091541703799015,4.620035,0.0942196508518387,0.087377,-0.00022884080689278274,0.0,,0.0,,15509.922619,0.021095414440788218,0.0,
8,2039.9999999999998,756019425.587045,0.12276962306634931,310582430.764996,0.12070831281230587,66855593.742947,0.02711648092040231,17287.888106,0.026091541679548413,5.055333,0.09421963253525134,0.087357,-0.00022889318699415018,0.0,,0.0,,15837.110864,0.02109541440259588,0.0,
9,2041.0000000000002,837319855.294826,0.10753748773670968,343293288.58987,0.10532101814099337,70163647.712912,0.049480586212189426,18143.674346,0.04950206958494774,5.334883,0.05529803872464978,0.089515,0.02470322927756219,0.0,,0.0,,16514.30789,0.04276013673297974,0.0,
10,2041.9999999999995,927363128.9653,0.10753748773671323,379449287.265126,0.10532101814099648,73635386.132533,0.04948058621219764,19041.823777,0.04950206963993531,5.629892,0.05529811994002509,0.091727,0.024710942300173233,0.0,,0.0,,17220.461954,0.04276013676768131,0.0,
11,2043.0,1027089430.073882,0.10753748773670901,419413272.532765,0.10532101814099759,77278908.204331,0.049480586212180544,19984.433462,0.0495020695516859,5.941214,0.055298041241288454,0.093994,0.024714642362662964,0.0,,0.0,,17956.811262,0.042760136747026056,0.0,
12,2044.0000000000002,1137540047.06496,0.10753748773671346,463586305.417763,0.10532101814099648,81102713.88412,0.049480586212198974,20973.704278,0.04950206959236936,6.269752,0.05529812593857075,0.096316,0.02470370449177617,0.0,,0.0,,18724.646967,0.04276013674125356,0.0,
13,2044.9999999999993,1259868245.926223,0.10753748773670857,512411687.100585,0.10532101814099692,85115723.710506,0.049480586212192756,22011.946047,0.0495020696028905,6.616457,0.05529804049665743,0.098696,0.024710328502014267,0.0,,0.0,,19525.315432,0.042760136755105815,0.0,
14,2045.9999999999993,1395351311.972384,0.10753748773670946,566379407.693362,0.10532101814099204,89327299.615577,0.04948058621219409,23101.582932,0.049502069588640785,6.982334,0.05529802430515307,0.101135,0.024712247710140245,0.0,,0.0,,20360.22059,0.04276013675208934,0.0,
15,2046.9999999999995,1545403886.57202,0.10753748773671257,626031063.565722,0.10532101814099759,93747266.765307,0.04948058621218232,24245.159098,0.049502069592639586,7.368443,0.055297984885856355,0.103634,0.024709546645572678,0.0,,0.0,,21230.826407,0.04276013676529611,0.0,
16,2048.0,1711592738.072522,0.10753748773670946,691965292.568354,0.10532101814099537,98385936.480646,0.049480586212201194,25445.344651,0.04950206959454451,7.775904,0.05529811386204653,0.106195,0.024711967115039313,0.0,,0.0,,22138.659447,0.042760136727446385,0.0,
17,2049.000000000001,1895653121.153243,0.10753748773671323,764843781.699886,0.10532101814099715,103254130.292744,0.04948058621219342,26704.941873,0.04950206960354531,8.205896,0.0552980077943348,0.108819,0.02470926126465467,0.0,,0.0,,23085.311553,0.04276013677640633,0.0,
18,2049.999999999999,2099506895.422314,0.10753748773670901,845397907.507328,0.10532101814099648,108363205.188458,0.0494805862121821,28026.891764,0.04950206959021908,8.659666,0.05529804423551066,0.111507,0.02470156865988482,0.0,,0.0,,24072.442632,0.04276013675335122,0.0,
