Period,10NB,10SB,1NB,1SB,2NB,2SB,3NB,3SB,4NB,4SB,5NB,5SB,6NB,6SB,7NB,7SB,8NB,8SB,9NB,9SB
AM-Early,1.1518785411319188,0.5406800412802759,1.0885454283314981,2.027112901121887,2.386321508470947,0.3693211153123427,0.6193199076606222,0.4694356324222849,1.400692777420263,0.661320586944081,1.4551579653723425,0.8469503561229552,1.3397194056048762,0.5865066005170413,1.1260983765081867,0.6906182406616799,1.1405829666296665,0.876418981483668,1.0423897141755265,0.5177974539843434
AM-Peak,1.4548527200232164,1.0292144462772432,0.8424234609046966,1.649983744728327,3.715445871540735,0.47091336644408216,0.4655079561799921,0.5904353992963802,1.0978449652860467,0.8498465532002918,0.9427664858322162,1.0422641849960075,0.9377516037430236,0.8402238558851923,0.7365680584750633,1.0360698277039937,0.6434157693394278,1.0789297237955,0.6576767039977295,0.8616346288371453
AM-Shoulder,1.5563995809835645,1.4522482945650235,0.6830187306097406,0.9476054160911689,2.9928799024594905,0.6460196108030258,0.561668193723482,0.6616786363021697,1.2213325868035665,0.9415751949687331,1.2795710018623567,1.1107171717475748,1.0470836923644107,0.9378351366532184,0.9613262755170413,1.0413798292782823,0.9141454712059572,1.010168018175517,1.0504412435629493,0.9645756395925407
MD,1.42209172411254,3.0850300276792075,0.690623921135605,1.1605060369888867,1.2668071103923275,1.0290887558342674,0.6587008945316758,0.7916906913060769,1.4909447522333072,1.1340202368121723,1.3131718759575723,1.3356468943825364,1.0515153183823795,1.0910282969071226,1.0725443418109841,1.1825616879791447,1.1305822839026332,1.0924822588075944,1.0558171199130186,1.0390556901090555
Night,0.2851803913180479,0.3378724909712602,0.9773204945564331,1.1600757509270074,0.23905355677182394,0.7257694376555565,0.19267367998657528,0.9143014406355454,0.40475418957069675,0.9341799436197759,0.34729770106886576,0.41754821898549577,0.3398549122874291,0.2885503109344824,0.28152734528942985,0.30790308094636465,0.28574180125567145,0.29127963168337356,0.2477832430222266,0.2547757080294527
PM-Late,0.7127520888706348,0.9606647134659527,2.340107535595629,0.8461454299906105,2.175207677835973,2.436736751607657,0.4843152987342869,2.405752383429887,1.909399006150016,1.1744412338026273,0.8144573026928459,1.0127279446457784,0.7549124477679924,0.9109911131891735,0.6690147497816447,0.9175885836359366,0.6351244273096214,0.7586310130812155,0.6093051624407089,0.7263101314833965
PM-Peak,1.3115808625216332,1.6798022626411426,0.5448478340987598,0.5326907216676572,0.6706440044296731,0.8940579452080621,0.506823149459662,0.4974172620223382,0.8383439540766777,0.4411113140722413,1.2477925871841355,0.5736056182314887,1.055469802196822,0.7716066305922232,1.1864313638635504,0.8828517316180572,1.1734397950390254,0.8897729872896885,0.9857772010915005,1.0402529938689455
PM-Shoulder,1.2147911837565348,2.1044406083476894,0.5951424815508136,0.8548601984654438,0.705235926766379,0.9353501350228309,0.5478600539264964,0.6392225400850937,0.8306646834054072,0.7372501196241916,1.21386982724896,0.804263616796632,1.2908060554143113,0.9287579772922077,1.1662882406967499,1.2340427339599045,1.044351976913613,1.1327077998138584,0.8324631846788345,1.1911991231804682
