Segment,Direction,Class,AADT,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
S12,NB,Medium A,3211.391197,24,18,25,46,70,103,181,278.6,289.3860998,264.2387733,282.0395191,252,222,229,164,131,156.8,102.2,134.4,60,42.3,56,46.8,33.62680502
S12,NB,Medium B,888.3777955,4,3,0,4,2,14,74,64.4,104.8500362,84.88499452,92.70743453,83,58,74,53,55,54.6,16.8,21,6,4.5,2,9,3.635330272
S12,NB,Heavy A,13334.48528,363,328,340,349,424,447,409,410.2,669.6422309,974.8083242,1000.195702,805,722,745,623,507,803.6,635.6,585.2,393.6,512.1,509,404.1,374.4390181
S12,NB,Heavy B,266.9101426,3,3,0,0,0,14,17,14,19.57200675,9.583789704,15.66886217,18,27,11,13,7,7,18.2,11.2,4.8,0,15,19.8,19.08548393
S13,SB,Lights,96828.36017,776,469,449,628,1192,2150,3009,5258.4,5280.8,5077.8,5286.4,4288,4456,4886,5963,7109,10150,8039.349601,7178.210566,5853.4,3380,2479,1958,1512
S13,SB,Medium A,2780.175612,24,19,12,23,45,64,108,239.4,232.4,254.8,254.8,145,178,156,192,192,211.4,128.3850507,108.5905615,71.4,42,34,23,22
S13,SB,Medium B,1048.04495,11,13,6,9,8,21,60,84,84,107.8,119,85,89,79,60,58,44.8,28.12243967,18.7225106,19.6,11,10,15,7
S13,SB,Heavy A,5784.803412,142,97,103,107,140,166,161,187.6,345.8,427,508.2,339,303,275,321,250,408.8,281.2243967,320.779015,239.4,184,167,177,134
S13,SB,Heavy B,312.7797036,16,11,15,18,11,15,13,2.8,16.8,19.6,21,11,9,12,9,6,16.8,13.44986245,13.72984111,12.6,6,8,20,16
S13,NB,Lights,95346.22454,732,504,379,565,1382,3989,6795,7584.148016,7075.476527,6963.6,6664,4335,4434,4500,4775,4507,6304.2,6228.6,5475.4,4727.8,2693,2289,1390,1054
S13,NB,Medium A,2538.23364,28,29,18,23,28,56,123,131.8284495,239.6051908,273,247.8,151,151,139,163,145,184.8,109.2,89.6,71.4,22,41,43,31
S13,NB,Medium B,1013.795306,4,2,6,5,10,15,95,75.65806667,97.13723952,109.2,107.8,78,67,85,61,48,56,23.8,19.6,19.6,9,2,10,8
S13,NB,Heavy A,6079.652631,103,121,106,117,141,180,193,200.6085101,389.8441213,467.6,453.6,359,369,371,282,265,336,263.2,327.6,312.2,244,179,159,140
S13,NB,Heavy B,298.6683324,16,13,5,16,11,6,7,6.878006061,2.590326387,11.2,15.4,9,8,22,11,13,15.4,11.2,16.8,11.2,12,17,16,26
S14,SB,Lights,84033.78381,747,447,382,423,618,1343,2734,4886,4453.4,4041.8,4439.4,3581,3965,4197,5288,6442,7669.464475,8282.999663,6041.71967,5320,2970,2428,1969,1365
S14,SB,Medium A,2457.579636,30,30,54,18,42,44,103,211.4,224,302.4,182,199,164,158,152,141,133.2269167,105.3186195,83.83410005,43.4,10,15,5,7
S14,SB,Medium B,847.1375612,1,0,0,0,0,23,56,84,65.8,79.8,86.8,59,69,66,59,57,59.79475791,47.08361813,19.25918515,12.6,2,0,0,0
S14,SB,Heavy A,5588.832067,125,115,139,135,153,191,198,354.2,369.6,390.6,427,318,321,274,283,223,231.8358158,240.374261,286.6219907,236.6,122,181,127,147
S14,SB,Heavy B,212.1087142,7,8,12,5,8,11,8,18.2,14,14,11.2,11,10,10,14,14,6.294185043,11.15138324,9.063145952,4.2,6,0,0,0
S14,NB,Lights,81323.2203,569,330,409,558,1199,3555,6156.005553,6246.385461,6031.251682,5841.377606,5296.2,3604,3700,3798,4048,3909,5399.8,5712,5244.4,3803.8,2156,1761,1181,815
S14,NB,Medium A,2501.603993,20,14,20,22,31,43,107.5037734,128.5385635,226.5201978,262.8414578,287,152,132,165,137,131,156.8,131.6,128.8,105,24,36,25,15
S14,NB,Medium B,856.1564165,0,0,0,0,0,38,86.7574312,54.94778288,66.62358758,95.82761481,89.6,58,76,67,58,50,40.6,35,21,16.8,2,0,0,0
S14,NB,Heavy A,5137.559087,117,135,102,123,145,169,165.0277224,230.584446,305.2571649,331.2897541,365.4,247,258,235,247,202,280,298.2,287,289.8,205,143,140,117
S14,NB,Heavy B,185.7801039,3,0,0,0,0,8,6.601108896,4.906052043,4.845351824,16.42759111,11.2,10,7,7,13,8,8.4,15.4,15.4,12.6,1,3,12,18
S15,SB,Lights,64428.84256,486,344,412,610,1491,4005,4401.165243,4060.829963,3182.194547,2187.6,2210.4,3352.857247,3284.1,3659.484265,3764.7,4150.8,3585.186132,3870.319778,3497.405383,4300.8,2478,2129,1732,1234
S15,SB,Medium A,2195.537727,34,20,16,45,16,73,135.742832,176.5578245,175.9085799,138,106.8,179.961052,167.4,160.6602848,154.8,136.8,110.1792776,83.87422218,75.65365407,81.2,23,34,15,36
S15,SB,Medium B,588.155066,0,0,0,0,0,19,49.19538877,46.65517642,50.02139712,42,38.4,48.11792834,46.8,44.15808997,46.8,36.9,26.15767021,28.53452919,38.61488593,23.8,3,0,0,0
S15,SB,Heavy A,6697.458039,225,219,186,199,246,273,296.994384,305.5456652,370.9920286,269.4,252,421.5130523,358.2,350.4461183,360,322.2,242.552942,313.8798211,294.7340273,448,195,161,177,210
S15,SB,Heavy B,198.6881033,1,1,1,1,1,19,13.66538577,14.63691809,15.00641914,15,10.2,15.39773707,15.3,7.516270633,6.3,16.2,11.09719342,4.323413514,10.24476566,16.8,3,0,0,0
S15,NB,Lights,68266.1995,780,545,448,571,575,1475,2968,3472.895451,2117.055425,2070,3508.935941,3860.69693,4030.014767,4392,4659.3,5519.7,4419.635013,4669.432568,4587.881257,4715.65215,2938,2422,1966,1555
S15,NB,Medium A,2187.59479,35,28,20,35,51,82,105,165.7682086,102.3781199,132.6,171.1006573,163.0592785,145.3657777,162.9,143.1,127.8,128.3533886,96.40520119,92.17843976,72.58571806,32,38,31,27
S15,NB,Medium B,618.8546516,0,0,0,0,0,12,51,50.45119392,27.92130543,33.6,47.57879242,68.34820058,50.28375957,65.7,59.4,51.3,41.3583141,21.7689164,24.0465495,12.09761968,2,0,0,0
S15,NB,Heavy A,6868.988888,234,202,226,213,238,257,328,390.2245407,273.6287932,255.6,427.294155,463.7913611,387.6420738,371.7,336.6,292.5,214.6353887,211.4694736,246.4771324,325.4259693,309,255,245,165
S15,NB,Heavy B,212.0672334,0,0,0,10,1,18,14,18.53309164,9.30710181,10.2,20.1294891,15.62244585,10.97100209,0.9,18.9,18.9,9.983041334,10.8844582,5.009697813,15.72690558,4,0,0,0
S16,SB,Lights,59221.97642,486,344,412,610,1491,3658.138709,4347.9,3248.663971,2545.755637,2187.6,2210.4,3135.6,3284.1,3505.5,3764.7,4150.8,2868.148906,3096.255822,2797.924306,3504.489069,2478,2129,1732,1234
S16,SB,Medium A,2029.682015,34,20,16,45,16,66.67768434,134.1,141.2462596,140.7268639,138,106.8,168.3,167.4,153.9,154.8,136.8,88.14342205,67.09937774,60.52292326,66.16548373,23,34,15,36
S16,SB,Medium B,538.5347243,0,0,0,0,0,17.35446579,48.6,37.32414113,40.0171177,42,38.4,45,46.8,42.3,46.8,36.9,20.92613617,22.82762335,30.89190875,19.39333144,3,0,0,0
S16,SB,Heavy A,6239.670804,225,219,186,199,246,249.3562716,293.4,244.4365321,296.7936229,269.4,252,394.2,358.2,335.7,360,322.2,194.0423536,251.1038569,235.7872219,365.0509447,195,161,177,210
S16,SB,Heavy B,181.3908441,1,1,1,1,1,17.35446579,13.5,11.70953447,12.00513531,15,10.2,14.4,15.3,7.2,6.3,16.2,8.877754739,3.458730811,8.195812524,13.68941043,3,0,0,0
S16,NB,Lights,62939.63789,780,545,448,571,575,1475,2968,2778.316361,2047.2,2070,2807.148753,3558.6,3967.2,4392,4659.3,5519.7,3718.8,3735.546054,3670.305006,3772.52172,2938,2422,1966,1555
S16,NB,Medium A,2029.23058,35,28,20,35,51,82,105,132.6145669,99,132.6,136.8805259,150.3,143.1,162.9,143.1,127.8,108,77.12416096,73.74275181,58.06857445,32,38,31,27
S16,NB,Medium B,574.0544575,0,0,0,0,0,12,51,40.36095514,27,33.6,38.06303393,63,49.5,65.7,59.4,51.3,34.8,17.41513312,19.2372396,9.678095741,2,0,0,0
S16,NB,Heavy A,6463.413017,234,202,226,213,238,257,328,312.1796326,264.6,255.6,341.835324,427.5,381.6,371.7,336.6,292.5,180.6,169.1755789,197.1817059,260.3407754,309,255,245,165
S16,NB,Heavy B,194.7269139,0,0,0,10,1,18,14,14.82647332,9,10.2,16.10359128,14.4,10.8,0.9,18.9,18.9,8.4,8.70756656,4.00775825,12.58152446,4,0,0,0
S17,SB,Lights,27937.41338,200,160,148,166,345,1077,2002,2206.259819,1121.4,816,1169.291299,1187,1280,1639,1679,2043.9,2114.972656,2207.057019,2188.932587,1545.6,816,882,581,362
S17,SB,Medium A,1161.163237,7,9,7,14,20,28,79,122.0334719,69,61.8,78.88472469,67,71,81,74,75.6,70.37160376,57.1142297,74.15920679,53.2,17,13,6,6
S17,SB,Medium B,598.4669601,1,1,1,0,0,25,60,70.23509175,41.4,43.8,58.91390831,43,48,54,49,48.6,29.83144072,13.87059864,7.415920679,1.4,1,0,0,0
S17,SB,Heavy A,2476.72512,58,68,66,87,73,87,140,175.5877294,123.6,107.4,141.7927963,151,134,155,134,127.8,119.3257629,118.3080472,113.7107837,81.2,47,60,51,57
S17,SB,Heavy B,52.79234314,0,0,0,0,0,4,5,7.901447821,1.2,1.2,1.997081638,1,1,3,3,4.5,5.354361156,4.895505403,4.943947119,2.8,0,1,0,0
S17,NB,Lights,28094.30888,180,133,140,161,394,1351,2441,2323.048107,1926.391579,883.2,1170.963274,1321,1263.596165,1381,1909,2277.708155,2379.774371,1632,1074.027228,1342.6,775,643,605,387
S17,NB,Medium A,1204.045476,6,7,6,14,23,35,97,128.1920656,118.7019354,66.6,79.19969782,75,70.55613104,68,84,84.82366384,78.67022714,42,36.10175557,46.2,16,9,7,6
S17,NB,Medium B,657.8930532,1,1,1,0,0,31,73,74.48998404,70.41640237,47.4,58.76106612,48,46.7319829,46,55,53.97869517,33.34933542,10.2,4.165587182,1.4,1,0,0,0
S17,NB,Heavy A,2554.476144,52,57,62,84,84,110,171,185.3587975,212.2551557,116.4,141.3672026,168,131.9491282,130,153,142.6579801,134.2524528,87.6,56.23542695,71.4,45,44,54,61
S17,NB,Heavy B,51.20925598,0,0,0,0,0,5,6,7.795463446,2.011897211,1.8,1.703219308,1,0.91631339,2,3,4.819526354,5.985778152,3.6,2.777058121,2.8,0,0,0,0
