,index,Year,SegDir,Segment,Direction,Period,Hours/Day,Peak,4Periods,Length,Speed GP,Capacity GP,Alpha GP,Beta GP,Speed ML,Capacity ML,Alpha ML,Beta ML,MinToll,MinCapture,AADT Lights,AADT Medium A,AADT Medium B,AADT Heavy A,AADT Heavy B,GrowthFactor,MaxToll,Soft Cap,MaxCapture,MaxCap_aux,B1,B2,TotalLights,TotalMediumA,TotalMediumB,TotalHeavyA,TotalHeavyB,TotalVeh,Corridor PCE pre-fix,Suppressed ratio ref,Suppressed ratio,Corridor PCE,Suppressed Demand,PCE ratio,HOV3,InScopeLights,InScopeMediumA,InScopeMediumB,InScopeHeavyA,InScopeHeavyB,InScopeVeh,TollLights,TollMediumA,TollMediumB,TollHeavyA,TollHeavyB,CaptureRateLights,CaptureRateMediumA,CaptureRateMediumB,CaptureRateHeavyA,VOT Lights,VOT MediumA,VOT MediumB,VOT HeavyA,Speed GP Real,Speed ML Real,Bonus Seg,Time ML,Time GP,Time Savings,BonusRel,Reliability %,Bonus %,Time Savings %,MLVeh_Lights,GPVeh_Lights,MLVeh_MediumA,GPVeh_MediumA,MLVeh_MediumB,GPVeh_MediumB,MLVeh_HeavyA,GPVeh_HeavyA,MLVeh,GPVeh,GPVehDay,ML PCE,ML V/C,ML Volume,ML PCE Total,GP PCE,GP Volume,GP PCE Total,Highway PCE,Highway Volume,Highway PCE Total,Highway V/C,TollLightsPerSeg,TollMediumAPerSeg,TollMediumBPerSeg,TollHeavyAPerSeg,TollBlend,RevenuePerHour,RevenuePerHourLights,RevenuePerHourMediumA,RevenuePerHourMediumB,RevenuePerHourHeavyA,RevenuePerDay,RevenuePerDayLights,RevenuePerDayMediumA,RevenuePerDayMediumB,RevenuePerDayHeavyA,TransactionsDay_Lights,TransactionsDay_MediumA,TransactionsDay_MediumB,TransactionsDay_HeavyA,TransactionsDay,GPDay_Lights,GPDay_MediumA,GPDay_MediumB,GPDay_HeavyA,GPDay_HeavyB,TransactionsLightsLength,TransactionsMediumALength,TransactionsMediumBLength,TransactionsHeavyALength,TotalVeh_hours,GPDayLength_Lights,GPDayLength_MediumA,GPDayLength_MediumB,GPDayLength_HeavyA,GPDayLength_HeavyB,Difference in Travel Time,Implied Min VOT
0,480,2050,1NB,1,NB,Night,6,OP,NT,0.7,55,8234.489712329321,1,6,70,3600,1,5,0.2,0.053191489361702135,1509.5,52.3,7.7,390.4,50.7,1.5371469295880429,5.15,2.575,0.1595744680851064,0.1595744680851064,5.536970252454364,0.708,1509.5,52.3,7.7,390.4,50.7,2010.6000000000001,3012.7999999999997,,0.3766,3012.7999999999997,0.0,1.0,0.0,1418.9299999999998,49.16199999999999,7.2379999999999995,366.97599999999994,47.658,1889.964,1.3875000000000002,4.1625000000000005,4.1625000000000005,4.1625000000000005,4.1625000000000005,0.14361702127659576,0.14361702127659576,0.14361702127659576,0.14361702127659576,,,,,,69.99900548854833,,0.6000085245049817,,,,,,,203.7825,1305.7175,7.060499999999999,45.2395,1.0395,6.6605,52.70399999999999,337.69599999999997,264.5865,1746.0134999999998,10476.080999999998,386.19449999999995,0.10727624999999999,2317.1669999999995,1622.0168999999996,2626.6055,15759.633000000002,11031.7431,3012.8,18076.800000000003,12653.759999999998,0.3658757379329773,0.9712500000000001,2.9137500000000003,2.9137500000000003,2.9137500000000003,2.025216210010715,375.09140812500004,197.92375312500002,20.572531875,3.0288431250000007,153.56628,2250.5484487500003,1187.54251875,123.43519125,18.173058750000003,921.39768,1222.695,42.363,6.237,316.22399999999993,1587.519,7834.305,271.437,39.963,2026.176,304.20000000000005,855.8865,29.654099999999996,4.3659,221.35679999999994,12063.6,5484.0135,190.0059,27.9741,1418.3231999999998,212.94000000000003,,
1,481,2050,1NB,1,NB,AM-Early,1,OP,AM,0.7,55,8796.923054719633,1,6,70,3600,1,5,0.2,0.0,7187.7,107.6,70.7,448.8,30.7,1.5371469295880429,5.15,2.575,0.3251899657203979,0.3251899657203979,5.275935735688617,0.715,7187.7,107.6,70.7,448.8,30.7,7845.5,9161.1,,1.1451375000000001,9161.1,0.0,1.0,0.0,6756.437999999999,101.14399999999999,66.458,421.872,28.857999999999997,7374.7699999999995,1.3875000000000002,4.1625000000000005,4.1625000000000005,4.1625000000000005,4.1625000000000005,0.2926709691483581,0.2926709691483581,0.2926709691483581,0.2926709691483581,,,,,,60.35053708246713,,0.6959341545313559,,,,,,,1977.4132574507942,5210.286742549206,29.60191250354153,77.99808749645847,19.45032726766158,51.249672732338425,123.46968709655613,325.3303129034439,2149.9351843185536,5695.564815681447,5695.564815681447,2494.979038054072,0.6930497327927978,2494.979038054072,1746.4853266378504,6666.120961945929,6666.120961945929,4666.28467336215,9161.1,9161.1,6412.77,1.0413982187879867,0.9712500000000001,2.9137500000000003,2.9137500000000003,2.9137500000000003,1.6101803629011617,2423.2483907100172,1920.5626262990838,86.25257255719414,56.67339107614894,359.75980077759044,2423.2483907100172,1920.5626262990838,86.25257255719414,56.67339107614894,359.75980077759044,1977.4132574507942,29.60191250354153,19.45032726766158,123.46968709655613,2149.9351843185536,5210.286742549206,77.99808749645847,51.249672732338425,325.3303129034439,30.7,1384.1892802155558,20.72133875247907,13.615229087363106,86.42878096758929,7845.5,3647.2007197844437,54.59866124752092,35.8747709126369,227.7312190324107,21.49,,
2,482,2050,1NB,1,NB,AM-Peak,1,Peak,AM,0.7,55,7742.256694303475,1,6,70,3600,1,5,0.2,0.0,9015.4,258.2,135.3,439.6,20.0,1.5371469295880429,5.15,2.575,0.3554279445313023,0.3554279445313023,5.275935735688617,0.715,10818.48,309.84,162.36,527.52,24.0,11842.2,13889.64,,1.736205,13889.64,0.0,1.0,0.0,10169.3712,291.2496,152.6184,495.86879999999996,22.56,11131.668,2.6750000000000003,8.025,8.025,8.025,8.025,0.31988515007817203,0.31988515007817203,0.31988515007817203,0.31988515007817203,,,,,,22.96813284544378,,1.8286205623515277,,,,,,,3253.0308325126402,7565.449167487359,93.16642200620757,216.6735779937924,48.820359788690496,113.53964021130952,158.62106550708307,368.8989344929169,3553.6386798146214,8288.561320185378,8288.561320185378,4154.854374418584,1.1541262151162732,4154.854374418584,2908.3980620930083,9734.785625581415,9734.785625581415,6814.34993790699,13889.64,13889.64,9722.747999999998,1.7940040673437743,1.8725,5.6175,5.6175,5.6175,3.127564857592528,7779.964816098798,6091.300233879919,523.362375619871,274.24837111296887,891.0538354860391,7779.964816098798,6091.300233879919,523.362375619871,274.24837111296887,891.0538354860391,3253.0308325126402,93.16642200620757,48.820359788690496,158.62106550708307,3553.6386798146214,7565.449167487359,216.6735779937924,113.53964021130952,368.8989344929169,24.0,2277.121582758848,65.2164954043453,34.174251852083344,111.03474585495815,11842.2,5295.814417241151,151.67150459565468,79.47774814791666,258.2292541450418,16.799999999999997,,
3,483,2050,1NB,1,NB,AM-Shoulder,3,OP,AM,0.7,55,5484.713849670476,1,6,70,3600,1,5,0.2,0.0,6225.4,239.8,59.9,484.2,10.8,1.5371469295880429,5.15,2.575,0.4437514543563653,0.4437514543563653,5.275935735688617,0.715,6225.4,239.8,59.9,484.2,10.8,7020.099999999999,8609.499999999998,,1.0761874999999999,8609.499999999998,0.0,1.0,0.0,5851.875999999999,225.412,56.306,455.14799999999997,10.152,6598.893999999999,2.6750000000000003,8.025,8.025,8.025,8.025,0.3993763089207288,0.3993763089207288,0.3993763089207288,0.3993763089207288,,,,,,44.51640438097852,,0.9434724251437127,,,,,,,2337.1006371417984,3888.299362858201,90.02421254643932,149.7757874535607,22.487282450090554,37.412717549909445,181.77532825265186,302.42467174734816,2631.38746039098,4388.71253960902,13166.137618827059,3219.9611068893437,0.8944336408025955,9659.883320668032,6761.918324467622,5389.538893110656,16168.616679331968,11318.031675532377,8609.5,25828.5,18079.949999999997,1.569726376977217,1.8725,5.6175,5.6175,5.6175,3.273328649080508,6029.377172650296,4376.220943048018,505.7110139796228,126.32230916338368,1021.1229064592718,18088.13151795089,13128.662829144054,1517.1330419388685,378.966927490151,3063.3687193778155,7011.301911425395,270.0726376393179,67.46184735027165,545.3259847579556,7894.16238117294,11664.898088574604,449.32736236068206,112.23815264972833,907.2740152420445,32.400000000000006,4907.911337997776,189.05084634752254,47.223293145190155,381.72818933056885,21060.3,8165.428662002222,314.5291536524774,78.56670685480982,635.0918106694311,22.680000000000003,,
4,484,2050,1NB,1,NB,MD,4,OP,MD,0.7,55,5561.260459035068,1,6,70,3600,1,5,0.2,0.0,5635.2,222.9,63.0,645.6,18.4,1.5371469295880429,5.15,2.575,0.44004370372712887,0.44004370372712887,5.280079140716646,0.708,5635.2,222.9,63.0,645.6,18.4,6585.099999999999,8484.900000000001,,1.0606125000000002,8484.900000000001,0.0,1.0,0.0,5297.088,209.52599999999998,59.22,606.864,17.296,6189.993999999999,2.6750000000000003,8.025,8.025,8.025,8.025,0.396039333354416,0.396039333354416,0.396039333354416,0.396039333354416,,,,,,46.56235754613461,,0.9020161824578111,,,,,,,2097.8552002396764,3537.3447997603234,82.98053736041736,139.91946263958266,23.453449321248513,39.54655067875149,240.34201399679432,405.2579860032057,2444.6312009181365,4140.468799081863,16561.87519632745,3138.183202275057,0.8717175561875158,12552.732809100227,8786.912966370159,5346.716797724943,21386.86719089977,14970.807033629839,8484.9,33939.6,23757.719999999998,1.525715269497054,1.8725,5.6175,5.6175,5.6175,3.433908584220385,5876.248046260044,3928.2338624487943,466.14316862214446,131.74975156211352,1350.121263626992,23504.992185040177,15712.935449795177,1864.5726744885778,526.9990062484541,5400.485054507968,8391.420800958706,331.92214944166943,93.81379728499405,961.3680559871773,9778.524803672546,14149.379199041294,559.6778505583306,158.18620271500595,1621.0319440128228,73.6,5873.9945606710935,232.3455046091686,65.66965809949583,672.9576391910241,26340.399999999998,9904.565439328904,391.7744953908314,110.73034190050416,1134.722360808976,51.519999999999996,,
5,485,2050,1NB,1,NB,PM-Shoulder,2,OP,PM,0.7,55,4782.838932630161,1,6,70,3600,1,5,0.2,0.0,5890.3,184.5,49.2,501.1,12.3,1.5371469295880429,5.15,2.575,0.4809056950278094,0.4809056950278094,5.531445712416994,0.592,5890.3,184.5,49.2,501.1,12.3,6637.400000000001,8131.6,,1.01645,8131.6,0.0,1.0,0.0,5536.882,173.42999999999998,46.248,471.034,11.562,6239.156,2.6750000000000003,8.025,8.025,8.025,8.025,0.43281512552502843,0.43281512552502843,0.43281512552502843,0.43281512552502843,,,,,,42.66517749539571,,0.9844093583000447,,,,,,,2396.4462778472703,3493.85372215273,75.06312721980566,109.43687278019434,20.016833925281514,29.18316607471849,203.87063983655625,297.22936016344374,2695.3968788289135,3942.0031211710866,7884.006242342173,3293.2980807922004,0.9148050224422779,6586.596161584401,4610.61731310908,4838.301919207799,9676.603838415598,6773.622686890918,8131.599999999999,16263.199999999999,11384.239999999998,1.700161789794644,1.8725,5.6175,5.6175,5.6175,3.2683767037478684,6166.700656283395,4487.345655269014,421.6671171572583,112.4445645752689,1145.2433192818546,12333.40131256679,8974.691310538028,843.3342343145166,224.8891291505378,2290.486638563709,4792.8925556945405,150.12625443961133,40.03366785056303,407.7412796731125,5390.793757657827,6987.70744430546,218.87374556038867,58.36633214943698,594.4587203268875,24.6,3355.024788986178,105.08837810772792,28.02356749539412,285.4188957711787,13274.800000000001,4891.395211013822,153.21162189227206,40.856432504605884,416.1211042288212,17.22,,
6,486,2050,1NB,1,NB,PM-Peak,2,Peak,PM,0.7,55,5006.070806158574,1,6,70,3600,1,5,0.2,0.0,5665.9,113.7,33.8,453.5,12.3,1.5371469295880429,5.15,2.575,0.46843153792295295,0.46843153792295295,5.531445712416994,0.592,6799.079999999999,136.44,40.559999999999995,544.1999999999999,14.76,7535.039999999999,9006.96,,1.12587,9006.96,0.0,1.0,0.0,6391.135199999999,128.25359999999998,38.1264,511.5479999999999,13.8744,7082.937599999998,2.6750000000000003,8.025,8.025,8.025,8.025,0.42158838413065763,0.42158838413065763,0.42158838413065763,0.42158838413065763,,,,,,36.17781205228286,,1.160932561076472,,,,,,,2694.428361728567,4104.651638271433,54.070227982939706,82.36977201706028,16.073647368719104,24.48635263128089,215.6626947252696,328.53730527473033,2980.2349318054958,4554.805068194504,9109.610136389008,3551.8480719593526,0.9866244644331535,7103.696143918705,4972.587300743094,5455.1119280406465,10910.223856081293,7637.156699256904,9006.96,18013.92,12609.743999999999,1.7992074720396378,1.8725,5.6175,5.6175,5.6175,3.1880686623370402,6650.835514743887,5045.317107336741,303.73950569416377,90.29371409377957,1211.485187619202,13301.671029487774,10090.634214673482,607.4790113883275,180.58742818755914,2422.970375238404,5388.856723457134,108.14045596587941,32.14729473743821,431.3253894505392,5960.4698636109915,8209.303276542865,164.73954403412057,48.97270526256178,657.0746105494607,29.52,3772.199706419993,75.69831917611559,22.503106316206743,301.9277726153774,15070.079999999998,5746.5122935800055,115.31768082388439,34.280893683793245,459.9522273846224,20.663999999999998,,
7,487,2050,1NB,1,NB,PM-Late,5,OP,PM,0.7,55,8800.0,1,6,70,3600,1,5,0.2,0.0,5171.0,99.9,15.4,444.2,35.4,1.5371469295880429,5.15,2.575,0.3251092728389265,0.3251092728389265,5.531445712416994,0.592,5171.0,99.9,15.4,444.2,35.4,5765.899999999999,6955.7,,0.8694625,6955.7,0.0,1.0,0.0,4860.74,93.906,14.475999999999999,417.54799999999994,33.275999999999996,5419.945999999998,1.3875000000000002,4.1625000000000005,4.1625000000000005,4.1625000000000005,4.1625000000000005,0.29259834555503383,0.29259834555503383,0.29259834555503383,0.29259834555503383,,,,,,67.35661337562648,,0.623546789173905,,,,,,,1422.2444821731751,3748.755517826825,27.476740237691008,72.423259762309,4.23565365025467,11.16434634974533,122.17385398981325,322.0261460101867,1576.130730050934,4189.769269949065,20948.846349745327,1883.903225806452,0.5233064516129033,9419.51612903226,6593.661290322581,5071.796774193548,25358.983870967742,17751.288709677418,6955.7,34778.5,24344.949999999997,0.7904204545454545,0.9712500000000001,2.9137500000000003,2.9137500000000003,2.9137500000000003,1.6584383997905945,1829.7410080645163,1381.3549533106964,80.06035186757218,12.341635823429545,355.9840670628184,9148.705040322582,6906.774766553482,400.3017593378609,61.70817911714772,1779.920335314092,7111.222410865876,137.38370118845503,21.178268251273348,610.8692699490663,7880.6536502546705,18743.777589134123,362.116298811545,55.82173174872665,1610.1307300509336,177.0,4977.855687606113,96.16859083191852,14.824787775891343,427.60848896434635,28829.499999999993,13120.644312393884,253.48140916808148,39.075212224108654,1127.0915110356534,123.89999999999999,,
8,488,2050,1SB,1,SB,Night,6,OP,NT,0.7,55,8800.0,1,6,70,3600,1,5,0.2,0.053191489361702135,2007.5,49.2,20.0,393.5,46.1,1.5371469295880429,5.15,2.575,0.1595744680851064,0.1595744680851064,5.536970252454364,0.708,2007.5,49.2,20.0,393.5,46.1,2516.2999999999997,3533.9,,0.4417375,3533.9,0.0,1.0,0.0,1887.05,46.248,18.799999999999997,369.89,43.333999999999996,2365.3219999999997,1.3875000000000002,4.1625000000000005,4.1625000000000005,4.1625000000000005,4.1625000000000005,0.14361702127659576,0.14361702127659576,0.14361702127659576,0.14361702127659576,,,,,,69.9976567292858,,0.6000200858499302,,,,,,,271.01250000000005,1736.4875,6.642,42.558,2.6999999999999997,17.3,53.1225,340.3775,333.47700000000003,2182.823,13096.937999999998,458.40600000000006,0.127335,2750.4360000000006,1925.3052000000002,3075.494,18452.964,12917.074799999999,3533.9,21203.4,14842.38,0.40157954545454544,0.9712500000000001,2.9137500000000003,2.9137500000000003,2.9137500000000003,1.9072929317464178,445.22682750000007,263.22089062500004,19.353127500000003,7.867125,154.78568437500002,2671.3609650000003,1579.3253437500002,116.11876500000002,47.202749999999995,928.7141062500001,1626.0750000000003,39.852000000000004,16.2,318.735,2000.8620000000005,10418.925,255.348,103.80000000000001,2042.2649999999999,276.6,1138.2525,27.8964,11.339999999999998,223.1145,15097.8,7293.247499999999,178.7436,72.66,1429.5855,193.62,,
9,489,2050,1SB,1,SB,AM-Early,1,OP,AM,0.7,55,8800.0,1,6,70,3600,1,5,0.2,0.0,3743.0,152.2,64.6,513.4,49.2,1.5371469295880429,5.15,2.575,0.3251092728389265,0.3251092728389265,5.275935735688617,0.715,3743.0,152.2,64.6,513.4,49.2,4522.4,6081.200000000001,,0.7601500000000001,6081.200000000001,0.0,1.0,0.0,3518.4199999999996,143.06799999999998,60.72399999999999,482.59599999999995,46.248,4251.056,1.3875000000000002,4.1625000000000005,4.1625000000000005,4.1625000000000005,4.1625000000000005,0.29259834555503383,0.29259834555503383,0.29259834555503383,0.29259834555503383,,,,,,68.68495966866138,,0.6114875833458948,,,,,,,1029.483870967742,2713.516129032258,41.86146010186758,110.33853989813241,17.767741935483873,46.832258064516125,141.20679117147708,372.19320882852287,1230.3198641765705,3292.0801358234294,3292.0801358234294,1631.9918505942273,0.4533310696095076,1631.9918505942273,1142.394295415959,4449.208149405773,4449.208149405773,3114.445704584041,6081.200000000001,6081.200000000001,4256.84,0.6910454545454546,0.9712500000000001,2.9137500000000003,2.9137500000000003,2.9137500000000003,1.840487793972995,1585.0720848896435,999.8862096774194,121.97382937181666,51.77075806451614,411.4412877758914,1585.0720848896435,999.8862096774194,121.97382937181666,51.77075806451614,411.4412877758914,1029.483870967742,41.86146010186758,17.767741935483873,141.20679117147708,1230.3198641765705,2713.516129032258,110.33853989813241,46.832258064516125,372.19320882852287,49.2,720.6387096774193,29.303022071307304,12.43741935483871,98.84475382003394,4522.4,1899.4612903225805,77.23697792869268,32.78258064516129,260.535246179966,34.44,,
