,index,Year,SegDir,Segment,Direction,Period,Hours/Day,Peak,4Periods,Length,Speed GP,Capacity GP,Alpha GP,Beta GP,Speed ML,Capacity ML,Alpha ML,Beta ML,MinToll,MinCapture,AADT Lights,AADT Medium A,AADT Medium B,AADT Heavy A,AADT Heavy B,GrowthFactor,MaxToll,Soft Cap,MaxCapture,MaxCap_aux,B1,B2,TotalLights,TotalMediumA,TotalMediumB,TotalHeavyA,TotalHeavyB,TotalVeh,Corridor PCE pre-fix,Suppressed ratio ref,Suppressed ratio,Corridor PCE,Suppressed Demand,PCE ratio,HOV3,InScopeLights,InScopeMediumA,InScopeMediumB,InScopeHeavyA,InScopeHeavyB,InScopeVeh,TollLights,TollMediumA,TollMediumB,TollHeavyA,TollHeavyB,CaptureRateLights,CaptureRateMediumA,CaptureRateMediumB,CaptureRateHeavyA,VOT Lights,VOT MediumA,VOT MediumB,VOT HeavyA,Speed GP Real,Speed ML Real,Bounus Seg,Time ML,Time GP,Time Savings,BonusRel,MLVeh_Lights,GPVeh_Lights,MLVeh_MediumA,GPVeh_MediumA,MLVeh_MediumB,GPVeh_MediumB,MLVeh_HeavyA,GPVeh_HeavyA,MLVeh,GPVeh,GPVehDay,ML PCE,ML V/C,ML Volume,ML PCE Total,GP PCE,GP Volume,GP PCE Total,Highway PCE,Highway Volume,Highway PCE Total,Highway V/C,TollLightsPerSeg,TollMediumAPerSeg,TollMediumBPerSeg,TollHeavyAPerSeg,TollBlend,RevenuePerHour,RevenuePerHourLights,RevenuePerHourMediumA,RevenuePerHourMediumB,RevenuePerHourHeavyA,RevenuePerDay,RevenuePerDayLights,RevenuePerDayMediumA,RevenuePerDayMediumB,RevenuePerDayHeavyA,TransactionsDay_Lights,TransactionsDay_MediumA,TransactionsDay_MediumB,TransactionsDay_HeavyA,TransactionsDay,TransactionsLightsLength,TransactionsMediumALength,TransactionsMediumBLength,TransactionsHeavyALength,TotalVeh_hours,Difference in Travel Time,Implied Min VOT
35,35,2025,3NB,3,NB,AM-Shoulder,3,OP,AM,0.5,55,5600.0,1,6,70,3600,1,5,0.5,0,2698.0,123.0,23.0,244.0,6.0,1.0,3.6,1.8,0.4891304347826087,0.4891304347826087,3.13,0.715,2698.0,123.0,23.0,244.0,6.0,3094.0,3886.0,1.0,0.48575,3886.0,0.0,1.0,0.0,2158.4,98.4,18.400000000000002,195.20000000000002,4.800000000000001,2475.2000000000003,0.8505805876043667,2.5517417628131,2.5517417628131,2.5517417628131,2.5517417628131,0.18623194258565529,0.18621225340631323,0.18620971456451504,0.18621532339491767,43.28240485919572,129.84721457758715,129.84721457758715,129.84721457758715,52.75161151768921,69.99264420142369,0.34476245890082097,0.4286164688058718,0.5687030052141647,-0.14008653640829294,0.0162739218317335,401.96302487687836,2296.0369751231215,18.323285735181223,104.67671426481877,3.4262587479870774,19.573741252012923,36.34923112668793,207.65076887331207,460.0618004867346,2633.9381995132653,7901.814598539796,576.2593517064471,0.16007204214067974,1728.7780551193414,864.3890275596707,3309.740648293553,9929.221944880659,4964.6109724403295,3886.0,11658.0,5829.0,0.6939285714285715,0.42529029380218336,1.27587088140655,1.27587088140655,1.27587088140655,1.0654112501155468,245.0775089934906,170.95097294750195,23.37814672120973,4.371463768721175,46.376925556057735,735.2325269804718,512.8529188425059,70.1344401636292,13.114391306163526,139.1307766681732,1205.8890746306352,54.96985720554367,10.278776243961232,109.0476933800638,1380.1854014602036,602.9445373153176,27.484928602771834,5.139388121980616,54.5238466900319,9282.0,-0.2463263515822965,364.30935166757973
36,36,2025,3NB,3,NB,MD,4,OP,MD,0.5,55,5600.0,1,6,70,3600,1,5,0.5,0,3070.0,120.0,30.0,315.0,11.0,1.0,3.6,1.8,0.4891304347826087,0.4891304347826087,3.133,0.708,3070.0,120.0,30.0,315.0,11.0,3546.0,4498.0,1.0,0.56225,4498.0,0.0,1.0,0.0,2456.0,96.0,24.0,252.0,8.8,2836.8,1.1000144022380682,3.3000432067142045,3.3000432067142045,3.3000432067142045,3.3000432067142045,0.17551601369473024,0.17548732018889415,0.17548445965637213,0.1754935159296385,44.405457406171166,133.2163722185135,133.2163722185135,133.2163722185135,49.589275693595056,69.98879113676642,0.4136974585604022,0.4286400652552554,0.6049695136780309,-0.17632944842277548,0.04166047775643983,431.0673296342575,2638.9326703657425,16.84678273813384,103.15321726186616,4.211627031752931,25.788372968247067,44.2243660142689,270.7756339857311,496.35010541841314,3049.649894581587,12198.599578326348,626.9156569867246,0.17414323805186793,2507.6626279468983,1253.8313139734491,3871.0843430132754,15484.337372053102,7742.168686026551,4498.0,17992.0,8996.0,0.8032142857142858,0.5500072011190341,1.6500216033571022,1.6500216033571022,1.6500216033571022,1.3893746453274243,344.8081258369687,237.09013546599402,27.797555464984352,6.949275587675085,72.97115931831532,1379.2325033478749,948.3605418639761,111.19022185993741,27.79710235070034,291.88463727326126,1724.26931853703,67.38713095253536,16.846508127011724,176.8974640570756,1985.4004216736525,862.134659268515,33.69356547626768,8.423254063505862,88.4487320285378,14184.0,-0.2914683210245521,374.3042624170039
37,37,2025,3NB,3,NB,PM-Shoulder,2,OP,PM,0.5,55,5600.0,1,6,70,3600,1,5,0.5,0,3367.0,100.0,26.0,230.0,5.0,1.0,3.6,1.8,0.4891304347826087,0.4891304347826087,3.283,0.592,3367.0,100.0,26.0,230.0,5.0,3728.0,4450.0,1.0,0.55625,4450.0,0.0,1.0,0.0,2693.6000000000004,80.0,20.8,184.0,4.0,2982.4,1.0297613174431839,3.0892839523295517,3.0892839523295517,3.0892839523295517,3.0892839523295517,0.19252495757565458,0.19249864830385996,0.19249674347540546,0.19250199530435128,44.58025551858118,133.74076655574353,133.74076655574353,133.74076655574353,50.33672985596591,69.98279058823994,0.3863439779531704,0.42867681822681225,0.5959862725656263,-0.16730945433881406,0.035372208977756635,518.5852257257833,2848.4147742742166,15.399891864308797,84.6001081356912,4.003932264288434,21.996067735711566,35.420367136000635,194.57963286399936,573.4094169903811,3154.590583009619,6309.181166019238,683.0577995195769,0.1897382776443269,1366.1155990391537,683.0577995195769,3766.942200480423,7533.884400960846,3766.942200480423,4450.0,8900.0,4450.0,0.7946428571428571,0.5148806587215919,1.5446419761647758,1.5446419761647758,1.5446419761647758,1.2266741331437199,351.6932497615608,267.00950262497673,23.787319402009793,6.1846418451403915,54.711785889433905,703.3864995231216,534.0190052499535,47.574638804019585,12.369283690280783,109.42357177886781,1037.1704514515666,30.799783728617594,8.007864528576867,70.84073427200127,1146.8188339807623,518.5852257257833,15.399891864308797,4.003932264288434,35.420367136000635,7456.0,-0.28072702684673156,369.2898245993347
38,38,2025,3NB,3,NB,PM-Peak,2,Peak,PM,0.5,55,5600.0,1,6,70,3600,1,5,0.5,0,3028.0,73.0,19.0,203.0,5.0,1.0,3.6,1.8,0.4891304347826087,0.4891304347826087,3.283,0.592,3179.4,76.65,19.95,213.15,5.25,3494.4,3928.0,1.0,0.491,3928.0,0.0,1.0,0.0,2543.5200000000004,61.32000000000001,15.96,170.52,4.2,2795.5200000000004,1.1976888742746559,3.593066622823968,3.593066622823968,3.593066622823968,3.593066622823968,0.18864276906594427,0.1886135640350564,0.18861188224496825,0.18861762599076654,44.95900135330891,134.87700405992675,134.87700405992675,134.87700405992675,52.75854071992348,69.9893928877086,0.5230956977076094,0.42863637991734227,0.5686283128879444,-0.13999193297060208,0.016221637203379224,479.8166559746106,2699.5833440253896,11.565783746629661,65.08421625337034,3.0102456406296936,16.939754359370305,32.16307758394551,180.98692241605448,526.5557629458156,2967.8442370541848,5935.6884741083695,620.0339768882253,0.17223166024672926,1240.0679537764506,620.0339768882253,3504.366023111775,7008.73204622355,3504.366023111775,4124.400000000001,8248.800000000001,4124.400000000001,0.7365,0.5988444371373279,1.796533311411984,1.796533311411984,1.796533311411984,1.4103117809152408,371.3038978956483,287.33553527623064,20.77831577340749,5.408006568923953,57.782040277086175,742.6077957912966,574.6710705524613,41.55663154681498,10.816013137847905,115.56408055417235,959.6333119492213,23.131567493259322,6.020491281259387,64.32615516789102,1053.1115258916311,479.8166559746106,11.565783746629661,3.0102456406296936,32.16307758394551,6988.8,-0.2461923365363436,513.3248104486851
39,39,2025,3NB,3,NB,PM-Late,5,OP,PM,0.5,55,10294.792648516212,1,6,70,3600,1,5,0.5,0,2334.0,40.0,7.0,196.0,18.0,1.0,3.6,1.8,0.32386233561251043,0.32386233561251043,3.283,0.592,2334.0,40.0,7.0,196.0,18.0,2595.0,3117.0,1.0,0.389625,3117.0,0.0,1.0,0.0,1867.2,32.0,5.6000000000000005,156.8,14.4,2076.0,0.500173211871101,1.500519635613303,1.500519635613303,1.500519635613303,1.500519635613303,0.012266361822992606,0.00917440303132841,0.009037547888557108,0.009833935647791985,108.49366017080403,325.4809805124121,325.4809805124121,325.4809805124121,54.95993420813157,69.99999999779939,0.0,0.42857142858490166,0.5458521818165016,-0.11728075323159998,0.00027834545336933095,22.903750795891796,2311.096249204108,0.2935808970025091,39.706419102997494,0.050610268175919806,6.9493897318240805,1.5419611095737833,194.45803889042622,24.78990307064401,2570.210096929356,12851.050484646781,28.56220762014843,0.007933946561152342,142.81103810074217,71.40551905037108,3088.437792379851,15442.188961899255,7721.094480949628,3116.9999999999995,15584.999999999998,7792.499999999999,0.30277443231935836,0.2500866059355505,0.7502598178066515,0.7502598178066515,0.7502598178066515,0.5762850739185139,7.143025561749439,5.7279212997382425,0.2202619502966158,0.037970850580811365,1.156871461133769,35.71512780874719,28.63960649869121,1.101309751483079,0.18985425290405683,5.784357305668845,114.51875397945898,1.4679044850125456,0.253051340879599,7.709805547868917,123.94951535322002,57.25937698972949,0.7339522425062728,0.1265256704397995,3.8549027739344583,12975.0,-0.21485808271629495,255.88506114897714
40,40,2025,3SB,3,SB,Night,6,OP,NT,0.5,55,5600.0,1,6,70,3600,1,5,0.5,0,1060.0,33.0,8.0,186.0,24.0,1.0,3.6,1.8,0.4891304347826087,0.4891304347826087,3.286,0.708,1060.0,33.0,8.0,186.0,24.0,1311.0,1813.0,1.0,0.226625,1813.0,0.0,1.0,0.0,848.0,26.400000000000002,6.4,148.8,19.200000000000003,1048.8,0.8680237907065738,2.604071372119721,2.604071372119721,2.604071372119721,2.604071372119721,0.095494455842701,0.09548025977679958,0.09547911358350107,0.095487000386628,67.48282878930088,202.44848636790263,202.44848636790263,202.44848636790263,54.95993419810801,69.99999518226856,0.21044446960486476,0.42857145806774555,0.5458521819160538,-0.11728072384830823,0.00027834552305589996,80.97929855461045,979.0207014453896,2.5206788581075092,30.47932114189249,0.6110663269344069,7.388933673065593,14.208465657530247,171.79153434246976,98.31950939718263,1212.6804906028174,7276.082943616904,132.99993108232695,0.03694442530064638,797.9995864939617,398.99979324698086,1680.0000689176732,10080.000413506039,5040.0002067530195,1813.0,10878.0,5439.0,0.32375,0.4340118953532869,1.3020356860598605,1.3020356860598605,1.3020356860598605,1.1742034215754809,57.72355217089724,35.145978850066165,3.2820138263525966,0.7956301642181195,18.499929330260365,346.34131302538344,210.87587310039697,19.69208295811558,4.773780985308717,110.99957598156219,485.8757913276627,15.124073148645056,3.6663979616064415,85.25079394518148,589.9170563830957,242.93789566383134,7.562036574322528,1.8331989808032207,42.62539697259074,7866.0,-0.21485802884698324,444.0749147298659
41,41,2025,3SB,3,SB,AM-Early,1,OP,AM,0.5,55,5600.0,1,6,70,3600,1,5,0.5,0,2991.0,108.0,51.0,251.0,25.0,1.0,3.6,1.8,0.4891304347826087,0.4891304347826087,3.13,0.715,2991.0,108.0,51.0,251.0,25.0,3426.0,4296.0,1.0,0.537,4296.0,0.0,1.0,0.0,2392.8,86.4,40.800000000000004,200.8,20.0,2740.8,1.0077597103626885,3.0232791310880653,3.0232791310880653,3.0232791310880653,3.0232791310880653,0.18015370802713473,0.18012732704532383,0.18012563458084976,0.18013157215447087,43.998163005044006,131.99448901513205,131.99448901513205,131.99448901513205,50.85322822162485,69.99035762186328,0.39162941354049874,0.42863047167269697,0.5899330494665191,-0.16130257779382218,0.031134952808381543,431.07179256732803,2559.928207432672,15.56300105671598,92.43699894328402,7.349125890898671,43.65087410910133,36.170419688617756,214.82958031138224,490.1543392035604,2935.84566079644,2935.84566079644,608.3194324760252,0.16897762013222922,608.3194324760252,304.1597162380126,3687.6805675239752,3687.6805675239752,1843.8402837619876,4296.0,4296.0,2148.0,0.7671428571428571,0.5038798551813443,1.5116395655440327,1.5116395655440327,1.5116395655440327,1.2507077180549853,306.51990754001713,217.2083924115877,23.525648155935464,11.10922946884647,54.67663750364747,306.51990754001713,217.2083924115877,23.525648155935464,11.10922946884647,54.67663750364747,431.07179256732803,15.56300105671598,7.349125890898671,36.170419688617756,490.1543392035604,215.53589628366402,7.78150052835799,3.6745629454493356,18.085209844308878,3426.0,-0.2734252267095212,374.8581296639211
42,42,2025,3SB,3,SB,AM-Peak,1,Peak,AM,0.5,55,5600.0,1,6,70,3600,1,5,0.5,0,4343.0,160.0,78.0,215.0,12.0,1.0,3.6,1.8,0.4891304347826087,0.4891304347826087,3.13,0.715,4560.150000000001,168.0,81.9,225.75,12.600000000000001,5048.400000000001,5738.0,1.0,0.71725,5738.0,0.0,1.0,0.0,3648.120000000001,134.4,65.52000000000001,180.60000000000002,10.080000000000002,4038.7200000000007,1.799994741282927,5.399984223848781,5.399984223848781,5.399984223848781,5.399984223848781,0.21445030239006807,0.2143962927185136,0.2143928505892758,0.21439860213006384,40.276451879328086,120.82935563798426,120.82935563798426,120.82935563798426,40.60817967650203,69.86793064600604,0.6949155107718031,0.4293815449036049,0.7387674167862179,-0.309385871882613,0.13531900993217072,782.3404371552552,3777.8095628447454,28.81486174136823,139.18513825863178,14.047019570609352,67.85298042939066,38.72038754468954,187.02961245531046,863.9227060119223,4184.477293988079,4184.477293988079,1027.0872437252565,0.28530201214590456,1027.0872437252565,513.5436218626282,4997.812756274744,4997.812756274744,2498.906378137372,6024.900000000001,6024.900000000001,3012.4500000000003,1.0758750000000001,0.8999973706414635,2.6999921119243906,2.6999921119243906,2.6999921119243906,2.1399502810598943,924.3758187721188,704.1043363862228,77.79989940788613,37.92684203669279,104.54474094131717,924.3758187721188,704.1043363862228,77.79989940788613,37.92684203669279,104.54474094131717,782.3404371552552,28.81486174136823,14.047019570609352,38.72038754468954,863.9227060119223,391.1702185776276,14.407430870684115,7.023509785304676,19.36019377234477,5048.400000000001,-0.41878656915934626,349.0776221286303
43,43,2025,3SB,3,SB,AM-Shoulder,3,OP,AM,0.5,55,5600.0,1,6,70,3600,1,5,0.5,0,4173.0,248.0,70.0,290.0,10.0,1.0,3.6,1.8,0.4891304347826087,0.4891304347826087,3.13,0.715,4173.0,248.0,70.0,290.0,10.0,4791.0,6027.0,1.0,0.753375,6027.0,0.0,1.0,0.0,3338.4,198.4,56.0,232.0,8.0,3832.8,1.799969373144324,5.399908119432972,5.399908119432972,5.399908119432972,5.399908119432972,0.2049865465343602,0.2049397747560813,0.20493248232217567,0.2049414946190833,41.23391354054438,123.70174062163312,123.70174062163312,123.70174062163312,35.86009108316831,69.89370281719957,0.5019900143188396,0.42922321741147684,0.8365846012611255,-0.4073613838496487,0.20379103906460605,684.3270869503081,3488.672913049692,40.66005131160653,207.33994868839346,11.476219010041838,58.52378098995816,47.54642675162732,242.45357324837266,784.0097840235837,4006.9902159764165,12020.970647929249,983.3751781701351,0.2731597717139264,2950.1255345104055,1475.0627672552027,5043.624821829865,15130.874465489596,7565.437232744798,6027.0,18081.0,9040.5,1.07625,0.899984686572162,2.699954059716486,2.699954059716486,2.699954059716486,2.2576825431088516,885.0226015082931,615.8838988618137,109.78027060705269,30.98526410635797,128.37316793306871,2655.067804524879,1847.6516965854412,329.34081182115807,92.95579231907391,385.11950379920614,2052.981260850924,121.98015393481958,34.428657030125514,142.63928025488195,2352.0293520707514,1026.490630425462,60.99007696740979,17.214328515062757,71.31964012744098,14373.0,-0.486933877620463,265.1163479661588
44,44,2025,3SB,3,SB,MD,4,OP,MD,0.5,55,6216.36613962328,1,6,70,3600,1,5,0.5,0,4694.0,171.0,64.0,395.0,11.0,1.0,3.6,1.8,0.45841810869665617,0.45841810869665617,3.133,0.708,4694.0,171.0,64.0,395.0,11.0,5335.0,6617.0,1.0,0.827125,6617.0,0.0,1.0,0.0,3755.2000000000003,136.8,51.2,316.0,8.8,4268.0,1.7999934941440718,5.399980482432215,5.399980482432215,5.399980482432215,5.399980482432215,0.1962301600886972,0.19617350101499045,0.19616914821983816,0.1961826116741419,42.039888791186684,126.11966637356007,126.11966637356007,126.11966637356007,36.06392712913495,69.86376018614625,0.48888614209911907,0.4294071764827353,0.8318561617701338,-0.4024489852873985,0.2004811314209118,736.8834971650758,3957.116502834924,26.836534938850697,144.1634650611493,10.043860388855714,53.95613961114429,61.99370528902884,333.00629471097113,835.7575977818111,4499.2424022181885,17996.969608872754,1033.5057990152816,0.28708494417091157,4134.023196061126,2067.011598030563,5583.494200984718,22333.976803938873,11166.988401969436,6617.0,26468.0,13234.0,1.0644482405601996,0.8999967470720359,2.6999902412161076,2.6999902412161076,2.6999902412161076,2.225889084735957,930.1518571938389,663.1927504196341,72.458382442952,27.118325034047448,167.38239929720527,3720.6074287753554,2652.7710016785363,289.833529771808,108.47330013618979,669.5295971888211,2947.5339886603033,107.34613975540279,40.17544155542286,247.97482115611535,3343.0303911272445,1473.7669943301516,53.673069877701394,20.08772077771143,123.98741057805768,21340.0,-0.4837963626199681,268.3560242337776
45,45,2025,3SB,3,SB,PM-Shoulder,2,OP,PM,0.5,55,5600.0,1,6,70,3600,1,5,0.5,0,4413.0,102.0,32.0,284.0,5.0,1.0,3.6,1.8,0.4891304347826087,0.4891304347826087,3.283,0.592,4413.0,102.0,32.0,284.0,5.0,4836.0,5682.0,1.0,0.71025,5682.0,0.0,1.0,0.0,3530.4,81.60000000000001,25.6,227.20000000000002,4.0,3868.8,1.7999046682956905,5.3997140048870715,5.3997140048870715,5.3997140048870715,5.3997140048870715,0.18460211366905022,0.18454761241610312,0.18454481665936245,0.18455486304989835,45.364294618293144,136.09288385487943,136.09288385487943,136.09288385487943,38.74665229456168,69.95251454863936,0.5061931672001379,0.4288623531773173,0.7742604386033805,-0.34539808542606315,0.1601641252041845,651.719302097215,3761.280697902785,15.059085173154017,86.94091482684598,4.724347306479679,27.27565269352032,41.93086488493691,242.0691351150631,713.4335994617855,4122.566400538215,8245.13280107643,836.8621941909267,0.23246172060859077,1673.7243883818535,836.8621941909267,4845.137805809074,9690.275611618148,4845.137805809074,5682.000000000001,11364.000000000002,5682.000000000001,1.0146428571428574,0.8999523341478453,2.6998570024435358,2.6998570024435358,2.6998570024435358,2.1112997357858614,753.1360850222119,586.5163071315933,40.657376555133496,12.755062157374418,113.20733917811067,1506.2721700444238,1173.0326142631866,81.31475311026699,25.510124314748836,226.41467835622134,1303.43860419443,30.118170346308034,9.448694612959358,83.86172976987382,1426.867198923571,651.719302097215,15.059085173154017,4.724347306479679,41.93086488493691,9672.0,-0.44610065064036597,312.66612252504507
46,46,2025,3SB,3,SB,PM-Peak,2,Peak,PM,0.5,55,5600.0,1,6,70,3600,1,5,0.5,0,3506.0,67.0,20.0,220.0,4.0,1.0,3.6,1.8,0.4891304347826087,0.4891304347826087,3.283,0.592,3681.3,70.35000000000001,21.0,231.0,4.2,4007.85,4439.0,1.0,0.554875,4439.0,0.0,1.0,0.0,2945.0400000000004,56.28000000000001,16.8,184.8,3.3600000000000003,3206.28,1.4450202586616734,4.335060775985021,4.335060775985021,4.335060775985021,4.335060775985021,0.18182927139334107,0.18178839051571313,0.18178664343011547,0.1817940771576283,45.644330625000485,136.93299187500145,136.93299187500145,136.93299187500145,50.36439546395135,69.98364481891507,0.6051553773032821,0.42867158573443787,0.5956588920336133,-0.16698730629917546,0.03514304260534752,535.4944774242452,3145.805522575755,10.231050618224337,60.11894938177567,3.05401560962594,17.94598439037406,33.59554545872971,197.4044545412703,582.3750891108252,3425.4749108891747,6850.949821778349,676.1363124839852,0.18781564235666257,1352.2726249679704,676.1363124839852,3984.813687516015,7969.62737503203,3984.813687516015,4660.95,9321.9,4660.95,0.8323125,0.7225101293308367,2.1675303879925103,2.1675303879925103,2.1675303879925103,1.6776656272298602,488.5153345780792,386.90018413974025,22.17611311609081,6.619671639267697,72.81936568298042,977.0306691561584,773.8003682794805,44.35222623218162,13.239343278535394,145.63873136596084,1070.9889548484905,20.462101236448675,6.10803121925188,67.19109091745942,1164.7501782216505,535.4944774242452,10.231050618224337,3.05401560962594,33.59554545872971,8015.7,-0.28034049106372155,519.208420335651
47,47,2025,3SB,3,SB,PM-Late,5,OP,PM,0.5,55,5600.0,1,6,70,3600,1,5,0.5,0,3693.0,45.0,9.0,242.0,21.0,1.0,3.6,1.8,0.4891304347826087,0.4891304347826087,3.283,0.592,3693.0,45.0,9.0,242.0,21.0,4010.0,4644.0,1.0,0.5805,4644.0,0.0,1.0,0.0,2954.4,36.0,7.2,193.60000000000002,16.8,3208.0,1.126117005413743,3.378351016241229,3.378351016241229,3.378351016241229,3.378351016241229,0.18975893654654188,0.189725737444332,0.18972471974097166,0.1897312678890596,44.849656634850646,134.54896990455194,134.54896990455194,134.54896990455194,48.98064690988314,69.98117791872284,0.4095494033236567,0.428686696797851,0.6124868063746767,-0.1838001095768257,0.04692258264409188,560.6238021331034,3132.3761978668967,6.830126547995952,38.16987345200405,1.366017982134996,7.633982017865004,36.73197346332194,205.26802653667806,605.5519201265563,3404.448079873444,17022.24039936722,695.408156113462,0.19316893225373946,3477.0407805673103,1738.5203902836552,3948.5918438865383,19742.95921943269,9871.479609716345,4644.0,23220.0,11610.0,0.8292857142857143,0.5630585027068715,1.6891755081206146,1.6891755081206146,1.6891755081206146,1.2932185074058054,391.55547515139233,315.6639986108986,11.53728248223916,2.3074441190747783,62.046749939179776,1957.7773757569616,1578.319993054493,57.6864124111958,11.537220595373892,310.2337496958989,2803.1190106655167,34.150632739979756,6.83008991067498,183.6598673166097,3027.759600632781,1401.5595053327584,17.075316369989878,3.41504495533749,91.82993365830485,20050.0,-0.3000882756393443,367.61142569712445
48,48,2025,4NB,4,NB,Night,6,OP,NT,1.6,65,5600.0,1,6,70,3600,1,5,0.5,0,786.0,24.0,16.0,206.0,42.0,1.0,3.6,1.8,0.4891304347826087,0.4891304347826087,3.286,0.708,786.0,24.0,16.0,206.0,42.0,1074.0,1650.0,1.0,0.20625,1650.0,0.0,1.0,0.0,628.8000000000001,19.200000000000003,12.8,164.8,33.6,859.2,1.7941872289583507,5.382561686875052,5.382561686875052,5.382561686875052,5.382561686875052,9.046283124750298e-05,1.3107153053754348e-05,9.584457793701585e-06,7.168866249699713e-05,1366.5310353594439,4099.593106078331,4099.593106078331,4099.593106078331,64.95751287859296,70.0,0.0,1.3714285714285714,1.477889096207026,-0.10646052477845447,0.0006762134987642332,0.05688302828842988,785.9431169717116,0.0002516573386320835,23.999748342661366,0.00012268105975938028,15.999877318940241,0.011814291579505127,205.9881857084205,0.06907165826632647,1073.9309283417338,6443.585570050403,0.09344891822211965,2.595803283947768e-05,0.5606935093327179,0.8971096149323486,1649.906551081778,9899.439306490667,15839.102890385067,1650.0,9900.0,15840.0,0.29464285714285715,2.870699566333361,8.612098699000084,8.612098699000084,8.612098699000084,2.427404522237157,0.2682637690145606,0.16329408463932396,0.0021672978386271897,0.0010565413951457105,0.10174584514146376,1.6095826140873637,0.9797645078359438,0.013003787031763138,0.006339248370874262,0.6104750708487825,0.34129816973057925,0.001509944031792501,0.0007360863585562816,0.07088574947703076,0.41442994959795876,0.5460770715689268,0.0024159104508680016,0.0011777381736900506,0.11341719916324922,6444.0,-0.0720355303058148,1011.1845114564713
49,49,2025,4NB,4,NB,AM-Early,1,OP,AM,1.6,65,7777.688309757352,1,6,70,3600,1,5,0.5,0,5139.0,84.0,45.0,248.0,22.0,1.0,3.6,1.8,0.3955109225606805,0.3955109225606805,3.13,0.715,5139.0,84.0,45.0,248.0,22.0,5538.0,6336.0,1.0,0.792,6336.0,0.0,1.0,0.0,4111.2,67.2,36.0,198.4,17.6,4430.400000000001,1.107561711856308,3.322685135568924,3.322685135568924,3.322685135568924,3.322685135568924,0.13991617240961243,0.13976032498821905,0.13975659335334192,0.13977602049664412,49.5620067942109,148.68602038263273,148.68602038263273,148.68602038263273,56.79212854674301,69.98031289224932,1.3555373220953413,1.3718143865377386,1.690375100503352,-0.3185607139656135,0.1494164165061926,575.2233680103986,4563.776631989602,9.39189383920832,74.60810616079168,5.03123736072031,39.96876263927969,27.731562466534193,220.2684375334658,617.3780616768615,4920.621938323139,4920.621938323139,701.6874490097871,0.19491318028049642,701.6874490097871,1122.6999184156593,5634.312550990213,5634.312550990213,9014.900081584341,6336.0,6336.0,10137.6,0.8146379422342357,1.7720987389700928,5.3162962169102785,5.3162962169102785,5.3162962169102785,1.2588107684009928,1243.4594435413849,1019.3526050773571,49.930089687006145,26.747548147175035,147.4292006298468,1243.4594435413849,1019.3526050773571,49.930089687006145,26.747548147175035,147.4292006298468,575.2233680103986,9.39189383920832,5.03123736072031,27.731562466534193,617.3780616768615,920.3573888166379,15.027030142733313,8.049979777152496,44.370499946454714,5538.0,-0.18845563559872242,208.60608291627483
50,50,2025,4NB,4,NB,AM-Peak,1,Peak,AM,1.6,65,8831.47840887665,1,6,70,3600,1,5,0.5,0,6448.0,134.0,64.0,203.0,16.0,1.0,3.6,1.8,0.3619842992114914,0.3619842992114914,3.13,0.715,6770.400000000001,140.70000000000002,67.2,213.15,16.8,7208.25,7699.0,1.0,0.962375,7699.0,0.0,1.0,0.0,5416.320000000001,112.56000000000002,53.760000000000005,170.52,13.440000000000001,5766.6,1.79998186823327,5.39994560469981,5.39994560469981,5.39994560469981,5.39994560469981,0.1287859832935427,0.1284758590426085,0.12846508453369068,0.1284864761343546,51.45010058538939,154.35030175616816,154.35030175616816,154.35030175616816,53.195884920644886,69.95514354649931,2.1930237875979297,1.3723079552569086,1.8046508699537243,-0.43234291469681563,0.22940945512145325,697.5460970324814,6072.853902967519,14.461242693836015,126.238757306164,6.9062829445312115,60.29371705546879,21.909513910430146,191.24048608956986,740.8231365812787,6467.426863418722,6467.426863418722,827.3772156788734,0.22982700435524261,827.3772156788734,1323.8035450861976,7256.572784321126,7256.572784321126,11610.516454913803,8083.95,8083.95,12934.32,0.9153563679524712,2.8799709891732324,8.639912967519697,8.639912967519697,8.639912967519697,2.010282769088309,2382.82237825808,2008.912523064563,124.94387827692326,59.669683569815334,189.2962933467786,2382.82237825808,2008.912523064563,124.94387827692326,59.669683569815334,189.2962933467786,697.5460970324814,14.461242693836015,6.9062829445312115,21.909513910430146,740.8231365812787,1116.0737552519702,23.137988310137626,11.05005271124994,35.05522225668823,7208.25,-0.23957149933820826,249.79919508969266
