,Unnamed: 0,Period,Hours/Day,Peak,4Periods,Segment,Direction,SegDir,Length,Speed GP,Capacity GP,Alpha GP,Beta GP,Speed ML,Capacity ML,Alpha ML,Beta ML,Year,MinToll,MinCapture,MaxToll,Soft Cap,MaxCapture,MaxCap_aux,B1,B2,TotalLights,TotalHeavies,TotalVeh,HOV3,Corridor PCE,InScopeLights,InScopeHeavies,InScopeVeh,CaptureRateLights,CaptureRateHeavies,TollLights,TollHeavies,VOT Lights,VOT Heavies,Speed GP real,Speed ML real,MLVeh_Lights,GPVeh_Lights,MLVeh_Heavies,GPVeh_Heavies,MLVeh,GPVeh,ML PCE,GP PCE,TollLightsPerSeg,TollHeaviesPerSeg,TollBlend,RevenuePerHour,RevenuePerDay,TransactionsDay_Lights,TransactionsDay_Heavies,TransactionsDay,TotalVeh_hours,GPVehDay,RevenuePerHourLights,RevenuePerHourHeavies,RevenuePerDayLights,RevenuePerDayHeavies
77,77,PM-Shoulder,1,OP,PM,5,SB,5SB,2.0,65,6400,1,6,70,3600,1,6,2032,0.5,0,3.12,1.56,0.3,0.405,3.399,0.592,5249.2,335.2,5584.4,314.952,6254.8,3947.3984,268.16,4467.52,0.164232701,0.164387072,1.554419447,4.632009758,53.80284892,160.326945,47.30031146,69.93063856,648.2919011550784,4285.956098844921,44.082037227520004,291.11796277248,692.3739383825985,4577.074061617401,780.5380128376385,5159.309987162361,3.108838894,9.264019516,1.7503633483222778,2423.811930156895,2423.811930156895,648.2919011550784,44.082037227520004,692.3739383825985,5584.4,4577.074061617401,2015.4350769761113,408.3768531807838,2015.4350769761113,408.3768531807838
78,78,PM-Peak,3,Peak,PM,5,SB,5SB,2.0,65,6400,1,6,70,3600,1,6,2032,0.5,0,3.12,1.56,0.3,0.405,3.399,0.592,5370.96,358.47,5729.43,322.2576,6446.37,4038.96192,286.776,4583.544,0.216845608,0.21475731,1.559999933,4.679999514,47.83483395,143.5044931,48.74038441,69.71592219,875.8311532312474,4172.871246768753,61.58724233256,296.88275766744005,937.4183955638074,4469.754004436193,1060.5928802289275,5063.519519771073,3.119999866,9.359999028,1.764980090400222,3309.0496090900797,9927.148827270239,2627.4934596937424,184.76172699768,2812.2551866914223,17188.29,13409.26201330858,2732.5930807201175,576.4565283699621,8197.779242160352,1729.3695851098864
79,79,PM-Late,3,OP,NT,5,SB,5SB,2.0,65,8000,1,6,70,3600,1,6,2032,0.5,0,3.12,1.56,0.3,0.349137931,3.402,0.708,4185.4,329.7,4515.1,251.124,5174.5,3147.4208,263.76,3612.08,0.154417648,0.154638503,0.995095206,2.970128193,62.07151962,185.2690771,62.91207863,69.98396521,486.0173172022784,3448.2586827977216,40.78745155128,288.91254844872,526.8047687535584,3737.1712312464415,608.3796718561184,4314.996328143881,1.990190412,5.940256386,1.148010606633222,1209.5549243080936,3628.664772924281,1458.0519516068352,122.36235465384,1580.4143062606752,13545.300000000001,11211.513693739325,967.2670047619371,242.28791954615662,2901.801014285811,726.8637586384698
80,80,Night,8,OP,NT,6,NB,6NB,1.3,65,8000,1,6,70,3600,1,6,2032,0.5,0,3.9,1.95,0.3,0.349137931,3.402,0.708,1495.9,271.3,1767.2,89.754,2309.8,1124.9168,217.04,1413.76,0.15564965,0.175843907,0.500000995,1.415645247,61.53375661,174.2195935,64.98369991,69.99988594,175.09290619912,1231.05309380088,38.165161575279996,233.13483842472002,213.2580677744,1464.1879322256002,289.58839092496,1930.4576090750402,0.6500012934999999,1.8403388211,0.6638668275462487,184.04744397264395,1472.3795517811516,1400.74324959296,305.32129260223996,1706.0645421952,14137.6,11713.503457804802,113.81061551210215,70.2368284605418,910.4849240968172,561.8946276843344
81,81,AM-Early,1,OP,AM,6,NB,6NB,1.3,65,9200,1,6,70,3600,1,6,2032,0.5,0,3.9,1.95,0.3,0.31640625,3.246,0.715,5566.4,471.4,6037.8,333.984,6980.6,4185.9328,377.12,4830.24,0.131531123,0.131739338,1.056537252,3.153823886,57.50914521,171.6680747,59.20354664,69.95210958,550.5804419865343,4681.835558013465,49.681539146560006,421.71846085344,600.2619811330943,5103.554018866905,699.6250594262143,5946.990940573785,1.3734984276000002,4.0999710518,1.230122172057639,959.9142436455825,959.9142436455825,550.5804419865343,49.681539146560006,600.2619811330943,6037.8,5103.554018866905,756.221371335818,203.69287230976448,756.221371335818,203.69287230976448
82,82,AM-Peak,2,Peak,AM,6,NB,6NB,1.3,65,9600,1,6,70,3600,1,6,2032,0.5,0,3.9,1.95,0.3,0.306818182,3.246,0.715,4846.905,415.275,5262.18,290.8143,6092.73,3644.87256,332.22,4209.744,0.124726473,0.12494077,1.23732076,3.692689995,58.87519789,175.7085642,62.81576233,69.98303155,454.6120989432809,4101.478601056719,41.50782260940001,373.76717739059995,496.1199215526809,4475.245778447319,579.135566771481,5222.780133228518,1.608516988,4.8004969935,1.442748976484421,930.5094617437603,1861.0189234875206,909.2241978865618,83.01564521880002,992.2398431053618,10524.36,8950.491556894638,731.2512841006043,199.25817764315607,1462.5025682012085,398.51635528631215
83,83,AM-Shoulder,1,OP,AM,6,NB,6NB,1.3,65,8000,1,6,70,3600,1,6,2032,0.5,0,3.9,1.95,0.3,0.349137931,3.246,0.715,3701.4,570.5,4271.9,222.084,5412.9,2783.4528,456.4,3417.52,0.150035084,0.150116565,0.892414197,2.672169474,54.05439582,161.8559038,62.22809406,69.98587521,417.61557465803526,3061.700425341965,68.513200266,501.986799734,486.12877492403527,3563.687225075965,623.1551754560353,4567.660824543965,1.1601384561,3.4738203162,1.1432463550770973,722.4944350389974,722.4944350389974,417.61557465803526,68.513200266,486.12877492403527,4271.9,3563.687225075965,484.4918880270873,238.00254701191002,484.4918880270873,238.00254701191002
84,84,MD,5,OP,MD,6,NB,6NB,1.3,65,8000,1,6,70,3600,1,6,2032,0.5,0,3.9,1.95,0.3,0.349137931,3.249,0.708,3840.8,385.1,4225.9,230.448,4996.1,2888.2816,308.08,3380.72,0.146705961,0.146795802,0.778678564,2.33093017,54.35829101,162.7184648,63.2266857,69.99044506,423.72812776661755,3186.623872233383,45.224850680159996,339.87514931984003,468.95297844677754,3526.499021553223,559.4026798070976,4206.249320192903,1.0122821332,3.030209221,0.9283744830490688,565.9731726218027,2829.865863109014,2118.640638833088,226.12425340079997,2344.764892233888,21129.5,17632.495107766114,428.9324130724338,137.04075954936894,2144.662065362169,685.2037977468447
85,85,PM-Shoulder,1,OP,PM,6,NB,6NB,1.3,65,8000,1,6,70,3600,1,6,2032,0.5,0,3.9,1.95,0.3,0.349137931,3.399,0.592,3772.5,240.9,4013.4,226.35,4495.2,2836.92,192.72,3210.72,0.172375055,0.172397909,0.706247231,2.115868604,52.45446484,157.1500041,64.17085805,69.98819118,489.01424103060003,3057.1357589694003,33.224525022479995,207.67547497752003,522.23876605308,3264.8112339469203,588.68781609804,3680.1621839019604,0.9181214003,2.7506291852,0.7959265187583908,540.3627879328974,540.3627879328974,489.01424103060003,33.224525022479995,522.23876605308,4013.4,3264.8112339469203,448.9744397416562,91.38834819124116,448.9744397416562,91.38834819124116
86,86,PM-Peak,3,Peak,PM,6,NB,6NB,1.3,65,8000,1,6,70,3600,1,6,2032,0.5,0,3.9,1.95,0.3,0.349137931,3.399,0.592,3859.17,257.565,4116.735,231.5502,4631.865,2902.09584,206.052,3293.388,0.158048904,0.158091235,1.052640064,3.151206,54.32650007,162.6329823,63.92985808,69.99042201,458.6730668149593,3168.9467331850406,32.57501515422,224.98998484578,491.24808196917934,3393.9367180308204,556.3981122776194,3843.9166877223806,1.3684320832,4.096567800000001,1.1917974870545673,761.1086984946173,2283.326095483852,1376.019200444878,97.72504546265999,1473.744245907538,12350.204999999998,10181.810154092462,627.6629403293276,133.4457581652897,1882.9888209879828,400.3372744958691
87,87,PM-Late,3,OP,NT,6,NB,6NB,1.3,65,8000,1,6,70,3600,1,6,2032,0.5,0,3.9,1.95,0.3,0.349137931,3.402,0.708,3008.1,236.9,3245.0,180.486,3718.8,2262.0912,189.52,2596.0,0.168109734,0.168177711,0.723638419,2.167353927,59.42724499,177.9892683,64.72548868,69.99680231,380.2795499157408,2447.334450084259,31.873039788720003,205.02696021128,412.1525897044608,2652.361410295539,475.8986692819008,3062.415330718099,0.9407299447,2.8175601051000005,0.835285422996923,447.54456529973817,1342.6336958992144,1140.8386497472225,95.61911936616,1236.4577691133825,9735.0,7957.084230886617,357.74035996277576,89.80420533696243,1073.2210798883273,269.4126160108873
88,88,Night,8,OP,NT,6,SB,6SB,1.3,65,8000,1,6,70,3600,1,6,2032,0.5,0,3.9,1.95,0.3,0.349137931,3.402,0.708,1662.7,292.8,1955.5,99.762,2541.1,1250.3504,234.24,1564.4,0.16771646,0.17054739,0.500101307,1.487897646,59.42407224,176.7980526,64.97203942,69.99975794,209.70434284758403,1353.233657152416,39.9490206336,252.8509793664,249.65336348118404,1606.084636518816,329.551404748384,2111.786595251616,0.6501316991,1.9342669398,0.6581664569272898,213.6075106131093,1708.8600849048744,1677.6347427806722,319.5921650688,1997.2269078494724,15644.0,12848.677092150529,136.33544072414875,77.27206988896053,1090.68352579319,618.1765591116842
89,89,AM-Early,1,OP,AM,6,SB,6SB,1.3,65,8000,1,6,70,3600,1,6,2032,0.5,0,3.9,1.95,0.3,0.349137931,3.246,0.715,3567.4,302.1,3869.5,214.044,4473.7,2682.6848,241.68,3095.6,0.154952246,0.155037281,0.720817222,2.158114825,53.21666093,159.3298015,64.11384372,69.99336725,415.6880350700608,2937.6679649299394,37.46941007208,264.63058992792,453.1574451421408,3202.2985548578595,528.0962652863008,3731.5597347136995,0.9370623886,2.8055492725000004,0.8396604493589419,494.6478992239199,494.6478992239199,415.6880350700608,37.46941007208,453.1574451421408,3869.5,3202.2985548578595,389.5256230551917,105.12227616872823,389.5256230551917,105.12227616872823
90,90,AM-Peak,2,Peak,AM,6,SB,6SB,1.3,65,8000,1,6,70,3600,1,6,2032,0.5,0,3.9,1.95,0.3,0.349137931,3.246,0.715,4131.96,355.215,4487.175,247.9176,5197.605,3107.23392,284.172,3589.74,0.141153034,0.141330604,1.234227119,3.687291069,55.67671647,166.3358844,62.70253529,69.98910269,438.5954951557133,3445.446904844287,40.162200399888,315.052799600112,478.7576955556013,3760.499704444399,559.0820963553773,4390.605303644623,1.6044952547000002,4.793478389700001,1.4400106434597109,896.2410304098028,1792.4820608196055,877.1909903114266,80.324400799776,957.5153911112026,8974.35,7520.999408888798,703.7243907101389,192.51663969966384,1407.4487814202778,385.0332793993277
91,91,AM-Shoulder,1,OP,AM,6,SB,6SB,1.3,65,8000,1,6,70,3600,1,6,2032,0.5,0,3.9,1.95,0.3,0.349137931,3.246,0.715,3618.0,557.7,4175.7,217.08,5291.1,2720.736,446.16,3340.56,0.150846759,0.150923913,0.868591259,2.601091289,53.91195054,161.4452178,62.57899314,69.98737788,410.414207694624,2990.505792305376,67.33621302408,490.36378697592005,477.750420718704,3480.869579281296,612.422846766864,4461.597153233136,1.1291686367,3.3814186757000004,1.1127773152023315,691.1187796553869,691.1187796553869,410.414207694624,67.33621302408,477.750420718704,4175.7,3480.869579281296,463.4268513848492,227.6919282705377,463.4268513848492,227.6919282705377
92,92,MD,5,OP,MD,6,SB,6SB,1.3,65,8000,1,6,70,3600,1,6,2032,0.5,0,3.9,1.95,0.3,0.349137931,3.249,0.708,4385.0,429.9,4814.9,263.1,5674.7,3297.52,343.92,3851.92,0.142871898,0.142993902,0.909504629,2.720374299,55.06255708,164.6948904,61.23488428,69.98152214,471.12294109296,3650.77705890704,49.17846277584,380.72153722416,520.3014038688,4031.4985961312,618.65832942048,4792.94167057952,1.1823560176999999,3.5364865887,1.0806665478335866,730.9540185374242,3654.770092687121,2355.6147054648,245.8923138792,2601.507019344,24074.5,20157.492980656,557.0350444777838,173.91897405964033,2785.175222388919,869.5948702982016
93,93,PM-Shoulder,1,OP,PM,6,SB,6SB,1.3,65,4800,1,6,70,3600,1,6,2032,0.5,0,3.9,1.95,0.3,0.482142857,3.399,0.592,3601.5,230.0,3831.5,216.09,4291.5,2708.328,184.0,3065.2,0.198396903,0.198424826,1.212333137,3.629264298,49.56049673,148.3652768,55.03482747,69.98322604,537.323887508184,2848.0861124918156,36.510167984,193.489832016,573.834055492184,3041.5759445078156,646.854391460184,3428.5556085398157,1.5760330780999998,4.7180435873999995,1.366110281889366,1019.0967842979893,1019.0967842979893,537.323887508184,36.510167984,573.834055492184,3831.5,3041.5759445078156,846.8402203661814,172.25656393180796,846.8402203661814,172.25656393180796
94,94,PM-Peak,3,Peak,PM,6,SB,6SB,1.3,65,4000,1,6,70,3600,1,6,2032,0.5,0,3.9,1.95,0.3,0.532894737,3.399,0.592,3455.76,237.825,3693.585,207.3456,4169.235,2598.73152,190.26,2954.868,0.224202141,0.222841282,1.949999839,5.849996655,47.04864782,141.1458744,46.68951574,69.9757097,582.6411706681843,2665.773229331816,42.39778231332,195.42721768668,625.0389529815043,2861.2004470184957,709.8345176081443,3252.0548823918557,2.5349997907,7.6049956515,2.2145452969089283,1799.4301958230924,5398.290587469277,1747.9235120045528,127.19334693996001,1875.1168589445128,11080.755000000001,8583.601341055488,1476.9952456970502,322.4349501260422,4430.98573709115,967.3048503781267
95,95,PM-Late,3,OP,NT,6,SB,6SB,1.3,65,8000,1,6,70,3600,1,6,2032,0.5,0,3.9,1.95,0.3,0.349137931,3.402,0.708,3834.0,302.3,4136.3,230.04,4740.9,2883.168,241.84,3309.04,0.158116083,0.158229443,0.904047258,2.704849588,61.23157459,183.2008203,63.77309946,69.98950223,455.875230790944,3148.084769209056,38.26620849512,264.03379150488,494.141439286064,3412.118560713936,570.6738562763039,3940.186143723696,1.1752614354,3.5163044644,1.0435010093749888,670.3282178697227,2010.9846536091682,1367.625692372832,114.79862548535999,1482.424317858192,12408.900000000001,10236.355682141808,535.7725781026711,134.55563976705164,1607.3177343080133,403.66691930115496
96,96,Night,8,OP,NT,7,NB,7NB,0.6,65,9000,1,6,70,3600,1,6,2032,0.5,0,3.9,1.95,0.3,0.321428571,3.402,0.708,1830.2,316.3,2146.5,109.812,2779.1,1376.3104,253.04,1717.2,0.155631735,0.159250579,0.500009483,1.483864231,61.51528935,182.5572126,64.97480629,69.99970096,214.197575450544,1506.190424549456,40.29676651016,276.00323348984,254.494341960704,1782.1936580392962,335.087874981024,2334.200125018976,0.30000568980000003,0.8903185386,0.655793555661977,100.13744964615907,801.0995971692726,1713.580603604352,322.37413208128,2035.954735685632,17172.0,14257.54926431437,64.26049137652801,35.87695826963107,514.0839310122241,287.01566615704854
97,97,AM-Early,1,OP,AM,7,NB,7NB,0.6,65,10800,1,6,70,3600,1,6,2032,0.5,0,3.9,1.95,0.28125,0.28125,3.246,0.715,8726.0,739.0,9465.0,523.56,10943.0,6561.952,591.2,7572.0,0.111915973,0.111354782,1.949991525,5.826561368,61.79999545,184.6579646,40.20365773,69.63223258,734.3872428592961,7468.052757140704,65.8329471184,673.1670528816001,800.220189977696,8141.219810022304,931.8860842144961,9487.553915785504,1.169994915,3.4959368208,2.2689112681798322,1089.3771636392403,1089.3771636392403,734.3872428592961,65.8329471184,800.220189977696,9465.0,8141.219810022304,859.2293397862464,230.1478238529938,859.2293397862464,230.1478238529938
98,98,AM-Peak,2,Peak,AM,7,NB,7NB,0.6,65,9000,1,6,70,3600,1,6,2032,0.5,0,3.9,1.95,0.3,0.321428571,3.246,0.715,7467.18,635.46,8102.64,448.0308,9373.56,5615.31936,508.368,6482.112,0.158853638,0.157712176,1.949999829,5.849998147,52.71785572,158.1535309,41.5226284,69.38545178,892.0139088678317,6127.135291132168,80.175823488768,555.2841765112321,972.1897323565997,6682.4194676434,1132.5413793341356,7792.987820665865,1.1699998973999999,3.5099988881999997,2.2716300276573205,1325.073233160831,2650.146466321662,1784.0278177356633,160.351646977536,1944.3794647131995,16205.28,13364.8389352868,1043.656181854736,281.4170513060951,2087.312363709472,562.8341026121902
99,99,AM-Shoulder,1,OP,AM,7,NB,7NB,0.6,65,12600,1,6,70,3600,1,6,2032,0.5,0,3.9,1.95,0.25,0.25,3.246,0.715,5452.3,840.3,6292.6,327.138,7973.2,4100.1296,672.24,5034.08,0.11062097,0.110674829,0.887667197,2.659129506,61.73978482,184.95004,62.69169599,69.96098225,453.56031347771204,4671.601686522288,74.40004704696,765.8999529530399,527.9603605246721,5437.501639475328,676.760454618592,6969.301545381408,0.5326003182,1.5954777036,1.1373012396022522,360.26998349133686,360.26998349133686,453.56031347771204,74.40004704696,527.9603605246721,6292.6,5437.501639475328,241.56636728112116,118.7036162102157,241.56636728112116,118.7036162102157
100,100,MD,5,OP,MD,7,NB,7NB,0.6,65,9000,1,6,70,3600,1,6,2032,0.5,0,3.9,1.95,0.3,0.321428571,3.249,0.708,6292.3,625.0,6917.3,377.538,8167.3,4731.8096,500.0,5533.84,0.125562426,0.12568751,1.407549141,4.209069396,58.29263526,174.3155815,50.15933836,69.90500126,594.1374927460896,5320.624507253911,62.843755,562.156245,656.9812477460896,5882.7807522539115,782.6687577460896,7007.093242253912,0.8445294846,2.5254416376,1.6755294724581065,660.4748660705245,3302.3743303526226,2970.687463730448,314.218775,3284.906238730448,34586.5,29413.903761269557,501.7666305303913,158.70823554013322,2508.8331526519564,793.5411777006661
101,101,PM-Shoulder,1,OP,PM,7,NB,7NB,0.6,65,7200,1,6,70,3600,1,6,2032,0.5,0,3.9,1.95,0.3,0.375,3.399,0.592,6515.0,416.0,6931.0,390.9,7763.0,4899.28,332.8,5544.8,0.157010644,0.155877725,1.949999852,5.849995638,54.51634267,163.5489185,38.17167893,69.79272892,769.23910793632,5354.860892063681,51.87610688,364.12389312,821.11521481632,5718.98478518368,924.86742857632,6447.23257142368,1.1699999112,3.5099973828,2.1963923126138774,1082.0946873557145,1082.0946873557145,769.23910793632,51.87610688,821.11521481632,6931.0,5718.98478518368,900.0096879770615,182.08499937865307,900.0096879770615,182.08499937865307
102,102,PM-Peak,3,Peak,PM,7,NB,7NB,0.6,65,6300,1,6,70,3600,1,6,2032,0.5,0,3.9,1.95,0.3,0.409090909,3.399,0.592,6227.55,409.815,6637.365,373.653,7456.995,4683.1176,327.852,5309.892,0.235032284,0.234231963,1.949999664,5.849990239,45.99673511,137.9899989,36.33850269,69.00862132,1100.6838257685984,4753.213174231401,76.79341753347599,333.021582466524,1177.4772433020744,5086.234756697925,1331.0640783690264,5752.277921630974,1.1699997984,3.5099941434,2.2043515899554493,1557.3443000455725,4672.032900136717,3302.051477305795,230.38025260042798,3532.4317299062227,19912.095,15258.704270093775,1287.7998542514008,269.5444457941716,3863.3995627542026,808.6333373825148
103,103,PM-Late,3,OP,NT,7,NB,7NB,0.6,65,9000,1,6,70,3600,1,6,2032,0.5,0,3.9,1.95,0.3,0.321428571,3.402,0.708,4295.0,338.4,4633.4,257.7,5310.2,3229.84,270.72,3706.72,0.146528605,0.146585499,0.914087975,2.73832976,63.31147146,189.6619266,63.72761485,69.98504636,473.2639495732,3564.0360504268,39.68362628928001,298.71637371071995,512.94757586248,3862.75242413752,592.31482844104,4460.18517155896,0.548452785,1.642997856,1.0552184387428238,324.7630440951134,974.2891322853402,1419.7918487196,119.05087886784003,1538.84272758744,13900.199999999999,11588.25727241256,259.56293118352113,65.20011291159229,778.6887935505633,195.60033873477687
104,104,Night,8,OP,NT,7,SB,7SB,0.6,65,9000,1,6,70,3600,1,6,2032,0.5,0,3.9,1.95,0.3,0.321428571,3.402,0.708,1601.8,287.2,1889.0,96.108,2463.4,1204.5536,229.76,1511.2,0.141636087,0.166086269,0.500001699,1.393950659,64.20419296,178.994346,64.98732248,69.99988317,170.60825848576317,1335.0837415142369,38.15998116544,249.04001883456,208.76823965120317,1584.1237603487968,285.0882019820832,2082.2037980179166,0.3000010194,0.8363703953999999,0.6634033521128426,83.09852999958326,664.7882399966661,1364.8660678861054,305.27984932352,1670.1459172096254,15112.0,12672.990082790375,51.18265146378766,31.915878535795603,409.46121171030126,255.32702828636482
105,105,AM-Early,1,OP,AM,7,SB,7SB,0.6,65,4500,1,6,70,3600,1,6,2032,0.5,0,3.9,1.95,0.3,0.5,3.246,0.715,4090.2,346.4,4436.6,245.412,5129.4,3075.8304,277.12,3549.28,0.191483031,0.190734064,1.949995935,5.849987891,48.0592607,144.1777842,35.92123488,69.96150159,588.9693278339423,3255.8186721660577,52.85622381568,293.54377618432,641.8255516496223,3549.3624483503777,747.5379992809824,4136.450000719018,1.169997561,3.5099927345999995,2.271171754778239,874.6176386409502,874.6176386409502,588.9693278339423,52.85622381568,641.8255516496223,4436.6,3549.3624483503777,689.0926770695219,185.52496157142826,689.0926770695219,185.52496157142826
106,106,AM-Peak,2,Peak,AM,7,SB,7SB,0.6,65,4500,1,6,70,3600,1,6,2032,0.5,0,3.9,1.95,0.3,0.5,3.246,0.715,5189.1,450.66,5639.76,311.346,6541.08,3902.2032,360.528,4511.808,0.299999916,0.299999812,1.949999012,5.849994098,29.67163687,89.01486591,23.06910024,68.60316407,1170.6606322149312,3707.0933677850694,108.158332220736,342.50166777926404,1278.818964435667,4049.5950355643336,1495.1356288771392,4734.598371122862,1.1699994072,3.5099964588,2.279847861525758,1749.307608808344,3498.615217616688,2341.3212644298624,216.316664441472,2557.637928871334,11279.52,8099.190071128667,1369.6722457238466,379.63536308449727,2739.344491447693,759.2707261689945
107,107,AM-Shoulder,1,OP,AM,7,SB,7SB,0.6,65,6300,1,6,70,3600,1,6,2032,0.5,0,3.9,1.95,0.3,0.409090909,3.246,0.715,4828.3,744.1,5572.4,289.698,7060.6,3630.8816,595.28,4457.92,0.172913652,0.172301106,1.949999717,5.84999656,50.56360993,151.6907626,35.87337647,69.86828564,627.8289974356032,3910.7730025643973,102.56740237968,641.5325976203201,730.3963998152833,4552.305600184717,935.5312045746432,5835.370795425358,1.1699998302,3.509997936,2.4976647186027265,1094.5711910478503,1094.5711910478503,627.8289974356032,102.56740237968,730.3963998152833,5572.4,4552.305600184717,734.559820394292,360.0113706535583,734.559820394292,360.0113706535583
108,108,MD,5,OP,MD,7,SB,7SB,0.6,65,9000,1,6,70,3600,1,6,2032,0.5,0,3.9,1.95,0.3,0.321428571,3.249,0.708,6344.2,613.8,6958.0,380.652,8185.6,4770.8384,491.04,5566.4,0.125423625,0.125558104,1.41419141,4.228502269,58.32353251,174.3902472,49.99653635,69.90305905,598.3758464172,5365.1721535828,61.654051388160006,552.1459486118399,660.0298978053601,5917.31810219464,783.33800058168,7021.60999941832,0.8485148459999999,2.5371013614,1.677078995698748,664.1533668855363,3320.7668344276817,2991.8792320860002,308.27025694080004,3300.1494890268004,34790.0,29586.5905109732,507.7307891728101,156.4225777127263,2538.6539458640505,782.1128885636315
109,109,PM-Shoulder,1,OP,PM,7,SB,7SB,0.6,65,9000,1,6,70,3600,1,6,2032,0.5,0,3.9,1.95,0.3,0.321428571,3.399,0.592,7624.1,486.8,8110.9,457.446,9084.5,5733.3232,389.44,6488.72,0.135266378,0.135350009,1.769062421,5.288345392,57.70778922,172.5087354,42.4290607,69.71373122,775.5258631673695,6391.128136832631,52.71070750496,434.08929249504,828.2365706723294,6825.217429327671,933.6579856822495,7693.396014317751,1.0614374526,3.1730072352,1.9930369493898574,990.4236529115379,990.4236529115379,775.5258631673695,52.71070750496,828.2365706723294,8110.9,6825.217429327671,823.172196625789,167.25145628574901,823.172196625789,167.25145628574901
110,110,PM-Peak,3,Peak,PM,7,SB,7SB,0.6,65,8100,1,6,70,3600,1,6,2032,0.5,0,3.9,1.95,0.3,0.346153846,3.399,0.592,8117.235,540.96,8658.195,487.0341,9740.115,6104.16072,432.768,6926.556,0.133372028,0.133587967,3.790002931,11.2760258,58.32499706,173.5286709,25.63126676,69.59537629,814.1242944643402,6816.07660553566,57.812597302655995,483.14740269734403,871.9368917669962,7299.224008233004,987.5620863723082,8265.518813627692,2.2740017586,6.765615479999999,4.286353560971535,2242.4578805807496,6727.373641742249,2442.372883393021,173.43779190796798,2615.810675300989,25974.585,21897.67202469901,1851.3200773308938,391.1378032498556,5553.960231992682,1173.4134097495669
111,111,PM-Late,3,OP,NT,7,SB,7SB,0.6,65,9000,1,6,70,3600,1,6,2032,0.5,0,3.9,1.95,0.3,0.321428571,3.402,0.708,4452.1,351.0,4803.1,267.126,5505.1,3347.9792,280.8,3842.48,0.145225791,0.145287448,0.948299337,2.840489163,63.57544602,190.430762,63.41694928,69.98212946,486.2129275715472,3698.761072428453,40.7967153984,310.2032846016,527.0096429699472,4008.964357030053,608.6030737667472,4629.370926233253,0.5689796022,1.7042934978,1.0947769789953896,346.1748148992466,1038.52444469774,1458.6387827146416,122.3901461952,1581.0289289098416,14409.300000000001,12026.893071090159,276.6452381141563,69.52957678509026,829.9357143424689,208.58873035527077
112,112,Night,8,OP,NT,1,NB,1NB,3.9,65,8000,1,6,70,3600,1,6,2040,0.5,0,4.75,2.375,0.3,0.340622372,3.506,0.708,1841.0,343.9,2184.9,110.46,2872.7,1419.0428,281.998,1791.618,0.162249431,0.162314132,0.613169129,1.836736545,67.12446469,201.0700661,64.94089238,69.99953992,230.2388868646468,1500.3011131353533,45.772260595736,298.127739404264,276.0111474603828,1798.4288525396173,367.55566865185483,2394.684331348145,2.3913596030999997,7.1632725255,0.8160792184544198,878.4631498662895,7027.705198930316,1841.9110949171743,366.178084765888,2208.0891796830624,17479.2,14387.430820316938,550.5839731108275,327.87917675546197,4404.67178488662,2623.0334140436958
113,113,AM-Early,1,OP,AM,1,NB,1NB,3.9,65,6000,1,6,70,3600,1,6,2040,0.5,0,4.75,2.375,0.3,0.411585366,3.35,0.715,6420.7,560.4,6981.1,385.242,8101.9,4949.07556,459.528,5724.502,0.162144661,0.144342954,4.749999139,14.24998105,62.10299411,186.3087684,17.90679907,69.71690748,802.4661789395851,5232.991821060415,66.329628965712,494.070371034288,868.7958079052971,5727.062192094702,1001.4550658367211,6715.202934163279,18.5249966421,55.574926095,5.475290708784246,18551.947497932848,18551.947497932848,802.4661789395851,66.329628965712,868.7958079052971,6981.1,5727.062192094702,14865.683270254633,3686.2642276782162,14865.683270254633,3686.2642276782162
114,114,AM-Peak,2,Peak,AM,1,NB,1NB,3.9,65,5600,1,6,70,3600,1,6,2040,0.5,0,4.75,2.375,0.3,0.429480382,3.35,0.715,6885.375,608.895,7494.27,413.1225,8712.06,5307.24705,499.2939,6145.3014,0.267196708,0.273237362,4.054963522,11.31725596,47.97866499,133.9067119,16.30714022,65.19548189,1418.0789403027113,5054.1735596972885,136.4257480986918,472.4692519013082,1554.5046884014032,5526.642811598596,1827.3561845987867,6471.581315401213,15.814357735800002,44.137298244,4.692313596372879,28447.471591544025,56894.94318308805,2836.1578806054226,272.8514961973836,3109.0093768028064,14988.54,11053.285623197193,22426.00765955125,6021.4639319927755,44852.0153191025,12042.927863985551
115,115,AM-Shoulder,1,OP,AM,1,NB,1NB,3.9,65,8000,1,6,70,3600,1,6,2040,0.5,0,4.75,2.375,0.3,0.340622372,3.35,0.715,5970.1,948.3,6918.4,358.206,8815.0,4601.75308,777.606,5673.088,0.146903063,0.140940327,2.374999974,7.124998779,62.61499884,187.8449664,35.37370199,69.75229006,676.0116226216841,4935.882377378316,109.596043917162,838.703956082838,785.607666538846,5774.586333461154,1004.7997543731701,7451.99424562683,9.2624998986,27.7874952381,3.037647628563725,9306.957134448508,9306.957134448508,676.0116226216841,109.596043917162,785.607666538846,6918.4,5774.586333461154,6261.55758598577,3045.3995484627376,6261.55758598577,3045.3995484627376
