,Year,Total Revenue,Var Total Revenue (%),Total Transactions,Var Total Transactions (%),AADT,Var AADT (%),Toll/AADT/mi,Var Toll/AADT/mi (%),Capture,Var Capture (%),Corridor PCE,Var Corridor PCE (%)
0,2024.9999999999995,193880836.443807,,81608821.28382,,28044.115454,,1.19879,,0.179121,,193951.840264,
1,2026.0,212829738.140628,0.09773478413021497,84886674.307012,0.04016542539920098,29009.479976,0.0344230690243541,1.272162,0.061205048423827346,0.180774,0.009228398680221739,198791.762925,0.024954249747834556
2,2026.9999999999995,233630606.654291,0.09773478413020809,88296183.691276,0.04016542539919432,30008.075308,0.03442306903902281,1.350024,0.06120446924212475,0.182443,0.00923252237600547,203752.462226,0.0249542497536559
3,2027.999999999999,256464443.561859,0.09773478413021364,91842637.470362,0.04016542539919987,31041.045356,0.03442306903717407,1.432653,0.06120557856749209,0.184126,0.009224798978311188,208836.952056,0.024954249752134672
4,2029.0,281529940.590454,0.09773478413021874,95531536.074143,0.040165425399193655,32109.573403,0.034423069028294284,1.520338,0.06120463224521222,0.185826,0.00923280796845627,214048.321515,0.024954249751751423
5,2030.0,309045208.560253,0.09773478413021053,99368600.8596,0.040165425399200094,33214.883465,0.03442306903699732,1.61339,0.06120481103544084,0.187541,0.009229063747807187,219389.73679,0.024954249756290237
6,2031.0000000000007,339249675.305366,0.09773478413021297,103359782.984449,0.04016542539919854,34358.241691,0.034423069019790864,1.712137,0.06120466843106742,0.189272,0.009229981710665802,224864.443075,0.024954249752532354
7,2032.0000000000005,372406169.087581,0.09773478413021364,107511272.637188,0.04016542539919632,35540.957817,0.034423069045171895,1.816928,0.0612047984477877,0.191018,0.009224819307662946,230475.766548,0.02495424975272087
8,2033.0000000000007,398155551.303933,0.06914327514885077,109863284.614035,0.021876887131493605,36296.670278,0.021263142791231093,1.902112,0.04688353088289676,0.193028,0.01052256855374889,232923.376801,0.01061981608591478
9,2034.0000000000002,425685330.139782,0.06914327514884766,112266751.291432,0.021876887131498934,37068.451561,0.021263142792130818,1.991289,0.04688314883666167,0.195059,0.010521789584930774,235396.980225,0.010619816087044542
10,2034.9999999999993,455118608.048465,0.06914327514884766,114722798.338055,0.021876887131501377,37856.643339,0.02126314277527741,2.084647,0.04688319977662703,0.197112,0.010525020634782223,237896.852863,0.010619816089443956
11,2035.9999999999998,486586999.190122,0.06914327514885077,117232576.048707,0.021876887131504708,38661.594552,0.021263142793506384,2.182382,0.046883237305884506,0.199186,0.010521936766914264,240423.273688,0.010619816086658851
12,2036.999999999999,520231217.958978,0.06914327514885032,119797259.883059,0.02187688713149538,39483.661557,0.021263142778405353,2.284699,0.04688317627253147,0.201281,0.010517807476428942,242976.524638,0.010619816088659473
13,2038.0000000000005,556201708.203335,0.06914327514884633,122418051.016183,0.021876887131494716,40323.20829,0.021263142775854282,2.391813,0.04688319993136969,0.203399,0.01052260272951755,245556.890644,0.01061981609064655
14,2038.999999999999,594659315.951897,0.06914327514884722,125096176.901122,0.021876887131498046,41180.606426,0.02126314279939434,2.503949,0.04688326386720032,0.205539,0.0105211923362456,248164.659662,0.010619816088894174
15,2039.9999999999998,635776008.654587,0.06914327514885188,127832891.84377,0.021876887131499823,42056.23554,0.02126314277507002,2.621343,0.04688354275586293,0.207702,0.010523550275130189,250800.122707,0.010619816087389378
16,2041.0000000000002,678514973.204712,0.06722330501361329,131092172.513472,0.025496416631842322,43263.471985,0.028705290178712817,2.719494,0.03744302061958327,0.211612,0.018825047423712826,253230.269187,0.009689574525603595
17,2041.9999999999995,724126992.204759,0.06722330501361773,134434553.161049,0.025496416631843655,44505.362503,0.02870529019100876,2.821321,0.03744336262554726,0.215596,0.018826909627053467,255683.962752,0.00968957452392094
18,2043.0,772805201.870333,0.06722330501361751,137862152.538158,0.025496416631837437,45782.901848,0.028705290175175868,2.92696,0.037443098463450175,0.219654,0.018822241600029654,258161.431564,0.009689574525262756
19,2044.0000000000002,824755721.67177,0.06722330501361418,141377143.417034,0.025496416631846097,47097.113331,0.028705290183728582,3.036555,0.03744328586656476,0.22379,0.018829613847232363,260662.905995,0.00968957452647179
20,2044.9999999999993,880198527.111434,0.06722330501361307,144981753.967814,0.025496416631839214,48449.049636,0.028705290184104282,3.150253,0.0374430892903308,0.228003,0.018825684793779995,263188.618649,0.009689574526758449
21,2045.9999999999993,939368381.171984,0.06722330501361884,148678269.170992,0.02549641663183788,49839.793665,0.028705290185230048,3.268208,0.03744302441740377,0.232295,0.01882431371517046,265738.804383,0.009689574522981248
22,2046.9999999999995,1002515828.379656,0.06722330501361706,152469032.265877,0.025496416631843655,51270.459404,0.02870529016665424,3.390581,0.03744345525131809,0.236668,0.01882520071460858,268313.700333,0.009689574527809164
23,2048.0,1069908255.691797,0.06722330501361351,156356446.235981,0.025496416631838104,52742.192819,0.02870529018285306,3.517535,0.03744314027595852,0.241123,0.018823837612182537,270913.545929,0.009689574527030897
24,2049.000000000001,1141831024.70075,0.06722330501361373,160342975.332288,0.025496416631843433,54256.172769,0.028705290187604593,3.649243,0.037443266378301754,0.245663,0.018828564674460813,273538.582922,0.009689574524589961
25,2049.999999999999,1218588679.948221,0.0672233050136184,164431146.635349,0.02549641663184099,55813.611952,0.02870529017280532,3.785882,0.03744310806378204,0.250287,0.01882253330782402,276189.055407,0.00968957452614938
