,Year,Total Revenue,Var Total Revenue (%),Base Revenues,Var Base Revenues (%),Dev Revenues,Var Dev Revenues (%),TDOT Revenues,Var TDOT Revenues (%),Total Transactions,Var Total Transactions (%),AADT,Var AADT (%),Toll/AADT/mi,Var Toll/AADT/mi (%),Capture,Var Capture (%)
0,2024.9999999999995,169485949.25,,169485949.25,,0.0,,0.0,,74865721.541,,25717.341,,1.062,,0.164,
1,2026.0,190003417.84,0.121,189928771.726,0.121,0.0,,0.0,,77895032.863,0.04,26710.432,0.039,1.146,0.079,0.166,0.012
2,2026.9999999999995,213004670.598,0.121,212837338.371,0.121,0.0,,0.0,,81046920.003,0.04,27741.871,0.039,1.237,0.079,0.168,0.012
3,2027.999999999999,238790387.102,0.121,238509058.912,0.121,0.0,,0.0,,84326342.779,0.04,28813.141,0.039,1.336,0.08,0.169,0.006
4,2029.0,267697646.31,0.121,267277215.635,0.121,0.0,,0.0,,87738461.699,0.04,29925.778,0.039,1.442,0.079,0.171,0.012
5,2030.0,300104332.966,0.121,299515290.21,0.121,0.0,,0.0,,91288646.081,0.04,31081.38,0.039,1.556,0.079,0.173,0.012
6,2031.0000000000007,336434077.425,0.121,335641812.403,0.121,0.0,,0.0,,94982482.505,0.04,32281.606,0.039,1.68,0.08,0.175,0.012
7,2032.0000000000005,377161793.48,0.121,376125793.624,0.121,517999.928,inf,517999.928,inf,98825783.601,0.04,33528.18,0.039,1.813,0.079,0.176,0.006
8,2033.0000000000007,406806333.3,0.079,401341204.066,0.067,858185.707,0.657,858185.707,0.657,100748578.464,0.019,34232.183,0.021,1.915,0.056,0.178,0.011
9,2034.0000000000002,438780904.306,0.079,428247051.417,0.067,1421781.488,0.657,1421781.488,0.657,102708784.012,0.019,34950.968,0.021,2.023,0.056,0.179,0.006
10,2034.9999999999993,473268644.62,0.079,456956662.284,0.067,2355507.185,0.657,2355507.185,0.657,104707128.12,0.019,35684.845,0.021,2.137,0.056,0.18,0.006
11,2035.9999999999998,510467086.836,0.079,487590960.673,0.067,3902437.995,0.657,3902437.995,0.657,106744352.828,0.019,36434.132,0.021,2.258,0.057,0.182,0.011
12,2036.999999999999,550589289.414,0.079,520278977.314,0.067,6465283.741,0.657,6465283.741,0.657,108821214.613,0.019,37199.152,0.021,2.385,0.056,0.183,0.005
13,2038.0000000000005,593865056.993,0.079,555158393.136,0.067,10711225.625,0.657,10711225.625,0.657,110938484.671,0.019,37980.235,0.021,2.52,0.057,0.184,0.005
14,2038.999999999999,640542256.63,0.079,592376119.175,0.067,17745602.355,0.657,17745602.355,0.657,113096949.2,0.019,38777.719,0.021,2.662,0.056,0.185,0.005
15,2039.9999999999998,690888237.483,0.079,632088915.357,0.067,29399661.063,0.657,29399661.063,0.657,115297409.699,0.019,39591.948,0.021,2.812,0.056,0.187,0.011
16,2041.0000000000002,736353451.855,0.066,668728211.36,0.058,33166601.221,0.128,33166601.221,0.128,117749648.385,0.021,40504.089,0.023,2.93,0.042,0.189,0.011
17,2041.9999999999995,784810591.124,0.066,707491319.343,0.058,37416194.5,0.128,37416194.5,0.128,120254043.27,0.021,41437.243,0.023,3.052,0.042,0.192,0.016
18,2043.0,836456544.596,0.066,748501346.95,0.058,42210282.613,0.128,42210282.613,0.128,122811703.653,0.021,42391.896,0.023,3.18,0.042,0.194,0.01
19,2044.0000000000002,891501158.254,0.066,791888537.806,0.058,47618630.972,0.128,47618630.972,0.128,125423762.429,0.021,43368.543,0.023,3.313,0.042,0.197,0.015
20,2044.9999999999993,950168087.397,0.066,837790685.167,0.058,53719943.94,0.128,53719943.94,0.128,128091376.586,0.021,44367.69,0.023,3.451,0.042,0.2,0.015
21,2045.9999999999993,1012695705.382,0.066,886353569.527,0.058,60603010.166,0.128,60603010.166,0.128,130815727.721,0.021,45389.856,0.023,3.596,0.042,0.202,0.01
22,2046.9999999999995,1079338072.181,0.066,937731421.61,0.058,68367994.674,0.128,68367994.674,0.128,133598022.563,0.021,46435.572,0.023,3.746,0.042,0.205,0.015
23,2048.0,1150365966.665,0.066,992087412.187,0.058,77127896.502,0.128,77127896.502,0.128,136439493.505,0.021,47505.379,0.023,3.903,0.042,0.208,0.015
24,2049.000000000001,1226067986.824,0.066,1049594170.291,0.058,87010193.105,0.128,87010193.105,0.128,139341399.152,0.021,48599.832,0.023,4.066,0.042,0.211,0.014
25,2049.999999999999,1306751722.387,0.066,1110434331.467,0.058,98158695.46,0.128,98158695.46,0.128,142305024.879,0.021,49719.501,0.023,4.236,0.042,0.213,0.009
