,Year,SegDir,Segment,Direction,Period,Hours/Day,Peak,4Periods,Length,Speed GP,Capacity GP,Alpha GP,Beta GP,Speed ML,Capacity ML,Alpha ML,Beta ML,MinToll,MinCapture,AADT Lights,AADT Medium A,AADT Medium B,AADT Heavy A,AADT Heavy B,GrowthFactor,MaxToll,Soft Cap,Capture factor,MaxCapture,MaxCap_aux,B1,B2,TotalLights,TotalMediumA,TotalMediumB,TotalHeavyA,TotalHeavyB,TotalVeh,Corridor PCE pre-fix,Suppressed ratio ref,Suppressed ratio,Corridor PCE,Max VC,Suppressed Demand,PCE ratio,BonusPeak,BonusOffPeak,HOV3,InScopeLights,InScopeMediumA,InScopeMediumB,InScopeHeavyA,InScopeHeavyB,InScopeVeh,TollLights,TollMediumA,TollMediumB,TollHeavyA,TollHeavyB,CaptureRateLights,CaptureRateMediumA,CaptureRateMediumB,CaptureRateHeavyA,baseToll,devTollShare,tdotTollShare,devTollShare2x,devTollShare3x,devTollShare4x,tdotTollShare2x,tdotTollShare3x,tdotTollShare4x,devTollMediumA,devTollMediumB,devTollHeavyA,tdotTollMediumA,tdotTollMediumB,tdotTollHeavyA,devTollMediumA2x,devTollMediumB2x,devTollHeavyA2x,tdotTollMediumA2x,tdotTollMediumB2x,tdotTollHeavyA2x,devTollMediumA3x,devTollMediumB3x,devTollHeavyA3x,tdotTollMediumA3x,tdotTollMediumB3x,tdotTollHeavyA3x,devTollMediumA4x,devTollMediumB4x,devTollHeavyA4x,tdotTollMediumA4x,tdotTollMediumB4x,tdotTollHeavyA4x,baseTollMediumA,baseTollMediumB,baseTollHeavyA,VOT Lights,VOT MediumA,VOT MediumB,VOT HeavyA,Speed GP Real,Speed ML Real,Bonus Seg,Time ML,Time GP,Time Savings,BonusRel,Reliability %,Bonus %,Time Savings %,MLVeh_Lights,GPVeh_Lights,MLVeh_MediumA,GPVeh_MediumA,MLVeh_MediumB,GPVeh_MediumB,MLVeh_HeavyA,GPVeh_HeavyA,MLVeh,GPVeh,GPVehDay,ML PCE,ML V/C,ML Volume,ML PCE Total,GP PCE,GP Volume,GP PCE Total,Highway PCE,Highway Volume,Highway PCE Total,Highway V/C,TollLightsPerSeg,TollMediumAPerSeg,TollMediumBPerSeg,TollHeavyAPerSeg,TollBlend,RevenuePerHour,DevRevenuePerDay,TDOTRevenuePerDay,DevRevenuePerDay2x,TDOTRevenuePerDay2x,DevRevenuePerDay3x,TDOTRevenuePerDay3x,DevRevenuePerDay4x,TDOTRevenuePerDay4x,BaseRevenuePerDay,RevenuePerHourLights,RevenuePerHourMediumA,RevenuePerHourMediumB,RevenuePerHourHeavyA,RevenuePerDay,RevenuePerDayLights,RevenuePerDayMediumA,RevenuePerDayMediumB,RevenuePerDayHeavyA,TransactionsDay_Lights,TransactionsDay_MediumA,TransactionsDay_MediumB,TransactionsDay_HeavyA,TransactionsDay,GPDay_Lights,GPDay_MediumA,GPDay_MediumB,GPDay_HeavyA,GPDay_HeavyB,TransactionsLightsLength,TransactionsMediumALength,TransactionsMediumBLength,TransactionsHeavyALength,TotalVeh_hours,GPDayLength_Lights,GPDayLength_MediumA,GPDayLength_MediumB,GPDayLength_HeavyA,GPDayLength_HeavyB,Difference in Travel Time,Implied Min VOT
0,2025,1NB,1,NB,Night,7,OP,NT,1.3,55,8000.0,1,6,60,3600,1.6,6.3,0.2,0.01,1397.0,37.0,10.0,248.0,30.0,1.0,3.2,1.6,0.9,0.36683785766691124,0.36683785766691124,3.286,0.708,1397.0,37.0,10.0,248.0,30.0,1722.0,2348.5,0.9,0.2935625,2348.5,1.2,0.0,1.0,2.5,1.6,0.0,1313.1799999999998,34.78,9.399999999999999,233.11999999999998,28.2,1618.6799999999998,0.2,0.7000000000000001,0.7000000000000001,1.4000000000000001,0.6000000000000001,0.02238980229145187,0.013730174897333287,0.013497455809997538,0.010319904962419276,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7000000000000001,0.7000000000000001,1.4000000000000001,110.88761193512472,388.10664177293654,388.10664177293654,776.2132835458731,54.968109606665344,59.99999999996536,0.0,1.3000000000007506,1.419004592992986,-0.11900459299223543,0.0005759423678174295,0.004816355488652789,0.0,0.9951836445113472,29.401840573088762,1367.5981594269113,0.47753548292925174,36.522464517070745,0.12687608461397684,9.873123915386023,2.4057762448391813,245.5942237551608,32.412028385471174,1689.587971614529,11827.115801301703,38.13019822646438,0.010591721729573438,266.9113875852507,346.9848038608259,2310.3698017735355,16172.58861241475,21024.365196139173,2348.5,16439.5,21371.35,0.2935625,0.26,0.9100000000000001,0.9100000000000001,1.8200000000000003,0.29839363459919016,12.573005841074725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.01104088752308,7.644478549003078,0.43455728946561917,0.11545723699871895,4.378512765607311,88.01104088752308,53.51134984302155,3.041901026259334,0.8082006589910327,30.649589359251173,205.81288401162135,3.342748380504762,0.8881325922978379,16.84043371387427,226.8841986982982,9573.18711598838,255.6572516194952,69.11186740770216,1719.1595662861257,210.0,267.55674921510774,4.345572894656191,1.1545723699871893,21.89256382803655,12054.0,12445.143250784893,332.3544271053438,89.84542763001282,2234.9074361719636,273.0,-0.08386483988838199,131.08737745120342
1,2025,1NB,1,NB,AM-Early,1,OP,AM,1.3,55,10400.0,1,6,60,3600,1.6,6.3,0.2,0.05,5278.0,151.0,79.0,257.0,12.0,1.0,3.2,1.6,0.9,0.36683785766691124,0.36683785766691124,3.13,0.715,5278.0,151.0,79.0,257.0,12.0,5777.0,6660.0,1.0,0.6403846153846153,6660.0,1.2,0.0,1.0,2.5,1.6,0.0,4961.32,141.94,74.25999999999999,241.57999999999998,11.28,5430.38,0.7157250584898834,2.505037704714592,2.505037704714592,5.010075409429184,2.14717517546965,0.13485561504109334,0.09365207570923198,0.09365800649582594,0.05000002391651153,0.7157250584898834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.505037704714592,2.505037704714592,5.010075409429184,50.3295502990738,176.15342604675834,176.15342604675834,352.3068520935167,53.218537141383756,59.994848638039294,0.7440630580842107,1.3001116224259406,1.4656547171294887,-0.1655430947035481,0.03323102926336953,0.035245777209460406,0.7891744961367694,0.17557972665377022,669.0618600156771,4608.938139984323,13.292975626168387,137.70702437383162,6.955043562380033,72.04495643761997,12.079005777750854,244.92099422224913,701.3888849819764,5075.611115018024,5075.611115018024,755.9189253203007,0.2099774792556391,755.9189253203007,982.6946029163909,5904.081074679699,5904.081074679699,7675.305397083609,6659.999999999999,6659.999999999999,8658.0,0.6403846153846153,0.9304425760368485,3.25654901612897,3.25654901612897,6.51309803225794,0.8413351463914281,767.1340562907211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,767.1340562907212,622.5236405609919,43.28922669682504,22.649440270202824,78.67174876270137,767.1340562907211,622.5236405609919,43.28922669682504,22.649440270202824,78.67174876270137,669.0618600156771,13.292975626168387,6.955043562380033,12.079005777750854,701.3888849819764,4608.938139984323,137.70702437383162,72.04495643761997,244.92099422224913,12.0,869.7804180203802,17.280868314018903,9.041556631094043,15.702707511076111,5777.0,5991.61958197962,179.0191316859811,93.65844336890596,318.3972924889239,15.600000000000001,-0.11294822223051774,337.2327590116894
2,2025,1NB,1,NB,AM-Peak,3,Peak,AM,1.3,55,7592.330916271331,1,6,60,3600,1.6,6.3,0.2,0.05,5478.0,214.0,53.0,432.0,10.0,1.0,3.2,1.6,0.9,0.36683785766691124,0.36683785766691124,3.13,0.715,6060.747418343368,236.76523321020093,58.63811850533014,477.95598479816266,11.063795944401914,6845.170550801464,8266.31513985989,1.2,1.0887717133277377,8266.31513985989,1.2,0.0,1.0,2.5,1.6,0.0,5697.102573242765,222.55931921758886,55.11983139501033,449.2786257102729,10.399968187737798,6434.460317753375,1.5999999939373855,5.599999978780849,5.599999978780849,11.199999957561698,4.799999981812157,0.22865022327626078,0.16917816833947058,0.1692153848765594,0.09945884984789445,1.5999999939373855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.599999978780849,5.599999978780849,11.199999957561698,38.87156273542525,136.05046957398838,136.05046957398838,272.10093914797676,37.22634117116802,59.52083827981249,1.4701860546955574,1.310465414369929,2.0952905267093875,-0.7848251123394585,0.4739760959692984,0.17368204769395038,0.5387295406710856,0.287588411634964,1302.6437753997182,4758.10364294365,37.65217797211122,199.11305523808971,9.327123483837735,49.3109950214924,44.6847353743864,433.2712494237763,1394.3078122300537,5450.862738571411,16352.588215714233,1554.14623516275,0.4317072875452083,4662.43870548825,6061.170317134725,6712.1689046971405,20136.50671409142,26177.45872831885,8266.315139859891,24798.94541957967,32238.629045453574,1.088771713327738,2.079999992118601,7.279999972415103,7.279999972415103,14.559999944830206,2.0424350557432644,3702.118100453966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11106.3543013619,2709.4990425647584,274.10785459833824,67.90145870505097,650.6097445858184,11106.354301361898,8128.497127694275,822.3235637950147,203.7043761151529,1951.829233757455,3907.9313261991547,112.95653391633365,27.981370451513204,134.0542061231592,4182.923436690161,14274.31092883095,597.3391657142691,147.9329850644772,1299.813748271329,33.19138783320574,5080.3107240589015,146.84349409123377,36.375781586967165,174.27046796010694,20535.51165240439,18556.604207480235,776.54091542855,192.31288058382037,1689.7578727527277,43.148804183167464,-0.374566248610884,159.01631785851498
3,2025,1NB,1,NB,AM-Shoulder,1,OP,AM,1.3,55,7711.430327663038,1,6,60,3600,1.6,6.3,0.2,0.05,5124.0,227.0,63.0,599.0,18.0,1.0,3.2,1.6,0.9,0.36683785766691124,0.36683785766691124,3.13,0.715,5388.186681674373,238.7038205972058,66.24819690583246,629.8836499459308,18.92805625880927,6341.950405382152,8387.54903457727,1.05,1.087677470739612,8097.00184404619,1.2,290.54719053108056,0.9653597028961245,2.5,1.6,0.0,5064.89548077391,224.38159136137344,62.273305091482506,592.0906309491749,17.792372883280713,5961.4333810592225,1.599999936936419,5.599999779277467,5.599999779277467,11.199999558554934,4.799999810809258,0.19210673919963875,0.13909289809154401,0.1391271156850639,0.07898351236452267,1.599999936936419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.599999779277467,5.599999779277467,11.199999558554934,42.56554902548359,148.97942158919258,148.97942158919258,297.95884317838517,36.51796162747325,59.898815692913416,1.1559896218851846,1.3021960300498583,2.135935208971766,-0.8337391789219077,0.5024273735529634,0.20160348645966314,0.46385119591553026,0.3345453176248066,973.0005551984625,4415.186126475911,31.20988582084599,207.49393477635982,8.663905321553965,57.58429158427849,46.76539767049218,583.1182522754386,1059.6397440113547,5282.310661370798,5282.310661370798,1212.9812260659392,0.3369392294627609,1212.9812260659392,1576.875593885721,6884.02061798025,6884.02061798025,8949.226803374326,8097.001844046189,8097.001844046189,10526.102397260047,1.0499999999999998,2.0799999180173447,7.2799997130607075,7.2799997130607075,14.559999426121415,2.174197877003665,2995.0264263636527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2995.026426363653,2023.8410750436328,227.20795982041625,63.073228254898005,680.9041632447058,2995.0264263636527,2023.8410750436328,227.20795982041625,63.073228254898005,680.9041632447058,973.0005551984625,31.20988582084599,8.663905321553965,46.76539767049218,1059.6397440113547,4415.186126475911,207.49393477635982,57.58429158427849,583.1182522754386,18.92805625880927,1264.9007217580013,40.57285156709979,11.263076918020156,60.79501697163983,6341.950405382152,5739.741964418685,269.74211520926775,74.85957905956204,758.0537279580702,24.606473136452053,-0.39033917106655486,149.68709428099228
4,2025,1NB,1,NB,MD,5,OP,MD,1.3,55,5441.8710361140875,1,6,60,3600,1.6,6.3,0.2,0.05,3734.0,132.0,36.0,380.0,11.0,1.0,3.2,1.6,0.9,0.36683785766691124,0.36683785766691124,3.133,0.708,3734.0,132.0,36.0,380.0,11.0,4293.0,5327.0,1.02,0.9788912608638161,5327.0,1.2,0.0,1.0,2.5,1.6,0.0,3509.9599999999996,124.08,33.839999999999996,357.2,10.34,4035.4199999999996,1.5999889249695098,5.599961237393284,5.599961237393284,11.199922474786568,4.79996677490853,0.17031277332689107,0.12104839131476634,0.12106480148316102,0.06677923752257235,1.5999889249695098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.599961237393284,5.599961237393284,11.199922474786568,45.01345311551947,157.54708590431812,157.54708590431812,315.09417180863625,40.16012269675333,59.99630295427328,1.347637126912216,1.300080107593436,1.9422251418147627,-0.6421450342213266,0.3668303265430612,0.15566001133462593,0.5718535117501894,0.2724864769151846,597.7910218664545,3136.2089781335453,15.019684394336208,116.98031560566379,4.096832882190169,31.90316711780983,23.853543643062842,356.14645635693716,640.7610827860436,3652.238917213956,18261.19458606978,717.1429459869589,0.19920637388526638,3585.7147299347944,4661.429148915233,4609.85705401304,23049.2852700652,29964.07085108476,5326.999999999999,26634.999999999993,34625.49999999999,0.9788912608638158,2.0799856024603627,7.279949608611269,7.279949608611269,14.559899217222538,2.0767001078475373,1729.869192644166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8649.34596322083,1243.3967187622932,109.34254552801266,29.824736937246097,347.3051914166143,8649.34596322083,6216.983593811466,546.7127276400633,149.1236846862305,1736.5259570830717,2988.9551093322725,75.09842197168103,20.484164410950847,119.2677182153142,3203.805413930219,15681.044890667727,584.9015780283189,159.51583558904915,1780.7322817846857,55.0,3885.6416421319545,97.62794856318534,26.629413734236103,155.04803367990846,21465.0,20385.358357868045,760.3720514368146,207.3705862657639,2314.9519663200913,71.5,-0.3306233764543505,194.34727280723243
5,2025,1NB,1,NB,PM-Shoulder,1,OP,PM,1.3,55,6222.354095429336,1,6,60,3600,1.6,6.3,0.2,0.05,4721.0,116.0,39.0,424.0,11.0,1.0,3.2,1.6,0.9,0.36683785766691124,0.36683785766691124,3.283,0.592,4809.3116658217805,118.16991172110284,39.7295392855432,431.93140146334144,11.205767490794235,5410.348285782563,7375.525,1.05,1.1853271104287897,6533.471800200803,1.2,842.0531997991966,0.8858314221971728,2.5,1.6,0.0,4520.752965872473,111.07971701783666,37.345766928410605,406.0155173755409,10.533421441346581,5085.727388635609,1.5999999821922144,5.5999999376727505,5.5999999376727505,11.199999875345501,4.799999946576643,0.20492820050091967,0.13933624853868054,0.13935171466827967,0.06962565349942991,1.5999999821922144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5999999376727505,5.5999999376727505,11.199999875345501,43.384596210638065,151.84608673723324,151.84608673723324,303.6921734744665,37.624997015315614,59.95591870767424,1.2145377347322182,1.3009557968797525,2.073089865449009,-0.7721340685692564,0.4584356330870334,0.1874909978451318,0.4967216232126489,0.3157873789422194,926.4297702054415,3882.881895616339,15.47743105800359,102.69248066309925,5.20419665707595,34.52534262846725,28.269095728181178,403.66230573516026,975.3804936487022,4434.96779213386,4434.96779213386,1062.941126677684,0.29526142407713446,1062.941126677684,1381.8234646809892,5470.530673523119,5470.530673523119,7111.689875580055,6533.471800200803,6533.471800200803,8493.513340261045,1.05,2.0799999768498787,7.279999918974576,7.279999918974576,14.559999837949151,1.9630478678281154,2489.1341778916853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2489.1341778916853,1926.9739005803567,112.67569684820072,37.88655124184067,411.598029221287,2489.1341778916853,1926.9739005803567,112.67569684820072,37.88655124184067,411.598029221287,926.4297702054415,15.47743105800359,5.20419665707595,28.269095728181178,975.3804936487022,3882.881895616339,102.69248066309925,34.52534262846725,403.66230573516026,11.205767490794235,1204.358701267074,20.12066037540467,6.7654556541987345,36.74982444663553,5410.348285782563,5047.746464301241,133.50022486202903,44.88294541700743,524.7609974557083,14.567497738032506,-0.3724556669915612,161.62995999159025
6,2025,1NB,1,NB,PM-Peak,3,Peak,PM,1.3,55,6903.664776832447,1,6,60,3600,1.6,6.3,0.2,0.05,5642.0,105.0,23.0,411.0,14.0,1.0,3.2,1.6,0.9,0.36683785766691124,0.36683785766691124,3.283,0.592,6458.556308562443,120.19645735538045,26.328747801654767,470.4832759339178,16.026194314050727,7091.590983967446,8322.55,1.2,1.2055263789645603,8284.397732198937,1.2,38.15226780106241,0.9954157959037719,2.5,1.6,0.0,6071.042930048696,112.98466991405762,24.74902293355548,442.2542793778827,15.064622655207682,6666.095524929398,1.5999875589256753,5.599956456239863,5.599956456239863,11.199912912479727,4.799962676777026,0.28089276925952067,0.20075211602542578,0.20077343484747984,0.10857380026921429,1.5999875589256753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.599956456239863,5.599956456239863,11.199912912479727,37.541346221659715,131.394711775809,131.394711775809,262.789423551618,34.06144903928834,58.233026807011335,1.2648717368124944,1.3394460888749251,2.289978911643792,-0.950532822768867,0.6102579654233818,0.21596986902119794,0.44763722688730184,0.33639290409150024,1705.3120609148125,4753.24424764763,22.68191156368133,97.51454579169912,4.968946343488986,21.359801458165784,48.01722779737953,422.4660481365383,1780.9801466193624,5310.610837348083,15931.83251204425,1918.4908890748768,0.5329141358541325,5755.472667224631,7482.11446739202,6365.9068431240585,19097.720529372174,24827.036688183827,8284.397732198935,24853.193196596803,32309.151155575848,1.1999999999999997,2.079983826603378,7.2799433931118225,7.2799433931118225,14.559886786223645,1.9209144234037083,4447.44358686782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13342.330760603461,3547.0215060144847,165.12303223116854,36.173648104009786,699.125400518157,13342.330760603461,10641.064518043455,495.36909669350564,108.52094431202936,2097.3762015544708,5115.936182744437,68.04573469104399,14.906839030466957,144.0516833921386,5342.940439858087,14259.73274294289,292.5436373750974,64.07940437449736,1267.3981444096148,48.07858294215218,6650.717037567769,88.4594550983572,19.378890739607044,187.2671884097802,21274.772951902338,18537.652565825756,380.3067285876266,83.30322568684657,1647.6175877324993,62.50215782479784,-0.41508365772964945,131.29376135867432
7,2025,1NB,1,NB,PM-Late,3,OP,PM,1.3,55,6705.849787444774,1,6,60,3600,1.6,6.3,0.2,0.05,2727.0,51.0,5.0,265.0,29.0,1.0,3.2,1.6,0.9,0.36683785766691124,0.36683785766691124,3.283,0.592,2727.0,51.0,5.0,265.0,29.0,3077.0,3749.0,0.95,0.5590641184685013,3749.0,1.2,0.0,1.0,2.5,1.6,0.0,2563.3799999999997,47.94,4.699999999999999,249.1,27.259999999999998,2892.3799999999997,0.5534373621527813,1.9370307675347345,1.9370307675347345,3.874061535069469,1.6603120864583438,0.19036930501692456,0.12783221571284845,0.12783500299321324,0.06282807786912492,0.5534373621527813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9370307675347345,1.9370307675347345,3.874061535069469,44.7801954470722,156.7306840647527,156.7306840647527,313.4613681295054,54.36141782011515,59.99929107256566,0.6729127656763941,1.3000153602758993,1.4348411636007394,-0.13482580332484018,0.011661541793244972,0.014231804022992013,0.8212261101892542,0.1645420857877538,487.98886909428404,2239.011130905716,6.128276421273954,44.87172357872605,0.6008245140681021,4.399175485931898,15.650474197199017,249.349525802801,510.3684442268251,2566.6315557731755,7699.894667319526,551.7630440242363,0.15326751222895452,1655.2891320727088,2151.8758716945213,3197.2369559757635,9591.71086792729,12469.224128305477,3749.0,11246.999999999998,14621.099999999999,0.5590641184685013,0.7194685707986157,2.518139997795155,2.518139997795155,5.03627999559031,0.6735068596076083,446.85764254823863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1340.572927644716,351.0926542128973,15.431857973954896,1.5129602405307259,78.82017012085574,1340.572927644716,1053.2779626386919,46.29557392186469,4.538880721592178,236.46051036256722,1463.9666072828522,18.384829263821864,1.8024735422043063,46.95142259159705,1531.1053326804754,6717.033392717149,134.61517073617813,13.197526457795693,748.0485774084029,87.0,1903.156589467708,23.900278042968424,2.3432156048655983,61.036849369076165,9231.0,8732.143410532293,174.99972195703157,17.1567843951344,972.4631506309238,113.10000000000001,-0.09396566445479881,320.1769482056087
8,2025,1SB,1,SB,Night,7,OP,NT,1.3,55,8000.0,1,6,60,3600,1.6,6.3,0.2,0.01,1357.0,39.0,16.0,250.0,28.0,1.0,3.2,1.6,0.9,0.36683785766691124,0.36683785766691124,3.286,0.708,1357.0,39.0,16.0,250.0,28.0,1690.0,2328.5,0.9,0.2910625,2328.5,1.2,0.0,1.0,2.5,1.6,0.0,1275.58,36.66,15.04,235.0,26.32,1588.6,0.2,0.7000000000000001,0.7000000000000001,1.4000000000000001,0.6000000000000001,0.022350761900144105,0.013306684755634374,0.013482863809930901,0.010109696665844945,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7000000000000001,0.7000000000000001,1.4000000000000001,110.95110179478056,388.328856281732,388.328856281732,776.657712563464,54.96966888498383,59.99999999996952,0.0,1.3000000000006604,1.4189643412843516,-0.11896434128369116,0.0005477661717733888,0.0045833529626068265,0.0,0.9954166470373932,28.510184864585817,1328.4898151354141,0.4878230631415561,38.512176936858445,0.20278227170136073,15.797217728298639,2.375778716473562,247.62422128352642,31.576568915902293,1658.4234310840975,11608.964017588682,37.364034351113794,0.010378898430864944,261.54824045779657,340.01271259513555,2291.135965648886,16037.951759542204,20849.337287404865,2328.5,16299.5,21189.350000000002,0.2910625,0.26,0.9100000000000001,0.9100000000000001,1.8200000000000003,0.3012217994837329,12.365016183481252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.55511328436876,7.412648064792313,0.44391898745881614,0.1845318672482383,4.323917263981884,86.55511328436876,51.88853645354619,3.107432912211713,1.2917230707376681,30.26742084787319,199.5712940521007,3.4147614419908927,1.419475901909525,16.630451015314936,221.03598241131607,9299.4287059479,269.5852385580091,110.58052409809048,1733.369548984685,196.0,259.44268226773096,4.439189874588161,1.8453186724823827,21.619586319909416,11830.0,12089.25731773227,350.46081012541185,143.75468132751763,2253.3804136800904,254.8,-0.08383885191647071,131.1317310016376
9,2025,1SB,1,SB,AM-Early,1,OP,AM,1.3,55,10400.0,1,6,60,3600,1.6,6.3,0.2,0.05,3040.0,119.0,53.0,268.0,14.0,1.0,3.2,1.6,0.9,0.36683785766691124,0.36683785766691124,3.13,0.715,3040.0,119.0,53.0,268.0,14.0,3494.0,4316.0,1.0,0.415,4316.0,1.2,0.0,1.0,2.5,1.6,0.0,2857.6,111.86,49.82,251.92,13.16,3284.3599999999997,0.4696834242566817,1.643891984898386,1.643891984898386,3.287783969796772,1.4090502727700451,0.13707355941283306,0.09528034773654906,0.09528355406499892,0.05094375758825058,0.4696834242566817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.643891984898386,1.643891984898386,3.287783969796772,49.98406610192858,174.94423135675004,174.94423135675004,349.8884627135001,54.859402712634335,59.999746316867814,0.49864359837618816,1.3000054964911034,1.4218164278707375,-0.12181093137963406,0.0025442267822436805,0.004083839262186755,0.8003926061539747,0.19552355458383852,391.7014033781117,2648.2985966218885,10.658059697810378,108.34194030218963,4.747026663518246,48.25297333648175,12.833751411632086,255.16624858836792,419.94024115107237,3074.0597588489277,3074.0597588489277,468.7153735163295,0.1301987148656471,468.7153735163295,609.3299855712283,3847.2846264836708,3847.2846264836708,5001.470014428772,4316.0,4316.0,5610.8,0.415,0.6105884515336862,2.137059580367902,2.137059580367902,4.274119160735804,0.5988817739757429,326.9429235596622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,326.9429235596622,239.16835335221305,22.776908585338695,10.144678809533543,54.85298281257687,326.9429235596622,239.16835335221305,22.776908585338695,10.144678809533543,54.85298281257687,391.7014033781117,10.658059697810378,4.747026663518246,12.833751411632086,419.94024115107237,2648.2985966218885,108.34194030218963,48.25297333648175,255.16624858836792,14.0,509.21182439154524,13.855477607153492,6.17113466257372,16.683876835121712,3494.0,3442.7881756084553,140.84452239284653,62.72886533742628,331.7161231648783,18.2,-0.08567275563277452,300.75549605514584
