,index,Year,SegDir,Segment,Direction,Period,Hours/Day,Peak,4Periods,Length,Speed GP,Capacity GP,Alpha GP,Beta GP,Speed ML,Capacity ML,Alpha ML,Beta ML,MinToll,MinCapture,AADT Lights,AADT Medium A,AADT Medium B,AADT Heavy A,AADT Heavy B,GrowthFactor,MaxToll,Soft Cap,MaxCapture,MaxCap_aux,B1,B2,TotalLights,TotalMediumA,TotalMediumB,TotalHeavyA,TotalHeavyB,TotalVeh,Corridor PCE pre-fix,Suppressed ratio ref,Suppressed ratio,Corridor PCE,Suppressed Demand,PCE ratio,HOV3,InScopeLights,InScopeMediumA,InScopeMediumB,InScopeHeavyA,InScopeHeavyB,InScopeVeh,TollLights,TollMediumA,TollMediumB,TollHeavyA,TollHeavyB,CaptureRateLights,CaptureRateMediumA,CaptureRateMediumB,CaptureRateHeavyA,VOT Lights,VOT MediumA,VOT MediumB,VOT HeavyA,Speed GP Real,Speed ML Real,Bonus Seg,Time ML,Time GP,Time Savings,BonusRel,Reliability %,Bonus %,Time Savings %,MLVeh_Lights,GPVeh_Lights,MLVeh_MediumA,GPVeh_MediumA,MLVeh_MediumB,GPVeh_MediumB,MLVeh_HeavyA,GPVeh_HeavyA,MLVeh,GPVeh,GPVehDay,ML PCE,ML V/C,ML Volume,ML PCE Total,GP PCE,GP Volume,GP PCE Total,Highway PCE,Highway Volume,Highway PCE Total,Highway V/C,TollLightsPerSeg,TollMediumAPerSeg,TollMediumBPerSeg,TollHeavyAPerSeg,TollBlend,RevenuePerHour,RevenuePerHourLights,RevenuePerHourMediumA,RevenuePerHourMediumB,RevenuePerHourHeavyA,RevenuePerDay,RevenuePerDayLights,RevenuePerDayMediumA,RevenuePerDayMediumB,RevenuePerDayHeavyA,TransactionsDay_Lights,TransactionsDay_MediumA,TransactionsDay_MediumB,TransactionsDay_HeavyA,TransactionsDay,GPDay_Lights,GPTransactionsDay_MediumA,GPDay_MediumB,GPDay_HeavyA,TransactionsLightsLength,TransactionsMediumALength,TransactionsMediumBLength,TransactionsHeavyALength,TotalVeh_hours,Difference in Travel Time,Implied Min VOT
0,160,2032,1NB,1,NB,Night,6,OP,NT,0.7,55,8234.489712329321,1,6,70,3600,1,5,0.5,0,1187.7,41.1,6.0,307.2,39.9,1.2094222272955006,3.6,1.8,0.34064459737564956,0.34064459737564956,3.402,0.708,1187.7,41.1,6.0,307.2,39.9,1581.9,2370.2999999999997,1.2,0.2962875,2370.2999999999997,0.0,1.0,0.0,1116.4379999999999,38.634,5.64,288.768,37.50599999999999,1486.986,0.5000019751734979,1.5000059255204936,1.5000059255204936,1.5000059255204936,1.5000059255204936,0.034660729059222996,0.03464324968541213,0.0346415204786372,0.00559838359210866,108.65024323191149,325.9507296957345,325.9507296957345,325.9507296957345,54.97235171228162,69.99999997004507,0.0,0.6000000002567566,0.764020433759551,-0.16402043350279438,0.00026884908623121747,0.0016364371552084213,0.0,0.9983635628447917,38.6965550294208,1149.0034449705793,1.3384073083462122,39.76159269165379,0.1953781754995138,5.804621824500487,1.6166340331260334,305.58336596687394,41.84697454639256,1540.0530254536077,9240.318152721646,48.14781358033608,0.013374392661204465,288.88688148201646,202.2208170374115,2322.152186419664,13932.913118517983,9753.039182962588,2370.2999999999997,14221.8,9955.259999999998,0.2878502594339272,0.3500013826214485,1.0500041478643454,1.0500041478643454,1.0500041478643454,0.5752865565888017,16.851801323317382,13.543847762984246,1.4053332252954767,0.2051478946766575,1.6974724403610006,101.11080793990429,81.26308657790548,8.431999351772859,1.230887368059945,10.184834642166004,232.1793301765248,8.030443850077273,1.1722690529970827,9.699804198756201,251.08184727835533,6894.020669823476,238.56955614992273,34.82773094700292,1833.5001958012435,162.52553112356733,5.62131069505409,0.8205883370979579,6.789862939129341,9491.400000000001,-0.2146806894884884,128.03333407193523
1,161,2032,1NB,1,NB,AM-Early,1,OP,AM,0.7,55,8796.923054719633,1,6,70,3600,1,5,0.5,0,5655.3,84.7,55.6,353.2,24.2,1.2094222272955006,3.6,1.8,0.3251899657203979,0.3251899657203979,3.246,0.715,5655.3,84.7,55.6,353.2,24.2,6173.0,7208.4000000000015,1.2,0.9010500000000001,7208.4000000000015,0.0,1.0,0.0,5315.982,79.618,52.263999999999996,332.008,22.747999999999998,5802.62,1.4133622346070451,4.240086703821135,4.240086703821135,4.240086703821135,4.240086703821135,0.13927891747930812,0.13917453331965213,0.13917283698787894,0.03610230580360123,55.7624781968368,167.2874345905104,167.2874345905104,167.2874345905104,48.03024250542578,69.95403579550377,0.553232642056881,0.6003942377646139,0.874449051454517,-0.27405481368990314,0.07756888147270735,0.08572507953148305,0.6114038431303853,0.3028710773381316,740.4042182994873,4914.895781700513,11.080797993844062,73.61920200615594,7.2737291523345045,48.3262708476655,11.986254345242036,341.21374565475793,770.7449997909079,5402.255000209093,5402.255000209093,831.4265627737491,0.23095182299270808,831.4265627737491,581.9985939416243,6376.973437226252,6376.973437226252,4463.881406058376,7208.4000000000015,7208.4000000000015,5045.880000000001,0.8194228771993892,0.9893535642249315,2.9680606926747948,2.9680606926747948,2.9680606926747948,1.5246377271242118,822.5748332714924,732.521552341772,32.88848096899828,21.588869586206798,35.575930374515345,822.5748332714924,732.521552341772,32.88848096899828,21.588869586206798,35.575930374515345,740.4042182994873,11.080797993844062,7.2737291523345045,11.986254345242036,770.7449997909079,4914.895781700513,73.61920200615594,48.3262708476655,341.21374565475793,518.2829528096411,7.7565585956908425,5.091610406634153,8.390378041669425,6173.0,-0.3134028371739364,216.6034343796053
2,162,2032,1NB,1,NB,AM-Peak,1,Peak,AM,0.7,55,8000.0,1,6,70,3600,1,5,0.5,0,7093.3,203.2,106.4,345.9,15.7,1.2094222272955006,3.6,1.8,0.3475306020002317,0.3475306020002317,3.246,0.715,8795.327084686149,251.9575463618098,131.9305262445697,428.8982051503445,19.46719231240361,9627.580554755277,11292.087494893532,1.2,1.4115109368616916,11292.087494893532,0.0,1.0,0.0,8267.60745960498,236.84009358010118,124.01469466989552,403.1643128413238,18.299160773659395,9049.925721469961,3.5999999700347542,10.799999910104262,10.799999910104262,10.799999910104262,10.799999910104262,0.2541268095705172,0.25394585608167475,0.2539377459133944,0.0844456754705092,41.24198111708989,123.72594335126965,123.72594335126965,123.72594335126965,19.723414157664127,60.62998911262202,0.7234511709201281,0.6927264974760879,2.129448769075289,-1.436722271599201,0.9560686838072475,0.30680179685981607,0.23215499360857808,0.46104320953160594,2101.0207064908222,6694.306378195326,60.144560318662755,191.81298604314702,31.492012024611117,100.43851421995859,34.04548272348927,394.8527224268552,2226.7027615575853,7400.877793197691,7400.877793197691,2478.0668716911114,0.6883519088030865,2478.0668716911114,1734.646810183778,8814.02062320242,8814.02062320242,6169.814436241693,11292.08749489353,11292.08749489353,7904.4612464254715,1.4115109368616914,2.5199999790243277,7.559999937072983,7.559999937072983,7.559999937072983,4.006390443236269,6244.728464682483,5294.572136286551,454.69287222437265,238.07960892436168,257.3838472471982,6244.728464682483,5294.572136286551,454.69287222437265,238.07960892436168,257.3838472471982,2101.0207064908222,60.144560318662755,31.492012024611117,34.04548272348927,2226.7027615575853,6694.306378195326,191.81298604314702,100.43851421995859,394.8527224268552,1470.7144945435755,42.101192223063926,22.044408417227782,23.831837906442487,9627.580554755277,-0.6746921045783583,105.23954540856424
3,163,2032,1NB,1,NB,AM-Shoulder,3,OP,AM,0.7,55,7130.1280045716185,1,6,70,3600,1,5,0.5,0,4898.2,188.7,47.2,381.0,8.5,1.2094222272955006,3.6,1.8,0.3757042769187014,0.3757042769187014,3.246,0.715,6367.66,245.31,61.36000000000001,495.3,11.05,7180.68,8806.72,1.2,1.1008399999999998,8806.72,0.0,1.0,0.0,5985.600399999999,230.5914,57.6784,465.582,10.387,6749.839199999999,1.7999999920499603,5.399999976149881,5.399999976149881,5.399999976149881,5.399999976149881,0.2684762064196272,0.2684102776889237,0.2684038051114728,0.09149046721048291,39.94976363932013,119.84929091796039,119.84929091796039,119.84929091796039,30.91170835912484,66.75021445362768,0.46247266336486975,0.6292114616227638,1.3587084709797994,-0.7294970093570357,0.4165504751404052,0.25896503422353273,0.28751437399120316,0.4535205917852641,1606.991288535803,4760.668711464197,61.89310170667768,183.41689829332233,15.481102032741575,45.87889796725843,42.596314704791055,452.70368529520897,1726.9618069800133,5453.718193019987,16361.15457905996,1966.9028438684338,0.546361901074565,5900.708531605302,4130.495972123711,6839.817156131567,20519.451468394698,14363.616027876287,8806.720000000001,26420.16,18494.111999999997,1.2351419209239165,1.2599999944349722,3.7799999833049167,3.7799999833049167,3.7799999833049167,2.0500888259465717,2478.297572328358,2024.8090146121608,233.95592341793116,58.518565425304864,161.01406887296116,7434.892716985074,6074.427043836482,701.8677702537934,175.55569627591458,483.0422066188835,4820.97386560741,185.67930512003306,46.443306098224724,127.78894411437317,5180.885420940041,14282.006134392592,550.250694879967,137.6366939017753,1358.111055885627,3374.6817059251866,129.97551358402313,32.510314268757305,89.45226088006122,21542.04,-0.5369047333832965,103.63304947984734
4,164,2032,1NB,1,NB,MD,4,OP,MD,0.7,55,7229.63859674559,1,6,70,3600,1,5,0.5,0,4433.7,175.4,49.6,508.0,14.5,1.2094222272955006,3.6,1.8,0.3722520328992464,0.3722520328992464,3.249,0.708,5763.81,228.02,64.48,660.4,18.85,6735.56,8679.06,1.2,1.0848825,8679.06,0.0,1.0,0.0,5417.9814,214.3388,60.611200000000004,620.776,17.719,6331.4264,1.79999883349217,5.39999650047651,5.39999650047651,5.39999650047651,5.39999650047651,0.26416649999009284,0.26410616528377606,0.26410032789625176,0.08824669470432002,40.268905425974744,120.80671627792421,120.80671627792421,120.80671627792421,31.728374340196932,67.80092751562836,0.4994255132615948,0.6194605522220746,1.3237362730806495,-0.7042757208585748,0.3920699366110002,0.2456930816912533,0.31296812627136383,0.44133879203738297,1431.249183449423,4332.560816550577,56.60819853952622,171.41180146047378,16.007437794185297,48.47256220581471,54.78143015176896,605.618569848231,1558.6462499349036,5176.913750065098,20707.65500026039,1813.4403829058647,0.5037334396960735,7253.761531623459,5077.633072136421,6865.619617094136,27462.478468376543,19223.734927863577,8679.060000000001,34716.240000000005,24301.368,1.2004832446129279,1.2599991834445188,3.7799975503335568,3.7799975503335568,3.7799975503335568,2.0942472186838277,2284.933401686705,1803.3728024519073,213.97885180820475,60.50807564913721,207.0736717774555,9139.73360674682,7213.491209807629,855.915407232819,242.03230259654885,828.294687109822,5724.996733797692,226.43279415810488,64.02975117674119,219.12572060707583,6234.584999739614,17330.24326620231,685.6472058418951,193.89024882325884,2422.474279392924,4007.4977136583843,158.50295591067342,44.82082582371883,153.38800442495307,26942.24,-0.532036278812212,107.34425278001639
5,165,2032,1NB,1,NB,PM-Shoulder,2,OP,PM,0.7,55,6217.690612419211,1,6,70,3600,1,5,0.5,0,4634.5,145.1,38.7,394.3,9.7,1.2094222272955006,3.6,1.8,0.410621513994655,0.410621513994655,3.399,0.592,6024.85,188.63,50.31,512.59,12.61,6788.990000000001,8317.27,1.2,1.03965875,8317.27,0.0,1.0,0.0,5663.359,177.3122,47.2914,481.8346,11.853399999999999,6381.6506,1.7999999938851052,5.3999999816553155,5.3999999816553155,5.3999999816553155,5.3999999816553155,0.3299619569014566,0.32992060130407547,0.3299174362727567,0.0963554669233472,38.84445886970435,116.53337660911303,116.53337660911303,116.53337660911303,29.250314683133976,64.14599795672103,0.4025924306168276,0.6547563579623031,1.4358819881078961,-0.781125630145593,0.4705719371300728,0.2844555293990562,0.24336266986424146,0.4721818007367023,1868.6930182754763,4156.156981724524,58.49894764254849,130.1310523574515,15.602257445749448,34.70774255425056,46.427397862824236,466.1626021371758,1989.2216212265985,4799.7683787734,9599.5367575468,2230.2788271288427,0.6195218964246786,4460.5576542576855,3122.3903579803796,6086.991172871157,12173.982345742314,8521.787642019619,8317.27,16634.54,11644.177999999998,1.3376783308238418,1.2599999957195736,3.7799999871587207,3.7799999871587207,3.7799999871587207,2.0181270062400416,2810.1513126357972,2354.553195028297,221.12602133763195,58.976532944579965,175.49556332528843,5620.3026252715945,4709.106390056594,442.2520426752639,117.95306588915993,350.99112665057686,3737.3860365509527,116.99789528509697,31.204514891498896,92.85479572564847,3978.443242453197,8312.313963449047,260.262104714903,69.41548510850112,932.3252042743516,2616.1702255856667,81.89852669956788,21.843160424049227,64.99835700795393,13577.980000000001,-0.5440040592576171,96.78340695219977
6,166,2032,1NB,1,NB,PM-Peak,2,Peak,PM,0.7,55,5600.0,1,6,70,3600,1,5,0.5,0,4457.9,89.5,26.6,356.8,9.7,1.2094222272955006,3.6,1.8,0.4381907590437705,0.4381907590437705,3.399,0.592,5795.2699999999995,116.35000000000001,34.580000000000005,463.84000000000003,12.61,6422.65,7677.41,1.2,0.95967625,7677.41,0.0,1.0,0.0,5447.5538,109.369,32.5052,436.0096,11.853399999999999,6037.290999999999,1.7999999719697157,5.399999915909147,5.399999915909147,5.399999915909147,5.399999915909147,0.36171632961307854,0.36168076724326426,0.36167914794773226,0.11189341522513103,36.9126290387748,110.7378871163244,110.7378871163244,110.7378871163244,30.388232493673947,63.64499506042178,0.5857298089629704,0.6599104919424856,1.3821139485076444,-0.7222034565651587,0.43293430940989663,0.2486888236891361,0.3364585666338361,0.41485260967702775,1970.4691659057785,3824.800834094221,39.556663832628566,76.79333616737145,11.756453039870628,22.823546960129377,48.78660321494329,415.05339678505675,2070.568885993221,4352.081114006778,8704.162228013556,2270.7683261681063,0.6307689794911406,4541.536652336213,3179.075656635349,5406.641673831893,10813.283347663786,7569.29834336465,7677.41,15354.82,10748.373999999998,1.3709660714285714,1.259999980378801,3.7799999411364027,3.7799999411364027,3.7799999411364027,1.9740386089553608,2861.1680464166166,2482.791110378313,149.52418695888844,44.43939179868386,184.41335728073068,5722.336092833233,4965.582220756626,299.04837391777687,88.87878359736771,368.82671456146136,3940.938331811557,79.11332766525713,23.512906079741256,97.57320642988658,4141.137771986442,7649.601668188442,153.5866723347429,45.647093920258754,830.1067935701135,2758.6568322680896,55.379329365679986,16.459034255818878,68.3012445009206,12845.3,-0.5225353939484999,104.67964136074065
7,167,2032,1NB,1,NB,PM-Late,5,OP,PM,0.7,55,10400.0,1,6,70,3600,1,5,0.5,0,4068.5,78.6,12.1,349.5,27.8,1.2094222272955006,3.6,1.8,0.28795392737162057,0.28795392737162057,3.399,0.592,4068.5,78.6,12.1,349.5,27.8,4536.500000000001,5472.5,1.2,0.6840625,5472.5,0.0,1.0,0.0,3824.39,73.88399999999999,11.373999999999999,328.53,26.131999999999998,4264.31,0.7171686815027362,2.1515060445082086,2.1515060445082086,2.1515060445082086,2.1515060445082086,0.16132465366777243,0.16129302029934103,0.16129136432516075,0.032034712212514756,53.763027059838045,161.28908117951414,161.28908117951414,161.28908117951414,54.48463486435142,69.9819250666815,0.3004572354937868,0.6001549680146805,0.7708595295639954,-0.1707045615493149,0.005056216149342324,0.010617439931443881,0.6309237096673395,0.35845885040121667,616.9683922404922,3451.531607759508,11.916973511796511,66.68302648820348,1.8345279778343782,10.265472022165621,10.524364003177471,338.9756359968225,641.2442577333005,3895.2557422666996,19476.2787113335,689.7959887189173,0.19160999686636593,3448.9799435945865,2414.2859605162103,4782.704011281083,23913.520056405414,16739.464039483788,5472.5,27362.5,19153.75,0.526201923076923,0.5020180770519153,1.5060542311557459,1.5060542311557459,1.5060542311557459,0.7714690210000641,346.2900558147955,309.7292858743837,17.947608380012085,2.7628986231910595,15.850262937208655,1731.4502790739775,1548.6464293719187,89.73804190006042,13.814493115955297,79.25131468604327,3084.841961202461,59.58486755898256,9.17263988917189,52.62182001588735,3206.221288666503,17257.65803879754,333.4151324410174,51.32736011082811,1694.8781799841126,2159.3893728417224,41.70940729128779,6.4208479224203225,36.83527401112114,22682.500000000004,-0.221447040611753,176.45155085333337
8,168,2032,1SB,1,SB,Night,6,OP,NT,0.7,55,9658.720330941385,1,6,70,3600,1,5,0.5,0,1579.5,38.7,15.7,309.6,36.3,1.2094222272955006,3.6,1.8,0.3040530973260567,0.3040530973260567,3.402,0.708,1579.5,38.7,15.7,309.6,36.3,1979.8,2780.4,1.2,0.34755,2780.4,0.0,1.0,0.0,1484.73,36.378,14.758,291.024,34.12199999999999,1861.012,0.5000003162023472,1.5000009486070416,1.5000009486070416,1.5000009486070416,1.5000009486070416,0.03466275210132125,0.03463872347671355,0.034637590181798475,0.005597663538373976,108.65466976520537,325.9640092956161,325.9640092956161,325.9640092956161,54.97265803688385,69.99999989676967,0.0,0.6000000008848314,0.7640161764020968,-0.16401617551726544,0.0002658689360133366,0.0016183688052953881,0.0,0.9983816311947047,51.464827927394694,1528.0351720726053,1.2600874826358854,37.43991251736412,0.5111815559029819,15.188818444097018,1.6290544335917478,307.97094556640826,54.8651513995253,1924.9348486004747,11549.609091602848,61.66579834378654,0.017129388428829596,369.99479006271923,258.99635304390347,2718.734201656214,16312.405209937282,11418.683646956097,2780.4000000000005,16682.4,11677.68,0.2878642205938071,0.350000221341643,1.050000664024929,1.050000664024929,1.050000664024929,0.5619763708704578,21.583043069534412,18.012701165897713,1.323092693497181,0.5367409731354273,1.71050823700409,129.49825841720647,108.07620699538629,7.938556160983086,3.220445838812564,10.26304942202454,308.78896756436814,7.560524895815313,3.067089335417891,9.774326601550488,329.1909083971519,9168.211032435633,224.63947510418473,91.13291066458211,1847.8256733984495,216.15227729505767,5.292367427070719,2.1469625347925234,6.842028621085341,11878.8,-0.21467631260067035,128.03623309877736
9,169,2032,1SB,1,SB,AM-Early,1,OP,AM,0.7,55,10400.0,1,6,70,3600,1,5,0.5,0,2944.9,119.7,50.8,403.9,38.7,1.2094222272955006,3.6,1.8,0.28795392737162057,0.28795392737162057,3.246,0.715,2944.9,119.7,50.8,403.9,38.7,3558.0,4784.200000000001,1.2,0.5980250000000001,4784.200000000001,0.0,1.0,0.0,2768.206,112.518,47.751999999999995,379.66599999999994,36.378,3344.52,0.6415597599368665,1.9246792798105996,1.9246792798105996,1.9246792798105996,1.9246792798105996,0.1628292798457173,0.1628071733244926,0.16280540488117531,0.044834178283256504,51.87535750636659,155.62607251909978,155.62607251909978,155.62607251909978,54.7610450349085,69.99239646410909,0.2722778245056574,0.600065180244784,0.7669685626566527,-0.16690338241186875,0.0023325393142023636,0.005283050265388861,0.6166916134084586,0.3780253363261526,450.7449894445937,2494.1550105554065,18.318737528125258,101.38126247187475,7.774283693885883,43.02571630611411,17.022013132090862,386.8779868679091,493.86002379869575,3064.1399762013043,3064.1399762013043,580.0900925068997,0.16113613680747216,580.0900925068997,406.0630647548298,4204.109907493101,4204.109907493101,2942.8769352451704,4784.200000000001,4784.200000000001,3348.94,0.46001923076923085,0.44909183195580654,1.3472754958674196,1.3472754958674196,1.3472754958674196,0.7535788331840763,260.5137223433369,202.4258930545733,24.680386186870063,10.474101918694096,22.933341183199445,260.5137223433369,202.4258930545733,24.680386186870063,10.474101918694096,22.933341183199445,450.7449894445937,18.318737528125258,7.774283693885883,17.022013132090862,493.86002379869575,2494.1550105554065,101.38126247187475,43.02571630611411,386.8779868679091,315.5214926112156,12.823116269687679,5.441998585720118,11.915409192463603,3558.0,-0.21761437239845,161.44376182176316
