,Year,Total Revenue,Var Total Revenue (%),Total Transactions,Var Total Transactions (%),AADT,Var AADT (%),Toll/AADT/mi,Var Toll/AADT/mi (%),Capture,Var Capture (%),Corridor PCE,Var Corridor PCE (%)
0,2024.9999999999995,48325699.029967,,14824555.708832,,20693.297486,,0.809895,,0.15176,,174206.089509,
1,2026.0,53143225.117288,0.09968869947093006,15105826.182619,0.018973281851504487,21074.749662,0.018433610025568425,0.874512,0.07978441649843493,0.150673,-0.007162625197680628,178698.549032,0.025788188780667687
2,2026.9999999999995,58441004.11492,0.09968869947090542,15392433.280381,0.0189732818514603,21463.233378,0.018433609994451317,0.944284,0.07978392520628663,0.149593,-0.007167840289899252,183306.860948,0.025788188773568255
3,2027.999999999999,64266911.810911,0.09968869947091896,15684478.25539,0.01897328185149494,21858.878252,0.01843361002660182,1.019623,0.07978425982013881,0.148521,-0.00716611071373674,188034.012882,0.025788188775656362
4,2029.0,70673596.668353,0.09968869947091963,15982064.282023,0.018973281851484947,22261.81629,0.018433610057878136,1.100973,0.07978439089742007,0.147456,-0.007170703132890144,192883.069503,0.02578818877860689
5,2030.0,77718955.607154,0.09968869947092762,16285296.492215,0.01897328185152425,22672.18193,0.018433610027782654,1.188813,0.07978397290396755,0.146399,-0.0071682400173611605,197857.174511,0.025788188775804466
6,2031.0000000000007,85466657.215869,0.09968869947091541,16594282.012597,0.018973281851497603,23090.11209,0.018433610019995106,1.283662,0.07978462550460019,0.14535,-0.0071653494900920656,202959.552678,0.0257881887761231
7,2032.0000000000005,93986717.121846,0.09968869947092118,16909130.002345,0.01897328185148317,23515.746212,0.01843361003796673,1.386078,0.07978424226938241,0.144309,-0.007162022703818494,208193.511937,0.02578818877918887
8,2033.0000000000007,100699375.025934,0.0714213466503526,17163183.263069,0.015024620467686267,23860.901193,0.014677611243476996,1.463592,0.05592325972997192,0.144805,0.0034370690670713078,210532.667536,0.011235487490637297
9,2034.0000000000002,107891459.997136,0.0714213466503617,17421053.577614,0.01502462046768871,24211.122224,0.014677611217079223,1.54544,0.055922688836779644,0.145303,0.0034391077656157343,212898.104688,0.011235487488399087
10,2034.9999999999993,115597213.362204,0.07142134665035171,17682798.295765,0.015024620467693373,24566.483664,0.014677611252886802,1.631866,0.05592323221865625,0.145803,0.003441085180622583,215290.11868,0.011235487490625973
11,2035.9999999999998,123853322.009562,0.07142134665036348,17948475.628965,0.015024620467656957,24927.060961,0.014677611250013545,1.723124,0.05592248383139298,0.146304,0.003436143289232696,217709.008115,0.011235487489304363
12,2036.999999999999,132699093.054605,0.07142134665035527,18218144.663264,0.015024620467702032,25292.930672,0.014677611274446889,1.819487,0.05592342744921441,0.146807,0.0034380468066492753,220155.074952,0.011235487489373419
13,2038.0000000000005,142176640.979846,0.07142134665035749,18491865.372455,0.015024620467689376,25664.170475,0.014677611219287234,1.921238,0.055922905742112894,0.147312,0.003439890468438289,222628.624542,0.011235487487805118
14,2038.999999999999,152331088.140851,0.07142134665035749,18769698.631416,0.015024620467703143,26040.859192,0.014677611238864685,2.028679,0.05592279561407798,0.147819,0.003441674812642681,225129.965668,0.011235487490190543
15,2039.9999999999998,163210779.592585,0.07142134665035837,19051706.229646,0.015024620467692928,26423.0768,0.014677611256291412,2.142128,0.055922597907308136,0.148327,0.0034366353445767217,227659.410581,0.011235487490502294
16,2041.0000000000002,174264779.807818,0.0677283709006633,19629792.49924,0.030343018238148556,27178.140301,0.02857591137910176,2.223668,0.03806495223441364,0.151027,0.01820302439879451,229990.298364,0.010238486417281978
17,2041.9999999999995,186067449.449565,0.0677283709006673,20225419.651056,0.030343018238173425,27954.780429,0.028575911353707406,2.308311,0.03806458518088118,0.153776,0.018202043343243268,232345.05091,0.010238486417688764
18,2043.0,198669494.678426,0.06772837090066575,20839119.928403,0.030343018238188302,28753.613757,0.028575911373329932,2.396176,0.03806462820651135,0.156575,0.01820180002080951,234723.912558,0.010238486417864179
19,2044.0000000000002,212125055.900654,0.06772837090066441,21471441.724458,0.03034301823817276,29575.274475,0.028575911360010142,2.487386,0.03806481660779504,0.159425,0.018202139549736707,237127.130148,0.010238486414996917
20,2044.9999999999993,226491940.364018,0.06772837090066597,22122950.072303,0.030343018238168318,30420.414897,0.028575911365231743,2.582068,0.03806486005790832,0.162327,0.01820291673200547,239554.953049,0.010238486416483505
21,2045.9999999999993,241831870.507004,0.06772837090066708,22794227.149829,0.030343018238169428,31289.705977,0.028575911372126894,2.680354,0.03806483795159532,0.165282,0.018203995638433668,242007.633183,0.010238486421519699
22,2046.9999999999995,258210749.128304,0.0677283709006653,23485872.799961,0.030343018238158992,32183.837841,0.028575911344684624,2.782381,0.03806474816386207,0.16829,0.018199198944833572,244485.425048,0.010238486416361825
23,2048.0,275698942.515804,0.06772837090066375,24198505.06667,0.030343018238188746,33103.520339,0.028575911379605357,2.888291,0.03806452099838231,0.171354,0.01820666706280827,246988.585751,0.010238486414920533
24,2049.000000000001,294371582.751435,0.06772837090066308,24932760.747244,0.030343018238152775,34049.483602,0.028575911362681783,2.998233,0.03806472408770434,0.174473,0.018202084573456068,249517.375032,0.010238486419568371
25,2049.999999999999,314308890.490641,0.06772837090066841,25689295.961326,0.030343018238187858,35022.478627,0.02857591135223103,3.11236,0.038064753473128876,0.177648,0.018197658090363555,252072.055287,0.010238486416716874
