,,,GPVeh,GPVeh,GPVeh,GPVeh,GPVeh,GPVeh,GPVeh,GPVeh,MLVeh,MLVeh,MLVeh,MLVeh,MLVeh,MLVeh,MLVeh,MLVeh,RevenuePerHour,RevenuePerHour,RevenuePerHour,RevenuePerHour,RevenuePerHour,RevenuePerHour,RevenuePerHour,RevenuePerHour,TollLights,TollLights,TollLights,TollLights,TollLights,TollLights,TollLights,TollLights,TollHeavies,TollHeavies,TollHeavies,TollHeavies,TollHeavies,TollHeavies,TollHeavies,TollHeavies,CaptureRateLights,CaptureRateLights,CaptureRateLights,CaptureRateLights,CaptureRateLights,CaptureRateLights,CaptureRateLights,CaptureRateLights,CaptureRateHeavies,CaptureRateHeavies,CaptureRateHeavies,CaptureRateHeavies,CaptureRateHeavies,CaptureRateHeavies,CaptureRateHeavies,CaptureRateHeavies
Period,,,Night,AM-Early,AM-Peak,AM-Shoulder,MD,PM-Shoulder,PM-Peak,PM-Late,Night,AM-Early,AM-Peak,AM-Shoulder,MD,PM-Shoulder,PM-Peak,PM-Late,Night,AM-Early,AM-Peak,AM-Shoulder,MD,PM-Shoulder,PM-Peak,PM-Late,Night,AM-Early,AM-Peak,AM-Shoulder,MD,PM-Shoulder,PM-Peak,PM-Late,Night,AM-Early,AM-Peak,AM-Shoulder,MD,PM-Shoulder,PM-Peak,PM-Late,Night,AM-Early,AM-Peak,AM-Shoulder,MD,PM-Shoulder,PM-Peak,PM-Late,Night,AM-Early,AM-Peak,AM-Shoulder,MD,PM-Shoulder,PM-Peak,PM-Late
Year,Direction,Segment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2050,NB,1,2411.846822069082,6539.645290059944,6220.262723377608,7001.870469223956,8287.30030957194,12380.396112053812,9059.510100106436,6549.809995703765,272.9531779309181,2087.754709940056,2599.6372766223913,1512.4295307760442,2084.599690428061,1764.20388794619,2101.5898998935645,763.9900042962355,689.3526633776299,48187.376852753,60105.82081740943,23459.906432223786,25962.070155877573,11626.385023808527,32846.229225735464,8738.477001606636,0.5000042378646643,5.149999999167186,5.149999999254271,3.1676253370749166,2.7372850121324617,1.5160657000079651,3.584442716096862,2.574999819797281,1.5000057142950507,15.449999963009358,15.449999975906378,9.488368209521012,8.177459588607364,4.535891963097893,10.706213355066001,7.72499489237056,0.12398892123971843,0.2951981453900478,0.3595194434462235,0.21668985940988372,0.2450890258172699,0.15210203217456997,0.22962704822803123,0.1274515374946935,5514.8213070210395,48187.376852753,120211.64163481886,23459.906432223786,129810.35077938787,11626.385023808527,98538.68767720638,26215.431004819908
2050,NB,2,2386.984616219126,7895.273166485752,6931.540375455808,7902.525373442471,7997.009161514174,8528.557284952836,7733.030471496937,4203.776552433913,225.41538378087384,2625.2268335142476,2744.0596245441925,1118.2746265575283,820.7908384858258,946.4427150471635,867.7695285030626,488.32344756608677,452.5884107053189,48053.84292433399,50330.57752642803,18244.845806739228,6259.8837031107105,6995.668940874397,7196.051814071168,1224.5384897509834,0.5000063175355992,5.149999994679318,5.149998885835457,4.209041402409911,2.106030344486194,2.1431387626717164,2.398819179054213,0.7111408383501744,1.5000396852255362,15.449999937224446,15.449988624819774,12.63566479942935,6.296819679387595,6.412071937270555,7.177033309337031,2.1321416058654004,0.09379575513394423,0.27130872873392287,0.30832998425309444,0.13492315247392725,0.10116727692055873,0.108570556631905,0.1096637198184497,0.113122143816741,3620.707285642551,48053.84292433399,100661.15505285606,18244.845806739228,31299.418515553552,6995.668940874397,21588.155442213505,3673.6154692529503
2050,NB,3,2583.162672401894,9550.458706035424,7669.093083983507,8334.968368730453,8003.34613433766,8681.326434733917,7949.202849743487,4658.186368861113,325.2373275981062,2160.4412939645754,3100.506916016492,1705.6316312695476,1812.1538656623395,1865.8735652660823,1625.0971502565137,565.5136311388862,800.4502073398363,27144.026467710853,67841.38082379644,15503.847563482537,14751.348720789854,12486.909750306306,15628.175071477384,2384.1115191947597,0.5135309513490066,2.963219663439245,5.149999995152054,1.962734517385987,1.8832851596320694,1.6256458609968971,2.3307876271097467,1.0017839292582722,1.5403762031947046,8.83702316897555,15.449999886660624,5.87405752850447,5.633739984058882,4.867212277054584,6.974013628170445,3.0022412401001874,0.12707626065317082,0.2096170951339501,0.3273222974735563,0.193023856223547,0.20978677343107038,0.20102925908390115,0.19287871754859762,0.1230195933864667,6403.6016587186905,27144.026467710853,135682.76164759288,15503.847563482537,73756.74360394927,12486.909750306306,46884.52521443216,7152.3345575842795
2050,NB,4,2660.229031065992,10763.384753849134,9453.006353721172,8867.168696743754,8288.681865962808,8852.390624701775,8391.088705180962,4798.603614070857,334.6709689340081,1296.5152461508667,1638.7936462788296,1473.4313032562443,1819.3181340371925,2008.9093752982235,1714.3112948190374,579.4963859291438,759.692725826014,5563.716561920765,17560.205344904796,9046.153297476627,13353.858203019301,14261.977390352216,17583.773317452476,2318.8530444994885,0.5310470760864336,1.1340867374595838,2.827718421985223,1.4861308456313171,1.9038865667998088,1.9335999610477135,2.6778542845607904,1.0660741711618849,1.59291333506418,3.3937841239999367,8.440139517271172,4.450531997101863,5.6964125021312935,5.788281701294153,8.013445656737465,3.1949259888825816,0.1269850071081493,0.12215914768528041,0.16787838518839782,0.16191044338120011,0.2045217216107514,0.2101806512738363,0.19277310726112523,0.12244194517570964,6077.541806608112,5563.716561920765,35120.41068980959,9046.153297476627,66769.2910150965,14261.977390352216,52751.31995235743,6956.559133498466
2050,NB,5,2682.0569529415006,8386.857859639413,6467.558493234252,5585.358434541151,6034.4911223643685,5357.168102629155,5133.353546659648,4976.065271782842,332.5430470584994,1962.9421403605877,2121.6415067657485,1709.2415654588494,1201.6088776356314,1529.9318973708448,1594.0464533403524,588.1347282171577,443.3337339141654,9905.219687195571,25082.033881452735,22026.0870720035,7245.397607838999,8764.333912747396,9170.930704775195,1495.2362826553804,0.5170138534526456,2.20149900026407,5.149999987622156,5.149999980022261,2.5749932383327336,2.5749989237464908,2.5749999968970063,1.1182253112540605,1.5509559503339228,6.592442290287106,15.449999853856196,15.449999895523737,7.724927236237002,7.7249958267432675,7.7249999608348165,3.352706523774421,0.13788943071788998,0.23706916601324793,0.308808668400472,0.2929415806923566,0.2075979573093877,0.27769490098440286,0.29619934482589777,0.13212342545157482,3546.6698713133233,9905.219687195571,50164.06776290547,22026.0870720035,36226.98803919499,8764.333912747396,27512.792114325588,4485.708847966142
2050,NB,6,1958.632587228677,6555.265793759169,5433.17755894681,4577.408926502957,4531.648435618872,4267.004235522071,4161.714357929241,3472.652632298919,154.16741277132292,700.5342062408308,589.1224410531905,536.891073497043,542.2515643811275,561.8957644779282,554.78564207076,428.34736770108117,129.20484186886893,1497.697959595591,1311.585390920778,869.673357447863,689.0023377012308,535.4127369332634,964.1701135981317,384.33460872152415,0.5000045725929577,1.4346742854572796,1.4918982192079053,0.9957867178289892,0.8346936769920875,0.6588963638154003,1.1966503488984066,0.6071056262611727,1.5000105315510024,4.301143027471425,4.473151191244767,2.9868591996280554,2.503525605795896,1.9763952296124991,3.589188787455542,1.8211925539651044,0.09121217496960804,0.12068351801477198,0.12227796491959422,0.13122403610715846,0.13358812010810914,0.14545077893552397,0.14703334253073935,0.13725689024315996,1033.6387349509514,1497.697959595591,2623.170781841556,869.673357447863,3445.011688506154,535.4127369332634,2892.5103407943952,1153.0038261645725
2050,NB,7,2369.088431683571,9781.021604277354,7772.85699952784,6906.562194597393,7477.483091010688,6782.192045699045,5833.933432976661,5006.404378438048,198.41156831642897,1593.278395722647,1500.343000472159,627.0378054026073,828.3169089893117,1557.1079543009555,1770.8665670233395,563.5956215619519,76.05216204464554,1573.6576774525229,2658.757219396769,443.2117318606198,1496.5089656370465,2676.0675048885646,3052.33540308639,344.52147869885044,0.5000026386960279,1.436001356073044,2.5749999271011665,0.9414437512071874,2.5748165066990563,2.5749514207209927,2.574968325427786,0.8961530065392809,1.500070842800269,4.306268985019519,7.724997693159086,2.823910551732938,7.721472735486298,7.7242019499247805,7.724432039397782,2.688234571054517,0.09660004032406712,0.1750955429622453,0.20225041641850464,0.10403985607911712,0.12466176865167324,0.23340214152040678,0.29107946367546317,0.12648106157961445,608.4172963571643,1573.6576774525229,5317.514438793538,443.2117318606198,7482.544828185232,2676.0675048885646,9157.00620925917,1033.5644360965514
2050,NB,8,2418.1746876685547,10026.39087950794,7814.70156935513,7002.937399744457,7176.847439744303,6887.686108959512,6213.989771483571,5207.935379148985,267.1253123314452,1851.1091204920583,1868.7984306448695,873.9626002555426,1498.7525602556973,1817.0138910404883,1724.310228516429,607.7646208510158,1439.764200409242,35151.190487158114,62263.74002079048,17617.242885798063,38004.29713554356,43801.61205793489,41691.979718450784,7345.571168099319,0.5000039267653102,1.9690029867652707,3.454703668633871,1.9114843336286984,2.5749999909198733,2.5749995728343134,2.5749999911450847,1.2627030258934953,1.5000236190272302,5.857148825956084,10.244753503933131,5.705651280112164,7.724999903120805,7.724994611057659,7.7249999433632945,3.7767425207177645,0.12435960345395411,0.19478155995343102,0.24119162110596365,0.13863694240492347,0.21606654274853856,0.260997650301262,0.27158537670359995,0.1306218628111723,11518.113603273936,35151.190487158114,124527.48004158096,17617.242885798063,190021.48567771778,43801.61205793489,125075.93915535236,22036.713504297957
