,Year,Total Revenue,Var Total Revenue (%),Total Transactions,Var Total Transactions (%),AADT,Var AADT (%),Toll/AADT/mi,Var Toll/AADT/mi (%),Capture,Var Capture (%)
0,2032.0000000000005,344472452.240748,,91471028.298022,,22608.855257,,1.761306,,0.125748,
1,2033.0000000000007,366596282.300889,0.06422525202299467,93809591.336255,0.025566161021101985,23116.305298,0.022444747212174265,1.833278,0.040862859718867606,0.126736,0.007856983808887552
2,2034.0000000000002,390141020.922354,0.06422525202298779,96207942.453682,0.02556616102110776,23635.144928,0.022444747260060183,1.908192,0.04086341515034819,0.127732,0.0078588562050248
3,2034.9999999999993,415197926.3156,0.06422525202299312,98667610.201962,0.025566161021104428,24165.629781,0.022444747202355675,1.986167,0.04086328839026665,0.128735,0.007852378417311012
4,2035.9999999999998,441864117.772643,0.06422525202299201,101190162.211952,0.025566161021095102,24708.021233,0.022444747226345818,2.067329,0.040863633319856874,0.129746,0.007853342136947994
5,2036.999999999999,470242952.096509,0.064225252022994,103777206.192815,0.02556616102110998,25262.586524,0.022444747224813044,2.151807,0.040863355566530535,0.130765,0.00785380666841351
6,2038.0000000000005,500444424.206943,0.06422525202299201,106430390.95666,0.02556616102109599,25829.598893,0.022444747233673956,2.239737,0.04086333021502386,0.131792,0.007853783504760514
7,2038.999999999999,532585593.475134,0.06422525202299001,109151407.469398,0.02556616102111331,26409.337712,0.02244474726075274,2.33126,0.0408632799297417,0.132828,0.007860871676581338
8,2039.9999999999998,566791037.43989,0.06422525202299334,111941989.92844,0.025566161021096878,27002.088621,0.022444747212674754,2.426523,0.04086330996971599,0.133871,0.007852260065648764
9,2041.0000000000002,602415593.483367,0.06285306875067698,114802735.039394,0.025555603511986602,27666.754121,0.024615336588558634,2.517079,0.0373192423892128,0.135366,0.011167467188561986
10,2041.9999999999995,640279262.197057,0.0628530687506772,117736588.218153,0.02555560351199171,28347.780586,0.02461533658851134,2.611014,0.037319051170026984,0.136878,0.011169717654359479
11,2043.0,680522778.683561,0.06285306875067631,120745417.78551,0.02555560351198527,29045.570747,0.024615336600446902,2.708454,0.037318834751556285,0.138406,0.011163225646195984
12,2044.0000000000002,723295723.67856,0.06285306875067609,123831139.808326,0.025555603511989267,29760.537248,0.024615336611137018,2.809532,0.03731944496749806,0.139952,0.011170035981099113
13,2044.9999999999993,768757079.526,0.06285306875067809,126995719.319705,0.025555603511986824,30493.10289,0.02461533660818671,2.914381,0.037319026798769306,0.141515,0.011168114782211136
14,2045.9999999999993,817075821.098014,0.06285306875067254,130241171.570359,0.025555603511987268,31243.700881,0.024615336579805858,3.023143,0.03731907393027889,0.143095,0.011164894180828888
15,2046.9999999999995,868431543.856004,0.06285306875067787,133569563.311947,0.02555560351198105,32012.775095,0.024615336605904092,3.135964,0.03731910796148252,0.144693,0.011167406268562718
16,2048.0,923015131.387242,0.06285306875067698,136983014.113217,0.02555560351199171,32800.780329,0.02461533658552062,3.252995,0.037318987080208865,0.146309,0.01116847394137932
17,2049.000000000001,981029464.898239,0.06285306875067653,140483697.709771,0.025555603511985048,33608.182578,0.02461533661399362,3.374394,0.03731914743182818,0.147943,0.011168144133306912
18,2049.999999999999,1042690177.301928,0.0628530687506772,144073843.38834,0.025555603511988823,34435.459304,0.024615336580013247,3.500324,0.03731929347906604,0.149595,0.011166462759305995
