,Year,Total Revenue,Var Total Revenue (%),Total Transactions,Var Total Transactions (%),AADT,Var AADT (%),Toll/AADT/mi,Var Toll/AADT/mi (%),Capture,Var Capture (%),Segment 8 Revenue,Var Segment 8 Revenue (%),Segment 8 Transactions,Var Segment 8 Transactions (%),Segment 8 AADT,Var Segment 8 AADT (%),Segment 8 Toll/AADT/mi,Var Segment 8 Toll/AADT/mi (%)
0,2032.0000000000005,10925121.805503,,8030723.69741,,22001.982733,,1.943451,,0.123458,,0.0,,0.0,,,,,
1,2033.0000000000007,11986999.470792,0.09719595663950686,8385694.934305,0.04420164984750796,22974.506669,0.04420164981501151,2.042083,0.050750957960864485,0.125846,0.019342610442417696,0.0,,0.0,,,,,
2,2034.0000000000002,13152087.351593,0.09719595663951619,8756356.485519,0.044201649847487534,23990.017769,0.044201649882225746,2.145721,0.05075112030216222,0.128281,0.01934904565897999,0.0,,0.0,,,,,
3,2034.9999999999993,14430417.063537,0.09719595663947334,9143401.888832,0.04420164984752328,25050.416134,0.04420164983663555,2.254618,0.050750773283199324,0.130763,0.019348149764969014,0.0,,0.0,,,,,
4,2035.9999999999998,15832995.254734,0.09719595663946934,9547555.337538,0.044201649847596114,26157.685856,0.044201649827970035,2.369043,0.0507513911447528,0.133292,0.01934033327470308,0.0,,0.0,,,,,
5,2036.999999999999,17371898.374987,0.09719595663952929,9969573.035468,0.04420164984755415,27313.898727,0.0442016498464366,2.489274,0.050750872820797266,0.135871,0.019348498034390538,0.0,,0.0,,,,,
6,2038.0000000000005,19060376.656188,0.09719595663949798,10410244.611911,0.04420164984751662,28521.218115,0.044201649865771575,2.615607,0.05075094184087403,0.138499,0.019341875749792292,0.0,,0.0,,,,,
7,2038.999999999999,20912968.199195,0.09719595663947977,10870394.599074,0.0442016498475466,29781.903011,0.0442016498354596,2.748352,0.05075112583809438,0.141179,0.01935032021891847,0.0,,0.0,,,,,
8,2039.9999999999998,22945624.149487,0.09719595663949043,11350883.974847,0.04420164984755304,31098.31226,0.04420164985809616,2.887834,0.05075114104743483,0.14391,0.019344236749091692,0.0,,0.0,,,,,
9,2041.0000000000002,25454739.542083,0.10935049647155037,11721500.63556,0.03265090732442233,32113.700371,0.032650907306826404,3.102326,0.07427435233465651,0.145379,0.010207768744354029,0.0,,0.0,,,,,
10,2041.9999999999995,28238227.948563,0.10935049647151973,12104218.266516,0.03265090732452247,33162.241826,0.03265090733507847,3.332749,0.07427427033780454,0.146863,0.010207801676995976,0.0,,0.0,,,,,
11,2043.0,31326092.194214,0.10935049647150885,12499431.975371,0.03265090732445586,34245.019111,0.03265090733857079,3.580288,0.07427472035847882,0.148362,0.01020679136337943,0.0,,0.0,,,,,
12,2044.0000000000002,34751615.928164,0.10935049647152284,12907549.770407,0.03265090732444165,35363.150056,0.03265090731518483,3.846211,0.07427419246719813,0.149877,0.010211509685768672,0.0,,0.0,,,,,
13,2044.9999999999993,38551722.383097,0.10935049647153972,13328992.981747,0.032650907324505374,36517.788991,0.032650907319386135,4.131887,0.07427465627860763,0.151407,0.010208370864108529,0.0,,0.0,,,,,
14,2045.9999999999993,42767372.365521,0.1093504964715235,13764196.696322,0.0326509073244301,37710.127935,0.03265090732338294,4.43878,0.07427429646551342,0.152953,0.010210888532234286,0.0,,0.0,,,,,
15,2046.9999999999995,47444005.766473,0.10935049647151818,14213610.207049,0.03265090732444187,38941.397828,0.03265090734039178,4.768468,0.07427446280284222,0.154514,0.010205749478598092,0.0,,0.0,,,,,
16,2048.0,52632031.351634,0.10935049647150996,14677697.476666,0.032650907324505374,40212.869799,0.032650907309900834,5.122644,0.0742745888197216,0.156091,0.010206194907904642,0.0,,0.0,,,,,
17,2049.000000000001,58387370.110241,0.10935049647154305,15156937.616713,0.032650907324454526,41525.856484,0.03265090732302456,5.503125,0.07427433957932661,0.157685,0.01021199172277698,0.0,,0.0,,,,,
18,2049.999999999999,64772058.019462,0.10935049647151573,15651825.382159,0.032650907324465406,42881.713376,0.03265090733342024,5.911867,0.07427452583759231,0.159294,0.01020388749722545,0.0,,0.0,,,,,
