,index,Year,SegDir,Segment,Direction,Period,Hours/Day,Peak,4Periods,Length,Speed GP,Capacity GP,Alpha GP,Beta GP,Speed ML,Capacity ML,Alpha ML,Beta ML,MinToll,MinCapture,AADT Lights,AADT Medium A,AADT Medium B,AADT Heavy A,AADT Heavy B,GrowthFactor,MaxToll,Soft Cap,MaxCapture,MaxCap_aux,B1,B2,TotalLights,TotalMediumA,TotalMediumB,TotalHeavyA,TotalHeavyB,TotalVeh,Corridor PCE pre-fix,Suppressed ratio ref,Suppressed ratio,Corridor PCE,Suppressed Demand,PCE ratio,HOV3,InScopeLights,InScopeMediumA,InScopeMediumB,InScopeHeavyA,InScopeHeavyB,InScopeVeh,TollLights,TollMediumA,TollMediumB,TollHeavyA,TollHeavyB,CaptureRateLights,CaptureRateMediumA,CaptureRateMediumB,CaptureRateHeavyA,VOT Lights,VOT MediumA,VOT MediumB,VOT HeavyA,Speed GP Real,Speed ML Real,Bonus Seg,Time ML,Time GP,Time Savings,BonusRel,Reliability %,Bonus %,Time Savings %,MLVeh_Lights,GPVeh_Lights,MLVeh_MediumA,GPVeh_MediumA,MLVeh_MediumB,GPVeh_MediumB,MLVeh_HeavyA,GPVeh_HeavyA,MLVeh,GPVeh,GPVehDay,ML PCE,ML V/C,ML Volume,ML PCE Total,GP PCE,GP Volume,GP PCE Total,Highway PCE,Highway Volume,Highway PCE Total,Highway V/C,TollLightsPerSeg,TollMediumAPerSeg,TollMediumBPerSeg,TollHeavyAPerSeg,TollBlend,RevenuePerHour,RevenuePerHourLights,RevenuePerHourMediumA,RevenuePerHourMediumB,RevenuePerHourHeavyA,RevenuePerDay,RevenuePerDayLights,RevenuePerDayMediumA,RevenuePerDayMediumB,RevenuePerDayHeavyA,TransactionsDay_Lights,TransactionsDay_MediumA,TransactionsDay_MediumB,TransactionsDay_HeavyA,TransactionsDay,GPDay_Lights,GPTransactionsDay_MediumA,GPDay_MediumB,GPDay_HeavyA,TransactionsLightsLength,TransactionsMediumALength,TransactionsMediumBLength,TransactionsHeavyALength,TotalVeh_hours,Difference in Travel Time,Implied Min VOT
0,160,2032,1NB,1,NB,Night,6,OP,NT,0.7,55,8234.489712329321,1,6,70,3600,1,5,0.5,0,1187.7,41.1,6.0,307.2,39.9,1.2094222272955006,3.6,1.8,0.38072043236102004,0.38072043236102004,3.402,0.708,1187.7,41.1,6.0,307.2,39.9,1581.9,2370.2999999999997,1.2,0.2962875,2370.2999999999997,0.0,1.0,0.0,1116.4379999999999,38.634,5.64,288.768,37.50599999999999,1486.986,0.5000003944740954,1.5000011834222862,1.5000011834222862,1.5000011834222862,1.5000011834222862,0.03466107038981185,0.034643591080832356,0.034641861871585196,0.005598454182984064,108.64990029050303,325.9497008715091,325.9497008715091,325.9497008715091,54.97235174709526,69.99999997004356,0.0,0.6000000002567695,0.7640204332757017,-0.1640204330189322,0.00026884874753668254,0.0016364351018275255,0.0,0.9983635648981725,38.69693610386076,1149.0030638961393,1.3384204978168772,39.761579502183125,0.1953801009557405,5.804619899044259,1.616654417511942,305.58334558248805,41.84739112014532,1540.0526088798547,9240.315653279129,48.14830115271444,0.013374528097976233,288.8898069162866,202.22286484140062,2322.1516988472854,13932.910193083713,9753.037135158598,2370.2999999999997,14221.8,9955.259999999998,0.2878502594339272,0.35000027613186674,1.0500008283956002,1.0500008283956002,1.0500008283956002,0.5752848367654981,16.85191869873033,13.543938321808469,1.4053426314493727,0.2051492678555435,1.6974884776169454,101.11151219238198,81.26362993085081,8.432055788696236,1.2308956071332608,10.184930865701673,232.18161662316453,8.030522986901264,1.1722806057344428,9.699926505071652,251.0843467208719,6894.018383376836,238.56947701309875,34.82771939426556,1833.5000734949283,162.52713163621516,5.621366090830884,0.8205964240141099,6.789948553550156,9491.400000000001,-0.2146806889911338,128.03292968680347
1,161,2032,1NB,1,NB,AM-Early,1,OP,AM,0.7,55,8796.923054719633,1,6,70,3600,1,5,0.5,0,5655.3,84.7,55.6,353.2,24.2,1.2094222272955006,3.6,1.8,0.36344760874632703,0.36344760874632703,3.246,0.715,5655.3,84.7,55.6,353.2,24.2,6173.0,7208.4000000000015,1.2,0.9010500000000001,7208.4000000000015,0.0,1.0,0.0,5315.982,79.618,52.263999999999996,332.008,22.747999999999998,5802.62,1.4133466428889625,4.240039928666888,4.240039928666888,4.240039928666888,4.240039928666888,0.13928041186907666,0.1391760286236634,0.1391743471336408,0.03610283913268324,55.76220846932987,167.28662540798962,167.28662540798962,167.28662540798962,48.03029444266876,69.95403329018139,0.5532286658204427,0.6003942592670356,0.8744481058747868,-0.27405384660775123,0.07756821956689632,0.08572487905918741,0.6114032362007799,0.30287188474003274,740.4121624485979,4914.887837551402,11.080917046958833,73.61908295304117,7.273808078592602,48.3261919214074,11.986431414763896,341.2135685852361,770.7533189889132,5402.246681011087,5402.246681011087,831.4356320695439,0.23095434224153996,831.4356320695439,582.0049424486807,6376.964367930456,6376.964367930456,4463.8750575513195,7208.400000000001,7208.400000000001,5045.88,0.8194228771993891,0.9893426500222737,2.9680279500668214,2.9680279500668214,2.9680279500668214,1.5246210822747763,822.5747315546266,732.521330905618,32.88847150774572,21.588865680684684,35.57606346057823,822.5747315546266,732.521330905618,32.88847150774572,21.588865680684684,35.57606346057823,740.4121624485979,11.080917046958833,7.273808078592602,11.986431414763896,770.7533189889132,4914.887837551402,73.61908295304117,48.3261919214074,341.2135685852361,518.2885137140184,7.756641932871182,5.091665655014821,8.390501990334727,6173.0,-0.3134020701361017,216.60180922874702
2,162,2032,1NB,1,NB,AM-Peak,1,Peak,AM,0.7,55,8000.0,1,6,70,3600,1,5,0.5,0,7093.3,203.2,106.4,345.9,15.7,1.2094222272955006,3.6,1.8,0.38841655517672957,0.38841655517672957,3.246,0.715,8795.327084686149,251.9575463618098,131.9305262445697,428.8982051503445,19.46719231240361,9627.580554755277,11292.087494893532,1.2,1.4115109368616916,11292.087494893532,0.0,1.0,0.0,8267.60745960498,236.84009358010118,124.01469466989552,403.1643128413238,18.299160773659395,9049.925721469961,3.599996249868885,10.799988749606655,10.799988749606655,10.799988749606655,10.799988749606655,0.25412691704994805,0.25394594861535674,0.25393783365808975,0.08444571498148194,41.24197235936136,123.72591707808407,123.72591707808407,123.72591707808407,19.723423068744662,60.62997216792018,0.7234504415454001,0.6927266910774297,2.1294478069862333,-1.4367211159088036,0.9560680103449085,0.306801832639634,0.23215495015883747,0.4610432172015286,2101.0215950885668,6694.305489597582,60.144582234348654,191.81296412746113,31.492022906242717,100.438503338327,34.04549865290345,394.85270649744103,2226.7036988820614,7400.8768558732145,7400.8768558732145,2478.067906469051,0.6883521962414031,2478.067906469051,1734.6475345283357,8814.01958842448,8814.01958842448,6169.813711897136,11292.08749489353,11292.08749489353,7904.4612464254715,1.4115109368616914,2.5199973749082196,7.5599921247246575,7.5599921247246575,7.5599921247246575,4.00638628960284,6244.724619146316,5294.568904248668,454.69256803653036,238.07944516284346,257.383701698274,6244.724619146316,5294.568904248668,454.69256803653036,238.07944516284346,257.383701698274,2101.0215950885668,60.144582234348654,31.492022906242717,34.04549865290345,2226.7036988820614,6694.305489597582,191.81296412746113,100.438503338327,394.85270649744103,1470.7151165619966,42.10120756404405,22.0444160343699,23.83184905703241,9627.580554755277,-0.6746918666873397,105.23952131019604
3,163,2032,1NB,1,NB,AM-Shoulder,3,OP,AM,0.7,55,7130.1280045716185,1,6,70,3600,1,5,0.5,0,4898.2,188.7,47.2,381.0,8.5,1.2094222272955006,3.6,1.8,0.4199047800856074,0.4199047800856074,3.246,0.715,6367.66,245.31,61.36000000000001,495.3,11.05,7180.68,8806.72,1.2,1.1008399999999998,8806.72,0.0,1.0,0.0,5985.600399999999,230.5914,57.6784,465.582,10.387,6749.839199999999,1.7999999920499614,5.399999976149884,5.399999976149884,5.399999976149884,5.399999976149884,0.2684762108389697,0.26841027888348257,0.26840379973029094,0.09149046900664032,39.94976466408429,119.84929399225288,119.84929399225288,119.84929399225288,30.911708701826033,66.750214226307,0.46247264985455,0.62921146376557,1.3587084559165425,-0.7294969921509725,0.41655046459612527,0.25896503431105977,0.2875143729671027,0.4535205927218375,1606.9913149882213,4760.6686850117785,61.89310198213268,183.4168980178673,15.481101722363613,45.878898277636395,42.59631554104961,452.7036844589504,1726.9618342337671,5453.718165766233,16361.1544972987,1966.902872724859,0.5463619090902386,5900.708618174577,4130.496032722203,6839.8171272751415,20519.451381825424,14363.615967277796,8806.720000000001,26420.16,18494.112,1.2351419209239165,1.259999994434973,3.7799999833049185,3.7799999833049185,3.7799999833049185,2.050088823670291,2478.297608687455,2024.8090479422087,233.95592445915113,58.5185642520762,161.01407203401857,7434.892826062365,6074.427143826626,701.8677733774534,175.5556927562286,483.0422161020557,4820.973944964664,185.67930594639802,46.44330516709084,127.78894662314883,5180.885502701302,14282.006055035336,550.2506940536019,137.6366948329092,1358.1110533768513,3374.6817614752645,129.97551416247862,32.510313616963586,89.45226263620418,21542.04,-0.5369047266721222,103.63305192415739
4,164,2032,1NB,1,NB,MD,4,OP,MD,0.7,55,7229.63859674559,1,6,70,3600,1,5,0.5,0,4433.7,175.4,49.6,508.0,14.5,1.2094222272955006,3.6,1.8,0.41604638971092245,0.41604638971092245,3.249,0.708,5763.81,228.02,64.48,660.4,18.85,6735.56,8679.06,1.2,1.0848825,8679.06,0.0,1.0,0.0,5417.9814,214.3388,60.611200000000004,620.776,17.719,6331.4264,1.7999988335061254,5.399996500518377,5.399996500518377,5.399996500518377,5.399996500518377,0.2641665002539977,0.2641061624269183,0.2641003253551658,0.08824669512300247,40.26890542323369,120.80671626970108,120.80671626970108,120.80671626970108,31.72837433914683,67.800927516154,0.4994255133033069,0.6194605522172721,1.3237362731244608,-0.7042757209071887,0.39206993664166806,0.24569308169184267,0.31296812627377324,0.44133879203438414,1431.2491848792547,4332.560815120745,56.60819792719076,171.41180207280925,16.007437640167026,48.47256235983298,54.78143041167698,605.618569588323,1558.6462508582895,5176.913749141711,20707.654996566846,1813.440382816359,0.5037334396712109,7253.761531265436,5077.633071885805,6865.619617183641,27462.478468734564,19223.734928114194,8679.06,34716.24,24301.368,1.2004832446129277,1.2599991834542876,3.7799975503628636,3.7799975503628636,3.7799975503628636,2.0942472173560085,2284.9334015916434,1803.3728042674757,213.9788494952372,60.50807506741766,207.07367276151265,9139.733606366573,7213.491217069903,855.9153979809488,242.03230026967063,828.2946910460506,5724.996739517019,226.43279170876303,64.0297505606681,219.12572164670792,6234.585003433158,17330.24326048298,685.647208291237,193.8902494393319,2422.474278353292,4007.4977176619127,158.5029541961341,44.82082539246767,153.38800515269554,26942.24,-0.5320362788313281,107.34425277343902
5,165,2032,1NB,1,NB,PM-Shoulder,2,OP,PM,0.7,55,6217.690612419211,1,6,70,3600,1,5,0.5,0,4634.5,145.1,38.7,394.3,9.7,1.2094222272955006,3.6,1.8,0.4589299274057909,0.4589299274057909,3.399,0.592,6024.85,188.63,50.31,512.59,12.61,6788.990000000001,8317.27,1.2,1.03965875,8317.27,0.0,1.0,0.0,5663.359,177.3122,47.2914,481.8346,11.853399999999999,6381.6506,1.7999998484714594,5.399999545414378,5.399999545414378,5.399999545414378,5.399999545414378,0.3299619659605257,0.3299206104536976,0.329917445469146,0.0963554713937792,38.84445834470575,116.53337503411724,116.53337503411724,116.53337503411724,29.250315546213972,64.1459971877713,0.4025923992075139,0.6547563658111908,1.4358819457397713,-0.7811255799285806,0.4705719074723854,0.28445553060662304,0.24336266724865452,0.47218180214472244,1868.6930695802369,4156.156930419764,58.49894926488811,130.1310507351119,15.602257880659572,34.70774211934043,46.42740001683305,466.16259998316696,1989.2216767426175,4799.768323257383,9599.536646514765,2230.2788910673794,0.6195219141853832,4460.557782134759,3122.390447494331,6086.9911089326215,12173.982217865243,8521.78755250567,8317.27,16634.54,11644.178,1.3376783308238418,1.2599998939300214,3.779999681790064,3.779999681790064,3.779999681790064,2.0181268447386858,2810.1511661792633,2354.5530694588647,221.12600960633017,58.9765298240997,175.49555728996893,5620.302332358527,4709.106138917729,442.25201921266034,117.9530596481994,350.99111457993786,3737.3861391604737,116.99789852977622,31.204515761319144,92.8548000336661,3978.443353485235,8312.313860839527,260.2621014702238,69.41548423868086,932.3251999663339,2616.1702974123314,81.89852897084334,21.843161032923398,64.99836002356626,13577.980000000001,-0.5440040403364372,96.78340535553002
6,166,2032,1NB,1,NB,PM-Peak,2,Peak,PM,0.7,55,5600.0,1,6,70,3600,1,5,0.5,0,4457.9,89.5,26.6,356.8,9.7,1.2094222272955006,3.6,1.8,0.4897426130489199,0.4897426130489199,3.399,0.592,5795.2699999999995,116.35000000000001,34.580000000000005,463.84000000000003,12.61,6422.65,7677.41,1.2,0.95967625,7677.41,0.0,1.0,0.0,5447.5538,109.369,32.5052,436.0096,11.853399999999999,6037.290999999999,1.7999964615323207,5.399989384596962,5.399989384596962,5.399989384596962,5.399989384596962,0.3617165407871138,0.3616809654030129,0.3616793428049698,0.11189350866070155,36.91261738010771,110.73785214032311,110.73785214032311,110.73785214032311,30.388252965975536,63.64497780056768,0.5857287255531165,0.6599106709033274,1.3821130173895042,-0.7222023464861768,0.43293365762719843,0.24868885574477587,0.3364584942020901,0.41485265005313393,1970.4703162876967,3824.799683712303,39.55668550516212,76.79331449483789,11.756459373744104,22.8235406262559,48.786643953749014,415.053356046251,2070.570105120352,4352.079894879647,8704.159789759295,2270.7696827856626,0.6307693563293507,4541.539365571325,3179.0775558999276,5406.640317214336,10813.280634428673,7569.29644410007,7677.409999999999,15354.819999999998,10748.373999999998,1.3709660714285712,1.2599975230726244,3.7799925692178733,3.7799925692178733,3.7799925692178733,1.9740347761523795,2861.1641757783436,2482.7877178106287,149.52397727240117,44.43932907306453,184.41315162224936,5722.328351556687,4965.575435621257,299.04795454480234,88.87865814612906,368.8263032444987,3940.9406325753935,79.11337101032424,23.512918747488207,97.57328790749803,4141.140210240704,7649.599367424606,153.58662898967577,45.6470812525118,830.106712092502,2758.6584428027754,55.37935970722697,16.459043123241745,68.30130153524861,12845.3,-0.5225349428010251,104.6795981101184
7,167,2032,1NB,1,NB,PM-Late,5,OP,PM,0.7,55,10400.0,1,6,70,3600,1,5,0.5,0,4068.5,78.6,12.1,349.5,27.8,1.2094222272955006,3.6,1.8,0.3218308600035759,0.3218308600035759,3.399,0.592,4068.5,78.6,12.1,349.5,27.8,4536.500000000001,5472.5,1.2,0.6840625,5472.5,0.0,1.0,0.0,3824.39,73.88399999999999,11.373999999999999,328.53,26.131999999999998,4264.31,0.7171663057010882,2.1514989171032646,2.1514989171032646,2.1514989171032646,2.1514989171032646,0.16132516205705844,0.16129354445486896,0.16129189637442898,0.032034864655343,53.76295849814639,161.28887549443917,161.28887549443917,161.28887549443917,54.484636291885145,69.98192477473758,0.30045630203970985,0.6001549705183498,0.7708595093669628,-0.17070453884861303,0.005056202011419454,0.01061743187650664,0.6309230350308247,0.35845953309266876,616.9703365193936,3451.5296634806064,11.917012238503537,66.68298776149646,1.834534029362755,10.265465970637244,10.524414085219835,338.97558591478014,641.2462968724798,3895.2537031275206,19476.268515637603,689.798217578652,0.19161061599407,3448.99108789326,2414.2937615252818,4782.701782421347,23913.508912106736,16739.456238474715,5472.499999999999,27362.499999999996,19153.749999999996,0.526201923076923,0.5020164139907617,1.506049241972285,1.506049241972285,1.506049241972285,0.77146650482483,346.2900275660541,309.7292358781395,17.947607248372694,2.762898584294139,15.850285855247773,1731.4501378302705,1548.6461793906974,89.73803624186347,13.814492921470695,79.25142927623887,3084.851682596968,59.585061192517685,9.172670146813775,52.62207042609917,3206.2314843623985,17257.648317403033,333.4149388074823,51.32732985318622,1694.8779295739007,2159.3961778178777,41.709542834762374,6.420869102769642,36.83544929826942,22682.500000000004,-0.2214470169652538,176.45098977806373
8,168,2032,1SB,1,SB,Night,6,OP,NT,0.7,55,9658.720330941385,1,6,70,3600,1,5,0.5,0,1579.5,38.7,15.7,309.6,36.3,1.2094222272955006,3.6,1.8,0.3398240499526516,0.3398240499526516,3.402,0.708,1579.5,38.7,15.7,309.6,36.3,1979.8,2780.4,1.2,0.34755,2780.4,0.0,1.0,0.0,1484.73,36.378,14.758,291.024,34.12199999999999,1861.012,0.5000015818339444,1.5000047455018333,1.5000047455018333,1.5000047455018333,1.5000047455018333,0.03466247839994457,0.03463844915930797,0.034637316163701366,0.005597606783567435,108.65494432923632,325.964832987709,325.964832987709,325.964832987709,54.972658006849265,69.99999989677383,0.0,0.6000000008847958,0.7640161768195209,-0.16401617593472517,0.00026586922821007216,0.0016183705769329969,0.0,0.9983816294230671,51.4644215547497,1528.0355784452504,1.2600775035173053,37.439922496482694,0.5111775119439047,15.188822488056095,1.629037916580929,307.97096208341907,54.86471448679184,1924.935285513208,11549.611713079248,61.665300350876116,0.017129250097465586,369.9918021052567,258.99426147367967,2718.734699649124,16312.408197894745,11418.685738526321,2780.4,16682.4,11677.68,0.28786422059380706,0.35000110728376105,1.0500033218512832,1.0500033218512832,1.0500033218512832,0.561977730279195,21.58292340379234,18.012604529880655,1.3230855644832427,0.5367380855967739,1.710495223831669,129.49754042275404,108.07562717928393,7.938513386899456,3.220428513580644,10.262971342990014,308.7865293284982,7.560465021103832,3.0670650716634285,9.774227499485574,329.188286920751,9168.213470671502,224.63953497889617,91.13293492833657,1847.8257725005144,216.15057052994874,5.292325514772682,2.1469455501644,6.841959249639902,11878.8,-0.21467631302978255,128.03655686609366
9,169,2032,1SB,1,SB,AM-Early,1,OP,AM,0.7,55,10400.0,1,6,70,3600,1,5,0.5,0,2944.9,119.7,50.8,403.9,38.7,1.2094222272955006,3.6,1.8,0.3218308600035759,0.3218308600035759,3.246,0.715,2944.9,119.7,50.8,403.9,38.7,3558.0,4784.200000000001,1.2,0.5980250000000001,4784.200000000001,0.0,1.0,0.0,2768.206,112.518,47.751999999999995,379.66599999999994,36.378,3344.52,0.6415596999921515,1.9246790999764545,1.9246790999764545,1.9246790999764545,1.9246790999764545,0.1628292943796408,0.1628071881048282,0.16280541918451166,0.04483418384133038,51.87535535138121,155.62606605414362,155.62606605414362,155.62606605414362,54.7610450531089,69.99239646059655,0.2722778020570698,0.600065180274898,0.7669685624017427,-0.16690338212684475,0.0023325391357654148,0.005283050135400954,0.6166915945666447,0.3780253552979544,450.745029677488,2494.154970322512,18.31873919117906,101.38126080882094,7.7742843768988,43.0257156231012,17.022015242302537,386.87798475769745,493.8600684878684,3064.1399315121316,3064.1399315121316,580.0901461086293,0.16113615169684145,580.0901461086293,406.06310227604047,4204.109853891371,4204.109853891371,2942.8768977239597,4784.200000000001,4784.200000000001,3348.94,0.46001923076923085,0.449091789994506,1.347275369983518,1.347275369983518,1.347275369983518,0.7535787642142555,260.51372207409884,202.4258922089898,24.68038612142734,10.474101860243415,22.933341883438235,260.51372207409884,202.4258922089898,24.68038612142734,10.474101860243415,22.933341883438235,450.745029677488,18.31873919117906,7.7742843768988,17.022015242302537,493.8600684878684,2494.154970322512,101.38126080882094,43.0257156231012,386.87798475769745,315.5215207742416,12.82311743382534,5.44199906382916,11.915410669611775,3558.0,-0.2176143720991523,161.44374701282007
