,Year,SegDir,Segment,Direction,Period,Hours/Day,Peak,4Periods,Length,Speed GP,Capacity GP,Alpha GP,Beta GP,Speed ML,Capacity ML,Alpha ML,Beta ML,MinToll,MinCapture,AADT Lights,AADT Medium A,AADT Medium B,AADT Heavy A,AADT Heavy B,GrowthFactor,MaxToll,Soft Cap,MaxCapture,MaxCap_aux,B1,B2,TotalLights,TotalMediumA,TotalMediumB,TotalHeavyA,TotalHeavyB,TotalVeh,Corridor PCE pre-fix,Suppressed ratio ref,Suppressed ratio,Corridor PCE,Suppressed Demand,PCE ratio,HOV3,InScopeLights,InScopeMediumA,InScopeMediumB,InScopeHeavyA,InScopeHeavyB,InScopeVeh,TollLights,TollMediumA,TollMediumB,TollHeavyA,TollHeavyB,CaptureRateLights,CaptureRateMediumA,CaptureRateMediumB,CaptureRateHeavyA,VOT Lights,VOT MediumA,VOT MediumB,VOT HeavyA,Speed GP Real,Speed ML Real,Bounus Seg,Time ML,Time GP,Time Savings,BonusRel,MLVeh_Lights,GPVeh_Lights,MLVeh_MediumA,GPVeh_MediumA,MLVeh_MediumB,GPVeh_MediumB,MLVeh_HeavyA,GPVeh_HeavyA,MLVeh,GPVeh,GPVehDay,ML PCE,GP PCE,TollLightsPerSeg,TollMediumAPerSeg,TollMediumBPerSeg,TollHeavyAPerSeg,TollBlend,RevenuePerHour,RevenuePerHourLights,RevenuePerHourMediumA,RevenuePerHourMediumB,RevenuePerHourHeavyA,RevenuePerDay,RevenuePerDayLights,RevenuePerDayMediumA,RevenuePerDayMediumB,RevenuePerDayHeavyA,TransactionsDay_Lights,TransactionsDay_MediumA,TransactionsDay_MediumB,TransactionsDay_HeavyA,TransactionsDay,TotalVeh_hours
48,2032,4NB,4,NB,Night,6,OP,NT,1.6,65,8000.0,1,6,70,3600,1,5,0.5,0,1037.8,31.7,21.1,272.0,55.5,1.3203962949576253,3.6,1.8,0.3879310344827586,0.3879310344827586,3.402,0.708,1037.8,31.7,21.1,272.0,55.5,1418.1,2178.7,1.1,0.27233749999999995,2178.7,0.0,1.0,0.0,830.24,25.36,16.880000000000003,217.60000000000002,44.400000000000006,1134.48,5.398964832164547,16.19689449649364,16.19689449649364,16.19689449649364,16.19689449649364,0.0003587048363524369,3.4418533470388776e-05,2.4347673026704127e-05,0.0002821117600633233,4135.992292389737,12407.976877169209,12407.976877169209,12407.976877169209,64.9735271925236,70.0,0.0,1.3714285714285714,1.4775248343150833,-0.10609626288651186,0.0004212301744044467,0.29781110333324723,1037.5021888966667,0.0008728540088090593,31.69912714599119,0.00041098872069076574,21.09958901127931,0.061387518989779156,271.93861248101024,0.36048246505252624,1417.7395175349475,8506.437105209685,0.4858251884910842,2178.214174811509,8.638343731463276,25.915031194389826,25.915031194389826,25.915031194389826,7.276229391243435,4.196724971588922,2.5725946776389184,0.022620038866434985,0.010650785517243562,1.5908594695663247,25.180349829533533,15.435568065833511,0.1357202331986099,0.06390471310346137,9.545156817397949,1.7868666199994834,0.0052371240528543556,0.0024659323241445945,0.36832511393867495,2.162894790315157,8508.599999999999
49,2032,4NB,4,NB,AM-Early,1,OP,AM,1.6,65,8000.0,1,6,70,3600,1,5,0.5,0,6785.5,110.9,59.4,327.5,29.0,1.3203962949576253,3.6,1.8,0.3879310344827586,0.3879310344827586,3.246,0.715,6785.5,110.9,59.4,327.5,29.0,7312.299999999999,8365.9,1.1,1.0457375,8365.9,0.0,1.0,0.0,5428.400000000001,88.72000000000001,47.52,262.0,23.200000000000003,5849.84,2.5882493768265866,7.764748130479759,7.764748130479759,7.764748130479759,7.764748130479759,0.12781398343532005,0.1273457887939272,0.1273345827558041,0.12739293788161973,58.00258435765286,174.00775307295856,174.00775307295856,174.00775307295856,38.46579835135054,69.94986568887259,1.8047644425446823,1.3724114986438263,2.4957235808061533,-1.123312082162327,0.7131603527181535,693.8254276802915,6091.674572319708,11.298118381797222,99.60188161820278,6.050939372555811,53.34906062744419,33.37694972498437,294.12305027501566,744.5514351596288,6567.748564840372,6567.748564840372,846.0034501183036,7519.896549881696,4.141199002922539,12.423597008767615,12.423597008767615,12.423597008767615,2.9409222777099155,3503.468644098947,2873.2691693119273,140.3632697327984,75.17443228911856,414.6617727651029,3503.468644098947,2873.2691693119273,140.3632697327984,75.17443228911856,414.6617727651029,693.8254276802915,11.298118381797222,6.050939372555811,33.37694972498437,744.5514351596288,7312.299999999999
50,2032,4NB,4,NB,AM-Peak,1,Peak,AM,1.6,65,8000.0,1,6,70,3600,1,5,0.5,0,8513.9,176.9,84.5,268.0,21.1,1.3203962949576253,3.6,1.8,0.3879310344827586,0.3879310344827586,3.246,0.715,7738.8431345544695,160.79603360418676,76.80760225864206,243.60280953036772,19.179176421980443,8239.228756369646,10165.4,1.1,1.270675,8800.0,1365.3999999999996,0.8656816259074901,0.0,6191.074507643576,128.6368268833494,61.446081806913654,194.8822476242942,15.343341137584355,6591.383005095718,3.8986596093144485,11.695978827943346,11.695978827943346,11.695978827943346,11.695978827943346,0.12268516918535406,0.12190048096446693,0.12187323474334351,0.1219273494524797,59.118544464287105,177.3556333928613,177.3556333928613,177.3556333928613,33.73011396612241,69.93157606222769,2.949442519159415,1.3727704336961555,2.8461214242092314,-1.473350990513076,0.958438843100308,759.5530234093848,6979.290111145085,15.680891066823163,145.1151425373636,7.488632752112677,69.31896950652938,23.761475908172,219.84133362219572,806.4840231364926,7432.744733233154,7432.744733233154,900.3460225907083,8339.653977409293,6.237855374903118,18.713566124709356,18.713566124709356,18.713566124709356,4.352401996793479,5616.228276290094,4737.981909598145,293.4453918733595,140.1390241903248,444.661950628265,5616.228276290094,4737.981909598145,293.4453918733595,140.1390241903248,444.661950628265,759.5530234093848,15.680891066823163,7.488632752112677,23.761475908172,806.4840231364926,8239.228756369646
51,2032,4NB,4,NB,AM-Shoulder,3,OP,AM,1.6,65,8000.0,1,6,70,3600,1,5,0.5,0,6620.5,254.8,84.5,430.4,10.6,1.3203962949576253,3.6,1.8,0.3879310344827586,0.3879310344827586,3.246,0.715,6501.260963688711,250.21090454616473,82.9781060994934,422.64824692570363,10.409087865735266,7267.507309125808,8961.399999999998,1.1,1.1201749999999997,8800.0,161.39999999999782,0.9819894212957799,0.0,5201.008770950969,200.1687236369318,66.38248487959473,338.1185975405629,8.327270292588214,5814.005847300647,3.153143861030517,9.45943158309155,9.45943158309155,9.45943158309155,9.45943158309155,0.12489383809135235,0.12438900682184992,0.12434496163119815,0.12443441672820314,58.60706821643824,175.82120464931475,175.82120464931475,175.82120464931475,33.4212530749194,69.94058618320761,1.9135158058971908,1.3725935860550325,2.872423717471028,-1.4998301314159954,0.9768504483835656,649.5739473508538,5851.687016337857,24.8987887299953,225.31211581616944,8.254327535336797,74.7237785641566,42.07359046991801,380.5746564557856,724.8006540861039,6542.706655039704,19628.119965119113,875.254067556604,7924.7459324433985,5.045030177648828,15.135090532946482,15.135090532946482,15.135090532946482,3.8076703910234615,4415.683183932953,3277.1201669995285,376.8454215891864,124.92999453591543,636.7876008083234,13247.04955179886,9831.360500998586,1130.5362647675593,374.7899836077463,1910.3628024249701,1948.7218420525614,74.6963661899859,24.76298260601039,126.22077140975404,2174.401962258312,21802.521927377424
52,2032,4NB,4,NB,MD,4,OP,MD,1.6,65,8000.0,1,6,70,3600,1,5,0.5,0,5999.9,295.8,112.2,529.5,21.1,1.3203962949576253,3.6,1.8,0.3879310344827586,0.3879310344827586,3.249,0.708,5948.727424315829,293.2771499712699,111.2430568856541,524.9839449282874,20.92004010951249,6899.151616210553,8875.699999999999,1.1,1.1094624999999998,8800.0,75.69999999999891,0.9914710952375588,0.0,4758.981939452663,234.62171997701594,88.99444550852328,419.98715594262995,16.736032087609996,5519.321292968442,3.1167391307712182,9.350217392313654,9.350217392313654,9.350217392313654,9.350217392313654,0.1259485789228689,0.125512124297421,0.12546509603652237,0.12557197227932565,58.087380073937894,174.26214022181367,174.26214022181367,174.26214022181367,33.47276722509635,69.93915180176799,1.9091959733754462,1.3726217365646292,2.868003095006247,-1.495381358441618,0.9737560126582192,599.3870123936614,5349.340411922168,29.44787048062993,263.82927949064,11.16569665244393,100.07736023321017,52.73861550370075,472.24532942458666,692.739195030436,6206.412421180117,24825.64968472047,879.4435603039854,7920.556439696016,4.986782609233949,14.960347827701847,14.960347827701847,14.960347827701847,3.95675050201795,4385.593852326701,2989.0127296054043,440.55038517533734,167.04270565916735,788.9880318867924,17542.375409306806,11956.050918421617,1762.2015407013494,668.1708226366694,3155.9521275471698,2397.5480495746456,117.79148192251972,44.66278660977572,210.954462014803,2770.956780121744,27596.60646484221
53,2032,4NB,4,NB,PM-Shoulder,2,OP,PM,1.6,65,8000.0,1,6,70,3600,1,5,0.5,0,6604.6,219.2,84.5,390.8,10.6,1.3203962949576253,3.6,1.8,0.3879310344827586,0.3879310344827586,3.399,0.592,6604.6,219.2,84.5,390.8,10.6,7309.700000000001,8719.9,1.1,1.0899874999999999,8719.9,0.0,1.0,0.0,5283.68,175.36,67.60000000000001,312.64000000000004,8.48,5847.760000000001,2.825543064902143,8.47662919470643,8.47662919470643,8.47662919470643,8.47662919470643,0.13672489432049803,0.13632683597398518,0.13629977779636818,0.13636130433302,57.312948989029515,171.93884696708855,171.93884696708855,171.93884696708855,35.33406902427675,69.91069251950914,1.8111558034240023,1.3731805041583651,2.7169245617888476,-1.3437440576304824,0.8680010394060392,722.4105896233291,5882.189410376672,23.906273956398042,195.29372604360194,9.21386497903449,75.2861350209655,42.631998186675375,348.1680018133246,798.162726745437,6511.537273254564,13023.074546509128,949.6670009896528,7770.232999010349,4.520868903843429,13.562606711530288,13.562606711530288,13.562606711530288,3.36187711941169,4293.320013780368,3265.9235704353046,324.2313916087258,124.96402700378705,578.2010247325505,8586.640027560736,6531.847140870609,648.4627832174516,249.9280540075741,1156.402049465101,1444.8211792466582,47.812547912796084,18.42772995806898,85.26399637335075,1596.325453490874,14619.400000000001
54,2032,4NB,4,NB,PM-Peak,2,Peak,PM,1.6,65,8000.0,1,6,70,3600,1,5,0.5,0,6529.4,178.3,42.3,324.8,10.6,1.3203962949576253,3.6,1.8,0.3879310344827586,0.3879310344827586,3.399,0.592,6855.87,187.21500000000003,44.415,341.04,11.13,7439.67,8197.399999999998,1.1,1.0246749999999998,8197.399999999998,0.0,1.0,0.0,5484.696,149.77200000000002,35.532000000000004,272.83200000000005,8.904000000000002,5951.736000000001,2.8949118375741825,8.684735512722547,8.684735512722547,8.684735512722547,8.684735512722547,0.13585976314791107,0.1354289119922518,0.13539958503643532,0.13546049387224754,57.45197901890865,172.35593705672594,172.35593705672594,172.35593705672594,41.62953265714987,69.91898853044901,2.598261261707652,1.3730175738768442,2.306055193812319,-0.9330376199354746,0.5803924818224693,745.1494994982952,6110.720500501705,20.283459006903538,166.9315409930965,4.81101805551462,39.603981944485376,36.95795746415305,304.082042535847,807.2019340248664,6632.468065975134,13264.936131950268,931.3068030780089,7675.963196921992,4.6318589401186925,13.895576820356077,13.895576820356077,13.895576820356077,3.3399958238465297,4313.6817418302335,3451.427370976148,281.85036281297147,66.85187097452352,513.552137066591,8627.363483660467,6902.854741952296,563.7007256259429,133.70374194904704,1027.104274133182,1490.2989989965904,40.566918013807076,9.62203611102924,73.9159149283061,1614.4038680497329,14879.34
55,2032,4NB,4,NB,PM-Late,5,OP,PM,1.6,65,8000.0,1,6,70,3600,1,5,0.5,0,3516.2,64.7,17.2,302.4,34.3,1.3203962949576253,3.6,1.8,0.3879310344827586,0.3879310344827586,3.399,0.592,3516.2,64.7,17.2,302.4,34.3,3934.7999999999997,4771.999999999999,1.1,0.5964999999999999,4771.999999999999,0.0,1.0,0.0,2812.96,51.760000000000005,13.76,241.92,27.439999999999998,3147.84,0.7109033808569839,2.132710142570952,2.132710142570952,2.132710142570952,2.132710142570952,0.15872560855075787,0.15866691858105403,0.15866439947216493,0.1586795227257022,54.10788035083084,162.32364105249252,162.32364105249252,162.32364105249252,63.70529767493524,69.99152345995233,0.9157566005573385,1.3715946625298014,1.5069390380977856,-0.13534437556798418,0.02101117282229603,446.48878782893985,3069.7112121710597,8.212599705755357,56.487400294244644,2.1832221367369895,15.016777863263009,38.38775013780187,264.01224986219813,495.2723598092341,3439.527640190766,17197.63820095383,592.8395037698225,4179.160496230177,1.1374454093711743,3.412336228113523,3.412336228113523,3.412336228113523,0.8509491781408427,674.3225720568696,507.85662205172787,28.024151502943464,7.449887991207045,130.9919105109912,3371.6128602843482,2539.283110258639,140.12075751471733,37.249439956035225,654.959552554956,2232.4439391446995,41.06299852877679,10.916110683684948,191.93875068900937,2476.3617990461707,19674.0
56,2032,4SB,4,SB,Night,6,OP,NT,1.6,65,8000.0,1,6,70,3600,1,5,0.5,0,1357.4,39.6,7.9,261.4,43.6,1.3203962949576253,3.6,1.8,0.3879310344827586,0.3879310344827586,3.402,0.708,1357.4,39.6,7.9,261.4,43.6,1709.9,2414.9,1.1,0.30186250000000003,2414.9,0.0,1.0,0.0,1085.92,31.680000000000003,6.32,209.12,34.88,1367.92,1.7467172492559013,5.240151747767704,5.240151747767704,5.240151747767704,5.240151747767704,0.008184417562448336,0.008048296422143589,0.008037841921616651,0.008121425760572816,164.82860632496218,494.4858189748865,494.4858189748865,494.4858189748865,64.95264951707674,69.99999999991498,0.757404456859681,1.3714285714302372,1.4779997538785634,-0.1065711824483262,0.0007536738688404488,8.887622719413898,1348.5123772805862,0.25497003065350893,39.34502996934649,0.05079916094461724,7.849200839055383,1.6983525550509875,259.701647444949,10.891744466063011,1699.008255533937,10194.049533203623,14.899987959361239,2400.000012040639,2.794747598809442,8.384242796428326,8.384242796428326,8.384242796428326,2.3895222719753204,41.641705571714425,24.838662254206234,2.1377306428117917,0.4259124992145103,14.239400175481885,249.85023343028655,149.0319735252374,12.82638385687075,2.555474995287062,85.43640105289131,53.325736316483386,1.5298201839210535,0.3047949656677035,10.190115330305925,65.35046679637807,10259.400000000001
57,2032,4SB,4,SB,AM-Early,1,OP,AM,1.6,65,8000.0,1,6,70,3600,1,5,0.5,0,2801.9,179.6,40.9,347.3,39.6,1.3203962949576253,3.6,1.8,0.3879310344827586,0.3879310344827586,3.246,0.715,2801.9,179.6,40.9,347.3,39.6,3409.3,4624.099999999999,1.1,0.5780124999999999,4624.099999999999,0.0,1.0,0.0,2241.52,143.68,32.72,277.84000000000003,31.680000000000003,2727.4400000000005,0.7181967646840396,2.154590294052119,2.154590294052119,2.154590294052119,2.154590294052119,0.1479350172995835,0.14788737878390432,0.14787861391887852,0.14789797666520696,54.24952377263762,162.74857131791288,162.74857131791288,162.74857131791288,63.85809557300837,69.99501407063168,0.9299891734244098,1.3715262619009805,1.5033332757354796,-0.1318070138344991,0.018487139168681888,331.5992999773624,2470.3007000226376,21.248458583671372,158.35154141632862,4.838588247425705,36.061411752574294,41.091973836661104,306.2080261633389,398.77832064512063,3010.5216793548793,3010.5216793548793,533.1363619806369,4090.9636380193633,1.1491148234944635,3.44734447048339,3.44734447048339,3.44734447048339,0.9601745894573306,612.6348964958601,381.04567106437446,73.25075620471483,16.680280439708923,141.6581887870618,612.6348964958601,381.04567106437446,73.25075620471483,16.680280439708923,141.6581887870618,331.5992999773624,21.248458583671372,4.838588247425705,41.091973836661104,398.77832064512063,3409.3
