,Unnamed: 0,index,Period,Hours/Day,Peak,4Periods,Segment,Direction,SegDir,Length,Speed GP,Capacity GP,Alpha GP,Beta GP,Speed ML,Capacity ML,Alpha ML,Beta ML,Year,MinToll,MinCapture,MaxToll,Soft Cap,MaxCapture,MaxCap_aux,B1,B2,TotalLights,TotalHeavies,TotalVeh,TotalVeh_Real,Corridor PCE pre-fix,Suppressed ratio ref,Suppressed ratio,Corridor PCE,Suppressed Demand,PCE ratio,HOV3,InScopeLights,InScopeHeavies,InScopeVeh,TollLights,TollHeavies,CaptureRateLights,CaptureRateHeavies,VOT Lights,VOT Heavies,Speed GP real,Speed ML real,Bounus Seg,Time ML,Time GP,Time Savings,BonusRel,MLVeh_Lights,GPVeh_Lights,MLVeh_Heavies,GPVeh_Heavies,MLVeh,GPVeh,GPVehDay,ML PCE,GP PCE,TollLightsPerSeg,TollHeaviesPerSeg,TollBlend,RevenuePerHour,RevenuePerDay,TransactionsDay_Lights,TransactionsDay_Heavies,TransactionsDay,TotalVeh_hours
30,30,286,PM-Peak,3,Peak,PM,2,SB,2SB,3.1,70,9000.0,1,6,70,3600,1,6,2050,0.5,0,5.15,2.575,0.2857142857142857,0.2857142857142857,3.632,0.592,9294.1,579.7,9873.8,9873.8,11033.2,1.1,1.2259111111111112,11033.2,0.0,1.0,1115.292,7524.5033600000015,533.3240000000001,9083.896,5.149999972767938,15.449998314167216,0.1309851390015182,0.1295992281024193,81.86515400644957,245.59543651975835,27.20495063278649,63.77685115352131,3.0993408250262475,2.9164186791265,6.836990903260052,-3.920572224133552,2.9258936322820364,985.598118526991,7193.209881473011,69.11837872849468,510.58162127150536,1054.7164972554856,7703.791502744516,23111.374508233548,2308.245254712475,8724.954745287527,15.96499991558061,47.89499477391837,5.824986272988151,19045.498267062783,57136.49480118835,2956.794355580973,207.355136185484,4279.441491766456,29621.399999999998
31,31,287,PM-Late,3,OP,NT,2,SB,2SB,3.1,70,9000.0,1,6,70,3600,1,6,2050,0.5,0,5.15,2.575,0.2857142857142857,0.2857142857142857,3.635,0.708,7129.6,526.8,7656.400000000001,7656.400000000001,8710.0,1.1,0.9677777777777776,8710.0,0.0,1.0,855.552,5772.124160000001,484.656,7043.888000000001,2.6459530770458217,7.910797185932796,0.0995063082822898,0.0996258230228139,100.94782361712966,301.8110056161816,47.887528615878566,69.34985666545728,2.08305559760454,2.6820531280585245,3.884101046265437,-1.2020479182069126,0.8588707323858064,574.3627661086132,5699.685233891388,48.2842528829449,478.51574711705507,622.6470189915581,6178.200981008443,18534.60294302533,1574.767524757448,7135.232475242553,8.202454538842048,24.523471276391668,3.0542246283245853,5895.281966486398,17685.845899459193,1723.0882983258396,144.8527586488347,2723.4930569746743,22969.2
32,32,288,Night,8,OP,NT,3,NB,3NB,3.7,70,8000.0,1,6,70,3600,1,6,2050,0.5,0,5.15,2.575,0.3103448275862069,0.3103448275862069,3.635,0.708,2478.9,429.5,2908.4,2908.4,3767.4,1.1,0.470925,3767.4,0.0,1.0,297.468,1919.66016,377.96,2559.3920000000003,0.698148784071718,2.094090756264548,0.1156748147277499,0.115678840688777,93.10297824055992,279.2615135375325,69.6013600009802,69.99679348284151,1.3842655978603644,3.1715738529425552,3.1895928469914034,-0.0180189940488482,0.0127149928939823,222.05633334824273,1959.3756666517572,43.72197462673015,385.7780253732698,265.7783079749729,2345.153692025027,18761.229536200215,650.6902572284332,3116.7097427715667,2.5831505010653566,7.7481357981788275,0.9277888173521984,912.3687255256833,7298.9498042054665,1776.4506667859418,349.7757970138412,2423.694463799783,23267.2
33,33,289,AM-Early,1,OP,AM,3,NB,3NB,3.7,70,8000.0,1,6,70,3600,1,6,2050,0.5,0,5.15,2.575,0.3103448275862069,0.3103448275862069,3.479,0.715,10849.7,861.2,11710.9,11710.9,13433.3,1.1,1.6791625,13433.3,0.0,1.0,1301.964,8402.00768,757.856,10305.592,3.7770627185806736,11.249937201445508,0.1503791085355899,0.1507061676597911,73.0781407459608,217.66238885738943,25.256525113464928,50.270111511148095,1.446478413730556,4.416142978930302,8.789807742857146,-4.373664763926844,3.932865420000003,1263.4864248275799,8284.24957517242,114.21357339797865,746.9864266020214,1377.6999982255586,9031.236001774441,9031.236001774441,2908.091145021516,10525.208854978484,13.975132058748493,41.624767645348385,4.396576182572729,22411.50309603723,22411.50309603723,1263.4864248275799,114.21357339797865,2679.6639982255583,11710.9
34,34,290,AM-Peak,2,Peak,AM,3,NB,3NB,3.7,70,7200.0,1,6,70,3600,1,6,2050,0.5,0,5.15,2.575,0.3333333333333333,0.3333333333333333,3.479,0.715,9965.9,803.7,10769.6,10769.6,12377.0,1.1,1.7190277777777778,12377.0,0.0,1.0,1195.908,7717.59296,707.2560000000001,9477.248,5.14999963439665,15.44999638882444,0.2333415740953327,0.2313481068389579,61.733522462178286,185.20053724660264,16.153207856528123,31.20077359451522,1.7133601612990683,7.115208195960416,13.743400194672873,-6.628191998712457,7.4003801362710115,1800.835289513458,6969.156710486543,163.62233665049402,640.077663349506,1964.457626163952,7609.234373836049,15218.468747672097,3487.61029946494,8889.389700535061,19.054998647267606,57.16498663865043,6.007900315992378,43668.38269404096,87336.76538808193,3601.670579026916,327.24467330098804,5124.823252327904,21539.2
35,35,291,AM-Shoulder,1,OP,AM,3,NB,3NB,3.7,70,8800.0,1,6,70,3600,1,6,2050,0.5,0,5.15,2.575,0.2903225806451613,0.2903225806451613,3.479,0.715,8773.2,1267.4,10040.6,10040.6,12575.4,1.1,1.4290227272727274,12575.4,0.0,1.0,1052.784,6793.966080000001,1115.312,8835.728000000001,2.508670803575872,7.505748154959495,0.1442764960926714,0.1443931647929996,73.39688828862735,219.59778782727463,35.0,60.39583520041659,1.5625694350032329,3.6757501450773664,6.342857142857143,-2.667106997779776,2.22,980.2096205948621,6740.206379405139,161.04342941160996,1106.3565705883902,1141.2530500064722,7846.562949993529,7846.562949993529,2516.123908829692,10059.27609117031,9.282081973230728,27.77126817335013,3.2138136933997714,13570.766315056702,13570.766315056702,980.2096205948621,161.04342941160996,2194.0370500064723,10040.6
36,36,292,MD,5,OP,MD,3,NB,3NB,3.7,70,8800.0,1,6,70,3600,1,6,2050,0.5,0,5.15,2.575,0.2903225806451613,0.2903225806451613,3.482,0.708,8986.9,828.6,9815.5,9815.5,11472.7,1.1,1.3037159090909092,11472.7,0.0,1.0,1078.428,6959.45536,729.168,8637.64,2.3995455040136298,7.174573765822744,0.1572652494492996,0.1574092203997668,70.71771993448951,211.4439994457828,35.0,60.07917374839077,1.5351067786286936,3.695124052965963,6.342857142857143,-2.6477330898911795,2.22,1094.480483221665,6813.991516778335,114.77776642045716,713.8222335795429,1209.258249642122,7527.813750357877,37639.06875178939,2517.2417824830363,8955.458217516963,8.878318364850431,26.545922933544155,2.852771337823081,12764.027916039071,63820.139580195355,5472.402416108325,573.8888321022857,7124.719248210611,49077.5
37,37,293,PM-Shoulder,1,OP,PM,3,NB,3NB,3.7,70,9200.0,1,6,70,3600,1,6,2050,0.5,0,5.15,2.575,0.28125,0.28125,3.632,0.592,9951.6,595.6,10547.2,10547.2,11738.4,1.1,1.275913043478261,11738.4,0.0,1.0,1194.192,7706.519039999999,524.128,9281.536,2.008160438168177,6.010006000494302,0.1417923170595815,0.141844027445804,77.26399469339191,231.23504621624105,39.639962494538345,60.222785540923375,1.2900992428843534,3.6863123817005055,5.600408931531847,-1.9140965498313416,1.7002862520722932,1092.7251911453816,7664.682808854618,74.34442641711436,521.2555735828856,1167.069617562496,8185.938382437504,8185.938382437504,2509.950470396725,9228.449529603275,7.430193621222255,22.237022201828918,2.2630851731316235,9772.358405816893,9772.358405816893,1092.7251911453816,74.34442641711436,2361.261617562496,10547.2
38,38,294,PM-Peak,3,Peak,PM,3,NB,3NB,3.7,70,9200.0,1,6,70,3600,1,6,2050,0.5,0,5.15,2.575,0.28125,0.28125,3.632,0.592,9021.1,553.2,9574.3,9574.3,10680.7,1.1,1.1609456521739132,10680.7,0.0,1.0,1082.532,6985.93984,486.816,8425.384000000002,2.462436437513038,7.368205885409527,0.1513210628816515,0.1513752214096984,75.17510521688645,224.94211190879128,39.639962494538345,62.86615543013823,2.4116756067900056,3.531311855815705,5.600408931531847,-2.069097075716142,1.7002862520722932,1057.1198418160745,6881.448158183925,73.69187978578373,479.5081202142163,1130.8117216018582,7360.956278398142,22082.868835194426,2360.727481173426,8319.972518826575,9.11101481879824,27.26236177601525,2.782131896540516,11640.449230706568,34921.34769211971,3171.3595254482234,221.07563935735118,4474.967164805575,28722.899999999998
39,39,295,PM-Late,3,OP,NT,3,NB,3NB,3.7,70,8000.0,1,6,70,3600,1,6,2050,0.5,0,5.15,2.575,0.3103448275862069,0.3103448275862069,3.635,0.708,4864.4,359.3,5223.7,5223.7,5942.299999999999,1.1,0.7427874999999999,5942.299999999999,0.0,1.0,583.728,3766.99136,316.184,4596.856,1.2816934250804544,3.8404835457210167,0.1119647496579042,0.1120069426910337,95.8432218148731,287.18592851157393,64.21241142599139,69.91792084474626,2.041232890731792,3.1751516251885428,3.457275549538708,-0.2821239243501652,0.2000928846770955,421.7702445858881,3858.901755414111,35.4148031678218,323.8851968321782,457.1850477537099,4182.786952246289,12548.360856738866,1111.7426540893534,4830.557345910645,4.742265672797681,14.209789119167763,1.479904300338715,2503.3834374187218,7510.150312256165,1265.3107337576644,106.2444095034654,1955.2831432611297,15671.099999999999
40,40,296,Night,8,OP,NT,3,SB,3SB,3.7,70,8000.0,1,6,70,3600,1,6,2050,0.5,0,5.15,2.575,0.3103448275862069,0.3103448275862069,3.635,0.708,2514.8,398.7,2913.5,2913.5,3710.9,1.1,0.4638625,3710.9,0.0,1.0,301.776,1947.4611200000004,350.856,2563.88,0.6830566063603509,2.04882283874976,0.1153011748279645,0.1153001327910256,93.39168854700048,280.12762436200586,69.63493222970665,69.99686815500881,1.352008003118817,3.1715704695298457,3.1880550880365983,-0.0164846185067526,0.0116385616256189,224.5445550677836,1988.4794449322164,40.45374339052808,358.2462566094719,264.9982984583117,2346.7257015416885,18773.805612333508,647.6817852393679,3063.2182147606322,2.5273094435332983,7.580644503374112,0.8915498571395486,874.1590219911058,6993.272175928846,1796.3564405422687,323.62994712422466,2421.7623876664934,23308.0
41,41,297,AM-Early,1,OP,AM,3,SB,3SB,3.7,70,8800.0,1,6,70,3600,1,6,2050,0.5,0,5.15,2.575,0.2903225806451613,0.2903225806451613,3.479,0.715,6826.0,541.8,7367.8,7367.8,8451.4,1.1,0.9603863636363636,8451.4,0.0,1.0,819.12,5286.0544,476.78399999999993,6483.664,2.2026587234009662,6.588021538163782,0.1046230713485136,0.1047336390963612,85.16636414289388,254.72754146596287,48.6285977495251,69.46980286503268,2.535118135148659,3.195633078609796,4.565214920312359,-1.369581841702563,0.9756504442186515,553.0432466433243,5453.836753356676,49.93532338291947,491.8646766170805,602.9785700262438,5945.701429973757,5945.701429973757,1521.9692167920828,6929.430783207918,8.149837276583575,24.375679691205995,2.56583002200463,5724.419915115403,5724.419915115403,553.0432466433243,49.93532338291947,1422.0985700262438,7367.8
42,42,298,AM-Peak,2,Peak,AM,3,SB,3SB,3.7,70,9600.0,1,6,70,3600,1,6,2050,0.5,0,5.15,2.575,0.2727272727272727,0.2727272727272727,3.479,0.715,7842.7,630.9,8473.6,8473.6,9735.4,1.1,1.0141041666666666,9735.4,0.0,1.0,941.124,6073.38688,555.192,7456.768,2.7096483717102338,8.085623535706038,0.1207543356410198,0.1212867115522974,82.41580638744789,245.9297637279568,45.04592809522673,68.13375060251514,3.3042175305639763,3.2582970706415937,4.928303386949732,-1.670006316308139,1.2298123708648132,733.387797785286,6168.188202214714,67.3374119601431,563.5625880398569,800.7252097454291,6731.75079025457,13463.50158050914,1876.5240336657153,7858.875966334284,10.025698975327865,29.916807082112342,3.161743859525053,9367.245655794226,18734.491311588452,1466.775595570572,134.6748239202862,2542.5744194908584,16947.2
43,43,299,AM-Shoulder,1,OP,AM,3,SB,3SB,3.7,70,9600.0,1,6,70,3600,1,6,2050,0.5,0,5.15,2.575,0.2727272727272727,0.2727272727272727,3.479,0.715,6908.6,997.8,7906.400000000001,7906.400000000001,9902.0,1.1,1.0314583333333334,9902.0,0.0,1.0,829.032,5350.01984,878.064,6957.6320000000005,2.0206914565259804,6.030579160579291,0.1376455880551899,0.1387876703422421,77.69708434675599,231.88023890835592,45.05048660876552,67.81062107965737,2.024133116988644,3.2738234286221304,4.927804707814304,-1.6539812791921735,1.2294632954700129,736.406626983733,5343.161373016267,121.86445697139047,875.9355430286095,858.2710839551235,6219.096916044877,6219.096916044877,1931.0319978979046,7970.968002102096,7.476558389146128,22.313142894143375,2.5900486173414587,8224.966186917854,8224.966186917854,736.406626983733,121.86445697139047,1687.3030839551234,7906.400000000001
44,44,300,MD,5,OP,MD,3,SB,3SB,3.7,70,8800.0,1,6,70,3600,1,6,2050,0.5,0,5.15,2.575,0.2903225806451613,0.2903225806451613,3.482,0.708,9218.7,834.0,10052.7,10052.7,11720.7,1.1,1.3318977272727273,11720.7,0.0,1.0,1106.244,7138.96128,733.92,8846.376,2.4185383655285624,7.230020557024602,0.1526999182860273,0.1528507763984838,71.75695030691276,214.5114723929506,35.0,59.78780856456269,1.510329979179628,3.713131578660727,6.342857142857143,-2.6297255641964155,2.22,1090.118804103113,7022.337195896888,112.18024181437522,721.8197581856248,1202.2990459174882,7744.156954082513,38720.78477041257,2532.9035295462386,9187.796470453763,8.948591952455681,26.75107606099103,2.867472628231644,12755.970538934445,63779.85269467223,5450.594020515565,560.9012090718761,7117.739229587441,50263.5
45,45,301,PM-Shoulder,1,OP,PM,3,SB,3SB,3.7,70,8800.0,1,6,70,3600,1,6,2050,0.5,0,5.15,2.575,0.2903225806451613,0.2903225806451613,3.632,0.592,10553.3,631.6,11184.9,11184.9,12448.1,1.1,1.414556818181818,12448.1,0.0,1.0,1266.396,8172.475519999999,555.808,9842.712,2.4164212610208686,7.227022531563641,0.1427707308302928,0.1428378842985078,77.18374000903786,230.84080458719708,35.0,56.623841260340015,1.2654569181371105,3.9206100303105247,6.342857142857143,-2.422247112546618,2.22,1166.790302683077,8120.113697316922,79.39043879618502,552.209561203815,1246.180741479262,8672.323258520737,8672.323258520737,2671.357619071632,9776.742380928368,8.940758665777214,26.739983366785474,2.7228902450372066,12554.889522750327,12554.889522750327,1166.790302683077,79.39043879618502,2512.5767414792617,11184.9
46,46,302,PM-Peak,3,Peak,PM,3,SB,3SB,3.7,70,7200.0,1,6,70,3600,1,6,2050,0.5,0,5.15,2.575,0.3333333333333333,0.3333333333333333,3.632,0.592,9516.8,593.6,10110.4,10110.4,11297.6,1.1,1.569111111111111,11297.6,0.0,1.0,1142.0159999999998,7369.80992,522.368,8897.152,5.149999634290977,15.449994718768334,0.2639249634179105,0.2620772926983008,70.1495993905141,210.44874117867195,17.230132257870793,30.37657881270136,1.4780950092783556,7.30826211104376,12.88440487150582,-5.576142760462059,6.799083410054075,1945.0768135329538,6429.707186467046,136.90079123222603,456.699208767774,2081.97760476518,6886.40639523482,20659.21918570446,3497.7951872296317,7799.804812770368,19.054998646876616,57.16498045944284,5.8272775615490024,44889.36710561398,134668.10131684193,5835.230440598862,410.7023736966781,7387.94881429554,30331.199999999997
47,47,303,PM-Late,3,OP,NT,3,SB,3SB,3.7,70,8000.0,1,6,70,3600,1,6,2050,0.5,0,5.15,2.575,0.3103448275862069,0.3103448275862069,3.635,0.708,7300.2,539.4,7839.599999999999,7839.599999999999,8918.4,1.1,1.1148,8918.4,0.0,1.0,876.024,5653.27488,474.672,6898.848,4.460604970985,13.294742329360004,0.1100316002087799,0.1102812363854599,97.03608663883396,289.2140812522735,34.28727166811309,69.11900979480757,3.09911065116478,3.211851568172745,6.474705895204206,-3.262854327031461,2.312294126642944,622.0388814664982,5802.137118533501,52.347415037559024,487.05258496244096,674.3862965040572,6289.189703495942,18867.569110487828,1655.1051265791752,7263.294873420824,16.5042383926445,49.19054661863201,5.146331026207238,12841.275948986946,38523.827846960834,1866.1166443994946,157.04224511267708,2899.1828895121716,23518.8
48,48,304,Night,8,OP,NT,4,NB,4NB,3.3,70,8000.0,1,6,70,3600,1,6,2050,0.5,0,5.15,2.575,0.3103448275862069,0.3103448275862069,3.635,0.708,2552.6,442.3,2994.9,2994.9,3879.5,1.1,0.4849375,3879.5,0.0,1.0,306.31199999999995,1976.73344,389.224,2635.512,0.7215132522279231,2.164187641256873,0.1156547293560115,0.1156589791134688,93.1077334762858,279.2777616663412,69.52514581137449,69.99617921026503,1.271507461950284,2.8287258280943863,2.847890467388372,-0.0191646392939857,0.0135233271718605,228.6185710121776,2017.6694289878224,45.01725048646078,397.2827495135392,273.6358214986384,2414.9521785013617,19319.617428010893,669.9823224715599,3209.51767752844,2.380993732352146,7.141819216147681,0.9588551104160374,865.844449261638,6926.755594093104,1828.9485680974208,360.13800389168625,2495.398571989107,23959.2
49,49,305,AM-Early,1,OP,AM,4,NB,4NB,3.3,70,10800.0,1,6,70,3600,1,6,2050,0.5,0,5.15,2.575,0.25,0.25,3.479,0.715,11173.0,886.9,12059.9,12059.9,13833.7,1.1,1.2808981481481485,13833.7,0.0,1.0,1340.76,8652.3712,780.472,10612.712,2.574982178437902,7.7248148516508515,0.2062510318953084,0.2062510315921892,-103.63383621519756,-310.8962088484667,54.15218240453738,28.00257489254809,-1.3467751409133293,7.070778339483731,3.656362333116416,3.414416006367315,0.579453633181491,1784.560488341248,8047.679511658751,160.9731551288191,725.926844871181,1945.533643470067,8773.606356529932,8773.606356529932,3608.239953727705,10225.460046272294,8.497441188845077,25.49188901044781,3.0010785436048315,19267.707601821858,19267.707601821858,1784.560488341248,160.9731551288191,3286.293643470067,12059.9
50,50,306,AM-Peak,2,Peak,AM,4,NB,4NB,3.3,70,8800.0,1,6,70,3600,1,6,2050,0.5,0,5.15,2.575,0.2903225806451613,0.2903225806451613,3.479,0.715,10264.1,827.7,11091.8,11091.8,12747.2,1.1,1.4485454545454546,12747.2,0.0,1.0,1231.692,7948.519039999999,728.3760000000001,9760.784,3.0708946452476265,9.164680232360828,0.1260220133418209,0.1262367138961522,78.91198476927444,235.50241556822,35.0,60.47016133345884,2.1866679549750714,3.2743421818926803,5.6571428571428575,-2.382800675250177,1.98,1001.6883725065973,8030.719627493402,91.94779272082377,735.7522072791762,1093.636165227421,8766.47183477258,17532.94366954516,2509.2237506690685,10237.976249330932,10.133952329317166,30.24344476679073,3.5832315191224144,12931.880206393707,25863.760412787415,2003.3767450131945,183.89558544164754,3418.964330454842,22183.6
51,51,307,AM-Shoulder,1,OP,AM,4,NB,4NB,3.3,70,9600.0,1,6,70,3600,1,6,2050,0.5,0,5.15,2.575,0.2727272727272727,0.2727272727272727,3.479,0.715,9035.4,1305.2,10340.6,10340.6,12951.0,1.1,1.3490625,12951.0,0.0,1.0,1084.2479999999998,6997.01376,1148.576,9099.728,2.5749857791085846,7.72489022914504,0.2401148119937839,0.240114809734276,-221.81197521676356,-665.4301448812324,43.93418874650687,28.81517079797876,-0.7638512797374292,6.871380405417854,4.506740778632055,2.3646396267858,1.174718545042438,1680.086643500319,6271.065356499681,275.7901077053558,1029.4098922946441,1955.8767512056747,7300.475248794325,7300.475248794325,3591.7049666163866,9359.295033383612,8.49745307105833,25.492137756178632,3.301152549112024,21306.936825872137,21306.936825872137,1680.086643500319,275.7901077053558,3040.1247512056743,10340.6
52,52,308,MD,5,OP,MD,4,NB,4NB,3.3,70,8800.0,1,6,70,3600,1,6,2050,0.5,0,5.15,2.575,0.2903225806451613,0.2903225806451613,3.482,0.708,9254.6,853.4,10108.0,10108.0,11814.8,1.1,1.342590909090909,11814.8,0.0,1.0,1110.552,7166.762240000001,750.992,8895.04,2.424365810563094,7.25025898352217,0.1513253458819842,0.1514574848906747,72.01490036510025,215.36629333930867,35.0,59.73646024623864,1.3431983268608156,3.3145586327651086,5.6571428571428575,-2.342584224377749,1.98,1084.512774821944,7059.535225178057,113.74335949301756,739.6566405069824,1198.2561343149616,7799.191865685039,38995.9593284252,2536.2948533009967,9278.505146699004,8.000407174858209,23.92585464562316,2.8824592734942014,11397.950871045665,56989.754355228324,5422.56387410972,568.7167974650878,7101.832671574807,50540.0
53,53,309,PM-Shoulder,1,OP,PM,4,NB,4NB,3.3,70,8800.0,1,6,70,3600,1,6,2050,0.5,0,5.15,2.575,0.2903225806451613,0.2903225806451613,3.632,0.592,10247.9,613.4,10861.3,10861.3,12088.1,1.1,1.3736477272727272,12088.1,0.0,1.0,1229.7479999999998,7935.97376,539.792,9557.944,2.3947339516904838,7.1657023617668365,0.1490200902720743,0.1490726975678264,75.85496787174154,226.97891849179396,35.0,56.97505617207563,1.1512767583916363,3.4752049985172797,5.6571428571428575,-2.181937858625578,1.98,1182.6195261120129,7835.532473887986,80.46824956553215,532.9317504344679,1263.087775677545,8368.464224322453,8368.464224322453,2653.772274808609,9434.32772519139,7.902622040578596,23.64681779383056,2.698680743104371,11248.61316833603,11248.61316833603,1182.6195261120129,80.46824956553215,2492.835775677545,10861.3
54,54,310,PM-Peak,3,Peak,PM,4,NB,4NB,3.3,70,8800.0,1,6,70,3600,1,6,2050,0.5,0,5.15,2.575,0.2903225806451613,0.2903225806451613,3.632,0.592,9290.5,814.9,10105.4,10105.4,11735.2,1.1,1.3335454545454546,11735.2,0.0,1.0,1114.86,7194.5632000000005,717.112,8892.752,2.901766834254968,8.683520604583553,0.149716520560133,0.1497711611337437,75.1474898801681,224.87843235851005,35.0,60.182149808722734,2.151653934693382,3.2900120821423715,5.6571428571428575,-2.367130775000486,1.98,1077.1449692539763,7098.495030746025,107.4026969029412,707.4973030970588,1184.5476661569176,7805.9923338430835,23417.977001529252,2514.2130599628,9220.9869400372,9.575830553041394,28.655617995125723,3.4259972772363803,13392.248360734015,40176.74508220205,3231.434907761929,322.2080907088236,4668.502998470753,30316.199999999997
55,55,311,PM-Late,3,OP,NT,4,NB,4NB,3.3,70,8000.0,1,6,70,3600,1,6,2050,0.5,0,5.15,2.575,0.3103448275862069,0.3103448275862069,3.635,0.708,5008.1,370.0,5378.1,5378.1,6118.1,1.1,0.7647625,6118.1,0.0,1.0,600.972,3878.2726400000006,325.6,4732.728,1.3599803498595109,4.075092888468496,0.1118998892093698,0.1119472888953947,95.86024622705256,287.23900880410145,63.21099881072267,69.90243166088268,1.8751883219658256,2.832519488886401,3.1323662610186864,-0.2998467721322853,0.2126563827130806,433.9782787397302,3973.149721260271,36.450037264340516,333.5499627356595,470.42831600407067,4306.69968399593,12920.09905198779,1144.3003905327516,4973.799609467249,4.487935154536386,13.447806531946036,1.570354491556201,2437.8394226743003,7313.518268022901,1301.9348362191904,109.35011179302154,2012.256948012212,16134.300000000001
56,56,312,Night,8,OP,NT,4,SB,4SB,3.3,70,8000.0,1,6,70,3600,1,6,2050,0.5,0,5.15,2.575,0.3103448275862069,0.3103448275862069,3.635,0.708,2430.4,385.5,2815.9,2815.9,3586.9,1.1,0.4483625,3586.9,0.0,1.0,291.648,1882.10176,339.24,2477.992,0.657975198895825,1.97358305282969,0.115322750312158,0.1153309663349599,93.3778810058691,280.085030213287,69.70203228928608,69.99744508383657,1.1654514355669328,2.828674671809144,2.840663227411156,-0.0119885556020116,0.0084642591878091,217.04915133055312,1921.7028486694467,39.124877019471796,346.3751229805282,256.1740283500249,2268.0779716499746,18144.623773199797,626.0717823889686,2960.8282176110315,2.1713181563562225,6.512824074337977,0.8589049958098326,726.0962040636679,5808.769632509343,1736.393210644425,312.99901615577437,2341.0402268001994,22527.2
57,57,313,AM-Early,1,OP,AM,4,SB,4SB,3.3,70,8800.0,1,6,70,3600,1,6,2050,0.5,0,5.15,2.575,0.2903225806451613,0.2903225806451613,3.479,0.715,6599.6,523.8,7123.400000000001,7123.400000000001,8171.0,1.1,0.9285227272727272,8171.0,0.0,1.0,791.952,5110.73024,460.944,6268.592000000001,1.971248339109708,5.899980524615477,0.1045340486018836,0.1046196833344925,85.13777912922453,254.8188519962441,51.50335203660409,69.56748302864901,2.187415697905166,2.8461573048209954,3.844409968875013,-0.998252664054018,0.7110869782125097,534.2453232992763,5273.4026767007235,48.22381531493431,475.57618468506564,582.4691386142106,5748.978861385789,5748.978861385789,1470.8687692440792,6700.13123075592,6.505119519062036,19.46993573123107,2.296516139196801,4414.244265458257,4414.244265458257,534.2453232992763,48.22381531493431,1374.4211386142106,7123.400000000001
58,58,314,AM-Peak,2,Peak,AM,4,SB,4SB,3.3,70,9600.0,1,6,70,3600,1,6,2050,0.5,0,5.15,2.575,0.2727272727272727,0.2727272727272727,3.479,0.715,7584.0,610.0,8194.0,8194.0,9414.0,1.1,0.980625,9414.0,0.0,1.0,910.08,5873.0496,536.8,7210.72,3.0672215860890564,9.162010054859328,0.098180277461171,0.0983346070088366,87.60130232200834,261.67134984088125,46.14398222420399,69.16664569963963,3.440851833693662,2.862651470187336,4.290917048250393,-1.428265578063057,1.0236419337752751,576.6176392712193,6097.3023607287805,52.78601704234348,557.2139829576565,629.4036563135628,6654.516343686437,13309.032687372874,1645.0556903982497,7768.94430960175,10.121831234093886,30.234633181035782,3.5783714733749172,7432.392293668067,14864.784587336135,1153.2352785424387,105.57203408468696,2168.8873126271255,16388.0
59,59,315,AM-Shoulder,1,OP,AM,4,SB,4SB,3.3,70,8800.0,1,6,70,3600,1,6,2050,0.5,0,5.15,2.575,0.2903225806451613,0.2903225806451613,3.479,0.715,6678.7,964.8,7643.5,7643.5,9573.1,1.1,1.0878522727272726,9573.1,0.0,1.0,801.444,5171.98528,849.024,6726.28,3.550113616337488,10.61861085108444,0.1060539987210864,0.1061670991214628,83.95214032140142,251.10607843257588,36.44836402955301,69.2451728595724,2.721383858677932,2.8594050938617683,5.432342583043176,-2.5729374891814074,1.8226398081302235,548.5097202705977,5328.746279729403,90.13841516450083,874.6615848354991,638.6481354350985,6203.407864564902,6203.407864564902,1620.3689657641,7952.7310342359,11.71537493391371,35.041415808578655,4.547757080685306,9584.574713971746,9584.574713971746,548.5097202705977,90.13841516450083,1440.0921354350985,7643.5
60,60,316,MD,5,OP,MD,4,SB,4SB,3.3,70,8000.0,1,6,70,3600,1,6,2050,0.5,0,5.15,2.575,0.3103448275862069,0.3103448275862069,3.482,0.708,8913.3,806.4,9719.7,9719.7,11332.5,1.1,1.4165625,11332.5,0.0,1.0,1069.5959999999998,6902.459519999999,709.632,8553.336,3.4691284243103926,10.3652388169809,0.1908154917792245,0.1909985037696671,64.37700858503769,192.34890920459088,25.256525113464928,53.144671821967634,1.4477287926758815,3.725679230145432,7.83955825714286,-4.113879026997428,3.507690780000002,1317.0962077949898,6526.60779220501,135.5386502270764,670.8613497729236,1452.6348580220663,7197.469141977934,35987.34570988967,2793.3081584762185,8539.191841523781,11.448123800224295,34.205288096036966,4.112572638303829,19714.41902280812,98572.0951140406,6585.481038974949,677.6932511353821,8332.770290110331,48598.5
61,61,317,PM-Shoulder,1,OP,PM,4,SB,4SB,3.3,70,6400.0,1,6,70,3600,1,6,2050,0.5,0,5.15,2.575,0.36,0.36,3.632,0.592,10203.0,610.7,10813.7,10813.7,12035.1,1.1,1.880484375,12035.1,0.0,1.0,1224.36,7901.2032,537.416,9516.056,5.149999872262562,15.449999569061156,0.2467461804826823,0.2467461598119961,28.91373115813111,86.74119320644148,9.022980225745622,28.36959210140177,1.6314890113960514,6.979303730990781,21.94396918160575,-14.964665450614968,13.380778427124024,1949.5917108175468,7029.048289182453,132.60533422152372,478.0946657784763,2082.1970450390704,7507.142954960929,7507.142954960929,3571.767713482118,8463.332286517882,16.994999578466455,50.98499857790181,5.8059583971916675,39894.193080232486,39894.193080232486,1949.5917108175468,132.60533422152372,3306.5570450390705,10813.7
