,index,Year,SegDir,Segment,Direction,Period,Hours/Day,Peak,4Periods,Length,Speed GP,Capacity GP,Alpha GP,Beta GP,Speed ML,Capacity ML,Alpha ML,Beta ML,MinToll,MinCapture,AADT Lights,AADT Medium A,AADT Medium B,AADT Heavy A,AADT Heavy B,GrowthFactor,MaxToll,Soft Cap,Capture factor,MaxCapture,MaxCap_aux,B1,B2,TotalLights,TotalMediumA,TotalMediumB,TotalHeavyA,TotalHeavyB,TotalVeh,Corridor PCE pre-fix,Suppressed ratio ref,Suppressed ratio,Corridor PCE,Max VC,Suppressed Demand,PCE ratio,BonusPeak,BonusOffPeak,HOV3,InScopeLights,InScopeMediumA,InScopeMediumB,InScopeHeavyA,InScopeHeavyB,InScopeVeh,TollLights,TollMediumA,TollMediumB,TollHeavyA,TollHeavyB,CaptureRateLights,CaptureRateMediumA,CaptureRateMediumB,CaptureRateHeavyA,baseToll,devTollShare,tdotTollShare,devTollMediumA,devTollMediumB,devTollHeavyA,tdotTollMediumA,tdotTollMediumB,tdotTollHeavyA,baseTollMediumA,baseTollMediumB,baseTollHeavyA,VOT Lights,VOT MediumA,VOT MediumB,VOT HeavyA,Speed GP Real,Speed ML Real,Bonus Seg,Time ML,Time GP,Time Savings,BonusRel,Reliability %,Bonus %,Time Savings %,MLVeh_Lights,GPVeh_Lights,MLVeh_MediumA,GPVeh_MediumA,MLVeh_MediumB,GPVeh_MediumB,MLVeh_HeavyA,GPVeh_HeavyA,MLVeh,GPVeh,GPVehDay,ML PCE,ML V/C,ML Volume,ML PCE Total,GP PCE,GP Volume,GP PCE Total,Highway PCE,Highway Volume,Highway PCE Total,Highway V/C,TollLightsPerSeg,TollMediumAPerSeg,TollMediumBPerSeg,TollHeavyAPerSeg,TollBlend,RevenuePerHour,DevRevenuePerDay,TDOTRevenuePerDay,BaseRevenuePerDay,RevenuePerHourLights,RevenuePerHourMediumA,RevenuePerHourMediumB,RevenuePerHourHeavyA,RevenuePerDay,RevenuePerDayLights,RevenuePerDayMediumA,RevenuePerDayMediumB,RevenuePerDayHeavyA,TransactionsDay_Lights,TransactionsDay_MediumA,TransactionsDay_MediumB,TransactionsDay_HeavyA,TransactionsDay,GPDay_Lights,GPDay_MediumA,GPDay_MediumB,GPDay_HeavyA,GPDay_HeavyB,TransactionsLightsLength,TransactionsMediumALength,TransactionsMediumBLength,TransactionsHeavyALength,TotalVeh_hours,GPDayLength_Lights,GPDayLength_MediumA,GPDayLength_MediumB,GPDayLength_HeavyA,GPDayLength_HeavyB,Difference in Travel Time,Implied Min VOT
0,480,2050,1NB,1,NB,Night,7,OP,NT,1.3,55,9467.142407021885,1,6,60,3600,1.6,6.3,0.2,0.053191489361702135,2656.1,70.3,19.0,471.5,57.0,1.9012586647805254,1.2875,1.2875,0.9,0.1595744680851064,0.1595744680851064,4.366728861968131,0.708,2523.2949999999996,66.785,18.05,447.92499999999995,54.15,3110.2049999999995,4284.025,1.28,0.45251511129931776,4284.025,1.2,0.0,1.0,2.5,1.6,0.0,2371.8972999999996,62.777899999999995,16.967,421.0494999999999,50.900999999999996,2923.5926999999992,1.287499999765516,3.8624999992965483,3.8624999992965483,3.8624999992965483,3.8624999992965483,0.15957446806365674,0.15957446807503273,0.15957446791021213,0.131318630664419,1.287499999765516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8624999992965483,3.8624999992965483,3.8624999992965483,141.45935057678162,424.37805173034485,424.37805173034485,424.37805173034485,54.8042268687835,59.999001992857146,0.4766605599414813,1.3000216238477744,1.4232478853639081,-0.1232262615161337,0.0035462470274629783,0.005876786030911184,0.7899145486642625,0.20420866530482645,378.4942499491236,2144.800750050876,10.017749999367597,56.7672500006324,2.707499997032569,15.342500002967432,55.291643781938284,392.6333562180617,446.51114372746207,2663.6938562725377,18645.856993907764,582.544931284139,0.1618180364678164,4077.814518988973,5301.158874685665,3701.4800687158604,25910.360481011023,33683.46862531433,4284.025,29988.174999999996,38984.627499999995,0.45251511129931776,1.673749999695171,5.021249999085513,5.021249999085513,5.021249999085513,1.6797488918877392,975.034578559251,0.0,0.0,6825.242049914757,633.5047507369696,50.301627175163446,13.595034357623813,277.6331662894941,6825.242049914757,4434.533255158787,352.1113902261441,95.16524050336669,1943.4321640264588,2649.4597496438655,70.12424999557318,18.95249997922798,387.041506473568,3125.578006092235,15013.605250356133,397.3707500044268,107.39750002077203,2748.433493526432,379.05,3444.297674537025,91.16152499424514,24.638249972996373,503.15395841563844,21771.434999999998,19517.686825462974,516.5819750057549,139.61675002700363,3572.963541584362,492.76500000000004,-0.08658102554259278,814.9642677308835
1,481,2050,1NB,1,NB,AM-Early,1,OP,AM,1.3,55,10400.0,1,6,60,3600,1.6,6.3,0.2,0.05,10034.8,287.1,150.2,488.6,22.8,1.9012586647805254,5.15,2.575,0.9,0.36683785766691124,0.36683785766691124,4.159422196579504,0.715,9533.06,272.745,142.68999999999997,464.17,21.66,10434.325,12236.855,1.28,1.176620673076923,12236.855,1.2,0.0,1.0,2.5,1.6,0.0,8961.0764,256.3803,134.12859999999998,436.3198,20.3604,9808.2655,4.538023503400678,13.614070510202035,13.614070510202035,13.614070510202035,13.614070510202035,0.17629217904881492,0.17759739319832915,0.17765582750974387,0.05044705341436953,4.538023503400678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.614070510202035,13.614070510202035,13.614070510202035,123.98318532109771,371.94955596329316,371.94955596329316,371.94955596329316,33.97946099429487,58.56783151431148,0.848866773161094,1.3317891064643588,2.295504334606607,-0.9637152281422483,0.6141257614973522,0.25306951702687996,0.3498018122220889,0.3971286707510311,1579.7676851789097,7953.29231482109,45.53247294740558,227.21252705259442,23.82872742572343,118.86127257427654,22.01104825634703,442.158951743653,1671.1399338083856,8763.185066191614,8763.185066191614,1853.8844310673376,0.5149678975187049,1853.8844310673376,2410.0497603875388,10382.970568932662,10382.970568932662,13497.861739612461,12236.855,12236.855,15907.9115,1.176620673076923,5.899430554420882,17.698291663262648,17.698291663262648,17.698291663262648,5.034270889332245,10936.862457003828,0.0,0.0,10936.862457003825,9319.72975083121,805.8469863728002,421.72776794483894,389.5579518549785,10936.862457003828,9319.72975083121,805.8469863728002,421.72776794483894,389.5579518549785,1579.7676851789097,45.53247294740558,23.82872742572343,22.01104825634703,1671.1399338083856,7953.29231482109,227.21252705259442,118.86127257427654,442.158951743653,21.66,2053.6979907325826,59.192214831627254,30.97734565344046,28.61436273325114,10434.325,10339.280009267417,295.37628516837276,154.51965434655952,574.8066372667489,28.158,-0.4198272308239424,367.2929750706462
2,482,2050,1NB,1,NB,AM-Peak,3,Peak,AM,1.3,55,7592.330916271331,1,6,60,3600,1.6,6.3,0.2,0.05,10415.1,406.9,100.8,821.3,19.0,1.9012586647805254,5.15,2.575,0.9,0.36683785766691124,0.36683785766691124,4.159422196579504,0.715,7000.14895320965,273.4837504259207,67.7492308747427,552.0083662443074,12.770192327580467,7906.160493082201,15182.055000000002,1.28,1.999656649246271,9718.183572827304,1.2,5463.8714271726985,0.6401098911067904,2.5,1.6,0.0,6580.140016017071,257.0747254003654,63.68427702225813,518.8878642696488,12.003980787925638,7431.790863497269,7.724999947440986,23.174999842322958,23.174999842322958,23.174999842322958,23.174999842322958,0.23066103793865986,0.2325482264287051,0.2327366297619628,0.07384807164869693,5.15,1.2874999737204926,1.2874999737204926,3.862499921161478,3.862499921161478,3.862499921161478,3.862499921161478,3.862499921161478,3.862499921161478,15.450000000000001,15.450000000000001,15.450000000000001,107.89192758192848,323.67578274578545,323.67578274578545,323.67578274578545,24.634837692242797,58.55512092587682,1.6892261152367503,1.3320781985701622,3.1662477737598906,-1.8341695751897285,1.223646168904651,0.2577702504348815,0.3558481608743948,0.3863815886907236,1517.7819258762074,5482.367027333443,59.782271451501366,213.7014789744193,14.821664002987564,52.92756687175513,38.318868178224356,513.689498066083,1630.7047295089208,6275.455763573281,18826.36729071984,1856.5503367743474,0.5157084268817632,5569.651010323042,7240.546313419955,7861.633236052957,23584.89970815887,30660.369620606532,9718.183572827304,29154.550718481914,37900.91593402649,1.28,10.042499931673282,30.127499795019848,30.127499795019848,30.127499795019848,8.794879290208693,18644.406630204394,9322.203188250201,9322.203188250201,37288.81351411277,15242.324886906756,1801.0903709009283,446.5396792118609,1154.4516931848468,55933.21989061318,45726.97466072027,5403.271112702785,1339.6190376355828,3463.3550795545407,4553.345777628622,179.3468143545041,44.464992008962696,114.95660453467306,4892.114188526762,16447.10108200033,641.1044369232579,158.7827006152654,1541.068494198249,38.3105769827414,5919.349510917209,233.15085866085533,57.804489611651505,149.443585895075,23718.481479246606,21381.23140660043,833.4357680002354,206.41751079984505,2003.389042457724,49.803750077563826,-0.5792880741647293,328.5137885018448
3,483,2050,1NB,1,NB,AM-Shoulder,1,OP,AM,1.3,55,7711.430327663038,1,6,60,3600,1.6,6.3,0.2,0.05,9742.0,431.6,119.8,1138.9,34.2,1.9012586647805254,5.15,2.575,0.9,0.36683785766691124,0.36683785766691124,4.159422196579504,0.715,6446.963591075019,285.61994312338106,79.2800490875372,753.6898823522214,22.63253488141713,7588.186000519576,15661.275000000001,1.28,2.030917006903203,9870.630819408689,1.2,5790.644180591313,0.6302571674023149,2.5,1.6,0.0,6060.145775610518,268.4827465359782,74.52324614228496,708.4684894110881,21.2745827885321,7132.894840488401,7.724999935769841,23.174999807309522,23.174999807309522,23.174999807309522,23.174999807309522,0.2220925891094169,0.2237785618863122,0.22396531381268225,0.06968412747717342,5.15,1.2874999678849202,1.2874999678849202,3.8624999036547605,3.8624999036547605,3.8624999036547605,3.8624999036547605,3.8624999036547605,3.8624999036547605,15.450000000000001,15.450000000000001,15.450000000000001,110.14991001721314,330.44973005163945,330.44973005163945,330.44973005163945,23.014499520542888,59.08461446341644,1.2010140961889535,1.3201406272743887,3.389167769230728,-2.0690271419563393,1.379690165734237,0.2967247021157146,0.25829752126905237,0.444977776615233,1345.9134656858355,5101.050125389183,60.080682911108475,225.53926021227258,16.690622208596615,62.58942687894058,49.36900852968275,704.3208738225386,1472.0537793352232,6116.132221184353,6116.132221184353,1724.3344066339992,0.4789817796205553,1724.3344066339992,2241.634728624199,8146.296412774691,8146.296412774691,10590.185336607099,9870.63081940869,9870.63081940869,12831.820065231299,1.2800000000000002,10.042499916500793,30.12749974950238,30.12749974950238,30.12749974950238,9.048910690279858,17316.62813464138,2886.1046411133775,2886.1046411133775,11544.418852414627,13516.335866767296,1810.0807593543525,502.8467164085334,1487.364792111198,17316.62813464138,13516.335866767296,1810.0807593543525,502.8467164085334,1487.364792111198,1345.9134656858355,60.080682911108475,16.690622208596615,49.36900852968275,1472.0537793352232,5101.050125389183,225.53926021227258,62.58942687894058,704.3208738225386,22.63253488141713,1749.6875053915862,78.10488778444102,21.6978088711756,64.17971108858758,7588.186000519576,6631.3651630059385,293.2010382759544,81.36625494262276,915.6171359693002,29.42229534584227,-0.6104823611095435,291.22382339572164
4,484,2050,1NB,1,NB,MD,5,OP,MD,1.3,55,5441.8710361140875,1,6,60,3600,1.6,6.3,0.2,0.05,7099.3,251.0,68.4,722.5,20.9,1.9012586647805254,5.15,2.575,0.9,0.36683785766691124,0.36683785766691124,4.163408863221593,0.708,4806.793360980245,169.94705585142782,46.31226541927356,489.1902304886717,14.150969989222475,5526.39388272884,10287.7,1.28,1.8904711140207773,6965.594926226032,1.2,3322.105073773969,0.677079903790549,2.5,1.6,0.0,4518.38575932143,159.75023250034215,43.53352949411714,459.8388166593514,13.301911789869125,5194.81024976511,2.574999594342587,7.724998783027761,7.724998783027761,7.724998783027761,7.724998783027761,0.36132213653195583,0.36191819469666064,0.3619696274596614,0.141061614388523,2.574999594342587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.724998783027761,7.724998783027761,7.724998783027761,82.55273852809665,247.65821558428996,247.65821558428996,247.65821558428996,35.60804839416743,57.37344153023515,0.696405417475619,1.3595140524888139,2.1905160074084917,-0.8310019549196779,0.5406339324586715,0.26142317911626406,0.3367463772803099,0.40183044360342585,1632.5927962335825,3174.200564746662,57.81651574889563,112.1305401025322,15.757815452989762,30.554449966283798,64.86560583647615,424.32462465219555,1771.032733271944,3755.3611494568963,18776.80574728448,2047.9126073486673,0.5688646131524075,10239.563036743337,13311.431947766338,4917.682318877364,24588.41159438682,31964.93507270287,6965.594926226031,34827.97463113016,45276.3670204692,1.2799999999999998,3.3474994726453633,10.04249841793609,10.04249841793609,10.04249841793609,2.9775701115526223,6855.386373123454,0.0,0.0,34276.93186561727,5465.103524436537,580.6222679388613,158.24783675677855,651.4127439912777,34276.93186561727,27325.517622182684,2903.1113396943065,791.2391837838927,3257.0637199563885,8162.963981167913,289.08257874447816,78.78907726494882,324.32802918238076,8855.16366635972,15871.00282373331,560.652700512661,152.772249831419,2121.623123260978,70.75484994611237,10611.853175518287,375.80735236782164,102.42580044443346,421.626437937095,27631.9694136442,20632.303670853304,728.8485106664593,198.60392478084472,2758.1100602392717,91.98130492994609,-0.3793635618772773,241.69614423847577
5,485,2050,1NB,1,NB,PM-Shoulder,1,OP,PM,1.3,55,6222.354095429336,1,6,60,3600,1.6,6.3,0.2,0.05,8975.8,220.5,74.1,806.1,20.9,1.9012586647805254,5.15,2.575,0.9,0.36683785766691124,0.36683785766691124,4.362742195326042,0.592,5792.97404817318,142.3105213598995,47.82407996720432,520.2562869306803,13.488843067673015,6516.853779498636,12957.630000000001,1.28,2.0824321151247402,7964.61324214955,1.2,4993.016757850451,0.6146658950864896,2.5,1.6,0.0,5445.395605282789,133.77189007830552,44.95463516917206,489.0409097148395,12.679512483612633,6125.842552728717,7.7249998940347355,23.174999682104207,23.174999682104207,23.174999682104207,23.174999682104207,0.24128036581048104,0.2429470078120968,0.24303504080646998,0.058976665133101853,5.15,1.2874999470173676,1.2874999470173676,3.8624998410521028,3.8624998410521028,3.8624998410521028,3.8624998410521028,3.8624998410521028,3.8624998410521028,15.450000000000001,15.450000000000001,15.450000000000001,118.51376218199368,355.5412865459811,355.5412865459811,355.5412865459811,24.750451462616976,59.56433656066601,1.266344310230358,1.3095084156701275,3.1514576660474667,-1.8419492503773391,1.2132930935059538,0.280751767953337,0.2930276335023722,0.42622059854429073,1313.8670436254172,4479.107004547763,32.49948042389305,109.81104093600645,10.925551592779701,36.898528374424615,28.842001968639586,491.4142849620407,1386.1340776107297,5130.719701887907,5130.719701887907,1530.6681455813543,0.42518559599482064,1530.6681455813543,1989.8685892557608,6433.945096568198,6433.945096568198,8364.128625538659,7964.613242149552,7964.613242149552,10353.997214794419,1.2800000000000005,10.042499862245156,30.12749958673547,30.12749958673547,30.12749958673547,8.530496041768172,15371.7346411438,2561.955703238316,2561.955703238316,10247.823234667167,13194.509604616704,979.1280830399553,329.1595510963275,868.9374023908127,15371.7346411438,13194.509604616704,979.1280830399553,329.1595510963275,868.9374023908127,1313.8670436254172,32.49948042389305,10.925551592779701,28.842001968639586,1386.1340776107297,4479.107004547763,109.81104093600645,36.898528374424615,491.4142849620407,13.488843067673015,1708.0271567130424,42.249324551060965,14.203217070613611,37.49460255923146,6516.853779498636,5822.839105912091,142.7543532168084,47.968086886752,638.8385704506529,17.53549598797492,-0.5844753271547186,327.1262721333239
6,486,2050,1NB,1,NB,PM-Peak,3,Peak,PM,1.3,55,6903.664776832447,1,6,60,3600,1.6,6.3,0.2,0.05,10726.9,199.6,43.7,781.4,26.6,1.9012586647805254,5.15,2.575,0.9,0.36683785766691124,0.36683785766691124,4.362742195326042,0.592,6828.878722342594,127.06785678803585,27.819966641468774,497.4490144998558,16.93389273828534,7498.149453010239,14574.840000000002,1.28,2.1111743503118436,8836.690914345532,1.2,5738.14908565447,0.6062976275791385,2.5,1.6,0.0,6419.1459990020385,119.4437853807537,26.150768642980648,467.60207362986444,15.91785917398822,7048.2604858296245,7.725000103674889,23.175000311024668,23.175000311024668,23.175000311024668,23.175000311024668,0.25215473910202346,0.2542118610362013,0.2543071237829119,0.0633068138095168,5.15,1.2875000259187221,1.2875000777561663,3.8625000777561667,3.8625000777561667,3.8625000777561667,3.8625002332684986,3.8625002332684986,3.8625002332684986,15.450000000000001,15.450000000000001,15.450000000000001,116.0479335702442,348.1438007107326,348.1438007107326,348.1438007107326,26.143350668200416,58.728233583862504,1.6622569350615537,1.3281516442788608,2.983550233860255,-1.655398589581394,1.0957578909749057,0.24827900488481788,0.37663748634544064,0.37508350876974156,1618.6180846361567,5210.260637706438,30.364026970850013,96.70382981718583,6.650326758308771,21.169639883160002,29.602397412229795,467.84661708762604,1685.2348357775452,5812.914617232695,17438.743851698084,1818.4683380603224,0.5051300939056451,5455.405014180968,7092.026518435258,7018.2225762852095,21054.667728855628,27371.068047512315,8836.690914345532,26510.072743036595,34463.09456594758,1.28,10.042500134777356,30.127500404332068,30.127500404332068,30.127500404332068,8.335733276937681,18261.96853005914,9130.98432630166,9130.984693934188,36523.93656994158,16254.97233311167,914.7922348414336,200.35772209988787,891.8462400061517,54785.905590177426,48764.91699933501,2744.3767045243007,601.0731662996636,2675.538720018455,4855.85425390847,91.09208091255005,19.950980274926312,88.80719223668939,5055.704507332635,15630.781913119314,290.11148945155753,63.508919649480006,1403.539851262878,50.801678214856025,6312.610530081011,118.41970518631506,25.93627435740421,115.4493499076962,22494.448359030717,20320.01648705511,377.1449362870248,82.561595544324,1824.6018066417416,66.04218167931283,-0.5548418695265482,363.9908913049214
7,487,2050,1NB,1,NB,PM-Late,3,OP,PM,1.3,55,6705.849787444774,1,6,60,3600,1.6,6.3,0.2,0.05,5184.7,97.0,9.5,503.8,55.1,1.9012586647805254,5.15,2.575,0.9,0.36683785766691124,0.36683785766691124,4.362742195326042,0.592,5184.7,97.0,9.5,503.8,55.1,5850.1,7180.900000000001,1.28,1.0708411651935081,7180.900000000001,1.2,0.0,1.0,2.5,1.6,0.0,4873.6179999999995,91.17999999999999,8.93,473.572,51.794,5499.094,2.5749998746303255,7.724999623890977,7.724999623890977,7.724999623890977,7.724999623890977,0.29938312947825607,0.3000348861579494,0.30006983468045384,0.08250899176438076,2.5749998746303255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.724999623890977,7.724999623890977,7.724999623890977,107.02494394316659,321.0748318294998,321.0748318294998,321.0748318294998,42.008809048628564,59.25971053059129,0.7476518690682474,1.3162399765644235,1.8567534230667846,-0.5405134465023611,0.30700012341947663,0.19245660413370128,0.468698638268889,0.33884475759740973,1459.0790087215591,3725.6209912784407,27.357180919881824,69.64281908011817,2.6796236236964526,6.820376376303548,39.07394824784132,464.7260517521587,1528.1897615129787,4321.910238487021,12965.730715461064,1666.411267095818,0.4628920186377272,4999.233801287453,6499.00394167369,5514.488732904182,16543.466198712547,21506.50605832631,7180.9,21542.7,28005.510000000002,1.070841165193508,3.347499837019423,10.04249951105827,10.04249951105827,10.04249951105827,2.8079031229773426,5578.311445010581,0.0,0.0,16734.934335031747,4884.266743893881,274.73447601184586,26.910118930791818,392.40010617406267,16734.934335031743,14652.800231681642,824.2034280355376,80.73035679237546,1177.200318522188,4377.237026164677,82.07154275964547,8.038870871089358,117.22184474352397,4584.569284538937,11176.862973835323,208.92845724035453,20.461129128910642,1394.1781552564762,165.3,5690.408134014081,106.6930055875391,10.450532132416166,152.38839816658117,17550.300000000003,14529.92186598592,271.6069944124609,26.599467867583837,1812.431601833419,214.89000000000001,-0.29110674567094613,371.591107530917
8,488,2050,1SB,1,SB,Night,7,OP,NT,1.3,55,9403.28309904872,1,6,60,3600,1.6,6.3,0.2,0.053191489361702135,2580.0,74.1,30.4,475.3,53.2,1.9012586647805254,1.2875,1.2875,0.9,0.1595744680851064,0.1595744680851064,4.366728861968131,0.708,2451.0,70.395,28.88,451.53499999999997,50.54,3052.35,4255.05,1.28,0.45250684842514854,4255.05,1.2,0.0,1.0,2.5,1.6,0.0,2303.94,66.17129999999999,27.147199999999998,424.44289999999995,47.5076,2869.209,1.287499999380705,3.8624999981421153,3.8624999981421153,3.8624999981421153,3.8624999981421153,0.15957446797081223,0.15957446772834571,0.15957446768095968,0.13238963557585007,1.287499999380705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8624999981421153,3.8624999981421153,3.8624999981421153,141.3666488679524,424.0999466038572,424.0999466038572,424.0999466038572,54.804977487064484,59.999019621844774,0.477089019455188,1.300021241873781,1.4232283923191136,-0.12320715044533248,0.003532601896106767,0.005850337150374421,0.7901064701432844,0.20404319270634108,367.6499997366731,2083.350000263327,10.559249976392682,59.83575002360732,4.3319999890285485,24.54800001097145,56.191840853756965,395.343159146243,438.7330905558513,2613.616909444149,18295.31836610904,580.8992721942077,0.16136090894283547,4066.294905359454,5286.18337696729,3674.150727805792,25719.055094640546,33434.77162303271,4255.049999999999,29785.35,38720.955,0.45250684842514843,1.6737499991949165,5.02124999758475,5.02124999758475,5.02124999758475,1.7046988902586204,972.2801563673827,0.0,0.0,6805.96109457168,615.3541867632676,53.02063391845852,21.752054934446736,282.1532807512098,6805.961094571679,4307.479307342874,371.14443742920963,152.26438454112716,1975.0729652584687,2573.549998156712,73.91474983474878,30.32399992319984,393.34288597629876,3071.1316338909596,14583.450001843288,418.8502501652512,171.83600007680013,2767.402114023701,353.78,3345.6149976037254,96.08917478517341,39.42119990015979,511.3457517691884,21366.45,18958.485002396275,544.5053252148266,223.38680009984017,3597.6227482308113,459.914,-0.08656878341540787,815.0906793048019
9,489,2050,1SB,1,SB,AM-Early,1,OP,AM,1.3,55,10400.0,1,6,60,3600,1.6,6.3,0.2,0.05,5779.8,226.2,100.8,509.5,26.6,1.9012586647805254,5.15,2.575,0.9,0.36683785766691124,0.36683785766691124,4.159422196579504,0.715,5490.8099999999995,214.89,95.75999999999999,484.025,25.27,6310.755,7950.6449999999995,1.28,0.7644850961538461,7950.6449999999995,1.2,0.0,1.0,2.5,1.6,0.0,5161.361399999999,201.99659999999997,90.01439999999998,454.98349999999994,23.7538,5932.1097,1.9564519118542474,5.869355735562742,5.869355735562742,5.869355735562742,5.869355735562742,0.17313607571588757,0.17375732164818772,0.17380312418666183,0.05000003718067426,1.9564519118542474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.869355735562742,5.869355735562742,5.869355735562742,125.32094096228151,375.96282288684455,375.96282288684455,375.96282288684455,50.89339114276167,59.94074210232951,0.723610705309215,1.3012851904108915,1.5326154977804731,-0.2313303073695816,0.08010357571905855,0.07739142508155211,0.6991106599854713,0.22349791493297658,893.6178581474593,4597.19214185254,35.09838819804031,179.79161180195968,15.64478394178785,80.11521605821214,22.749191916593304,461.2758080834067,967.1102222038808,5343.644777796118,5343.644777796118,1114.0949503167235,0.30947081953242317,1114.0949503167235,1448.3234354117405,6836.550049683276,6836.550049683276,8887.515064588259,7950.644999999999,7950.644999999999,10335.8385,0.764485096153846,2.5433874854105216,7.630162456231565,7.630162456231565,7.630162456231565,2.253800182741539,2833.575154194612,0.0,0.0,2833.5751541946115,2272.8164771516026,267.80640390292825,119.37224306848412,173.58003007159684,2833.575154194612,2272.8164771516026,267.80640390292825,119.37224306848412,173.58003007159684,893.6178581474593,35.09838819804031,15.64478394178785,22.749191916593304,967.1102222038808,4597.19214185254,179.79161180195968,80.11521605821214,461.2758080834067,25.27,1161.703215591697,45.627904657452405,20.338219124324205,29.573949491571295,6310.755,5976.349784408302,233.7290953425476,104.14978087567579,599.6585505084287,32.851,-0.15093825405301795,659.6768528078203
