,,,GPVeh,GPVeh,GPVeh,GPVeh,GPVeh,GPVeh,GPVeh,GPVeh,MLVeh,MLVeh,MLVeh,MLVeh,MLVeh,MLVeh,MLVeh,MLVeh,RevenuePerHour,RevenuePerHour,RevenuePerHour,RevenuePerHour,RevenuePerHour,RevenuePerHour,RevenuePerHour,RevenuePerHour,TollLights,TollLights,TollLights,TollLights,TollLights,TollLights,TollLights,TollLights,CaptureRateLights,CaptureRateLights,CaptureRateLights,CaptureRateLights,CaptureRateLights,CaptureRateLights,CaptureRateLights,CaptureRateLights,RevenueDay,RevenueDay,RevenueDay,RevenueDay,RevenueDay,RevenueDay,RevenueDay,RevenueDay
Period,,,Night,AM-Early,AM-Peak,AM-Shoulder,MD,PM-Shoulder,PM-Peak,PM-Late,Night,AM-Early,AM-Peak,AM-Shoulder,MD,PM-Shoulder,PM-Peak,PM-Late,Night,AM-Early,AM-Peak,AM-Shoulder,MD,PM-Shoulder,PM-Peak,PM-Late,Night,AM-Early,AM-Peak,AM-Shoulder,MD,PM-Shoulder,PM-Peak,PM-Late,Night,AM-Early,AM-Peak,AM-Shoulder,MD,PM-Shoulder,PM-Peak,PM-Late,Night,AM-Early,AM-Peak,AM-Shoulder,MD,PM-Shoulder,PM-Peak,PM-Late
Year,Direction,Segment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2050,NB,1,1656.8396325326405,7177.883988063086,8892.213131291588,5416.1599614679935,5039.604831955014,4579.947238072084,4782.177231868365,4397.771170986018,412.06036746735936,895.2160119369145,1770.2218687084105,1807.4400385320062,1736.4951680449856,2249.8527619279166,2002.187768131635,1535.2288290139813,253.77581867156857,1489.7430709536716,3494.870411956955,3662.750945590266,3584.2853767623965,4492.285877205459,3889.7633618329655,2961.7688454358554,0.7477302837158414,2.2398659955908706,2.574995844048635,2.5749990606141306,2.5749999924537788,2.574999994946444,2.5749999937081864,2.5749997370544624,0.30278483351479646,0.14701688427053158,0.21723186588773968,0.3317455941199451,0.3483635754561435,0.440093016263014,0.3935943190788469,0.3482668467192079,1522.6549120294114,1489.7430709536716,3494.870411956955,10988.252836770798,14337.141507049586,8984.571754410917,7779.526723665931,14808.844227179277
2050,NB,10,1275.7698161239678,5906.2898596867435,9000.721836974268,6949.236236658639,5936.135060412632,6667.743170233859,6498.6078033767135,3766.4469593766835,271.9301838760322,1404.110140313257,1466.9381630257315,805.6637633413612,721.9649395873681,842.1568297661402,1698.0071966232867,643.2530406233167,758.4106542620053,17395.42964494498,18538.071009236282,9540.912012231052,6011.496991267746,7531.67339829785,21473.714299775438,6106.253521435308,0.5174845363272561,2.5749999891143793,2.574996275924885,2.299603988475225,1.6043248411135318,1.7998959469522997,2.574999816700428,1.980207588968806,0.2748474471032167,0.25589548347648416,0.18532767747405673,0.14213296468580225,0.15184084722739918,0.1524791845125103,0.27818708593336566,0.20047996898496268,4550.463925572032,17395.42964494498,18538.071009236282,28622.736036693157,24045.987965070985,15063.3467965957,42947.428599550876,30531.26760717654
2050,NB,2,1436.1798298276274,5144.211638947226,7111.97484714454,5964.446244113045,5991.365271753048,5966.148731439005,6299.108707232674,5777.99443555738,356.2201701723724,2044.9883610527743,4142.765152855461,2795.153755886954,2917.5347282469534,3310.651268560994,2783.601292767326,816.0055644426202,189.87486730176138,3874.0864558430276,15856.309250518947,10951.766019951943,11494.311793898567,12854.83023070708,10579.56685750829,739.9955834953677,0.6900227743498617,2.5749999678484143,5.14999852332766,5.149987418214287,5.149999981260367,5.149990044768708,5.14999947128926,1.2582624599601502,0.27490136579828184,0.36655044631426875,0.46925316094714226,0.4092093482207394,0.42330539846197407,0.459898075662289,0.3936825750030701,0.16016475141473355,1139.2492038105684,3874.0864558430276,15856.309250518947,32855.29805985583,45977.24717559427,25709.66046141416,21159.13371501658,3699.9779174768382
2050,NB,3,1127.497947970598,4447.634094037383,4682.994098706413,4143.808406042947,4343.983973235383,4539.426047899683,4497.801234843898,3734.658482935141,321.002052029402,1114.8659059626168,1365.4259012935863,1049.3915939570534,1607.9160267646164,1717.7739521003161,1367.3937651561012,620.8415170648585,111.89098088497363,1537.9050378731267,1910.1212239587203,1533.0244775399376,2357.0150179532866,2415.3599412853964,1894.0319564381703,271.16638725576416,0.5853275379783125,2.57499985946201,2.5749975085653145,2.574996459073966,2.5749999884162342,2.574964350510429,2.5749885306306193,0.8280679078799229,0.340087139078818,0.2645060956466404,0.2948060974866101,0.2708234284642786,0.36413322191603653,0.36321970377794704,0.3086545778689398,0.19279034658701863,671.3458853098418,1537.9050378731267,1910.1212239587203,4599.073432619813,9428.060071813146,4830.719882570793,3788.0639128763405,1355.8319362788209
2050,NB,4,1450.5000303139636,7025.714591152715,9916.844919163295,7311.036197779908,6397.480301829457,5812.497645016066,6277.836502920856,4222.357169916577,330.7999696860362,2159.285408847284,2038.2450808367064,1985.1638022200916,2343.019698170542,3369.2023549839346,3066.9534970791456,720.1428300834234,397.0510310288605,9502.315186245989,14669.11715182296,18322.27226578106,11236.040071054713,30856.728320796235,27372.028229426847,3147.0498529496135,0.6300186836206045,2.574993964363089,4.215909750247059,5.149999999334332,2.5749999979432534,5.149999190985829,5.149995216716705,2.5749828806377932,0.28865488907535236,0.3066826088289953,0.21989235842505478,0.28151669111488337,0.35882628231690944,0.4812547923961561,0.4274939401305431,0.1978491331549424,2382.306186173163,9502.315186245989,14669.11715182296,54966.81679734318,44944.16028421885,61713.45664159247,54744.056458853694,15735.249264748069
2050,NB,5,1481.479730841425,8402.39005207914,9918.613829438753,7236.298208056848,7136.555138689108,5890.549925157121,6355.296024374124,4249.26887373876,309.22026915857475,1040.309947920861,1532.4761705612461,2110.9017919431512,1666.3448613108928,3495.8500748428783,3225.3239756258777,760.6311262612409,439.67284668261016,5635.049326666242,8438.368297714442,12343.40435856019,9928.048205840976,40195.34225322643,36159.70904079154,4164.398695029417,0.6012602610571145,2.5749999721246377,2.574999829767933,2.5749986725824705,2.574999996618333,5.149999995339493,5.149999994363243,2.574995021327476,0.2658615549433183,0.1438931563146144,0.1731809111666359,0.29847110902012836,0.25558182321062667,0.48913043432790765,0.43981610524729486,0.20552325376055117,2638.0370800956607,5635.049326666242,8438.368297714442,37030.21307568057,39712.192823363905,80390.68450645286,72319.41808158308,20821.993475147083
2050,NB,6,1518.2835115474595,7029.872062423048,8854.898644930747,7031.73872997564,6675.666778682616,5777.307921956332,6265.9638021434475,4243.412575436979,315.3164884525402,2533.427937576952,2323.50635506925,2018.4612700243604,1911.7332213173852,3197.192078043667,3124.291197856552,725.4874245630218,800.1112340771896,24889.771835403015,46182.26746781049,42271.514219826335,41012.139182828374,66109.71153130574,63400.0344483195,7108.548278668705,0.6075304993681462,2.5749967752969467,5.149999246388223,5.149999993116846,5.149999818253324,5.149999615321531,5.149999918679249,2.5749998074316798,0.2616845340098562,0.34410496718486694,0.2680640535433269,0.2949353382568598,0.2997582611701137,0.46885965157732773,0.43559443745990184,0.19754903943498586,4800.667404463137,24889.771835403015,46182.26746781049,126814.542659479,164048.5567313135,132219.4230626115,126800.068896639,35542.741393343524
2050,NB,7,1491.6219823568522,7005.1220368608465,7048.256574794132,5948.988898605001,6095.841431716755,6645.454924272645,6302.043290030003,4228.558256323744,309.67801764314794,2054.1779631391537,2107.0084252058687,1840.7111013949993,1888.8585682832447,2035.245075727355,3215.1567099699955,740.1417436762564,640.0874117005685,16358.276942680706,17223.813221515302,15867.086162442829,16480.89961298692,33801.551439664334,52411.47700161359,5843.277947545158,0.6055030864523182,2.574998956125882,2.5749999926624167,2.5749999570322304,2.5749997953434973,5.149999956458936,5.149999980574605,2.574999812562075,0.2637607242580017,0.2965036834379161,0.2998204870595348,0.31614978279776795,0.3206289165375295,0.31120520400666024,0.4426671923303005,0.20234810818165877,3840.524470203411,16358.276942680706,17223.813221515302,47601.25848732849,65923.59845194768,67603.10287932867,104822.95400322718,29216.38973772579
