,index,Period,Hours/Day,Peak,4Periods,Segment,Direction,SegDir,Length,Speed GP,Capacity GP,Alpha GP,Beta GP,Speed ML,Capacity ML,Alpha ML,Beta ML,Year,MinToll,MinCapture,MaxToll,Soft Cap,MaxCapture,MaxCap_aux,B1,B2,TotalLights,TotalHeavies,TotalVeh,TotalVeh_Real,Corridor PCE pre-fix,Suppressed ratio ref,Suppressed ratio,Corridor PCE,Suppressed Demand,PCE ratio,HOV3,InScopeLights,InScopeHeavies,InScopeVeh,TollLights,TollHeavies,CaptureRateLights,CaptureRateHeavies,VOT Lights,VOT Heavies,Speed GP real,Speed ML real,Bounus Seg,Time ML,Time GP,Time Savings,BonusRel,MLVeh_Lights,GPVeh_Lights,MLVeh_Heavies,GPVeh_Heavies,MLVeh,GPVeh,GPVehDay,ML PCE,Traffic per Lane,GP PCE,TollLightsPerSeg,TollHeaviesPerSeg,TollBlend,RevenuePerHour,RevenueShareHour,RevenuePerDay,RevenueShareDay,TransactionsDay_Lights,TransactionsDay_Heavies,TransactionsDay,TotalVeh_hours
0,256,Night,8,OP,NT,1,NB,1NB,3.9,70,8000,1,6,70,3600,1,6,2050,0.5,0,5.15,2.575,0.310344828,0.310344828,3.635,0.708,2288.5,396.3,2684.8,2684.8,3477.4,1.1,0.434675,3477.4,0,1,274.62,1651.3816,324.966,2201.536,0.62590956,1.877483666,0.123128612,0.123130772,90.60114953,271.7679825,69.75157318,69.99807004,1.353934166,3.342949311,3.354763045,-0.011813734,0.008334131,203.3323247,1810.547675,40.01331456,356.2866854,243.3456393,2166.834361,17334.67489,597.9922684,298.9961342,2879.407732,2.441047285,7.322186299,0.831705845,789.3287628,789.3287628,6314.630103,6314.630103,1626.658598,320.1065164,2221.385114,21478.4
1,257,AM-Early,1,OP,AM,1,NB,1NB,3.9,70,6000,1,6,70,3600,1,6,2050,0.5,0,5.15,2.575,0.375,0.375,3.479,0.715,7981.6,645.8,8627.4,8627.4,9919,1.1,1.653166667,9919,0,1,957.792,5759.52256,529.556,7074.468,5.149999962,15.44999971,0.322084831,0.321243228,61.61631276,184.8489361,16.4887878,35.69762062,1.393986289,6.555058739,14.19146166,-7.636402924,7.594023164,1855.054851,5168.753149,170.1162789,475.6837211,2025.17113,5644.43687,5644.43687,3323.195688,1661.597844,6595.804312,20.08499985,60.25499885,6.015209624,47509.1326,33940.62218,47509.1326,33940.62218,1855.054851,170.1162789,2982.96313,8627.4
2,258,AM-Peak,2,Peak,AM,1,NB,1NB,3.9,70,5600,1,6,70,3600,1,6,2050,0.5,0,5.15,2.575,0.391304348,0.391304348,3.479,0.715,8151.7,668.2,8819.9,8819.9,10156.3,1.1,1.813625,10156.3,0,1,978.204,5882.26672,547.924,7232.318,5.149999791,15.44999955,0.316628197,0.316628194,30.87299403,92.61898318,10.20283335,34.55947675,3.300762638,6.770935848,22.93480566,-16.16386982,13.71436396,1862.491508,5311.004492,173.4881868,494.7118132,2035.979695,5805.716305,11611.43261,3361.160068,1680.580034,6795.139932,20.08499918,60.25499826,6.027674695,47861.67081,34076.57074,95723.34162,68153.14147,3724.983016,346.9763737,5050.163389,17639.8
3,259,AM-Shoulder,1,OP,AM,1,NB,1NB,3.9,70,8000,1,6,70,3600,1,6,2050,0.5,0,5.15,2.575,0.310344828,0.310344828,3.479,0.715,7421.5,1092.8,8514.3,8514.3,10699.9,1.1,1.3374875,10699.9,0,1,890.58,5355.3544,896.096,6981.726,3.303218688,9.884851598,0.223115911,0.223231701,61.19206569,183.1166948,25.90065776,56.20682975,1.881364544,4.163195132,9.034519593,-4.871324461,3.984163715,1194.864777,5336.055223,200.037034,892.762966,1394.901811,6228.818189,6228.818189,2685.555879,1342.77794,8014.344121,12.88255288,38.55092123,4.247063133,23104.52062,23104.52062,23104.52062,23104.52062,1194.864777,200.037034,2285.481811,8514.3
4,260,MD,5,OP,MD,1,NB,1NB,3.9,70,8000,1,6,70,3600,1,6,2050,0.5,0,5.15,2.575,0.310344828,0.310344828,3.482,0.708,9502.9,869,10371.9,10371.9,12109.9,1.1,1.5137375,12109.9,0,1,1140.348,6857.29264,712.58,8504.958,3.480284287,10.39075299,0.186812205,0.187031476,65.13050463,194.4539383,25.25652511,52.54661435,1.671134422,4.453188904,9.264932486,-4.811743581,4.14545274,1281.025962,7081.526038,133.2748891,735.7251109,1414.300851,7817.251149,39086.25575,2821.198629,1410.599314,9288.701371,13.57310872,40.52393668,4.131483747,22788.32782,22788.32782,113941.6391,113941.6391,6405.129808,666.3744455,8211.852254,51859.5
5,261,PM-Shoulder,1,OP,PM,1,NB,1NB,3.9,70,9600,1,6,70,3600,1,6,2050,0.5,0,5.15,2.575,0.272727273,0.272727273,3.632,0.592,13331.2,813.4,14144.6,14144.6,15771.4,1.1,1.642854167,15771.4,0,1,1599.744,9619.79392,666.988,11598.572,1.775554431,5.307590587,0.085303842,0.085379553,92.76098086,277.2865198,43.93418875,59.36204063,1.034641348,3.941913005,5.326148193,-1.384235187,1.388303735,820.6053836,10910.85062,56.94713734,756.4528627,877.5525209,11667.30348,11667.30348,2591.190796,1295.595398,13180.2092,6.92466228,20.69960329,2.004759342,6861.198298,6861.198298,6861.198298,6861.198298,820.6053836,56.94713734,2477.296521,14144.6
6,262,PM-Peak,3,Peak,PM,1,NB,1NB,3.9,70,8000,1,6,70,3600,1,6,2050,0.5,0,5.15,2.575,0.310344828,0.310344828,3.632,0.592,10498.2,662.9,11161.1,11161.1,12486.9,1.1,1.5608625,12486.9,0,1,1259.784,7575.50112,543.578,9152.102,4.043795396,12.07569818,0.174784679,0.174870283,71.19064239,212.591545,25.25652511,51.11295946,2.465696411,4.578095311,9.264932486,-4.686837175,4.14545274,1324.08153,7914.33447,95.05563855,567.8443615,1419.137168,8482.178832,25446.5365,2869.032445,1434.516223,9617.867555,15.77080204,47.09522291,4.581782607,25358.49418,25358.49418,76075.48254,76075.48254,3972.244589,285.1669156,5517.195505,33483.3
7,263,PM-Late,3,OP,NT,1,NB,1NB,3.9,70,8000,1,6,70,3600,1,6,2050,0.5,0,5.15,2.575,0.310344828,0.310344828,3.635,0.708,6802.3,511.5,7313.8,7313.8,8336.8,1.1,1.0421,8336.8,0,1,816.276,4908.53968,419.43,5997.316,3.312070395,9.894353315,0.117525009,0.11768815,94.08171989,281.0561571,41.24555838,69.42372886,3.068043262,3.370605466,5.673338153,-2.302732686,1.631336707,576.87617,5409.14783,49.36194082,462.1380592,626.2381109,5871.285889,17613.85767,1541.237992,770.6189962,6795.562008,12.91707454,38.58797793,3.83090541,9356.329971,9356.329971,28068.98991,28068.98991,1730.62851,148.0858225,2694.990333,21941.4
8,264,Night,8,OP,NT,1,SB,1SB,3.9,70,9600,1,6,70,3600,1,6,2050,0.5,0,5.15,2.575,0.272727273,0.272727273,3.635,0.708,2940.5,519.5,3460,3460,4499,1.1,0.468645833,4499,0,1,352.86,2121.8648,425.99,2837.2,0.687311759,2.061525088,0.106009433,0.106014419,96.59553813,289.7289659,69.57289417,69.99454837,1.380618031,3.343117506,3.363378838,-0.020261332,0.014365187,224.9376845,2362.702316,45.16108252,474.3389175,270.098767,2837.041233,22696.32986,713.280932,356.640466,3785.719068,2.680515861,8.039947844,0.917083121,966.041779,966.041779,7728.334232,7728.334232,1799.501476,361.2886602,2513.650136,27680
9,265,AM-Early,1,OP,AM,1,SB,1SB,3.9,70,10400,1,6,70,3600,1,6,2050,0.5,0,5.15,2.575,0.257142857,0.257142857,3.479,0.715,12872.8,1041.6,13914.4,13914.4,15997.6,1.1,1.538230769,15997.6,0,1,1544.736,9289.01248,854.112,11409.808,2.574999876,7.72495599,0.165602275,0.165602274,-163.7362478,-491.2059686,51.20607514,31.64891478,-1.162994028,7.393618443,4.569770274,2.82384817,0.858839192,1538.281598,9789.782402,141.4428898,900.1571102,1679.724487,10689.93951,10689.93951,3507.346267,1753.673134,12490.25373,10.04249952,30.12732836,3.00865711,19709.48859,19709.48859,19709.48859,19709.48859,1538.281598,141.4428898,3224.460487,13914.4
