,,,GPVeh,GPVeh,GPVeh,GPVeh,GPVeh,GPVeh,GPVeh,GPVeh,MLVeh,MLVeh,MLVeh,MLVeh,MLVeh,MLVeh,MLVeh,MLVeh,RevenuePerHour,RevenuePerHour,RevenuePerHour,RevenuePerHour,RevenuePerHour,RevenuePerHour,RevenuePerHour,RevenuePerHour,TollLights,TollLights,TollLights,TollLights,TollLights,TollLights,TollLights,TollLights,TollHeavies,TollHeavies,TollHeavies,TollHeavies,TollHeavies,TollHeavies,TollHeavies,TollHeavies,CaptureRateLights,CaptureRateLights,CaptureRateLights,CaptureRateLights,CaptureRateLights,CaptureRateLights,CaptureRateLights,CaptureRateLights
Period,,,Night,AM-Early,AM-Peak,AM-Shoulder,MD,PM-Shoulder,PM-Peak,PM-Late,Night,AM-Early,AM-Peak,AM-Shoulder,MD,PM-Shoulder,PM-Peak,PM-Late,Night,AM-Early,AM-Peak,AM-Shoulder,MD,PM-Shoulder,PM-Peak,PM-Late,Night,AM-Early,AM-Peak,AM-Shoulder,MD,PM-Shoulder,PM-Peak,PM-Late,Night,AM-Early,AM-Peak,AM-Shoulder,MD,PM-Shoulder,PM-Peak,PM-Late,Night,AM-Early,AM-Peak,AM-Shoulder,MD,PM-Shoulder,PM-Peak,PM-Late
Year,Direction,Segment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2050,NB,1,2166.834361,5644.43687,5805.716305,6228.818189,7817.251149,11667.30348,8482.178832,5871.285889,243.3456393,2025.17113,2035.979695,1394.901811,1414.300851,877.5525209,1419.137168,626.2381109,789.3287628,47509.1326,47861.67081,23104.52062,22788.32782,6861.198298,25358.49418,9356.329971,0.62590956,5.149999962,5.149999791,3.303218688,3.480284287,1.775554431,4.043795396,3.312070395,1.877483666,15.44999971,15.44999955,9.884851598,10.39075299,5.307590587,12.07569818,9.894353315,0.123128612,0.322084831,0.316628197,0.223115911,0.186812205,0.085303842,0.174784679,0.117525009
2050,NB,2,2127.330542,7194.88049,6381.198226,6982.775247,7186.814474,7653.919759,5817.218344,3793.334567,217.889458,2155.99151,2219.969774,1092.160753,662.1775257,748.2922406,1811.113656,374.4494328,502.4561523,40115.6197,41391.93623,18984.45499,6258.815895,6783.855453,32681.28609,1208.828314,0.559706269,5.149999756,5.149999841,4.379709415,2.564582454,2.595146675,5.149995877,0.90180673,1.678921734,15.44999888,15.4499992,13.14686998,7.666150372,7.762559023,15.4499418,2.7035188,0.100986286,0.250615027,0.280544529,0.147183507,0.091689314,0.096799017,0.258064515,0.097654528
2050,NB,3,2345.153692,9031.236002,7609.234374,7846.56295,7527.81375,8185.938382,7360.956278,4182.786952,265.778308,1377.699998,1964.457626,1141.25305,1209.25825,1167.069618,1130.811722,457.1850478,912.3687255,22411.5031,43668.38269,13570.76632,12764.02792,9772.358406,11640.44923,2503.383437,0.698148784,3.777062719,5.149999634,2.508670804,2.399545504,2.008160438,2.462436438,1.281693425,2.094090756,11.2499372,15.44999639,7.505748155,7.174573766,6.010006,7.368205885,3.840483546,0.115674815,0.150379109,0.233341574,0.144276496,0.157265249,0.141792317,0.151321063,0.11196475
2050,NB,4,2414.952179,8773.606357,8766.471835,7300.475249,7799.191866,8368.464224,7805.992334,4306.699684,273.6358215,1945.533643,1093.636165,1955.876751,1198.256134,1263.087776,1184.547666,470.428316,865.8444493,19267.7076,12931.88021,21306.93683,11397.95087,11248.61317,13392.24836,2437.839423,0.721513252,2.574982178,3.070894645,2.574985779,2.424365811,2.394733952,2.901766834,1.35998035,2.164187641,7.724814852,9.164680232,7.724890229,7.250258984,7.165702362,8.683520605,4.075092888,0.115654729,0.206251032,0.126022013,0.240114812,0.151325346,0.14902009,0.149716521,0.111899889
2050,NB,5,2433.304144,7894.922668,5628.144885,4839.738929,5690.765155,5041.307608,4903.743743,4461.56288,271.8758561,1303.825332,2006.635115,1689.537071,751.2708453,1065.804392,1063.684257,480.6291203,504.336816,8531.696769,24110.17639,22286.30123,9218.919562,12366.58592,12400.64036,1575.183959,0.701396149,2.810111808,5.14999922,5.149999964,5.149995382,5.149998231,5.149999836,1.420019528,2.104003545,8.412369579,15.44998085,15.44999992,15.44996101,15.44998959,15.44999716,4.257195653,0.125627044,0.177166533,0.328535199,0.32349185,0.14583751,0.218182256,0.222844675,0.121560764
2050,NB,6,1712.758611,5879.461669,4904.714976,4127.433331,4074.562041,3837.344193,3748.64872,3126.101095,183.1893889,569.3863308,448.393024,450.2866688,442.5379589,444.6678065,435.0392802,338.8189049,157.4848538,1524.109559,1020.894816,968.3997961,737.7166319,547.6884197,782.3259358,400.865839,0.500071732,1.768025248,1.501505134,1.291683769,1.075723985,0.840837726,1.221889305,0.788591719,1.50080653,5.300002262,4.502270127,3.874178819,3.22632629,2.522045738,3.664799156,2.365483032,0.120796186,0.110362971,0.104702961,0.122955234,0.122461034,0.129805942,0.129979906,0.122232377
2050,NB,7,2092.409448,9156.93203,7422.764039,6282.63908,6719.365914,6397.726009,5565.185991,4507.849278,209.7705518,952.3759703,819.4799608,460.5569205,674.2540857,997.1139909,1179.814009,439.5067219,85.27248838,1191.927498,2950.343997,407.308769,1577.22779,3471.266624,4120.699698,343.5490875,0.517303808,1.79101658,5.149999897,1.150828484,3.275202274,5.14998745,5.149997633,1.128820637,1.551998789,5.370169862,15.44999842,3.451846718,9.819282812,15.44968535,15.44990071,3.385972212,0.113900858,0.117757855,0.124302873,0.085373191,0.113990224,0.168562102,0.218656849,0.111045849
2050,NB,8,2166.749368,9439.230654,7246.622484,6199.587087,6718.442446,6489.532078,5934.322594,4665.63776,241.9866316,1119.661346,1362.229516,853.4049133,1006.325554,1230.675922,1107.733406,501.0302398,1642.047302,27572.10097,52730.594,17947.63387,44234.446,60054.36475,54233.15735,7769.953842,0.613895284,2.513645392,3.94999917,1.947372269,4.413085187,5.149998765,5.149999951,1.595728063,1.841120097,7.460719899,11.7107785,5.814870375,8.833452774,15.44998302,15.44999918,4.771262779,0.125575912,0.132509027,0.197743491,0.151162344,0.146944575,0.199440189,0.196800882,0.121206796
