Year,Direction,Segment,Night,AM-Early,AM-Peak,AM-Shoulder,MD,PM-Shoulder,PM-Peak,PM-Late
2050,NB,1,192.99994075505904,1213.9734414401166,1510.56987591722,1079.0187081588042,1180.7339797967254,939.027992177362,1132.4446085852508,488.40540588856436
2050,NB,2,177.5556747538892,1516.4399190684755,1590.3623932469004,698.9999898183364,481.4627599768188,527.9070273711017,529.8666625374383,278.2728100325082
2050,NB,3,210.8465094535097,1203.9439396170233,1793.8825453224388,1023.4756431710866,1014.1735898401756,994.4591162298648,918.4162012824663,323.99763053839666
2050,NB,4,217.0083209015453,706.1023508919686,898.441119001508,875.6458267038374,1018.539371987623,1077.1370562861653,952.9440009422754,332.2758499045861
2050,NB,5,214.62940641373734,1083.5912821057761,1239.2750703735874,1362.8305628256078,739.0013137483259,878.8649020579921,929.1893793624697,337.40481813714695
2050,NB,6,137.7881043811106,404.7901966924411,338.7186889567365,339.18430243596947,319.86916881179087,313.9331981335773,310.4882918128642,244.01920905155222
2050,NB,7,169.08600782913416,866.3852485131763,912.2782944662719,391.52575996699557,536.7243335605054,900.1463012504576,1025.5615862707532,321.713974921883
2050,NB,8,190.62265297170777,1019.0040236227223,1286.9252615971973,549.4500054211869,912.6585525589858,1041.147686431873,1004.6691057795636,350.0194606079573
2050,SB,1,223.26925598687242,1043.2428033596434,906.7264025167963,1036.5575320903608,1199.9918041306535,1257.4779710728521,1134.819751522699,370.252699151961
2050,SB,2,190.07402655142943,411.82972885788985,695.2031734096568,558.7223971753631,773.2999935404034,1128.9500008296873,700.896261600847,432.25992082475034
2050,SB,3,207.7333824076935,419.5432369758647,637.6880241740485,551.0000178774377,1017.2294099195345,1080.011592762453,1334.2322549527855,646.9311326238945
2050,SB,4,200.88959701572813,408.4336459391619,579.2161275739626,567.7765195834113,1181.7658457421119,1694.778878045695,1061.1999053906814,571.3146720647654
2050,SB,5,209.48210859228448,1291.099014414538,880.3026781291215,757.2342634201195,792.2161780218593,573.104189378147,677.4066005465396,330.40691475247905
2050,SB,6,166.0043519442728,288.96759194172137,320.4124344576686,332.7848089452009,355.93559678581096,331.1388482182323,328.2808933251789,306.13353097079147
2050,SB,7,102.89998949758102,337.204137928789,695.7857994405928,849.8270203561824,542.530884552097,858.2526059978679,1277.4855689252581,332.60473682599627
2050,SB,8,172.89651641502633,402.1785216467494,915.6866515548083,894.4452843466881,991.1042619410337,1386.0433089208361,1641.9872753243958,366.47253824599284
