,Year,SegDir,Segment,Direction,Period,Hours/Day,Peak,4Periods,Length,Speed GP,Capacity GP,Alpha GP,Beta GP,Speed ML,Capacity ML,Alpha ML,Beta ML,MinToll,MinCapture,AADT Lights,AADT Medium A,AADT Medium B,AADT Heavy A,AADT Heavy B,GrowthFactor,MaxToll,Soft Cap,MaxCapture,MaxCap_aux,B1,B2,TotalLights,TotalMediumA,TotalMediumB,TotalHeavyA,TotalHeavyB,TotalVeh,Corridor PCE pre-fix,Suppressed ratio ref,Suppressed ratio,Corridor PCE,Suppressed Demand,PCE ratio,HOV3,InScopeLights,InScopeMediumA,InScopeMediumB,InScopeHeavyA,InScopeHeavyB,InScopeVeh,TollLights,TollMediumA,TollMediumB,TollHeavyA,TollHeavyB,CaptureRateLights,CaptureRateMediumA,CaptureRateMediumB,CaptureRateHeavyA,VOT Lights,VOT MediumA,VOT MediumB,VOT HeavyA,Speed GP Real,Speed ML Real,Bounus Seg,Time ML,Time GP,Time Savings,BonusRel,Bonus Seg,Reliability %,Bonus %,Time Savings %,MLVeh_Lights,GPVeh_Lights,MLVeh_MediumA,GPVeh_MediumA,MLVeh_MediumB,GPVeh_MediumB,MLVeh_HeavyA,GPVeh_HeavyA,MLVeh,GPVeh,GPVehDay,ML PCE,ML V/C,ML Volume,ML PCE Total,GP PCE,GP Volume,GP PCE Total,Highway PCE,Highway Volume,Highway PCE Total,Highway V/C,TollLightsPerSeg,TollMediumAPerSeg,TollMediumBPerSeg,TollHeavyAPerSeg,TollBlend,RevenuePerHour,RevenuePerHourLights,RevenuePerHourMediumA,RevenuePerHourMediumB,RevenuePerHourHeavyA,RevenuePerDay,RevenuePerDayLights,RevenuePerDayMediumA,RevenuePerDayMediumB,RevenuePerDayHeavyA,TransactionsDay_Lights,TransactionsDay_MediumA,TransactionsDay_MediumB,TransactionsDay_HeavyA,TransactionsDay,TransactionsLightsLength,TransactionsMediumALength,TransactionsMediumBLength,TransactionsHeavyALength,TotalVeh_hours,Difference in Travel Time,Implied Min VOT,GP V/C normal,GP V/C capacity factors
0,2032,1NB,1,NB,Night,6,OP,NT,0.7,55,8234.489712329321,1,6,70,3600,1,5,0.5,0,1187.7,41.1,6.0,307.2,39.9,1.2094222272955006,3.6,1.8,0.34064459737564956,0.34064459737564956,3.402,0.708,1187.7,41.1,6.0,307.2,39.9,1581.9,2370.2999999999997,1.2,0.2962875,2370.2999999999997,0.0,1.0,0.0,1116.4379999999999,38.634,5.64,288.768,37.50599999999999,1486.986,0.5000019751734979,1.5000059255204936,1.5000059255204936,1.5000059255204936,1.5000059255204936,0.03258108531566961,0.03464324968541213,0.0346415204786372,0.00559838359210866,108.65024323191149,325.9507296957345,325.9507296957345,325.9507296957345,54.97235171228162,69.99999997004507,0.0,0.6000000002567566,0.764020433759551,-0.16402043350279438,0.00026884908623121747,0.0,0.0016364371552084213,0.0,0.9983635628447917,36.374761727655546,1151.3252382723444,1.3384073083462122,39.76159269165379,0.1953781754995138,5.804621824500487,1.6166340331260334,305.58336596687394,39.525181244627305,1542.3748187553726,9254.248912532235,45.82602027857082,0.012729450077380784,274.95612167142497,192.46928516999748,2324.473979721429,13946.843878328573,9762.79071483,2370.2999999999997,14221.799999999997,9955.259999999998,0.2878502594339272,0.3500013826214485,1.0500041478643454,1.0500041478643454,1.0500041478643454,0.579708933194096,16.039170457538326,12.731216897205188,1.4053332252954767,0.2051478946766575,1.6974724403610006,96.23502274522995,76.38730138323113,8.431999351772859,1.230887368059945,10.184834642166004,218.2485703659333,8.030443850077273,1.1722690529970827,9.699804198756201,237.15108746776383,152.7739992561533,5.62131069505409,0.8205883370979579,6.789862939129341,9491.400000000001,-0.2146806894884884,128.03333407193523,0.29026902330245796,0.28200316808250503
1,2032,1NB,1,NB,AM-Early,1,OP,AM,0.7,55,8796.923054719633,1,6,70,3600,1,5,0.5,0,5655.3,84.7,55.6,353.2,24.2,1.2094222272955006,3.6,1.8,0.3251899657203979,0.3251899657203979,3.246,0.715,5655.3,84.7,55.6,353.2,24.2,6173.0,7208.4000000000015,1.2,0.9010500000000001,7208.4000000000015,0.0,1.0,0.0,5315.982,79.618,52.263999999999996,332.008,22.747999999999998,5802.62,1.4133622346070451,4.240086703821135,4.240086703821135,4.240086703821135,4.240086703821135,0.13092218243054962,0.13917453331965213,0.13917283698787894,0.03610230580360123,55.7624781968368,167.2874345905104,167.2874345905104,167.2874345905104,48.03024250542578,69.95403579550377,0.553232642056881,0.6003942377646139,0.874449051454517,-0.27405481368990314,0.07756888147270735,0.553232642056881,0.08572507953148305,0.6114038431303853,0.3028710773381316,695.979965201518,4959.320034798482,11.080797993844062,73.61920200615594,7.2737291523345045,48.3262708476655,11.986254345242036,341.21374565475793,726.3207466929385,5446.679253307062,5446.679253307062,787.0023096757798,0.2186117526877166,787.0023096757798,550.9016167730458,6421.397690324221,6421.397690324221,4494.978383226954,7208.400000000001,7208.400000000001,5045.88,0.8194228771993891,0.9893535642249315,2.9680606926747948,2.9680606926747948,2.9680606926747948,1.531443715615786,778.6235401309859,688.5702592012656,32.88848096899828,21.588869586206798,35.575930374515345,778.6235401309859,688.5702592012656,32.88848096899828,21.588869586206798,35.575930374515345,695.979965201518,11.080797993844062,7.2737291523345045,11.986254345242036,726.3207466929385,487.18597564106256,7.7565585956908425,5.091610406634153,8.390378041669425,6173.0,-0.3134028371739364,216.6034343796053,0.7971216796532815,0.7249095391149233
2,2032,1NB,1,NB,AM-Peak,1,Peak,AM,0.7,55,8000.0,1,6,70,3600,1,5,0.5,0,7093.3,203.2,106.4,345.9,15.7,1.2094222272955006,3.6,1.8,0.3475306020002317,0.3475306020002317,3.246,0.715,8795.327084686149,251.9575463618098,131.9305262445697,428.8982051503445,19.46719231240361,9627.580554755277,11292.087494893532,1.2,1.4115109368616916,11292.087494893532,0.0,1.0,0.0,8267.60745960498,236.84009358010118,124.01469466989552,403.1643128413238,18.299160773659395,9049.925721469961,3.5999999700347542,10.799999910104262,10.799999910104262,10.799999910104262,10.799999910104262,0.23887920099628615,0.25394585608167475,0.2539377459133944,0.0844456754705092,41.24198111708989,123.72594335126965,123.72594335126965,123.72594335126965,19.723414157664127,60.62998911262202,0.7234511709201281,0.6927264974760879,2.129448769075289,-1.436722271599201,0.9560686838072475,0.7234511709201281,0.30680179685981607,0.23215499360857808,0.46104320953160594,1974.9594641013728,6820.367620584776,60.144560318662755,191.81298604314702,31.492012024611117,100.43851421995859,34.04548272348927,394.8527224268552,2100.6415191681363,7526.939035587141,7526.939035587141,2352.005629301662,0.6533348970282394,2352.005629301662,1646.4039405111632,8940.081865591868,8940.081865591868,6258.057305914307,11292.08749489353,11292.08749489353,7904.461246425471,1.4115109368616914,2.5199999790243277,7.559999937072983,7.559999937072983,7.559999937072983,4.030778273087079,5927.054136505289,4976.897808109356,454.69287222437265,238.07960892436168,257.3838472471982,5927.054136505289,4976.897808109356,454.69287222437265,238.07960892436168,257.3838472471982,1974.9594641013728,60.144560318662755,31.492012024611117,34.04548272348927,2100.6415191681363,1382.4716248709608,42.101192223063926,22.044408417227782,23.831837906442487,9627.580554755277,-0.6746921045783583,105.23954540856424,1.1017525779003023,1.1017525779003023
3,2032,1NB,1,NB,AM-Shoulder,3,OP,AM,0.7,55,7130.1280045716185,1,6,70,3600,1,5,0.5,0,4898.2,188.7,47.2,381.0,8.5,1.2094222272955006,3.6,1.8,0.3757042769187014,0.3757042769187014,3.246,0.715,6367.66,245.31,61.36000000000001,495.3,11.05,7180.68,8806.72,1.2,1.1008399999999998,8806.72,0.0,1.0,0.0,5985.600399999999,230.5914,57.6784,465.582,10.387,6749.839199999999,1.7999999920499603,5.399999976149881,5.399999976149881,5.399999976149881,5.399999976149881,0.25236763403444956,0.2684102776889237,0.2684038051114728,0.09149046721048291,39.94976363932013,119.84929091796039,119.84929091796039,119.84929091796039,30.91170835912484,66.75021445362768,0.46247266336486975,0.6292114616227638,1.3587084709797994,-0.7294970093570357,0.4165504751404052,0.46247266336486975,0.25896503422353273,0.28751437399120316,0.4535205917852641,1510.5718112236548,4857.088188776345,61.89310170667768,183.41689829332233,15.481102032741575,45.87889796725843,42.596314704791055,452.70368529520897,1630.542329667865,5550.137670332135,16650.413010996403,1870.4833665562858,0.5195787129323016,5611.450099668858,3928.0150697682,6936.236633443715,20808.709900331145,14566.0969302318,8806.720000000001,26420.160000000003,18494.112,1.2351419209239165,1.2599999944349722,3.7799999833049167,3.7799999833049167,3.7799999833049167,2.064877423707678,2356.8090314516285,1903.320473735431,233.95592341793116,58.518565425304864,161.01406887296116,7070.427094354885,5709.961421206293,701.8677702537934,175.55569627591458,483.0422066188835,4531.715433670965,185.67930512003306,46.443306098224724,127.78894411437317,4891.626989003596,3172.200803569675,129.97551358402313,32.510314268757305,89.45226088006122,21542.04,-0.5369047333832965,103.63304947984734,0.8549771445164458,0.9592839219360559
4,2032,1NB,1,NB,MD,4,OP,MD,0.7,55,7229.63859674559,1,6,70,3600,1,5,0.5,0,4433.7,175.4,49.6,508.0,14.5,1.2094222272955006,3.6,1.8,0.3722520328992464,0.3722520328992464,3.249,0.708,5763.81,228.02,64.48,660.4,18.85,6735.56,8679.06,1.2,1.0848825,8679.06,0.0,1.0,0.0,5417.9814,214.3388,60.611200000000004,620.776,17.719,6331.4264,1.79999883349217,5.39999650047651,5.39999650047651,5.39999650047651,5.39999650047651,0.24831650999068725,0.26410616528377606,0.26410032789625176,0.08824669470432002,40.268905425974744,120.80671627792421,120.80671627792421,120.80671627792421,31.728374340196932,67.80092751562836,0.4994255132615948,0.6194605522220746,1.3237362730806495,-0.7042757208585748,0.3920699366110002,0.4994255132615948,0.2456930816912533,0.31296812627136383,0.44133879203738297,1345.3742324424577,4418.435767557543,56.60819853952622,171.41180146047378,16.007437794185297,48.47256220581471,54.78143015176896,605.618569848231,1472.7712989279382,5262.788701072063,21051.154804288253,1727.565431898899,0.4798792866385831,6910.261727595596,4837.183209316917,6951.494568101101,27805.978272404405,19464.18479068308,8679.060000000001,34716.240000000005,24301.368,1.2004832446129279,1.2599991834445188,3.7799975503335568,3.7799975503335568,3.7799975503335568,2.1114043738243478,2176.7310335395905,1695.170434304793,213.97885180820475,60.50807564913721,207.0736717774555,8706.924134158362,6780.681737219172,855.915407232819,242.03230259654885,828.294687109822,5381.496929769831,226.43279415810488,64.02975117674119,219.12572060707583,5891.085195711753,3767.0478508388815,158.50295591067342,44.82082582371883,153.38800442495307,26942.24,-0.532036278812212,107.34425278001639,0.8582024521367669,0.9496490765367833
5,2032,1NB,1,NB,PM-Shoulder,2,OP,PM,0.7,55,6217.690612419211,1,6,70,3600,1,5,0.5,0,4634.5,145.1,38.7,394.3,9.7,1.2094222272955006,3.6,1.8,0.410621513994655,0.410621513994655,3.399,0.592,6024.85,188.63,50.31,512.59,12.61,6788.990000000001,8317.27,1.2,1.03965875,8317.27,0.0,1.0,0.0,5663.359,177.3122,47.2914,481.8346,11.853399999999999,6381.6506,1.7999999938851052,5.3999999816553155,5.3999999816553155,5.3999999816553155,5.3999999816553155,0.31016423948736915,0.32992060130407547,0.3299174362727567,0.0963554669233472,38.84445886970435,116.53337660911303,116.53337660911303,116.53337660911303,29.250314683133976,64.14599795672103,0.4025924306168276,0.6547563579623031,1.4358819881078961,-0.781125630145593,0.4705719371300728,0.4025924306168276,0.2844555293990562,0.24336266986424146,0.4721818007367023,1756.5714371789477,4268.278562821053,58.49894764254849,130.1310523574515,15.602257445749448,34.70774255425056,46.427397862824236,466.1626021371758,1877.1000401300698,4911.88995986993,9823.77991973986,2118.157246032314,0.5883770127867539,4236.314492064628,2965.4201444452397,6199.112753967686,12398.225507935373,8678.75785555476,8317.27,16634.54,11644.178,1.3376783308238418,1.2599999957195736,3.7799999871587207,3.7799999871587207,3.7799999871587207,2.0311560110784854,2668.8781209340996,2213.2800033265994,221.12602133763195,58.976532944579965,175.49556332528843,5337.756241868199,4426.560006653199,442.2520426752639,117.95306588915993,350.99112665057686,3513.1428743578954,116.99789528509697,31.204514891498896,92.85479572564847,3754.2000802601397,2459.2000120505268,81.89852669956788,21.843160424049227,64.99835700795393,13577.980000000001,-0.5440040592576171,96.78340695219977,0.7608738966088946,0.9789794237611317
6,2032,1NB,1,NB,PM-Peak,2,Peak,PM,0.7,55,5600.0,1,6,70,3600,1,5,0.5,0,4457.9,89.5,26.6,356.8,9.7,1.2094222272955006,3.6,1.8,0.4381907590437705,0.4381907590437705,3.399,0.592,5795.2699999999995,116.35000000000001,34.580000000000005,463.84000000000003,12.61,6422.65,7677.41,1.2,0.95967625,7677.41,0.0,1.0,0.0,5447.5538,109.369,32.5052,436.0096,11.853399999999999,6037.290999999999,1.7999999719697157,5.399999915909147,5.399999915909147,5.399999915909147,5.399999915909147,0.3400133498362938,0.36168076724326426,0.36167914794773226,0.11189341522513103,36.9126290387748,110.7378871163244,110.7378871163244,110.7378871163244,30.388232493673947,63.64499506042178,0.5857298089629704,0.6599104919424856,1.3821139485076444,-0.7222034565651587,0.43293430940989663,0.5857298089629704,0.2486888236891361,0.3364585666338361,0.41485260967702775,1852.2410159514313,3943.0289840485684,39.556663832628566,76.79333616737145,11.756453039870628,22.823546960129377,48.78660321494329,415.05339678505675,1952.340736038874,4470.309263961126,8940.618527922252,2152.5401762137585,0.597927826726044,4305.080352427517,3013.556246699262,5524.86982378624,11049.73964757248,7734.817753300736,7677.409999999998,15354.819999999996,10748.373999999998,1.3709660714285712,1.259999980378801,3.7799999411364027,3.7799999411364027,3.7799999411364027,1.9845778891596637,2712.2005797939173,2333.823643755614,149.52418695888844,44.43939179868386,184.41335728073068,5424.401159587835,4667.647287511228,299.04837391777687,88.87878359736771,368.82671456146136,3704.4820319028627,79.11332766525713,23.512906079741256,97.57320642988658,3904.681472077748,2593.1374223320036,55.379329365679986,16.459034255818878,68.3012445009206,12845.3,-0.5225353939484999,104.67964136074065,0.6758302092289866,0.9654717274699809
7,2032,1NB,1,NB,PM-Late,5,OP,PM,0.7,55,10400.0,1,6,70,3600,1,5,0.5,0,4068.5,78.6,12.1,349.5,27.8,1.2094222272955006,3.6,1.8,0.28795392737162057,0.28795392737162057,3.399,0.592,4068.5,78.6,12.1,349.5,27.8,4536.500000000001,5472.5,1.2,0.6840625,5472.5,0.0,1.0,0.0,3824.39,73.88399999999999,11.373999999999999,328.53,26.131999999999998,4264.31,0.7171686815027362,2.1515060445082086,2.1515060445082086,2.1515060445082086,2.1515060445082086,0.1516451744477061,0.16129302029934103,0.16129136432516075,0.032034712212514756,53.763027059838045,161.28908117951414,161.28908117951414,161.28908117951414,54.48463486435142,69.9819250666815,0.3004572354937868,0.6001549680146805,0.7708595295639954,-0.1707045615493149,0.005056216149342324,0.3004572354937868,0.010617439931443881,0.6309237096673395,0.35845885040121667,579.9502887060627,3488.5497112939374,11.916973511796511,66.68302648820348,1.8345279778343782,10.265472022165621,10.524364003177471,338.9756359968225,604.226154198871,3932.273845801129,19661.369229005646,652.7778851844878,0.1813271903290244,3263.889425922439,2284.7225981457073,4819.722114815511,24098.610574077557,16869.027401854288,5472.499999999999,27362.499999999996,19153.749999999996,0.526201923076923,0.5020180770519153,1.5060542311557459,1.5060542311557459,1.5060542311557459,0.7747957482122153,327.7062986623325,291.1455287219207,17.947608380012085,2.7628986231910595,15.850262937208655,1638.5314933116624,1455.7276436096035,89.73804190006042,13.814493115955297,79.25131468604327,2899.7514435303133,59.58486755898256,9.17263988917189,52.62182001588735,3021.1307709943553,2029.8260104712192,41.70940729128779,6.4208479224203225,36.83527401112114,22682.500000000004,-0.221447040611753,176.45155085333337,0.5978380014101353,0.4598753857001041
8,2032,1SB,1,SB,Night,6,OP,NT,0.7,55,9658.720330941385,1,6,70,3600,1,5,0.5,0,1579.5,38.7,15.7,309.6,36.3,1.2094222272955006,3.6,1.8,0.3040530973260567,0.3040530973260567,3.402,0.708,1579.5,38.7,15.7,309.6,36.3,1979.8,2780.4,1.2,0.34755,2780.4,0.0,1.0,0.0,1484.73,36.378,14.758,291.024,34.12199999999999,1861.012,0.5000003162023472,1.5000009486070416,1.5000009486070416,1.5000009486070416,1.5000009486070416,0.03258298697524197,0.03463872347671355,0.034637590181798475,0.005597663538373976,108.65466976520537,325.9640092956161,325.9640092956161,325.9640092956161,54.97265803688385,69.99999989676967,0.0,0.6000000008848314,0.7640161764020968,-0.16401617551726544,0.0002658689360133366,0.0,0.0016183688052953881,0.0,0.9983816311947047,48.376938251751014,1531.123061748249,1.2600874826358854,37.43991251736412,0.5111815559029819,15.188818444097018,1.6290544335917478,307.97094556640826,51.77726172388162,1928.0227382761184,11568.13642965671,58.57790866814286,0.01627164129670635,351.46745200885715,246.02721640619998,2721.8220913318573,16330.932547991144,11431.6527835938,2780.4,16682.4,11677.68,0.28786422059380706,0.350000221341643,1.050000664024929,1.050000664024929,1.050000664024929,0.5656724956359457,20.50228099958055,16.93193909594385,1.323092693497181,0.5367409731354273,1.71050823700409,123.0136859974833,101.59163457566311,7.938556160983086,3.220445838812564,10.26304942202454,290.26162951050605,7.560524895815313,3.067089335417891,9.774326601550488,310.6635703432898,203.18314065735422,5.292367427070719,2.1469625347925234,6.842028621085341,11878.8,-0.21467631260067035,128.03623309877736,0.33984177520702674,0.28147975182041873
9,2032,1SB,1,SB,AM-Early,1,OP,AM,0.7,55,10400.0,1,6,70,3600,1,5,0.5,0,2944.9,119.7,50.8,403.9,38.7,1.2094222272955006,3.6,1.8,0.28795392737162057,0.28795392737162057,3.246,0.715,2944.9,119.7,50.8,403.9,38.7,3558.0,4784.200000000001,1.2,0.5980250000000001,4784.200000000001,0.0,1.0,0.0,2768.206,112.518,47.751999999999995,379.66599999999994,36.378,3344.52,0.6415597599368665,1.9246792798105996,1.9246792798105996,1.9246792798105996,1.9246792798105996,0.15305952305497425,0.1628071733244926,0.16280540488117531,0.044834178283256504,51.87535750636659,155.62607251909978,155.62607251909978,155.62607251909978,54.7610450349085,69.99239646410909,0.2722778245056574,0.600065180244784,0.7669685626566527,-0.16690338241186875,0.0023325393142023636,0.2722778245056574,0.005283050265388861,0.6166916134084586,0.3780253363261526,423.70029007791805,2521.199709922082,18.318737528125258,101.38126247187475,7.774283693885883,43.02571630611411,17.022013132090862,386.8779868679091,466.8153244320201,3091.18467556798,3091.18467556798,553.0453931402241,0.1536237203167289,553.0453931402241,387.13177519815684,4231.154606859776,4231.154606859776,2961.808224801843,4784.200000000001,4784.200000000001,3348.94,0.46001923076923085,0.44909183195580654,1.3472754958674196,1.3472754958674196,1.3472754958674196,0.7600685990523893,248.36816876006247,190.28033947129887,24.680386186870063,10.474101918694096,22.933341183199445,248.36816876006247,190.28033947129887,24.680386186870063,10.474101918694096,22.933341183199445,423.70029007791805,18.318737528125258,7.774283693885883,17.022013132090862,466.8153244320201,296.5902030545426,12.823116269687679,5.441998585720118,11.915409192463603,3558.0,-0.21761437239845,161.44376182176316,0.5255137384366376,0.404241337258952
