,Period,Hours/Day,Peak,4Periods,Segment,Direction,SegDir,Length,Speed GP,Capacity GP,Alpha GP,Beta GP,Speed ML,Capacity ML,Alpha ML,Beta ML,Year,MinToll,MinCapture,MaxToll,Soft Cap,MaxCapture,MaxCap_aux,B1,B2,TotalLights,TotalHeavies,TotalVeh,HOV3,Corridor PCE,InScopeLights,InScopeHeavies,InScopeVeh,CaptureRateLights,CaptureRateHeavies,TollLights,TollHeavies,VOT Lights,VOT Heavies,Speed GP real,Speed ML real,MLVeh_Lights,GPVeh_Lights,MLVeh_Heavies,GPVeh_Heavies,MLVeh,GPVeh,ML PCE,GP PCE,TollLightsPerSeg,TollHeaviesPerSeg,TollBlend,RevenuePerHour,RevenuePerDay,TransactionsDay_Lights,TransactionsDay_Heavies,TransactionsDay,TotalVeh_hours
99,AM-Shoulder,1,OP,AM,7,NB,7NB,0.6,65,12600,1,6,70,3600,1,6,2032,0.5,0,3.9,1.95,0.2,0.25,3.246,0.715,5452.3,840.3,6292.6,327.138,7973.2,4100.1296,672.24,5034.08,0.110620993,0.110674758,0.887667161,2.659130317,61.73978006,184.9500897,62.69169591,69.96098226,453.5604066,4671.601593,74.3999996,765.9000004,527.9604062,5437.501594,676.7604054,6969.301595,0.532600296,1.59547819,1.137301142,360.2699837,360.2699837,453.5604066,74.3999996,527.9604062,6292.6
100,MD,5,OP,MD,7,NB,7NB,0.6,65,9000,1,6,70,3600,1,6,2032,0.5,0,3.9,1.95,0.2,0.321428571,3.249,0.708,6292.3,625,6917.3,377.538,8167.3,4731.8096,500,5533.84,0.125562444,0.125687577,1.407548894,4.209067767,58.29263255,174.3155366,50.15934011,69.90500117,594.1375758,5320.624424,62.84378848,562.1562115,656.9813643,5882.780636,782.6689413,7007.093059,0.844529336,2.52544066,1.675529188,660.4748712,3302.374356,2970.687879,314.2189424,3284.906822,34586.5
101,PM-Shoulder,1,OP,PM,7,NB,7NB,0.6,65,7200,1,6,70,3600,1,6,2032,0.5,0,3.9,1.95,0.2,0.375,3.399,0.592,6515,416,6931,390.9,7763,4899.28,332.8,5544.8,0.15701081,0.155880916,1.949993593,5.849933041,54.51631915,163.5476228,38.17173533,69.79272524,769.2399219,5354.860078,51.87716895,364.122831,821.1170908,5718.982909,924.8714287,6447.228571,1.169996156,3.509959825,2.196386976,1082.09453,1082.09453,769.2399219,51.87716895,821.1170908,6931
102,PM-Peak,3,Peak,PM,7,NB,7NB,0.6,65,6300,1,6,70,3600,1,6,2032,0.5,0,3.9,1.95,0.2,0.409090909,3.399,0.592,6227.55,409.815,6637.365,373.653,7456.995,4683.1176,327.852,5309.892,0.1999999,0.199999788,1.949999241,5.849996272,38.85506802,116.5651751,33.06060738,69.52752835,936.623052,4917.273948,65.57033035,344.2446696,1002.193382,5261.518618,1133.334043,5950.007957,1.169999545,3.509997763,2.205163662,1326.000257,3978.000772,2809.869156,196.7109911,3006.580147,19912.095
103,PM-Late,3,OP,NT,7,NB,7NB,0.6,65,9000,1,6,70,3600,1,6,2032,0.5,0,3.9,1.95,0.2,0.321428571,3.402,0.708,4295,338.4,4633.4,257.7,5310.2,3229.84,270.72,3706.72,0.146529027,0.146585763,0.914085424,2.738323546,63.31138732,189.6617736,63.72761751,69.98504619,473.2653132,3564.034687,39.68369763,298.7163024,512.9490109,3862.750989,592.3164061,4460.183594,0.548451254,1.642994128,1.055215463,324.7630367,974.2891102,1419.79594,119.0510929,1538.847033,13900.2
104,Night,8,OP,NT,7,SB,7SB,0.6,65,9000,1,6,70,3600,1,6,2032,0.5,0,3.9,1.95,0.2,0.321428571,3.402,0.708,1601.8,287.2,1889,96.108,2463.4,1204.5536,229.76,1511.2,0.141634452,0.166081495,0.500008506,1.393981342,64.2045249,178.9967743,64.98732229,69.99988318,170.6062896,1335.08571,38.15888419,249.0411158,208.7651738,1584.126826,285.0829422,2082.209058,0.300005104,0.836388805,0.663412226,83.09842118,664.7873695,1364.850317,305.2710735,1670.12139,15112
105,AM-Early,1,OP,AM,7,SB,7SB,0.6,65,4500,1,6,70,3600,1,6,2032,0.5,0,3.9,1.95,0.2,0.5,3.246,0.715,4090.2,346.4,4436.6,245.412,5129.4,3075.8304,277.12,3549.28,0.191482722,0.190734955,1.949997953,5.84997534,48.05929894,144.1774404,35.9212289,69.96150165,588.9683773,3255.819623,52.85647085,293.5435292,641.8248482,3549.363152,747.5377899,4136.45021,1.169998772,3.509985204,2.271174426,874.6177088,874.6177088,588.9683773,52.85647085,641.8248482,4436.6
106,AM-Peak,2,Peak,AM,7,SB,7SB,0.6,65,4500,1,6,70,3600,1,6,2032,0.5,0,3.9,1.95,0.2,0.5,3.246,0.715,5189.1,450.66,5639.76,311.346,6541.08,3902.2032,360.528,4511.808,0.199999947,0.199999889,1.94999958,5.849998598,19.7057107,59.11713068,16.30714022,69.79896294,780.4404324,4097.313568,72.10556013,378.5544399,852.5459926,4475.868007,996.7571128,5232.976887,1.169999748,3.509999159,2.27984878,1166.205564,2332.411129,1560.880865,144.2111203,1705.091985,11279.52
107,AM-Shoulder,1,OP,AM,7,SB,7SB,0.6,65,6300,1,6,70,3600,1,6,2032,0.5,0,3.9,1.95,0.2,0.409090909,3.246,0.715,4828.3,744.1,5572.4,289.698,7060.6,3630.8816,595.28,4457.92,0.172913923,0.172301062,1.949996832,5.849993091,50.56357105,151.6907805,35.8733918,69.86828504,627.8299813,3910.772019,102.5673765,641.5326235,730.3973577,4552.304642,935.5321107,5835.369889,1.169998099,3.509995855,2.497660895,1094.570951,1094.570951,627.8299813,102.5673765,730.3973577,5572.4
108,MD,5,OP,MD,7,SB,7SB,0.6,65,9000,1,6,70,3600,1,6,2032,0.5,0,3.9,1.95,0.2,0.321428571,3.249,0.708,6344.2,613.8,6958,380.652,8185.6,4770.8384,491.04,5566.4,0.125423313,0.125553156,1.414201682,4.228600366,58.32359885,174.3932245,49.99645292,69.90306333,598.3743581,5365.173642,61.65162176,552.1483782,660.0259798,5917.32202,783.3292234,7021.618777,0.848521009,2.53716022,1.677088672,664.1532564,3320.766282,2991.87179,308.2581088,3300.129899,34790
109,PM-Shoulder,1,OP,PM,7,SB,7SB,0.6,65,9000,1,6,70,3600,1,6,2032,0.5,0,3.9,1.95,0.2,0.321428571,3.399,0.592,7624.1,486.8,8110.9,457.446,9084.5,5733.3232,389.44,6488.72,0.135266662,0.135345942,1.769064445,5.288414243,57.70774376,172.5106481,42.42902776,69.71373481,775.5274915,6391.126508,52.7091237,434.0908763,828.2366152,6825.217385,933.6548626,7693.399137,1.061438667,3.173048546,1.993036485,990.4234754,990.4234754,775.5274915,52.7091237,828.2366152,8110.9
110,PM-Peak,3,Peak,PM,7,SB,7SB,0.6,65,8100,1,6,70,3600,1,6,2032,0.5,0,3.9,1.95,0.2,0.346153846,3.399,0.592,8117.235,540.96,8658.195,487.0341,9740.115,6104.16072,432.768,6926.556,0.133371951,0.133588183,3.79000422,11.27602024,58.32500903,173.5285621,25.63126437,69.59537664,814.1238222,6816.077078,57.81269065,483.1473093,871.9365129,7299.224387,987.5618942,8265.519006,2.274002532,6.765612146,4.286355413,2242.457875,6727.373626,2442.371467,173.438072,2615.809539,25974.585
111,PM-Late,3,OP,NT,7,SB,7SB,0.6,65,9000,1,6,70,3600,1,6,2032,0.5,0,3.9,1.95,0.2,0.321428571,3.402,0.708,4452.1,351,4803.1,267.126,5505.1,3347.9792,280.8,3842.48,0.145226317,0.145285162,0.948297824,2.84050954,63.57534158,190.4321192,63.41694917,69.98212947,486.214687,3698.759313,40.79607356,310.2039264,527.0107605,4008.963239,608.6029076,4629.371092,0.568978694,1.704305724,1.094774546,346.1747795,1038.524339,1458.644061,122.3882207,1581.032282,14409.3
112,Night,8,OP,NT,1,NB,1NB,3.9,65,8000,1,6,70,3600,1,6,2040,0.5,0,4.75,2.375,0.2,0.340622372,3.506,0.708,1841,343.9,2184.9,110.46,2872.7,1419.0428,281.998,1791.618,0.162249831,0.162313333,0.613168478,1.836740969,67.12438666,201.0705304,64.94089237,69.99953992,230.2394552,1500.300545,45.77203534,298.1279647,276.0114905,1798.42851,367.5555612,2394.684439,2.391357062,7.163289779,0.816078158,878.4631,7027.7048,1841.915641,366.1762827,2208.091924,17479.2
113,AM-Early,1,OP,AM,1,NB,1NB,3.9,65,6000,1,6,70,3600,1,6,2040,0.5,0,4.75,2.375,0.2,0.411585366,3.35,0.715,6420.7,560.4,6981.1,385.242,8101.9,4949.07556,459.528,5724.502,0.162144684,0.144342627,4.749999994,14.24999978,62.10299077,186.3089696,17.90679547,69.71690786,802.4662945,5232.991705,66.32947888,494.0705211,868.7957734,5727.062227,1001.454731,6715.203269,18.52499998,55.57499913,5.475291316,18551.94882,18551.94882,802.4662945,66.32947888,868.7957734,6981.1
114,AM-Peak,2,Peak,AM,1,NB,1NB,3.9,65,5600,1,6,70,3600,1,6,2040,0.5,0,4.75,2.375,0.2,0.429480382,3.35,0.715,6885.375,608.895,7494.27,413.1225,8712.06,5307.24705,499.2939,6145.3014,0.199999996,0.199999913,4.749980518,14.24985886,51.56698485,154.7000568,16.30714022,68.76644612,1061.449386,5410.803114,99.85873668,509.0362633,1161.308123,5919.839377,1361.025596,6937.911904,18.52492402,55.57444955,5.566857479,25212.86356,50425.72712,2122.898773,199.7174734,2322.616246,14988.54
115,AM-Shoulder,1,OP,AM,1,NB,1NB,3.9,65,8000,1,6,70,3600,1,6,2040,0.5,0,4.75,2.375,0.2,0.340622372,3.35,0.715,5970.1,948.3,6918.4,358.206,8815,4601.75308,777.606,5673.088,0.146903155,0.140940511,2.374997733,7.124990005,62.61497544,187.8448421,35.37371294,69.75228913,676.0120439,4935.881956,109.5961871,838.7038129,785.608231,5774.585769,1004.800605,7451.993395,9.26249116,27.78746102,3.037644866,9306.955357,9306.955357,676.0120439,109.5961871,785.608231,6918.4
116,MD,5,OP,MD,1,NB,1NB,3.9,65,8000,1,6,70,3600,1,6,2040,0.5,0,4.75,2.375,0.2,0.340622372,3.353,0.708,7644.5,754,8398.5,458.67,9906.5,5892.3806,618.28,6886.77,0.117451638,0.113723445,4.749999906,12.93770881,76.3932771,208.074525,21.86402727,69.75260819,692.069751,6493.760249,70.31293162,683.6870684,762.3826826,7177.447317,903.0085458,8544.821454,18.52499963,50.45706436,5.505134866,16368.376,81841.88,3460.348755,351.5646581,3811.913413,41992.5
117,PM-Shoulder,1,OP,PM,1,NB,1NB,3.9,65,9600,1,6,70,3600,1,6,2040,0.5,0,4.75,2.375,0.2,0.299334812,3.502,0.592,10724.1,705.8,11429.9,643.446,12841.5,8266.13628,578.756,9372.518,0.15043266,0.12358513,4.749999981,14.24999921,67.12856791,201.3856934,17.73293655,66.70288228,1243.49687,8837.15713,71.52563559,634.2743644,1315.022505,9471.431495,1458.073776,10739.98022,18.52499993,55.57499692,5.26671622,27010.8164,27010.8164,1243.49687,71.52563559,1315.022505,11429.9
118,PM-Peak,3,Peak,PM,1,NB,1NB,3.9,65,8000,1,6,70,3600,1,6,2040,0.5,0,4.75,2.375,0.2,0.340622372,3.502,0.592,8867.355,603.96,9471.315,532.0413,10679.235,6834.957234,495.2472,7766.4783,0.17079584,0.150022655,4.749999997,14.24999988,62.12937945,186.3881369,19.49063113,68.01908768,1167.38226,7167.93144,74.29829975,529.6617003,1241.68056,7697.59314,1390.277159,8756.916541,18.52499999,55.57499954,5.31845042,25754.88433,77264.65298,3502.14678,222.8948992,3725.041679,28413.945
119,PM-Late,3,OP,NT,1,NB,1NB,3.9,65,8000,1,6,70,3600,1,6,2040,0.5,0,4.75,2.375,0.2,0.340622372,3.506,0.708,5472,443.8,5915.8,328.32,6803.4,4217.8176,363.916,4850.956,0.137680566,0.139001841,1.691762326,4.947477898,74.12270919,216.768313,54.89439343,69.94374004,580.7115128,4562.968487,50.58499414,393.2150059,631.2965069,4956.183493,732.4664952,5742.613505,6.597873072,19.2951638,1.952638715,4807.506601,14422.5198,1742.134538,151.7549824,1893.889521,17747.4
120,Night,8,OP,NT,1,SB,1SB,3.9,65,9600,1,6,70,3600,1,6,2040,0.5,0,4.75,2.375,0.2,0.299334812,3.506,0.708,2365.5,450.8,2816.3,141.93,3717.9,1823.3274,369.656,2309.366,0.141352468,0.141445343,0.674619276,2.01938745,71.59431704,214.3085301,64.89546222,69.99886218,257.7318278,1965.838172,52.28611971,398.5138803,310.0179475,2364.352052,414.5901869,3161.379813,2.631015175,7.875611056,0.901421338,1089.881493,8719.051941,2061.854623,418.2889576,2480.14358,22530.4
121,AM-Early,1,OP,AM,1,SB,1SB,3.9,65,10400,1,6,70,3600,1,6,2040,0.5,0,4.75,2.375,0.2,0.282229965,3.35,0.715,10355.3,903.8,11259.1,621.318,13066.7,7981.86524,741.116,9232.462,0.125416789,0.098245167,4.749999973,13.87111762,77.24467094,225.5726152,20.86373034,68.49744441,1001.059912,8732.922088,72.81106506,830.9889349,1073.870977,9563.911023,1219.493107,11225.88889,18.52499989,54.09735872,5.368433941,22483.52107,22483.52107,1001.059912,72.81106506,1073.870977,11259.1
122,AM-Peak,2,Peak,AM,1,SB,1SB,3.9,65,10400,1,6,70,3600,1,6,2040,0.5,0,4.75,2.375,0.2,0.282229965,3.35,0.715,9988.125,885.675,10873.8,599.2875,12645.15,7698.84675,726.2535,8916.516,0.128577316,0.09917579,4.749999974,14.24999601,74.82843345,224.4852387,23.95950825,68.65796308,989.8970502,8398.94045,72.02676486,813.6482351,1061.923815,9212.588685,1205.977345,10839.88516,18.5249999,55.57498443,5.394353148,22340.72909,44681.45818,1979.7941,144.0535297,2123.84763,21747.6
123,AM-Shoulder,1,OP,AM,1,SB,1SB,3.9,65,10400,1,6,70,3600,1,6,2040,0.5,0,4.75,2.375,0.2,0.282229965,3.35,0.715,8374.2,1330.2,9704.4,502.452,12364.8,6454.83336,1090.764,7957.608,0.102615649,0.104606207,4.74999992,12.3227827,86.01546179,223.1473395,24.42639945,69.55790833,662.3669165,7209.381083,114.1006844,1216.099316,776.467601,8425.480399,1004.66897,10857.67903,18.52499969,48.05885254,5.862808358,17753.89489,17753.89489,662.3669165,114.1006844,776.467601,9704.4
124,MD,5,OP,MD,1,SB,1SB,3.9,65,8000,1,6,70,3600,1,6,2040,0.5,0,4.75,2.375,0.2,0.340622372,3.353,0.708,8577.4,869.7,9447.1,514.644,11186.5,6611.45992,713.154,7746.622,0.180111588,0.149425849,4.747264928,14.24974722,62.16724457,186.6058739,16.30714035,67.33816461,1190.800546,6871.955454,106.5636418,763.1363582,1297.364187,7635.091813,1510.491471,9161.364529,18.51433322,55.57401416,5.527785254,27969.04744,139845.2372,5954.002728,532.8182092,6486.820937,47235.5
125,PM-Shoulder,1,OP,PM,1,SB,1SB,3.9,65,8000,1,6,70,3600,1,6,2040,0.5,0,4.75,2.375,0.2,0.340622372,3.502,0.592,9498,625.1,10123.1,569.88,11373.3,7321.0584,512.582,8300.942,0.199999735,0.140224762,4.517037324,14.24996735,59.90391816,188.9798151,16.30714022,65.05358933,1464.209737,7463.910263,71.87668892,553.2233111,1536.086426,8017.133574,1679.839804,9123.580196,17.61644556,55.57487268,4.972461427,29788.70897,29788.70897,1464.209737,71.87668892,1536.086426,10123.1
126,PM-Peak,3,Peak,PM,1,SB,1SB,3.9,65,8000,1,6,70,3600,1,6,2040,0.5,0,4.75,2.375,0.2,0.340622372,3.502,0.592,9040.185,609.63,9649.815,542.4111,10869.075,6968.174598,499.8966,7912.8483,0.178398283,0.158190418,4.749999984,14.24999965,60.81507757,182.4452288,18.66182562,67.33112681,1243.110382,7254.663518,79.07885187,530.5511481,1322.189233,7785.214667,1480.346937,8846.316963,18.52499994,55.57499862,5.318185722,27423.42682,82270.28047,3729.331145,237.2365556,3966.5677,28949.445
127,PM-Late,3,OP,NT,1,SB,1SB,3.9,65,8000,1,6,70,3600,1,6,2040,0.5,0,4.75,2.375,0.2,0.340622372,3.506,0.708,4642.1,377.1,5019.2,278.526,5773.4,3578.13068,309.222,4115.744,0.145879803,0.146613345,1.291724824,3.81640613,71.47765248,211.1810086,60.99145446,69.97325222,521.9769994,3841.597001,45.33607189,331.7639281,567.3130712,4173.360929,657.985215,4836.888785,5.037726812,14.88398391,1.493481383,3304.358889,9913.076668,1565.930998,136.0082157,1701.939214,15057.6
128,Night,8,OP,NT,2,NB,2NB,3.1,65,9000,1,6,70,3600,1,6,2040,0.5,0,4.75,2.375,0.2,0.279503106,3.506,0.708,2025.2,365.7,2390.9,121.512,3122.3,1751.39296,336.444,2199.628,0.137208643,0.137269406,0.628357363,1.882243853,72.4313521,216.9680427,64.94961657,69.99939508,240.3062516,1663.381748,46.18346794,319.5165321,286.4897195,1982.89828,378.8566554,2621.931345,1.947907827,5.834955945,0.830489665,737.5729291,5900.583433,1922.450013,369.4677435,2291.917756,19127.2
129,AM-Early,1,OP,AM,2,NB,2NB,3.1,65,7200,1,6,70,3600,1,6,2040,0.5,0,4.75,2.375,0.2,0.326086957,3.35,0.715,8865.6,733.3,9598.9,531.936,11065.5,7666.97088,674.636,8830.988,0.199999999,0.199999996,4.064753011,11.3916396,56.67139583,158.8239471,16.30714022,61.85124332,1533.394166,6800.269834,134.9271973,598.3728027,1668.321363,7398.642637,1938.175757,8595.388243,12.60073433,35.31408276,4.657322461,24086.72272,24086.72272,1533.394166,134.9271973,1668.321363,9598.9
130,AM-Peak,2,Peak,AM,2,NB,2NB,3.1,65,6300,1,6,70,3600,1,6,2040,0.5,0,4.75,2.375,0.2,0.355731225,3.35,0.715,8551.2,718.515,9269.715,513.072,10706.745,7395.07776,661.0338,8528.1378,0.198972577,0.199999989,4.721184332,13.0554616,57.56246831,159.1771347,16.30714022,63.31398042,1471.41768,6566.71032,132.2067525,586.3082475,1603.624433,7153.018567,1868.037938,8325.635062,14.63567143,40.47193095,5.408282701,26885.84827,53771.69653,2942.835361,264.413505,3207.248866,18539.43
131,AM-Shoulder,1,OP,AM,2,NB,2NB,3.1,65,9000,1,6,70,3600,1,6,2040,0.5,0,4.75,2.375,0.2,0.279503106,3.35,0.715,7169.5,1079.2,8248.7,430.17,10407.1,6200.1836,992.864,7588.804,0.096406457,0.10376387,3.995893471,10.87845555,79.89168921,217.4978378,27.65419645,69.78322893,597.7377309,6141.592269,103.0234111,976.1765889,700.761142,7117.768858,906.8079643,9070.122036,12.38726976,33.72321221,5.007743273,10878.61887,10878.61887,597.7377309,103.0234111,700.761142,8248.7
132,MD,5,OP,MD,2,NB,2NB,3.1,65,9000,1,6,70,3600,1,6,2040,0.5,0,4.75,2.375,0.2,0.279503106,3.353,0.708,7343.4,705.6,8049,440.604,9460.2,6350.57232,649.152,7405.08,0.112775753,0.104881179,2.374999965,7.120353221,70.41982134,211.1216881,38.08531045,69.75165226,716.1905749,6186.605425,68.08382701,637.516173,784.2744019,6824.121598,920.442056,8099.153944,7.36249989,22.07309499,2.786949927,6775.77381,33878.86905,3580.952875,340.4191351,3921.37201,40245
133,PM-Shoulder,1,OP,PM,2,NB,2NB,3.1,65,9000,1,6,70,3600,1,6,2040,0.5,0,4.75,2.375,0.2,0.279503106,3.502,0.592,8131.6,507.1,8638.7,487.896,9652.9,7032.20768,466.532,7947.604,0.123472727,0.114908331,2.374999852,7.123261629,67.98172945,203.8954421,37.25745475,69.51726925,868.2858579,6775.418142,53.60841351,453.4915865,921.8942714,7228.909729,1029.111098,8135.892902,7.362499542,22.08211105,2.651112622,7576.541172,7576.541172,868.2858579,53.60841351,921.8942714,8638.7
134,PM-Peak,3,Peak,PM,2,NB,2NB,3.1,65,9000,1,6,70,3600,1,6,2040,0.5,0,4.75,2.375,0.2,0.279503106,3.502,0.592,7739.655,494.55,8234.205,464.3793,9223.305,6693.253644,454.986,7575.4686,0.13725218,0.130016717,2.374999982,7.124999886,64.94887655,194.8466281,42.78639487,69.42532426,918.6636518,6356.612048,59.15578601,435.394214,977.8194378,6792.006262,1096.13101,7662.79469,7.362499943,22.08749965,2.662363852,8070.264486,24210.79346,2755.990955,177.467358,2933.458313,24702.615
135,PM-Late,3,OP,NT,2,NB,2NB,3.1,65,9000,1,6,70,3600,1,6,2040,0.5,0,4.75,2.375,0.2,0.279503106,3.506,0.708,3974.3,305.9,4280.2,238.458,4892,3436.97464,281.428,3937.784,0.131980945,0.132325242,0.98946529,2.944372119,74.13630752,220.608928,64.23833808,69.9892775,453.6151602,3282.22684,37.24002815,268.6599719,490.8551883,3550.886812,565.3352446,4088.206755,3.067342398,9.127553568,1.137779471,1731.303365,5193.910095,1360.84548,111.7200844,1472.565565,12840.6
136,Night,8,OP,NT,2,SB,2SB,3.1,65,9000,1,6,70,3600,1,6,2040,0.5,0,4.75,2.375,0.2,0.279503106,3.506,0.708,2233.5,369.1,2602.6,134.01,3340.8,1931.5308,339.572,2394.392,0.134756194,0.1348348,0.664024136,1.988202079,73.04617874,218.7127794,64.92325083,69.99912656,260.2857397,1839.20426,45.78612279,323.3138772,306.0718625,2162.518137,397.6441081,2809.145892,2.058474822,6.163426444,0.862111518,817.9910418,6543.928335,2082.285918,366.2889823,2448.5749,20820.8
137,AM-Early,1,OP,AM,2,SB,2SB,3.1,65,9000,1,6,70,3600,1,6,2040,0.5,0,4.75,2.375,0.2,0.279503106,3.35,0.715,6063.4,501.5,6564.9,363.804,7567.9,5243.62832,461.38,6039.708,0.113736008,0.114727517,1.481767972,4.350829945,69.13751455,203.0045015,54.99558391,69.92292045,596.3893514,5103.206649,52.93298189,448.5670181,649.3223333,5551.773667,755.1882971,6448.907703,4.593480714,13.48757283,1.7156549,3453.440432,3453.440432,596.3893514,52.93298189,649.3223333,6564.9
138,AM-Peak,2,Peak,AM,2,SB,2SB,3.1,65,9000,1,6,70,3600,1,6,2040,0.5,0,4.75,2.375,0.2,0.279503106,3.35,0.715,7315.245,613.2,7928.445,438.9147,9154.845,6326.223876,564.144,7294.1694,0.133466222,0.126111825,2.374999943,7.124999357,65.18556707,195.5566883,43.06172332,69.5558942,844.3372016,6031.993098,71.14522935,542.0547706,915.4824309,6574.047869,1057.77289,7658.15741,7.362499822,22.08749801,2.744138428,7787.852608,15575.70522,1688.674403,142.2904587,1830.964862,15856.89
139,AM-Shoulder,1,OP,AM,2,SB,2SB,3.1,65,9000,1,6,70,3600,1,6,2040,0.5,0,4.75,2.375,0.2,0.279503106,3.35,0.715,6136.9,923.7,7060.6,368.214,8908,5307.19112,849.804,6495.752,0.108793779,0.11020666,2.179256992,6.364918918,71.38120495,208.4818741,43.39054385,69.8694553,577.3893795,5191.296621,93.65406053,830.0459395,671.04344,6021.34256,858.3515611,7681.434439,6.755696675,19.73124865,2.763428168,5748.579066,5748.579066,577.3893795,93.65406053,671.04344,7060.6
140,MD,5,OP,MD,2,SB,2SB,3.1,65,9000,1,6,70,3600,1,6,2040,0.5,0,4.75,2.375,0.2,0.279503106,3.353,0.708,8189.1,772,8961.1,491.346,10505.1,7081.93368,710.24,8244.212,0.085346528,0.106220414,4.749999892,11.15154807,90.32432748,212.0539163,25.93631157,69.79651323,604.4184483,7093.335552,75.44198698,696.558013,679.8604353,7789.893565,830.7444092,9183.009591,14.72499967,34.56979901,5.460359679,11508.07578,57540.37888,3022.092241,377.2099349,3399.302176,44805.5
141,PM-Shoulder,1,OP,PM,2,SB,2SB,3.1,65,9000,1,6,70,3600,1,6,2040,0.5,0,4.75,2.375,0.2,0.279503106,3.502,0.592,9375.3,584.7,9960,562.518,11129.4,8107.75944,537.924,9163.2,0.104479633,0.110708462,4.749999553,12.7005386,77.79104469,207.9975281,22.12128519,69.37458711,847.095733,7965.686267,59.55273893,525.1472611,906.6484719,8490.833528,1025.75395,9541.12805,14.72499861,39.37166965,5.272226624,14818.17426,14818.17426,847.095733,59.55273893,906.6484719,9960
142,PM-Peak,3,Peak,PM,2,SB,2SB,3.1,65,9000,1,6,70,3600,1,6,2040,0.5,0,4.75,2.375,0.2,0.279503106,3.502,0.592,8876.49,576.975,9453.465,532.5894,10607.415,7676.388552,530.817,8697.1878,0.106098079,0.110775734,4.749999903,12.8952957,76.60174017,207.9583392,26.63296636,69.51175379,814.4500811,7529.450519,58.80164296,518.173357,873.2517241,8047.623876,990.85501,9083.97059,14.7249997,39.97541668,5.298474944,14343.39738,43030.19213,2443.350243,176.4049289,2619.755172,28360.395
143,PM-Late,3,OP,NT,2,SB,2SB,3.1,65,9000,1,6,70,3600,1,6,2040,0.5,0,4.75,2.375,0.2,0.279503106,3.506,0.708,6484.9,499.3,6984.2,389.094,7982.8,5608.14152,459.356,6425.464,0.113832688,0.115405881,1.951091108,5.670375359,80.87810131,235.0526795,51.98846638,69.89029132,638.3898219,5457.416178,53.01238386,446.2876161,691.4022058,5903.703794,797.4269735,6796.279026,6.048382434,17.57816361,2.236262492,4793.086142,14379.25843,1915.169466,159.0371516,2074.206617,20952.6
144,Night,8,OP,NT,3,NB,3NB,3.7,65,8000,1,6,70,3600,1,6,2040,0.5,0,4.75,2.375,0.2,0.317398119,3.506,0.708,2254.8,407.1,2661.9,135.288,3476.1,1865.17056,358.248,2342.472,0.146625184,0.146723078,0.738159241,2.209380637,70.41835943,210.7688305,64.80963751,69.9987254,273.4809761,1846.031024,52.56324912,354.5367509,326.0442253,2200.567775,431.1707235,2909.641277,2.73118919,8.174708358,0.97534233,1176.617518,9412.940141,2187.847809,420.5059929,2608.353802,21295.2
145,AM-Early,1,OP,AM,3,NB,3NB,3.7,65,8000,1,6,70,3600,1,6,2040,0.5,0,4.75,2.375,0.2,0.317398119,3.35,0.715,9868.7,816.2,10684.9,592.122,12317.3,8163.38864,718.256,9402.712,0.182406389,0.199999908,4.503641368,11.37121032,63.27755125,159.7690147,16.30714022,61.17382748,1489.054248,7787.523752,143.6511337,672.5488663,1632.705381,8460.072619,1920.007649,9805.170351,16.66347306,42.07347819,5.10787412,30856.71819,30856.71819,1489.054248,143.6511337,1632.705381,10684.9
146,AM-Peak,2,Peak,AM,3,NB,3NB,3.7,65,7200,1,6,70,3600,1,6,2040,0.5,0,4.75,2.375,0.2,0.340909091,3.35,0.715,9518.04,799.89,10317.93,571.0824,11917.71,7873.322688,703.9032,9079.7784,0.196369706,0.18605372,4.749999989,13.23159501,59.71918407,166.3536967,16.30714022,61.14599489,1546.082059,7400.875541,130.963809,668.926191,1677.045868,8069.801732,1938.973487,9407.654113,17.57499996,48.95690152,5.41234442,33583.97443,67167.94887,3092.164119,261.9276181,3354.091737,20635.86
147,AM-Shoulder,1,OP,AM,3,NB,3NB,3.7,65,8800,1,6,70,3600,1,6,2040,0.5,0,4.75,2.375,0.2,0.296920821,3.35,0.715,7979.9,1201.2,9181.1,478.794,11583.5,6600.97328,1057.056,8079.368,0.137887649,0.122649664,4.749999955,14.24999971,68.48256953,205.4477064,18.77162407,68.789455,910.192689,6590.913311,129.6475631,1071.552437,1039.840252,7662.465748,1299.135378,9805.570622,17.57499983,52.72499894,5.934462488,22832.30399,22832.30399,910.192689,129.6475631,1039.840252,9181.1
148,MD,5,OP,MD,3,NB,3NB,3.7,65,8800,1,6,70,3600,1,6,2040,0.5,0,4.75,2.375,0.2,0.296920821,3.353,0.708,8174.4,785.4,8959.8,490.464,10530.6,6761.86368,691.152,7884.624,0.099368599,0.106767582,4.749999968,11.88162838,85.19662643,213.110455,24.25701537,69.72991311,671.916918,7012.019082,73.79262817,711.6073718,745.7095461,7723.626454,893.2948025,9146.841198,17.57499988,43.962025,5.455719247,15053.01312,75265.06559,3359.58459,368.9631408,3728.547731,44799
